molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
6a_a31|1|0|1|0.610184884|0.0|5.6869753560000005|0.0357275129999999|0.08881108|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|-0.010591881|0.1533239019999999|0.001117583|0|0.784022685|-0.0436046509999999|0.848080284|0|0.57216168|-0.132158278|0.259133072|0.034212524|-77.60012959|20.08876284|157.9971748|0.42783832|-0.045153913|-43.59027182|11.79563339|98.49408082|-1.896464366|92.52963742|-26.51328079|0.307253701|0.916923952|5908.282843|38.27271371|0.031153284|1607.453976|479.200937|18.29245122|1.0|1.0|2.0|3.42|2.51|0.05|22.0|-6.96|3.69|1.13|0.0|104.73|4.0|-5.22|28.0|-6.69|0.0|0.0|1.0|-4.34|6.09e-06|0.00238|0.0178|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|-1613.34153|-1613.295461|607.79|349.96|0.70416|0.6404|7.7514|-0.19843|5.9586|5.9586
3q_a32|1|1|0|0.609420748|0.0|5.733341277|0.03898374|0.02785755|0.000773658|-0.022925245|10.31100266|-0.098400506|3|0.002487149|0.0492355779999999|-0.295228244|0|0.853737093|-0.1585635|0.901790225|1|0.84993799|-0.067604132|0.34156046|0.018527744|-41.72706804|11.43581616|41.73511731|0.15006201|-0.027989085|-37.3203761|7.058489861|53.27315741|-1.371465184|74.3682963|-17.27560785|0.365026099|0.856561949|6079.482066|27.20679986|0.022526037|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|3.57|3.34|0.3|19.0|-7.31|4.72|1.33|0.0|115.37|7.0|-5.91|28.0|-6.35|0.0|0.0|1.0|-4.62|1.24e-06|0.000508|0.00992|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|3.6236|-1920.066488|-1920.042674|666.16|342.16|0.70216|0.2897|4.1362|-0.19969|7.5528|7.5528
12an_a36|1|0|2|0.6294007110000001|0.0|5.351858133|0.042739018|0.0966393909999999|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.133106642|1|0.8344566859999999|-0.055405405|0.885733922|0|0.836440154|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|11.69727417|82.43567331|0.163559846|-0.036995649|-48.0034364|7.903608682000001|0.0|-1.997765039|81.70091433|-24.99720254|0.216487385|0.8042935809999999|6162.848939|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-7.05|2.61|2.51|0.0|135.47|6.0|-4.85|31.0|-6.64|0.0|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0132|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|327.38|0.69094|0.0644|4.3963|-0.21035|7.3979|7.3979
12e_a36|1|0|2|1.29704412|0.0|5.351858133|0.040899471|0.144415507|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|0.003962098|0.244642918|-0.1763783589999999|1|0.7975411790000001|-0.144846626|0.847602953|0|0.838086387|-0.07049439|0.4347714629999999|0.019063245|-44.83739063|12.12502373|65.27404529|0.161913613|-0.036203518|-40.85494129999999|7.71202397|5.735288795|-1.918786459|75.50154216|-23.02695694|0.238923581|0.875194483|5929.071389|30.25577504|0.017716522|1603.556077|662.0530478999999|11.26845175|1.0|0.0|2.0|4.85|0.0|0.17|17.0|-6.97|2.19|2.24|0.0|128.72|5.0|-4.16|30.0|-6.55|0.0|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|0.02|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|337.84|0.70007|0.0006|6.5974|-0.20151|7.8539|7.8539
11_a47|0|0|0|1.381898438|0.0|0.0|0.033931624|-0.0586047379999999|-0.007419345|0.081235787|10.93671007|0.046339015|0|-0.00580273|-0.120383371|-0.079543257|3|0.715054643|0.07716247|0.770028429|1|0.796863393|-0.08164597|0.572646116|0.008462682|-50.01659041|5.184267117|119.4035378|0.203136607|-0.035945973|-36.20974614|3.175899139|1.882633323|-1.833244617|66.9895812|-22.02062158|0.183391205|0.8820228529999999|6736.717611|26.96593732|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|2.0|3.28|3.15|0.04|28.0|-10.55|6.68|3.0|0.0|124.7|4.0|-6.29|32.0|-5.28|1.0|0.0|1.0|-6.03|5.110000000000001e-07|0.000216|0.000394|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|-1396.145101|654.49|332.82|0.6915399999999999|0.2321|2.9142|-0.20554|7.4|7.4
12o_a36|1|0|2|1.297042837|0.0|5.351858133|0.040770975|0.03842353|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|0.065221584|-0.213993335|1|0.799869816|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|0.514457955|0.023402195|-59.0895896|16.85373064|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|12.13767506|112.1259723|-2.018706878|95.66406176|-25.50573629|0.333537155|0.885724665|6622.134304|38.27030489|0.026586303|2181.407379|757.7532208|19.1468529|1.0|0.0|3.0|4.97|0.0|0.17|17.0|-6.93|1.65|1.49|0.0|138.06|7.0|-3.54|33.0|-7.66|0.0|0.0|0.0|-3.64|0.000292|128.0|0.0997|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|-1440.969954|-1440.926241|728.07|320.16|0.67273|0.2888|4.9237|-0.21151|7.3979|7.3979
12bc_a36|1|0|2|1.284647662|0.0|5.351858133|0.04625323|0.068351685|-0.001012333|-0.079009683|10.95883416|-0.027636036|1|-0.00097037|0.115647623|-0.1716508239999999|1|0.836170906|-0.045186455|0.892249657|0|0.834305498|-0.077192869|0.326764696|0.01824287|-51.87437401|12.2593899|83.35308244|0.165694502|-0.038558877|-48.36968394|8.238431664|0.0|-1.927943855|83.97121855|-25.91194805|0.22853193|0.878447423|6587.689277|33.5878425|0.017847333|1679.392125|661.6709012|11.99358509|1.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.76|3.19|2.99|0.0|133.77|5.0|-5.08|31.0|-6.26|0.0|1.0|1.0|-5.18|8.27e-06|0.00372|0.00295|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|3.8696|-2152.134749|-2152.100551|705.12|320.4|0.69094|0.3478|6.5854|-0.21499|8.0969|8.0969
10_a32|1|1|0|0.6094207629999999|0.0|5.733341277|0.03995614|-0.020186906|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|-0.229450999|0|0.8607827790000001|-0.079818594|0.915639476|1|0.7622839570000001|-0.088310158|0.266552538|0.02575778|-54.55170955|15.91131724|57.97512956|0.237716043|-0.038939628|-46.69945835|9.828875607|52.24660367|-1.7133436169999998|91.10767604|-24.0541214|0.305365257|0.81769605|5842.926058|34.62844557|0.025106509|1523.651605|513.9156315|15.50900878|1.0|1.0|2.0|3.56|3.12|0.22|19.0|-6.99|4.21|0.88|0.0|107.14|7.0|-6.04|27.0|-6.44|1.0|0.0|1.0|-4.41|9.17e-07|0.000366|0.0155|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|4.12|3.6441|-1916.668776|-1916.631761|654.7|340.24|0.70228|0.2983|2.4919|-0.2052199999999999|8.1427|8.1427
13e_a6|1|0|0|1.429020445|0.0|4.727387819|0.044021739|0.018376555|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|2|0.765593573|-0.067328767|0.827254552|1|0.861676601|-0.074242826|0.175643236|0.0183790889999999|-49.62570093|12.28502792|66.59852278|0.138323399|-0.032929004|-41.68507499|8.211609879|0.0|-1.679379203|75.42629799|-22.01054293|0.277469482|0.799234143|6147.8097210000005|30.46313253|0.019543118|1553.619759|676.2770877|13.06309302|1.0|1.0|2.0|3.51|2.79|0.08|27.0|-10.18|4.53|0.92|0.0|123.82|5.0|-5.11|32.0|-6.52|0.0|0.0|1.0|-4.78|7.74e-06|0.00323|0.00688|0.0|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|713.3|381.78|0.7034199999999999|0.0104|10.1884|-0.20804|7.9208|7.9208
17e_a50|0|1|2|1.320916122|4.3906140030000005|5.82008293|0.031870748|-0.011278897|0.012036705|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.017965698|-0.310566368|1|0.7409645029999999|-0.202197068|0.7791604190000001|1|0.930108205|-0.046347299|0.4239465089999999|0.012865274|-32.24487658|8.950665784|10.68364489|0.069891795|-0.02665495|-35.33972521|6.227183052000001|86.98647608|-1.67926185|57.93079973|-18.5444588|0.196328886|0.960006062|6301.28046|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|1.0|1.0|0.0|4.18|4.23|0.37|20.0|-7.33|4.68|2.91|0.0|138.0|6.0|-4.87|33.0|-6.08|0.0|1.0|0.0|-5.18|1.34e-05|0.00589|0.00288|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|4.0298|-1375.295877|-1375.268259|757.34|307.67|0.66478|0.1785|6.7175|-0.19805|6.8097|6.8097
32_a47|0|1|1|1.216307925|1.998170616|4.727387819|0.035568182|-0.013510009|0.001861676|-0.026022099|10.95005715|-0.044598914|1|0.002350172|-0.0274939029999999|-0.157688306|2|0.810444864|-0.078006445|0.858292442|1|0.851627782|-0.05770007|0.266433793|0.019295804|-41.57905445|13.90468487|28.55112477|0.148372218|-0.026060474|-37.74862456|10.01980854|44.50423685|-1.381205148|68.76811937|-18.77935151|0.35883878|0.794977846|6235.398576|29.28959351|0.022735861|1552.348456|682.9868225|16.38361254|1.0|1.0|2.0|3.35|3.67|0.26|21.0|-8.82|5.07|3.11|0.0|125.17|5.0|-4.81|31.0|-6.34|0.0|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|0.0038799999999999|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|336.65|0.68986|0.2839|4.8234|-0.20778|7.0|7.0
28_a20|0|0|0|1.417203216|1.837209467|4.727387819|0.0396875|0.091462964|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|0.002695258|0.155263557|-0.028782305|3|0.755701837|-0.06654421|0.812553182|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|9.799649234|318.7453661|0.218249263|-0.035068957|-40.6172876|6.540604536|88.39175809|-1.823585765|71.98460956|-23.40616218|0.226358273|0.8826648009999999|6348.941881000001|30.25452396|0.016673728|1573.2352460000002|684.5377542|11.12858789|1.0|1.0|1.0|3.45|2.86|0.08|27.0|-8.8|4.01|1.73|0.0|122.8|5.0|-4.42|32.0|-6.96|0.0|0.0|1.0|-4.43|3.77e-05|0.0159|0.0156|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|3.5798|-1368.363151|-1368.32781|704.42|346.35|0.4701899999999999|0.0153|3.5284|-0.21814|6.5935|6.5935
18_a20|1|0|0|1.400923654|0.0|4.727387819|0.0396875|0.163548857|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|2|0.7602869659999999|-0.090732503|0.8162774979999999|1|0.76136176|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|4.787695004|82.70867776|-1.904546783|72.31812218|-23.91074854|0.1890889589999999|0.936740671|6206.896662|29.4862782|0.013457694|1562.772745|712.1606951|8.954638548|1.0|1.0|2.0|3.48|2.76|0.08|27.0|-10.0|4.69|2.06|0.0|125.07|5.0|-5.59|32.0|-6.13|0.0|0.0|1.0|-5.16|2.54e-06|0.00107|0.0029|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|350.69|0.6953699999999999|0.2011|5.3978|-0.20289|7.4685|7.4685
13d_a6|1|0|1|1.424214188|0.0|5.351858133|0.041728395|0.077158715|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.000899678|0.126028544|-0.174259072|1|0.786837131|-0.187174391|0.841971795|0|0.78862121|-0.092581323|0.19992155|0.030793771|-63.04181168|20.96853949|156.67194009999997|0.21137879|-0.039696112|-51.34295409|14.27820079|564.780402|-2.103893962|88.02705449|-27.03045032|0.230567155|0.703203572|6185.117192000001|35.13035671|0.018542644|1861.908905|692.8471883999999|12.62632467|1.0|1.0|2.0|3.64|3.03|0.16|23.0|-9.4|4.57|1.5|0.0|121.6|6.0|-5.95|32.0|-5.88|0.0|0.0|1.0|-5.27|1.11e-06|0.000471|0.00229|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|-1389.374844|723.61|341.57|0.7007399999999999|0.2513|11.0994|-0.20146|6.4437|6.4437
16b_a32|1|1|0|0.2980105389999999|0.0|5.733341277|0.041958333|-0.012739425|-0.008277865|-0.018753196|10.31100078|-0.0657820279999999|3|-0.00180101|-0.023602065|-0.222700615|0|0.852956281|-0.098450203|0.907055332|1|0.7465375040000001|-0.088716278|0.559199331|0.015808858|-56.84546999|10.12961779|53.96132589|0.253462496|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|-1.624590613|80.37824892|-22.14820988|0.252363732|0.709394251|6612.089615999999|29.62431176|0.017136832|1392.342653|597.8890744|10.98052464|1.0|1.0|2.0|3.71|2.48|0.28|19.0|-7.6|4.88|0.41|0.0|114.43|7.0|-6.28|28.0|-6.72|1.0|0.0|1.0|-4.55|5.19e-07|0.000225|0.0123|0.0|2.54e-08|1.1e-05|-0.05946|3.6211|6.37|3.6211|-2315.990437|-2315.951437|676.92|342.39|0.70233|0.2849|4.4055|-0.2094099999999999|7.7696|7.7696
4b_a49|0|0|1|1.343847828|2.075628989|5.4161004020000005|0.036555556|-0.064060521|0.001769804|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.089371493|2|0.798826417|0.049923437|0.852400617|1|0.7581492670000001|-0.091725536|0.438784865|0.0241270029999999|-56.45224362|14.84890147|41.97072627|0.241850733|-0.030696709|-34.19753462|9.138717999|64.87087098|-1.534835437|71.2971749|-18.89220999|0.354669161|0.915225186|6025.790417|29.27523192|0.02556165|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|3.37|3.1|0.22|21.0|-7.05|3.26|1.66|0.0|112.36|6.0|-3.81|30.0|-7.12|0.0|0.0|1.0|-3.88|0.000155|62.0|0.0527|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.56|3.7413|-1333.063439|-1333.026419|664.86|331.39|0.68242|0.0615|1.8265|-0.22366|7.1024|7.1024
12m_a30|0|0|2|0.6049842529999999|0.0|5.351858133|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.152855196|1|0.832758813|-0.0974968869999999|0.893689741|0|0.783260049|-0.085422479|0.415971907|0.027352277|-57.96147772|18.55926485|133.774348|0.216739951|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|-2.067195455|83.3641853|-27.50290965|0.226267233|0.8173893040000001|6658.711303|35.54574762|0.019500715|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|4.66|0.0|0.13|17.0|-6.42|2.48|2.06|1.0|133.52|6.0|-6.0|32.0|-6.22|0.0|0.0|0.0|-5.01|1.01e-06|0.000444|0.00427|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.88|3.5496|-1743.215323|-1743.174906|714.92|349.29|0.68404|0.1615|3.6891|-0.20742|7.5114|7.5114
18_a15|0|0|0|1.435689019|0.0|0.0|0.037948718|-0.094812415|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0.000539978|-0.190640601|-0.145790726|2|0.7162974740000001|0.004699248|0.765450925|0|0.8362289070000001|-0.067562078|0.819442071|0.007146033|-41.31992544|4.370403779|40.37881101|0.163771093|-0.035181092|-33.93632895|2.672871589|1.833724661|-1.723873519|60.86009645|-21.51621375|0.132569119|0.711733271|5705.360332|24.80452821|0.008781964|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|3.75|0.08|24.0|-9.98|6.86|3.6|0.0|113.42|5.0|-6.16|29.0|-4.8|1.0|0.0|1.0|-5.93|6.86e-07|0.000265|0.0004559999999999|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|3.8232|-1265.810138|-1265.770242|650.53|324.29|0.70427|0.0066|4.2476|-0.19371|6.8894|6.8894
12a_a40|0|0|0|0.604990853|1.784989449|5.4161004020000005|0.036587302|0.17758258|0.01039129|0.100414476|10.31197265|-0.226763788|2|0.007890601|0.298197213|0.031326603|0|0.718281767|-0.375724138|0.7867243829999999|1|0.940879765|-0.064340227|0.000279043|0.011766311|-32.81611621|6.001293955|107.5277007|0.059120235|-0.033799|-19.46913691|3.060902482|49.24750281|-1.047769006|43.65970865|-17.23885621|0.14863036|0.908597808|4873.458436|20.24838026|0.010759845|627.699788|323.26151960000004|5.487955617999999|0.0|0.0|0.0|3.2|3.39|0.0|20.0|-7.21|5.43|4.34|0.0|91.76|2.0|-6.41|22.0|-4.56|0.0|1.0|1.0|-5.95|3.86e-07|0.000134|0.00039|0.0|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|0.6998800000000001|0.3701|2491.0|-0.2091|5.7501|5.7501
5b_a40|0|0|1|0.604912077|1.616656116|6.167516491000001|0.044946237|-0.096549823|0.008515162|0.179058252|10.31198309|0.020344828|2|0.006372485|-0.164084255|0.013573521|0|0.817071232|0.029485257|0.88618123|1|0.881264402|-0.077031845|0.313503463|0.019116586|-38.64461938|9.59023102|169.18694230000003|0.118735598|-0.036507111|-22.96968039|4.811137897|49.25022097|-1.095213344|52.08187888|-18.31454812|0.1709818139999999|0.913161214|4813.179854|22.09185326|0.012549086|662.7555978999999|285.9136384|6.2955085660000005|0.0|0.0|0.0|3.13|2.82|0.21|14.0|-5.25|4.39|2.89|1.0|84.17|3.0|-5.43|21.0|-5.42|0.0|0.0|1.0|-4.84|3.69e-06|0.00125|0.00488|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|3.9759|-2096.782087|-2096.767375|515.23|311.84|0.59928|0.3005|7.2947|-0.23068|7.1938|7.1938
8e_a46|0|0|1|1.160371308|2.161814059|5.533389489|0.043238095|-0.126773923|0.012911107|-0.184317354|10.96411233|-0.016857659|1|0.0123581919999999|-0.203086023|-0.135984209|2|0.789844634|-0.024620704|0.837678812|0|0.921352352|-0.053352779|0.281227001|0.009576086|-27.16690715|4.876083942|7.389496216|0.078647648|-0.023017086|-17.10778729|2.482871976|53.05984592|-0.989734694|39.62167507|-11.72015869|0.2507580889999999|0.8008066970000001|4239.252176|15.64268965|0.011830243|672.6356549999999|426.71841|6.023886838999999|1.0|1.0|0.0|3.21|2.93|0.32|17.0|-6.67|3.9|2.13|0.0|91.93|2.0|-3.59|23.0|-6.02|0.0|1.0|1.0|-4.04|0.0002569999999999|0.0782|0.0279|0.0|2.16e-07|6.57e-05|-0.03175|4.5092|3.0|4.5092|-954.9296396|-954.9056294|552.99|274.96|0.6967|0.2162|3.2194|-0.2201|6.3915|6.3915
47k_a18|0|0|1|1.25117623|0.0|4.844187086|0.033777778|-0.017736343|0.003047962|-0.02822032|10.94702256|-0.008576013|0|0.00493127|-0.026672956|-0.421027889|0|0.721697829|-0.014398731|0.753132457|0|0.8309354040000001|-0.065324278|0.3533268229999999|0.015080484|-51.59195677|11.91029894|20.66242736|0.169064596|-0.030255779|-55.10689702|9.406543039|58.77865447|-2.208671853|84.23875372|-23.89547793|0.284695579|0.877042091|7575.637462000001|33.40602576|0.018313855|2438.639881|1167.054827|14.46395816|1.0|1.0|2.0|4.66|0.0|0.3|18.0|-8.44|3.17|2.82|2.0|154.86|11.0|-5.84|38.0|-6.41|0.0|0.0|0.0|-5.33|1.44e-06|0.000742|0.0023899999999999|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|400.63|0.69823|0.5920000000000001|4.1818|-0.17135|7.5376|7.5376
18c_a30|0|0|2|0.604986846|0.0|5.351858133|0.042560386|0.011887112|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|0.006103754|1|0.8303425640000001|-0.058608635|0.885516463|0|0.717052026|-0.105618255|0.42531141|0.019360263|-71.31647561|13.07260474|384.391404|0.282947974|-0.042101245|-50.86775696|8.826997739|103.215593|-2.2313660090000003|87.76550537|-28.4279687|0.214007997|0.81455244|6685.737642|36.16826708|0.018410634|1916.918155|713.7769663|12.43138832|1.0|0.0|2.0|4.85|0.0|0.13|17.0|-6.19|1.72|2.06|0.0|135.37|6.0|-5.01|32.0|-7.05|0.0|0.0|0.0|-4.3|9.68e-06|0.00427|0.0221|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|3.4848|-1744.500825|-1744.455795|711.56|355.78|0.69123|0.3879|6.6462|-198.0|7.9208|7.9208
14i_a23|0|1|0|1.197963212|3.2692375460000003|5.351858133|0.0432555559999999|0.040408197|0.002243702|-0.018541856|10.31321758|-0.026731172|2|0.002496501|0.075401108|-0.033435987|2|0.8025091329999999|-0.04255066|0.864206467|1|0.777952733|-0.0889593869999999|0.266320368|0.0214262489999999|-60.8283953|14.65077903|324.811841|0.222047267|-0.039760909|-45.14777443|10.01786784|93.48624142|-2.027806362|79.20815775|-27.18760085|0.221904316|0.915894552|7030.347905|34.94120504|0.019276934|1782.001457|693.3423458|13.18112713|1.0|0.0|2.0|3.56|2.64|0.04|26.0|-6.96|3.12|2.28|1.0|128.38|6.0|-5.21|33.0|-7.33|1.0|0.0|0.0|-4.39|6.11e-06|0.00278|0.0183|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|335.72|0.55606|0.3639|5.9563|-0.23121|8.4622|8.4622
14a_a22|0|0|0|1.4229176680000002|1.646649187|4.727387819|0.038167849|0.021482585|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.005757758|0.036467904|-0.165471815|2|0.7392451729999999|-0.027029438|0.794858486|1|0.864077619|-0.062215607|0.490491034|0.021268761|-42.39063895|14.49148204|93.21042936|0.135922381|-0.031338217|-37.82586486|9.873779458|60.38977977|-1.629587269|70.33046351|-21.35231162|0.299209593|0.8069597009999999|6348.976909|30.46889826|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|4.31|1.73|0.0|124.05|6.0|-4.65|32.0|-6.61|0.0|0.0|1.0|-4.68|2.25e-05|0.00945|0.00881|0.0|6.1e-10|2.56e-07|-0.06145|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|347.23|0.63156|0.0578|4.9775|-0.21174|7.4202|7.4202
12j_a30|0|0|2|0.604984421|0.0|5.351858133|0.043848238|-0.02473642|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.0431311459999999|-0.09353607|1|0.795446883|-0.130412856|0.846470093|0|0.842199041|-0.073909106|0.328405591|0.015613498|-47.76354083|10.09017681|88.51817261|0.157800959|-0.036204884|-39.31313154|6.520746879|0.0|-1.882653966|69.55167701|-23.39729904|0.1865388989999999|0.91079856|6105.3402670000005|28.76265258|0.01349128|1495.657934|686.039456|8.71869951|1.0|0.0|1.0|4.76|0.0|0.17|17.0|-7.01|2.93|3.04|0.0|132.24|5.0|-5.66|30.0|-5.81|0.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|0.00291|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|356.4|0.68625|0.1516|4.6727|-0.1987799999999999|8058.0|8058.0
3a_a32|1|1|0|0.6094208210000001|0.0|5.6869753560000005|0.03382716|-0.014365682|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.028290955|-0.1568626659999999|0|0.844272053|0.215012723|0.921812162|1|0.817070968|-0.080607266|0.30031978|0.0224684379999999|-37.30101542|10.39727075|87.55216606|0.182929032|-0.032360692|-20.78892268|4.811337463|0.0|-0.970820756|55.87310101|-14.97491147|0.327690097|0.855441483|4249.04624|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|1.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|4.12|1.19|0.0|83.28|2.0|-5.32|20.0|-5.77|0.0|0.0|1.0|-4.35|4.83e-06|0.00144|0.0134|0.0|7.66e-07|0.0002279999999999|-0.0558|3.6308|2.17|3.6308|-1554.796165|-1554.768725|492.91|341.48|0.70229|0.2719|3.6178|-0.20638|8.5686|8.5686
3n_a32|1|1|1|0.609420754|0.0|5.733341277|0.035643275|-0.056907012|0.000609539|-0.1006122119999999|10.3110027|-0.0711168609999999|3|0.002379137|-0.100681119|-0.153506065|0|0.816774665|-0.121627423|0.868826775|1|0.840041782|-0.074507943|0.287402381|0.01889769|-42.83673428|10.86481886|121.6040686|0.159958218|-0.027401986|-30.65624207|6.246493173999999|0.0|-1.205687365|65.41881458|-15.75418035|0.351066886|0.840580248|5553.014016|24.27704797|0.0210408339999999|1068.190111|522.1674161999999|12.0969734|1.0|1.0|1.0|3.51|3.29|0.32|19.0|-6.96|5.01|1.58|0.0|106.44|3.0|-5.96|26.0|-5.98|0.0|0.0|1.0|-4.91|1.11e-06|0.000424|0.0047|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|2.57|3.5459|-1825.378576|-1825.349557|614.67|349.65|0.7028399999999999|0.2839|3.5849|-0.20256|7.6778|7.6778
