molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1s|MATS7i|SaaaC|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
8c_a32|1|1|1|3.46252244|0.0|0|0|0|0.609420757|-0.04699673|-0.026467635|2.143746338|-0.026048985|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.578242111|0|-0.11492754|0.7507116140000001|1|0.801747512|-0.097480366|0.016240436|-46.47597924|9.818219446|126.6561213|119.85432240000002|-0.027548799|5.935643221|0.600684883|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|56.29419869|0.447542891|484.6996147|-766.1178102000001|3038.837633|0.399315117|12.81496717|0.8100952690000001|5773.240734|-463.1595384|27.72624296|0.025527931|557.1050635|1.0|1.0|1.0|0.26|19.0|6.49|4.19|1.1|1.0|0.0|110.47|1.0|1.0|-5.82|397.52|1.0|3.56|-4.39|1.5e-06|0.000597|3.21|0.0|8.86e-06|-0.04161|3.5673|3.5673|-1880.764533|-1880.733377|646.97|347.56|0.3272|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|10.2656|37.0|7.4318
12g_a31|1|0|0|3.42813681|0.0|0|1|1|0.6101363000000001|-0.1044685569999999|0.045747231|0.0|-0.0733026079999999|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|0|-0.1386819869999999|0.7983388929999999|0|0.58271093|-0.131126805|0.030961426|-78.87508829|19.01411466|152.7424573|256.26669530000004|-0.039059048|11.67699967|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|1859.940155|0.311351131|15.28679013|0.887664343|5398.678971|-692.3565973|34.8320455|0.02515117|524.0230338|1.0|1.0|1.0|0.32|16.0|5.19|3.44|0.86|1.0|0.0|103.26|0.0|1.0|-4.92|384.45|1.0|2.9|-3.79|1.19e-05|0.00457|2.52|0.0|0.000136|-0.03324|3.8349|3.8349|-1578.846191|-1578.800869|664.44|323.3|265.0|0.70068|0.70068|-1578.605452|265.0|-0.15917|1.6279|-0.19241|2.4038|0.11|6.9586
10_a3|0|0|0|0.0|0.0|0|0|0|0.605017375|-0.1152010919999999|0.017396832|1.684975382|0.018484177|1|-0.005959152|0.033279122|-0.0495219879999999|-0.616256033|3|0.078405316|0.834020779|1|0.747406318|-0.0989320009999999|0.014615264|-46.64544572|6.768239856|248.0820067|116.9745968|-0.0359752729999999|3.134330682|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|346.1193167|-549.7776912|1361.86525|0.293370676|8.559361451000001|0.701266803|4600.496436|-254.5987025|23.57661855|0.023470578|311.6695405|0.0|1.0|1.0|0.0|21.0|3.79|3.41|1.2|0.0|0.0|88.28|0.0|1.0|-4.3|305.36|1.0|2.52|-3.84|5.07e-05|0.0155|2.43|0.0|9.35e-05|-0.06238|5375.0|3.4217|-1288.190838|-1288.150029|498.67|362.35|0.2124|0.41894|0.68995|-1288.050987|0.0463|-0.15011|6.7458|-0.21249|9.3381|7943.0|5.1
7_a1|0|0|0|0.0|0.0|1|2|2|1.348826331|0.001018628|-0.048878707|0.0|-0.07233584|1|0.004950534|-0.077833285|-0.245732751|-0.441054548|1|-0.042175602|0.729621031|0|0.710959153|-0.098295453|0.035937867|-40.16416679|17.31482297|111.9204437|139.2595474|-0.031040669|8.342261787|0.603382856|-1.179545431|-19.35104936|61.72628137|-14.95535873|57.47898976|0.452829665|342.53930230000003|-568.3036318|1466.924404|0.396617144|9.278054953|0.827584457|4519.238270000001|-273.8080361|24.78585294|0.029820838|351.4191817|0.0|1.0|1.0|0.22|17.0|3.43|3.29|1.6|0.0|0.0|85.88|0.0|2.0|-3.16|305.33|1.0|2.72|-3.71|0.000696|213.0|2.48|0.0|0.000698|-0.02433|4.0504|4.0504|-1009.509475|-1009.48087|515.2|306.1|0.2961|0.69902|0.69902|-1009.350293|0.2961|-0.16734|4575.0|-0.19167|6.5936|0.46|6.3372
12d_a31|1|0|0|3.441384322|0.0|0|1|1|0.61013528|-0.043220149|-0.042401695|0.0|-0.085780934|2|0.000127275|-0.067477864|-0.134504227|-0.550805937|0|-0.057226679|0.771222772|0|0.7054497479999999|-0.11498416|0.0296918329999999|-66.58534562|21.06095035|157.30671669999998|208.9297871|-0.032542687|14.93891054|0.6383648510000001|-1.724762406|-47.23018217|99.79879739|-23.08311261|87.64629597|0.389382761|500.3881827|-1223.404968|2434.226776|0.361635149|15.46841054|0.63768714|5753.290126|-867.7831284|36.15974873|0.02571268|647.1500428999999|1.0|1.0|1.0|0.38|16.0|6.04|4.09|1.31|2.0|0.0|112.97|0.0|1.0|-5.61|412.51|1.0|3.76|-4.39|2.48e-06|0.0010199999999999|3.46|0.0|9.69e-06|-0.03128|3.8477|3.8477|-1657.471849|-1657.428467|730.86|322.23|0.2566|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|2.4186|-0.19096|3.3585|0.51|6.2924
12bh_a36|1|0|0|3.50075137|0.0|0|2|2|1.297043258|-0.047482048|0.001012669|0.0|0.075747971|1|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|1|-0.0591586759999999|0.857993338|0|0.833491953|-0.09959401|0.017627098|-47.04367494|11.73109101|83.08294358|110.81353529999998|-0.035569289|7.807212275|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|0.482052584|554.7010591|-1325.625342|2437.805332|0.216705778|14.56834609|0.930697921|5957.443236|-882.2230117|30.2209316|0.015307571|729.1873176|0.0|1.0|0.0|0.21|17.0|3.76|2.5|2.45|1.0|0.0|133.68|0.0|1.0|-4.54|409.49|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|3.41|0.0|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|-1311.558898|715.94|341.97|0.4386|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|7.7975|14.0|7.8539
2_a20 (SB-505124)|1|0|0|3.485765306|-0.09011519|0|1|1|1.183764955|-0.076310057|0.013612077|0.0|-0.177905025|1|0.003789399|0.02072518|-0.150708132|-0.520284161|1|-0.19681999|0.790275077|0|0.7694360659999999|-0.117328885|0.02856542|-45.98170774|15.71798823|122.8758934|126.8667205|-0.0382594189999999|8.648749117000001|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|61.69969596|0.475937029|423.3785776|-968.3950117|1709.9571620000002|0.1680806939999999|11.3574908|0.908167636|4762.83693|-532.854802|25.30541763|0.011470204|477.95809620000006|1.0|1.0|1.0|0.3|17.0|5.16|4.47|2.06|1.0|0.0|97.55|0.0|1.0|-5.24|335.4|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|4.27|0.0|2.03e-05|-0.03717|3.6404|3.6404|-1089.371784|-1089.358727|593.8|340.58|0.3267|0.69947|0.69947|-1089.147716|0.3267|-0.14928|2.5584|-0.18645|3.9392|169.0|6.7721
6a_a40|0|0|0|0.0|0.0|1|1|2|0.604893625|-0.077397672|-0.146542353|0.775942224|0.104332675|2|-0.001171195|-0.272320301|-0.021759541|-0.620787469|0|-0.340539542|0.657059571|1|0.733750993|-0.117413572|0.016399125|-68.11170799|10.24294396|185.06174|166.2999483|-0.049149867|6.397774285|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|0.41480944|458.303126|-1320.063801|2536.88262|0.132148181|11.8691482|0.708845065|7059.617542|-824.5159087000001|35.37373259|0.012872604|557.4018948|1.0|0.0|1.0|0.21|14.0|4.38|3.07|1.62|2.0|2.0|120.14|1.0|2.0|-7.11|442.53|1.0|3.17|-4.99|7.85e-08|3.47e-05|3.77|1.0|0.0396|-0.0926|2.9836|2.9836|-2371.579899|-2371.560378|649.48|415.55|0.4015|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|9.3893|0.04|7.3979
17a_a6|1|0|0|3.3685510360000004|0.0|0|1|1|1.424257628|-0.0265090529999999|0.04129257|0.0|0.078798543|1|-0.00194781|0.068338372|-0.10896749|-0.5624663560000001|1|-0.106323149|0.8013954109999999|0|0.753082653|-0.109388399|0.031147305|-63.02857512|20.43213226|157.13173490000003|161.9738174|-0.041567592|13.40315088|0.77193498|-2.078379577|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|494.010135|-1363.383649|2217.333474|0.22806502|16.13665395|0.935437602|5996.580489|-894.3577948999999|35.323795000000004|0.019808023|627.4287311|1.0|1.0|1.0|0.12|23.0|4.98|4.32|1.7|2.0|0.0|116.79|0.0|1.0|-5.81|409.44|1.0|3.59|-5.17|1.56e-06|0.000637|4.09|0.0|4e-07|-0.05753|3.5421|2.9753|-1350.102634|-1350.078838|696.96|416.71|0.3933|0.69627|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|5604.0|24.0|7.6198
12aa_a36|1|0|0|3.4172704080000003|0.0|0|2|2|1.297043479|-0.135770278|0.03597264|0.0|0.010538281|1|-0.004569485|0.0620143779999999|-0.052743904|-0.53315493|1|-0.023185884|0.849217847|0|0.688945241|-0.117270578|0.023617545|-72.94175494|16.1504726|132.3194611|212.7097172|-0.04126187|11.04423694|0.731335741|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|0.44829258|471.12395210000005|-1523.677823|2418.848273|0.2686642589999999|14.60824604|0.812554922|6438.603019|-1041.942197|38.58180913|0.023386634|689.2886595|0.0|1.0|0.0|0.13|17.0|1.92|0.98|1.28|1.0|0.0|131.85|0.0|1.0|-3.52|424.46|0.0|1.15|-3.45|0.000304|129.0|1.55|0.0|0.000305|-0.05111|3.8899|3.8899|-1401.662677|-1401.617177|701.99|318.73|0.4446|0.6931|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-0.20829|4.7433|9.0|8.0458
12ab_a30|0|0|0|0.0|0.0|0|2|2|0.604983638|-0.030346359|0.018023992|0.0|0.038312857|1|0.005111479|0.03046828|-0.12254489|-0.384942092|1|0.026596859|0.794193541|0|0.7997534890000001|-0.1008879709999999|0.031588146|-58.23149599999999|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|15.64609074|0.603952976|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|562.8556061|-1278.064418|2618.234172|0.3960470239999999|15.6704374|0.856003642|6918.884105|-899.4843201|37.1257096|0.030534507|792.3440337000001|1.0|1.0|1.0|0.21|17.0|3.94|2.63|2.2|2.0|0.0|140.26|0.0|1.0|-5.61|458.54|0.0|2.52|-5.0|2.47e-06|0.00113|3.81|0.0|6.720000000000001e-05|-49.0|4.8018|3.4919|-1804.824495|-1804.79081|753.75|355.06|0.1957|0.46561|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-0.19672|7.4968|17.0|7.7825
14u_a23|0|1|1|0.0|0.0|2|0|0|1.197962732|-0.025360103|0.050530143|0.743634137|-0.026062012|2|0.010508236|0.091604179|-0.110069159|-0.4086345999999999|2|-0.094773814|0.71381683|1|0.909754912|-0.086465795|0.0254134689999999|-36.90928915|16.97420126|43.06242147|60.27663131|-0.033908155|11.3374334|0.702868983|-1.729315897|-24.65250654|73.50348823|-22.64798452|53.88349042|0.47648509|607.6448353|-1155.04721|2430.634114|0.297131017|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|0.023582305|683.7405759|1.0|1.0|1.0|0.09|26.0|3.42|4.03|2.72|2.0|1.0|126.78|0.0|1.0|-5.63|441.51|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|3.55|0.0|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.1819|-1744.446261|-1744.422541|712.54|389.66|0.2253|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|8.1549|6.0|8.2449
9_a27|1|0|0|2.627701427|0.0|1|0|0|1.391067068|-0.050617284|-0.152086653|1.233610009|-0.051160217|1|0.00651856|-0.2559122789999999|-0.101933162|-0.541535578|2|-0.071974951|0.654138816|1|0.7988644709999999|-0.088404481|0.019589991|-40.3551562|10.10030794|128.27738490000002|103.702486|-0.033677898|5.20756849|0.7892801540000001|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|411.8826346|-729.2805601|1463.168883|0.210719846|9.442988795|0.873886547|4962.727436|-376.0062056|21.99956856|0.014524299|424.8821143|1.0|0.0|1.0|0.16|21.0|3.85|3.04|2.66|0.0|0.0|97.46|0.0|1.0|-4.06|331.37|1.0|2.99|-4.08|8.66e-05|0.0287|2.8|0.0|2.88e-05|-0.0471|5.5421|4.1673|-1083.143348|-1083.118736|549.64|297.52|0.1982|0.35593|0.59444|-1082.965434|134.0|-0.1716|2.7456|-0.2187|4.0436|2.0|8699.0
3c_a49|0|0|0|0.0|0.0|1|1|1|1.343850149|-0.016347266|-0.04696024|1.879769411|-0.05815918|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.384874446|2|0.0211518929999999|0.64702083|1|0.7963363840000001|-0.074135885|0.0148240689999999|-41.0524769|8.477406111|89.34479838|116.4686425|-0.0252377479999999|4.8479546860000005|0.637222556|-1.186174159|-23.47658531|54.85343388|-14.4326528|49.52988301|0.4791465279999999|455.3990518|-678.3346816000001|1667.1178220000002|0.362777444|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|0.021783913|542.7276591|1.0|1.0|1.0|0.18|21.0|3.63|3.87|1.84|1.0|0.0|109.43|0.0|1.0|-3.45|369.42|1.0|2.86|-3.86|0.0003509999999999|0.13|2.29|0.0|1.07e-05|-0.0606|5.1584|3842.0|-1198.668772|-1198.634822|613.33|322.71|0.4321|0.32539|0.6692100000000001|-1198.430306|0.0729|-0.15853|3.6122|-0.21913|3.7789|87.0|7.0605
12y_a30|0|0|0|0.0|0.0|0|2|2|0.604984019|-0.037335306|-0.089502772|0.0|0.061944378|1|0.006346396|-0.153680104|-0.053700437|-0.4579359229999999|1|-0.095969764|0.803183654|0|0.8489185109999999|-0.091248521|0.0149823289999999|-47.598277|10.05775555|85.17057711|101.4221952|-0.034840345|6.751850651|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|0.445723724|569.8856940000001|-1286.372898|2411.415644|0.179891855|14.55517927|0.804154433|6301.067405|-863.552275|28.51891948|0.012362508|754.3941655|1.0|1.0|0.0|0.21|17.0|4.87|3.23|3.25|2.0|0.0|137.21|0.0|1.0|-6.04|426.54|0.0|3.19|-5.46|9.14e-07|0.00039|4.6|0.0|1.76e-05|-0.05065|5.1973|3.4718|-1654.41361|-1654.382468|728.75|357.11|0.2173|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|4.7043|-0.19815|5.1209|22.0|7.6576
7g_a8|1|0|0|3.095238804|0.0|1|1|1|1.39137419|-0.067360394|-0.030968098|0.0|-0.027838247|1|0.0002620309999999|-0.065174707|0.021974492|-0.418049442|0|-0.044866536|0.606087461|0|0.699376143|-0.1122315669999999|0.031841955|-64.55562181|19.08352484|144.290464|180.1699331|-0.045912914|11.43714084|0.806738465|-2.020168201|-38.68948451|78.41805331|-27.51653399|83.63914665|0.470618047|419.1502102|-1210.7274960000002|2079.55195|0.193261535|14.3346384|0.8889952590000001|6293.364606|-725.6133762000001|34.10836993|0.018613449|509.2753308|1.0|1.0|0.0|0.04|23.0|4.94|4.66|3.4|2.0|0.0|108.0|0.0|1.0|-5.78|399.37|1.0|4.14|-5.44|1.67e-06|0.000667|4.38|0.0|4.92e-06|-0.06621|3.7874|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|0.5165|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|12.9547|21.03|4.6772
GW6604_a52|1|0|0|2.944144148|0.0|0|0|0|1.427583999|-0.005328809|-0.0778992459999999|0.0|-0.118272803|1|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|-0.057466653|0.689009112|0|0.87346455|-0.072069252|0.009021088|-35.51891876|4.459510077|157.2481263|62.55188751|-0.029217264|2.204526664|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|431.7909048|-534.4037285|799.8313017999999|0.26470494|11.6571716|0.851121611|4168.525878|-264.17863140000003|19.64292268|0.01768964|359.1060668|0.0|1.0|1.0|0.0|23.0|4.49|4.2|1.91|0.0|0.0|90.49|0.0|1.0|-3.87|298.34|1.0|3.08|-4.16|0.000135|0.0402|3.06|0.0|2.78e-06|||||||||||||||||107.0|6.9706
5_a4|0|0|0|0.0|0.0|1|1|1|1.343864516|0.02257929|0.012532807|2.189593648|-0.050389825|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.164263889|2|-0.229773463|0.650346601|1|0.943148502|-0.0681917309999999|0.008047242|-27.26045038|4.324106888|13.96974087|30.54859623|-0.025201292|2.323516519|0.807351587|-1.159259431|-14.64813624|41.76764149|-13.54166762|31.58455727|0.413773331|506.7916175|-622.9167106000001|1896.178084|0.192648413|9.823391314|0.7058248159999999|5059.243919|-334.71819839999995|16.77294978|0.009538616|518.5792364|1.0|1.0|1.0|0.23|21.0|4.89|4.67|2.88|1.0|0.0|104.89|0.0|1.0|-4.57|340.42|1.0|3.89|-4.84|2.72e-05|0.00925|3.95|0.0|3.71e-06|-0.04892|4.8582|4.0239|-1069.27374|-1069.251223|595.55|308.12|0.1106|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-0.21857|3.1619|71.0|7.1487
13a_a30|0|0|0|0.0|0.0|0|2|2|0.604984129|-0.118776867|-0.036541822|0.0|0.0317047379999999|1|-0.002215642|-0.065043716|0.003429114|-0.5640209589999999|1|-0.058608635|0.802578397|0|0.6963945559999999|-0.113507021|0.01856512|-74.02777574|12.53013554|381.9643801|204.9120824|-0.042832838|8.456950359|0.799862466|-2.27014041|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|470.0167988|-1532.183327|2520.165025|0.2001375339999999|15.1104742|0.873126469|6675.344631|-1034.114779|36.14261279|0.017212819|713.7769663|0.0|1.0|0.0|0.13|17.0|3.04|1.72|2.06|1.0|0.0|135.37|0.0|1.0|-5.01|441.51|0.0|1.91|-4.3|9.68e-06|0.00427|2.74|0.0|0.000288|-0.0555|5.0535|3.5288|-1744.491614|-1744.4457100000002|721.66|351.35|0.1788|0.26119|0.6845600000000001|-1744.217986|0.1603|-0.14953|0.7158|-0.20503|1.4855|14.0|7.8665
7_a27|0|0|0|0.0|0.0|2|0|0|1.40247849|-0.050197188|-0.133453335|1.280380317|-0.096754293|1|0.010596392|-0.220626658|-0.19575909|-0.500327496|2|-0.08694032|0.62067794|1|0.85111414|-0.084531496|0.015099075|-34.09779211|8.475438874|10.66993367|83.57286704|-0.0300556429999999|4.757447929|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|477.7488532|-759.1898319000001|1497.873267|0.236435287|12.087978|0.875167537|5082.120742|-426.1497425|22.09489892|0.014441323|479.0078184|1.0|0.0|1.0|0.2|21.0|3.32|3.05|2.88|0.0|0.0|102.36|0.0|1.0|-4.06|345.4|1.0|3.14|-4.28|8.66e-05|0.0299|3.02|0.0|8.4e-05|-0.04887|4.1205|4.1205|-1122.455548|-1122.433757|606.74|300.9|0.4179|0.61278|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|6.3813|1.0|9.0
25b_a34|0|0|0|0.0|0.0|1|1|1|1.290860233|-0.0929479709999999|-0.150946163|0.0|-0.112970844|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.623853334|1|-0.101529052|0.787858064|0|0.656573108|-0.137924163|0.030138301|-64.37123451|18.82143547|165.2408865|214.470853|-0.042438204|11.75402804|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|83.19266998|0.419904835|410.0313565|-1378.143115|2671.608537|0.23725451|11.00434095|0.723855085|5786.015654|-860.6534206|34.74652105|0.019067452|595.8522372|1.0|1.0|1.0|0.29|17.0|2.63|3.03|1.56|1.0|0.0|108.21|0.0|1.0|-3.82|393.44|0.0|2.58|-3.69|0.00015|59.0|2.29|0.0|0.00015|-0.03539|4.2253|4.2253|-1313.388114|-1313.361559|668.48|293.43|0.2259|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-0.21103|9.0174|2.08|5.6819
16_a15|0|0|0|0.0|0.0|0|0|0|0.300207157|-0.463771194|-0.003882928|0.0|-0.109386268|0|-0.00379317|-0.006331105|-0.046871961|-0.528097878|2|-0.018331526|0.72660548|0|0.723597405|-0.101500719|0.0070920509999999|-60.63825695|4.848103252|53.93878231|188.9479321|-0.039472502|3.31414791|0.868460507|-2.131515106|-41.45211893|76.07332645|-26.98327637|65.48636021|0.419910645|494.6488764|-1457.096924|3014.308422|0.131539493|11.720499900000002|0.7238723509999999|6931.531554000001|-996.0668068|31.07023998|0.009783192|728.353441|1.0|0.0|1.0|0.08|24.0|3.37|6.02|1.72|2.0|0.0|124.45|0.0|1.0|-6.0|446.52|1.0|3.59|-5.21|9.89e-07|0.000442|3.88|0.0|2.72e-07|-0.04082|4.1731|4.1295|-1770.509465|-1770.448668|716.79|300.24|0.3809|0.6541100000000001|0.66615|-1770.217907|0.1409|-0.16871|8.0361|-0.20953|11.7447|21.0|7.6778
12n_a30|0|0|0|0.0|0.0|0|2|2|0.604984682|-0.064217094|-0.1144447669999999|0.0|-0.037209579|1|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|1|-0.149451598|0.64876559|0|0.7781502140000001|-0.10528124|0.017064818|-52.4873066|10.77573511|85.87072848|140.0890685|-0.038674741|6.804436105|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|0.4701566479999999|491.3700419|-1196.654368|2349.172094|0.200596792|13.93957316|0.887350282|6353.890039|-755.6383024|30.54968688|0.0153398069999999|618.6004214|1.0|1.0|0.0|0.14|17.0|4.25|3.18|3.2|2.0|0.0|127.24|0.0|1.0|-5.39|416.47|0.0|2.92|-5.01|4.12e-06|0.00171|3.97|0.0|5.260000000000001e-05|-0.05076|5.1999|3.4859|-1675.011418|-1674.978015|669.57|355.67|0.1826|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-0.19876|6.32|0.01|7983.0
20_a31|1|1|1|3.3852303|0.0|0|0|0|0.609420757|-0.057200812|-0.013040402|2.114008068|-0.020082435|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.594513619|0|-0.131662689|0.7507116140000001|1|0.7954270659999999|-0.110195543|0.019334605|-53.79798102|12.1160662|64.42171513|128.1960117|-0.033537774|7.592555532|0.710707042|-1.542737604|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|498.4558574|-966.7594033|1758.762093|0.289292958|15.48343758|0.86775525|5678.167489|-605.8215871|29.5712685|0.019624081|557.1050635|1.0|1.0|1.0|0.26|19.0|6.49|4.38|1.1|1.0|0.0|110.47|1.0|1.0|-5.91|397.52|1.0|3.6|-4.44|1.24e-06|0.000493|3.29|0.0|8.86e-06|-0.06065|3.5381|3.5381|-1880.768349|-1880.734655|666.67|350.43|0.2011|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-0.20895|4.9218|8.0|8.0862
17_a4|0|0|0|0.0|-4.533317957|1|1|1|1.219995452|-0.319716072|-0.01849014|0.0|-0.3948966229999999|1|0.002155864|-0.073733221|-0.0179434139999999|-0.392770755|1|-0.12969185|0.484393047|0|0.888791225|-0.08932566|0.01061251|-45.75108579|5.472562628|17.08736223|57.34712812|-0.042181562|2.822041259|0.861696586|-1.5185362180000002|-23.59250328|52.67753395|-21.75180355|51.22364842|0.4440629029999999|458.3237652|-783.0649279|1658.726841|0.138303414|10.65499029|0.798764653|5322.773303|-403.8037909|25.24299609|0.012827738|319.5521911|0.0|1.0|0.0|0.11|17.0|4.59|6.26|3.66|1.0|0.0|85.09|0.0|1.0|-4.36|345.29|1.0|4.29|-4.81|4.39e-05|0.0152|4.01|0.0|9.44e-05|-0.04186|4.3363|4.3363|-1255.994721|-1255.968357|527.39|285.92|0.2045|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|6.3221|877.0|6057.0
6_a1|0|0|0|0.0|0.0|1|1|1|1.3488280769999998|0.021203156|-0.114683042|0.0|-0.00983397|1|0.006851583|-0.180874123|-0.230322048|-0.353456514|1|-0.095907969|0.741035199|0|0.8782596159999999|-0.077422386|0.021009352|-27.63847818|10.15161645|64.63457366|58.82435931|-0.0238222729999999|4.905211525|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|424.3707604|-448.9214297|1383.161829|0.423240564|9.609375529|0.7295841470000001|4061.042516|-216.916644|19.95772445|0.025250885|359.9965854|0.0|1.0|1.0|0.22|17.0|3.61|3.57|1.75|0.0|0.0|86.31|0.0|1.0|-3.12|291.35|1.0|2.82|-3.68|0.0007599999999999|221.0|2.63|0.0|0.000277|-0.02214|4.0635|4.0635|-935.5024827|-935.4750982|527.41|305.12|0.3399|0.69818|0.69818|-935.330989|0.3399|-0.16784|5.8386|-0.1899799999999999|8.0033|5.1|5.2924
17_a12|0|0|0|0.0|0.0|0|1|1|0.610029543|-0.058347964|-0.210594127|0.0|-0.072956553|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.559137213|2|-0.11976662|0.859088647|0|0.858119365|-0.096209886|0.011226177|-36.25249721|5.849860887999999|69.36398419|73.93273708|-0.035198739|3.048310481|0.786701219|-1.443148294|-18.89085387|57.97616997|-18.34174978|42.10235809|0.466056241|447.1583691000001|-752.0117408|1470.257187|0.213298781|10.61752641|0.8728564259999999|4866.339908|-391.8666299|23.31475957|0.015049295|431.5987143|1.0|0.0|1.0|0.17|17.0|4.51|2.56|2.47|0.0|0.0|103.12|0.0|1.0|-4.51|333.41|1.0|3.14|-4.24|3.1e-05|0.0103|3.19|0.0|2.32e-05|-0.06322|4.4014|3.7723|-1366.804178|-1366.776169|560.09|328.67|0.2213|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|2.9806|16.0|7.7959
