molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1s|MATS7i|SaaaC|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
17_a3|0|0|0|0.0|0.0|0|0|0|0.605019885|-0.118246266|-0.015463451|1.709081227|-0.041723219|1|-0.006696449|-0.027542873|0.020589494|-0.633373061|2|-0.085686119|0.773152968|1|0.803075623|-0.096067661|0.010321361|-50.20132919|5.251911643|234.4907116|100.2028184|-0.039557272|2.672377884|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|0.4383349039999999|408.6362608|-684.3617224|1667.279771|0.159937821|11.12358659|0.780420408|4839.543958|-348.2299886|23.96047156|0.012803096|353.7528308|1.0|1.0|1.0|0.0|21.0|4.96|4.66|2.37|1.0|0.0|95.5|0.0|1.0|-5.53|338.81|1.0|3.71|-4.93|2.96e-06|1.0|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.75233|-1731.72355|537.32|386.22|0.4062|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|4.8815|23.0|7.6383
14_a4|0|0|0|0.0|0.0|1|1|1|1.399909181|-0.04986736|-0.0135414919999999|0.0|-0.08389836|1|0.008943549|-0.031578333|-0.016862096|-0.199315317|1|0.204594017|0.500893739|0|0.8510382459999999|-0.071074269|0.013047382|-29.91067393|5.933038407000001|12.12963775|67.73740575|-0.03015272|2.697931638|0.768457211|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|0.40126838|386.9927769|-452.4746139|1378.961008|0.231542789|8.859498364|0.6701974079999999|3944.638539|-205.7538638|17.84270058|0.015779688|280.2639278|0.0|1.0|0.0|0.06|17.0|3.59|4.09|2.82|0.0|0.0|80.09|0.0|2.0|-3.4|277.3|1.0|3.2|-3.97|0.000396|0.11|3.09|0.0|0.000539|-0.03639|4.5233|4.2312|-918.9507745|-918.9304744|475.32|293.02|0.1864|0.53298|0.55975|-918.851356|0.1067|-0.17381|2.3797|-0.2102|3.3312|1.32|5.8794
7b_a10|0|0|0|0.0|0.0|0|2|2|1.186434511|0.037541178|-0.060829392|2.079721225|-0.01808249|0|0.010068964|-0.0982988509999999|-0.051052176|-0.1874708719999999|2|0.065705128|0.586354126|1|0.92441666|-0.0720417159999999|0.009734392|-30.71062112|5.061217187|13.37827368|39.29815915|-0.027444463|2.6314862480000003|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|480.6333417|-599.3081212000001|2150.375871|0.218954161|8.771658176|0.8069307729999999|5212.568172|-311.5991709|18.26940272|0.012428175|459.0250226|1.0|1.0|0.0|0.25|16.0|4.34|3.03|3.04|1.0|1.0|105.44|0.0|1.0|-5.28|346.81|1.0|3.02|-5.28|5.29e-06|0.00183|4.68|0.0|3.54e-05|-0.05377|6.0231|3.6426|-1450.09312|-1450.06366|562.31|340.37|0.1488|0.4195399999999999|0.66228|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|5.6147|19.8|4.7033
12bg_a36|1|0|0|3.434779148|0.0|0|2|2|1.29692796|-0.044573523|0.057879142|0.0|-0.060117593|1|-0.00097037|0.097928606|-0.101451485|-0.4459167329999999|1|-0.033696875|0.771220556|0|0.840610352|-0.102664465|0.019606406|-51.74990566|13.44952052|107.3347739|109.3374477|-0.036959207|9.22604612|0.747867728|-1.847960372|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|576.6383913|-1267.656166|2915.548359|0.252132272|14.04434294|0.860310096|6753.439903|-869.5815023|33.900544700000005|0.01946912|661.6709012|1.0|1.0|0.0|0.14|17.0|3.99|3.19|2.99|2.0|0.0|133.77|0.0|1.0|-5.08|450.32|1.0|2.82|-5.18|8.27e-06|0.00372|3.93|0.0|7.83e-06|-0.0542299999999999|3.8944|3.8944|-2152.13793|-2152.104584|703.94|318.36|0.4409|0.69395|0.69395|-2151.914954|0.4409|-0.15743|6.6844|-0.21166|9.3601|15.0|7.8239
12m_a30|0|0|0|0.0|0.0|0|2|2|0.6049842529999999|0.024086432|-0.1305457069999999|0.0|0.0488832779999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.5409445629999999|1|-0.0974968869999999|0.770326886|0|0.783260049|-0.103359773|0.027352277|-57.96147772|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|12.59296644|0.773732767|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|531.4632661|-1402.648392|2370.879718|0.226267233|16.40342255|0.8173893040000001|6658.711303|-951.7351184|35.54574762|0.019500715|683.7405759|1.0|1.0|0.0|0.13|17.0|3.4|2.48|2.06|2.0|1.0|133.52|0.0|1.0|-6.0|439.49|0.0|2.36|-5.01|1.01e-06|0.000444|3.89|0.0|0.000165|-57.0|5.0617|3.5496|-1743.215323|-1743.174906|714.92|349.29|255.0|0.33392|0.68404|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|5.1279|31.0|7.5114
10_a47|0|0|0|0.0|0.0|0|0|0|1.381868067|-0.166367455|-0.169242585|1.329777427|0.0814897|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.45272733|2|0.011239977|0.6913602740000001|1|0.841070966|-0.0936757959999999|0.00951788|-40.80144983|5.088920549|103.41137940000002|84.97451737|-0.035388634|2.720890925|0.801882632|-1.592488524|-21.81529334|57.59863288|-18.9212254|45.89037038|0.411647394|449.6950454|-851.455143|1567.859561|0.198117368|10.66897998|0.699661037|5482.319019|-455.247149|23.5960035|0.014051737|498.0016816|0.0|1.0|1.0|0.09|22.0|5.12|5.92|3.21|2.0|0.0|106.43|0.0|1.0|-5.75|359.4|1.0|4.41|-5.5|1.77e-06|0.000638|4.8|0.0|5.110000000000001e-07|-0.0486399999999999|5.7693|3.7236|-1188.405988|-1188.3744|579.86|332.97|231.0|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|2.8795|13.0|7.9
47r_a18|0|0|0|0.0|0.0|0|1|1|0.403924645|-0.216996268|0.041686585|0.0|-0.02952923|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.360670551|0|-0.048143486|0.7554975009999999|0|0.769578222|-0.087091542|0.0155038689999999|-62.75220741|11.59378448|13.30156885|172.30927739999998|-0.031669652|8.669825595|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|0.49394971|575.4901675|-1563.048166|1504.28892|0.311925149|19.40516312|0.976088187|7727.455993|-1168.846551|34.41856352|0.0225607039999999|1005.982493|1.0|1.0|1.0|0.22|18.0|0.43|3.76|2.23|3.0|1.0|145.82|0.0|1.0|-6.65|504.6|0.0|2.2|-5.64|2.26e-07|0.0001139999999999|4.59|0.0|1.76e-05|-0.0522799999999999|3.1705|3.1705|-1964.841529|-1964.813473|790.57|391.06|0.6007|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|3.2001|231.0|6.6364
21_a47|0|1|1|0.0|0.0|1|0|0|1.408713027|-0.13650463|-0.034419528|1.028199909|-0.004063946|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.5406500129999999|2|0.0927058819999999|0.591185263|1|0.70582155|-0.095249919|0.022739546|-46.63227351|12.83540744|34.75044485|166.049938|-0.033866638|7.244985517000001|0.6448452960000001|-1.5239986980000002|-26.32173133|70.10126935|-19.11612865|59.46768095|0.463113582|398.4031618|-860.2257893999999|1402.202743|0.355154704|13.17102891|0.862591353|6103.311635|-485.55711339999993|29.64451905|0.028943339|482.9384172|1.0|1.0|1.0|0.1|21.0|2.94|4.93|2.97|1.0|0.0|104.49|0.0|1.0|-4.44|394.38|1.0|3.43|-4.32|3.6e-05|0.0142|3.0|0.0|7.8e-06|-0.06339|3917.0|3917.0|-1375.061089|-1375.028093|583.37|316.53|0.2249|0.68296|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-0.2249699999999999|4.9172|5.0|8.3
9_a15|0|0|0|0.0|0.0|0|0|0|1.419941378|-0.042227775|0.096418279|0.0|0.05688176|0|0.003160815|0.140072812|-0.203104439|-0.344978312|1|0.010183805|0.8105478740000001|0|0.846156316|-0.11668349|0.032464905|-41.10356167|18.10574464|105.5304352|85.79894134|-0.028575549|10.09761131|0.51257747|-1.400201879|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|471.903131|-780.8954896|1689.926339|0.48742253|10.00547485|0.8240935659999999|5375.400861|-435.5070329|31.09118831|0.03598612|532.0914339999999|1.0|0.0|1.0|0.19|18.0|3.9|4.95|1.96|2.0|0.0|104.74|0.0|1.0|-5.25|366.41|1.0|3.69|-4.81|5.63e-06|0.00206|4.24|0.0|9.86e-06|-0.0258899999999999|4.3447|3.7487|-1223.705126|-1223.687392|588.55|330.74|0.2693|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|2188.0|107.0|6.9706
47u_a18|0|0|0|0.0|0.0|0|1|1|1.251177393|-0.0872206669999999|0.008108241|0.0|0.031337464|0|0.00082284|0.0121925089999999|-0.126628013|-0.539738821|0|-0.053126304|0.646724968|0|0.741066474|-0.092271172|0.02068926|-62.99873374|14.42377665|86.37253771|180.5187465|-0.0344062|10.0557163|0.721837463|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|516.6437614|-1415.216039|1415.590236|0.278162537|17.78724206|0.937307962|6837.350959|-986.6355633|33.23007431|0.021142007|818.9389171|1.0|1.0|0.0|0.19|18.0|3.15|3.02|2.95|3.0|1.0|133.53|0.0|1.0|-5.69|455.51|0.0|2.6|-4.98|2.05e-06|0.000932|3.9|0.0|2.89e-06|-0.06392|3.1186|3.1186|-1510.182477|-1510.153552|738.53|397.57|0.5849|0.69143|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-0.19109|5.8058|1.97|5.7055
12j_a30|0|0|0|0.0|0.0|0|2|2|0.604984421|-0.033312179|-0.02473642|0.0|0.0074730759999999|1|0.005965451|-0.0431311459999999|-0.053644471|-0.456342646|1|-0.130412856|0.7991060659999999|0|0.842199041|-0.094132698|0.015613498|-47.76354083|10.09017681|88.51817261|101.9784021|-0.036204884|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|0.476658597|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|15.41574553|0.91079856|6105.3402670000005|-786.2626307999999|28.76265258|0.01349128|686.039456|1.0|1.0|0.0|0.17|17.0|4.35|2.93|3.04|2.0|0.0|132.24|0.0|1.0|-5.66|412.51|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|4.23|0.0|4.02e-05|-0.05106|5.1971|3.4788|-1615.096172|-1615.064152|695.8|356.4|0.2163|0.3087|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|5.1081|9.0|8058.0
16b_a23|0|1|1|0.0|0.0|2|1|1|1.197960988|-0.013240238|0.054655144|0.754232958|-0.068280331|2|0.011266252|0.099244509|-0.123524943|-0.401493392|2|-0.09063701|0.711576167|1|0.928579764|-0.07920267|0.018614978|-37.52431601|13.79443768|7.971529518|52.92522904|-0.031407956|10.22222569|0.738977|-1.821661419|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|688.1144512|-1349.923395|2256.698672|0.261023|18.46592377|0.949345397|7575.784511|-1000.346801|31.49562341|0.018384316|896.9989312000001|1.0|1.0|0.0|0.07|26.0|3.02|4.1|3.14|2.0|1.0|146.03|0.0|1.0|-6.19|489.57|0.0|2.9|-5.67|6.41e-07|0.000314|4.21|0.0|2.26e-05|-0.07352|1.6041|1.6041|-1877.655481|-1877.615701|772.84|772.92|0.3456|0.95419|0.95419|-1877.270284|0.3456|-0.13741|9.2317|-0.21093|14.8849|96.0|7.0191
4_a47|0|0|0|0.0|0.0|0|0|0|1.304464196|-0.121159855|-0.158636969|1.42341819|0.0687047279999999|0|-0.006506051|-0.247195952|-0.017555555|-0.462831711|2|0.019305509|0.8124901999999999|1|0.874200878|-0.092556319|0.007772995|-42.46254967|4.22896799|96.20929041|68.44214684|-0.03525955|2.300808176|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|0.402148382|475.6168721|-805.6976052|1528.797085|0.193395607|10.818777699999998|0.67265584|5254.939281|-438.3470487|23.78275706|0.013656479|471.7712484|0.0|1.0|1.0|0.05|22.0|4.83|5.71|3.1|2.0|0.0|106.52|0.0|1.0|-5.92|361.82|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|4.96|0.0|5.81e-07|-0.05606|5.7708|3.73|-1509.453558|-1509.4201369999998|576.9|332.4|0.2304|0.45947|0.69157|-1509.262887|0.2221|-0.1547|4.2607|-0.21076|5.4892|32.0|7.5
14_a47|1|1|1|2.871076328|0.0|0|0|0|1.417758105|-0.136491228|0.017068634|1.484493371|-0.01670074|1|-0.006335783|0.05124606|-0.020596219|-0.33240126|2|0.050943962|0.579833096|1|0.681598464|-0.094132436|0.020106089|-47.18187618|10.1400648|64.60629385|160.57883|-0.034963476|5.113919242|0.664709719|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|0.474828277|343.7492333|-617.1571777|670.2518865000001|0.335290281|13.15643085|0.904139078|4695.98899|-311.2496842|26.52746264|0.028057496|310.8026328|0.0|1.0|1.0|0.0|21.0|3.97|4.88|2.49|0.0|0.0|86.58|0.0|1.0|-3.97|323.3|1.0|3.16|-4.13|0.000108|0.0349|2.91|0.0|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|-1127.700693|519.55|312.53|0.2452|0.68345|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|3665.0|8.0|8.1
8g_a12|1|1|1|2.897921027|0.0|0|1|1|1.28383574|-0.029907264|-0.038463841|1.714060666|-0.094550033|1|0.005405355|-0.068810076|0.068559367|-0.532504083|1|-0.070405398|0.7714487940000001|1|0.8576253690000001|-0.1045061519999999|0.008910823|-42.39297373|4.915102972|84.95000993|78.53214058|-0.042752517|2.7111119089999995|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|0.463772637|473.055878|-1037.59814|1356.883205|0.09833304|12.83559677|0.864880588|5327.736626|-572.326702|26.15353224|0.007890315|480.0590283|1.0|1.0|1.0|0.1|21.0|3.31|2.07|2.89|1.0|0.0|109.93|0.0|1.0|-4.38|353.38|0.0|2.77|-4.34|4.15e-05|0.0146|3.06|0.0|3.53e-06|-0.06432|4.2057|3731.0|-1154.321531|-1154.281986|590.93|332.31|0.3786|462.0|0.55027|-1154.121362|0.1601|-0.1520099999999999|2.9986|-0.21633|4.2131|3715.0|5.43
4e_a49|0|0|0|0.0|0.0|1|1|1|1.343847746|-0.074495823|-0.080255074|1.713107022|-0.053787795|1|0.000660956|-0.130491035|-0.037142108|-0.403194204|2|0.032396301|0.731643066|1|0.757062331|-0.087866673|0.017142176|-57.79309816|10.51443916|313.22432680000003|149.0098632|-0.029288891|6.449206277999999|0.650328475|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|1647.641653|0.349671525|15.01788083|0.892633982|5950.361470000001|-561.9703647000001|27.6242383|0.023622273|620.5697596|1.0|1.0|1.0|0.22|21.0|3.4|2.83|1.25|1.0|0.0|114.08|0.0|1.0|-3.28|399.45|1.0|2.42|-3.52|0.000528|211.0|1.71|0.0|1.74e-05|-0.06461|5.7301|3.7876|-1313.199448|-1313.158118|660.22|327.34|0.2273|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|4.8707|34.0|7.4685
6g_a40|0|0|0|0.0|0.0|1|1|2|0.604893315|-0.261952754|-0.120745388|0.607999575|0.07194868|2|-0.018182514|-0.221674172|0.0312035079999999|-0.588058458|0|-0.340429901|0.808096413|1|0.605346707|-0.156296046|0.017750905|-107.2113398|11.53799852|328.78166810000005|256.5226419|-0.059045173|7.499640603|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|3198.69909|0.175795811|12.10032156|0.740853565|7822.892656|-1122.578856|46.56499428|0.020240097|590.1686672000001|1.0|0.0|1.0|0.21|14.0|3.43|2.48|0.59|1.0|2.0|124.18|1.0|3.0|-7.22|474.53|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|3.06|1.0|0.6459999999999999|-0.08622|3.3197|2.8135|-2522.023752|-2521.990118|669.8|440.68|0.4971|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.11857|6.7231|-0.20479|8.9454|47.0|7.3279
11_a3|0|0|0|0.0|0.0|0|0|0|0.605020608|-0.127546771|-0.101436441|1.710245969|0.044912659|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.577616902|3|-0.04179402|0.834020779|1|0.777803048|-0.099420732|0.014376713|-45.19136777|6.800350988|253.1353625|105.101718|-0.0391657429999999|3.216644354|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|0.4680759679999999|367.9098016|-611.3529698|1105.41974|0.2475152639999999|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|0.021256639|311.6695405|1.0|1.0|1.0|0.0|21.0|3.79|3.41|0.8|0.0|0.0|88.28|0.0|1.0|-4.08|305.36|1.0|2.46|-3.71|8.37e-05|0.0256|2.22|0.0|9.35e-05|-69.0|3.2232|3.2232|-1288.195105|-1288.165162|508.58|384.66|0.4441|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|-0.13118|3.3694|-0.20018|4.4522|0.04|7.3979
12as_a36|1|0|0|3.447017327|0.0|0|2|2|1.297043209|-0.073735973|0.096454203|0.0|-0.114290948|1|0.0018565629999999|0.162571317|-0.098698552|-0.4358775279999999|1|-0.04244711|0.770400825|0|0.77043791|-0.109492809|0.019229943|-55.75872553|12.95780416|88.17694537|154.6869148|-0.037824788|8.731418812000001|0.768125394|-2.080363362|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|519.1478419|-1401.82114|2365.632846|0.231874606|16.08155469|0.834059821|6224.698969|-944.5958066|33.18163581|0.017444469|716.9974499|0.0|1.0|0.0|0.17|17.0|3.16|2.09|1.59|1.0|0.0|133.95|0.0|1.0|-3.81|423.47|0.0|1.84|-3.95|0.000154|0.0653|2.36|0.0|5.4600000000000006e-05|-0.05789|4.5202|3851.0|-1385.601917|-1385.5651710000002|712.04|321.96|0.5902|0.53815|0.68211|-1385.322633|0.2402|-0.1563|4.8580000000000005|-0.21419|6.8556|59.0|7.2291
14q_a23|0|1|1|0.0|0.0|2|0|0|1.19796338|-0.130330047|0.064903564|0.720966302|-0.058543701|2|0.002496501|0.121109106|-0.017918675|-0.573130981|2|-0.089657283|0.7333675390000001|1|0.773194598|-0.096370719|0.02158178|-61.51997721|14.81701129|350.836102|155.7136729|-0.039682061|10.17264683|0.777340899|-2.023785094|-42.23665548|79.42966327|-27.24379301|76.3369885|0.472004985|530.8381985000001|-1389.433443|2213.1193780000003|0.222659101|16.53853737|0.893957277|6982.066379000001|-953.9181308|35.04742005|0.01932289|693.3423458|1.0|1.0|0.0|0.04|26.0|2.57|3.12|2.28|1.0|1.0|128.38|1.0|1.0|-5.21|454.51|0.0|2.62|-4.39|6.11e-06|0.00278|2.46|0.0|5.03e-05|-0.08159|3.6431|3.6431|-1798.645459|-1798.6108739999995|714.22|340.33|0.4943|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|12.0503|16.0|7.8069
23_a10|0|0|0|0.0|0.0|1|1|1|1.34383709|0.012558932|-0.031558374|1.981673861|-0.000458688|1|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|2|-0.043248272|0.706648116|1|0.915208645|-0.072395864|0.009615852|-35.17017083|6.81095873|72.17779806|60.05816353|-0.02685653|4.824237957|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|-19.02262196|41.98112956|0.485561757|648.2471057|-1179.402562|1945.384475|0.238800348|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|0.013394095|930.6293092|1.0|1.0|1.0|0.21|27.0|5.11|5.81|2.99|2.0|0.0|139.11|0.0|1.0|-5.38|461.56|1.0|4.5|-5.7|4.19e-06|0.00193|4.48|0.0|6.66e-08|-53.0|3.8034|3.8034|-1470.1960279999998|-1470.166163|768.3|325.98|0.2089|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|4.8954|0.75|6.1249
8d_a12|1|1|1|2.976279182|0.0|0|1|1|1.283835213|-0.048642535|0.0276482139999999|2.075171777|-0.065870394|1|0.001575111|0.0479437859999999|0.00930483|-0.484923957|1|-0.080872311|0.8405406040000001|1|0.858710112|-0.103548595|0.011348654|-43.27410838|6.309558958999999|90.34024296|78.55353315|-0.039118358|3.507952014|0.8338637040000001|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|0.465113852|477.4206699|-978.6959108|1288.818257|0.166136296|12.96695233|0.8695567329999999|5255.11762|-544.129679|26.08195789|0.012525773|503.2240425|1.0|1.0|1.0|0.1|21.0|3.87|2.67|2.83|2.0|0.0|112.14|0.0|1.0|-4.58|352.39|1.0|3.02|-4.61|2.64e-05|0.0093|3.51|0.0|1.49e-06|-0.05488|4.2383|3.7397|-1138.296407|-1138.256361|600.2|331.53|0.2871|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|2.1281|-0.20794|3.0277|25.0|7.6021
28_a20|0|0|0|0.0|0.0|1|0|0|1.417203216|-0.114439513|0.091462964|1.650185059|0.0313932529999999|1|0.002695258|0.155263557|-0.016955137|-0.447096101|3|-0.06654421|0.690655217|1|0.7817507370000001|-0.091179288|0.014682607|-57.59898971|9.799649234|318.7453661|145.66665480000003|-0.035068957|6.540604536|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|521.7658603|-1217.120433|2449.815677|0.226358273|14.28413212|0.8826648009999999|6348.941881000001|-812.3457521|30.25452396|0.016673728|684.5377542|1.0|1.0|1.0|0.08|27.0|3.93|4.01|1.73|1.0|0.0|122.8|0.0|1.0|-4.42|420.47|1.0|3.04|-4.43|3.77e-05|0.0159|2.68|0.0|6.590000000000001e-07|-0.06242|4.7905|3.5798|-1368.363151|-1368.32781|704.42|346.35|0.2354|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|4.7428|255.0|6.5935
37_a18|0|0|0|0.0|0.0|0|2|2|1.251176176|-0.018808538|-0.018268775|0.0|-0.034593342|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|-0.020149364|0.699483099|0|0.831783747|-0.074857954|0.009098426|-50.09028298|6.653112344|12.63119843|123.0060763|-0.0286221589999999|4.865006968|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|608.2316837999999|-1423.213033|1571.7484060000002|0.2351233969999999|18.49074823|0.954530133|7035.839448000001|-1040.70711|27.36337253|0.0142451319999999|1056.535856|0.0|1.0|1.0|0.3|18.0|3.68|3.3|3.33|2.0|1.0|151.14|0.0|1.0|-5.68|480.6|0.0|2.93|-5.47|2.08e-06|0.000999|4.36|0.0|7.27e-07|-0.04925|3.2127|3.2127|-1532.997117|-1532.974371|794.5|385.91|499.0|0.69305|0.69305|-1532.553949|499.0|-0.13194|2.2872|-0.18119|3.0375|35.0|7.4559
13_a12|0|0|0|0.0|0.0|0|0|0|1.508548782|-0.0619247109999999|-0.21832579|0.0|-0.083760082|0|0.002279068|-0.362308767|-0.169387652|-0.595629719|2|0.039235452|0.804066411|0|0.90006391|-0.092483398|0.008188151|-28.51381164|4.01385817|64.74666684|48.98899535|-0.034993718|1.96760628|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|441.2142447|-634.6992622|664.9830294|0.117007826|11.36787272|0.874625469|3647.657976|-311.13163480000003|19.42716439|0.0074597119999999|327.9594923|0.0|0.0|1.0|0.12|18.0|3.63|3.9|2.42|1.0|0.0|84.74|0.0|1.0|-4.26|276.34|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|3.51|0.0|2.01e-05|-0.04445|4.5363|3.9329|-876.3661620999999|-876.3370809|532.86|315.25|0.6528|0.6622399999999999|0.64974|-876.209109|0.0155|-0.16458|1.3023|-0.20903|1.5686|93.0|7.0315
25d_a34|0|0|0|0.0|0.0|1|1|1|1.433689841|-0.089654563|-0.163072107|0.0|-0.1266965|1|-0.001685762|-0.263924686|-0.211368416|-0.605891389|1|0.011919831|0.778903495|0|0.674282353|-0.124111479|0.0292772039999999|-66.52770588|19.36462983|174.9700398|215.4372954|-0.044492794|12.8082206|0.7772035959999999|-2.358118108|-44.00298587|95.24066462|-29.42857839|85.89233572|0.478308897|445.9861716|-1559.714654|2564.887803|0.2227964039999999|13.29135354|0.916843118|6513.063805|-1031.631874|37.86469665|0.019881997|673.8038326000001|1.0|1.0|1.0|0.12|23.0|3.05|3.95|2.26|1.0|0.0|119.81|0.0|1.0|-4.61|427.46|1.0|3.21|-4.48|2.44e-05|0.0104|3.05|0.0|3.53e-06|-0.03521|4.2732|4.2732|-1426.496796|-1426.468726|706.21|290.15|0.2106|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|8.0068|0.95|6.0223
