molecula|NaaNH|n9FaRing|SaaNH|nAHRing|nARing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12g_a40|0|0|0.0|0|0|1.687211672|0.037440516|0|0.036630824|0.167050952|-0.354104815|-0.211162861|2|0.280045216|0.106286677|-0.512657141|0|0.769016155|0.6941475490000001|1|-0.0951493559999999|-0.099521372|0.289122732|-49.94706785|130.7472028|0.129798543|68.1355805|-0.0435406|-27.42361099|3.501413627|0.852031227|-1.393299206|-26.21888031|56.61727428|0.465725912|456.7977427|-731.3891821000001|-11.99782981|7.692740528|14.39849078|5211.675486|-383.9305539|0.013442698|-369.5858437|858.4065454|335.7078145|0.0|1.0|0.0|3.24|0.0|20.0|-6.63|4.83|5.14|78.66|2.0|0.0|0.0|1.0|23.0|3.0|362.23|0.0|0.0|-5.79|0.000124|1.62e-06|0.000586|5.07|8.57e-05|-0.07424|4.0224|3.1577|-2173.044757|-2173.0224510000003|540.25|0.3539|429.31|-2172.9382|0.2682|1.9175|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403
1b_a5|1|0|2.881451247|0|0|0.0|-0.250420203|2|0.0248765429999999|-0.095857885|-0.111923619|-0.028797464|1|-0.220946861|0.045204303|-0.231956531|2|0.759794937|0.558485747|0|-0.07823203|-0.077221824|0.341795323|-39.38248661|168.30518769999998|0.191171377|96.23685048|-0.031306145|-19.56938257|2.737713392|0.7324812509999999|-1.158327367|-19.82538668|44.82086533|0.474445758|407.1693177|-583.1091414|-7.933533473|6.11909445|11.64312636|4577.125071|-293.5407385|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|0.0|1.0|2.75|0.0|23.0|-8.3|4.88|4.76|54.46|0.0|0.0|0.0|1.0|24.0|4.0|316.33|0.0|1.0|-4.3|0.0336|4.970000000000001e-05|0.0157|3.16|1.58e-06|-0.04135|4789.0|4.6481|-1050.538976|-1050.506509|536.59|0.3101|388.58|-1050.413506|87.0|2891.0|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291
14w_a23|0|1|0.0|0|0|3.132012648|0.013971812|2|0.046678487|0.045196333|-0.330575965|-0.031435038|2|0.126238077|-0.206574435|-0.427696371|2|0.802520527|0.558482531|1|-0.070714528|-0.088508061|0.228641034|-46.76570273|43.30287556|0.211928134|140.15462380000002|-0.035779855|-38.70975831|9.814393755|0.743451788|-1.681653166|-30.92760432|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|-15.648625699999998|7.833745658|15.58053709|6998.078982999999|-735.4854078|0.020725002|-322.004381|1495.89956|597.2903597999999|0.0|1.0|1.0|3.42|0.05|26.0|-7.93|4.2|5.14|105.02|2.0|1.0|0.0|1.0|32.0|6.0|447.46|0.0|0.0|-5.27|0.0009369999999999|5.41e-06|0.00242|3.78|5.23e-06|-0.0798|3.6632|3.6632|-1828.385903|-1828.363862|676.92|0.3855|535.54|-1828.161957|0.3855|7.0157|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737
12b_a36 (EW-7197)|1|0|3.3685352889999995|2|2|0.0|-0.104514139|2|0.040899471|0.027495626|-0.439429998|-0.056994595|1|0.059005046|-0.217394466|-0.442656599|1|0.819222745|0.698414933|0|-0.081357853|-0.10866747|0.458627252|-50.90136206|81.63796416|0.236481628|147.9542111|-0.039120289|-42.53627024|8.392238798|0.746747352|-1.956014468|-31.84632538|64.31504105|0.45988432|477.6935927|-1223.776156|-15.31305729|6.764872303|12.52485821|6096.459089|-765.6528642999999|0.020730147|-308.7538779|1638.808832|595.8790650000001||||||||||||||||||||||||||-0.04975|3.8475|3.7725|-1332.180029|-1332.147999|659.48|0.4491|486.64|-1331.9479310000002|0.0197|5432.0|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549
12j_a36|1|0|3.502198129|2|2|0.0|-0.084183025|2|0.039061728|0.091496219|-0.41101009|-0.051080247|1|0.161289379|-0.133106642|-0.436310965|1|0.820041835|0.855081905|0|-0.069970795|-0.105480639|0.362692602|-46.2113679|26.39145693|0.147413708|97.35760604|-0.037113558|-46.00836307|7.921272637|0.7758129420000001|-2.004132137|-30.5197407|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|-16.18812775|7.483427579|13.78874575|6352.018345|-874.1588982999999|0.016546717|-364.314663|1706.0876829999995|725.9470896|0.0|1.0|1.0|4.86|0.17|17.0|-7.05|3.33|2.61|94.5|1.0|0.0|0.0|1.0|31.0|4.0|427.52|0.0|0.0|-4.51|0.0061|3.09e-05|0.0132|3.19|3.83e-05|-0.05098|5.2072|3.7807|-1670.448063|-1670.420129|694.28|0.4981|536.01|-1670.184251|98.0|6.4451|-0.20593|0.02793415|-1670.245584|8.5953|0.01|8.0
16f_a32|1|1|3.354832924|0|0|0.0|0.1767304639999999|0|0.039958333|0.008658653|-0.77158995|-0.000291262|3|0.0151704889999999|-0.211019184|-0.697693907|0|0.852938445|0.761506727|1|-0.08168632|-0.111152081|0.522247991|-56.53102601|89.03402347|0.192724521|133.3750236|-0.035568666|-53.23443736|11.7022626|0.69473708|-1.778433296|-39.12230215|73.4405859|0.384656622|558.6750754999999|-1230.764939|-17.03501995|8.79158776|14.28728752|6235.040893|-851.7509977|0.022983292|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|3.76|0.3|19.0|-7.77|6.42|4.99|149.27|3.0|0.0|1.0|1.0|29.0|5.0|427.54|1.0|0.0|-4.97|4.79e-05|1.07e-05|0.00457|4.11|7.26e-06|-0.04997|3.6272|3.6272|-1995.307736|-1995.278839|722.06|0.2931|603.12|-1995.054457|0.2931|3.6641|-0.2|0.02889673|-1995.117771|4.2764|9.0|8041.0
3f_a32|1|1|3.553167045|0|0|0.0|0.0067550119999999|0|0.042380952|-0.062954205|-0.275173181|-0.110286539|3|-0.112493266|-0.133675401|-0.5487283829999999|0|0.820782305|0.786074011|1|-0.073433055|-0.097374443|0.3217719189999999|-41.40131823|47.97543149|0.125973316|71.02334697|-0.030139709|-30.95210106|3.78194259|0.78919828|-1.265867765|-23.34192893|48.1093075|0.435176082|492.7734095|-713.6921402|-9.580412233|6.153728636|10.89495051|4993.667711|-402.3773138|0.011659458|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|3.9|0.28|19.0|-7.31|7.18|5.63|110.94|2.0|0.0|0.0|1.0|24.0|3.0|354.49|0.0|0.0|-5.4|4.53e-05|3.96e-06|0.0014|4.83|1.73e-05|-0.05315|3.5569|3.5569|-1712.0610190000002|-1712.034952|604.9|293.0|488.74|-1711.863611|293.0|3.4678|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458
14p_a23|0|1|0.0|0|0|3.3252287430000003|0.044380583|2|0.045165485|0.041987653|-0.310730878|-0.053921569|2|0.080581604|-0.131709531|-0.4510651779999999|2|0.799506006|0.669357479|1|-0.063033628|-0.080784473|0.223758613|-42.52653933|40.58186569|0.076544251|51.64167457|-0.033660197|-36.77082544|10.06403753|0.751638299|-1.615689464|-28.69113861|57.44364296|0.464933687|623.0226425|-1090.0480289999998|-15.32117727|9.014073839|16.84664803|6696.264498|-735.4165088|0.0190667019999999|-339.5427625|1450.229492|646.2584547|0.0|1.0|1.0|3.48|0.04|26.0|-7.47|3.4|3.89|128.81|1.0|1.0|0.0|1.0|32.0|5.0|436.49|0.0|0.0|-4.9|0.0009109999999999|1.27e-05|0.00554|3.3|1.4800000000000002e-05|-0.09046|3.5752|3.5752|-1722.181612|-1722.152257|699.61|0.3802|573.24|-1721.933314|0.3802|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302
21_a12|0|0|0.0|1|1|0.0|0.04375233|3|0.037992832|-0.213225401|-0.362168355|-0.0546514309999999|1|-0.388196876|-0.211367878|-0.522951134|2|0.835359152|0.859899236|0|-0.068775342|-0.100098765|0.192026642|-34.60932333|75.46830038|0.15172224|76.35009799|-0.036878492|-25.34833425|3.097071518|0.770818357|-1.401382713|-17.416202300000002|40.76379649|0.473492395|426.8727514|-705.2078018999999|-9.338859985|5.891343219|11.18947411|4652.242111|-354.8766794|0.017360942|-272.5639702|914.8819508|380.2468615|1.0|1.0|0.0|4.05|0.12|17.0|-6.78|4.01|2.25|78.41|0.0|0.0|0.0|1.0|23.0|4.0|319.38|0.0|0.0|-3.76|48.0|0.000173|0.0551|2.53|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|-1327.451966|539.67|0.3665|397.31|-1327.347724|0.1668|2327.0|-0.22253|0.02758166|-1327.397348|3.2551|22.0|7.6576
16g_a32|1|1|3.363965155|0|0|0.0|0.1739995319999999|0|0.03898374|-0.049658216|-0.771439265|0.004735761|3|-0.085591073|-0.202656848|-0.696926204|0|0.83902731|0.762429418|1|-0.078387439|-0.105500574|0.542303725|-57.77542509|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|13.01585399|0.6863323440000001|-1.79350976|-42.58335004|75.43482709|0.3972359179999999|604.8539801|-1321.90553|-18.38320476|9.3963701|15.58880229|6372.261243999999|-974.3098525|0.02276861|-274.67233460000006|1926.042887|701.9321161|1.0|1.0|1.0|3.87|0.33|19.0|-8.16|6.81|5.38|149.27|3.0|0.0|1.0|1.0|30.0|5.0|441.57|1.0|0.0|-5.32|1.36e-05|4.83e-06|0.00213|4.65|3.04e-06|-0.05|3.6161|3.6161|-2034.621991|-2034.593036|752.29|0.2879|639.49|-2034.342619|0.2879|3.7346|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586
14a_a5|1|0|2.948727373|1|1|0.0|-0.056730193|3|0.027375887|-0.132625457|-0.316624785|0.024793388|1|-0.213526163|-0.016337128|-0.36152442|2|0.79661948|0.71006207|0|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|134.62273080000003|0.209074444|141.38542919999998|-0.0271808479999999|-35.98151967|7.942029745|0.629783335|-1.494946644|-36.98479273|66.43577392|0.470085022|534.8590069|-1010.949351|-12.42997952|8.424031251|15.89694877|6177.303329|-683.6488737000001|0.024411136|-175.53051609999997|1605.23357|723.0631751|1.0|1.0|1.0|3.24|0.2|23.0|-8.84|4.56|4.38|92.79|1.0|0.0|0.0|1.0|32.0|5.0|425.48|0.0|0.0|-4.22|0.0304|6.02e-05|0.0256|2.55|6.16e-07|-0.0507699999999999|4.1501|4.1501|-1390.592722|-1390.546425|692.8|0.5853|508.64|-1390.29207|0.5853|2.7115|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508
16_a31|1|0|3.096824452|1|1|0.0|0.152128735|0|0.042528736|-0.050076586|-0.726543099|0.06214876|2|-0.0897217219999999|-0.09530799|-0.60894688|0|0.8318419909999999|0.8944757390000001|0|-0.142079397|-0.150315165|0.29485045|-66.9420327|130.369865|0.4535498739999999|213.694252|-0.050105055|-33.36862997|8.309441139|0.73080436|-1.653466811|-31.54036284|84.57819254|0.427771627|257.4650715|-779.0463041|-11.12287666|5.521618837|9.649327262|4387.049328|-367.0549296|0.027684692|-217.4912527|1066.012118|280.39844320000003|1.0|0.0|1.0|3.2|0.14|16.0|-4.94|3.8|2.83|114.29|0.0|0.0|0.0|2.0|21.0|4.0|300.34|0.0|0.0|-3.6|0.0131|0.000254|0.0762|2.32|0.00347|-0.0318899999999999|3.6596|3.6596|-1308.242314|-1308.202828|503.18|0.2534|369.73|-1308.113026|0.2534|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458
14b_a3|0|0|0.0|0|0|0.0|0.143500839|3|0.039799383|-0.1551678719999999|-0.356087317|-0.102362298|1|-0.288944272|-0.094863591|-0.575695827|3|0.7809478329999999|0.8255789570000001|1|-0.090994113|-0.100993354|0.379746504|-44.49789848|252.49572540000003|0.2135234869999999|104.4171556|-0.036469822|-24.15156108|3.067822725|0.766915433|-1.312913604|-21.76034149|50.77131401|0.487615651|384.6023764|-642.0403962|-8.721397057|4.989782639|9.738358819|4803.535505|-313.9702941|0.017348996|-261.0537205|837.1723509999999|358.3503513|1.0|1.0|1.0|3.18|0.06|21.0|-6.89|4.28|3.71|105.82|0.0|0.0|0.0|1.0|23.0|4.0|319.38|0.0|0.0|-3.99|0.0113|0.000103|0.0327|2.58|4.08e-05|-0.06676|3.0724|3.0724|-1327.514377|-1327.4859310000002|524.27|0.2276|368.39|-1327.349444|0.2276|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202
9g_a40|0|0|0.0|0|0|1.849105962|-0.058811055|0|0.043730159|0.07954859|-0.225327061|-0.145879501|2|0.133954053|-0.062672355|-0.383703998|0|0.764275277|0.665414608|1|-0.063539055|-0.079033043|0.002717414|-33.47455057|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|5.930596229|0.740240206|-1.185495647|-17.63553984|44.73159432|0.476386801|476.5434822|-624.5597134|-8.658932892000001|8.180261533|15.62271835|4435.743087|-329.0394499|0.018087202|-253.1335385|843.7257374|384.6422631|1.0|0.0|1.0|2.8|0.06|22.0|-6.43|2.91|2.93|72.28|0.0|0.0|0.0|1.0|23.0|4.0|302.33|0.0|1.0|-3.09|977.0|0.0008179999999999|247.0|1.37|0.000113|-0.0624|3.0778|3.0778|-1332.487689|-1332.476347|559.04|0.3563|469.6|-1332.31775|0.3563|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45
19h_a38|1|0|3.2723542610000003|2|2|0.0|-0.088176988|2|0.042622739|0.14165187|-0.420209249|-0.070688288|1|0.303981987|-0.217394466|-0.420225236|1|0.819222745|0.698414933|0|-0.082211319|-0.109986804|0.3263113569999999|-48.43313101|136.81322659999998|0.225371198|132.7728693|-0.03959525|-38.17354026|7.370099699|0.75379331|-1.979762478|-28.533396600000003|60.94327866|0.47459722|456.3568442|-1166.336902|-13.74247449|6.820483788|12.98143834|6253.901215|-687.1237247|0.020207411|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|1.0|4.8|0.14|17.0|-6.86|3.13|2.55|81.23|1.0|0.0|0.0|1.0|30.0|4.0|401.44|0.0|0.0|-4.17|29.0|6.77e-05|0.0272|2.78|5.610000000000001e-05|-0.05708|3.7384|3.5358|-1332.187847|-1332.1538779999998|626.65|0.2355|452.01|-1331.941646|88.0|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348
13b_a5|1|0|2.948625157|1|1|0.0|-0.142746146|2|0.02468599|-0.006314305|-0.251535058|-0.017963913|1|-0.010368468|-0.091464693|-0.357011244|2|0.765309977|0.653356347|0|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|14.41650822|0.168442764|108.9128108|-0.02636836|-31.23446039|5.806729729|0.654076389|-1.344786367|-29.05440446|53.91565742|0.455921715|537.6736515|-869.5206594|-11.0239272|8.427551282000001|15.48959317|5678.380299|-562.2202871000001|0.021552174|-199.2474147|1329.387016|638.8437454|1.0|1.0|1.0|2.97|0.17|23.0|-8.36|4.64|4.06|74.77|1.0|0.0|0.0|1.0|30.0|4.0|395.46|0.0|1.0|-4.43|0.0225|3.75e-05|0.0148|3.01|1.72e-06|-0.05177|4.6733|4.1793|-1276.066049|-1276.030896|672.43|0.5528|503.93|-1275.806761|0.3064|3.5881|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586
9b_a36|1|0|3.513187594|2|2|0.0|-0.053019801|2|0.040166667|0.082806042|-0.308862918|-0.06502499|1|0.146828453|-0.094526372|-0.4060950789999999|1|0.7885597609999999|0.7961424690000001|0|-0.074181597|-0.098301686|0.2602997|-46.58565720000001|67.12293326|0.154620539|97.10089515|-0.036110824|-38.76797062|6.707514535|0.78242217|-1.769430355|-29.25555061|57.26650122|0.453252346|530.8939077|-1111.193067|-14.24129533|7.549264797|13.80758516|5838.085413000001|-697.8234711|0.015872498|-354.7193098|1420.196295|620.9195447000001|0.0|1.0|1.0|4.73|0.14|17.0|-6.64|3.6|2.76|82.47|1.0|0.0|0.0|1.0|29.0|4.0|398.48|0.0|0.0|-4.43|0.00992|3.71e-05|0.0148|3.2|9.21e-05|-0.05146|3.8535|3.8535|-1575.7800140000002|-1575.751975|666.01|0.5392|514.45|-1575.557248|0.5392|6.2846|-0.20979|0.02803905|-1575.616432|8.4288|21.0|7.6778
7f_a10|0|0|0.0|1|1|1.924772416|0.103083789|2|0.037386831|-0.104120245|-0.5663456689999999|-0.0971900919999999|1|-0.309622111|-0.172751862|-0.5846516820000001|2|0.796084921|0.5209683970000001|1|-0.064238302|-0.095196098|0.7359022890000001|-35.78096407|15.96885516|0.068226214|38.0022453|-0.03645808|-29.53487321|2.474090768|0.8217865520000001|-1.713529756|-19.93012491|40.22275023|0.402568457|519.0013298|-954.4422004|-11.31122804|6.115784565|10.23679556|7070.755931000001|-531.6277179|0.012813716|-358.4725202|1161.423484|527.8079877|0.0|1.0|1.0|3.37|0.23|21.0|-8.13|5.07|6.57|52.83|2.0|0.0|0.0|1.0|30.0|7.0|410.39|1.0|0.0|-5.6|0.00119|2.52e-06|0.00103|4.7|3.03e-06|-0.0613|5.7757|3.6256|-1442.216293|-1442.200124|597.28|348.0|426.07|-1442.001311|0.0191|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508
12q_a36|1|0|3.453150038|2|2|0.0|-0.0543475329999999|2|0.042804233|0.068040097|-0.410984299|-0.0433009009999999|1|0.1161527719999999|-0.177407665|-0.441747876|1|0.828371596|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.324924033|-49.18227989|82.68142965|0.17088073|110.4712541|-0.038175515|-44.31949385|7.758093617|0.768692389|-1.908775752|-31.79544084|61.18276554|0.486620426|536.0103834|-1233.988474|-15.95501778|7.546533709|14.69971555|6040.52496|-797.7508892000001|0.017949083|-347.4093916|1605.308562|629.5017194000001|0.0|0.0|1.0|4.74|0.14|17.0|-7.18|3.35|2.54|69.2|1.0|0.0|0.0|1.0|30.0|4.0|415.88|0.0|1.0|-4.59|0.0151|2.55e-05|0.0106|3.31|2.77e-05|-0.05602|5.2375|3.8653|-1692.544456|-1692.5102989999998|683.51|0.4239|531.58|-1692.3116350000005|0.3419|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218
16e_a32|1|1|3.343660084|0|0|0.0|0.180914799|0|0.040982906|-0.04474426|-0.772021601|-0.01320745|3|-0.079817994|-0.219947482|-0.698621582|0|0.86370575|0.7619492790000001|1|-0.087117996|-0.117338144|0.504569498|-55.957388|105.4021155|0.209694841|134.6906051|-0.037448344|-48.41036206|9.961663868|0.702226562|-1.760072163|-35.94239328|71.46633549|0.458956284|507.6266039|-1130.524639|-15.45011555|6.573687662|12.15001203|6142.277629|-726.1554308999999|0.023323257|-259.78720209999994|1609.914378|573.3529948|0.0|1.0|1.0|3.64|0.26|19.0|-7.38|6.03|4.6|149.27|3.0|0.0|1.0|1.0|28.0|5.0|413.52|1.0|0.0|-4.75|0.000107|1.7899999999999998e-05|0.0074099999999999|3.76|1.73e-05|-0.0505899999999999|3.6214|3.6214|-1955.993572|-1955.965644|677.82|0.2858|552.79|-1955.766505|0.2858|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|7.0|8.1367
17a_a25|0|0|0.0|0|0|1.826085128|0.0055894319999999|2|0.043274232|-0.017081614|-0.248224991|0.006360768|1|-0.02776212|-0.07654898|-0.362222339|2|0.748718056|0.659740852|1|-0.06234901|-0.079378741|0.348821736|-44.46905084|93.75234138|0.125413071|89.44809639|-0.0297670279999999|-40.379488|6.442637379|0.755980502|-1.666953566|-31.71656603|53.50212109|0.468791604|623.7797651000001|-1188.917727|-15.142307999999998|8.996672966|16.93624014|6250.571217000001|-847.969248|0.015373381|-365.1448527|1572.683056|781.7487682|1.0|1.0|1.0|3.48|0.11|27.0|-9.98|4.83|5.31|72.7|2.0|0.0|0.0|1.0|33.0|4.0|433.5|0.0|0.0|-5.13|0.00325|7.44e-06|0.00323|3.9|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|-1391.588873|747.06|0.4076|598.67|-1391.321455|0.1735|3.4677|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021
35_a18|0|0|0.0|2|2|0.0|0.068150325|1|0.03531746|-0.069149293|-0.44784362|-0.0098863069999999|0|-0.104482176|-0.117857059|-0.5009599889999999|0|0.737094825|0.7277482059999999|0|-0.081822342|-0.084219749|0.3888901179999999|-60.302584200000005|118.7214377|0.199234055|146.8343246|-0.033440195|-45.74482543|4.809030636|0.874573807|-2.273933228|-44.44264921|66.82777970000001|0.465531336|590.1597827|-1675.875389|-18.16338657|9.184536969|17.18442554|6995.248058|-1235.110287|0.007954001|-552.1173777|1916.219506|1056.535856|1.0|0.0|1.0|4.3|0.3|18.0|-9.55|4.13|3.35|85.29|3.0|1.0|0.0|1.0|36.0|3.0|480.6|0.0|0.0|-5.53|0.000415|2.96e-06|0.0014199999999999|4.55|1.35e-07|-0.04879|3.2146|3.2146|-1533.002975|-1532.976969|796.47|0.4981|657.07|-1532.557542|0.4981|2.0432|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198
12al_a36|1|0|3.469383582|2|2|0.0|-0.06777947|2|0.042739018|0.1030147719999999|-0.4908576189999999|-0.031635802|1|0.172830414|-0.239932418|-0.404703593|1|0.8344566859999999|0.84179881|0|-0.077842923|-0.105915949|0.2689491989999999|-51.22331485|114.2305891|0.198820783|130.8308989|-0.035305316|-45.86257662|11.65999569|0.671084645|-1.906487074|-33.70669917|68.94274882|0.456856406|527.2034213000001|-1254.533926|-15.28752554|8.774664332|16.15533063|6049.668466|-825.5263792000001|0.025956027|-225.1591357|1869.412355|679.7230552999999|0.0|0.0|1.0|4.81|0.17|17.0|-6.69|2.77|1.89|78.43|1.0|0.0|0.0|1.0|31.0|5.0|411.46|0.0|0.0|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|8.340000000000001e-05|-0.04998|3878.0|3.5511|-1347.479819|-1347.445127|702.95|0.4466|554.23|-1347.196501|0.0095|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188
12b_a50|0|1|0.0|1|1|4.058595679|-0.19841119|1|0.034845679|-0.08032584|-0.125985651|-0.115659308|2|-0.139522815|-0.291865836|-0.246831987|1|0.804535572|0.660148928|1|-0.045602469|-0.066155918|0.24516882|-22.92589265|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|0.5731907470000001|-0.926182858|-11.52561607|33.72918462|0.430791247|465.4891075000001|-465.6232233|-6.002164865|5.7232816060000005|10.05480253|4672.843578|-234.0844297|0.027586169|-73.59089223|812.3355548|388.171611|1.0|0.0|1.0|3.31|0.11|20.0|-5.49|2.59|3.42|48.53|0.0|0.0|0.0|2.0|24.0|3.0|313.36|0.0|1.0|-3.84|215.0|0.000144|45.0|2.5|0.00101|-0.02974|4.7089|3.9305|-1006.664619|-1006.641541|539.15|0.2425|401.64|-1006.501585|0.0777|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242
4g_a49|0|0|0.0|2|2|4.107873566|-0.087219006|4|0.036761229|-0.085731041|-0.328081947|0.08591712|2|-0.146265064|-0.066023903|-0.311927917|4|0.7559263270000001|0.626581708|2|-0.061465364|-0.0666753309999999|0.736530693|-61.24875669|151.0705543|0.139812173|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|0.6273572239999999|-2.000259924|-61.03291321|80.12633309|0.48934952|857.1564845|-1993.210915|-24.82733433|9.28937554|18.19125978|11516.07629|-1986.186746|0.023762615|-253.8168226|3177.154639|1714.878736|0.0|0.0|1.0|4.83|0.1|42.0|-13.67|6.09|7.56|116.3|2.0|0.0|0.0|0.0|51.0|7.0|663.73|1.0|0.0|-7.43|2.24e-05|3.72e-08|2.47e-05|5.28|1.4199999999999998e-11|-0.06458|4.3116|3.6269|-2147.721319|-2147.66293|985.89|0.1389|662.84|-2147.217543|0.0265|3.4099|-0.21545|0.05838924|-2147.295787|4.5147|106.0|6.9747
10_a1|1|0|3.261363142|0|0|0.0|0.0883621719999999|1|0.037578348|0.049971022|-0.621976404|0.010430299|1|0.107434253|-0.042643966|-0.623957903|1|0.7227844929999999|0.658433571|0|-0.116648443|-0.10949971|0.126889306|-65.97424138|212.8090837|0.330036242|186.6625065|-0.045402319|-35.02707638|4.718623023|0.8340962559999999|-1.861495069|-37.31383317|74.31719486|0.459673515|378.9193385|-1052.827816|-14.52342192|7.376231317999999|13.65143394|5192.858899|-595.4602985|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|0.0|1.0|3.0|0.0|23.0|-8.02|4.86|5.06|78.87|2.0|0.0|0.0|1.0|27.0|5.0|359.35|0.0|0.0|-4.73|0.00372|1.87e-05|0.00673|3.64|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|-1223.125689|585.51|0.6754|464.77|-1222.969096|0.6754|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|1.5|5.8239
4i_a46|0|0|0.0|1|1|2.184105962|-0.167244168|1|0.049498645|-0.088884176|-0.127450387|-0.125773054|1|-0.133434195|-0.091288438|-0.22302552|1|0.749522825|0.7172344890000001|0|-0.058565229|-0.075208437|0.263514985|-33.08099617|67.51603424|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|4.997521397|0.763831778|-1.278543436|-18.68604171|41.92840157|0.406629719|531.4066842|-722.1945751000001|-7.998762108999999|6.218233741000001|10.47951666|4893.587424|-407.9368676|0.011626803|-298.0546045|945.4890404|579.2365607|0.0|1.0|1.0|3.88|0.36|17.0|-7.3|4.79|5.07|39.94|1.0|0.0|0.0|1.0|26.0|3.0|347.45|0.0|1.0|-5.04|0.00403|9.13e-06|0.00317|4.38|1.75e-05|-0.01646|5.3987|4.4232|-1092.730494|-1092.70435|611.74|0.2805|546.24|-1092.473422|0.1421|2.8538|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132
