molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
3b_a12|0|0|0|0.0|0.0|0|0.0|1|1.283824445|0.156777705|-0.007916598|0.0|-0.043495794|2|0.0375|-0.1215705419999999|-0.332497127|-0.065558712|10.9540388|0|-0.003019113|-0.071149325|-0.116772665|1|0.914614654|-0.008328578|-0.007397776|0.802482465|0|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|0.096795301|-0.034016616|-24.04018959|0.0|-17.50314491|-17.73486237|38.97406803|2186.64676|470.8937285|-691.6596323|1935.211747|6.6333156660000006|10.88757628|0.64134753|120.5265876|23.06757345|0.0166212889999999|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|0.05|-8.1|3.14|37.28|3.99|1.0|0.0|102.53|0.0|-4.26|24.0|-5.65|332.79|0.0|1.0|-4.64|0.0184|0.00759|0.0|0.0|7.91e-09|-0.07091|4.2092|3.96|3.7741|-1410.947421|328.51|0.5013|294.55|426.66|-1410.826913|-0.15229|5.9551|-0.2232|0.02444371|49.0|7.3098|7.3098
3e_a32|1|1|1|3.501917045|0.0|0|7.773594467000001|0|0.609420788|0.015619823|-0.006553709|5.733341277|-0.058503168|0|0.044949495|-0.057366352|-0.275255791|-0.114649277|10.31100276|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|-0.061561535|-0.12378337|0.77923808|1|-0.100056595|0.0124235339999999|-39.56206964|-53.92151824|47.09895162|0.131830389|-0.030786645|-29.05885545|0.0|-21.32040233|-16.59123638|46.25723848|2212.661182|467.865447|-647.0582188|1732.3689949999998|5.863649531|10.68709999|0.822602107|121.1171726|21.40099522|0.012891628|-296.6758413|834.6388134|6.94742943|1.0|1.0|1.0|1.0|1.0|1.0|0.24|-6.92|5.24|110.94|1.94|1.0|0.0|97.86|0.0|-6.52|23.0|-5.2|340.47|0.0|0.0|-5.18|0.000103|0.00225|0.0|0.0|1.2099999999999998e-07|-0.0534399999999999|3.5589|3.52|3.5589|-1672.722302|348.38|0.2914|348.38|456.76|-1672.576776|-0.14754|3.4537|-0.20098|0.02588637|8.0|8.0862|8.0862
7s_a46|0|0|0|0.0|0.218897825|1|7.727094485|1|1.160371307|-0.0778653109999999|-0.005351046|5.533389489|-0.076841616|1|0.044509804|-0.210750635|-0.240797051|-0.005405515|10.94651358|1|0.005577925|0.012197837|0.018964141|1|0.778692012|-0.036284605|-0.030371026|0.768056188|0|-0.083011849|0.008871171|-48.61321955|-41.72189594|166.3052939|0.141211538|-0.031623562|-20.9694955|0.0|-24.43308641|-15.894055599999998|53.07188519|1982.695462|431.6285339|-667.5503351|1619.4591|5.565371272|9.829721631|0.7662292690000001|90.5248694|19.38565529|0.01122216|-321.55195330000004|814.1975221|5.640276426000001|0.0|1.0|0.0|1.0|1.0|1.0|0.26|-6.08|3.9|50.94|2.39|0.0|0.0|91.19|0.0|-4.07|23.0|-5.81|305.37|0.0|1.0|-4.24|0.0262|0.0176|0.0|0.0|8.39e-07|-0.02024|5.2972|3.54|4293.0|-974.7707066|288.81|0.4164|234.06|446.63|-974.615216|-0.17923|2.4286|-0.19947|0.036050328|1985.0|5.7022|5.7022
IN1233_a59|1|0|0|3.463603867|0.0|0|6.842683282|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.011236836|10.93301779|1|-0.004071701|0.001996439|0.003282792|2|0.809917509|-0.107446431|-0.090732503|0.778639593|1|-0.095213818|0.010831674|-61.73167061|-63.36348363|318.5587088|0.238675351|-0.035929742|-42.16752524|83.1557517|-41.08157616|-23.91074854|68.94000009|2809.840422|506.6510632|-1267.269673|1822.396842|8.011984402000001|15.51626497|0.936631949|125.91272279999998|29.49046561|0.0134658889999999|-413.6607749|1562.994677|8.961363774|1.0|1.0|1.0|1.0|1.0|2.0|0.08|-10.0|4.69|97.55|2.06|2.0|0.0|125.07|0.0|-5.59|32.0|-6.13|419.48|0.0|0.0|-5.16|0.00107|0.0029|0.0|0.0|9.93e-11|-0.05605|5.2194|5.35|3.5355|-1352.326849|350.69|0.2623|237.54|531.14|-1352.073755|-0.14684|5.4004|-0.20289|0.02473496|34.0|7.4685|7.4685
AKLKII_a46|1|0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|-0.129865138|0.156485495|10.96959256|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|-0.0150769919999999|0.064690027|0.687139108|1|-0.089369278|0.010384859|-34.061229|-42.37969553|160.85204040000002|0.162358606|-0.033194303|-20.09682339|0.0|-16.15213359|-15.74102977|38.98582025|2000.353437|397.2168972|-550.9360419|792.7439217|5.83938898|11.22955511|0.92307023|108.05343229999998|20.38625028|0.015584114|-258.10190780000005|713.5187596|7.390123534|1.0|1.0|0.0|1.0|1.0|1.0|0.06|-7.21|3.39|67.35|1.18|0.0|0.0|85.32|0.0|-3.24|22.0|-6.5|287.32|0.0|1.0|-3.58|166.0|0.0764|0.0|0.0|6.18e-08|||||||||||||||181.0|6.7423|6.7423
18a_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.194229606|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|2|0.038167849|0.062229409|-0.170732995|-0.018419483|10.31286118|1|0.007325341|-0.037072518|-0.06333068|2|0.761417363|-0.039007784|-0.035531959|0.7291583840000001|1|-0.078181889|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|0.068371614|-0.03097773|-34.36707071|0.0|-24.58404782|-20.53845469|43.39683067|2857.88027|617.676232|-1088.538099|2331.966135|7.39539242|14.59524518|0.973559258|121.2825364|25.136651|0.011486699|-420.4420243|1332.242503|7.615762647|1.0|1.0|1.0|1.0|1.0|1.0|0.08|-9.78|5.72|87.72|2.88|2.0|1.0|133.85|0.0|-6.33|32.0|-5.58|435.54|0.0|0.0|-5.77|0.000202|0.000744|0.0|0.0|1.67e-10|-0.05591|5.4965|4.51|3.1711|-1675.2501519999998|390.98|0.3234|225.57|556.26|-1674.982248|-0.15732|3.1313|-0.21323|0.02456497|94.0|7.0269|7.0269
9o_a24|1|0|0|2.9340792330000003|0.0|0|6.605297921|1|1.294229152|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|-0.387865233|-0.097596429|10.94506726|1|0.002019902|0.00177843|0.00294424|2|0.738419215|-0.0062180169999999|-0.000453155|0.7086274779999999|0|-0.08834189|0.018492771|-51.29122728|-51.14964436|32.50178358|0.229726192|-0.032911684|-29.61546471|44.8382925|-29.69744072|-19.05574986|61.99847688|2892.333138|445.9858336|-971.8432428|1906.512273|6.080741586|11.83284872|0.945954873|192.1999837|28.52459128|0.026064002|-194.5965258|1454.754155|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|0.04|-7.91|4.36|92.79|1.23|1.0|0.0|120.73|0.0|-4.49|32.0|-6.83|421.45|0.0|0.0|-4.4|0.0137|0.0167|0.0|0.0|1.24e-08|-0.04527|5.8802|4.41|4.2643|-1388.094657|290.75|0.1409|210.85|432.84|-1387.887227|-0.17826|4.3816|-0.22353|0.0533144|446.0|6.3507|6.3507
12a_a32|1|1|1|3.442930603|0.0|0|7.765993078999999|0|0.609420757|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|-0.463563696|-0.031249617|10.31100269|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.018578911|-0.125149165|0.7507116140000001|1|-0.109151429|0.016535497|-53.20970382|-68.06885478|111.9735444|0.211297677|-0.0308471429999999|-42.44899997|62.28768050000001|-33.18255791|-19.23685026|63.52154605|2572.916338|491.8493928|-884.8951120999999|3030.946307|7.083688576|13.03685125|0.840404348|207.2244662|28.81034388|0.021399091|-209.1696096|1325.275819|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|0.26|-7.65|4.19|140.04|1.1|1.0|0.0|110.47|1.0|-6.01|27.0|-6.32|397.52|1.0|0.0|-4.5|0.000389|0.0126|0.0|0.0|2.23e-08|-0.05222|3576.0|4.63|3576.0|-1880.734215|346.71|0.2908|346.71|548.66|-1880.539078|-0.14827|3.0517|-0.20049|0.03682626|25.0|7.6021|7.6021
16_a15|0|0|0|0.0|0.0|0|0.0|0|0.300207157|0.072882981|-0.008593957|0.0|-0.463771194|2|0.035555556|-0.003882928|-0.4898555739999999|-0.109386268|10.31928197|0|-0.00379317|-0.046871961|-0.0764246109999999|2|0.787100127|0.080837546|-0.018331526|0.72660548|0|-0.101500719|0.0070920509999999|-60.63825695|-69.38556779999999|53.93878231|0.276402595|-0.039472502|-47.4317527|17.68542055|-41.45211893|-26.98327637|65.48636021|3173.773379|494.6488764|-1457.096924|3014.308422|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|31.07023998|0.009783192|-503.7568532|1677.792959|6.687758643|1.0|1.0|1.0|0.0|1.0|2.0|0.08|-9.21|6.02|115.58|1.72|2.0|0.0|124.45|0.0|-6.0|32.0|-6.27|446.52|1.0|0.0|-5.21|0.000442|0.00274|0.0|0.0|6.1e-10|-0.04082|4.1731|8.26|4.1295|-1770.448668|300.24|0.3809|297.1|600.98|-1770.217907|-0.16871|8.0361|-0.20953|0.06079704|21.0|7.6778|7.6778
12am_a36|1|0|0|3.340519946|-4.723487246|0|7.412764017000001|2|1.240140551|0.088482802|-0.015884751|5.351858133|-0.297354748|2|0.044036281|0.122824831|-0.921315581|-0.050505733|10.9602097|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|-0.0147665219999999|-0.05754717|0.624142499|0|-0.118101664|0.017590648|-63.19394154|-81.59051640000001|128.69607109999998|0.185013456|-0.045928425|-56.3667958|1.038361162|-43.65752487|-31.72964526|75.34643812|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|8.772646622|17.01968794|0.940085891|146.228847|40.24894481|0.020179019|-398.3921535|2173.44302|13.94067198|1.0|0.0|1.0|1.0|0.0|2.0|0.17|-7.14|4.04|78.43|2.04|2.0|0.0|130.43|0.0|-5.2|34.0|-6.4|465.43|0.0|0.0|-5.07|0.00291|4.0|1.0|0.0|7.24e-08|-0.0569799999999999|5.2317|4.86|3.8606|-1645.169789|321.15|0.4894|236.99|562.14|-1644.952145|-0.15658|5.9258|-0.21356|0.03550681|0.06|7.2218|7.2218
1a_a5|0|0|0|0.0|0.0|0|6.605297921|1|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.075791863|-0.078562954|-0.132197351|10.9502215|0|0.00549829|0.069867374|0.114184614|2|0.8309401009999999|0.11504495|-0.008431181|0.808272639|0|-0.075618812|0.008036994|-36.19957997|-38.07869556|83.60943679|0.166361767|-0.027665419|-19.17495143|0.0|-18.22870183|-13.93123008|40.24669785|1940.139869|419.7878208000001|-571.1804334|902.6910106|6.199179484|11.38004491|0.835734058|138.1496441|19.19815378|0.016493595|-227.2618539|787.1243051|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|0.16|-7.15|1.42|37.81|2.09|0.0|0.0|93.49|0.0|-2.6|23.0|-6.58|298.34|0.0|1.0|-3.44|755.0|109.0|0.0|0.0|7.13e-08|-0.1040099999999999|4.6707|2.85|2.8332|-951.110826|437.61|0.2109|265.45|386.8|-951.178584|-0.12226|4.4956|-0.2262699999999999|0.028664612|107.0|6.9706|6.9706
17a_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.373200859|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|-0.248224991|-0.0688716509999999|10.93106298|1|0.006423059|-0.047099434|-0.07654898|2|0.6741827509999999|0.168247187|0.0114970419999999|0.659740852|1|-0.079378741|0.012665055|-44.46905084|-56.61512986|93.75234138|0.125413071|-0.0297670279999999|-40.379488|80.30332825|-31.71656603|-21.2306737|53.50212109|2907.309477|623.7797651000001|-1188.917727|2432.071525|8.996672966|16.93624014|0.882500365|174.0415044|28.08362601|0.015373381|-365.1448527|1572.683056|10.96472369|1.0|1.0|1.0|1.0|1.0|1.0|0.11|-9.98|5.31|72.7|2.67|2.0|0.0|131.06|0.0|-5.12|33.0|-6.18|433.5|0.0|0.0|-5.13|0.00325|0.00323|0.0|0.0|1.05e-10|-0.05255|5.2683|6.04|3.9347|-1391.588873|315.11|0.4076|235.34|598.67|-1391.321455|-0.16304|3.4677|-0.21559|0.0362293|25.0|7.6021|7.6021
7l_a46|0|0|0|0.0|0.256706467|1|7.727094485|1|1.160371354|-0.2644255789999999|-0.00090473|5.533389489|0.017668261|2|0.04006734|-0.203375108|-0.038903382|-0.074511843|10.9642261|1|0.0125870169999999|-0.087877164|-0.143129469|2|0.659888413|-0.1237456669999999|0.076724694|0.6539666829999999|0|-0.06289606|0.011594057|-27.30136533|-30.34397256|8.13531199|0.092851886|-0.022013621|-14.63933792|51.39110437|-13.17144326|-10.620390400000002|32.8948756|1920.310099|437.65027010000006|-424.8156159|1246.417766|5.273701985|9.825660656|0.863142947|156.9538706|15.74158869|0.016330867|-168.5385796|629.6635476|7.878766604|1.0|1.0|0.0|1.0|1.0|0.0|0.28|-6.29|3.59|43.6|1.89|0.0|0.0|86.96|0.0|-3.18|22.0|-6.22|290.36|0.0|1.0|-3.72|0.1939999999999999|0.0548|0.0|0.0|5.19e-07|-0.03324|4.5464|2.42|4.5464|-915.5830363|272.71|0.2024|272.71|414.82|-915.446686|-0.18993|3.3119|-0.2231699999999999|0.025086919|1.94|5.7122|5.7122
12aa_a36|1|0|0|3.4172704080000003|0.0|0|7.412764017000001|2|1.297043479|0.033952382|-0.011588438|5.351858133|-0.135770278|2|0.042560386|0.03597264|-0.672129428|0.010538281|10.95446449|1|-0.004569485|-0.052743904|-0.090926893|1|0.892815402|0.156337925|-0.023185884|0.849217847|0|-0.117270578|0.023617545|-72.94175494|-80.19356964|132.3194611|0.3110547589999999|-0.04126187|-54.83906299|109.0001157|-49.88002793|-28.21625599|89.09222754|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|8.05947774|14.60824604|0.812554922|183.7216658|38.58180913|0.023386634|-316.3903377|2083.417693|15.99256772|0.0|0.0|0.0|1.0|0.0|3.0|0.13|-6.14|0.98|112.29|1.28|1.0|0.0|131.85|0.0|-3.52|32.0|-7.79|424.46|0.0|0.0|-3.45|129.0|152.0|0.0|0.0|7.19e-07|-0.05111|3.8899|3.88|3.8899|-1401.617177|318.73|0.4446|318.73|520.19|-1401.389257|-0.15718|3.5904|-0.20829|0.04550032|9.0|8.0458|8.0458
18c_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604986846|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|2|0.042560386|0.011887112|-0.625122815|0.0119521719999999|10.31163825|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.034468997|-0.058608635|0.802578397|0|-0.1115683|0.019360263|-71.31647561|-75.33411705|384.391404|0.282947974|-0.042101245|-50.86775696|103.215593|-48.15493021|-28.4279687|84.38908035|3002.59061|484.1740985|-1506.682341|3094.729399|7.646050338999999|13.8741593|0.81455244|144.5043388|36.16826708|0.018410634|-386.2200097|1916.918155|12.43138832|1.0|0.0|0.0|1.0|0.0|2.0|0.13|-6.19|1.72|124.74|2.06|1.0|0.0|135.37|0.0|-5.01|32.0|-7.05|441.51|0.0|0.0|-4.3|0.00427|0.0221|0.0|0.0|6.520000000000001e-07|-0.05575|3.4848|4.54|3.4848|-1744.455795|355.78|0.3879|355.78|543.46|-1744.2261030000002|-0.14225|6.6462|-198.0|0.04503016|12.0|7.9208|7.9208
2_a33|1|1|1|3.396444161|0.0|0|7.765993078999999|0|0.609420748|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|0.070526947|10.31100266|3|-0.000810928|-0.083752249|-0.148024156|0|0.787714775|-0.0212158239999999|-0.096644295|0.753434785|1|-0.104047115|0.018451635|-49.13901703|-63.57699532|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|44.34034244|-30.02592687|-19.46234551|60.41371259|2632.195388|500.7570617|-953.6549298|3245.244678|6.152818143999999|11.60906093|0.8867875909999999|181.7248125|27.70055258|0.019430318|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|0.3|-7.67|4.63|140.04|1.33|2.0|0.0|115.28|1.0|-6.35|28.0|-6.17|411.54|1.0|0.0|-4.78|0.000183|0.0069|0.0|0.0|2.13e-08|-0.04967|3.6281|5.11|3.6281|-1920.049452|341.74|0.2911|341.74|525.38|-1919.830424|-0.15012|4.2519|-0.19979|0.02972182|6.0|8.2596|8.2596
10_a32|1|1|1|3.294952523|0.0|0|7.765993078999999|0|0.6094207629999999|0.153272514|-0.016404762|5.733341277|-0.087497559|0|0.03995614|-0.020186906|-0.771023817|-0.028431775|10.31100271|3|-0.00369116|-0.1260956869999999|-0.229450999|0|0.809370315|0.012125768|-0.079818594|0.764217655|1|-0.1223816869999999|0.02575778|-54.55170955|-75.59866726|57.97512956|0.237716043|-0.038939628|-46.69945835|52.24660367|-33.69815077|-24.0541214|70.46302679|2649.882742|470.8845962|-1058.381342|2980.525719|7.079344111|12.86809583|0.81769605|188.6328503|34.62844557|0.025106509|-240.4628923|1523.651605|15.50900878|1.0|0.0|1.0|1.0|1.0|2.0|0.22|-6.99|4.21|149.27|0.88|1.0|0.0|107.14|1.0|-6.04|27.0|-6.44|399.49|1.0|0.0|-4.41|0.000366|0.0155|0.0|0.0|1.0300000000000001e-07|-0.05434|3.6441|4.12|3.6441|-1916.631761|340.24|0.2983|340.24|533.89|-1916.460049|-0.15088|2.4919|-0.2052199999999999|0.03701539|7.0|8.1427|8.1427
1n_a5|1|0|0|2.91912867|0.0|0|6.605297921|0|1.427557749|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|2|0.024388889|0.002508727|-0.3365350029999999|-0.150600424|10.94528897|1|0.004754079|-0.00966135|-0.015850084|2|0.6805709409999999|-0.013686011|-0.087019366|0.656280207|0|-0.081950989|0.023129277|-47.1725036|-47.04056285|63.58796786|0.214789986|-0.030493391|-27.00168194|55.29041202|-27.07741706|-17.50346525|60.44890447|2437.279452|450.71720610000006|-752.6490056|889.4388375|7.881746117|15.27080096|0.937489579|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|16.53002342|1.0|1.0|1.0|1.0|1.0|1.0|0.05|-8.07|3.99|80.76|1.72|1.0|0.0|101.77|0.0|-4.27|27.0|-6.41|356.38|0.0|0.0|-4.18|0.0193|0.0234|0.0|0.0|8.43e-09|-0.06186|4.3838|4.19|4.3838|-1179.169527|282.82|0.3789|282.82|481.06|-1179.018429|-0.17092|0.6234|-0.23278|0.03956123|27.0|7.5686|7.5686
12bh_a36|1|0|0|3.50075137|0.0|0|7.412764017000001|2|1.297043258|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|-0.401249012|0.075747971|10.94728093|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|-0.211972014|-0.0591586759999999|0.857993338|0|-0.09959401|0.017627098|-47.04367494|-66.28126709|83.08294358|0.166508047|-0.035569289|-44.11115058|0.0|-31.30825225|-23.6718811|58.77476595|2773.193279|554.7010591|-1325.625342|2437.805332|7.545637217999999|14.56834609|0.930697921|144.22085800000002|30.2209316|0.015307571|-377.0728785|1692.3721690000002|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|0.21|-7.34|2.5|69.2|2.45|1.0|0.0|133.68|0.0|-4.54|31.0|-6.38|409.49|0.0|1.0|-4.6|0.0117|0.0102|0.0|0.0|4.55e-08|-0.0525299999999999|3.8811|3.79|3.6255|-1311.558898|341.97|0.4386|319.46|575.23|-1311.293683|-0.14915|5.8338|-0.20168|0.03071385|14.0|7.8539|7.8539
5g_a40|0|0|0|0.0|0.0|1|8.149890544|0|0.604913142|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|-0.5611751220000001|0.122088541|10.31198315|2|-0.012008571|0.07917206|0.137067086|0|0.795454476|0.006643696|-0.1312278909999999|0.7733200179999999|1|-0.14338431|0.024937196|-72.93994279|-68.05025116|216.425542|0.32227256|-0.049288357|-32.29667648|0.0|-34.61732609|-23.39227384|84.77514603|2054.810452|321.64971460000004|-748.5527627|593.8133184|6.193485364|12.10939827|0.955183157|120.8573152|31.38430965|0.025660198|-232.8857705|1004.297909|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|0.21|-2.89|2.5|115.96|0.74|0.0|1.0|78.2|0.0|-4.24|21.0|-6.6|301.32|0.0|0.0|-3.37|0.0174|128.0|0.0|0.0|0.0013|-0.0540299999999999|3.48|4.02|3.48|-1328.015099|356.27|261.0|356.27|367.19|-1327.9345529999998|-0.14505|4.9132|-0.19908|0.04070345|123.0|6.9101|6.9101
9_a15|0|0|0|0.0|0.0|0|0.0|0|1.419941378|-0.217598467|-0.009923019|0.0|-0.042227775|1|0.04022792|0.096418279|-0.506073953|0.05688176|10.95880687|0|0.003160815|-0.203104439|-0.295062413|1|0.85357243|0.088615068|0.010183805|0.8105478740000001|0|-0.11668349|0.032464905|-41.10356167|-65.07462414|105.5304352|0.153843684|-0.028575549|-36.29225274|54.69975317|-22.92354152|-15.93664265|59.20930631|2392.3164920000004|471.903131|-780.8954896|1689.926339|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|31.09118831|0.03598612|-14.02896218|1523.4682269999998|20.06953345|1.0|1.0|1.0|0.0|1.0|1.0|0.19|-7.57|4.95|61.84|1.96|2.0|0.0|104.74|0.0|-5.25|27.0|-5.52|366.41|0.0|1.0|-4.81|0.00206|0.00562|0.0|0.0|2.69e-08|-0.0258899999999999|4.3447|3.36|3.7487|-1223.687392|330.74|0.2693|285.37|507.33|-1223.463757|-0.1565099999999999|1.4625|-0.1824|0.01773342|107.0|6.9706|6.9706
28_a47|0|1|1|0.0|0.0|1|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|0.038387534|0.023813594|-0.436042548|-0.00496711|10.95058275|1|-0.010153352|-0.046265509|-0.126992366|2|0.635684951|-0.175007067|0.074217097|0.614975047|1|-0.106779291|0.026080156|-67.33744077|-63.47150284|365.2310214|0.394650655|-0.038135461|-37.72858603|83.61576722|-40.02656804|-22.66839387|82.83994768|2616.1598940000003|359.8303775|-952.0725426|1337.037733|7.864990866|14.91533234|0.8964208090000001|206.7032519|34.75365534|0.031626405|-181.0112167|1459.653524|18.79929562|0.0|1.0|1.0|1.0|1.0|2.0|0.05|-6.92|3.84|98.72|1.67|1.0|0.0|99.2|0.0|-3.67|28.0|-7.22|380.35|0.0|0.0|-3.66|0.0816|0.0824|0.0|0.0|1.2099999999999998e-07|-0.05471|3675.0|3.51|3675.0|-1335.722248|337.37|0.2996|337.37|461.73|-1335.571655|-0.15049|6.0847|-0.2052|0.03698465|25.0|7.6|7.6
7_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.343865525|-0.237954652|-0.001729561|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|-0.076100699|-0.125778587|10.92992954|1|0.008242591|-0.042220092|-0.094000778|2|0.527072036|0.022270259|0.0707653759999999|0.518356619|1|-0.071288428|0.01470626|-32.72992462|-35.88407105|14.01468959|0.174169393|-0.026733161|-18.06277106|79.08210981|-16.47508541|-13.45652664|40.13253521|2286.169166|415.6938929|-538.2610657|1915.566579|5.512905888|9.797542165|0.7772010559999999|141.9530115|18.74189807|0.016800137|-219.4585767|749.6759227000001|8.456594282000001|1.0|1.0|0.0|1.0|1.0|0.0|0.15|-7.46|4.67|43.6|2.82|0.0|0.0|95.07|0.0|-3.81|25.0|-6.03|330.36|0.0|1.0|-4.41|0.0514|13.0|0.0|0.0|3.49e-08|-0.05217|4.0379|2.91|4.0379|-1089.847072|307.05|0.0697|307.05|365.73|-1089705.0|-0.16975|3.9832|-0.2219199999999999|0.02317758|151.0|6821.0|6821.0
13j_a6|1|0|0|3.409065702|0.0|0|7.412764017000001|1|1.430640326|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.041728395|0.07522656|-0.855284356|-0.0951246069999999|10.95129557|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|-0.063948098|-0.079161042|0.830577798|0|-0.129511589|0.03111288|-80.33128667|-86.54032868|180.6709018|0.377035857|-0.046428683|-57.82670518|114.6910805|-53.67779048|-31.02389141|101.1210779|2907.3053210000003|416.2679342|-1644.266245|2634.320708|8.741405506|15.43329684|0.765539515|144.22085800000002|39.56287079|0.0199201689999999|-379.7635712|2096.832152|13.31076198|1.0|1.0|1.0|1.0|1.0|3.0|0.12|-8.5|3.54|115.15|1.18|1.0|0.0|120.17|0.0|-5.03|32.0|-6.81|427.46|0.0|0.0|-4.48|0.00398|14.0|0.0|0.0|3.18e-09|-0.0488899999999999|3.6504|4.94|3.5599|-1426.520775|348.28|0.2857|339.64|555.0|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|262.0|6.5817|6.5817
