molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
14o_a23|0.0|0|1|0.0|-4.758526534|2|1.197958066|0.18835477|-0.014680137|5.351858133|0.046090147|0.135737344|-0.807407518|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|0.416392114|-0.2952674819999999|2|0.000891427|-0.072078004|0.861597051|0.575188253|1|-0.072435569|-0.094138958|0.328340215|-66.92857564|68.19627862|-0.042454824|9.125801389|0.8929505459999999|-2.165196042|80.64694246|64.33441296|0.48945652|-1539.35724|2297.392496|-21.45909668|0.199698446|9.016411722|0.958697036|7967.617129|37.71512766|-427.001863|1923.471511|676.4530574|0.0|1.0|0.0|1.0|1.0|3.55|3.62|0.09|3.97|6.18|114.25|3.04|2.0|1.0|126.97|1.0|-6.89|8.0|-5.94|0.0|0.0|4.31|1.29e-07|6.38e-05|1e-06|0.0004969999999999|1.12e-08|-0.08059|-2042.184285|-2042.161288|729.11|335.19|385.0|335.19|582.89|0.58581|0.58581|-0.1517|5.9294|-0.23229|0.02299729|8.3591|8.4815
3c_a12|0.0|0|0|0.0|0.0|0|0.610140703|0.06235058|-0.009252756|4.59511985|0.039605735|-0.14679559|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|-0.267255164|-0.211367878|1|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|0|-0.071719601|-0.099327724|0.242114395|-50.25579322|79.00277721|-0.033980537|3.384177297|0.0|-1.291260406|61.16334136|42.97583906|0.427357986|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|0.746291708|4629.005722|24.36878988|-207.9738085|926.0140155|380.2468615|1.0|1.0|0.0|1.0|1.0|3.94|2.78|0.12|4.01|2.25|78.41|1.82|0.0|0.0|98.16|1.0|-4.22|4.0|-6.18|0.0|1.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0318|1.67e-07|-0.07463|-1327.498519|-1327.471862|544.65|345.72|0.4687|311.14|399.38|0.43415|0.68067|-0.14572|1.6035|-0.22035|0.02665687|2.3061|7699.0
11_a33|0.0|1|1|3.221176304|0.0|0|0.609352951|-0.151505631|-0.008708023|5.6869753560000005|0.034984568|0.055664124|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|3|0.105574347|-0.232296883|0|0.003391835|-0.014463304|0.921896958|0.781083337|1|-0.070841241|-0.104881435|0.229250542|-50.94714637|69.3240686|-0.030847481|7.95236684|0.0|-1.048814353|68.11455221|50.78279943|0.4673066279999999|-509.4714637|979.349175|-7.278840251|0.447121614|5.24049311|0.8772525659999999|4880.001461|27.10262364|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|1.0|1.0|3.19|2.31|0.13|5.77|4.13|120.17|0.89|0.0|0.0|89.77|1.0|-5.48|4.0|-5.97|0.0|1.0|3.28|3.32e-06|0.00109|4.13e-05|0.0136|5.92e-07|-0.05806|-1669.324638|-1669.304085|506.55|353.74|0.5408|353.74|378.1|0.70381|0.70381|-0.14132|3.1406|-0.19938|0.02055276|4.5998|8.3188
11_a1|0.0|1|0|3.3361517380000003|0.0|0|1.430935838|0.033732316|-0.018080197|5.351858133|0.035620155|0.08043435|-0.867849442|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|0.126722854|-0.117419838|1|-0.069193862|-0.075188762|0.8086124090000001|0.7846345840000001|0|-0.131972845|-0.126108875|0.2027328789999999|-74.35738693|238.4902806|-0.048723884|12.15946748|84.40380304|-2.143850877|89.80732824|98.43720241|0.47723847|-1264.075578|1885.148133|-16.93943154|0.248121855|7.43666407|0.912918113|5798.645137|38.20963621|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|1.0|2.0|3.25|2.31|0.05|4.28|4.23|97.33|1.95|1.0|0.0|105.71|1.0|-5.07|6.0|-6.27|0.0|1.0|3.22|8.48e-06|0.00327|2.17e-05|0.00838|3.35e-08|-0.06546|-1312.462371|-1312.4282380000002|614.86|388.38|0.5573|331.66|471.76|0.68162|0.69914|-0.12916|5.0526|-0.19462|0.03413353|7.1743|6.7696
7s_a46|0.0|0|0|0.0|0.218897825|1|1.160371307|-0.0778653109999999|-0.005351046|5.533389489|0.044509804|-0.210750635|-0.240797051|0.0060802|-0.005405515|10.94651358|-0.020953253|1|-0.327656845|0.018964141|1|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|-0.096723151|-0.083011849|0.249893305|-41.72189594|70.97315818|-0.031623562|2.240932895|0.0|-1.3281895890000002|47.36217237|53.07188519|0.433822088|-667.5503351|1619.4591|-7.988379237|0.1801125439999999|5.565371272|0.7662292690000001|4245.390306|19.38565529|-321.55195330000004|814.1975221|409.9543818|1.0|0.0|1.0|1.0|1.0|3.08|2.33|0.26|3.65|3.9|50.94|2.39|0.0|0.0|91.19|1.0|-4.07|3.0|-5.81|1.0|1.0|3.12|8.590000000000001e-05|0.0262|5.76e-05|0.0176|8.39e-07|-0.02024|-974.8067569|-974.7707066|539.99|288.81|0.4164|234.06|446.63|0.44692|0.69976|-0.17923|2.4286|-0.19947|0.036050328|3.6655|5.7022
14ac_a23|0.0|0|1|0.0|-9.994971573|2|1.1979507740000002|0.0763230759999999|-0.011656739|5.351858133|0.048351548|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|0.068237909|-0.287952039|2|0.1374474|0.054652466|0.834426845|0.537271445|1|-0.0883661019999999|-0.097100967|0.300389872|-73.32014595|51.99287907|-0.043970249|9.597200637|0.327656318|-2.330423202|87.75911516|79.43449928|0.489147172|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|8.122941134|0.95751094|9203.543798|41.10214358|-464.8074813999999|2178.41361|718.3324686000001|0.0|1.0|1.0|1.0|1.0|3.69|3.34|0.12|5.52|8.36|105.02|4.6|2.0|1.0|130.29|1.0|-7.31|10.0|-5.84|0.0|0.0|5.43|4.92e-08|2.69e-05|2.24e-07|0.000123|9.25e-10|-0.08813|-2304.001319|-2303.9786940000004|751.54|341.32|0.3209|309.85|627.76|0.6408|0.69962|-0.15055|6.3004|-0.23868|0.02262555|8.6341|8.3851
47k_a18|0.0|0|0|0.0|0.0|0|1.25117623|0.029145635|-0.0067578909999999|4.844187086|0.033777778|-0.017736343|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|-0.008576013|0|-0.026672956|-0.421027889|0|0.022512501|-0.014398731|0.753132457|0.737517943|0|-0.065324278|-0.088346874|0.3533268229999999|-69.77479556|133.5242222|-0.030255779|9.406543039|58.77865447|-2.208671853|84.23875372|63.50225571|0.467246896|-1744.369889|2009.418849|-18.87222501|0.284695579|9.777177947|0.877042091|7575.637462000001|33.40602576|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|1.0|2.0|4.66|0.0|0.3|2.39|3.17|88.97|2.82|3.0|2.0|154.86|1.0|-5.84|4.0|-6.41|0.0|0.0|2.53|1.44e-06|0.000742|4.65e-06|0.0023899999999999|3.6099999999999997e-09|-0.04359|-1664.756029|-1664.728002|842.29|400.63|0.5920000000000001|400.63|793.48|0.69823|0.69823|-0.1277599999999999|4.1818|-0.17135|0.02802749|5.2253|7.5376
7f_a8|0.0|1|0|2.961566988|0.0|1|1.394802504|-0.139912829|-0.005338193|4.844187086|0.044814815|0.034392285|-0.234880498|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|0.09329746|0.141285105|0|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0|-0.091890536|-0.08790841|0.3155671539999999|-50.01741803|130.7330978|-0.040738044|4.471132824|55.49953831|-1.670259798|55.85651025|60.14140162|0.4513917389999999|-950.3309426|1854.738581|-13.18808857|0.119077775|7.704280774|0.822794279|5662.145174|26.31197491|-433.4681077|1078.790971|446.5544107|0.0|1.0|0.0|0.0|1.0|3.14|3.23|0.0|5.52|5.49|61.58|4.27|2.0|0.0|101.89|1.0|-5.68|4.0|-5.27|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|3.5e-09|-0.07492|-1285.196168|-1285.168078|584.99|356.17|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-0.14506|8.7098|-0.21998|0.02809022|11.6137|4.4479
12bb_a36|0.0|1|0|3.3296932480000003|0.0|0|1.29704416|-0.07834963|-0.008239316|5.351858133|0.04625323|0.096309833|-0.444923056|-0.006877664|-0.018516159|10.96022185|-0.027636036|1|0.2463876689999999|-0.250781298|1|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|-0.090660196|-0.114330726|0.314702945|-73.39466247|199.7440352|-0.038872447|9.094955748|0.0|-1.943622342|88.14984373|72.36704599|0.4808928389999999|-1247.709262|2458.790147|-16.01935076|0.280705922|7.854524291000001|0.926384521|6285.088971|34.69260487|-281.5518699|1734.6302440000002|593.6088758|0.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|3.55|3.0|69.2|2.78|1.0|0.0|123.67|1.0|-3.99|6.0|-6.8|1.0|0.0|2.44|0.000102|0.0424|4.81e-05|0.0201|7.599999999999999e-08|-0.0566799999999999|-1431.4091|-1431.374881|667.88|326.27|0.4172|236.69|515.92|0.38838|688.0|-0.15507|6251.0|-0.21175|0.03421884|8657.0|8.0
13a_a30|0.0|0|0|0.0|0.0|0|0.604984129|0.113424769|-0.011002918|5.351858133|0.042560386|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|-0.065043716|0.006103754|1|0.019603815|-0.058608635|0.885516463|0.802578397|0|-0.109682335|-0.113507021|0.478381813|-76.60916637|204.9120824|-0.042832838|8.456950359|102.6479456|-2.27014041|88.22659517|86.55791128|0.4661332179999999|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|8.066980235|0.873126469|6675.344631|36.14261279|-404.771677|1915.558478|713.7769663|0.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|3.04|1.72|124.74|2.06|1.0|0.0|135.37|1.0|-5.01|5.0|-7.05|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0221|6.520000000000001e-07|-0.0555|-1744.491614|-1744.4457100000002|721.66|351.35|0.1788|245.34|541.59|0.26119|0.6845600000000001|-0.14953|0.7158|-0.20503|0.04590378|1.4855|7.8665
18_a3|0.0|1|0|2.897754472|0.0|0|1.43179288|-0.256375952|-0.003487792|4.59511985|0.034712644|0.08269134|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|0.150826737|-0.064953613|3|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|-0.069839069|-0.0846755|0.217881538|-37.67445366|70.31739201|-0.031753312|2.73114076|0.0|-1.016105994|48.19055867|37.21171433|0.483376636|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|0.935646099|3928.183499|20.70048575|-162.3915791|662.4155441|270.539096|1.0|0.0|1.0|1.0|1.0|2.62|1.81|0.0|3.42|3.08|67.35|0.93|0.0|0.0|80.35|1.0|-2.82|4.0|-6.7|1.0|1.0|2.21|0.0015|411.0|0.000537|147.0|1.49e-07|-0.05769|-889.9619321|-889.9402005000001|482.41|311.79|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-0.1641099999999999|2.6366|-0.2218|0.02173162|3.3664|7.5229
14b_a3|0.0|0|0|0.0|0.0|0|0.605016869|0.143500839|-0.009130444|4.727387819|0.039799383|-0.1551678719999999|-0.356087317|-0.00603969|-0.008040839|10.31162234|-0.102362298|1|-0.288944272|-0.094863591|3|-0.133815639|-0.170297225|0.848135222|0.8255789570000001|1|-0.090994113|-0.100993354|0.379746504|-49.38772279|104.4171556|-0.036469822|3.067822725|82.79166784|-1.312913604|57.87172082|50.77131401|0.487615651|-642.0403962|1289.104749|-8.721397057|0.233084567|4.989782639|0.951659927|4803.535505|23.25478753|-261.0537205|837.1723509999999|358.3503513|1.0|1.0|1.0|1.0|1.0|3.18|2.5|0.06|4.28|3.71|105.82|1.04|0.0|0.0|93.25|1.0|-4.45|4.0|-6.42|0.0|1.0|2.82|3.54e-05|0.0113|0.000103|0.0327|1.28e-07|-0.06676|-1327.514377|-1327.4859310000002|524.27|403.54|0.2276|403.54|368.39|0.70123|0.70123|-0.12942|2.8743|-0.19618|0.02844675|3.8724|6.4202
3d_a32|0.0|1|1|3.503398526|0.0|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|0.041161616|-0.0620110029999999|-0.269655316|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|-0.1131110759999999|-0.1395294259999999|0|-0.069007775|-0.100251236|0.90169022|0.77923808|1|-0.06869526|-0.093187219|0.2214902789999999|-50.45435743|58.01666174|-0.02867299|4.22710649|0.0|-1.118246623|59.15151032|45.000975700000005|0.427813496|-605.4522892000001|1855.167124|-8.405385739|0.2794597139999999|6.15119195|0.747681906|4752.534658|21.54552351|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|1.0|3.34|3.11|0.24|6.97|5.07|110.94|1.94|1.0|0.0|97.86|1.0|-6.55|3.0|-5.18|0.0|1.0|4.32|2.81e-07|9.58e-05|7.36e-06|0.00251|5.13e-08|-0.05482|-1672.758552|-1672.733979|569.29|353.18|0.5031|353.18|465.41|0.7035100000000001|0.7035100000000001|-0.14189|3.2094|-0.19671|0.02457348|5.1728|8.0915
14q_a23|0.0|0|1|0.0|0.0|2|1.19796338|0.141057047|-0.0101981219999999|5.351858133|0.044138322|0.064903564|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.121109106|-0.033435987|2|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|-0.08960718|-0.096370719|0.227948491|-66.16349731|155.7136729|-0.039682061|10.17264683|97.13675614|-2.023785094|79.42966327|76.3369885|0.472004985|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|8.732265278|0.893957277|6982.066379000001|35.04742005|-380.8178266000001|1787.418422|693.3423458|0.0|1.0|1.0|0.0|2.0|3.52|2.66|0.04|2.57|3.12|148.11|2.28|1.0|1.0|128.38|1.0|-5.21|5.0|-7.33|0.0|0.0|2.62|6.11e-06|0.00278|4.03e-05|0.0183|1.11e-07|-0.08159|-1798.645459|-1798.6108739999995|714.22|340.33|0.4943|340.33|554.59|0.5949|0.5949|-0.14854|8375.0|-0.23013|0.03458552|12.0503|7.8069
3d_a12|0.0|0|0|0.0|0.0|0|1.28383852|0.092417272|-0.008186708|0.0|0.038787879|-0.166233441|-0.360215148|-0.00259095|-0.002185753|10.95472859|-0.058191686|0|-0.282667477|-0.237203828|2|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|0.2443206489999999|-49.24083018|74.63869204|-0.035063929|2.9374091630000003|0.0|-1.437621096|57.52228251|40.06333231|0.472404561|-738.6124526000001|1205.356874|-9.255608086|0.22571647|5.786006004|0.89539167|4509.417998|23.26659057|-281.8395348|953.9302134|410.9162081|1.0|1.0|0.0|1.0|1.0|3.98|2.71|0.11|3.37|2.19|50.17|2.26|0.0|0.0|100.28|1.0|-3.52|4.0|-6.22|1.0|1.0|2.67|0.000302|0.0945|0.000123|0.0385|3.08e-08|-0.06842|-1006.727999|-1006.704001|548.21|328.71|0.3336|294.4|411.35|0.53114|0.6572100000000001|-0.15387|2.2068|-0.22229|0.02399772|3.0037|7.6021
19_a4|-3.21497177|0|0|0.0|0.0|1|0.29641517|-0.121320311|-0.0023503029999999|5.4161004020000005|0.040511696|-0.052325802|-0.105763614|0.006243904|-0.211341677|10.30966825|-0.136621315|1|-0.086166959|-0.042058265|1|0.152550043|-0.190513834|0.834377354|0.514505012|0|-0.070677568|-0.0759826109999999|0.285282038|-41.82665583|98.66465411|-0.028945757|3.946149569|13.25878373|-1.215721775|49.73882261|46.07495776|0.460486754|-669.2264932|1697.595595|-8.771275759|0.235119747|5.9448291|0.85352261|5232.561157|20.83197214|-291.6208078|874.9428297000001|450.6848883|0.0|1.0|0.0|1.0|0.0|3.46|2.52|0.16|2.97|4.32|73.23|2.16|1.0|0.0|98.19|1.0|-3.81|4.0|-6.58|1.0|1.0|2.92|0.000156|0.0547|0.000106|0.0373|8.070000000000001e-07|-0.05294|-1446.939719|-1446.909868|583.39|296.2|0.3806|296.2|500.34|0.67535|0.67535|-0.17004|5.8295|-0.22298|0.02985188|7.1079|4.71
12c_a30|0.0|0|0|0.0|0.0|0|0.604984133|0.045997203|-0.006900253|5.351858133|0.042804233|-0.0983590219999999|-0.3657134279999999|0.00372838|0.019094532|10.31162888|-0.072247675|1|-0.172653074|-0.090173435|1|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|0|-0.076777688|-0.096482247|0.39541773|-62.99109515|101.8928318|-0.037411484|6.768942632999999|0.0|-1.833162702|72.5855533|60.4942895|0.452966315|-1196.830808|2456.062146|-15.946612|0.193871231|7.652098812999999|0.828040991|6403.739746|30.29927658|-399.7292126|1484.664552|652.8825454|0.0|1.0|1.0|0.0|1.0|4.62|0.0|0.14|4.47|3.27|81.65|3.31|2.0|0.0|132.29|1.0|-5.93|4.0|-5.75|0.0|1.0|3.11|1.19e-06|0.0005139999999999|3.61e-06|0.00156|6.03e-08|-0.0542299999999999|-2035.373591|-2035.339256|695.96|351.37|0.2155|245.12|541.39|0.32037|0.68457|-0.1496299999999999|3.7377|-0.2038599999999999|0.03433522|4.7893|7.9914
16d_a32|0.0|1|1|3.311658163|0.0|0|0.609420775|0.170838661|-0.017249763|5.733341277|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|0.021406827|-0.239509216|0|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.091212351|-0.11491796|0.41654798|-67.07571683|142.7146582|-0.036437402|10.90312918|48.61700321|-1.493933474|86.50964771|71.91900971|0.4429631189999999|-871.9843187999999|3152.666302|-12.41372827|0.384250302|6.221435089|0.79521327|5768.495166|34.53986301|-135.1223777|1416.134383|457.7130665|0.0|1.0|1.0|1.0|2.0|3.35|3.01|0.18|5.26|3.82|149.27|0.65|1.0|0.0|102.33|1.0|-5.65|5.0|-6.62|0.0|1.0|3.12|2.22e-06|0.000856|6.659999999999999e-05|0.0257|2.55e-07|-0.05068|-1877.360551|-1877.332369|621.59|341.83|0.2915|341.83|489.97|0.70217|0.70217|-0.15009|3.2048|-0.20077|0.02818209|3.8853|8.1135
12a_a32|0.0|1|1|3.442930603|0.0|0|0.609420757|0.087371302|-0.009460484|5.733341277|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.024155151|-0.1534110109999999|0|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|-0.085324121|-0.109151429|0.288267255|-68.06885478|131.7691491|-0.0308471429999999|6.430656017|62.28768050000001|-1.4189685719999998|81.41372467|63.52154605|0.456641145|-884.8951120999999|3030.946307|-11.99645651|0.332293625|7.083688576|0.840404348|5656.0082|28.81034388|-209.1696096|1325.275819|557.1050635|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|-6.01|4.0|-6.32|0.0|1.0|3.6|9.78e-07|0.000389|3.17e-05|0.0126|2.23e-08|-0.05222|-1880.771042|-1880.734215|667.68|346.71|0.2908|346.71|548.66|0.7025600000000001|0.7025600000000001|-0.14827|3.0517|-0.20049|0.03682626|4.2371|7.6021
6a_a31|0.0|1|0|3.3855253210000003|0.0|0|0.610184884|0.038376178|-0.01694403|5.6869753560000005|0.0357275129999999|0.08881108|-0.779425376|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|0.1533239019999999|0.001117583|0|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|-0.132158278|-0.126430958|0.259133072|-74.23718620000001|251.216265|-0.045153913|11.79563339|98.49408082|-1.896464366|92.52963742|97.68889243|0.478330896|-1113.557793|1671.917893|-15.56795422|0.307253701|7.516549303|0.916923952|5908.282843|38.27271371|-226.3518866|1607.453976|479.200937|1.0|1.0|1.0|1.0|2.0|3.42|2.51|0.05|4.68|3.69|131.36|1.13|1.0|0.0|104.73|1.0|-5.22|5.0|-6.69|0.0|1.0|2.96|6.09e-06|0.00238|4.55e-05|0.0178|1.11e-07|-0.05563|-1613.34153|-1613.295461|607.79|349.96|0.6404|349.96|447.66|0.70416|0.70416|-0.1428|7.7514|-0.19843|0.04606915|11.2387|5.9586
11b_a5|0.0|1|0|2.943854668|0.0|0|1.277648917|-0.2023158669999999|-0.003900104|4.59511985|0.023988604|-0.067519041|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|1|-0.108457009|-0.017658026|2|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.07633373|-0.080664777|0.378154801|-48.42513182|75.80248447|-0.029332646|5.900883275|1.880682804|-1.290636432|62.16286481|55.65456427|0.456131351|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|0.83867925|5107.577902|26.35133256|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|1.0|2.99|2.55|0.1|5.38|4.82|63.69|2.01|2.0|1.0|106.58|1.0|-4.65|4.0|-6.03|1.0|1.0|3.68|2.26e-05|0.00853|2.04e-05|0.00767|7.109999999999997e-10|-0.0418399999999999|-1564.761898|-1564.72614|635.55|295.32|0.5806|275.55|511.28|0.61027|0.6284|-0.17107|1.9569|-0.21291|0.03575776|2.8531|7.7212
9_a10|0.0|0|0|0.0|0.0|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|0.03590535|-0.048732912|-0.285441469|0.007316125|-0.1189611519999999|10.92721632|-0.1048161059999999|1|-0.079150788|-0.239634564|2|-0.000865755|-0.169389445|0.837889476|0.692424727|1|-0.057690053|-0.084348428|0.6816795959999999|-59.80726117|92.56988349|-0.028592687|6.959437141|59.95939417|-1.686968561|71.07688871|50.72029356|0.45291714|-1196.145223|2284.568215|-14.37503199|0.26870822|8.765421221|0.827876677|6606.83687|27.72306267|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|1.0|4.0|3.2|0.23|3.69|3.68|75.94|1.81|1.0|0.0|130.71|1.0|-4.23|5.0|-6.87|1.0|0.0|3.07|5.920000000000001e-05|0.0259|3.64e-05|16.0|1.17e-08|-0.06118|-1410.041793|-1410.005954|740.24|332.32|0.4138|222.72|631.5|0.2242|0.68962|-0.15045|2.9927|-0.21163|0.03583924|4942.0|6.7144
4c_a49|0.0|0|0|0.0|0.0|1|1.343847672|-0.048954892|-0.0057600559999999|5.4161004020000005|0.03583878|-0.099764463|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|-0.163476035|-0.001647802|2|-0.052237757|0.010868461|0.826523164|0.752601535|1|-0.087753156|-0.086290519|0.407675441|-55.59622798|153.60017230000005|-0.029809452|5.014223225|59.70585149|-1.639519861|66.77901229|64.32113331|0.473304159|-1056.328332|1683.872161|-12.37423857|0.275946172|8.474369008|0.898629005|6046.668361|26.5256103|-288.71184960000005|1458.908567|707.2397315000001|1.0|1.0|1.0|1.0|2.0|3.49|2.97|0.25|3.55|3.19|98.72|1.47|1.0|0.0|120.43|1.0|-3.5|5.0|-7.53|0.0|1.0|2.6|0.000314|0.13|0.000265|109.0|1.07e-08|-0.0623299999999999|-1332.647233|-1332.607539|705.55|325.7|0.2411|216.0|533.87|0.4164199999999999|0.67789|-0.15925|3.4931|-0.22158|0.03969431|4.9358|6.5935
1l_a5|0.0|1|0|2.964063799|0.0|0|1.270375394|-0.244609612|-0.00183668|4.59511985|0.025672515|-0.111303801|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|-0.179824092|0.043915678|2|-0.174469948|-0.091849662|0.818803517|0.71872376|0|-0.068685233|-0.067755283|0.357062421|-38.27406105|61.974288|-0.026512937|2.506287665|0.0|-1.219595099|45.64819758|43.23617395|0.47265823|-688.9330988|903.1631908|-8.460199385|0.230593886|7.401206343999999|0.896303416|4665.793689|19.46541135|-304.3678822|895.4089219|518.5792364|1.0|0.0|1.0|1.0|1.0|2.98|2.67|0.14|5.56|5.32|54.46|2.57|1.0|0.0|105.07|1.0|-5.04|3.0|-5.4|1.0|1.0|4.06|9.06e-06|0.00308|1.04e-05|0.00356|1.4800000000000003e-09|-0.04149|-1069.261615|-1069.229786|609.85|283.95|0.4921|267.19|486.81|0.45892|0.57392|-0.1779|2.1987|-0.21939|0.03182983|3.3694|7.4949
12e_a36|0.0|1|0|3.490984269|0.0|0|1.29704412|-0.064019914|-0.007100632|5.351858133|0.040899471|0.144415507|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|0.244642918|-0.1763783589999999|1|-0.010494913|-0.144846626|0.847602953|0.856274847|0|-0.07049439|-0.100988761|0.4347714629999999|-64.2330904|102.9838531|-0.036203518|7.71202397|5.735288795|-1.918786459|75.50154216|56.96241436|0.466721981|-1220.428718|2309.239105|-14.64611103|0.238923581|6.767371321000001|0.875194483|5929.071389|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|0.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|3.24|2.19|69.2|2.24|1.0|0.0|128.72|1.0|-4.16|4.0|-6.55|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|0.02|1.08e-07|-0.04962|-1272.2668210000002|-1272.23645|673.57|337.84|0.4537|323.18|507.03|0.6814600000000001|0.70007|-0.15189|6.5974|-0.20151|0.03037051|8735.0|7.8539
