molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12y_a30|0.0|0|0|0.0|0.0|0|0.604984019|0.048343649|-0.005996863|5.351858133|0.044197531|-0.089502772|-0.353814891|0.00604028|0.061944378|10.31162818|-0.058184644|1|-0.153680104|-0.0922059569999999|1|-0.05346283|-0.095969764|0.8146529229999999|0.803183654|0|-0.070903795|-0.091248521|0.374181804|-61.25585229|101.4221952|-0.034840345|6.751850651|0.0|-1.91621895|69.55490151|57.65603256|0.445723724|-1286.372898|2411.415644|-15.70095045|0.179891855|8.067590558|0.804154433|6301.067405|28.51891948|-429.782246|1568.540572|754.3941655|0.0|1.0|1.0|0.0|1.0|4.86|0.0|0.21|4.87|3.23|81.65|3.25|2.0|0.0|137.21|1.0|-6.04|4.0|-5.64|0.0|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.00148|4.12e-08|-0.05065|-1654.41361|-1654.382468|728.75|357.11|0.2173|238.56|585.59|0.30617|0.6864399999999999|-0.1475|4.7043|-0.19815|0.0311422|5.1209|7.6576
12x_a36|0.0|1|0|3.494913155|0.0|0|0.629399587|-0.058295476|-0.007008724|5.351858133|0.041767677|0.021670322|-0.40650598|0.00285431|-0.054184069|10.33556641|-0.023932402|1|0.038200407|-0.133106642|1|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|-0.0737521679999999|-0.104368092|0.3403819629999999|-70.20305027|110.0434027|-0.036722107|7.974776509|0.8295471390000001|-1.982993755|81.1499815|61.46507585|0.458792701|-1333.8579550000002|2391.802689|-16.61514211|0.223146459|8.770758009|0.847720832|6193.10485|31.79630645|-372.4502879|1717.000548|725.9470896|0.0|1.0|1.0|1.0|2.0|4.87|0.0|0.17|3.33|2.61|94.5|2.51|1.0|0.0|135.47|1.0|-4.85|4.0|-6.64|0.0|0.0|2.33|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|8.95e-08|-0.05311|-1670.452834|-1670.419519|719.63|331.83|0.3901|319.74|569.01|0.6853600000000001|0.68112|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|7.2812|8.1549
47d_a18|0.0|0|0|0.0|0.0|0|1.251175994|-0.017398129|-0.006087337|4.844187086|0.032916667|0.069914568|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0.104380139|-0.406388629|0|-0.002494715|0.027971797|0.773981237|0.741366815|0|-0.06394156|-0.087315963|0.445704576|-71.20388424|132.9229494|-0.028722356|10.15469843|58.93717545|-2.182899066|86.29525584|64.59518279|0.481311892|-1780.097106|1947.023498|-19.1002979|0.30185619|9.940531282|0.927940864|7780.945962999999|33.54943497|-323.1621908|2549.757058|1255.618298|1.0|0.0|1.0|1.0|2.0|4.73|0.0|0.32|2.81|3.21|88.97|2.6|3.0|2.0|159.67|1.0|-5.74|4.0|-6.57|0.0|0.0|2.56|1.83e-06|0.000968|5.23e-06|0.00276|1.4800000000000003e-09|-0.04561|-1704.061013|-1704.0327519999998|875.6|398.94|0.5820000000000001|398.94|817.06|0.69905|0.69905|-0.12844|3.7605|-0.17405|0.02826074|4.2225|8.0969
22_a4|0.0|0|0|0.0|0.0|1|1.399866564|-0.043165663|-0.006436201|5.4161004020000005|0.044357639|0.004808337|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|1|0.00771584|0.034720243|1|0.086940934|-0.037423832|0.8404413829999999|0.755510052|0|-0.09491995|-0.089955967|0.242642229|-43.23011833|66.70156956|-0.036468635|2.47167963|0.0|-1.349339509|48.65880447|50.75888571|0.4359219589999999|-648.451775|1477.437886|-8.422332951|0.155532959|5.495481464|0.772804341|4074.564287|20.75359108|-331.080892|767.88287|338.71903330000004|1.0|0.0|1.0|0.0|1.0|3.3|2.2|0.11|3.19|3.54|50.94|2.09|0.0|0.0|87.12|2.0|-3.77|3.0|-5.91|1.0|1.0|2.81|0.000172|0.0497|0.000104|0.0301|5.77e-06|-0.03046|-934.2706743999998|-934.240411|519.39|305.85|0.1675|277.43|400.29|628.0|0.65771|-0.16754|3.5548|-198.0|0.030263407|5.4110000000000005|7.3279
10_a1|0.0|1|0|3.261363142|0.0|0|1.435871163|0.0883621719999999|-0.014135827|4.727387819|0.037578348|0.049971022|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|0.107434253|-0.042643966|1|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|-0.116648443|-0.10949971|0.126889306|-61.93104798|186.6625065|-0.045402319|4.718623023|64.49041745|-1.861495069|70.6564636|74.31719486|0.459673515|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|0.850732895|5192.858899|30.78628757|-377.9175542|1262.237791|433.2550452|1.0|0.0|1.0|0.0|2.0|3.0|2.18|0.0|4.86|5.06|78.87|2.78|2.0|0.0|99.61|1.0|-4.98|5.0|-5.91|0.0|1.0|3.7|1.04e-05|0.00372|1.87e-05|0.00673|9.53e-09|-0.06802|-1223.159954|-1223.125689|585.51|363.94|0.6754|363.94|464.77|0.70345|0.70345|-0.13576|5.3861|-0.20378|0.03426532|7807.0|5.8239
19b_a38|0.0|1|0|3.26554965|0.0|0|1.297044256|-0.122009545|-0.008652352|5.351858133|0.044392765|0.013765516|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|0.035216067|-0.250781298|1|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.086013549|-0.11557289|0.336505882|-71.73053105|168.00390359999997|-0.041606241|8.643817972|0.0|-2.0803120280000003|84.49751102|67.31146923|0.478948837|-1291.149559|2436.66785|-16.02708787|0.240363041|7.159317935|0.91919733|6518.872269|33.99385836|-322.28833010000005|1699.692918|593.6088758|0.0|1.0|1.0|0.0|3.0|4.82|2.37|0.14|3.55|3.11|81.23|2.78|1.0|0.0|125.65|1.0|-4.25|5.0|-6.81|0.0|1.0|2.94|5.68e-05|0.0238|4.67e-05|0.0196|7.599999999999999e-08|-0.05031|-1431.414099|-1431.38073|646.81|330.55|0.4634|231.18|485.64|0.38952|0.69411|-0.15414|5.5253|-0.20445|0.03336932|6.3396|7.9172
13_a1|0.0|1|0|3.409865599|0.0|0|1.430073963|-0.046530797|-0.012199718|5.351858133|0.036382114|0.1129747169999999|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|1|0.1769162319999999|-0.120034915|1|-0.051729721|-0.150485437|0.825117597|0.833702788|0|-0.111667908|-0.10668313|0.207843387|-62.04288975|186.4137189|-0.040302516|11.41059871|528.3795274|-1.813613202|77.55889436|84.56244352|0.477212829|-1054.729126|1786.445642|-13.63090514|0.291737016|7.493979856|0.912824292|5456.353212|33.09282789|-242.2358135|1489.177255|505.2124255|1.0|1.0|1.0|1.0|2.0|3.35|2.83|0.09|4.75|3.87|80.26|1.74|1.0|0.0|104.88|1.0|-4.29|5.0|-6.48|0.0|1.0|3.23|5.16e-05|0.0192|4.58e-05|17.0|1.14e-08|-0.04962|-1238.395767|-1238.367298|613.52|359.55|0.5339|304.01|472.52|0.65363|0.69782|-0.13921|2.7595|-0.18883|0.0284695999999999|3.9446|6585.0
47g_a18|0.0|0|0|0.0|0.0|0|1.251175676|-0.005500039|-0.005817448|4.844187086|0.031179487|-0.048472184|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|-0.071877686|-0.3927204379999999|0|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.065225536|-0.08547236|0.413435809|-72.53379954|140.5114492|-0.029212072|9.653129118|47.07867403|-2.307753726|86.33162323|66.72693367|0.4913566339999999|-1958.412588|2268.439188|-21.03738872|0.268129223|10.33698377|0.966014041|7870.887027|33.87214455|-393.5416883|2675.8994190000003|1347.416568|1.0|0.0|1.0|1.0|2.0|4.87|0.0|0.34|3.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|-6.11|4.0|-6.4|0.0|0.0|2.83|7.76e-07|0.000421|3.01e-06|0.00163|6.04e-10|-0.04413|-1743.375845|-1743.346243|905.71|400.4|0.5955|400.4|874.26|0.69828|0.69828|-0.12789|4966.0|-0.17202|0.02960182|5.9864|8.0458
1_a1 (SKF-104365)|0.0|0|0|0.0|0.0|1|0.626769342|0.011230812|-0.006055958|5.4161004020000005|0.0409444439999999|-0.091086986|-0.218014497|0.000663414|-0.10236005|10.33812228|0.11172918|1|-0.221214316|-0.300426726|1|-0.015406451|0.194988905|0.857919181|0.551667506|0|-0.067997692|-0.081192283|0.2405471019999999|-37.55389489|86.42113499|-0.029524467|2.859900586|63.42504103|-0.9743074|46.32985169|37.63415922|0.416807085|-450.6467387|1551.362941|-6.316296726|0.290255081|5.2735884010000005|0.71469847|4225.4765640000005|19.24066156|-194.0267797|634.9418316000001|297.2783688|1.0|1.0|1.0|1.0|0.0|2.97|2.68|0.12|3.93|4.28|56.01|2.52|0.0|0.0|81.72|1.0|-3.8|3.0|-6.01|1.0|1.0|3.27|0.000159|0.0472|9.65e-05|0.0287|9.93e-07|-0.03482|-1279.084677|-1279.060907|491.18|318.72|0.2178|318.72|358.09|0.70081|0.70081|-0.16142|4.5773|-0.19624|0.02377006|6.9338|5.7959
8g_a12|0.0|1|1|2.897921027|0.0|0|1.28383574|0.10205033|-0.0084227909999999|4.59511985|0.038347953|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|-0.068810076|0.122649613|1|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|-0.076856227|-0.1045061519999999|0.274352085|-57.6443411|78.53214058|-0.042752517|2.7111119089999995|0.0|-1.881110729|61.99654413|47.30807670000001|0.463772637|-1037.59814|1356.883205|-13.00742505|0.09833304|6.882798206|0.864880588|5327.736626|26.15353224|-443.109365|1150.7554189999998|480.0590283|1.0|1.0|1.0|1.0|2.0|4.07|2.51|0.1|3.31|2.07|78.85|2.89|1.0|0.0|109.93|1.0|-4.38|5.0|-6.28|0.0|0.0|2.77|4.15e-05|0.0146|4.61e-05|0.0163|9.98e-09|-0.06432|-1154.321531|-1154.281986|590.93|332.31|0.3786|294.8|418.41|462.0|0.55027|-0.1520099999999999|2.9986|-0.21633|0.03954539|4.2131|5.43
21b_a23|0.0|0|1|0.0|0.0|2|1.197963051|0.094654108|-0.005936474|5.4161004020000005|0.042455556|0.057405955|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|0.107996329|-0.130528352|2|0.131951284|-0.078097375|0.8339434929999999|0.668547062|1|-0.0596425779999999|-0.083105261|0.224930782|-58.25915868|48.56114386|-0.034219814|7.117014296|86.65837165|-1.745210489|67.68046598|51.9633947|0.458461834|-1223.442332|2531.041828|-16.81701905|0.187665282|8.773746105|0.846591917|6919.229053|29.53101081|-437.9110924|1506.081551|712.6737861|0.0|1.0|1.0|1.0|1.0|3.59|3.42|0.08|3.92|4.2|128.81|2.6|2.0|1.0|129.97|1.0|-6.1|5.0|-6.42|0.0|0.0|3.57|8.02e-07|0.000361|6.06e-06|0.00273|1.43e-08|-0.08401|-1761.498874|-1761.4722969999998|735.65|342.15|0.2607|309.79|611.6|0.57848|0.70139|-0.15033|9.5312|-0.23434|0.02657688|13.2567|7.0691
12au_a36|-3.3109381210000004|1|0|3.422314661|0.0|0|0.2992539489999999|0.074839187|-0.009897048|5.351858133|0.044036281|0.075815782|-0.613616984|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|0.1320241419999999|-0.261631709|1|-0.021932444|-0.058671909|0.877827228|0.750657639|0|-0.090166553|-0.110305773|0.284342092|-79.35600767|216.5471227|-0.038036474|11.16356587|26.04051569|-2.206115469|95.91776213|80.38496714|0.492871181|-1587.1201529999998|2384.109036|-19.68626738|0.283941389|8.963940512999999|0.97188557|7239.100414|38.21494522|-310.873098|2216.466823|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|0.17|1.28|2.15|123.75|0.84|1.0|0.0|142.02|1.0|-3.85|6.0|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.36e-07|-0.0570899999999999|-1876.207937|-1876.156196|752.27|334.15|809.0|241.65|618.65|0.58518|0.70395|-0.15162|6.1367|-0.2087099999999999|0.05174058|8.0814|7.3279
12p_a30|0.0|0|0|0.0|0.0|0|0.604984421|0.038440292|-0.0063403159999999|5.351858133|0.040899471|-0.062956958|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|-0.109773594|-0.09353607|1|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|-0.074356395|-0.094870978|0.371591982|-60.65858419|100.1386407|-0.0364888379999999|6.176226649|0.0|-1.897419563|68.98315679|57.20168999|0.469983155|-1213.171684|2326.5244390000003|-14.91687369|0.180044528|7.392482526|0.886732486|6166.812731|28.4530386|-409.146112|1479.558007|686.039456|0.0|1.0|1.0|0.0|1.0|4.76|0.0|0.17|4.35|2.93|81.65|3.04|2.0|0.0|132.24|1.0|-5.66|4.0|-5.81|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|9.75e-08|-0.05169|-1615.094336|-1615.0623480000002|685.08|354.69|0.1768|238.79|526.91|0.33929|0.68561|-0.14823|4.0456|-0.19992|0.03198743|4.6103|7.7721
14a_a25|0.0|0|0|0.0|0.0|1|1.420015394|-0.092005241|-0.004483962|4.727387819|0.038167849|0.051906412|-0.255585831|0.006085806|-0.046802062|10.93106303|-0.019985937|1|0.085350921|-0.077269115|2|-0.085643386|-0.035531959|0.792935475|0.653818362|1|-0.069657015|-0.084207356|0.326595394|-55.27820709|98.18816423|-0.033365179|5.546443318|58.18995584|-1.76835447|63.96772039|54.17569023|0.492236681|-1160.842349|2142.5112510000004|-14.37809314|0.193247006|7.39139255|0.969421506|6315.975408|27.14918443|-402.7381076|1438.906775|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|3.06|0.08|4.44|4.92|72.7|2.47|2.0|0.0|126.26|1.0|-5.39|4.0|-5.91|0.0|1.0|3.81|4.03e-06|0.0016899999999999|5.13e-06|0.00215|2.58e-10|-0.05083|-1352.298438|-1352.265931|689.55|314.05|0.3529|231.18|548.29|0.42461|0.6714|-0.16347|3.0824|-0.2143|0.03250632|4.1656|6684.0
13m_a6|0.0|1|0|3.415695704|0.0|0|1.429020166|0.031719435|-0.010840005|4.727387819|0.0446875|0.021526267|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|0.037052986|-0.118693789|2|0.156982046|-0.031564227|0.832753533|0.82642394|1|-0.0989137669999999|-0.107644789|0.429009107|-75.05944278|198.3000783|-0.0378750189999999|9.035018118|95.67846949|-2.045251|89.65257305|81.92876874|0.48094941|-1426.129413|2574.030011|-18.41524497|0.263701|8.435961541000001|0.926594475|6412.592679|35.8683143|-329.5370141|1936.888972|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.59|2.18|0.08|4.19|3.76|122.47|0.81|1.0|0.0|127.2|1.0|-4.64|5.0|-7.23|0.0|1.0|2.67|2.27e-05|0.00987|5.24e-05|0.0228|2.1499999999999998e-10|-0.07137|-1423.762467|-1423.712909|726.28|371.67|275.0|316.88|546.69|0.66475|0.64753|-0.13817|4.2913|-0.20954|0.04955777|6.5243|8.0
4p_a46|0.0|0|0|0.0|0.122217892|1|1.134636977|-0.060700883|-0.004413243|5.587248657999999|0.046533816|-0.164311513|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|-0.251219946|0.101602982|0|-0.078703563|-0.1623103719999999|0.7911509609999999|0.751334374|0|-0.0997229069999999|-0.083274013|0.3352802039999999|-47.22779946|53.32991189|-0.029978645|2.379548177|0.0|-1.498932241|51.05047787|60.7522985|0.423511708|-850.1003902999998|2219.4587530000003|-9.642472876|0.12579435|5.828038618|0.734640605|5167.091582|19.44852199|-424.4519674|972.4260993|585.8536976|0.0|1.0|1.0|0.0|1.0|3.89|3.2|0.3|4.85|5.25|61.84|3.2|2.0|0.0|107.89|1.0|-5.8|3.0|-5.09|1.0|1.0|4.25|1.59e-06|0.000567|4.03e-06|0.00144|8.95e-08|-0.0393|-1129.65844|-1129.618646|598.19|310.28|0.2363|226.26|537.47|0.43709|0.70138|-0.16819|3.6961|-0.20749|0.03979459|5.3996|6.4672
14a_a5|0.0|1|0|2.948727373|0.0|0|1.226142247|-0.056730193|-0.0053665219999999|4.59511985|0.027375887|-0.132625457|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|-0.213526163|-0.016337128|2|0.144729708|0.047169811|0.847379958|0.71006207|0|-0.080875277|-0.078681402|0.4398855029999999|-53.20786056|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|-1.494946644|69.71575554|66.43577392|0.470085022|-1010.949351|1315.573182|-12.42997952|0.370216665|8.424031251|0.88709518|6177.303329|29.18606491|-175.53051609999997|1605.23357|723.0631751|1.0|1.0|1.0|1.0|2.0|3.24|2.41|0.2|4.56|4.38|92.79|1.37|1.0|0.0|123.0|1.0|-4.15|5.0|-7.08|0.0|1.0|3.05|7.15e-05|0.0304|6.02e-05|0.0256|1.45e-09|-0.0507699999999999|-1390.592722|-1390.546425|692.8|298.75|0.5853|298.75|508.64|0.65789|0.65789|-0.1676|2.7115|-0.2183699999999999|0.04629687|2.8163|6.9508
22_a10|0.0|0|0|0.0|0.0|1|1.343837143|-0.067641834|-0.005035102|5.4161004020000005|0.036101695|-0.026750502|-0.332316729|0.008350227|0.01204992|10.92966136|-0.020475007|1|-0.042831367|-0.208132084|2|-0.02603707|-0.033474297|0.79665945|0.646474494|1|-0.053881447|-0.0649866779999999|0.775071808|-50.61577509|101.3847763|-0.022372463|10.14325785|60.10354816|-1.3647202319999998|71.13124588|54.98945848|0.422182297|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|0.730649641|7414.102179|30.87787063|-100.1982412|1883.550109|916.8601445|1.0|1.0|1.0|1.0|0.0|3.74|4.14|0.17|4.64|5.6|73.14|2.8|2.0|0.0|139.53|1.0|-5.34|5.0|-6.29|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0014|4.27e-10|-0.05712|-1544.237634|-1544.203968|770.92|321.89|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-0.16095|4.8409|-0.2180699999999999|0.03366599|6.5841|5.9586
14aa_a23|0.0|0|1|0.0|0.0|2|1.19796312|0.066582026|-0.005050361|5.351858133|0.046678487|0.031136154|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|0.055934795|-0.13397874|2|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|-0.052155763|-0.076107469|0.204831806|-51.83122853|51.68445972|-0.03159178|8.355923226|83.27171526|-1.6743643259999998|61.21989213|47.78906871|0.4930525229999999|-1140.287028|2263.821505|-14.65218978|0.203340553|8.000512184|0.972590939|6651.23042|27.00633206|-404.0660854|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.63|3.68|0.12|4.4|4.63|105.02|3.45|2.0|1.0|130.22|1.0|-6.23|4.0|-5.92|0.0|0.0|4.1|5.9e-07|0.000259|2.81e-06|0.00123|6.9799999999999995e-09|-0.0708299999999999|-1708.5626|-1708.5422620000002|715.57|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-0.1449|5.8286|-0.21573|0.02033777|8.3532|8451.0
47n_a18|0.0|0|0|0.0|0.0|0|1.251175627|0.0487694459999999|-0.007614955|4.844187086|0.032169312|0.017491759|-0.609196374|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0.026244774|-0.258092915|0|-0.09714337|-0.083719099|0.726888951|0.711628292|0|-0.079299822|-0.091185806|0.288989992|-75.24728669|171.2889916|-0.031974244|7.228646444|47.476904100000006|-2.4620167580000003|86.44740177|74.19865731|0.482565384|-2031.676741|2052.393389|-21.77346199|0.216078071|10.43689152|0.932611327|7909.580851999999|33.65821422|-468.58948260000005|2591.682495|1306.125688|1.0|0.0|1.0|1.0|3.0|4.69|0.0|0.31|3.67|3.31|105.6|2.72|3.0|1.0|162.18|1.0|-6.02|4.0|-6.68|0.0|0.0|2.76|9.48e-07|0.000511|5.7e-06|0.00308|1.7500000000000002e-10|-0.0525299999999999|-1743.3283440000002|-1743.299948|879.92|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-0.13138|2.4754|-0.18391|0.02839695|3.3568|7.1938
24_a20|0.0|0|0|0.0|0.0|1|1.40648755|-0.217098257|-0.001547029|4.727387819|0.03625|0.087887688|-0.083539572|0.009265667|-0.060940703|10.93106245|-0.04104|1|0.1468474119999999|-0.060582944|2|0.070857143|-0.07179846|0.802353442|0.607038752|1|-0.061437722|-0.067869875|0.531656762|-42.82548904|30.27049276|-0.02714795|5.102023479|406.1522673|-1.357397496|51.30386873|46.85253003|0.457794721|-856.5097809|1961.887639|-10.80905198|0.228967757|6.852820269|0.844319927|6109.1040920000005|22.21722343|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.4|3.21|0.08|4.76|4.78|80.28|1.86|2.0|0.0|119.42|1.0|-4.89|5.0|-6.26|0.0|1.0|3.63|1.29e-05|0.00519|1.17e-05|0.00469|4.82e-10|-0.06748|-1291.896802|-1291.867578|685.66|345.59|0.2495|232.2|551.25|0.46668|0.44916|-0.15687|3.6107|-0.22435|0.02922392|4.3906|6.4976
27a_a34|-3.727789|0|0|0.0|0.0|1|0.300206665|0.0257175079999999|-0.012620846|5.351858133|0.0408037829999999|-0.082271189|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|-0.008138446|1|-0.13716603|-0.264978526|1|-0.07177581|-0.012251785|0.832753533|0.749941528|0|-0.106669294|-0.123191967|0.4305370679999999|-86.36649751|279.75296960000003|-0.043345322|13.06088842|22.69787432|-2.340647376|100.7752505|93.41277507|0.436895447|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|8.960143164|0.7758691440000001|7104.26596|39.72721867|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|1.0|2.0|3.66|2.58|0.13|2.01|3.97|129.74|1.06|1.0|0.0|122.61|1.0|-4.96|7.0|-7.29|0.0|0.0|2.44|1.09e-05|0.00504|3.43e-05|0.0159|2.44e-08|-0.03924|-1861.741982|-1861.695683|737.7|300.73|0.2896|247.91|598.18|0.40378|0.69818|-0.16691|10.8591|-0.20615|0.04629882|13.9023|6.6198
26_a20|0.0|0|0|0.0|0.0|1|1.4165417530000002|-0.000846851|-0.00578453|4.727387819|0.0396875|0.1516835819999999|-0.3297182369999999|0.003085806|-0.054222344|10.93106273|-0.033102079|1|0.249416844|0.057022334|2|-0.070815554|-0.055150498|0.8096894440000001|0.690530489|1|-0.0862808009999999|-0.082729415|0.423153994|-55.81998701|139.417676|-0.0327795789999999|5.806030949|80.47551422|-1.737317706|65.85953426|66.82118688|0.472355054|-1172.219727|2534.075607|-14.92323356|0.215111274|7.598632688999999|0.8952138340000001|6221.067002000001|28.17896678|-384.4457279|1493.485239|712.1606951|1.0|1.0|1.0|1.0|1.0|3.42|3.07|0.08|4.5|4.62|86.69|2.47|2.0|0.0|125.0|1.0|-5.14|4.0|-6.28|0.0|1.0|3.66|7.27e-06|0.00305|9.51e-06|0.00399|6.64e-10|-0.05097|-1352.315376|-1352.277633|715.27|318.77|0.2081|256.05|543.96|0.50878|0.68167|-0.16129|3.8173|-0.21226|0.03774288|4.8742|6.8827
1f_a5|0.0|1|0|2.824395738|-4.398485453999999|0|1.218960329|-0.139907335|-0.00645569|4.59511985|0.029105691|-0.118028278|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|-0.389011185|0.004923698|2|-0.060528915|-0.000969932|0.834250802|0.513260607|0|-0.091412569|-0.083857856|0.45528118|-46.77243802|62.42799372|-0.035639589|2.614237829|0.21377016|-1.425583552|57.83835135|55.67318607|0.4670794829999999|-795.1314464|979.2285994|-11.0872845|0.242477611|7.117418022000001|0.8764524309999999|5474.331675|26.24118632|-287.2706403|1049.647453|403.396385|1.0|0.0|1.0|1.0|1.0|2.9|2.61|0.05|5.48|6.37|54.46|2.73|2.0|0.0|95.49|1.0|-4.79|6.0|-5.73|0.0|1.0|4.23|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|1.3300000000000002e-09|-0.05346|-1288.353339|-1288.3196369999998|577.11|270.96|0.6959|261.1|442.04|0.47267|0.42446|-0.18224|3.7852|-0.2357|0.03370206|4.9879|6.6198
14_a15|0.0|0|0|0.0|0.0|0|1.43568901|-0.058775738|-0.006678826|0.0|0.037073171|-0.033982971|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0|-0.051908601|-0.184255041|2|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|-0.063809873|-0.0917424269999999|0.7461324029999999|-58.79722871|72.36402409|-0.032888795|6.026520371|2.923143027|-1.743106111|68.59458198|50.29869851|0.406717767|-1117.1473460000002|2731.841165|-13.50893838|0.229690275|6.040010666000001|0.685538423|5861.387612|27.36334635|-346.4801021|1450.257357|673.7288405|1.0|0.0|1.0|1.0|1.0|3.56|3.72|0.12|5.32|6.3|56.27|2.87|2.0|0.0|119.95|1.0|-6.22|4.0|-4.97|0.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|0.000584|1.51e-10|-0.0338199999999999|-1281.105795|-1281.0669369999998|689.8|342.41|0.3131|278.5|584.18|0.65079|0.7055899999999999|-0.14997|3.3596|-0.18379|0.03885834|5.0894|7.5229
