molecula|SddssS|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w MLOGP|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
47s_a18|0.0|0.0|0.0|0|1|1|1.251176205|0.0|-0.0054038509999999|0.035632184|0.0|-0.394481152|0.002573931|0.0134295589999999|10.94702059|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|0.15456221|117.0051929|-0.030108416|4.840414512|51.05656345|0.820470855|-2.107589125|69.29837549|-22.79238258|59.58080589|2992.734821|-1595.466781|-17.25406952|0.179529145|18.65422248|135.90542109999998|-1207.784866|27.77963709|-485.1995077|1944.574596|1093.725912|1.0|1.0|1.0|1.0|2.0|4.41|0.0|0.3|3.33|10.0|3.0|-5.96|482.62|1.0|0.0|-5.45|1.12e-06|0.000539|0.0017|0.0|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|8.41|3218.0|-1534.196027|-1534.174077|809.4|1435.42|736.36|-1533.737579|-0.13195|-0.18109|0.02195039|616.0|6.2104|6.2104
12c_a5|0.0|2.977832018|0.0|0|1|1|1.236775191|0.0|-0.002685954|0.0252713179999999|0.0|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|0.016374249|-46.62294305|-43.47195613|10.77147171|143.44655559999998|0.158907079|104.5338363|-0.022421317|7.085796743|13.26856229|0.583585895|-1.25559373|59.40070647|-14.74941369|57.39441476|2697.345008|-825.9671665|-9.702606135|0.416414105|13.53008071|273.9296719|-543.3459436|25.27376659|-109.9706106|1415.330929|735.3048881|0.0|1.0|1.0|1.0|2.0|3.27|2.78|0.24|1.57|6.0|5.0|-6.79|411.5|0.0|0.0|-4.33|8.159999999999999e-05|0.0336|0.0191|0.0|0.0|4.93e-10|2.03e-07|-0.04565|2.06|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|519.21|-1316.244961|-0.16563|-0.21128|0.02242648|47.0|7.3279|7.3279
6f_a40|0.0|0.0|0.0|1|1|2|0.604893424|1.750582483|-0.01691341|0.038309179|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|2|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|221.1408856|-0.052228625|6.6032981820000005|40.01876255|0.8628087240000001|-2.350288117|92.77827871|-33.55442128|96.49789556|3021.330686|-1509.948957|-21.5571287|0.137191276|11.87042702|88.13890599|-970.0707913999998|38.88975659|-466.1748926|1750.039046|593.503189|1.0|0.0|0.0|1.0|2.0|4.05|2.53|0.21|1.1|5.0|5.0|-6.9|457.55|0.0|0.0|-4.64|1.13e-07|5.18e-05|0.0105|1.0|0.0|0.0002109999999999|0.0967|-0.08982|6.96|2.57|-2426.972609|-2426.924155|668.95|1139.55|507.64|-2426.725129|-0.1131799999999999|-203.0|0.04845403|42.0|7.3768|7.3768
14a_a10|0.0|0.0|0.0|1|2|2|1.3438495730000002|2.156210368|-0.002047597|0.035660377|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|1|0.012272222|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.740051323|1|0.911549451|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|0.088450549|64.18371923|-0.018970051|7.140714112|134.15514270000003|0.542015878|-1.270993412|67.14248252|-13.76552695|42.07091945|3075.550631|-922.2903058|-9.988888957|0.457984122|18.88856367|332.3339934|-669.2555601|25.39690722|-60.97724212|1701.592784|1003.968547|0.0|1.0|1.0|1.0|0.0|3.98|4.4|0.39|1.94|7.0|6.0|-6.82|468.59|1.0|0.0|-4.8|6.159999999999999e-05|0.0288|0.00743|0.0|0.0|6.55e-09|3.07e-06|-46.0|2.25|3802.0|-1489.655581|-1489.803158|800.01|1380.89|645.26|-1489.42155|0.2422099999999999|0.19621|-0.14757681|74.0|7.1308|7.1308
8b_a31|0.0|3.37710223|0.0|0|1|1|0.610137861|0.0|-0.013629145|0.041161616|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|-0.510259793|0|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.03234629|-63.04219151|-69.24221375|16.89414614|129.8921115|0.392380774|204.9365822|-0.040792077|8.823644775|472.8995873|0.703469355|-1.590890986|82.21438954|-21.30529654|79.93633765|2189.617009|-830.906565|-11.12754483|0.296530645|11.79588561|154.8750114|-433.9742484|30.28603362|-212.5400476|1181.155311|372.3224834|0.0|1.0|1.0|1.0|2.0|3.4|2.71|0.25|0.61|4.0|5.0|-6.87|328.39|0.0|1.0|-3.4|8.97e-05|0.0294|131.0|0.0|0.0|1.86e-06|0.00061|-0.0325|1.77|3.8582|-1386.852117|-1386.815519|566.18|927.61|439.96|-1386.681003|-0.16015|-0.19265|0.03659821|2.2|5.6576|5.6576
17_a15|0.0|0.0|0.0|0|0|0|1.43568899|0.0|-0.0071363569999999|0.036595745|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.012890299|-40.50376584|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|-0.027065991|7.56573889|58.47512431|0.653207369|-1.596893495|77.82445248|-20.73567196|50.37922222|2852.085573|-1223.4046460000002|-15.88591693|0.346792631|15.15194163|265.6831633|-937.2690986|31.74439379|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|1.0|3.63|3.99|0.15|2.53|7.0|4.0|-5.58|438.52|0.0|1.0|-5.65|1.19e-06|0.00052|0.00099|0.0|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|6.89|3.8006|-1413.897695|-1413.857182|752.08|1298.37|663.81|-1413.559128|-0.15573|-0.19509|0.04051306|12.0|7.9208|7.9208
5_a27|0.0|0.0|0.0|2|0|0|1.4026035369999998|3.2927747860000003|-0.0063562359999999|0.048947368|1.271687295|-0.286030638|0.00991794|-0.125237927|10.93772408|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.639413469|0.760083119|0.180356685|-0.020087122|0.8149212259999999|0.614205449|1|0.8531787759999999|-0.055979434|-0.085078576|0.01695771|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|4.709432444|56.35994804|0.741481472|-1.276178645|53.51978325|-16.01263727|38.43699603|2273.906133|-672.5307653|-8.438466859|0.258518528|10.98289851|136.2361487|-354.41560810000004|21.59546513|-254.5156507|907.0095354|424.8821143|0.0|0.0|0.0|1.0|0.0|3.07|3.11|0.16|2.66|2.0|4.0|-6.49|331.37|1.0|1.0|-4.01|0.000248|0.0821|0.0324|0.0|0.0|6.04e-07|0.0002|-0.04554|4.9|4.0989|-1083.143246|-1083.124207|566.68|955.22|463.87|-1082.967639|-0.16952|-0.21506|0.01903872|3.0|8.5229|8.5229
47f_a18|0.0|0.0|0.0|0|1|1|1.251175676|0.0|-0.005817448|0.031179487|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|111.1889928|0.161843119|137.3980967|-0.0289997239999999|9.979328976|58.84834254|0.726550657|-2.290978185|86.11217859|-24.61956302|65.93954138|3367.7324700000004|-1944.945479|-20.90098811|0.273449343|20.44855806|232.14715330000004|-1651.17806|33.88554232|-384.6642262|2676.957843|1347.416568|1.0|1.0|1.0|1.0|2.0|4.87|0.0|0.34|2.79|13.0|4.0|-6.4|541.68|0.0|0.0|-5.52|7.76e-07|0.000421|0.00163|1.0|1.0|6.04e-10|3.27e-07|-0.04439|8.13|3.0964|-1743.375413|-1743.346389|908.66|1602.99|874.24|-1741.724929|-0.12802|-0.1724099999999999|0.02902413|9.0|8.0458|8.0458
1a_a5|0.0|0.0|0.0|0|1|1|1.189701889|0.0|-0.001785522|0.021346801|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|0|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|2|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|0.008036994|-36.19957997|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|-0.027665419|2.037971304|0.0|0.7256546770000001|-1.134282187|46.38422909|-13.93123008|40.24669785|1940.139869|-571.1804334|-7.015226132|0.274345323|11.38004491|138.1496441|-287.62427139999994|19.19815378|-227.2618539|787.1243051|403.543273|0.0|1.0|1.0|1.0|1.0|3.54|0.0|0.16|2.09|3.0|4.0|-6.58|298.34|1.0|0.0|-3.44|0.00253|755.0|109.0|0.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|386.8|-951.178584|-0.12226|-0.2262699999999999|0.028664612|107.0|6.9706|6.9706
20_a4|0.0|0.0|0.0|1|1|1|1.399905568|2.017439295|-0.003103385|0.039635417|0.0|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.022933651|-29.16642156|-34.74640079|11.03865532|63.27373076|0.081852712|39.3981702|-0.0273144939999999|5.313236547|68.49419443|0.6435852470000001|-1.010636274|46.45917085|-13.14728679|40.20507689|1982.961908|-486.4496111|-6.32818424|0.356414753|9.58599918|171.5531319|-234.1428169|20.4281979|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|1.0|0.0|3.23|3.06|0.11|2.09|3.0|3.0|-5.96|289.33|1.0|1.0|-3.87|0.000346|0.1|0.0388|0.0|0.0|2.79e-06|0.000806|-0.03048|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|402.27|-934.103809|-0.16699|-0.19747|0.022349042|646.0|6.1898|6.1898
17b_a50|0.0|0.0|0.0|2|1|1|1.348984601|4.35392516|-0.002181823|0.032052154|2.206759705|-0.144000296|0.012409091|-0.152660972|10.94500663|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.0128994089999999|-33.25475672|-52.58062823|8.976922737999999|9.9094658|0.068150817|47.42733742|-0.02681014|6.247196459|86.9549829|0.803386523|-1.662228695|59.65808461|-18.65764227|42.23167946|2765.537065|-1156.773821|-12.98417734|0.1966134769999999|16.11918162|136.82673369999998|-805.0189948|23.22374317|-422.2639022|1439.872076|862.3868512|1.0|1.0|1.0|1.0|0.0|4.17|3.57|0.35|2.71|8.0|4.0|-6.09|426.56|1.0|0.0|-4.91|1.7899999999999998e-05|0.00763|0.0052|0.0|0.0|2.87e-08|1.22e-05|-0.0318|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|647.75|-1336.833957|-0.16699|-0.19879|0.02640483|122.0|6.9136|6.9136
11a_a31|0.0|2.856083711|0.0|0|1|1|0.610138462|0.0|-0.02376325|0.044949495|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.041435152|-76.64827023|-81.26889906|20.91187076|258.8577775|0.513245044|259.0291941|-0.056833284|10.55399384|71.03772901|0.735254945|-1.932331673|97.23036756|-28.68314085|97.560141|2288.9694010000003|-975.2267888|-14.47606937|0.264745055|10.5643234|133.6139513|-492.1863586|39.01114987|-237.4612264|1326.379096|302.14325319999995|0.0|0.0|0.0|1.0|2.0|3.26|2.16|0.13|0.57|3.0|6.0|-6.51|329.33|0.0|1.0|-3.79|1.5399999999999998e-05|0.00506|0.0531|0.0|0.0|2.22e-05|0.00731|-0.05074|3.97|3.8042|-1441.452616|-1441.411622|529.63|860.74|407.76|-1441.327731|-0.15515|-0.20589|0.04099365|0.19|6.7212|6.7212
3_a20 (SB-525334)|0.0|3.502142227|-0.08980269|0|0|0|1.183765089|0.0|-0.005492814|0.0526353279999999|1.728260385|-0.274640708|0.001924142|-0.175513234|10.95053359|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|43.70154849|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.0|0.784910502|-1.375645142|58.45718743|-16.53287135|41.49386505|2243.481559|-777.0449536|-9.33873414|0.215089498|10.9543133|121.495147|-438.9205046|21.06338405|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|1.0|3.37|2.82|0.24|1.69|3.0|4.0|-5.74|343.42|1.0|1.0|-4.73|1.42e-05|0.00489|0.00647|0.0|0.0|4.07e-09|1.4e-06|-0.0671399999999999|3.9|3.1728|-1086.585811|-1086.56485|605.71|1030.31|498.74|-1086.329436|-0.13417|-0.20131|0.02096048|162.0|6.7905|6.7905
14c_a23|0.0|0.0|0.0|2|0|0|1.197962449|3.349976042|-0.005822256|0.043538647|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|-0.034046252|8.321492112|81.41541733|0.7834075309999999|-1.600173862|64.05912299|-22.62557089|50.26125234|2955.304496|-1063.401832|-15.0359121|0.2165924689999999|14.49533577|143.9373772|-706.6878684999999|28.88097191|-376.6791777|1357.40568|633.3278634|0.0|0.0|0.0|1.0|1.0|3.4|3.6|0.05|3.51|5.0|4.0|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|0.00126|0.0|0.0|1.02e-08|4.55e-06|-0.0795299999999999|4.1|3.7031|-2089.523959|-2089.501598|693.64|1177.63|549.86|-2089.293299|-0.15143|-0.23096|0.02236136|2.0|8.6253|8.6253
14ab_a23|0.0|0.0|0.0|2|0|0|1.197962873|3.4171257980000003|-0.0050415|0.04314059|0.7586471459999999|-0.287365522|0.013012022|0.010803172|10.313217300000002|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|2|0.725358161|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|-0.051974369|-0.076243539|0.017974612|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|8.431109267|82.79560776|0.797837067|-1.677357849|61.60741239|-21.67516705|47.90644969|2941.47118|-1148.783854|-14.84482393|0.202162933|14.76864227|138.4567483|-786.7756682999999|27.16741043|-407.9635285|1439.872753|733.3886349999999|0.0|0.0|1.0|1.0|1.0|3.63|3.82|0.12|3.45|5.0|4.0|-5.92|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|0.00123|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|595.23|-1708.277193|-0.14778|-0.21924|0.02013145|4.0|8.4012|8.4012
14_a15|0.0|0.0|0.0|0|0|0|1.43568901|0.0|-0.006678826|0.037073171|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.063809873|-0.0917424269999999|0.014672137|-40.89540491|-58.79722871|9.403293601|92.51564418|0.112910954|72.36402409|-0.032888795|6.026520371|2.923143027|0.770309725|-1.743106111|68.59458198|-21.0782518|50.29869851|2612.691478|-1117.1473460000002|-13.50893838|0.229690275|10.18067005|147.2072638|-715.9737342999999|27.36334635|-346.4801021|1450.257357|673.7288405|1.0|1.0|1.0|1.0|1.0|3.56|3.72|0.12|2.87|6.0|4.0|-4.97|397.47|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|0.000584|0.0|0.0|1.51e-10|5.99e-08|-0.0338199999999999|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|584.18|-1280.809256|-0.14997|-0.18379|0.03885834|0.03|7.5229|7.5229
21_a34|0.0|0.0|0.0|1|2|2|1.425532331|1.88614418|-0.012535886|0.036880342|0.0|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|0|0.676390843|-0.09533089|-0.117789944|0.034163186|-63.96857813|-79.03896823|22.9240533|168.9671187|0.323609157|217.1470086|-0.041572921|15.38241267|77.34839362|0.728260094|-2.120218984|95.12565978|-27.89610644|86.89263143|3115.110331|-1422.701428|-18.7187412|0.271739906|13.65523159|182.341897|-954.6558014|38.30514214|-306.332473|1953.562249|659.7484451|0.0|0.0|1.0|1.0|0.0|3.43|3.52|0.12|1.72|4.0|6.0|-6.83|438.43|0.0|0.0|-4.71|3.14e-05|0.0138|0.0085|0.0|0.0|2.07e-08|9.06e-06|-0.07534|7.78|3091.0|-1483.3359380000002|-1483.305698|698.17|1182.6|530.93|-1483.057743|-0.13338|-0.20872|0.03023936|3.36|5.4737|5.4737
IN1166_a11|0.0|3.433539068|0.0|0|0|0|1.429020445|0.0|-0.006882528|0.044021739|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|9.546719887|20.83871871|0.694302821|-1.6137695069999998|76.76995134|-21.84820685|64.89703387|2865.055175|-1114.258549|-15.08551944|0.305697179|12.63334911|211.0745642|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|0.92|5.0|5.0|-6.52|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|0.00688|0.0|0.0|6.59e-11|2.75e-08|-0.07275|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|554.63|-1347.012407|-0.13823|-0.21098|0.04189898|12.0|7.9318|7.9318
12b_a30|0.0|0.0|0.0|0|2|2|0.604984682|0.0|-0.007353271|0.042804233|0.0|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|-0.08354129|-0.09915679|0.017341789|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|-0.038448551|6.99318589|0.0|0.798520682|-1.883979001|73.02913136|-24.41577808|64.06324295|2849.095245|-1196.373126|-15.50462119|0.201479318|13.88809428|127.9443353|-759.7264385|30.57626261|-379.1359902|1498.236868|618.6004214|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|3.2|5.0|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05351|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|516.78|-1674.7778119999998|-0.1493799999999999|-0.20289|0.03351603|7.0|8.1543|8.1543
12bg_a36|0.0|3.434779148|0.0|0|2|2|1.29692796|0.0|-0.0076819|0.044197531|0.0|-0.414822602|-0.001012333|-0.060117593|10.95885259|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|-0.033696875|0.892249657|0.771220556|0|0.840610352|-0.075439837|-0.102664465|0.019606406|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|109.3374477|-0.036959207|9.22604612|14.85588272|0.747867728|-1.847960372|83.78068847|-25.35312333|65.19942617|2925.402039|-1267.656166|-17.39163005|0.252132272|14.04434294|172.9566471|-869.5815023|33.900544700000005|-340.0625449|1695.0272350000002|661.6709012|1.0|0.0|1.0|0.0|2.0|4.75|0.0|0.14|2.99|5.0|4.0|-6.26|450.32|1.0|1.0|-5.18|8.27e-06|0.00372|0.00295|0.0|0.0|1.74e-08|7.83e-06|-0.0542299999999999|4.42|3.8944|-2152.13793|-2152.104584|703.94|1186.75|554.7|-2151.914954|-0.15743|-0.21166|0.03334656|15.0|7.8239|7.8239
1_a3|0.0|0.0|0.0|0|1|1|0.6195934120000001|0.0|-0.006053652|0.034166667|2.194605012|-0.248199745|-0.006610844|0.038572075|10.33805862|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.098872259|-0.0925710269999999|0.008036786|-45.44133321|-42.54530997|3.693677623|289.8942564|0.2237487219999999|102.8341051|-0.034105115|1.697600903|0.0|0.7920857179999999|-1.295994381|49.05980305|-15.67458788|49.13501083|2012.9704|-595.6343396000001|-7.203984013|0.207914282|9.046658216|95.55665364|-273.7513925|19.78900457|-268.4830832|751.9821735|373.1494221|1.0|1.0|1.0|1.0|1.0|3.83|0.0|0.18|1.52|2.0|4.0|-6.87|306.38|0.0|0.0|-3.3|0.0008529999999999|261.0|154.0|0.0|0.0|1.69e-06|0.000518|-53.0|2.08|3.8645|-1273.316428|-1273.290432|496.09|845.2|316.61|-1273.1763970000002|-0.1658599999999999|-0.21886|0.02599563|724.0|6.1403|6.1403
12ar_a36|0.0|3.46014932|0.0|0|2|2|1.297042582|0.0|-0.007046017|0.040839506|0.0|-0.40866901|0.000939229|-0.1073795209999999|10.95407427|1|0.002112069|0.145909555|-0.096853381|-0.169341326|-0.4194638229999999|1|0.86559137|0.8371588959999999|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|0|0.8365428659999999|-0.080760277|-0.098732471|0.022389124|-54.80317647|-66.9989409|15.19305207|86.85924228|0.163457134|110.9204982|-0.0347392029999999|10.30986449|0.0|0.705591187|-1.875916952|82.17472548|-23.57370143|69.99622854|2902.67985|-1272.979877|-15.99689556|0.294408813|16.68371115|199.7830951|-863.83236|33.4098581|-279.0245523|1804.132337|708.5476357999999|1.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|1.59|6.0|5.0|-7.21|420.47|0.0|0.0|-3.91|0.0001199999999999|0.0503|0.0515|0.0|0.0|8.95e-08|3.76e-05|-0.0566|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|580.53|-1364.235126|-0.15631|-0.21291|0.04327285|25.0|7.6021|7.6021
40_a47|0.0|0.0|0.0|1|0|0|1.420389717|1.715145925|-0.004181351|0.041396825|1.566109469|-0.179798097|0.002212256|-0.038143308|10.98214138|1|0.003634698|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.090270598|0.900790582|0.607650682|1|0.812233678|-0.060416547|-0.083237511|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|0.1877663219999999|101.2934265|-0.027052191|5.959674083|0.0|0.573656733|-1.082087641|60.97203959|-14.59371996|43.64000551|2313.85811|-583.7487984|-7.872806386000001|0.426343267|12.98034048|229.9974239|-314.91225539999994|25.43981292|-79.47051169|1017.592517|388.178924|0.0|1.0|1.0|1.0|1.0|3.07|2.91|0.11|1.52|3.0|5.0|-6.78|334.35|1.0|1.0|-3.72|0.000546|183.0|0.0643|0.0|0.0|8.339999999999999e-08|2.79e-05|-0.05086|2.06|3.7236|-1123.174467|-1123.144637|571.5|947.27|444.47|-1122.9968210000002|-0.15231|-0.20317|0.02983032|4.0|8.4|8.4
1l_a5|0.0|2.964063799|0.0|0|0|0|1.270375394|0.0|-0.00183668|0.025672515|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.0078543119999999|-38.79937717|-38.27406105|4.43679678|167.86839980000002|0.109710998|61.974288|-0.026512937|2.506287665|0.0|0.769406114|-1.219595099|45.64819758|-14.9768065|43.23617395|2227.730859|-688.9330988|-8.460199385|0.230593886|14.03493287|130.25942849999998|-389.1691717|19.46541135|-304.3678822|895.4089219|518.5792364|1.0|1.0|1.0|1.0|1.0|2.98|2.67|0.14|2.57|4.0|3.0|-5.4|340.42|1.0|1.0|-4.98|9.06e-06|0.00308|0.00356|0.0|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|3.89|4.3664|-1069.261615|-1069.229786|609.85|1033.47|486.81|-1069.047151|-0.1779|-0.21939|0.03182983|32.0|7.4949|7.4949
