molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14c_a23|0.0|0|1|0|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|-0.296935034|10.31321813|-0.047410593|0.009263715|0.077009731|-0.4589840189999999|0.722187957|0.793551289|-0.077808321|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|51.21382308|81.41541733|0.7834075309999999|-25.07982076|64.05912299|50.26125234|0.459622824|613.3401089|-1063.401832|2379.221378|-15.0359121|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|1.0|1.0|3.6|0.05|4.0|4.67|105.02|3.51|1.0|125.29|0.0|1.0|-6.13|4.0|-6.03|445.93|0.0|-5.55|2.83e-06|0.00126|1.02e-08|4.55e-06|3.7031|4.1|3.7031|-2089.523959|-2089.501598|693.64|356.0|334.81|549.86|0.56781|356.0|7.2704|-2089.354057|10.369000000000002|2.0|8.6253
12_a1|0.0|1|0|1|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|1|0.036382114|0.076867966|-0.516204114|10.94945122|-0.051772288|-0.001416381|0.127560614|-0.487073772|0.8016064479999999|0.749817035|-0.093957115|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|0.033770552|-55.99493147|-60.78517756|19.60151089|133.6600817|136.3310784|477.1158679|0.724666653|-32.50125347|74.99749378|75.59644237|0.46449367|444.1009824|-972.562841|1825.150911|-13.44063462|7.679719277999999|14.34104294|0.867391557|5468.378562|159.81230209999998|31.95435864|0.024485753|-260.8074567|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|2.72|0.05|4.87|4.41|83.82|1.67|0.0|103.47|0.0|1.0|-4.98|5.0|-6.02|366.37|0.0|-4.75|1.77e-05|0.00649|6.28e-09|2.3e-06|3734.0|3.67|3.1744|-1216.12881|-1216.099134|607.42|0.5867|332.04|482.51|0.69763|0.2821|7.7454|-1215.975876|10.1801|2.95|5.5302
12m_a30|0.0|0|0|2|2|0.6049842529999999|0.0|0.096631895|-0.01047558|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|-0.57615692|10.31162838|-0.0547272029999999|0.0026474159999999|-0.236661357|-0.5409445629999999|0.817497287|0.832758813|-0.0974968869999999|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|147.06395700000002|237.0982213|0.773732767|-39.32844052|83.3641853|76.52074257|0.44976016|531.4632661|-1402.648392|2370.879718|-18.66147291|9.025816604|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|1.0|0.0|0.0|0.13|3.4|2.48|114.67|2.06|1.0|133.52|0.0|1.0|-6.0|6.0|-6.22|439.49|0.0|-5.01|9.71e-06|0.00427|3.7600000000000003e-07|0.000165|5.0617|3.88|3.5496|-1743.215323|-1743.174906|714.92|255.0|244.95|578.87|0.68404|0.1615|3.6891|-1743.030004|5.1279|31.0|7.5114
12f_a31|0.0|1|0|1|1|0.6101347579999999|0.0|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.03703252|0.043286807|-0.698273995|10.31169747|-0.0164221939999999|0.000889251|0.068054139|-0.551471017|0.805862937|0.8167107029999999|-0.029803241|0.700992225|-0.097676974|-0.118239376|0.262896936|0.027617942|-68.14417693|-82.48950216|19.26761061|159.84734269999998|208.6022728|569.7325277000001|0.686882955|-47.54067074|97.53070764|87.41178754|0.482666192|489.0460499|-1319.832035|1805.921786|-16.44247509|9.859605078|19.05849748|0.932987917|5845.744358|218.4455813|34.31214739|0.021559868|-260.7571603|1921.480254|713.5657448|15.04120547|1.0|1.0|1.0|3.78|0.41|6.43|4.48|117.37|1.53|0.0|117.78|0.0|1.0|-5.98|5.0|-6.19|426.53|0.0|-4.63|2.37e-05|0.0101|9.53e-09|4.06e-06|3.8305|5.39|3.8305|-1696.785527|-1696.741889|755.33|0.2664|323.68|665.22|0.7006600000000001|0.2664|1.8803|-1696.53373|3.3538|0.13|6.8861
7h_a8|0.0|1|0|0|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|-0.073219554|0|0.04737037|-0.016074683|-0.23505152|10.94341365|0.0260356679999999|0.00084936|-0.043606497|-0.382578949|0.515235986|0.7051689170000001|0.041366689|0.771011027|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|70.28953528|131.9948047|47.81104825|0.892830345|-30.96107949|58.94376531|60.42608164|0.4346108389999999|444.4294792|-969.8780597|1919.19991|-13.63564064|7.589672923999999|13.42380338|0.768693264|5657.402114|61.77519141|26.49502512|0.00878112|-452.8739011|1086.29603|446.5544107|5.061650885|1.0|1.0|0.0|3.2|0.0|5.52|5.49|61.58|4.27|0.0|101.89|0.0|1.0|-5.68|4.0|-5.27|373.35|0.0|-5.5|3.16e-06|0.00118|3.5e-09|1.31e-06|3.9282|6.81|3.9282|-1285.182226|-1285.151298|593.53|0.3885|315.62|500.94|0.6963199999999999|0.3885|7.0847|-1285.0707960000002|9.1188|10.5|4.9788
13k_a6|0.0|1|0|1|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|1|0.04162037|0.051404465|-0.8554679409999999|10.95129637|-0.072504783|-0.006280295|0.08217847|-0.5627624379999999|0.8694295409999999|0.7908110340000001|-0.123105035|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|249.215618|113.5526088|0.7971316940000001|-57.53822059|100.7779947|103.4959988|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|-21.89246528|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|39.55891914|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|2.8|0.16|4.55|3.8|115.15|1.39|0.0|124.98|0.0|1.0|-5.49|5.0|-6.59|441.48|0.0|-4.77|1.7100000000000002e-05|0.0075599999999999|1.29e-09|5.7e-07|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|0.3971|242.53|577.68|0.70536|0.0137|8.1639|-1465.621288|10.5079|46.0|7.3372
4d_a46|0.0|0|0|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|-0.131948546|-0.085744171|10.96333164|-0.076521434|0.010756749|-0.206000242|-0.240143042|0.6535171|0.764741337|-0.103199079|0.936057958|-0.056384895|-0.070772596|0.290035518|0.008652238|-30.95621863|-38.85529917|4.750218646|8.241078584|35.10521457|74.62074724|0.813427965|-16.99546444|43.60839351|35.70643728|0.441136013|513.9109507000001|-621.6847867|2233.65548|-7.419891252999999|5.757075209|10.30138878|0.7893441379999999|4993.774007|102.4310631|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|1.0|1.0|3.5|0.35|4.81|5.11|43.6|2.84|1.0|101.75|0.0|1.0|-4.93|3.0|-5.4|352.86|0.0|-5.11|7.8e-06|0.00275|3.88e-08|1.3699999999999998e-05|4.4265|4.18|4.4265|-1453.840712|-1453.817782|588.18|0.1313|280.09|503.76|0.69884|0.1313|3.5318|-1453.688943|3.7104|517.0|6.2865
16f_a32|0.0|1|1|0|0|0.609420741|0.0|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0|0.039958333|0.008658653|-0.77158995|10.31100265|-0.000291262|-0.001202032|0.0151704889999999|-0.697693907|0.801401734|0.852938445|-0.000510986|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|0.024434011|-56.53102601|-76.92280867|16.90955989|89.03402347|133.3750236|47.24868477|0.69473708|-39.12230215|92.82839829|73.4405859|0.384656622|558.6750754999999|-1230.764939|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|6235.040893|211.2572338|35.43109972|0.022983292|-269.5356315|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|3.4|0.3|6.42|4.99|149.27|1.34|0.0|116.75|1.0|1.0|-6.95|5.0|-5.99|427.54|1.0|-4.97|1.07e-05|0.00457|1.7e-08|7.26e-06|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|0.2931|341.82|603.12|0.70204|0.2931|3.6641|-1995.117771|4.2764|9.0|8041.0
2_a49|0.0|0|0|1|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|-0.189189114|10.92973199|0.005918367|0.004580676|-0.170631119|-0.320124905|0.802447754|0.79056501|0.00991453|0.81348014|-0.08647612|-0.079176085|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|226.4450566|95.04720801|0.0|0.7154059890000001|-22.45560511|49.26352575|49.7010488|0.454163307|414.5350312|-605.2008985|1550.010086|-7.34284831|5.667936413|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|20.14177325|0.017498253|-219.534132|845.9544764000001|439.9973344|8.91679918|0.0|0.0|1.0|2.5|0.15|3.28|3.7|69.62|1.88|1.0|99.52|0.0|1.0|-3.53|3.0|-6.57|327.38|0.0|-3.89|0.000129|0.0421|1.51e-07|4.94e-05|5.4614|1.79|3743.0|-1046.018455|-1045.981819|553.52|0.2988|227.02|371.96|0.68172|0.0572|4.8986|-1045.8595810000002|6.7117|59.0|7.2291
10_a27|0.0|0|0|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|4.59511985|-0.044164147|2|0.040512821|-0.184068581|-0.282866526|10.93783185|-0.000903965|0.010329671|-0.309727442|-0.487435299|0.639413469|0.804375252|-0.001453596|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|-46.27574168|9.399794974|6.0140309720000005|78.34972221|49.19800605|0.7453606909999999|-17.33405307|55.05868025|41.99674607|0.477162521|453.4194305|-694.1361252|943.2258247|-8.788575695|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|1.0|1.0|3.15|0.16|2.81|2.97|65.6|2.25|0.0|97.39|0.0|1.0|-3.57|4.0|-6.51|331.37|0.0|-3.92|0.0001189999999999|0.0394|5.81e-07|0.000192|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|573.31|0.4452|298.79|450.26|0.63894|0.4452|4.6684|-1083.008551|6.9456|69.0|7.1612
11g_a5|0.0|1|0|0|0|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|-0.252634073|10.94877951|-0.007175378|0.006964153|-0.14133011|-0.267507083|0.777565622|0.814159231|-0.01453517|0.837943738|-0.067247149|-0.076326887|0.396049407|0.023215707|-44.19305139|-50.16001519|15.25675|68.77977167|106.4990972|0.0|0.543581314|-29.04250676|71.21847290000001|59.4498014|0.485790997|550.6745046|-852.7202582999998|935.4227938|-10.98794595|9.342496899|18.16867625|0.944734523|5817.569415|299.94631180000005|30.75897687|0.03204398|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|2.34|0.08|4.17|4.48|81.51|1.06|0.0|118.35|0.0|1.0|-4.12|5.0|-6.84|408.46|0.0|-4.31|4.88e-05|0.0199|9.229999999999999e-10|3.770000000000001e-07|4.5106|2.3|4.2083|-1330.189793|-1330.144218|693.48|0.4609|274.87|542.13|0.63081|0.2403|3.2282|-1329.988893|4314.0|0.03|7.5229
1e_a5|0.0|1|0|0|0|1.427503886|0.0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|0.027873016|-0.080321049|-0.084933308|10.94440038|-0.040441176|0.007357977|-0.133677441|-0.201027861|0.71274658|0.771487328|-0.075239398|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|62.03846573|0.0|0.7473936259999999|-18.33860051|44.38364879|39.76196174|0.482579989|457.4574833|-579.5524467|827.4861275000001|-7.526878708|6.41473183|12.39753333|0.932665879|4342.827698|131.2279879|19.38578369|0.0157106539999999|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|0.0|1.0|2.17|0.05|4.99|4.51|54.46|2.13|0.0|95.45|0.0|1.0|-4.25|3.0|-5.77|312.37|0.0|-4.45|3.5600000000000005e-05|0.0111|3.87e-09|1.21e-06|4746.0|3.17|4.4292|-990.6320386|-990.6006645|560.58|0.5156|261.24|427.87|0.51802|0.1355|1916.0|-990.522307|3.0386|191.0|6719.0
12aa_a36|0.0|1|0|2|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|-0.135770278|2|0.042560386|0.03597264|-0.672129428|10.95446449|-0.013898809|-0.004569485|0.0620143779999999|-0.53315493|0.892815402|0.833911317|-0.023185884|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|212.7097172|109.0001157|0.731335741|-49.88002793|96.18613736|89.09222754|0.44829258|471.12395210000005|-1523.677823|2418.848273|-19.29522587|8.05947774|14.60824604|0.812554922|6438.603019|183.7216658|38.58180913|0.023386634|-316.3903377|2083.417693|689.2886595|15.99256772|0.0|0.0|0.0|0.0|0.13|1.92|0.98|112.29|1.28|0.0|131.85|0.0|1.0|-3.52|5.0|-7.79|424.46|0.0|-3.45|0.000359|152.0|7.19e-07|0.000305|3.8899|3.88|3.8899|-1401.662677|-1401.617177|701.99|0.4446|318.73|520.19|0.6931|0.4446|3.5904|-1401.45065|4.7433|9.0|8.0458
16j_a32|0.0|1|1|0|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|-0.778815477|10.31100263|0.021997616|-0.00030659|-0.11512706|-0.704356423|0.79965447|0.798237393|0.032797932|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|34.66998636|124.4493461|45.81893652|0.699790508|-39.13396528|91.93816239|71.35869023|0.442735754|590.7291534|-1299.659886|3448.428146|-17.53752467|7.357962381|13.20372234|0.7944808170000001|6507.757122|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|1.0|1.0|3.38|0.33|6.49|5.24|149.27|1.57|0.0|121.3|1.0|1.0|-7.45|5.0|-5.73|441.57|1.0|-5.41|3.89e-06|0.00172|1.7e-08|7.5e-06|3629.0|5.5|3629.0|-2034.621888|-2034.593521|729.78|0.2907|341.65|631.34|0.70207|0.2907|3.4656|-2034.408854|4.0992|9.0|8.0315
17g_a50|0.0|0|1|2|2|1.320916184|4.377239517|-0.185924266|-0.002050512|5.82008293|0.052557574|2|0.029160757|-0.05611228|-0.13328325|10.94501702|-0.1155555559999999|0.01245647|-0.090386911|-0.213708251|0.754575205|0.738521694|-0.2126789369999999|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|52.94662161|85.51402581|0.749948388|-21.45417373|56.28102287|41.85775712|0.467997084|614.4183967|-1037.842058|1975.996014|-11.54365807|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|23.06474408|0.013645282|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|3.66|0.35|3.71|4.37|51.77|2.71|0.0|133.03|0.0|1.0|-4.46|4.0|-6.28|424.54|0.0|-4.86|1.39e-05|0.0059|1.1e-07|4.6500000000000005e-05|4.0458|3.22|4.0458|-1335.976491|-1335.946919|725.92|0.1795|306.45|559.45|0.6623600000000001|0.1795|7.0584|-1335.693266|9.1706|246.0|6.6091
47i_a18|0.0|0|0|1|1|1.251177255|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.037484277|-0.037689885|-0.440488042|10.94702091|-0.040514277|0.000427479|-0.057689282|-0.499939719|0.742536498|0.744472118|-0.068524374|0.8030751740000001|-0.0780255879999999|-0.089609068|0.279553995|0.009745543|-54.34379065|-62.41153158|6.787641686000001|72.81110823|137.1555392|82.81385171|0.8608685909999999|-37.84973202|68.954317|61.13143233|0.487446923|559.3312455|-1497.876758|1333.332089|-17.10248143|9.573882864|18.67881257|0.951017454|6353.6617320000005|96.90318745|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|0.0|1.0|0.0|0.22|3.28|2.8|85.29|2.74|1.0|134.83|0.0|1.0|-5.18|3.0|-6.36|440.54|0.0|-4.78|1.67e-05|0.00735|1.04e-09|4.6e-07|3.2321|7.37|3.2321|-1416.260696|-1416.233978|744.95|0.5085|383.61|664.78|0.69175|0.5085|2.7749|-1415.944522|3.5235|19.0|7.7212
4i_a46|0.0|0|0|1|1|1.1346370959999998|2.184105962|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|-0.127450387|10.94638684|-0.125773054|0.011931187|-0.133434195|-0.22302552|0.7204791309999999|0.749522825|-0.17856753|0.940780437|-0.058565229|-0.075208437|0.263514985|0.015663081|-33.08099617|-42.48203383|8.847405392999999|67.51603424|33.45060163|70.55661087|0.763831778|-18.68604171|49.04951810000001|41.92840157|0.406629719|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|0.685288314|4893.587424|133.40134070000002|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|1.0|1.0|3.5|0.36|4.79|5.07|39.94|3.06|0.0|105.43|0.0|1.0|-4.94|3.0|-5.31|347.45|0.0|-5.04|9.13e-06|0.00317|5.04e-08|1.75e-05|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|0.2805|229.66|546.24|0.69035|0.1421|2.8538|-1092.528145|3.8696|612.0|6.2132
11c_a5|0.0|1|0|0|0|1.427567332|0.0|-0.2117133739999999|-0.004590583|4.59511985|-0.050049777|2|0.027388889|-0.0859098|-0.224938556|10.94877953|-0.023856811|0.005383056|-0.138950411|-0.269653478|0.679183645|0.8020105409999999|-0.044126759|0.80472351|-0.078909483|-0.0873419269999999|0.389427402|0.01785211|-47.99592739|-53.12487972|10.85837291|31.61751609|118.7750305|4.089828494|0.707039635|-29.19305715|66.02857181|58.854300300000006|0.448016491|489.4652669|-903.1229552|926.234805|-11.94164728|8.88462927|16.09582374|0.811648325|5202.741647999999|178.1902995|27.76804404|0.021214793|-251.8596984|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|2.14|0.09|4.79|4.17|80.76|1.13|0.0|106.79|0.0|1.0|-4.13|5.0|-6.59|370.4|0.0|-4.1|7.950000000000001e-05|0.0294|3.4000000000000003e-09|1.26e-06|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|0.5327|275.3|512.32|0.6267699999999999|0.2186|2.5278|-1218.336116|3.3827|25.0|7.6021
4r_a46|0.0|0|0|1|1|1.13129629|2.051582577|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|0.044728682|-0.15196733|-0.141309389|10.96363493|-0.048758575|0.0061041|-0.237647432|-0.246070691|0.7794598220000001|0.810646641|-0.070397185|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|80.72661483|0.0|0.7146312779999999|-22.31391864|51.22472631|48.13649426|0.456487948|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|5.81085807|10.69131411|0.839885604|4775.760774|151.3787482|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|2.89|0.35|3.56|3.43|63.83|1.52|0.0|97.9|0.0|1.0|-3.09|4.0|-6.83|334.41|0.0|-3.55|0.000279|0.0933|5.64e-07|0.000188|4.5209|2.3|4.5209|-1069.447946|-1069.419677|571.75|0.1404|274.25|467.85|0.69085|0.1404|2.6630000000000003|-1069.284137|3.5979|1413.0|5.8499
8c_a32|0.0|1|1|0|0|0.609420757|0.0|0.080016722|-0.0093793719999999|5.733341277|-0.04699673|0|0.036711712|-0.026467635|-0.459589251|10.31100269|-0.0682721729999999|-0.001662219|-0.047650724|-0.578242111|0.788133615|0.845443342|-0.11492754|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|-46.47597924|-58.93213925|9.818219446|126.6561213|119.85432240000002|78.19443734|0.600684883|-28.09723623|74.36515033|56.29419869|0.447542891|484.6996147|-766.1178102000001|3038.837633|-10.06868562|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|241.4075262|27.72624296|0.025527931|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|2.82|0.26|6.49|4.19|140.04|1.1|0.0|110.47|1.0|1.0|-5.82|4.0|-6.45|397.52|1.0|-4.39|4.11e-05|0.0164|2.23e-08|8.86e-06|3.5673|4.28|3.5673|-1880.764533|-1880.733377|646.97|0.3272|347.56|516.78|0.70135|0.3272|8.4922|-1880.597039|10.2656|37.0|7.4318
12ab_a36|0.0|1|0|2|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|2|0.039951691|0.035377607|-0.408023082|10.9540584|-0.029080933|0.002112069|0.0618552579999999|-0.4186639029999999|0.86559137|0.831136366|-0.051707317|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|109.6369437|15.55386871|0.679025324|-37.68448987|82.3666474|71.2577056|0.484987413|580.1454645|-1245.389318|2390.849902|-15.90828969|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|33.96451406|0.024384271|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|0.0|0.0|0.0|0.17|3.14|1.95|92.99|1.59|0.0|133.27|0.0|1.0|-3.92|5.0|-7.21|420.47|0.0|-3.91|0.000122|0.0515|8.95e-08|3.76e-05|3.8845|3.23|3.8845|-1364.509957|-1364.468283|712.73|0.4451|319.17|564.58|0.69294|0.4451|3.6976|-1364.300531|5.3228|11.0|7.9586
8d_a32|0.0|1|1|0|0|0.609420756|0.0|0.143684876|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|-0.519620595|10.31100269|-0.0682721729999999|-0.005162219|0.113030335|-0.629535754|0.825020753|0.825978584|-0.11492754|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|0.01593079|-68.88621406|-69.11005922|10.01177286|321.2496412|181.8092016|89.20994250000001|0.708567136|-43.2918338|81.54594837|78.89798692|0.47012654|446.6450457|-967.5408291|2371.595484|-13.21859008|8.106843676|15.29958432|0.887243042|5523.492436|183.1522214|29.684549600000004|0.019788058|-262.14980440000005|1365.489282|557.1050635|12.43588915|1.0|1.0|1.0|2.84|0.26|6.42|4.32|154.03|1.1|0.0|110.38|1.0|1.0|-6.08|4.0|-6.47|397.52|1.0|-4.36|4.36e-05|0.0173|5.51e-08|2.19e-05|3.5588|4.26|3.5588|-1880.773727|-1880.733071|671.71|0.3018|348.39|540.98|0.7026100000000001|0.3018|1.0269|-1880.602038|1873.0|8.0|8.0809
36_a18|0.0|0|0|2|2|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.036625514|-0.05224259|-0.442092758|10.94702093|0.003321395|0.000825855|-0.079553246|-0.493920601|0.7343989059999999|0.741135729|0.0059061|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|139.3536816|83.34177364|0.812056067|-39.43509046|65.59412783|62.10402945|0.4751830729999999|572.70209|-1477.479979|1547.485543|-16.1853561|9.560644525|18.21710397|0.905426346|6799.65027|133.8265619|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|0.0|1.0|0.0|0.28|3.73|2.96|85.29|3.13|1.0|146.24|0.0|1.0|-5.68|3.0|-6.18|466.57|0.0|-5.28|5.19e-06|0.00242|6.87e-10|3.210000000000001e-07|3.1908|7.75|3.1908|-1493.686737|-1493.661092|769.73|0.4674|388.57|636.33|0.69372|0.4674|1.9944|-1493.333297|2.7547|32.0|7.4949
13_a47|0.0|1|1|0|0|1.417757826|0.0|-0.174238791|-0.0049262279999999|4.59511985|-0.0777650159999999|2|0.036632997|-0.047120094|-0.20197533|10.9452934|0.038682232|-0.000211465|-0.108780879|-0.316563793|0.6427334020000001|0.794037882|0.065869272|0.781675563|-0.081148294|-0.088128939|0.244975411|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|112.453046|0.0|0.688261242|-21.52866736|57.38622954|50.9329486|0.472007922|402.6200617|-635.4998528|669.2729199|-8.613918003|7.038683428|13.33103985|0.8939678120000001|4542.479565|160.5682509|24.29844849|0.023284817|-193.936606|923.3410426|359.12161539999994|11.99338291|1.0|0.0|1.0|1.75|0.06|4.06|4.63|66.49|2.34|0.0|91.59|0.0|1.0|-4.24|4.0|-6.0|319.34|0.0|-4.27|5.41e-05|0.0173|1.26e-08|4.04e-06|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|0.3382|307.63|404.73|0.67466|0.3382|3.5455|-1067.71601|4.8308|16.0|7.8
