molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18c_a25|0.0|0|0|0|0|1.193723817|1.959418462|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|0.043274232|0.007241543|-0.162271435|10.31285373|0.006360768|0.007488918|0.01222181|-0.282103688|0.7644072209999999|0.748718056|0.0114970419999999|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-31.96445203|-47.27625541|6.300016824|26.54367263|34.1639413|0.0|0.7479204509999999|-21.00757374|56.83666555|38.26446885|0.484730247|623.0528232|-992.8013635|2095.730631|-11.65153036|7.553051762000001|14.65844196|0.940731034|6736.25597|165.67090530000002|23.70385212|0.014546814|-325.8749539|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|3.89|0.11|6.29|6.11|87.72|3.08|1.0|138.65|0.0|0.0|-6.05|3.0|-5.85|449.57|1.0|-5.6|2.51e-06|0.00113|6.79e-11|3.0499999999999995e-08|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|0.3558|226.01|547.87|0.70516|0.0041|6.1775|-1714.342386|7.9283|88.0|7.0555
14y_a23|0.0|0|1|0|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|5.351858133|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|10.31321795|-0.031435038|0.007229683|0.07646106|-0.4598871539999999|0.719722236|0.802520527|-0.049318182|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|-55.74067298|13.00274534|39.66769923|51.68445972|82.29531392|0.78322549|-27.63946733|67.16839951|52.97547894|0.486730407|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|30.28429949|0.016527|-391.6770747|1423.362076|665.6233736|11.42772654|0.0|1.0|1.0|3.49|0.05|4.64|5.32|105.02|3.99|1.0|130.3|0.0|1.0|-6.77|4.0|-5.8|480.37|0.0|-6.13|7.37e-07|0.000354|2.6899999999999996e-09|1.29e-06|3.6413|4.73|3.6413|-2549.104894|-2549.091817|713.1|444.0|340.49|585.2|0.61338|444.0|4.8799|-2548.953933|6.5205|4.0|8.4225
4g_a46|0.0|0|0|1|1|1.134637064|2.156712018|-0.153373738|-0.001702489|5.587248657999999|-0.010706405|2|0.046415344|-0.093447672|-0.088529411|10.96333695|-0.138341481|0.010608122|-0.144064904|-0.2455749539999999|0.662386484|0.74106323|-0.193115055|0.946829733|-0.056893316|-0.070153728|0.318162858|0.00801562|-32.64186634|-40.24987057|4.598866947|7.38470955|30.50581108|72.82863401|0.826861093|-18.72788427|44.72726697|37.24073329|0.448462961|543.2323468999999|-684.2477996|2285.43285|-8.0118178|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|99.33639766|16.88825479|0.007803902|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|1.0|1.0|3.61|0.38|5.19|5.37|43.6|3.06|1.0|106.55|0.0|1.0|-5.38|3.0|-5.18|366.89|0.0|-5.38|4.16e-06|0.00153|1.57e-08|5.75e-06|4.4163|4.65|4.4163|-1493.154666|-1493.132001|615.33|0.1294|280.74|530.39|0.6983199999999999|0.1294|3.5526|-1492.979142|3.7113|2745.0|5.5615
12aj_a36|0.0|1|0|2|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|2|0.043848238|0.064171987|-0.402433117|10.95354213|-0.042227364|0.003962098|0.1087087|-0.43462267|0.90414347|0.812278823|-0.072770961|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|110.89910559999998|0.0|0.77492734|-29.99399664|76.5855549|58.52715472|0.47532973|530.0854761|-1251.929069|2275.825451|-15.14089115|8.056502837|15.35536375|0.905958957|5763.333098|144.26810480000003|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|0.0|0.0|0.17|3.24|2.19|69.2|2.24|0.0|128.72|0.0|1.0|-4.16|4.0|-6.55|395.46|0.0|-4.3|5.05e-05|0.02|1.08e-07|4.270000000000001e-05|5.2301|3.48|3.6017|-1272.27339|-1272.241135|682.84|0.5616|237.06|539.55|0.70423|0.0082|5.8554|-1272.060325|7.8393|17.0|7.7696
24_a20|0.0|0|0|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|2|0.03625|0.087887688|-0.083539572|10.93106245|-0.04104|0.008780074|0.1468474119999999|-0.188335708|0.616352201|0.74131936|-0.07179846|0.952027295|-0.061437722|-0.067869875|0.531656762|0.012814211|-38.76683848|-42.82548904|8.085691548|12.83518119|30.27049276|406.1522673|0.771032243|-24.46164548|51.30386873|46.85253003|0.457794721|600.7235847000001|-856.5097809|1961.887639|-10.80905198|6.852820269|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|3.21|0.08|4.76|4.78|80.28|1.86|0.0|119.42|0.0|1.0|-4.89|5.0|-6.26|402.45|0.0|-4.93|1.17e-05|0.00469|4.82e-10|1.94e-07|5.3396|3.74|3.5876|-1291.896802|-1291.867578|685.66|0.2495|232.2|551.25|0.44916|0.0108|3.6107|-1291.706729|4.3906|318.0|6.4976
13_a15|0.0|0|0|1|1|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|-0.031457366|3|0.029206349|-0.006938727|-0.393632585|10.95980212|0.005149745|0.003766915|-0.010882979|-0.357554652|0.843715005|0.729838386|0.009456191|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|-43.2365883|-61.86632281|10.21906987|142.67217639999998|72.25096855|0.0|0.755283433|-27.279882500000003|72.41636305|53.45565817|0.482317225|558.6934137000001|-1237.326456|3581.589629|-13.46007201|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|28.24531009|0.01672103|-322.1392954|1638.227985|830.7967967000001|10.55004024|1.0|1.0|0.0|4.19|0.07|4.33|6.69|59.51|2.52|0.0|138.24|0.0|1.0|-6.32|4.0|-5.26|448.52|1.0|-6.1|7.970000000000001e-07|0.000357|1.27e-09|5.7e-07|3942.0|5.04|2.5721|-1450.756042|-1450.727602|674.36|208.0|314.52|549.33|0.70626|0.0003|3.5479|-1450.462642|6.0429|6.0|8.2218
18_a10|0.0|0|0|2|2|1.243178376|2.142254323|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2|0.035770975|-0.092424959|-0.1859075939999999|10.92966688|-0.0280813039999999|0.010573165|-0.144233311|-0.220292492|0.7155022459999999|0.785539083|-0.0507442929999999|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|72.64119073|123.3621791|0.641615544|-23.18149476|61.38857307|48.64284759|0.4670293179999999|562.0732377|-868.8874593|2137.914113|-10.02718922|7.204851347999999|13.51828833|0.876275815|6213.631543|227.471785|24.62214943|0.020666062|-179.7708584|1354.218219|713.2632062000001|13.11704755|0.0|1.0|1.0|3.41|0.32|4.65|4.66|62.06|2.14|0.0|119.81|0.0|1.0|-4.48|5.0|-6.34|412.48|0.0|-4.77|1.7100000000000002e-05|0.00705|1.32e-08|5.44e-06|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|0.2962|214.93|504.61|0.6866300000000001|0.1637|4.7596|-1336.185978|5.9029|0.13|6.8861
12bc_a36|0.0|1|0|2|2|1.284647662|0.0|-0.058020733|-0.007661816|5.351858133|-0.042515909|2|0.04625323|0.068351685|-0.413738077|10.95883416|-0.027636036|-0.00097037|0.115647623|-0.442519304|0.884841888|0.836170906|-0.045186455|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|-71.97763346|12.2593899|83.35308244|111.3483497|0.0|0.77146807|-34.8600941|83.97121855|64.13376391|0.467645467|560.6615736|-1295.597402|2623.395239|-17.41308622|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|11.99358509|1.0|1.0|0.0|0.0|0.14|3.99|3.19|69.2|2.99|0.0|133.77|0.0|1.0|-5.08|4.0|-6.26|450.32|0.0|-5.18|6.55e-06|0.00295|1.74e-08|7.83e-06|5.2189|4.42|3.8696|-2152.134749|-2152.100551|705.12|0.7456|237.57|563.76|0.69094|0.3478|6.5854|-2151.971485|9.2445|8.0|8.0969
12t_a36|0.0|1|0|2|2|1.297042607|0.0|-0.058770337|-0.00673635|5.351858133|-0.034194893|2|0.041767677|0.035510516|-0.404180985|10.95395385|-0.0288761339999999|0.0045625|0.059266516|-0.436022708|0.902377067|0.829598864|-0.050788309|0.8337556420000001|-0.0735262|-0.100615514|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|110.727965|0.417511887|0.78316808|-32.61842026|77.32343502|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|7.960344391|15.36435856|0.930112292|5936.009091|144.422087|30.56063281|0.01547607|-377.2113003|1711.395437|729.1873176|10.30792105|1.0|0.0|0.0|0.0|0.21|3.62|2.45|69.2|2.45|0.0|133.52|0.0|1.0|-4.61|4.0|-6.33|409.49|0.0|-4.57|2.6600000000000003e-05|0.0109|4.38e-08|1.7899999999999998e-05|3.8844|3.87|3.6694|-1311.585049|-1311.552739|713.6|0.4297|319.18|562.72|0.70313|0.0155|5.9081|-1311.349439|7.9104|8.0|8.0969
4e_a49|0.0|0|0|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|-0.3631108529999999|10.92777282|0.018857363|0.000660956|-0.130491035|-0.403194204|0.7541604690000001|0.803344301|0.032396301|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|149.0098632|60.11195021|0.650328475|-35.44835874|68.38360061|68.30753733|0.471635821|464.3567821|-916.2062675|1647.641653|-11.01902676|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|2.89|0.22|3.4|2.83|92.93|1.25|0.0|114.08|0.0|1.0|-3.28|5.0|-7.52|399.45|0.0|-3.52|0.000305|122.0|4.35e-08|1.74e-05|5.7301|3.34|3.7876|-1313.199448|-1313.158118|660.22|0.2273|216.37|504.63|0.68043|0.0789|3.9718|-1312.98289|4.8707|34.0|7.4685
8_a15|0.0|0|0|0|0|1.419941362|0.0|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.039181287|0.155304204|-0.5025236129999999|10.95880707|-0.014489333|0.003160815|0.225620047|-0.342749125|0.85357243|0.7059441040000001|-0.025923166|0.853896482|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|85.31489861|55.99586988|0.519427411|-24.39801408|89.80283608|61.44071008|0.389723411|498.6196971|-828.9085544|1919.535904|-9.878130237|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|32.56759415|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|3.76|0.19|3.9|4.95|61.84|1.96|0.0|104.74|0.0|1.0|-5.25|5.0|-5.52|366.41|0.0|-4.81|1.53e-05|0.00562|2.69e-08|9.86e-06|4.4346|3.36|3.7426|-1223.704913|-1223.687714|598.84|251.0|279.58|538.51|0.70524|0.0155|1.1415|-1223.523393|1.4589|108.0|6.9666
47j_a18|0.0|0|0|1|1|1.251176464|0.0|0.070097424|-0.007807275|4.844187086|-0.068902246|0|0.033563218|-0.048528478|-0.569931053|10.94702285|0.0033281|0.002317206|-0.073551529|-0.48833504|0.783538352|0.7444236670000001|0.005740124|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|-56.816779|-73.69868165|12.42035127|95.57657747|150.5035248|99.50526447|0.764425062|-44.19607713|86.31641604|69.23713027|0.481373558|627.366638|-1842.467041|2064.803327|-20.47428768|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|34.43235841|0.016220875|-411.3767328|2410.265089|1081.726154|12.6177344|1.0|0.0|1.0|0.0|0.28|2.43|2.82|97.76|2.63|2.0|149.96|1.0|1.0|-5.83|4.0|-6.46|499.6|0.0|-5.14|7.32e-06|0.00366|1.63e-09|8.159999999999999e-07|3.1054|8.09|3.1054|-1625.445572|-1625.413107|839.37|0.5439|399.25|776.31|0.6983600000000001|0.5439|4.1619|1625.053346|5.2118|35.0|7.4559
12an_a36|0.0|1|0|2|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|-0.407702102|10.33556631|-0.031635802|0.003710345|0.170355752|-0.434819796|0.906423012|0.8344566859999999|-0.055405405|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|110.5140393|0.0|0.783512615|-33.56484523|81.70091433|61.37296195|0.44576647|565.1654879|-1349.848937|2399.367452|-16.89009799|8.773001855|15.82907093|0.8042935809999999|6162.848939|146.2760938|31.9040205|0.015771136|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|1.0|1.0|0.0|0.17|3.33|2.61|94.5|2.51|0.0|135.47|0.0|1.0|-4.85|4.0|-6.64|427.52|0.0|-4.51|3.09e-05|0.0132|8.95e-08|3.83e-05|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|0.6702|239.49|571.76|0.69094|0.0644|4.3963|-1670.244686|6.2182|0.04|7.3979
6g_a40|0.0|0|0|1|2|0.604893315|1.628664494|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|-1.09669629|10.30179936|-0.251161616|-0.018182514|-0.221674172|-0.588058458|0.8316888240000001|0.832499949|-0.340429901|0.605346707|-0.164941808|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|11.53799852|328.78166810000005|256.5226419|47.36081569|0.824204189|-69.68682788|114.7475987|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|3198.69909|-24.9461968|6.95079805|12.10032156|0.740853565|7822.892656|114.2663866|46.56499428|0.020240097|-421.4621621|2095.424743|590.1686672000001|13.1559604|0.0|1.0|1.0|2.28|0.21|3.43|2.48|213.89|0.59|2.0|124.18|1.0|3.0|-7.22|7.0|-7.02|474.53|1.0|-4.71|1.93e-05|0.00917|0.0013599999999999|0.6459999999999999|3.3197|7.38|2.8135|-2522.023752|-2521.990118|669.8|0.4971|373.48|514.77|0.5794199999999999|0.1307|6.7231|-2521.87499|8.9454|47.0|7.3279
14b_a3|0.0|0|0|0|0|0.605016869|0.0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|-0.356087317|10.31162234|-0.102362298|-0.004161699|-0.288944272|-0.575695827|0.882394075|0.7809478329999999|-0.170297225|0.786476513|-0.090994113|-0.100993354|0.379746504|0.012828558|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|82.79166784|0.766915433|-21.76034149|57.87172082|50.77131401|0.487615651|384.6023764|-642.0403962|1289.104749|-8.721397057|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|2.5|0.06|4.28|3.71|105.82|1.04|0.0|93.25|0.0|1.0|-4.45|4.0|-6.42|319.38|0.0|-3.99|0.000103|0.0327|1.28e-07|4.08e-05|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|0.2276|403.54|368.39|0.70123|0.2276|2.8743|-1327.398177|3.8724|0.38|6.4202
5e_a40|0.0|0|0|0|1|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|-0.162528785|10.31198323|0.029272031|0.008306061|-0.184667138|-0.391074665|0.535506399|0.8092726020000001|0.0451110059999999|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|0.019851304|-36.56222854|-42.66853738|9.440323938|170.7311133|64.47400829|51.7148695|0.8223594679999999|-17.38723451|48.81318333|46.00255248|0.47779156|411.0778166|-512.0224486000001|512.5703164|-8.116440327000001|6.533857846|12.51197289|0.914944155|4158.984115|84.47727896|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|6.144645946|1.0|1.0|0.0|2.73|0.21|4.3|3.74|75.5|2.37|1.0|79.16|0.0|2.0|-4.78|3.0|-5.66|303.77|0.0|-4.25|5.56e-05|0.0169|2.23e-05|0.00678|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|0.5262|333.85|390.33|0.69675|0.5262|7.87|-1637.162552|10282.0|25.0|7.6021
14m_a23|0.0|0|1|0|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.0431917209999999|0.028217372|-0.482182526|10.3132176|-0.050626415|0.001951778|0.0879380709999999|-0.527662006|0.560094237|0.798384929|-0.072906704|0.9258118|-0.072795329|-0.089285878|0.268552591|0.017992415|-50.63012925|-62.09952738|12.51396625|47.23604193|51.59888942|0.0|0.7958339090000001|-35.21393496|74.61692699|63.1440955|0.476833897|643.9145427|-1366.189602|2263.262957|-19.00406438|8.595073462|16.42895711|0.911438824|7588.823133|142.0002583|34.33353583|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|1.0|1.0|3.17|0.09|4.42|6.19|105.02|3.82|1.0|125.29|0.0|1.0|-6.38|7.0|-6.06|479.48|1.0|-5.79|1.61e-06|0.000773|5.94e-09|2.85e-06|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|0.3335|337.15|572.31|0.65552|0.3335|6.1522|-1966.785519|8.5477|3.0|8.5171
7c_a10|0.0|0|0|1|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|-0.206388032|10.92926158|-0.066271289|0.0107756969999999|-0.176560297|-0.215874011|0.725146704|0.7928588059999999|-0.105104647|0.906276489|-0.05074318|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|-51.2378943|16.04055193|87.99694927|54.79389751|58.07647902|0.52630639|-17.34382833|67.01436709|45.70671102|0.4675549639999999|529.8395322|-666.0926258|1881.379304|-7.635686595|6.703148323|12.58937144|0.8781281320000001|6034.895823|276.93712|24.81565867|0.0269852389999999|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|3.49|0.26|4.59|4.43|62.06|1.99|0.0|113.07|0.0|1.0|-4.44|5.0|-6.2|386.45|0.0|-4.69|2.05e-05|0.00793|1.66e-08|6.4e-06|5.4267|2.76|3.8357|-1259.011598|-1258.985004|635.47|0.4049|228.47|488.89|0.68708|0.0921|3.9465|-1258.801509|5.0714|3.81|5.4191
16_a31|0.0|1|0|1|1|0.61013894|0.0|0.152128735|-0.020181753|5.733341277|-0.186617888|0|0.042528736|-0.050076586|-0.726543099|10.31170095|0.06214876|-0.0125582419999999|-0.0897217219999999|-0.60894688|0.951830892|0.8318419909999999|0.0980869569999999|0.546450126|-0.142079397|-0.150315165|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|213.694252|467.7901274|0.73080436|-31.54036284|83.86629191|84.57819254|0.427771627|257.4650715|-779.0463041|1212.615438|-11.12287666|5.521618837|9.649327262|0.747554032|4387.049328|126.8340354|32.30339751|0.027684692|-217.4912527|1066.012118|280.39844320000003|13.04390063|0.0|0.0|1.0|1.93|0.14|3.8|2.83|114.29|0.78|0.0|80.57|0.0|2.0|-4.36|4.0|-6.48|300.34|0.0|-3.6|0.000254|0.0762|1.16e-05|0.00347|3.6596|1.7|3.6596|-1308.242314|-1308.202828|503.18|0.2534|338.79|369.73|0.70108|0.2534|3.7419|-1308.161433|5.5943|0.09|7.0458
12c_a36|0.0|1|0|2|2|1.29696741|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.085843909|-0.414055975|10.95982545|-0.056994595|0.0010871589999999|0.146546059|-0.4423430339999999|0.8941919290000001|0.819222745|-0.097861598|0.840733512|-0.073370864|-0.105624703|0.462597812|0.019582215|-47.12722334|-67.84435546|12.5779546|60.79111287|102.2992907|6.546878962999999|0.75500974|-30.27053327|80.22754474|59.70517794|0.473610011|540.0159387|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|0.899732176|6256.172329|157.3609748|32.34920911|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|0.0|0.0|0.14|3.35|2.54|69.2|2.51|0.0|128.76|0.0|1.0|-4.44|4.0|-6.49|415.88|0.0|-4.59|2.55e-05|0.0106|6.65e-08|2.77e-05|3.8436|3.79|3.8436|-1692.540795|-1692.511019|672.74|0.3927|322.58|509.61|0.68913|0.3927|4.9812|-1692.3713309999998|6.6973|9.0|8.0458
3d_a32|0.0|1|1|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.0620110029999999|-0.269655316|10.31100276|-0.0602430179999999|0.002004382|-0.1131110759999999|-0.539652902|0.8315372|0.8444218509999999|-0.100251236|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|58.01666174|0.0|0.720540286|-20.13777259|59.15151032|45.000975700000005|0.427813496|483.4133562|-605.4522892000001|1855.167124|-8.405385739|6.15119195|10.75032687|0.747681906|4752.534658|151.30787800000002|21.54552351|0.0160633|-238.8142619|840.275417|421.3548777|8.697152881000001|1.0|1.0|1.0|3.11|0.24|6.97|5.07|110.94|1.94|0.0|97.86|0.0|1.0|-6.55|3.0|-5.18|340.47|0.0|-5.13|7.36e-06|0.00251|5.13e-08|1.75e-05|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|0.5031|353.18|465.41|0.7035100000000001|0.5031|3.2094|-1672.638515|5.1728|8.0|8.0915
6d_a40|0.0|0|0|1|2|0.604893491|1.695192271|0.12627602|-0.015362927|6.401917197|-0.091548968|0|0.039160494|-0.104206961|-0.722057579|10.30179973|-0.205140551|-0.00448098|-0.249967637|-0.624951805|0.6224555620000001|0.8361555479999999|-0.289988439|0.663670372|-0.115007564|-0.119563634|0.372705643|0.017359149|-73.59650182|-76.51205671|11.10859664|192.5638526|215.22657540000003|38.04267542|0.86005241|-47.09642482|85.47607798|84.70509846|0.428134701|424.7009165|-1377.2170210000002|3212.360755|-20.49579149|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|89.55631|37.23994308|0.01400787|-460.8148719|1601.317552|555.2010623|8.964021265|1.0|1.0|1.0|2.84|0.21|4.8|3.63|173.43|2.01|2.0|120.09|1.0|2.0|-7.21|6.0|-6.36|460.52|1.0|-5.15|7.1e-06|0.00327|4.9e-05|0.0226|2.9559|7.98|2.9559|-2470.82949|-2470.793925|656.5|0.3518|419.45|511.88|0.6624800000000001|0.3518|7.8884|-2470.684323|10.9021|1.0|8.9208
18a_a25|0.0|0|0|0|0|1.194229606|1.875390684|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|2|0.038167849|0.062229409|-0.170732995|10.31286118|-0.019985937|0.007325341|0.106305991|-0.2936794219999999|0.761417363|0.7385460309999999|-0.035531959|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|75.74077952|45.33086513|0.0|0.817072039|-24.58404782|59.45091020000001|43.39683067|0.493301255|617.676232|-1088.538099|2331.966135|-13.61714122|7.39539242|14.59524518|0.973559258|6523.923911999999|121.2825364|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|3.43|0.08|5.89|5.72|87.72|2.88|1.0|133.85|0.0|1.0|-6.33|3.0|-5.58|435.54|0.0|-5.77|1.71e-06|0.000744|1.67e-10|7.28e-08|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|0.3234|225.57|556.26|0.5274399999999999|0.0027|3.1313|-1675.04368|4.3839|94.0|7.0269
3c_a49|0.0|0|0|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|0.036335697|-0.04696024|-0.248722888|10.92976555|0.0127926339999999|0.006470561|-0.0780996759999999|-0.384874446|0.666785606|0.802792677|0.0211518929999999|0.7963363840000001|-0.071786669|-0.074135885|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|89.34479838|116.4686425|77.29181095|0.637222556|-23.47658531|54.85343388|49.52988301|0.4791465279999999|455.3990518|-678.3346816000001|1667.1178220000002|-8.253567879|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|22.64931248|0.021783913|-156.9462939|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|2.67|0.18|3.63|3.87|72.7|1.84|0.0|109.43|0.0|1.0|-3.45|4.0|-6.93|369.42|0.0|-3.86|0.000137|0.0505|2.89e-08|1.07e-05|5.1584|3.99|3842.0|-1198.668772|-1198.634822|613.33|0.4321|240.36|456.22|0.6692100000000001|0.0729|3.6122|-1198.484646|3.7789|87.0|7.0605
21b_a23|0.0|0|1|0|0|1.197963051|3.351726269|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|-0.326506055|10.31321725|-0.0490623259999999|0.009872313|0.107996329|-0.481470603|0.7038407329999999|0.7717839409999999|-0.078097375|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|0.014481931|-41.81114831|-58.25915868|10.15224639|41.6766724|48.56114386|86.65837165|0.812334718|-29.31080756|67.68046598|51.9633947|0.458461834|652.4673795|-1223.442332|2531.041828|-16.81701905|8.773746105|16.20152864|0.846591917|6919.229053|131.5587155|29.53101081|0.013439264|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|3.42|0.08|3.92|4.2|128.81|2.6|1.0|129.97|0.0|1.0|-6.1|5.0|-6.42|450.52|0.0|-5.22|6.06e-06|0.00273|1.43e-08|6.45e-06|4.0023|3.57|3.6237|-1761.498874|-1761.4722969999998|735.65|0.2607|309.79|611.6|0.70139|0.2333|9.5312|-1761.294175|13.2567|85.0|7.0691
