molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
18b_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604987149|0.0|-0.006947027|5.351858133|0.0075638519999999|2|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|1|0.0036417359999999|-0.049287858|-0.090115975|0.760234689|0|0.869340364|-0.09536285|0.413791511|-63.07862164|13.14992762|77.65678625|86.42600053|-41.72392601|0.0|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|0.424912258|-1198.493811|3057.267112|7.513189589|13.0644231|6387.715069|158.9382363|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|1.0|0.13|17.0|-6.7|2.49|105.44|2.0|0.0|5.0|5.0|-6.33|0.0|2.42|-4.8|3.23e-06|0.00137|1.57e-05|3.59|2e-07|8.47e-05|3.64|3.5256|-1668.034279|-1667.995173|351.66|0.3576|0.67715|0.67715|-1667.788575|-0.14385|4.8198|0.03910602|6.5037|7.6003|7.6003
10_a4|0|0|0|0.0|0.0|7.535296702|1|1|1.343863662|2.146166934|-0.002959121|5.4161004020000005|0.005483539|2|2.149387791|-0.159792527|0.01107733|-0.122141977|-0.090413559|1|1|0.011142889|-0.083887216|-0.132895939|0.6799081490000001|1|0.921653019|-0.079432495|0.43000216|-45.97324097|8.440134933|39.48408698|45.34497624|-26.60798798|64.26218096|0.744529685|-1.350352423|-17.08910641|54.09964719|-15.63090193|0.4858700179999999|-781.5450965|2064.276654|5.759414166|11.20225306|5598.949417|147.85886159999998|-452.3357957|20.99433004|-283.0534799|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.26|21.0|-8.07|4.81|52.83|2.0|0.0|4.0|4.0|-5.83|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|3.85|8.51e-09|3.15e-06|3.34|3.6465|-1183.812875|-1183.790554|340.01|0.1792|0.4662|0.7038399999999999|-1183.54701|-0.15561|1.4517|0.02232068|2.2386|7.0555|7.0555
12bb_a36|1|0|0|3.3296932480000003|0.0|7.412764017000001|2|2|1.29704416|0.0|-0.008239316|5.351858133|-0.117921811|2|0.0|-0.444923056|-0.006877664|-0.018516159|-0.027636036|1|1|-0.004358975|-0.098027247|-0.250781298|0.632625562|0|0.6888482109999999|-0.114330726|0.314702945|-73.39466247|14.16769093|88.91215764|199.7440352|-47.11573753|0.0|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|0.4808928389999999|-1247.709262|2458.790147|7.854524291000001|15.13083401|6285.088971|180.1992964|-800.967538|34.69260487|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|0.0|1.0|0.14|17.0|-7.12|3.0|69.2|1.0|0.0|5.0|6.0|-6.8|1.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|7.599999999999999e-08|3.17e-05|3.66|3.8001|-1431.4091|-1431.374881|326.27|0.4172|0.38838|688.0|-1431.178978|-0.15507|6251.0|0.03421884|8657.0|8.0|8.0
11c_a31|1|0|0|3.336985072|0.0|7.765993078999999|1|1|0.6101368770000001|0.0|-0.0184155389999999|5.733341277|-0.141329185|0|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|2|2|-0.008375297|-0.0992097109999999|-0.16065803|0.787929678|0|0.564143263|-0.14043574|0.3608415239999999|-82.24513417|20.06220362|264.7428792|255.2562173|-48.16624372|70.98337779|0.676089232|-1.825664624|-47.33176279|99.31985763|-24.864808|0.47997061|-1069.186744|1770.045716|7.259183801|13.95917988|5329.481371|189.6959033|-626.1611682999999|36.77740577|-206.2506659|1581.428448|449.7512005|17.07472346|1.0|0.0|1.0|1.0|0.28|16.0|-5.84|3.64|125.57|1.0|0.0|6.0|6.0|-6.56|0.0|3.04|-3.98|7.68e-06|0.00285|0.000105|2.82|1.45e-06|0.000537|4.47|3.8551|-1559.3980869999998|-1559.353434|321.61|0.2627|0.7005899999999999|0.7005899999999999|-1559.194237|-0.15994|5289.0|0.04465349|7.5091|6.8861|6.8861
11d_a31|1|0|0|3.39688681|0.0|7.765993078999999|1|1|0.610136352|0.0|-0.017317263|5.733341277|-0.116385886|0|0.0|-0.848545873|-0.009496378|-0.092360393|-0.078235092|2|2|-0.006496772|-0.096447723|-0.153894316|0.78396996|0|0.585212816|-0.134048091|0.197166451|-82.06512842|21.07078977|296.2476128|253.9354598|-50.24081482|91.25756269|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|-24.97634343|0.4816588089999999|-1148.911798|2039.207676|7.885647873|15.21323794|5420.356537|194.8221811|-703.3714074|36.63453013|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|1.0|0.32|16.0|-6.23|4.03|125.57|1.0|0.0|7.0|6.0|-6.4|0.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|3.17|5.83e-07|0.000225|4.87|3.8009|-1598.7152199999998|-1598.671315|326.2|0.2642|703.0|703.0|-1598.4848980000002|-0.15822|3.1919|0.04390452|4.6622|7.5229|7.5229
19i_a38|1|0|0|3.169368622|0.0|7.412764017000001|2|2|1.297043925|0.0|-0.008447598|5.351858133|-0.115864198|2|0.0|-0.4561702689999999|-0.006877664|-0.074033381|-0.053762162|1|1|-0.004358975|-0.098027247|-0.250781298|0.632625562|0|0.747158407|-0.113250303|0.4748744179999999|-69.40536597|13.83587388|137.7658863|154.953787|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|-24.98593175|0.444551315|-1249.2965869999998|2335.0953870000003|6.690507557999999|12.04523072|6744.7785650000005|158.161786|-765.6305068|33.67721904|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|0.14|17.0|-7.12|3.11|81.23|1.0|0.0|5.0|5.0|-6.81|0.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|2.88|7.599999999999999e-08|3.19e-05|3.66|3.6129|-1431.415351|-1431.384243|343.17|0.2156|0.4342|0.69267|-1431.181148|-0.14872|6.6636|0.03110827|8.6365|7.9031|7.9031
38_a18|0|0|0|0.0|0.0|7.03438793|2|2|1.251175383|0.0|-0.00575311|4.844187086|-0.009006798|1|0.0|-0.448742607|0.000520558|-0.020056674|-0.003893067|0|0|0.001602741|-0.074661643|-0.11123356|0.7400818459999999|0|0.8310704529999999|-0.082256123|0.423402315|-65.45657441|6.675707878|100.7046282|134.4282836|-52.08807522|74.46052717|0.880927895|-2.385427574|-48.74349112|71.15832778|-25.65190078|0.4666657999999999|-1898.240658|1855.157022|10.98254153|20.5922319|7261.130718|94.75345803|-1510.554181|29.11918324|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|1.0|0.0|1.0|0.34|18.0|-10.33|4.13|85.29|3.0|1.0|10.0|3.0|-5.55|0.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|5.43|4.68e-11|2.38e-08|8.95|3.2241|-1611.630281|-1611.60375|384.55|0.5147|0.69235|0.69235|-1611.133158|-0.13229|1.9877|0.02653109|2.7244|7041.0|7041.0
12ap_a36|1|0|0|3.4417292610000003|0.0|7.412764017000001|2|2|1.2970441659999998|0.0|-0.007719624|5.351858133|-0.010732275|2|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|1|1|0.001194592|-0.098598933|-0.175397741|0.8212311840000001|0|0.830587483|-0.106173763|0.27547717|-69.6632787|14.26936622|82.56761031|111.1558165|-45.7078307|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|0.464588|-1253.939017|2328.307856|8.766216204|16.37284224|6003.481614|172.00197649999998|-822.7409526|33.32245946|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|1.0|0.13|17.0|-6.66|1.76|92.99|1.0|0.0|5.0|5.0|-7.08|0.0|1.66|-3.95|0.000101|0.0412|0.000113|2.4|2.21e-07|8.97e-05|2.98|3.8801|-1325.199863|-1325.159466|319.54|0.8819|0.59563|0.6929|-1324.95298|-0.15704|7.0249|0.04039655|9.6512|7.4949|7.4949
13_a47|1|1|1|2.920663104|0.0|6.605297921|0|0|1.417757826|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|2|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|0.038682232|1|1|-0.000211465|-0.0101047869999999|-0.0233277889999999|0.626280497|1|0.781675563|-0.088128939|0.244975411|-45.39284663|9.13564442|63.12660940000001|112.453046|-23.38063458|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|0.472007922|-635.4998528|669.2729199|7.038683428|13.33103985|4542.479565|160.5682509|-327.3288841|24.29844849|-193.936606|923.3410426|359.12161539999994|11.99338291|1.0|1.0|0.0|1.0|0.06|21.0|-7.9|4.63|66.49|0.0|0.0|3.0|4.0|-6.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|3.17|1.26e-08|4.04e-06|2.7|4.0302|-1067.820961|-1067.78457|307.63|0.3382|0.67466|0.67466|-1067.665127|-166.0|3.5455|0.03639189|4.8308|7.8|7.8
14h_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.197963488|3.309480899|-0.005921293|5.351858133|0.006191846|2|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|-0.034313725|2|2|0.009266617|-0.0686282459999999|-0.131709531|0.669357479|1|0.923430574|-0.081058742|0.223157991|-54.6468131|14.81983413|41.34207782|51.620282|-36.84086528|86.83095818|0.753100584|-1.621174834|-29.00823506|67.44368679|-22.76950546|0.48032488|-1092.936262|2371.16134|7.833334036|15.0735214|6722.809649|166.45047749999998|-736.8173055999999|30.23434844|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|0.0|1.0|1.0|0.04|26.0|-7.47|3.89|128.81|1.0|1.0|5.0|5.0|-6.62|0.0|3.23|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|3.39e-08|1.4800000000000002e-05|3.29|3.6689|-1722.1762399999998|-1722.148272|337.93|0.3424|0.67365|0.69933|-1721.9314420000003|-0.15209|9.7146|0.02796857|13.4823|8.3468|8.3468
27b_a34|0|0|0|0.0|0.0|7.412764017000001|1|1|1.4335271040000002|2.013418486|-0.010183855|5.351858133|-0.016803292|1|0.0|-0.549928192|-0.001438963|-0.029622037|-0.027175221|1|1|0.001228116|-0.194619338|-0.322091086|0.770240631|0|0.783431788|-0.109683855|0.3307451819999999|-72.21552354|20.42417736|150.83624440000003|142.58786569999998|-47.54648562|540.9533124|0.712312759|-1.864625537|-37.9644911|87.24055613|-24.553278|0.4072752529999999|-1227.6639|2431.595232|9.124440695|15.39406063|6032.666081|189.4124225|-808.2902556|34.46979951|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|0.12|23.0|-8.19|4.11|84.99|2.0|0.0|5.0|5.0|-6.14|0.0|3.46|-4.96|5.92e-06|0.00243|1.1e-05|3.75|6.53e-09|2.67e-06|4.33|4.0935|-1350.055377|-1350.018975|302.88|0.3621|0.47412|0.70001|-1349.811401|-0.1652799999999999|11.8546|0.03640275|15.2147|6.1871|6.1871
16_a15|0|0|0|0.0|0.0|0.0|0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|2|0.0|-0.4898555739999999|-0.009769916|-0.109386268|-0.011969556|0|0|-0.00379317|-0.046871961|-0.0764246109999999|0.72660548|0|0.723597405|-0.101500719|0.7427725270000001|-69.38556779999999|4.848103252|53.93878231|188.9479321|-47.4317527|17.68542055|0.868460507|-2.131515106|-41.45211893|76.07332645|-26.98327637|0.419910645|-1457.096924|3014.308422|6.798937229|11.720499900000002|6931.531554000001|89.91997762|-996.0668068|31.07023998|-503.7568532|1677.792959|728.353441|6.687758643|1.0|1.0|1.0|0.0|0.08|24.0|-9.21|6.02|115.58|2.0|0.0|6.0|6.0|-6.27|0.0|3.59|-5.21|9.89e-07|0.000442|6.14e-06|3.88|6.1e-10|2.72e-07|8.26|4.1295|-1770.509465|-1770.448668|300.24|0.3809|0.6541100000000001|0.66615|-1770.217907|-0.16871|8.0361|0.06079704|11.7447|7.6778|7.6778
11_a33|1|1|1|3.221176304|0.0|7.686621335|0|0|0.609352951|0.0|-0.008708023|5.6869753560000005|-0.039406316|0|1.979284901|-0.32219686|-0.003303432|0.143981643|-0.008908194|3|3|-0.00103193|-0.122478641|-0.232296883|0.781083337|1|0.857287241|-0.104881435|0.229250542|-50.94714637|16.37099833|45.43139569|69.3240686|-24.74805685|0.0|0.552878386|-1.048814353|-16.71585694|68.11455221|-14.98445481|0.4673066279999999|-509.4714637|979.349175|5.24049311|9.837729137|4880.001461|217.193541|-247.4805685|27.10262364|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|0.13|19.0|-6.23|4.13|120.17|0.0|0.0|3.0|4.0|-5.97|0.0|3.28|-4.38|3.32e-06|0.00109|4.13e-05|3.28|5.92e-07|0.000194|1.93|3.5049|-1669.324638|-1669.304085|353.74|0.5408|0.70381|0.70381|-1669.202327|-0.14132|3.1406|0.02055276|4.5998|8.3188|8.3188
25_a12|0|0|0|0.0|0.0|0.0|0|0|1.404967476|0.0|-0.004103693|0.0|-0.045725323|2|2.050456822|-0.180562493|0.000864238|-0.025245046|-0.11195017|0|0|0.001783739|-0.0542354559999999|-0.0861945369999999|0.806844014|1|0.947937175|-0.080147596|0.120087607|-41.75851719|2.580489093|37.96125329|27.12578432|-21.75703145|0.0|0.917298637|-1.362509125|-14.85843094|44.42528172|-17.31450713|0.448858246|-709.8947922|1907.027255|5.34703037|9.70173342|4329.321091|43.08908189|-369.8695347|18.87554002|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|1.0|0.0|1.0|0.05|22.0|-8.78|5.35|37.81|1.0|0.0|3.0|2.0|-4.82|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|4.76|1.6399999999999995e-09|5.12e-07|4.73|3.4532|-974.6569575|-974.6328337|359.04|0.4483|0.63284|0.69029|-974.458128|-0.14303|1.2494|0.024123749|2.2482|7.6576|7.6576
LY364947_a10|1|0|0|2.949609552|0.0|6.605297921|0|0|1.390175303|0.0|-0.00235945|4.59511985|-0.00390904|2|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|1|0.006909045|0.04209715|0.072909639|0.681525895|1|0.8431045490000001|-0.075303751|0.449473391|-33.26705198|4.275500834|144.7228349|69.31194102|-14.69643595|0.0|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|-13.10520229|0.486715511|-432.4716757000001|839.5356408|4.702575386|9.161732895|3903.496845|122.1566022|-191.05366730000003|18.1140017|-197.4583104|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|0.0|21.0|-7.2|3.69|54.46|0.0|0.0|2.0|3.0|-6.02|1.0|2.8|-3.86|0.00029|0.0789|0.000137|2.74|6.31e-08|1.7199999999999998e-05||||||||||||||7.2291|7.2291
4_a18 (SD-208)|0|0|0|0.0|0.0|0.0|2|2|1.304335262|0.0|-0.012457606|0.0|-0.113324634|3|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|0|-0.015153358|-0.15379315|-0.3630339729999999|0.721664823|0|0.77909674|-0.099573708|0.115284206|-51.27494074|10.90456851|103.6318511|113.7529353|-26.40375252|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|0.454067432|-666.5742296|1822.914738|6.239898178|11.42979655|5348.394288|204.9329964|-343.2487827|29.9246699|-105.0785813|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|0.0|22.0|-8.15|4.44|76.48|1.0|0.0|3.0|6.0|-6.31|0.0|3.11|-4.38|5.12e-05|18.0|4.14e-05|3.02|7.06e-09|2.49e-06|2.58|3.2777|-1542.296276|-1542.276332|378.26|0.2761|0.4646|0.69028|-1542.15786|-0.13588|3.4629|0.0199445|5.2085|7.0969|7.0969
1a_a18 (SB-431542)|1|0|0|3.3674017380000003|0.0|7.423568444|1|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|1|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|0.795744863|0|0.5940412860000001|-0.122555709|0.210046675|-72.69619778|19.58668728|160.410387|240.8019609|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|0.472443977|-1235.8353619999998|1890.195809|7.52384981|14.26170773|5748.422847|146.3942108|-733.0587287000001|36.46179023|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|0.05|23.0|-7.69|3.63|103.12|1.0|0.0|4.0|5.0|-6.73|0.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|2.03e-08|7.81e-06|4.57|3295.0|-1292.588031|-1292.553086|376.27|0.5767|0.55409|0.69868|-1292.358966|-0.13329|5.9926|0.03494548|8.8609|6.9031|6.9031
14l_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|-0.026530366|2|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|2|2|0.01180744|-0.074441567|-0.136106024|0.6906097959999999|1|0.921267667|-0.078204688|0.215920645|-51.59307331|12.31633167|40.34135162|51.94117061|-34.03690099|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|0.492922575|-1083.45454|2176.038061|8.006380163|15.78926563|6444.7098240000005|138.7874759|-714.7749208|27.44221375|-382.1434717|1372.110688|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|0.09|26.0|-7.78|4.33|105.02|2.0|1.0|5.0|4.0|-6.1|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|3.94|1.65e-08|7.03e-06|3.79|3.6274|-1669.2363289999998|-1669.224647|341.8|0.4239|0.67242|0.67242|-1668.983787|-0.14639|6.0563|0.01168219|8.2422|8.1798|8.1798
12c_a5|1|0|0|2.977832018|0.0|6.605297921|1|1|1.236775191|0.0|-0.002685954|4.59511985|0.020594766|3|0.0|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|1|1|0.00586291|-0.01261147|-0.020144382|0.782051277|0|0.841092921|-0.066083881|0.450827114|-43.47195613|10.77147171|143.44655559999998|104.5338363|-28.59715492|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|-14.74941369|0.4609383929999999|-825.9671665|2045.184304|7.293547043999999|13.53008071|5877.765289|273.9296719|-543.3459436|25.27376659|-109.9706106|1415.330929|735.3048881|15.92875034|0.0|1.0|0.0|1.0|0.24|23.0|-9.31|4.32|75.72|1.0|0.0|6.0|5.0|-6.79|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|2.84|4.93e-10|2.03e-07|2.06|4.0116|-1316.542713|-1316.5202869999998|309.06|0.1513|0.52074|0.6893600000000001|-1316.244961|-0.16563|3.0135|0.02242648|3.5993|7.3279|7.3279
12bc_a36|1|0|0|3.43846811|0.0|7.412764017000001|2|2|1.284647662|0.0|-0.007661816|5.351858133|-0.042515909|2|0.0|-0.413738077|-0.001012333|-0.079009683|-0.027636036|1|1|-0.00097037|-0.101451485|-0.1716508239999999|0.771220556|0|0.834305498|-0.107107992|0.326764696|-71.97763346|12.2593899|83.35308244|111.3483497|-48.36968394|0.0|0.77146807|-1.927943855|-34.8600941|83.97121855|-25.91194805|0.467645467|-1295.597402|2623.395239|8.273766079|15.54183457|6587.689277|153.57572439999998|-870.6543108999999|33.5878425|-364.8584744|1679.392125|661.6709012|11.99358509|1.0|0.0|1.0|1.0|0.14|17.0|-7.76|3.19|69.2|2.0|0.0|5.0|4.0|-6.26|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|1.74e-08|7.83e-06|4.42|3.8696|-2152.134749|-2152.100551|320.4|0.7456|0.35775|0.69094|-2151.9100780000003|-0.15671|6.5854|0.03419831|9.2445|8.0969|8.0969
47p_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.25117677|0.0|-0.005394244|4.844187086|-0.04760181|0|0.0|-0.3775970529999999|0.00235332|-0.015960677|-0.049428094|0|0|0.003537135|-0.1736074389999999|-0.261349889|0.710266593|0|0.832954548|-0.082580968|0.278332428|-61.12351185|5.913843751|10.25627035|123.6411353|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|0.488811071|-1528.087796|1367.4309119999998|9.923659881|19.41290064|6726.61969|134.3699001|-1131.036542|27.86610962|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|0.0|1.0|0.28|18.0|-9.03|3.34|76.5|3.0|1.0|9.0|3.0|-6.07|1.0|2.9|-5.27|2.13e-06|0.000998|5.34e-06|4.35|9.35e-10|4.38e-07|7.98|3.2036|-1493.759811|-1493.731375|387.01|595.0|0.6937800000000001|0.6937800000000001|-1493.338659|-0.13118|3.6452|0.02843634|4.6652|7.1938|7.1938
3n_a32|1|1|1|3.616639267|0.0|7.773594467000001|1|1|0.609420754|0.0|-0.00615216|5.733341277|-0.01504795|1|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|3|3|0.002379137|-0.086764744|-0.153506065|0.762657782|1|0.840041782|-0.092745182|0.287402381|-53.32184118|10.86481886|121.6040686|91.96452611|-30.65624207|0.0|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|0.456693072|-693.1839353999999|2426.73803|6.369579712999999|11.72372261|5553.014016|201.8383309|-398.5311469|24.27704797|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|0.32|19.0|-6.96|5.01|120.17|2.0|0.0|3.0|4.0|-5.98|0.0|4.07|-4.91|1.11e-06|0.000424|1.23e-05|3.74|1.1e-07|4.19e-05|2.57|3.5459|-1825.378576|-1825.349557|349.65|0.2839|0.7028399999999999|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|0.02901944|6.2667|7.6778|7.6778
6f_a40|0|0|0|0.0|0.0|8.421342866|1|2|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|2|2|-0.008368734|0.048543494|0.092206207|0.742681934|1|0.655786513|-0.130571562|0.363785804|-83.88605319|10.2782635|207.7174501|221.1408856|-53.89282175|40.01876255|0.8628087240000001|-2.350288117|-55.39203581|92.77827871|-33.55442128|0.410805404|-1509.948957|3072.581297|6.993991456|11.87042702|7328.308886|88.13890599|-970.0707913999998|38.88975659|-466.1748926|1750.039046|593.503189|8.892225517|1.0|0.0|1.0|0.0|0.21|14.0|-3.67|2.66|199.45|1.0|3.0|5.0|5.0|-6.9|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|3.09|0.0002109999999999|0.0967|6.96|2.57|-2426.972609|-2426.924155|482.43|0.2362|0.66642|0.69911|-2426.725129|-0.1131799999999999|6.2384|0.04845403|8.7269|7.3768|7.3768
19g_a38|1|0|0|3.229090845|0.0|7.412764017000001|2|2|1.297044182|0.0|-0.008497058|5.351858133|-0.117921811|2|0.0|-0.458841138|-0.006877664|-0.009881824|-0.046735135|1|1|-0.004358975|-0.098027247|-0.250781298|0.632625562|0|0.7200062690000001|-0.114243258|0.5322242429999999|-72.29378538|14.52522351|137.56612280000002|177.181631|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|0.455443492|-1228.994351|2506.378649|6.327835378|11.62016299|6631.17356|177.2223055|-777.7146399000001|34.14148263|-278.3610963|1707.074131|593.6088758|14.48726605|1.0|1.0|1.0|1.0|0.14|17.0|-7.12|3.11|81.23|1.0|0.0|5.0|5.0|-6.81|0.0|2.97|-4.33|5.68e-05|0.0238|4.67e-05|2.88|7.599999999999999e-08|3.19e-05|3.66|3.6887|-1431.419426|-1431.386981|336.12|0.2285|0.3937|0.69982|-1431.186566|-0.15269|5.0677|0.03244515|6.1765|7.3778|7.3778
6_a1|0|0|0|0.0|0.0|7.535296702|1|1|1.3488280769999998|2.325221088|-0.005477033|5.4161004020000005|0.021203156|1|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|1|0.006851583|-0.230322048|-0.3632559589999999|0.741035199|0|0.8782596159999999|-0.077422386|0.212044989|-37.41011914|10.15161645|64.63457366|58.82435931|-18.076387|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|0.4218263379999999|-448.9214297|1383.161829|5.555887839|9.609375529|4061.042516|204.5077752|-216.916644|19.95772445|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|1.0|0.0|1.0|0.22|17.0|-6.02|3.57|39.94|0.0|0.0|3.0|3.0|-6.21|1.0|2.82|-3.68|0.0007599999999999|221.0|0.00021|2.63|9.51e-07|0.000277|2.81|4.0635|-935.5024827|-935.4750982|305.12|0.3399|0.69818|0.69818|-935.330989|-0.16784|5.8386|0.027384499|8.0033|5.2924|5.2924
8_a4|0|0|0|0.0|0.0|7.535296702|1|1|1.304250488|2.126514848|-0.001277205|5.4161004020000005|0.03148225|2|1.987684188|-0.056197036|0.010647563|-0.011835327|0.05775266|1|1|0.009595591|-0.048133994|-0.078942941|0.576540652|1|0.925132446|-0.065595042|0.546157592|-33.90618946|5.362918401|11.02158946|38.69916707|-17.52616744|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|-12.71482105|0.428884426|-508.5928419|1737.932042|5.695730546|9.972991122|5162.482272|141.55141369999998|-262.8925116|17.50981094|-233.7988862|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|1.0|0.15|21.0|-7.78|4.76|43.6|1.0|0.0|2.0|3.0|-5.76|1.0|3.85|-4.84|4.49e-05|0.0156|1.46e-05|3.74|1.65e-08|5.72e-06|3.29|3.9863|-1450.239105|-1450.21384|311.03|0.1687|0.30471|0.57675|-1450.071352|-0.16821|4.5781|0.0252645|5.7488|7.2676|7.2676
