molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|AATSC8d|n5aRing|AATSC7i|MATS1i|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|WNSA5|FNSA1|WNSA3|DPSA5|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
3b_a49|0|0|0|0.0|7.535296702|1|1|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|-0.090939066|-0.322592863|0.00361222|1|-0.151131362|0.000511959|2|0.794997634|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-54.04959517|-51.77986692|-31.67356498|0.656865946|-33.06194987|64.91785551|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|13.85181805|5934.158315|-538.4506046|25.77091035|0.021477952|641.1445234|1.0|1.0|1.0|1.0|2.0|21.0|3.16|98.72|1.0|0.0|116.94|0.0|1.0|-3.53|30.0|-7.42|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|0.000256|102.0|1.84|1.05e-05|4.6669|3.4|3.8418|-1293.291817|664.15|322.72|0.1978|265.67|0.5798|0.0759|-0.21985|0.0368692|3.1637|25.0|7.6021
9h_a24|1|0|0|0.0|7.153833802|0|0|-0.203768024|-0.002864393|5.209486153|2.01e-05|0.078066659|-0.105982525|-0.002471577|2|0.144624936|-0.02551563|2|0.78742035|0.859720539|0.656172477|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-28.52000725|-32.48899638|-15.35662744|0.572371258|-13.48059881|47.51520531|2062.34011|-422.3569529|768.1954692|-5.871651668999999|11.11300329|4170.098082|-199.6361567|21.70315707|0.031789952|295.8603625|1.0|0.0|0.0|1.0|1.0|22.0|2.42|72.28|0.0|0.0|82.17|0.0|1.0|-2.83|22.0|-6.85|1.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|166.0|1.7|0.000258|5.1739|1.16|4.3437|-945.2337612|506.68|285.43|0.3844|239.63|0.54606|0.0073|-0.22593|0.0305020989999999|7.7741|77.0|7.1135
13d_a5 (GW788388)|1|0|0|0.0|6.605297921|1|1|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|-0.092509033|-0.33442223|0.024793388|1|-0.14893897|-0.010147323|2|0.78479342|0.834800344|0.71006207|0|0.774103723|-0.086824482|-0.0844793|0.54169129|0.014571846|-57.42492153|-55.87383979|-36.95444874|0.669182121|-37.98032007|70.45205183|2834.036315|-1061.602956|1377.863026|-12.76608229|15.788837|6122.792779|-702.1345259999999|28.84397435|0.022041749|723.0631751|0.0|1.0|1.0|1.0|2.0|23.0|4.56|92.79|1.0|0.0|121.68|0.0|1.0|-4.35|32.0|-6.94|0.0|1.0|3.11|-4.35|4.429999999999999e-05|0.0189|4.5e-05|0.0192|2.75|6.16e-07|4.6091|3.81|4.1706|-1390.548362|707.09|297.28|0.5251|269.0|0.42515|0.1549|-0.22841|0.04130059|3355.0|18.0|7.7447
5_a47|0|0|0|0.0|0.0|0|0|0.019688132|-0.009295857|0.0|-0.188550227|0.003858593|-0.390426|0.045246333|0|0.0083528919999999|-0.019811664|2|0.795032176|0.861595935|0.675164258|1|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|-46.33853208|-52.90420509|-27.93318665|0.781571204|-24.46654029|62.14504725|2368.870941|-793.5630764|1349.003107|-10.74353333|11.13432113|5501.708422|-418.9977997|26.03444329|0.017501741|416.1194472|1.0|1.0|0.0|1.0|2.0|22.0|4.73|58.04|2.0|0.0|101.51|0.0|1.0|-5.65|26.0|-5.19|0.0|1.0|4.29|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|4.7|7.590000000000001e-07|3.7083|4.37|3.7083|-1569.333281|561.61|334.35|0.2108|334.35|0.69291|0.2108|-0.20954|0.03591467|3.8816|0.02|7.7
9_a1|1|0|0|0.0|6.86171134|0|0|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|-0.110185988|-0.282769361|0.016589221|1|-0.232860777|-0.044035724|1|0.737794643|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.166794384|0.011266799|-46.63553015|-49.42275468|-28.49439431|0.7816897429999999|-26.88743664|57.60218193|2387.143654|-790.7640749|1739.0376789999998|-10.60256533|13.91191974|5063.330971|-455.910309|23.52578164|0.014186995|472.9447227|1.0|1.0|1.0|1.0|1.0|23.0|5.86|58.64|2.0|0.0|102.84|0.0|1.0|-4.68|27.0|-5.81|0.0|1.0|4.12|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|3.76|3.7100000000000003e-07|3343.0|5.6|3343.0|-1187.193365|600.6|370.88|0.5409|370.88|0.70296|0.5409|-0.21015|0.03294951|6.4447|6.0|5.2218
4a_a49|0|0|0|0.0|7.535296702|1|1|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|-0.080255074|-0.3631108529999999|0.018857363|1|-0.130491035|-0.037142108|2|0.803344301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|-57.79201133|-53.88810275|-33.05061877|0.650301539|-35.44496163|68.37721704|2675.628678|-916.0977468|1647.61849|-11.01687292|15.01791558|5950.370212|-561.8605190000001|27.62211044|0.023624093|620.5697596|0.0|1.0|1.0|1.0|2.0|21.0|3.4|92.93|1.0|0.0|114.08|0.0|1.0|-3.28|30.0|-7.52|0.0|1.0|2.42|-3.52|0.000528|211.0|0.000305|122.0|1.71|1.74e-05|4.7259|3.34|3.7876|-1313.158118|660.19|327.34|0.1935|262.35|0.35731|0.0789|-0.2231199999999999|0.04133192|4.8706|32.0|7.4949
3o_a32|1|1|1|0.0|7.773594467000001|1|1|-0.022603806|-0.006253394|5.733341277|-0.014299905|-0.064818511|-0.306416317|-0.090297882|3|-0.117744493|-0.061774721|0|0.8214857240000001|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|-55.03672286|-31.73171751|0.7850948190000001|-24.51306152|62.56936516|2488.133192|-825.5508427999999|2469.87467|-10.57723917|11.73098001|5488.777096|-475.9757626|23.36733582|0.0130649069999999|541.0877621000001|1.0|1.0|1.0|1.0|2.0|19.0|6.39|122.97|1.0|0.0|112.07|0.0|1.0|-5.72|26.0|-6.17|0.0|1.0|3.74|-4.73|1.89e-06|0.00072|1.87e-05|0.00714|3.46|2.04e-05|3.5333|2.35|3.5333|-1805.473626|620.56|350.9|0.2851|350.9|0.70216|0.2851|-0.20065|0.03088166|5.8476|0.24|6.6198
11_a33|1|1|1|0.0|7.686621335|0|0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0.055664124|-0.32219686|-0.008908194|3|0.105574347|-0.122478641|0|0.85401347|0.921896958|0.781083337|1|0.857287241|-0.070841241|-0.104881435|0.229250542|0.033701864|-34.4118011|-50.94714637|-24.74805685|0.552878386|-16.71585694|68.11455221|2220.315582|-509.4714637|979.349175|-7.278840251|9.837729137|4880.001461|-247.4805685|27.10262364|0.035341374|335.4799765|1.0|1.0|1.0|1.0|1.0|19.0|5.77|120.17|0.0|0.0|89.77|0.0|1.0|-5.48|22.0|-5.97|0.0|1.0|3.28|-4.38|3.32e-06|0.00109|4.13e-05|0.0136|3.28|0.000194|3.5049|1.93|3.5049|-1669.304085|506.55|353.74|0.5408|353.74|0.70381|0.5408|-0.19938|0.02055276|4.5998|5.0|8.3188
13l_a6|1|0|0|0.0|7.412764017000001|1|1|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|0.090187973|-0.858070925|-0.086595185|1|0.144180269|-0.045794891|1|0.7908110340000001|0.84018367|0.827754203|0|0.643098986|-0.118071236|-0.126521431|0.210844002|0.030012523|-82.24617981|-88.13242567|-61.3913735|0.793671137|-57.29112645|100.8610837|2967.923804|-1762.648513|3127.831037|-21.92549054|15.34147837|6462.086665999999|-1227.82747|39.65857501|0.018273048|741.5222707|1.0|1.0|1.0|1.0|3.0|23.0|4.55|115.15|1.0|0.0|124.98|0.0|1.0|-5.49|33.0|-6.59|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|5.7e-07|3.6675|5.41|3.5499|-1465.834958|735.52|349.26|0.3115|338.07|0.7002|0.0165|-0.19447|0.03092407|8.9893|385.0|6.4145
3g_a32|1|1|1|-0.047725143|7.78113851|0|0|0.015803466|-0.006258272|5.733341277|-0.072619634|-0.058985916|-0.2816222539999999|-0.125170068|3|-0.105402305|-0.074808287|0|0.755211939|0.802214256|0.786074011|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|-54.47722347|-30.18744099|0.8007401590000001|-21.55960626|60.55421302|2271.746759|-708.2039051|1886.244271|-9.343731735|10.70834299|5058.622432|-392.4367329|21.05801434|0.01096673|475.3634141|1.0|0.0|1.0|1.0|1.0|19.0|7.02|110.94|2.0|0.0|102.55|0.0|1.0|-7.09|24.0|-4.9|0.0|1.0|4.61|-5.59|8.12e-08|2.88e-05|2.58e-06|0.000915|5.02|1.8e-05|3.5456|4.13|3.5456|-1712.036238|593.24|349.68|0.2859|349.68|0.70275|0.2859|-0.20065|0.02384763|5.5816|14.0|7.8539
21_a12|0|0|0|0.0|6.605297921|1|1|0.04375233|-0.008833375|4.59511985|-0.058516436|-0.213225401|-0.362168355|-0.0546514309999999|1|-0.388196876|-0.116098308|2|0.835359152|0.89838263|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.192026642|0.012230115|-34.60932333|-50.37198585|-25.34833425|0.770818357|-17.416202300000002|59.10840872|2185.835701|-705.2078018999999|1080.052791|-9.338859985|11.18947411|4652.242111|-354.8766794|24.07584081|0.017360942|380.2468615|1.0|1.0|1.0|1.0|1.0|17.0|4.01|78.41|0.0|0.0|98.16|0.0|1.0|-3.82|23.0|-6.45|0.0|1.0|2.68|-3.76|0.00015|48.0|0.000173|0.0551|2.53|5.3200000000000006e-05|4.6851|2.56|3.9971|-1327.451966|539.67|310.18|0.3665|264.64|0.59386|0.1668|-0.22253|0.02758166|3.2551|22.0|7.6576
7_a3|0|0|0|0.0|6.823286122000001|0|0|0.198126776|-0.008855374|4.727387819|-0.106234254|-0.047419994|-0.327648836|0.030246987|1|-0.084462575|0.020589494|2|0.790667152|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-47.72824381|-23.61864737|0.7992146109999999|-25.32764885|55.15105143|2196.07224|-620.4671695000001|1952.029549|-9.030659289|8.644978051|5055.700186|-307.0424158|22.83370969|0.0149999089999999|353.7528308|1.0|1.0|1.0|1.0|1.0|21.0|4.96|92.93|1.0|0.0|95.5|0.0|1.0|-5.44|23.0|-5.68|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|1.11e-05|5.8849|3.09|3.4435|-1731.703107|522.73|360.06|0.1926|210.68|0.3456|0.1262|-0.21219|0.03103579|3.9813|1023.0|5.9901
3n_a32|1|1|1|0.0|7.773594467000001|1|1|-0.0376583329999999|-0.00615216|5.733341277|-0.01504795|-0.056907012|-0.295303659|-0.0711168609999999|3|-0.100681119|-0.086764744|0|0.816774665|0.868826775|0.762657782|1|0.840041782|-0.074507943|-0.092745182|0.287402381|0.01889769|-42.83673428|-53.32184118|-30.65624207|0.648933114|-24.62805609|65.41881458|2526.071154|-693.1839353999999|2426.73803|-9.057526067|11.72372261|5553.014016|-398.5311469|24.27704797|0.0210408339999999|522.1674161999999|1.0|0.0|1.0|1.0|1.0|19.0|6.71|120.17|2.0|0.0|106.44|0.0|1.0|-5.96|26.0|-5.98|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|1.23e-05|0.0047|3.74|4.19e-05|3.5459|2.57|3.5459|-1825.349557|614.67|349.65|0.2839|349.65|0.7028399999999999|0.2839|-0.20256|0.02901944|6.2667|21.0|7.6778
15_a47|1|1|1|0.0|6.605297921|0|0|-0.164258919|-0.00516949|4.59511985|-0.072588375|-0.130885389|-0.21194909|0.0506476009999999|1|-0.299654464|-0.007670908|2|0.830688568|0.897881853|0.614613723|1|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-45.1562696|-48.36220049|-25.87091101|0.711630105|-24.15592798|59.79410145|2327.320914|-677.0708068|869.1027727|-9.531388265|13.37174753|5075.773767000001|-362.1927541|25.03780079|0.021370407|383.4213189|1.0|1.0|0.0|1.0|2.0|21.0|4.69|66.49|2.0|0.0|96.6|0.0|1.0|-4.89|25.0|-5.76|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|3.8|1.14e-06|4.3312|3.33|4.0594|-1527.376145|552.16|305.43|0.2828|286.26|0.67203|0.0759|-0.2268|0.03425526|3.7709|16.0|7.8
10_a15|0|0|0|0.0|0.0|0|0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|-0.0869138469999999|-0.384887119|0.010152859|0|-0.132759909|-0.120626133|2|0.713794823|0.7585998270000001|0.7933685340000001|0|0.933136945|-0.052826735|-0.101494566|0.640780603|0.010485777|-30.73805622|-59.05618983|-34.36276159|0.8301726490000001|-17.88541558|65.80736417|2605.82709|-1122.067607|2305.991259|-12.31872585|10.08767698|6204.37804|-652.8924702|25.50202895|0.0116026369999999|673.7288405|1.0|1.0|1.0|1.0|1.0|24.0|5.32|56.27|2.0|0.0|119.95|0.0|1.0|-6.22|30.0|-4.97|0.0|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|5.99e-08|4.4682|5.16|3.6448|-1281.061184|631.2|340.17|0.1412|277.48|0.66799|0.0042|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549
33_a20|0|0|0|0.0|6.842683282|0|0|-0.188733405|-0.00145476|4.727387819|0.023539095|0.148855442|-0.078557022|-0.062750442|1|0.248715569|-0.036258691|2|0.74131936|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-38.58254635|-45.72654913|-29.9394021|0.759356182|-25.26187502|54.60811436|2737.8873550000003|-868.8044333999999|2274.654579|-11.3769728|15.094865900000002|5916.443448|-568.84864|22.88265911|0.013564844|664.4562602999999|1.0|0.0|1.0|1.0|0.0|27.0|5.33|67.39|2.0|0.0|121.62|0.0|1.0|-5.6|31.0|-5.58|0.0|1.0|4.28|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|8.199999999999999e-08|5443.0|4.07|3.8867|-1275.823229|689.51|318.99|0.6157|227.79|0.27375|0.0463|-0.21788|0.02957286|5.0369|34.0|7.4685
11a_a31|1|0|0|0.0|7.773594467000001|1|1|-0.045290366|-0.02376325|5.733341277|-0.259732443|-0.087576474|-0.8792402579999999|-0.019865299|2|-0.149933348|-0.1068420919999999|0|0.8433024170000001|0.910334509|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.271818874|0.041435152|-76.64827023|-81.26889906|-41.01552988|0.735254945|-38.68354874|97.23036756|2288.9694010000003|-975.2267888|1769.346573|-14.47606937|10.5643234|4940.657452|-492.1863586|39.01114987|0.031626337|302.14325319999995|0.0|0.0|1.0|1.0|2.0|16.0|3.93|125.57|0.0|0.0|83.12|0.0|2.0|-4.81|23.0|-6.51|0.0|1.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0531|2.53|0.00731|3.8042|3.97|3.8042|-1441.411622|529.63|325.92|0.2797|325.92|0.69222|0.2797|-0.20589|0.04099365|8.9667|0.19|6.7212
47u_a18|0|0|0|0.0|7.03438793|1|1|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0.008108241|-0.633589579|-0.033209663|0|0.0121925089999999|-0.126628013|0|0.7517870059999999|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|-0.092271172|0.33777918|0.02068926|-62.99873374|-64.32800179|-44.84707106|0.721837463|-43.92035521|79.06741651|2965.254516|-1415.216039|1415.590236|-16.72263667|17.78724206|6837.350959|-986.6355633|33.23007431|0.021142007|818.9389171|0.0|0.0|1.0|0.0|2.0|18.0|3.15|99.56|3.0|1.0|133.53|0.0|1.0|-5.69|34.0|-6.31|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|3.9|2.89e-06|3.1186|9.34|3.1186|-1510.153552|738.53|397.57|0.5849|397.57|0.69143|0.5849|-0.19109|0.02892505|5.8058|1.97|5.7055
11a_a50|0|1|1|0.0|7.927685046000001|1|1|-0.156121881|-0.002914262|5.82008293|-0.014702942|-0.04339705|-0.134056065|-0.129547471|2|-0.0739260509999999|-0.162848233|1|0.792574879|0.8535780190000001|0.667956827|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|-19.89396594|0.6543614329999999|-13.47492066|48.67321197|2286.226222|-564.4586084|1550.320581|-7.104987834|11.123941699999998|4858.670497|-298.409489|20.53832944|0.020887781|439.9973344|0.0|0.0|1.0|1.0|0.0|20.0|3.09|48.53|0.0|0.0|99.65|0.0|2.0|-3.58|25.0|-6.24|1.0|1.0|2.95|-4.16|0.000263|0.0862|6.97e-05|0.0228|2.9|0.000441|4.0636|3.05|4.0636|-1045.954278|574.01|305.11|0.1761|305.11|0.65485|0.1761|-0.2005299999999999|0.02431947|7.5619|59.0|7.2291
1a_a18 (SB-431542)|1|0|0|0.0|7.423568444|1|1|0.043282217|-0.015636898|5.351858133|-0.175408303|0.1008839219999999|-0.766207981|-0.0492229479999999|1|0.164429684|-0.020716495|1|0.7462411859999999|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|0.033020439|-74.98172333|-72.69619778|-43.12110169|0.7531996609999999|-44.47680367|87.15852628|2678.82389|-1235.8353619999998|1890.195809|-16.29019397|14.26170773|5748.422847|-733.0587287000001|36.46179023|0.02438148|513.4628663999999|1.0|1.0|1.0|1.0|2.0|23.0|4.04|103.12|1.0|0.0|106.85|0.0|1.0|-4.52|29.0|-6.73|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|7.81e-06|3.8208|4.57|3295.0|-1292.553086|620.23|376.27|0.5767|324.5|0.55409|0.3347|-193.0|0.03494548|8.8609|125.0|6.9031
47d_a18|0|0|0|0.0|7.03438793|1|1|-0.017398129|-0.006087337|4.844187086|-0.041876322|0.069914568|-0.480899596|0.016324953|0|0.104380139|-0.272202025|0|0.7430748709999999|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|0.445704576|0.015270278|-52.14267013|-71.20388424|-58.06490563|0.69814381|-42.52098397|86.29525584|3304.705347|-1780.097106|1947.023498|-19.1002979|19.16475647|7780.945962999999|-1451.622641|33.54943497|0.018506261|1255.618298|1.0|1.0|0.0|1.0|2.0|18.0|2.81|88.97|3.0|2.0|159.67|1.0|1.0|-5.74|39.0|-6.57|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|0.00276|4.16|7.790000000000001e-07|3.1079|8.08|3.1079|-1704.0327519999998|875.6|398.94|0.5820000000000001|398.94|0.69905|0.5820000000000001|-0.17405|0.02826074|4.2225|8.0|8.0969
14a_a23|0|1|1|0.0|7.423568444|0|0|0.050806184|-0.0056795759999999|5.351858133|-0.0246126279999999|0.0446402609999999|-0.289658385|-0.071842463|2|0.083206288|-0.073893976|2|0.7556436440000001|0.816237166|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|0.225448915|0.019504497|-35.20994211|-50.79675604|-32.12331106|0.7807587890000001|-22.26638099|61.36268093|2816.527785|-1015.935121|2173.7139190000003|-13.66949407|14.2658736|6269.28943|-642.4662212000001|27.68542751|0.016707951|601.8533922|1.0|0.0|1.0|1.0|1.0|26.0|3.36|105.02|2.0|1.0|120.28|0.0|1.0|-5.47|30.0|-6.27|0.0|0.0|3.37|-4.96|3.38e-06|0.00139|1.1e-05|0.0045299999999999|3.58|1.6100000000000002e-05|3.7119|3.47|3.7119|-1629.90669|665.5|334.02|0.3764|334.02|0.6289100000000001|0.3764|-0.2238099999999999|0.0216412|8.3962|3.0|8.5498
15b_a10|0|0|0|0.0|7.535296702|1|1|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|-0.111812184|-0.149607679|-0.058911857|1|-0.175869992|-0.174170642|2|0.791078367|0.83320417|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|0.697099355|0.015973068|-31.76194123|-50.44100799|-34.57687319|0.670236374|-21.77253505|62.53159836|2716.468606|-958.3791518|2603.829652|-11.32690674|11.42472965|6105.426726|-656.9605906|24.65365821|0.017637846|766.4127559|0.0|1.0|1.0|1.0|0.0|21.0|4.34|56.07|1.0|0.0|123.73|0.0|1.0|-4.35|31.0|-6.34|1.0|0.0|3.66|-4.64|4.46e-05|0.0185|2.28e-05|0.00943|3.49|2.73e-06|5.7620000000000005|2.74|3.7625|-1317.736865|721.17|329.52|0.3575|215.17|0.46711|0.1595|-0.20313|0.02977516|6.1384|85.0|7.0706
12b_a50|0|1|1|0.0|7.927685046000001|1|1|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|-0.08032584|-0.125985651|-0.115659308|2|-0.139522815|-0.168032508|1|0.804535572|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|-33.25880166|-16.72031641|0.5731907470000001|-11.52561607|47.12729492|2224.116359|-465.6232233|1446.231761|-6.002164865|10.05480253|4672.843578|-234.0844297|20.82911679|0.027586169|388.171611|1.0|1.0|0.0|1.0|0.0|20.0|2.59|48.53|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|-6.44|1.0|1.0|2.59|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.00101|4.7089|2.47|3.9305|-1006.641541|539.15|315.44|0.2425|263.3|0.6016199999999999|0.0777|-0.19425|0.02307802|5.6617|4.74|5.3242
