molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|AATSC8d|n5aRing|AATSC7i|MATS1i|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|WNSA5|FNSA1|WNSA3|DPSA5|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
11d_a5|1|0|0|0.0|6.605297921|0|0|-0.245058546|-0.003373937|4.59511985|0.001099755|-0.125546291|-0.185566552|0.01948342|1|-0.202307745|-0.12451554|2|0.783891527|0.831190148|0.755793189|0|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-40.04753555|-53.84338206|-34.21147402|0.712305422|-25.44574968|65.35645739|2540.78984|-969.1808771|900.3825317|-11.84243331|17.62784804|5283.02167|-615.8065323|26.16587381|0.018119737|631.9206508|1.0|1.0|1.0|1.0|1.0|23.0|4.41|66.93|1.0|0.0|114.29|0.0|1.0|-4.14|29.0|-6.47|1.0|1.0|3.28|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|3.07|8.909999999999999e-07|4.4175|2.59|4107.0|-1239.093739|682.09|301.89|507.0|280.66|0.66686|0.2068|-0.20529|0.03371838|3.7008|15.0|7.8239
6_a47|0|0|0|0.0|0.0|0|0|0.011739916|-0.008723045|0.0|-0.1738997619999999|-0.14404966|-0.392537045|0.0402365489999999|0|-0.302730533|-0.020576777|2|0.786041178|0.84654143|0.672308592|1|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|-28.411587800000003|0.7943908059999999|-23.54237714|60.76103606|2431.668154|-838.6054381|1577.98246|-10.82346202|10.90843226|5766.962611999999|-454.5854048000001|25.13472712|0.0154005|469.7495559|1.0|1.0|0.0|1.0|2.0|22.0|5.24|58.04|2.0|0.0|106.47|0.0|1.0|-6.02|27.0|-5.02|0.0|1.0|4.59|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|5.06|3.310000000000001e-07|5.5188|4.69|3.7196|-1608.652005|576.56|333.32|0.2536|224.66|0.30468|0.2119|-0.20794|0.03288085|4.2153|13.0|7.9
14aa_a23|0|1|1|0.0|7.423568444|0|0|0.066582026|-0.005050361|5.351858133|-0.026892547|0.031136154|-0.287870566|-0.044957534|2|0.055934795|-0.074579388|2|0.75434493|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|-35.51947393|-51.83122853|-35.2984572|0.796659447|-24.18971469|61.21989213|2941.302235|-1140.287028|2263.821505|-14.65218978|15.78173785|6651.23042|-776.5660584|27.00633206|0.013786041|733.3886349999999|0.0|0.0|1.0|1.0|1.0|26.0|4.4|105.02|2.0|1.0|130.22|0.0|1.0|-6.23|32.0|-5.92|0.0|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|3.07e-06|3.5934|4.1|3.5934|-1708.5422620000002|715.57|345.03|0.4157|345.03|0.6805899999999999|0.4157|-0.21573|0.02033777|8.3532|4.0|8451.0
3d_a12|0|0|0|0.0|0.0|1|1|0.092417272|-0.008186708|0.0|-0.053022041|-0.166233441|-0.360215148|-0.058191686|0|-0.282667477|-0.1394967999999999|2|0.7697403429999999|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|-25.2986621|0.77428353|-17.64609244|57.52228251|2148.979792|-738.6124526000001|1205.356874|-9.255608086|10.96674758|4509.417998|-379.4799315|23.26659057|0.01611886|410.9162081|1.0|1.0|1.0|1.0|1.0|18.0|3.37|50.17|0.0|0.0|100.28|0.0|1.0|-3.52|24.0|-6.22|1.0|1.0|2.67|-3.91|0.000302|0.0945|0.000123|0.0385|2.81|9.64e-06|4.2114|3.1|3.7719|-1006.704001|548.21|328.71|0.3336|294.4|0.53114|0.1583|-0.22229|0.02399772|3.0037|25.0|7.6021
17b_a50|0|1|1|0.0|7.934155233999999|1|1|-0.145258626|-0.002181823|5.82008293|0.013050204|0.035558152|-0.144000296|-0.15040528|2|0.05636897|-0.2252068689999999|1|0.7621727979999999|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|-36.59177249|0.803386523|-23.14256283|59.65808461|2765.537065|-1156.773821|1948.148592|-12.98417734|16.11918162|6059.076348|-805.0189948|23.22374317|0.010169967|862.3868512|1.0|1.0|1.0|1.0|0.0|20.0|4.18|51.77|3.0|0.0|131.39|0.0|1.0|-4.75|32.0|-6.09|1.0|0.0|3.87|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|3.96|1.22e-05|4.2447|3.77|4.0418|-1337.164673|752.09|306.75|0.1817|292.09|0.6269899999999999|0.1758|-0.19879|0.02640483|8.4096|122.0|6.9136
9h_a40|0|0|0|0.0|7.515889085|0|0|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0.157606277|-0.343593366|-185.0|2|0.270048551|0.048470175|0|0.740778143|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|-23.98506758|0.863884935|-23.03722449|53.60044379|2073.354193|-719.0371868|418.2915223|-10.27931468|13.366649|4322.734135|-359.7760137|23.78085181|0.011321157|336.23227030000004|1.0|1.0|1.0|1.0|0.0|20.0|4.59|67.66|1.0|0.0|93.19|0.0|1.0|-5.65|23.0|-5.06|1.0|1.0|4.06|-5.12|2.23e-06|0.000716|7.6e-06|0.00244|4.51|9.93e-05|4.2372|3.9|3.3675|-1293.151333|526.38|368.18|0.3851|292.61|0.64952|0.2721|-0.20038|0.02291279|2841.0|3.98|5.4001
8b_a31|1|0|0|0.0|7.765993078999999|1|1|-0.01883655|-0.013629145|5.733341277|-0.12841288|-0.130371116|-0.57242407|-0.069423138|2|-0.222667869|-0.05421947|0|0.843119174|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-63.04219151|-69.24221375|-36.1645207|0.703469355|-32.92631065|82.21438954|2189.617009|-830.906565|1587.743824|-11.12754483|11.79588561|4696.728592|-433.9742484|30.28603362|0.02483711|372.3224834|0.0|1.0|1.0|1.0|2.0|16.0|4.52|114.29|0.0|0.0|88.64|0.0|2.0|-4.05|23.0|-6.87|0.0|1.0|2.52|-3.4|8.97e-05|0.0294|0.000399|131.0|2.02|0.00061|3.8582|1.77|3.8582|-1386.815519|566.18|321.36|0.2643|321.36|0.70036|0.2643|-0.19265|0.03659821|5.6001|2.2|5.6576
1_a15|0|0|0|0.0|0.0|0|0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|0.06459652|-0.541427319|-0.000905902|0|0.096086011|-0.1816819589999999|2|0.705825714|0.74357498|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|-46.71058649|0.605927517|-28.45664402|90.40184737|3000.975833|-1228.210985|2855.495631|-13.01770443|11.7078005|7284.337537|-794.0799704|33.22939752|0.0280791829999999|851.7423982|1.0|1.0|1.0|1.0|1.0|24.0|5.46|74.73|3.0|0.0|132.94|0.0|0.0|-6.55|34.0|-5.38|0.0|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|5.23|4.36e-08|4.3834|4.68|3.2188|-1510.117336|697.35|385.18|0.2464|282.85|0.64662|0.0061|-0.17792|0.01894559|2.3261|44.0|7.3565
47l_a18|0|0|0|0.0|7.03438793|1|1|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|-0.0057783619999999|-0.428858819|-0.056270425|0|-0.008768679|-0.103458566|0|0.7435044540000001|0.781148177|0.733228144|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|-42.43906517|0.796109347|-40.65070014|68.83398609|2852.093627|-1431.971342|1427.032023|-15.91464944|18.46922943|6572.90106|-1018.537564|28.10487315|0.012890098|931.8364349|1.0|1.0|0.0|1.0|3.0|18.0|3.69|85.29|3.0|1.0|139.63|0.0|1.0|-5.26|34.0|-6.39|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|3.78|1.93e-07|3.2026|7.71|3.2026|-1455.5497369999998|764.74|387.13|0.5019|387.13|0.69291|0.5019|-0.18344|0.02606651|3.3864|32.0|7.4949
12i_a36|1|0|0|-4.787087299|7.412764017000001|2|2|0.043792895|-0.016027043|5.351858133|-0.29543904|0.048138468|-0.929568494|-0.009876543|1|0.135587069|-0.1187503719999999|1|0.820041835|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|0.01973953|-54.81607619|-75.66036485|-48.75024044|0.7691298590000001|-35.3196406|90.11282843|3231.030388|-1588.867662|2351.232652|-18.95842684|13.98728916|7707.634338|-1023.755049|38.2555363|0.022430221|672.4630346|1.0|0.0|1.0|0.0|2.0|17.0|3.31|78.43|2.0|0.0|130.43|0.0|1.0|-5.2|34.0|-6.4|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|3.37e-05|5.2297|4.86|3.7496|-1645.171438|666.79|330.66|0.5402|237.08|0.34255|0.1516|-0.20475|0.03165678|6.6124|12.0|7.9208
9s_a24|1|0|0|0.0|6.605297921|1|1|-0.222173285|-0.003599664|4.59511985|-0.00570386|-0.050919714|-0.190782186|0.013901071|1|-0.0897306019999999|-0.204128966|3|0.773544454|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|-30.93968263|-39.48555839|-24.51900941|0.445160769|-19.21235005|61.19761205|2747.809842|-592.2833757999999|969.5210193|-7.505819207999999|17.24354813|5767.9102490000005|-367.7851412|27.15292246|0.03496522|604.8829955|0.0|1.0|1.0|1.0|1.0|29.0|3.15|77.21|1.0|0.0|115.67|0.0|1.0|-3.36|30.0|-7.2|0.0|0.0|2.63|-4.06|0.000434|171.0|8.71e-05|0.0343|2.11|3.04e-06|3.0726|1.82|2.6707|-1270.994965|654.28|464.24|0.5112|403.51|0.69475|0.0839|-0.14462|0.03640642|7.0312|32.0|7.4949
18_a34|0|0|0|0.0|7.423568444|1|1|-0.063113846|-0.014733513|5.351858133|-0.101546926|-0.100548575|-0.677741618|-0.136990511|1|-0.155197864|-0.3102088839999999|1|0.805756513|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|-71.65163761|-39.55742812|0.695849945|-27.53138148|86.77082535|2424.18137|-1003.122927|1774.550004|-12.87916264|11.23989749|5296.289007|-553.8039936|33.52510165|0.027385869|428.6241319|1.0|1.0|1.0|1.0|0.0|17.0|3.13|75.47|1.0|0.0|93.91|0.0|2.0|-4.32|26.0|-6.26|1.0|1.0|2.89|-4.11|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.000781|4.4335|5.07|4.1234|-1199.259634|592.04|300.68|0.3525|279.66|0.56101|0.0303|-0.21474|0.02902032|6.7806|2.43|5.6144
13d_a6|1|0|0|0.0|7.412764017000001|1|1|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|0.077158715|-0.607917822|-0.10528143|1|0.126028544|-0.106686991|1|0.786837131|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|0.19992155|0.030793771|-63.04181168|-75.40072983|-51.34295409|0.769432845|-42.92734103|88.02705449|2882.382522|-1432.613867|3075.022992|-18.40596467|15.47559904|6185.117192000001|-975.5161277|35.13035671|0.018542644|692.8471883999999|1.0|1.0|1.0|1.0|2.0|23.0|5.38|95.85|2.0|0.0|121.6|0.0|1.0|-5.95|32.0|-5.88|0.0|1.0|3.74|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|4.23|1.68e-07|4.85|4.5|3.6298|-1389.374844|723.61|341.57|0.7905|255.64|0.58381|0.2513|-0.20146|0.02846332|14.0012|0.36|6.4437
8_a1 (SB-202620)|1|0|0|0.0|6.86171134|0|0|0.106916453|-0.013785521|4.727387819|-0.226277123|-0.0443137679999999|-0.606562911|0.037553634|1|-0.095271547|-0.019835038|1|0.743088715|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|-66.76765693|-59.72618401|-33.88588996|0.7742395870000001|-37.88089785|70.8721358|2431.842132|-955.6189441|1736.664204|-13.22376193|13.67402758|5170.286136|-542.1742393|30.104091200000003|0.019645498|433.2550452|1.0|1.0|0.0|0.0|2.0|23.0|4.86|78.87|2.0|0.0|99.61|0.0|1.0|-4.94|27.0|-5.94|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|3.6|3.42e-06|3.4052|5.32|3.4052|-1223.117248|586.27|364.11|0.5339|364.11|0.7026600000000001|0.5339|-0.2105199999999999|0.16177304|5.5005|0.4|6.3979
6f_a40|0|0|0|0.0|8.421342866|1|2|0.134099184|-0.01691341|6.401917197|-0.156988665|-0.122783873|-0.8287570679999999|-0.190617284|2|-0.233222505|0.048543494|0|0.836826225|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|-53.89282175|0.8628087240000001|-55.39203581|92.77827871|3021.330686|-1509.948957|3072.581297|-21.5571287|11.87042702|7328.308886|-970.0707913999998|38.88975659|0.013841059|593.503189|1.0|0.0|1.0|1.0|2.0|14.0|3.66|199.45|1.0|3.0|124.54|1.0|3.0|-6.95|30.0|-6.9|0.0|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|3.09|0.0967|3.5741|6.96|2.57|-2426.924155|668.95|482.43|0.2362|346.89|0.66642|0.0158|-203.0|0.04845403|8.7269|42.0|7.3768
4b_a49|0|0|0|0.0|7.535296702|1|1|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|-0.064060521|-0.402986655|0.02907541|1|-0.10158752|-0.0563571629999999|2|0.798826417|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|-34.19753462|0.645330839|-34.74338731|71.2971749|2708.998101|-944.6104994|1701.832352|-11.62716177|14.53457293|6025.790417|-581.3580885|29.27523192|0.02556165|600.3287567000001|1.0|1.0|1.0|1.0|1.0|21.0|3.71|90.13|1.0|0.0|112.36|0.0|1.0|-3.81|30.0|-7.12|0.0|1.0|2.8|-3.88|0.000155|62.0|0.000132|0.0527|2.28|3.570000000000001e-05|4.6422|3.56|3.7413|-1333.026419|664.86|331.39|0.2856|267.08|0.4151899999999999|0.0615|-0.22366|0.03702033|2.2306|79.0|7.1024
22_a47|0|1|1|0.0|6.86171134|0|0|0.048272293|-0.010579222|4.727387819|-0.150248628|-0.029311184|-0.507802654|0.002716049|1|-0.077468004|-0.1049885469999999|2|0.831122912|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.573087958|0.022154032|-47.64347429|-52.67991531|-31.08378631|0.6096864479999999|-28.11203407|71.28682035|2692.510471|-842.8786448999999|1494.441201|-11.05201291|12.91589555|6107.923371|-497.3405809|30.72175314|0.031534452|482.9384172|0.0|1.0|1.0|1.0|2.0|21.0|3.07|84.73|1.0|0.0|104.64|0.0|1.0|-4.44|29.0|-6.58|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|0.0164|3.0|8.11e-06|4.7954|4.4|4017.0|-1375.021925|605.12|308.65|0.3367|258.55|0.50316|0.0799|-0.22828|0.02840507|5.7009|1.0|9.0
12bh_a36|1|0|0|0.0|7.412764017000001|2|2|-0.052761366|-0.006687484|5.351858133|-0.047482048|0.001012669|-0.401249012|-0.035747988|1|0.0016901289999999|-0.101854847|1|0.78699829|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|-47.04367494|-66.28126709|-44.11115058|0.783294222|-31.30825225|76.46867897|2773.193279|-1325.625342|2437.805332|-15.75398235|14.56834609|5957.443236|-882.2230117|30.2209316|0.015307571|729.1873176|1.0|0.0|0.0|0.0|2.0|17.0|3.76|69.2|1.0|0.0|133.68|0.0|1.0|-4.54|31.0|-6.38|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|1.86e-05|3.8811|3.79|3.6255|-1311.558898|715.94|341.97|0.4386|319.46|0.69377|11.0|-0.20168|0.03071385|7.7975|14.0|7.8539
4_a4|0|0|0|0.0|7.535296702|1|1|-0.183963421|-0.001234337|5.4161004020000005|0.0159331539999999|-0.0214610589999999|-0.058013858|-0.037623601|1|-0.035166634|-0.048056862|2|0.77276149|0.8306695270000001|0.636572383|1|0.933276024|-0.049768752|-0.06873731|0.456474074|0.008570112|-25.64211031|-35.41518716|-18.24679326|0.793717973|-13.21145879|40.86951119|2221.6122010000004|-566.6429946000001|1883.42405|-6.78950447|8.855289118|4878.070704|-291.9486922|16.60255217|0.010586293|462.1867149|1.0|1.0|0.0|1.0|0.0|21.0|4.52|43.6|1.0|0.0|100.08|0.0|1.0|-4.12|25.0|-5.79|1.0|1.0|3.64|-4.57|7.59e-05|0.0248|2.69e-05|0.00877|3.52|8.85e-06|5.382000000000001|3.24|4.0261|-1029.93716|566.84|307.95|0.1106|230.37|0.55032|67.0|-0.21831|0.02323788|3.1195|78.0|7.1079
32_a47|0|1|1|0.0|6.842683282|1|1|-0.1746026239999999|-0.003573735|4.727387819|0.000921003|-0.013510009|-0.2037028839999999|-0.044598914|1|-0.0274939029999999|-0.077485193|2|0.810444864|0.858292442|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|-52.38450683|-37.74862456|0.64116122|-29.9621436|68.76811937|2808.210157|-995.3056298|2255.632049|-13.53252578|15.53902041|6235.398576|-717.2238666000001|29.28959351|0.022735861|682.9868225|1.0|1.0|0.0|1.0|2.0|21.0|4.18|67.66|2.0|0.0|125.17|0.0|1.0|-4.81|31.0|-6.34|0.0|1.0|3.94|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|6.55e-07|4.9046|2.97|3.6829|-1778.0970140000002|692.49|336.65|0.2969|252.79|0.48011|0.2839|-0.20778|0.03062031|6.3139|0.1|7.0
5b_a50|0|1|1|0.0|7.927685046000001|1|1|-0.253064589|-0.00141071|5.82008293|-0.003549558|-0.052494624|-0.062071259|-0.113846154|2|-0.0873662269999999|-0.1052449509999999|1|0.791163321|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.271653991|0.012204641|-20.90908698|-31.07327358|-15.78596849|0.5887490470000001|-10.62231784|42.76068675|2183.545404|-435.0258302|1452.442728|-5.525088972000001|10.01036188|4577.809819|-221.0035589|18.47246431|0.023005632|409.0289917|1.0|1.0|0.0|1.0|0.0|20.0|3.15|35.64|0.0|0.0|96.89|0.0|2.0|-3.48|24.0|-6.03|1.0|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|0.0202|3.06|0.0004269999999999|5.6332|2.81|4.0222|-990.5849031|547.35|308.25|0.2749|220.09|0.4270899999999999|0.1094|-0.19252|0.02651535|6.1284|12.23|4.9126
7_a1|0|0|0|0.0|7.860570786|2|2|-0.055291895|-0.010040172|5.777652323|0.001018628|-0.048878707|-0.421687222|-0.024096172|1|-0.077833285|-0.245732751|1|0.801577133|0.862051935|0.729621031|0|0.710959153|-0.083362936|-0.098295453|0.289201649|0.035937867|-40.16416679|-47.35863598|-22.81733634|0.603382856|-19.35104936|61.72628137|2150.215999|-568.3036318|1466.924404|-7.205474633|9.278054953|4519.238270000001|-273.8080361|24.78585294|0.029820838|351.4191817|0.0|1.0|0.0|1.0|0.0|17.0|3.43|49.17|0.0|0.0|85.88|0.0|2.0|-3.16|23.0|-6.4|1.0|1.0|2.72|-3.71|0.000696|213.0|0.000195|0.0595|2.48|0.000698|4.0504|2.76|4.0504|-1009.48087|515.2|306.1|0.2961|306.1|0.69902|0.2961|-0.19167|0.02860499|6.5936|0.46|6.3372
1_a3|0|0|0|0.0|6.823286122000001|1|1|0.079857077|-0.006053652|4.727387819|-0.073036903|-0.004409693|-0.248199745|0.032569462|0|-0.007705076|0.05038525|2|0.7905285390000001|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-45.44133321|-42.54530997|-19.55367089|0.7920857179999999|-20.88467272|49.05980305|2012.9704|-595.6343396000001|1162.737831|-7.203984013|9.046658216|4510.611026|-273.7513925|19.78900457|0.014174378|373.1494221|1.0|1.0|0.0|1.0|1.0|16.0|2.28|77.1|0.0|0.0|91.52|0.0|2.0|-3.07|22.0|-6.87|0.0|0.0|1.5|-3.3|0.0008529999999999|261.0|0.000503|154.0|1.83|0.000518|5.8805|2.08|3.8645|-1273.290432|496.09|320.83|0.1775|210.84|0.30619|0.0096|-0.21886|0.02599563|3.4319|724.0|6.1403
17_a20|1|0|0|0.0|6.842683282|0|0|-0.064380628|-0.005457467|4.727387819|0.00038506|0.065447136|-0.28924577|-0.072863159|1|0.1134578219999999|-0.116922879|3|0.7494736590000001|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|-35.00871763|0.75430388|-27.38007162|64.39681425|2761.976599|-1014.297158|2210.790304|-13.57480888|15.05121151|6012.640572|-665.1656349|27.44244402|0.016793117|637.7803874|0.0|1.0|1.0|1.0|1.0|27.0|5.8|91.14|2.0|0.0|119.48|0.0|0.0|-5.36|31.0|-6.09|0.0|1.0|3.74|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.00336|3.75|2.9e-08|3.3926|4.11|3.3926|-1291.918735|673.68|365.45|0.2977|365.45|0.69839|0.2977|-0.21089|0.03030655|5.3075|2.25|5.6478
2_a33|1|1|1|0.0|7.765993078999999|0|0|0.047294725|-0.009168933|5.733341277|-0.064926835|-0.049900189|-0.476784502|-0.05997501|3|-0.0881938509999999|-0.083752249|0|0.833090592|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|-63.57699532|-38.84811555|0.702597735|-30.02592687|75.44970552|2632.195388|-953.6549298|3245.244678|-11.89228027|11.60906093|6067.635829|-582.7217333|27.70055258|0.019430318|618.9134881|1.0|0.0|1.0|1.0|2.0|19.0|6.7|140.04|2.0|0.0|115.28|1.0|1.0|-6.35|28.0|-6.17|0.0|1.0|3.98|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|3.72|8.78e-06|3.6281|5.11|3.6281|-1920.049452|655.74|341.74|0.2911|341.74|0.70205|0.2911|-0.19979|0.02972182|5539.0|6.0|8.2596
18d_a25|0|0|0|0.0|6.842683282|0|0|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|-0.031867489|-0.180590503|0.016982601|1|-0.055336237|-0.035684977|2|0.780221059|0.838260077|0.696372329|1|0.937813705|-0.061527513|-0.076328248|0.278576218|0.011158458|-46.31109519|-57.45144813|-43.24308488|0.75793699|-34.85786147|68.15463481|3113.122552|-1206.480411|2625.142499|-15.93166285|18.11893325|6876.316137000001|-908.1047824|27.92623037|0.014219928|883.4030667999999|1.0|1.0|1.0|1.0|1.0|27.0|6.33|111.51|2.0|1.0|143.37|0.0|0.0|-6.26|35.0|-6.21|0.0|1.0|4.5|-5.54|5.47e-07|0.00026|2.86e-06|0.0013599999999999|4.21|2.81e-08|5.6512|4.56|3.6392|-1806.812778|792.79|340.69|0.3986|219.39|0.41694|0.0389|-0.2201|0.03560672|4.3658|232.0|6.6345
11_a15|0|0|0|0.0|0.0|1|1|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|-0.036023137|-0.402711212|0.023543401|0|-0.056500144|-0.173728081|2|0.718800243|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-66.78526188|-45.76619542|0.739315684|-30.25595097|79.1792768|3022.859488|-1335.705238|2565.707165|-15.7814467|11.76226306|7002.915718000001|-915.3239085|31.14961732|0.018086221|830.7967967000001|1.0|1.0|1.0|0.0|1.0|24.0|4.33|59.51|2.0|0.0|138.24|0.0|1.0|-6.32|34.0|-5.26|0.0|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|5.7e-07|4.7106|5.04|2.9595|-1450.705737|739.57|418.94|0.2657|263.2|0.58935|0.0011|-0.16011|0.03503399|1.3581|739.0|6.1314
19_a34|0|0|0|0.0|7.412764017000001|1|1|-0.068004837|-0.013066507|5.351858133|-0.169170251|-0.189862762|-0.5357267960000001|-0.014196676|1|-0.29861864|-0.255220734|1|0.8022000659999999|0.8582665429999999|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-56.30608209|-62.64265252|-31.24772528|0.662289492|-28.08688512|77.38527508|2127.363207|-751.7118302|1537.244187|-9.86770272|10.31797048|4496.516479|-374.9727034|29.86894781|0.029554695|337.9440349|0.0|1.0|0.0|1.0|1.0|17.0|2.69|69.4|0.0|0.0|83.95|0.0|2.0|-2.73|23.0|-7.01|1.0|1.0|2.1|-3.15|0.00186|574.0|0.000704|218.0|1.66|0.00291|4.1721|2.7|4.1721|-1046.5747720000002|538.96|297.18|0.2189|297.18|0.6897300000000001|0.2189|-0.20251|0.03168624|5.0441|0.99|6.0044
4f_a49|0|0|0|0.0|7.535296702|1|1|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|-0.087861524|-0.418450768|0.0705130559999999|1|-0.14414265|-0.015845165|2|0.7927086309999999|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|-48.83888562|-26.51573683|0.718306291|-30.33918719|60.18871783|2458.261097|-781.4221699|1629.651745|-9.866320682|11.20071713|5422.650822|-424.2517893|25.29924744|0.020905063|467.1194103|0.0|1.0|1.0|0.0|1.0|21.0|3.42|80.9|1.0|0.0|102.08|0.0|1.0|-3.99|27.0|-6.6|0.0|1.0|2.85|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0289|2.64|0.000104|4.6249|4.07|3.7098|-1179.201105|575.01|334.21|0.2368|268.08|0.39584|0.0579999999999999|-0.22471|0.03476467|1.8254|0.04|7.3979
