molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|BCUTs-1|SaasN|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
4g_a46|0.0|0|0|0|0.171759574|1.134637064|2.156712018|5.587248657999999|2|0.046415344|-0.093447672|0.0|-0.088529411|0.011488768|10.96333695|1|0.010608122|-0.078780402|-0.2455749539999999|2|0.662386484|0.7796270059999999|0|-0.056893316|-0.070153728|0.318162858|0.00801562|-40.24987057|4.598866947|7.38470955|30.50581108|-0.024339048|-23.0928866|0.826861093|-1.192613373|44.72726697|37.24073329|0.448462961|2242.010126|543.2323468999999|-684.2477996|-8.0118178|0.1731389069999999|5.8466355000000005|10.60062169|99.33639766|-392.5790722|827.5244845|568.1534007|4.477396402|1.0|1.0|0.0|17.0|-7.8|5.19|5.37|43.6|106.55|0.0|1.0|3.0|-5.38|26.0|3.0|366.89|0.0|-5.38|4.22e-06|4.16e-06|0.0|5.75e-06|4.4163|4.65|4.4163|-1493.132001|1064.92|280.74|280.74|530.39|-1492.923098|0.1294|-0.18602|-0.22587|0.02266493|3.7113|2745.0|5.5615
12g_a40|0.0|0|0|0|0.0|0.604990688|1.687211672|5.4161004020000005|0|0.036630824|0.167050952|0.726175674|-0.354104815|-0.001011175|10.31197254|2|-0.003205145|0.063401514|-0.512657141|0|0.777835705|0.8396782220000001|1|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|-52.24208444|6.670206427999999|130.7472028|68.1355805|-0.0435406|-27.42361099|0.852031227|-1.393299206|59.29860462|56.61727428|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|7.692740528|14.39849078|77.67373972|-383.9305539|858.4065454|335.7078145|7.056520179|1.0|0.0|1.0|20.0|-6.63|4.83|5.14|78.66|93.78|0.0|1.0|2.0|-6.46|23.0|3.0|362.23|0.0|-5.79|3.43e-07|1.62e-06|0.0|8.57e-05|4.0224|4.84|3.1577|-2173.0224510000003|896.63|392.64|308.23|429.31|-2172.9382|0.2682|-0.13191|-0.20615|0.02230594|2.7075|724.0|6.1403
14e_a23|0.0|0|1|1|-4.45581912|1.197957573|3.052208981|5.351858133|2|0.044241453|0.023369734|0.650989437|-0.4787294729999999|0.001027627|10.3132176|2|0.001951778|-0.07256543|-0.5232404310000001|2|0.560094237|0.8510270329999999|1|-0.073376247|-0.089453046|0.267882223|0.018022127|-62.2612068|12.5437807|48.244071000000005|51.92870134|-0.03935934|-43.33511299|0.796525872|-1.96796702|74.75779594|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|-19.06744972|0.203474128|8.020794334|15.89643482|141.6222839|-953.3724859|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|26.0|-8.23|4.42|6.19|105.02|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|479.48|1.0|-5.79|4.1200000000000004e-07|1.61e-06|0.0|2.85e-06|3.7033|4.2|3.7033|-1966.943431|1209.58|334.8|334.8|571.39|-1966.720803|0.3178|-153.0|-0.2342199999999999|0.02250947|5.5469|3.0|8.5214
12c_a31|0.0|1|0|0|0.0|0.6101358029999999|0.0|5.733341277|0|0.040982906|-0.030192572|0.0|-0.690412101|-0.003618466|10.311698300000002|2|-0.000813398|-0.138799714|-0.54466023|0|0.8083148840000001|0.8856644770000001|0|-0.104643824|-0.129736755|0.343619017|0.030543026|-82.33748068|19.38414321|153.400467|212.313715|-0.036326291|-52.25551342|0.6817087|-1.816314565|97.28775086|85.79638585|0.448512808|2592.4503010000003|422.3366652|-1152.7247289999998|-14.63154376|0.3182913|8.091269314|14.67172662|202.0036947|-731.5771879|1690.934456|583.9691392000001|14.95027019|1.0|1.0|2.0|16.0|-7.24|5.64|3.7|117.37|108.16|0.0|1.0|8.0|-5.23|28.0|5.0|398.48|0.0|-4.16|5.85e-06|6.94e-05|0.0|2.31e-05|3.8328|4.6|3.8328|-1618.112841|1138.89|323.48|323.48|578.69|-1617.888981|0.2625|-0.15904|-0.19288|0.04023903|2.2908|0.38|6.4202
12b_a30|0.0|0|0|0|0.0|0.604984682|0.0|5.351858133|2|0.042804233|-0.074391852|0.0|-0.3897233479999999|0.001139238|10.31162898|1|0.002064369|-0.0541804029999999|-0.468842459|1|0.669561738|0.880943609|0|-0.08354129|-0.09915679|0.383979687|0.017341789|-62.96700664|11.01246349|86.84905288|149.39744040000002|-0.038448551|-39.98560202|0.798520682|-1.883979001|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|-15.50462119|0.201479318|7.393647884|13.88809428|127.9443353|-759.7264385|1498.236868|618.6004214|10.06212472|1.0|1.0|1.0|17.0|-6.9|4.25|3.18|81.65|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|-5.01|4.12e-06|9.71e-06|0.0|5.260000000000001e-05|5.0567|4.07|3.5207|-1674.977262|1130.68|352.16|245.19|516.78|-1674.7778119999998|0.1525|-0.1493799999999999|-0.20289|0.03351603|4.5545|7.0|8.1543
18b_a25|0.0|0|0|0|0.0|1.194228955|1.824998189|4.727387819|2|0.038137255|-0.018632104|2.003993644|-0.189048258|0.006181503|10.31286058|1|0.00598031|-0.034703635|-0.303383008|2|0.721100414|0.8333962429999999|1|-0.063132226|-0.078644297|0.348987182|0.01278627|-55.18621997|8.972372556|80.36582704|44.73187305|-0.0305838929999999|-38.7252349|0.7847794690000001|-1.6515302369999998|64.81723515|53.27347337|0.493622561|3051.645565|656.9874135|-1158.910619|-15.05981357|0.215220531|8.654596906|17.09119768|151.02439719999998|-813.229933|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|27.0|-9.84|5.93|5.59|111.51|138.56|0.0|1.0|6.0|-6.54|34.0|4.0|460.55|0.0|-5.71|2.87e-07|1.95e-06|0.0|6.690000000000001e-08|5.5437|4.32|3.6826|-1767.494087|1284.89|336.67|223.65|612.24|-1767.2232149999998|0.0468|-0.15079|-0.22145|0.03002332|2752.0|51.0|7.2924
17_a12|0.0|0|0|0|0.0|0.610029543|0.0|4.727387819|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|10.31157659|1|-0.000651751|-0.113649923|-0.559137213|2|0.918713011|0.87653892|0|-0.069570363|-0.096209886|0.318309599|0.011226177|-50.13411606|5.849860887999999|69.36398419|73.93273708|-0.035198739|-26.12444199|0.786701219|-1.443148294|57.97616997|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|-9.557722681|0.213298781|5.669161963|10.61752641|111.1480977|-391.8666299|955.9051425|431.5987143|7.842053909|1.0|0.0|1.0|17.0|-7.16|4.51|2.56|78.41|103.12|0.0|1.0|3.0|-4.51|24.0|4.0|333.41|0.0|-4.24|3.1e-05|5.7100000000000006e-05|0.0|2.32e-05|4.4014|2.87|3.7723|-1366.776169|933.62|328.67|281.69|419.49|-1366.638303|148.0|-0.15459|-0.21781|0.02800938|2.9806|16.0|7.7959
17_a3|0.0|0|0|0|0.0|0.605019885|0.0|4.727387819|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|10.31163036|1|-0.006696449|0.020589494|-0.633373061|2|0.881253042|0.838125715|1|-0.098658557|-0.096067661|0.225087454|0.010321361|-48.88298017|5.251911643|234.4907116|100.2028184|-0.039557272|-24.87357062|0.840062179|-1.344947254|55.39769571|55.45324083|0.4383349039999999|2196.728425|408.6362608|-684.3617224|-10.24205849|0.159937821|6.2477303310000005|11.12358659|81.38261354|-348.2299886|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|21.0|-7.48|4.96|4.66|92.93|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|338.81|0.0|-4.93|2.96e-06|1.18e-05|0.0|1.11e-05|3.2102|3.57|3.2102|-1731.72355|891.3|386.22|386.22|393.58|-1731.6147670000005|0.4062|-0.13155|-0.20359|0.02878063|4.8815|23.0|7.6383
21_a12|0.0|0|0|0|0.0|0.609915045|0.0|4.59511985|3|0.037992832|-0.213225401|0.0|-0.362168355|-0.003879878|10.31140747|1|-0.001825446|-0.116098308|-0.522951134|2|0.923855679|0.89838263|0|-0.068775342|-0.100098765|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|0.770818357|-1.401382713|59.10840872|40.76379649|0.473492395|2185.835701|426.8727514|-705.2078018999999|-9.338859985|0.229181643|5.891343219|11.18947411|115.3294396|-354.8766794|914.8819508|380.2468615|8.736422872|1.0|0.0|1.0|17.0|-6.78|4.01|2.25|78.41|98.16|0.0|1.0|3.0|-3.82|23.0|4.0|319.38|0.0|-3.76|0.00015|0.000173|0.0|5.3200000000000006e-05|4.6851|2.56|3.9971|-1327.451966|893.17|310.18|264.64|397.31|-1327.347724|0.1668|-0.16784|-0.22253|0.02758166|3.2551|22.0|7.6576
4e_a46|-3.742323661|0|0|0|0.092094405|0.300205548|2.12386814|5.587248657999999|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.001404912|10.31928077|1|0.002688298|-0.030065705|-0.514537262|2|0.738134189|0.8146060740000001|0|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-64.33855433|8.098142567|105.0139519|186.9007941|-0.030951758|-48.825259|0.7951078540000001|-1.949960781|73.87174786|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|-17.82509456|0.204892146|7.906917146|15.06943449|155.48860530000002|-1122.980957|1861.114491|942.2127953|9.533193534|1.0|1.0|2.0|23.0|-8.81|3.05|5.93|124.17|137.28|0.0|1.0|5.0|-6.08|35.0|6.0|488.6|1.0|-5.41|8.29e-07|3.92e-06|0.0|7.64e-07|4.2446|8.03|4.1773|-1884.564974|1343.97|296.81|292.1|655.69|-1884.255802|0.3109|-0.17112|-0.21005|0.04805633|3.2466|154.0|6.8125
12am_a36|0.0|1|0|0|-4.723487246|1.240140551|0.0|5.351858133|2|0.044036281|0.122824831|0.0|-0.921315581|-0.011700732|10.9602097|1|-0.007897954|-0.1187503719999999|-0.6080522279999999|1|0.647732719|0.885733922|0|-0.091472759|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|127.81651770000002|-0.045928425|-56.3667958|0.788334835|-2.480134939|95.53118838|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|-21.92042059|0.211665165|8.772646622|17.01968794|146.228847|-1183.702712|2173.44302|672.4630346|13.94067198|1.0|1.0|2.0|17.0|-7.14|3.31|4.04|78.43|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|465.43|0.0|-5.07|6.26e-06|8.6e-06|0.0|3.37e-05|5.2317|4.86|3.8606|-1645.169789|1206.77|321.15|236.99|562.14|-1644.952145|0.2987|-0.15658|-0.21356|0.03550681|8.0872|0.06|7.2218
28_a47|0.0|0|1|1|0.0|1.4201653580000002|1.408016295|4.727387819|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|10.95058275|1|-0.010153352|-0.046265509|-0.435485503|2|0.635684951|0.896193695|1|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|365.2310214|234.5873429|-0.038135461|-37.72858603|0.65225927|-1.601689367|82.27079846|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|-13.47449501|0.34774073|7.864990866|14.91533234|206.7032519|-565.9287905|1459.653524|428.5826478|18.79929562|0.0|1.0|2.0|21.0|-6.92|2.49|3.84|98.72|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|380.35|0.0|-3.66|0.000214|0.000217|0.0|4.59e-05|3675.0|3.51|3675.0|-1335.722248|995.5|337.37|337.37|461.73|-1335.571655|0.2996|-0.15049|-0.2052|0.03698465|8.17|25.0|7.6
3f_a32|0.0|1|1|1|0.0|0.6094207770000001|0.0|5.733341277|0|0.042380952|-0.062954205|2.227330929|-0.275173181|0.001276735|10.31100273|3|0.002565215|-0.074808287|-0.5487283829999999|0|0.833981748|0.871865543|1|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-54.8993954|6.707989266|47.97543149|71.02334697|-0.030139709|-30.95210106|0.78919828|-1.265867765|61.47296003|48.1093075|0.435176082|2273.466801|492.7734095|-713.6921402|-9.580412233|0.21080172|6.153728636|10.89495051|118.8493262|-402.3773138|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|19.0|-7.31|7.18|5.63|110.94|102.66|0.0|1.0|4.0|-6.89|24.0|3.0|354.49|0.0|-5.4|1.28e-07|3.96e-06|0.0|1.73e-05|3.5569|3.92|3.5569|-1712.034952|1006.92|348.58|348.58|488.74|-1711.863611|293.0|-0.1474599999999999|-0.2006099999999999|0.02606687|5.7161|9.0|8.0458
12c_a36|0.0|1|0|0|0.0|1.29696741|0.0|5.351858133|2|0.040899471|0.085843909|0.0|-0.414055975|0.0005016269999999|10.95982545|1|0.0010871589999999|-0.103922055|-0.4423430339999999|1|0.8941919290000001|0.8741648479999999|0|-0.073370864|-0.105624703|0.462597812|0.019582215|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|-43.57746274|0.75500974|-1.901244658|80.22754474|59.70517794|0.473610011|2785.47514|540.0159387|-1221.198398|-15.68788659|0.24499026|6.772454418|12.86584957|157.3609748|-784.3943293|1617.460455|629.5017194000001|12.38318928|1.0|1.0|2.0|17.0|-7.18|3.35|2.54|69.2|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|415.88|0.0|-4.59|3.64e-05|2.55e-05|0.0|2.77e-05|3.8436|3.79|3.8436|-1692.511019|1137.55|322.58|322.58|509.61|-1692.312906|0.3927|-0.15835|-0.2082699999999999|0.02977602|6.6973|9.0|8.0458
18_a31|0.0|1|0|0|0.0|0.610137226|0.0|5.351858133|0|0.0427124179999999|-0.051184519|0.0|-0.640807491|-0.009923585|10.31169929|2|-0.007811355|-0.065041042|-0.604728055|0|0.868704545|0.904870098|0|-0.11789212|-0.129469649|0.258135789|0.014467496|-75.99442464|8.49194438|238.9516432|160.8952371|-0.040279446|-44.60622732|0.7774768320000001|-1.81257508|85.81723707|77.69074057|0.4492048839999999|2241.561812|426.0718665|-1063.9219449999998|-13.87749294|0.222523168|7.076684189|12.84812443|130.6137795|-624.4871824|1368.42913|477.1857166|9.822812434|1.0|1.0|3.0|16.0|-6.54|4.9|3.48|119.14|99.32|0.0|1.0|7.0|-4.62|25.0|4.0|356.44|0.0|-3.62|2.42e-05|0.000241|0.0|0.000104|5.0092|4.81|3.9105|-1465.4803960000002|1041.21|317.05|247.51|541.33|-1465.300904|0.2457|-0.16212|-0.19914|0.04825999|4.6746|0.13|6.8861
4d_a49|0.0|0|0|0|0.0|1.343847746|2.097463308|5.4161004020000005|2|0.036555556|-0.090862681|1.76904838|-0.343596561|0.000607064|10.92777282|1|0.001356445|0.000511959|-0.417231241|2|0.7745859279999999|0.834151595|1|-0.089942837|-0.085966608|0.410804214|0.013625199|-52.95392476|8.392883773|85.21839288|152.3727245|-0.0281044679999999|-32.61868996|0.654728051|-1.461432343|66.51766234|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|7.998287218|15.09148245|212.6814716|-554.5177292999999|1374.947536|641.1445234|13.56373757|0.0|1.0|2.0|21.0|-7.58|3.16|2.8|98.72|115.63|0.0|1.0|6.0|-3.13|30.0|5.0|398.46|0.0|-3.35|0.000743|0.0004509999999999|0.0|1.05e-05|5.7447|2.99|3.8047|-1293.29417|1144.04|325.87|215.82|495.7|-1293.049085|0.0879|-0.15888|-0.2219699999999999|0.0395418|5.5765|18.0|7.7447
8c_a32|0.0|1|1|1|0.0|0.609420757|0.0|5.733341277|0|0.036711712|-0.026467635|2.143746338|-0.459589251|-0.003484915|10.31100269|3|-0.001662219|-0.0852122769999999|-0.578242111|0|0.788133615|0.8966299409999999|1|-0.076876481|-0.097480366|0.263222951|0.016240436|-58.93213925|9.818219446|126.6561213|119.85432240000002|-0.027548799|-35.6276568|0.600684883|-1.267244762|74.36515033|56.29419869|0.447542891|2571.62241|484.6996147|-766.1178102000001|-10.06868562|0.399315117|7.079719717000001|12.81496717|241.4075262|-463.1595384|1275.407176|557.1050635|15.43301109|1.0|1.0|2.0|19.0|-7.65|6.49|4.19|140.04|110.47|1.0|1.0|7.0|-5.82|27.0|4.0|397.52|1.0|-4.39|1.5e-06|4.11e-05|0.0|8.86e-06|3.5673|4.28|3.5673|-1880.733377|1090.0|347.56|347.56|516.78|-1880.537558|0.3272|-0.14712|-0.18873|0.03115673|10.2656|37.0|7.4318
41_a47|0.0|0|1|1|0.0|1.420292383|1.840145925|4.727387819|3|0.042537538|-0.080388467|1.601942802|-0.187859623|0.003530307|10.98214139|1|0.0047106|-0.1430639269999999|-0.276217719|3|0.62974551|0.900915114|1|-0.061101947|-0.0899793719999999|0.245948366|0.018348892|-50.81597048|10.36256127|54.15850042|99.86584673|-0.02929561|-28.69838714|0.653147815|-1.259711209|63.84353454|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|-9.34366093|0.346852185|7.168742909|12.96444871|195.8852341|-401.77742|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|21.0|-7.47|3.34|4.52|68.52|99.09|0.0|1.0|4.0|-3.57|26.0|5.0|348.38|0.0|-3.9|0.000267|0.000125|0.0|1.17e-05|4.0167|2.41|3.7144|-1162.462261|995.43|333.8|308.67|471.9|-1162.288187|0.2504|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0
4b_a49|0.0|0|0|0|0.0|1.343847828|2.075628989|5.4161004020000005|2|0.036555556|-0.064060521|1.645329244|-0.402986655|0.001769804|10.92776533|1|0.002557204|-0.0563571629999999|-0.390006034|2|0.720824193|0.852400617|1|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-55.5653235|14.84890147|41.97072627|148.84640819999998|-0.030696709|-34.19753462|0.645330839|-1.534835437|71.2971749|71.30114509|0.477868186|2708.998101|466.6010051|-944.6104994|-11.62716177|0.354669161|7.588962922|14.53457293|218.2802175|-581.3580885|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|21.0|-7.05|3.71|3.26|90.13|112.36|0.0|1.0|6.0|-3.81|30.0|6.0|400.43|0.0|-3.88|0.000155|0.000132|0.0|3.570000000000001e-05|4.6422|3.56|3.7413|-1333.026419|1121.45|331.39|267.08|509.78|-1332.800229|0.0615|-0.15635|-0.22366|0.03702033|2.2306|79.0|7.1024
14r_a23|0.0|0|1|1|0.0|1.197963203|3.201732471|5.351858133|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|0.007671236|10.31321824|2|0.0075222369999999|-0.073945564|-0.454010253|2|0.616699629|0.846632079|1|-0.062618931|-0.085881409|0.375360556|0.019185345|-55.30494931|12.35476415|47.26552456|86.14846171|-0.03654528|-35.61466281|0.7882228370000001|-1.717628177|66.31173073|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|-15.15517566|0.211777163|7.555307147000001|14.15357616|136.37788909999998|-712.2932561000001|1403.282085|599.5697147999999|11.00678143|0.0|1.0|1.0|26.0|-7.67|3.78|4.58|105.02|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|429.47|0.0|-5.11|2.66e-06|7.73e-06|0.0|9.18e-06|5.9406|3.72|3.1797|-1729.1326809999998|1145.51|389.92|208.71|513.71|-1728.924789|0.0008|-0.15536|-0.22378|0.02296354|8.8722|5.0|8.2684
11d_a31|0.0|1|0|0|0.0|0.610136352|0.0|5.733341277|0|0.0388738739999999|0.016799834|0.0|-0.848545873|-0.009496378|10.31169874|2|-0.006496772|-0.096447723|-0.574318121|0|0.819298311|0.868115289|0|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.06512842|21.07078977|296.2476128|253.9354598|-0.040797245|-50.24081482|0.6817705409999999|-1.87667327|98.8237718|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|-15.29068277|0.318229459|7.885647873|15.21323794|194.8221811|-703.3714074|1685.188386|505.4234462|16.75864338|1.0|1.0|2.0|16.0|-6.23|5.43|4.03|125.57|102.13|0.0|1.0|7.0|-5.48|27.0|6.0|385.44|0.0|-4.2|3.33e-06|6.26e-05|0.0|0.000225|3.8009|4.87|3.8009|-1598.671315|1077.69|326.2|326.2|551.86|-1598.4848980000002|0.2642|-0.15822|-0.19226|0.04390452|4.6622|0.03|7.5229
1d_a5|0.0|1|0|0|-4.455320158|1.217311475|0.0|4.59511985|2|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|10.94437658|1|-0.000700145|0.001493879|-0.38633065|2|0.525406088|0.821309592|0|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|-46.58221594|4.288788702|204.4506579|55.92018945|-0.036640804|-25.16889922|0.770504115|-1.465632167|56.83734591|52.05055075|0.471074204|2481.822293|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|11.5640749|123.9992274|-427.8712868|1027.76566|403.396385|10.25512997|1.0|1.0|1.0|23.0|-8.88|5.48|6.37|54.46|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|366.34|1.0|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.0|4.86e-07|4.8725|3.58|4.6112|-1288.306458|951.63|268.88|254.46|414.59|-1288.201219|0.0982|-0.18991|-0.23519|0.03392008|5.3765|9333.0|5.03
8a_a12|0.0|0|0|0|0.0|1.283813597|0.0|0.0|3|0.0420317459999999|-0.205012437|0.0|-0.362413703|-0.001510006|10.95472846|0|0.000249868|-0.135424346|-0.5385001079999999|2|0.913877696|0.8157289759999999|0|-0.05926895|-0.093050281|0.221703535|0.010336879|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|0.791430726|-1.4888045019999998|55.45388635|36.0527909|0.46777503|2212.38965|462.3571879|-771.1359521|-9.077610683|0.208569274|5.113243051|9.607296424|108.02980890000002|-399.41487|974.3568539|464.1781753|7.257889351|1.0|0.0|1.0|18.0|-7.89|3.87|2.5|50.17|105.24|0.0|1.0|3.0|-3.9|25.0|4.0|327.38|0.0|-4.21|0.000125|6.19e-05|0.0|4.2e-06|3.9091|3.41|3.9091|-1046.0210880000002|952.71|317.17|317.17|424.14|-1045.851982|0.2486|-0.15696|-0.2194199999999999|0.02180654|5.4032|199.0|6.7011
18a_a25|0.0|0|0|0|0.0|1.194229606|1.875390684|4.727387819|2|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|10.31286118|1|0.007325341|-0.037072518|-0.2936794219999999|2|0.761417363|0.792935475|1|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-51.83514755|6.317215793|75.74077952|45.33086513|-0.03097773|-34.36707071|0.817072039|-1.641819678|59.45091020000001|43.39683067|0.493301255|2857.88027|617.676232|-1088.538099|-13.61714122|0.182927961|7.39539242|14.59524518|121.2825364|-721.7084848|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|27.0|-9.78|5.89|5.72|87.72|133.85|0.0|1.0|6.0|-6.33|32.0|3.0|435.54|0.0|-5.77|4.65e-07|1.71e-06|0.0|7.28e-08|5.4965|4.51|3.1711|-1675.2501519999998|1229.09|390.98|225.57|556.26|-1674.982248|0.0027|-0.15732|-0.21323|0.02456497|4.3839|94.0|7.0269
A7701_a51|0.0|1|0|0|0.0|1.390164251|0.0|4.59511985|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|10.93031118|1|0.00740235|0.036217274|-0.22798944|2|0.7078647990000001|0.8092075540000001|1|-0.071384149|-0.078131694|0.514530959|0.007404204|-36.09660744|3.420720075|146.2104641|62.31656919|-0.030384547|-16.67652408|0.799046392|-1.09384371|41.87351682|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|-6.485314917999999|0.200953608|5.137516673|8.863149921|92.83996262|-233.4713371|632.4445105000001|332.8814548|5.776909381|1.0|1.0|1.0|21.0|-7.58|4.46|4.0|54.46|87.52|0.0|1.0|2.0|-3.95|22.0|3.0|286.33|0.0|-4.17|0.000111|6.790000000000001e-05|0.0|7.5e-06|||||||||||||||25.0|7.6021
4_a3|0.0|0|0|0|0.0|0.60501714|0.0|4.727387819|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|10.31162267|1|-0.007022144|0.053425134|-0.607238634|1|0.640351067|0.785381728|1|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|-46.9200748|3.806447632|235.6982345|123.350856|-0.039478171|-22.30593113|0.866976271|-1.381735991|51.71950126|56.26480013|0.415852758|2142.972568|352.05186289999995|-656.8810472|-8.922372453|0.133023729|5.05182773|8.648209506|63.23984222|-312.2830359|757.6690029|347.9532383|4.799426464|1.0|1.0|1.0|21.0|-7.53|5.3|5.17|80.04|92.65|0.0|1.0|2.0|-5.69|23.0|3.0|321.37|0.0|-5.09|2.02e-06|8.22e-06|0.0|9.48e-06|5.9341|3.53|3.4771|-1355.303098|858.45|356.58|208.93|338.33|-1355.192416|119.0|-0.14983|-0.20826|0.02921941|3.1409|1259.0|5.9
6f_a40|0.0|0|0|0|0.0|0.604893424|1.750582483|6.401917197|0|0.038309179|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|10.30179966|2|-0.008368734|0.048543494|-0.628934821|0|0.7710013309999999|0.896373207|1|-0.134203859|-0.130571562|0.363785804|0.015998475|-83.88605319|10.2782635|207.7174501|221.1408856|-0.052228625|-53.89282175|0.8628087240000001|-2.350288117|92.77827871|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|-21.5571287|0.137191276|6.993991456|11.87042702|88.13890599|-970.0707913999998|1750.039046|593.503189|8.892225517|1.0|0.0|2.0|14.0|-3.67|3.66|2.66|199.45|124.54|1.0|3.0|5.0|-6.95|30.0|5.0|457.55|1.0|-4.64|1.13e-07|2.3e-05|0.0|0.0967|3.5741|6.96|2.57|-2426.924155|1139.55|482.43|346.89|507.64|-2426.725129|0.0158|-0.1131799999999999|-203.0|0.04845403|8.7269|42.0|7.3768
