molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12aa_a30|0.0|0|0|0|0|7.412764017000001|2|0.604983643|0.0|-0.008848121|5.351858133|2|-0.014017531|0.0|-0.539735362|0.003529389|0.059360681|-0.007369513|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|0.8397577820000001|0.809127478|-0.012535889|0.855880335|0|-0.078042288|-0.101368383|0.030906491|-54.50378741|-70.79444906|21.58471858|55.0567406|-0.033789461|-49.44198469|15.0745057|0.630759573|-1.925999268|91.51563481|-23.59814969|76.08850600000001|3115.249471|567.5458219999999|2455.130164|0.369240427|16.21199661|0.872457337|257.8730361|-939.3977091|0.029670025|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|0.0|1.0|4.86|0.0|0.21|17.0|-6.83|2.63|100.11|2.0|0.0|6.0|-6.39|0.0|2.52|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|-1804.818818|-1804.784381|748.78|357.9|0.1667|238.78|605.07|0.30341|5.8962|0.03443621|-1804.582558|6.4878|8.0|8.1135
12x_a36|0.0|1|0|0|0|7.412764017000001|2|0.629399587|0.0|-0.007008724|5.351858133|2|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|-0.023932402|1|0.003710345|0.038200407|-0.07550872|-0.133106642|-0.4331246039999999|0.906423012|0.828393514|-0.041914045|0.8792981679999999|0|-0.0737521679999999|-0.104368092|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|-0.036722107|-47.22198284|7.974776509|0.7768535409999999|-1.982993755|81.1499815|-24.70107324|61.46507585|2884.428214|562.6051882|2391.802689|0.223146459|16.20591229|0.847720832|150.09915149999998|-897.2176739|0.016274369|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|0.0|1.0|4.87|0.0|0.17|17.0|-7.05|2.61|94.5|1.0|0.0|4.0|-6.64|0.0|2.33|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05311|3.37|-1670.452834|-1670.419519|719.63|331.83|0.3901|319.74|569.01|0.6853600000000001|5.6653|0.03331471|-1670.244307|7.2812|7.0|8.1549
4e_a49|0.0|0|0|0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|2|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.032396301|0.856023531|1|-0.09422276|-0.087866673|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|-0.029288891|-33.05708028|6.449206277999999|0.650328475|-1.493733437|68.38360061|-17.96482878|68.30753733|2675.626006|464.3567821|1647.641653|0.349671525|15.01788083|0.892633982|214.47685|-561.9703647000001|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|2.83|92.93|1.0|0.0|5.0|-7.52|0.0|2.42|211.0|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|3.34|-1313.199448|-1313.158118|660.22|327.34|0.2273|216.37|504.63|0.4078199999999999|3.9718|0.04133034|-1312.98289|4.8707|34.0|7.4685
12bi_a36|0.0|1|0|0|0|7.412764017000001|2|1.297042566|0.0|-0.00902707|5.351858133|2|0.03474497|0.0|-0.559678363|0.000482522|-0.067142264|0.041834838|1|0.002872872|0.056936052|-0.176729938|-0.289604649|-0.37220074|0.884226781|0.812921349|0.071329141|0.858971809|0|-0.082914301|-0.107613368|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|-0.027831043|-52.46851415|16.87080604|0.4996603229999999|-1.614200516|101.3899049|-19.43326441|82.05687954|3044.149713|548.1337538|2660.0547690000003|0.500339677|15.71382803|0.85865094|349.3664649|-787.0277122|0.037590587|0.474365004|2255.791153|766.4854363|26.24794923|1.0|0.0|0.0|4.97|0.0|0.21|17.0|-6.79|1.9|87.66|1.0|0.0|6.0|-7.13|0.0|1.75|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|2.68|-1461.997992|-1461.966152|742.94|336.45|0.4214|319.1|603.92|0.68181|7.0514|0.0318395999999999|-1461.75632|8.8903|14.0|7.8539
2_a27|0.0|0|0|0|2|6.605297921|0|1.402655014|3.250529415|-0.0065894809999999|4.59511985|2|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|0.639024713|0.796022385|0.027777778|0.8585302370000001|1|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|9.972342226|9.194894069|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|52.43208086|-14.73047548|39.39404027|2210.487938|426.3224749|1270.627585|0.331537817|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|1.0|2.9|3.06|0.11|21.0|-5.84|2.49|65.6|0.0|0.0|4.0|-6.69|0.0|2.52|204.0|0.0638|2.18|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.32|-1043.821085|-1043.7984|538.57|297.87|0.3217|297.87|420.7|0.55857|4.7049|0.02268519|-1043.715364|6.8854|13.0|7.8861
2_a4|0.0|0|0|0|0|6.605297921|1|1.189716144|0.0|-0.00708265|4.59511985|1|0.08246129|0.0|-0.269140683|-0.001386521|0.090707854|0.076479666|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|0.930871261|0.802438682|0.1355918559999999|0.847373823|0|-0.117395215|-0.105102755|0.006330673|-49.45826819|-44.27948986|2.667094277|166.102249|-0.0379537729999999|-18.65482233|1.123639184|0.843107708|-1.366335816|48.93681624|-15.98981578|52.12536246|1623.668791|312.82106489999995|910.3327882|0.156892292|7.800989232999999|0.656126301|66.09827364|-242.5126903|0.011054731|-289.1005902|682.7518749|284.26458360000004|4.657326379|0.0|1.0|0.0|3.33|0.0|0.27|12.0|-4.83|0.83|45.15|0.0|0.0|4.0|-6.69|0.0|1.24|1.67|434.0|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|-0.01612|2.46|-819.9326497000001|-819.8996124|458.73|384.69|0.1315|210.28|333.36|0.4682|1.7717|0.033037353|-819.8174190000001|3.0946|31.0|7.5086
28_a47|0.0|0|1|1|1|6.842683282|0|1.4201653580000002|1.408016295|-0.009689834|4.727387819|2|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|0.0467853809999999|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|0.635684951|0.832144916|0.074217097|0.896193695|1|-0.1132830309999999|-0.106779291|0.026080156|-67.33744077|-63.47150284|15.50250691|365.2310214|-0.038135461|-37.72858603|9.214964819|0.65225927|-1.601689367|82.27079846|-22.66839387|82.83994768|2616.1598940000003|359.8303775|1337.037733|0.34774073|14.91533234|0.8964208090000001|206.7032519|-565.9287905|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|3.08|2.03|0.05|21.0|-6.92|3.84|98.72|1.0|0.0|6.0|-7.22|0.0|2.4|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3.51|-1335.759232|-1335.722248|599.88|337.37|0.2996|337.37|461.73|0.69002|6.0847|0.03698465|-1335.6279869999998|8.17|25.0|7.6
12m_a36|0.0|1|0|0|0|7.412764017000001|2|1.297043522|0.0|-0.011502861|5.351858133|2|0.14264424|0.0|-0.667165917|-0.006653538|-0.025127218|-0.038386106|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|0.892815402|0.825587924|-0.064035403|0.8792981679999999|0|-0.10031651|-0.121074678|0.022725561|-67.27772044|-81.19927925|15.24099981|42.78660249|-0.04260035|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|96.11918789|-28.57011677|82.51872026|2925.315028|477.48014630000006|2637.948424|0.252881876|13.67704354|0.8702895190000001|169.596372|-1034.676602|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|0.0|0.0|4.83|0.0|0.13|17.0|-6.14|0.98|112.29|1.0|0.0|5.0|-7.39|0.0|1.26|0.0338|0.0676|2.11|0.0|0.0|7.19e-07|0.000305|-0.05114|3.88|-1401.654499|-1401.6158890000002|692.4|320.72|0.4718|320.72|505.51|0.69382|6.5789|0.03861003|-1401.446557|9.1003|0.03|7.5229
7s_a46|0.0|0|0|0|1|7.727094485|1|1.160371307|2.117265684|-0.005351046|5.533389489|1|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|-0.020953253|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|0.778692012|0.770312275|-0.030371026|0.8182543959999999|0|-0.096723151|-0.083011849|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|-0.031623562|-20.9694955|2.240932895|0.8198874559999999|-1.3281895890000002|47.36217237|-15.894055599999998|53.07188519|1982.695462|431.6285339|1619.4591|0.1801125439999999|9.829721631|0.7662292690000001|90.5248694|-335.5119279|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|1.0|0.0|3.08|2.33|0.26|17.0|-6.08|3.9|50.94|0.0|0.0|3.0|-5.81|0.0|3.12|0.0262|0.0176|3.32|0.0|0.0|8.39e-07|0.000256|-0.02024|3.54|-974.8067569|-974.7707066|539.99|288.81|0.4164|234.06|446.63|0.44692|2.4286|0.036050328|-974.664103|3.6655|1985.0|5.7022
8a_a31|0.0|1|0|0|0|7.765993078999999|1|0.610138387|0.0|-0.015034136|5.733341277|0|-0.1480271209999999|0.0|-0.586331322|-0.013230176|-0.135144546|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0.938325481|0.837862749|-0.030149254|0.895174844|0|-0.122293189|-0.136459435|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|-0.0416959379999999|-33.35560699|9.179668678|0.666437359|-1.501053781|82.32407724|-20.61467025|79.02944672|2128.209198|293.7455749|1443.955093|0.333562641|10.63792161|0.822471411|164.9149565|-366.9116769|0.030052065|-164.57484340000002|1113.575221|324.7430642|14.85788369|0.0|1.0|0.0|3.34|2.05|0.2|16.0|-5.33|2.54|114.29|0.0|0.0|5.0|-7.11|0.0|2.13|0.0846|243.0|1.56|0.0|0.0|4.62e-06|0.00145|-0.02993|1.53|-1347.541429|-1347.507102|538.75|325.45|0.2604|325.45|396.15|0.7027100000000001|3.7141|0.03432763|-1347.446223|5.3042|0.79|6.1024
1e_a5|0.0|1|0|0|0|6.605297921|0|1.427503886|0.0|-0.001975193|4.59511985|2|-0.080321049|0.0|-0.084933308|0.008031558|-0.1197834419999999|-0.040441176|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.201027861|0.71274658|0.771487328|-0.075239398|0.834250802|0|-0.06795194|-0.069725333|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|-0.0278901329999999|-18.81719677|2.317577542|0.7473936259999999|-1.115605324|44.38364879|-14.48881117|39.76196174|2107.092939|457.4574833|827.4861275000001|0.2526063739999999|12.39753333|0.932665879|131.2279879|-301.0751483|0.0157106539999999|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|0.0|2.83|2.17|0.05|23.0|-8.41|4.51|54.46|0.0|0.0|3.0|-5.77|0.0|3.44|0.0174|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04186|3.17|-990.6320386|-990.6006645|560.58|279.92|0.5156|261.24|427.87|0.56258|1916.0|0.0313740589999999|-990.522307|3.0386|191.0|6719.0
7f_a8|0.0|1|0|0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|0|0.034392285|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|1|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0.515235986|0.7051689170000001|0.041366689|0.7677336090000001|0|-0.091890536|-0.08790841|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|-0.040738044|-28.45850692|4.471132824|0.880922225|-1.670259798|55.85651025|-23.17880348|60.14140162|2534.956113|438.23883319999993|1854.738581|0.119077775|14.04331892|0.822794279|67.75191165|-540.7116315000001|0.010262531|-433.4681077|1078.790971|446.5544107|5.839092213|1.0|0.0|1.0|3.14|3.23|0.0|23.0|-8.46|5.49|61.58|2.0|0.0|4.0|-5.27|0.0|4.63|0.00078|0.00118|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.07492|6.81|-1285.196168|-1285.168078|584.99|356.17|0.3536|324.68|495.55|0.7024199999999999|8.7098|0.02809022|-1285.071664|11.6137|35.65|4.4479
12q_a36|0.0|1|0|0|0|7.412764017000001|2|1.29701394|0.0|-0.00761082|5.351858133|2|0.068040097|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|0.8941919290000001|0.828371596|-0.074349074|0.8839272779999999|0|-0.07607684|-0.1060430969999999|0.018562763|-49.18227989|-68.5549152|12.00048565|82.68142965|-0.038175515|-44.31949385|7.758093617|0.768692389|-1.908775752|80.15866795|-24.67976947|61.18276554|2786.514757|536.0103834|2380.245597|0.231307611|14.69971555|0.947876484|149.536123|-797.7508892000001|0.017949083|-347.4093916|1605.308562|629.5017194000001|11.60375275|1.0|0.0|0.0|4.74|0.0|0.14|17.0|-7.18|2.54|69.2|1.0|0.0|4.0|-6.49|0.0|2.34|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.05602|3.79|-1692.544456|-1692.5102989999998|683.51|320.77|0.4239|236.72|531.58|0.39919|4.6718|0.03415678|-1692.370918|6.4226|6.0|8.2218
19e_a38|0.0|1|0|0|0|7.412764017000001|2|1.297043576|0.0|-0.007550899|5.351858133|2|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|-0.038386106|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|0.723755855|0.839953955|-0.064035403|0.89459881|0|-0.083623427|-0.10214405|0.02118651|-56.34606212|-68.82539051|14.27562164|118.734325|-0.03783113|-46.37503972|9.619015829|0.749190974|-2.042881001|82.37885703|-25.49088538|70.62168376|2920.436229|523.2534216|3426.997928|0.250809026|12.34352977|0.871249918|168.99691289999998|-927.5007945|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|4.96|3.08|0.12|17.0|-7.28|3.09|81.23|2.0|0.0|4.0|-6.39|0.0|3.3|0.0049|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.05139|4.08|-1409.582478|-1409.547647|685.34|321.31|0.3948|236.96|532.67|0.41961|5.8426|0.03483011|-1409.37733|8.0952|0.01|8.0083
12p_a30|0.0|0|0|0|0|7.412764017000001|2|0.604984421|0.0|-0.0063403159999999|5.351858133|2|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0|-0.074356395|-0.094870978|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|-0.0364888379999999|-38.78387161|6.176226649|0.8199554720000001|-1.897419563|68.98315679|-23.33022469|57.20168999|2783.628159|539.2411292|2326.5244390000003|0.180044528|13.94763694|0.886732486|115.116829|-775.6774321|0.0130197619999999|-409.146112|1479.558007|686.039456|8.3245726|1.0|0.0|1.0|4.76|0.0|0.17|17.0|-7.01|2.93|81.65|2.0|0.0|4.0|-5.81|0.0|2.91|0.0009119999999999|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05169|4.14|-1615.094336|-1615.0623480000002|685.08|354.69|0.1768|238.79|526.91|0.33929|4.0456|0.03198743|-1614.890598|4.6103|17.0|7.7721
4o_a46|0.0|0|0|0|1|7.825245291|1|1.13463699|2.138144369|-0.000627744|5.587248657999999|1|-0.2363624889999999|0.0|-0.032014955|0.010870588|-0.203025042|-0.06855792|1|0.010144781|-0.376106593|-0.018058762|-0.028735607|-0.096073163|0.626333846|0.7699448320000001|-0.09492635|0.8176134690000001|0|-0.0648126359999999|-0.06570509|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|-0.021901697|-19.76117845|2.9243708|0.7510206490000001|-1.051281434|42.00638612|-12.01115223|40.87645867|2195.436986|521.3931342|1705.3950960000002|0.248979351|10.25486577|0.855222204|136.5432529|-316.1788552|0.0108913189999999|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|0.0|1.0|3.73|3.12|0.32|17.0|-7.26|4.94|54.5|1.0|0.0|3.0|-5.51|0.0|3.92|0.00422|0.0045899999999999|4.06|0.0|0.0|5.5e-08|1.88e-05|-0.04627|3.76|-1070.456878|-1070.428722|581.59|286.64|0.1598|286.64|501.08|0.6843|3.4494|0.02815574|-1070.276387|4.8244|162.0|6.7905
18_a10|0.0|0|0|0|1|7.78113851|2|1.243178376|2.142254323|-0.00309846|5.733341277|2|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|-0.220292492|0.7155022459999999|0.785539083|-0.0507442929999999|0.832812971|1|-0.0575419659999999|-0.076052353|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|-0.024889861|-30.63863373|7.692822451|0.641615544|-1.368942347|61.38857307|-15.79795381|48.64284759|2788.499133|562.0732377|2137.914113|0.358384456|13.51828833|0.876275815|227.471785|-551.4954071000001|0.020666062|-179.7708584|1354.218219|713.2632062000001|13.11704755|0.0|1.0|1.0|4.07|3.41|0.32|21.0|-7.88|4.66|62.06|1.0|0.0|5.0|-6.34|0.0|3.67|0.0138|0.00705|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|2.65|-1336.433782|-1336.404041|687.19|326.47|0.2962|214.93|504.61|0.37729|4.7596|0.02974086|-1336.185978|5.9029|0.13|6.8861
15_a4|0.0|0|0|0|1|7.535296702|1|1.399867493|1.956386054|-0.001986535|5.4161004020000005|1|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|1|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.036363636|0.8347553529999999|0|-0.062151785|-0.073738544|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|-0.030724393|-16.95780525|2.505098786|0.8438913020000001|-1.106078158|40.03406565|-14.73400655|35.02894809|1973.978183|416.1168833|1495.715718|0.156108698|9.709704127|0.7783994009999999|74.8625551|-254.3670787|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|3.28|3.01|0.11|17.0|-6.09|4.4|30.71|0.0|0.0|3.0|-5.6|0.0|3.61|0.0443|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|3.8|-958.270023|-958.251931|512.65|294.16|0.1996|275.22|396.58|0.4778699999999999|2.1603|0.018092091|-958.195344|3.0091|175.0|6757.0
8d_a32|0.0|1|1|1|0|7.765993078999999|0|0.609420756|0.0|-0.010604502|5.733341277|0|0.062782795|2.146260246|-0.519620595|-0.006974711|-0.044765977|-0.0682721729999999|3|-0.005162219|0.113030335|0.001558357|0.002805572|-0.629535754|0.825020753|0.825978584|-0.11492754|0.875986707|1|-0.109612139|-0.109968322|0.01593079|-68.88621406|-69.11005922|10.01177286|321.2496412|-0.03346862|-43.43251025|6.291941176|0.708567136|-1.539556512|81.54594837|-21.03349629|78.89798692|2556.198518|446.6450457|2371.595484|0.2914328639999999|15.29958432|0.887243042|183.1522214|-608.0551435|0.019788058|-262.14980440000005|1365.489282|557.1050635|12.43588915|1.0|0.0|1.0|3.5|2.84|0.26|19.0|-7.26|4.32|154.03|1.0|0.0|4.0|-6.47|1.0|3.57|0.000334|0.0173|3.17|0.0|0.0|5.51e-08|2.19e-05|-0.0535|4.26|-1880.773727|-1880.733071|671.71|348.39|0.3018|348.39|540.98|0.7026100000000001|1.0269|0.04065536|-1880.602038|1873.0|8.0|8.0809
20_a4|0.0|0|0|0|1|7.535296702|1|1.399905568|2.017439295|-0.003103385|5.4161004020000005|1|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|-0.059498265|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|0.691307598|0.7797803109999999|-0.105783279|0.8404413829999999|0|-0.060595472|-0.072188305|0.022933651|-29.16642156|-34.74640079|11.03865532|63.27373076|-0.0273144939999999|-16.72448692|5.313236547|0.6435852470000001|-1.010636274|46.45917085|-13.14728679|40.20507689|1982.961908|441.9318823|1379.418733|0.356414753|9.58599918|0.729218575|171.5531319|-234.1428169|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|3.23|3.06|0.11|17.0|-5.55|3.54|39.94|0.0|0.0|3.0|-5.96|0.0|2.97|0.1|0.0388|2.96|0.0|0.0|2.79e-06|0.000806|-0.03048|2.73|-934.2489802|-934.2266312|517.72|306.74|0.2364|239.45|402.27|0.5152|4.0681|0.022349042|-934.150871|5.5779|646.0|6.1898
3h_a32|0.0|1|1|1|0|7.765993078999999|0|0.609420752|0.0|-0.005281944|5.733341277|0|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0.84279263|0.7926338540000001|-0.2|0.834881529|1|-0.07183387|-0.0882883959999999|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|76.38838542|-0.027590124|-34.60714056|4.372100625|0.7734940029999999|-1.324325944|62.63332945|-17.27367301|51.95714963|2398.020434|550.2022886|2911.160989|0.226505997|13.71739929|0.692036677|141.8112711|-519.1071084|0.011751781|-342.4592076|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|3.65|3.88|0.35|19.0|-8.47|6.24|110.94|2.0|0.0|3.0|-4.29|1.0|5.4|2.24e-06|0.000273|6.12|0.0|0.0|3.37e-09|1.29e-06|-0.05318|4.61|-1790.6908030000002|-1790.663897|676.22|348.74|0.2926|348.74|578.86|0.70257|3.5952|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549
19a_a38|0.0|1|0|0|0|7.412764017000001|2|1.297044508|0.0|-0.007986407|5.351858133|2|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|0.724208473|0.819222745|-0.133130383|0.8741648479999999|0|-0.08593151|-0.108300308|0.022142322|-51.36166266|-64.73159672|13.23456869|137.2318698|-0.038988111|-38.69037594|7.910363161|0.744796537|-1.949405536|77.20795279999999|-23.30337482|64.59623135|2774.129458|446.57675660000007|2304.055966|0.255203463|12.96056449|0.872060139|152.5362948|-696.4267669|0.020873781|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|4.83|2.56|0.14|17.0|-6.86|2.55|81.23|1.0|0.0|4.0|-6.77|0.0|2.68|29.0|0.0272|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.41|-1332.186327|-1332.1529369999998|628.65|339.65|0.2668|316.19|466.55|0.6329100000000001|4.7986|0.03338983|-1332.002093|6.0223|0.01|8.0106
13b_a5|0.0|1|0|0|0|7.153833802|1|1.338814635|0.0|-0.004573365|5.209486153|2|-0.006314305|0.0|-0.251535058|0.0064510459999999|-0.104404004|-0.017963913|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|0.6700114770000001|0.765309977|-0.0330907489999999|0.8184221559999999|0|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|-0.02636836|-31.23446039|5.806729729|0.654076389|-1.344786367|62.24204745|-17.04942469|53.91565742|2661.597781|537.6736515|1177.571784|0.345923611|15.48959317|0.837970799|223.6695238|-562.2202871000001|0.021552174|-199.2474147|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|2.97|2.64|0.17|23.0|-8.36|4.06|74.77|1.0|0.0|4.0|-6.58|0.0|3.26|0.0225|0.0148|3.01|0.0|0.0|4.36e-09|1.72e-06|-0.05177|4.66|-1276.066049|-1276.030896|672.43|296.66|0.5528|265.31|503.93|0.32779|3.5881|0.035153|-1275.865034|4.7964|0.11|6.9586
6e_a40|0.0|0|0|0|1|8.421342866|2|0.604892975|1.75595616|-0.0148450439999999|6.401917197|0|-0.15110197|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|-0.205140551|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0.685858263|0.8361555479999999|-0.289988439|0.8988141140000001|1|-0.107312598|-0.1164147119999999|0.015875595|-70.52033811|-76.50178121|10.43262695|185.1473293|-0.04873174|-50.27304895|6.85578763|0.866991176|-2.095464821|84.95203628|-32.02400144|80.95296505|3075.060648|490.3675161000001|3854.417113|0.133008824|12.49434084|0.791830204|87.40658058|-904.9148811|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|8.450255075|1.0|0.0|1.0|3.98|3.16|0.21|14.0|-4.63|3.72|173.43|2.0|2.0|5.0|-6.09|1.0|3.68|8.31e-06|0.00124|4.4|1.0|0.0|2.35e-05|0.0112|-0.09682|8.35|-2831.191706|-2831.156883|671.95|419.59|0.3625|419.59|537.07|0.67187|8.3311|0.03482243|-2831.048968|11.5248|18.0|7.7447
