molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
IN1166_a11|0.0|1|0|0|0|6.842683282|0|1.429020445|0.0|-0.006882528|4.727387819|2|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.841211811|0.765593573|-0.067328767|0.827254552|1|-0.073965061|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|-0.031642539|-42.74230509|9.546719887|0.694302821|-1.6137695069999998|76.76995134|-21.84820685|64.89703387|2865.055175|596.0640225999999|2953.475057|0.305697179|12.63334911|0.8639230290000001|211.0745642|-769.3614916|0.021531291|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|3.51|2.79|0.08|27.0|-10.18|4.53|103.17|1.0|0.0|5.0|-6.52|0.0|3.31|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07275|3.36|-1347.298558|-1347.256659|704.48|377.7|0.3425|248.68|554.63|0.4358399999999999|3365.0|0.04189898|-1347.073528|4.3481|12.0|7.9318
9r_a24|0.0|1|0|0|0|6.605297921|0|1.353642494|0.0|-0.004640179|4.59511985|3|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|-0.043274854|1|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|0.786430472|0.7958149290000001|-0.083458647|0.841805128|0|-0.0618978309999999|-0.082022572|0.015557618|-41.49802275|-54.99020696|10.4302588|71.31566881|-0.025821921|-36.86695997|6.992734796000001|0.6152148279999999|-1.394383716|70.79264457|-17.31173182|51.92828155|2644.462265|564.3096436000001|958.7578093|0.384785172|18.36822555|0.898988412|257.9706516|-626.7383196000001|0.02357068|-154.486433|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|3.53|3.04|0.22|23.0|-8.66|3.93|79.82|2.0|0.0|6.0|-6.83|0.0|2.98|0.0383|0.0351|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|1.82|-1294.486221|-1294.451958|713.25|289.16|0.3398|277.23|616.11|0.3398|1.9698|0.03426339|-1294.263358|3.0322|11.0|7.9586
12b_a30|0.0|0|0|0|0|7.412764017000001|2|0.604984682|0.0|-0.007353271|5.351858133|2|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|-0.072247675|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|0.669561738|0.824373792|-0.1240820219999999|0.880943609|0|-0.08354129|-0.09915679|0.017341789|-53.05077947|-62.96700664|11.01246349|86.84905288|-0.038448551|-39.98560202|6.99318589|0.798520682|-1.883979001|73.02913136|-24.41577808|64.06324295|2849.095245|485.6272203|2347.979099|0.201479318|13.88809428|0.878381889|127.9443353|-759.7264385|0.01584525|-379.1359902|1498.236868|618.6004214|10.06212472|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|3.18|81.65|2.0|0.0|5.0|-6.02|0.0|2.92|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05351|4.07|-1675.0107779999998|-1674.977262|673.18|352.16|0.2079|245.19|516.78|0.3159099999999999|3.7327|0.03351603|-1674.838225|4.5545|7.0|8.1543
5_a15|0.0|0|0|0|0|0.0|0|1.419941043|0.0|-0.008878343|0.0|2|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|0.8384601770000001|0.704479781|0.020920163|0.74438723|0|-0.06128567|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|24.25353664|119.95308020000002|-0.0273088679999999|-54.73655332|18.03465935|0.5089899720000001|-1.583914356|100.6631306|-20.30656983|69.82487767|2940.77098|649.9369163|2179.757502|0.491010028|15.1701491|0.946094849|365.1095806|-875.7848531999999|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|3.79|3.68|0.15|24.0|-9.65|6.01|74.73|3.0|0.0|6.0|-5.55|1.0|4.29|0.000304|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.36|-1470.816175|-1470.779775|737.16|341.96|291.0|286.35|629.67|0.62664|4.3576|0.03640044|-1470.55517|6.35|13.0|7.8861
4a_a46|0.0|0|0|0|1|7.825245291|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|2|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|0.679741138|0.764741337|-0.06611606|0.8075680409999999|0|-0.05488948|-0.067863141|0.00935578|-28.50561609|-35.24319509|4.858713991|6.579492736000001|-0.022129285|-18.30276019|2.523263761|0.742626378|-1.017947119|41.15334508|-11.49234623|33.36433008|2042.529911|479.8368017|1427.844961|0.2573736219999999|9.831485239|0.751302315|133.66119809999998|-274.5414028|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|1.0|0.0|3.76|2.8|0.35|17.0|-6.82|4.46|43.6|0.0|0.0|3.0|-5.87|0.0|3.43|0.0372|0.0156|3.34|0.0|0.0|1.53e-07|4.86e-05|-0.02921|3.4|-994.237445|-994.2146342|560.87|272.77|0.1694|272.77|467.4|0.6893600000000001|3.1825|0.022810825|-994.079365|3.7138|181.0|6.7423
7c_a8|0.0|1|0|0|1|7.05012252|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|1|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|0.718994164|0.740795639|-0.196826366|0.795846675|0|-0.080277893|-0.089778346|0.0306012339999999|-50.34151168|-56.2991566|19.18974586|49.43944876|-0.03366688|-35.30467154|12.03370912|0.626902145|-1.6160102369999998|76.40286308|-21.11218373|69.53125754|2716.5013510000003|532.3522286|2162.326414|0.373097855|15.18314943|0.971698707|233.9661552|-635.4840877|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|1.0|3.44|3.1|0.09|23.0|-7.76|3.78|92.93|1.0|0.0|5.0|-6.34|0.0|3.26|0.00399|0.00851|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|5.01|-1331.8206369999998|-1331.793312|662.05|394.78|275.0|269.17|579.97|0.62361|12.0073|0.02732536|-1331.625743|15.7056|18.59|4.7307
19a_a22|0.0|0|0|0|1|6.842683282|0|1.422917238|1.572240489|-0.009145283|4.727387819|2|-0.020553065|1.545757986|-0.548716971|-0.002607064|-0.011513343|0.016501913|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|0.72808001|0.777600172|0.0271939039999999|0.834033833|1|-0.090145161|-0.09370213|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|-0.035138299|-52.17015658|13.82990734|0.684706189|-1.967744721|89.23486638|-26.21905704|85.79797858|3167.140147|555.4133255|2607.322873|0.315293811|15.30120355|0.76919701|235.2620007|-1095.573288|0.025888799|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|3.61|2.27|0.08|27.0|-8.76|3.41|128.68|1.0|0.0|6.0|-7.67|0.0|2.36|0.0193|0.0356|2.05|0.0|0.0|1.73e-09|8e-07|-0.06398|5.69|-1537.071348|-1537.0241640000002|740.07|346.24|0.2218|246.01|567.03|0.34556|4.5288|0.04718381|-1536.823574|6.5658|48.0|7.3188
12c_a36|0.0|1|0|0|0|7.412764017000001|2|1.29696741|0.0|-0.007667703|5.351858133|2|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|-0.056994595|1|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|-0.4423430339999999|0.8941919290000001|0.819222745|-0.097861598|0.8741648479999999|0|-0.073370864|-0.105624703|0.019582215|-47.12722334|-67.84435546|12.5779546|60.79111287|-0.038024893|-43.57746274|8.079011794|0.75500974|-1.901244658|80.22754474|-24.42396797|59.70517794|2785.47514|540.0159387|2365.641348|0.24499026|12.86584957|0.899732176|157.3609748|-784.3943293|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|0.0|4.74|0.0|0.14|17.0|-7.18|2.54|69.2|1.0|0.0|4.0|-6.49|0.0|2.34|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.04992|3.79|-1692.540795|-1692.511019|672.74|322.58|0.3927|322.58|509.61|0.68913|4.9812|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458
9_a3|0.0|0|0|0|0|6.823286122000001|0|0.605017128|0.0|-0.007847313|4.727387819|1|-0.126542538|2.4071976040000003|-0.298197887|-0.004918099|0.065373003|0.023606557|1|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|0.923357627|0.6729843740000001|0.042154567|0.7327715159999999|0|-0.095161413|-0.083555008|0.007377805|-44.74600478|-39.28853824|3.469130065|223.4501605|-0.038196575|-18.47392835|1.6312253680000002|0.886859678|-1.336880133|43.50933802|-17.96047462|48.21513485|2017.0704920000005|398.0331029|1383.145159|0.1131403219999999|8.532203772|0.704792493|53.19989715|-295.5828535|0.008976383|-363.8118546|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|3.1|2.44|0.0|21.0|-7.26|4.62|80.04|1.0|0.0|2.0|-5.21|0.0|3.7|0.000899|0.00379|4.14|0.0|0.0|5.5e-08|1.67e-05|-0.03999|3.28|-1256.087705|-1256.0634710000002|512.44|331.9|0.2069|213.09|350.27|0.3639699999999999|2.0863|0.0242342|-1256.002529|2.6661|10965.0|4.96
12_a4|-3.2834578760000004|0|0|0|1|7.535296702|1|0.295190368|2.070952433|-0.0021497879999999|5.4161004020000005|2|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|0.8157155359999999|0.04172421|0.8749408470000001|1|-0.070256284|-0.074699711|0.01168879|-41.69390404|-44.33087544|6.936764267999999|15.80191019|-0.025916226|-26.30835499|4.116653575|0.717772573|-1.269895089|53.59101661|-15.38009964|48.6306683|2927.48584|477.8721263000001|1962.933988|0.282227427|11.7599245|0.889574393|167.4891205|-447.2420348|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|0.0|1.0|3.41|2.94|0.23|21.0|-7.84|4.98|86.12|1.0|0.0|5.0|-6.84|0.0|3.3|0.0266|0.0188|2.72|0.0|0.0|1.45e-08|5.85e-06|-0.06898|6.12|-1617.861623|-1617.826064|640.67|325.57|0.1194|255.16|503.28|0.63967|7.8701|0.03555871|-1617.634733|10.1971|9.29|5032.0
9h_a24|0.0|1|0|0|1|7.153833802|0|1.428198245|1.726213624|-0.002864393|5.209486153|2|0.078066659|0.0|-0.105982525|0.013595277|-0.209618231|-0.002471577|2|0.012380829|0.144624936|-0.02551563|-0.047269812|-0.207206943|0.687815726|0.78742035|-0.004960317|0.859720539|0|-0.060337884|-0.0687348109999999|0.018457687|-28.52000725|-32.48899638|8.724425117000001|167.2085719|-0.026280957|-15.35662744|4.123788393|0.572371258|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|2062.34011|417.7355164|768.1954692|0.427628742|11.11300329|0.914204295|202.1279819|-199.6361567|0.031789952|-68.41568372|737.9073405|295.8603625|15.02620893|1.0|0.0|0.0|2.84|1.96|0.0|22.0|-6.05|2.72|72.28|0.0|0.0|4.0|-6.85|0.0|1.97|423.0|166.0|1.7|0.0|0.0|8.95e-07|0.000258|-0.0435399999999999|1.16|-945.2642633|-945.2337612|506.68|285.43|0.3844|239.63|363.48|0.54606|5.6654|0.0305020989999999|-945.200628|7.7741|77.0|7.1135
18c_a30|0.0|0|0|0|0|7.412764017000001|2|0.604986846|0.0|-0.0109670669999999|5.351858133|2|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|0.0211588229999999|0.003429114|0.006103754|-0.562807327|0.841060094|0.8303425640000001|-0.058608635|0.885516463|0|-0.105618255|-0.1115683|0.019360263|-71.31647561|-75.33411705|13.07260474|384.391404|-0.042101245|-50.86775696|8.826997739|0.7859920029999999|-2.2313660090000003|87.76550537|-28.4279687|84.38908035|3002.59061|484.1740985|3094.729399|0.214007997|13.8741593|0.81455244|144.5043388|-1017.355139|0.018410634|-386.2200097|1916.918155|713.7769663|12.43138832|1.0|0.0|0.0|4.85|0.0|0.13|17.0|-6.19|1.72|124.74|1.0|0.0|5.0|-7.05|0.0|1.91|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05575|4.54|-1744.500825|-1744.455795|711.56|355.78|0.3879|355.78|543.46|0.69123|6.6462|0.04503016|-1744.28923|8.64|12.0|7.9208
7e_a8|0.0|1|0|0|1|7.05012252|0|1.394799915|1.3496955309999998|-0.006027596|4.844187086|0|-0.03633378|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0.5897105770000001|0.732001738|-0.072307692|0.790500031|0|-0.08608941|-0.0886889709999999|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|-0.037446454|-31.72369068|7.725998682999999|0.776001552|-1.6850904519999998|64.23177694|-22.39586026|64.40615805|2605.914474|495.8990914|2032.501296|0.223998448|14.654025199999998|0.902163597|133.9683023|-602.7501229|0.018708212|-330.14031780000005|1298.726412|519.5762494|11.18895001|1.0|0.0|1.0|3.2|3.38|0.04|23.0|-8.29|4.94|70.81|2.0|0.0|4.0|-5.43|0.0|4.31|0.000686|0.00149|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|6.32|-1300.495519|-1300.467069|622.23|383.1|0.3461|325.06|544.55|0.6998300000000001|9.0006|0.02845071|-1300.327213|11.4436|35.1|4.4547
3d_a32|0.0|1|1|1|0|7.765993078999999|0|0.609420786|0.0|-0.006420365|5.733341277|0|-0.0620110029999999|2.230648962|-0.269655316|0.000655875|-0.113314811|-0.0602430179999999|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0.8315372|0.8444218509999999|-0.100251236|0.90169022|1|-0.06869526|-0.093187219|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|-0.02867299|-27.31750365|4.22710649|0.720540286|-1.118246623|59.15151032|-15.52441767|45.000975700000005|2213.978384|483.4133562|1855.167124|0.2794597139999999|10.75032687|0.747681906|151.30787800000002|-327.8100438|0.0160633|-238.8142619|840.275417|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|3.11|0.24|19.0|-7.29|5.07|110.94|1.0|0.0|3.0|-5.18|0.0|4.32|9.58e-05|0.00251|4.5|0.0|0.0|5.13e-08|1.75e-05|-0.05482|3.42|-1672.758552|-1672.733979|569.29|353.18|0.5031|353.18|465.41|0.7035100000000001|3.2094|0.02457348|-1672.638515|5.1728|8.0|8.0915
galu_a46|0.0|0|0|0|1|7.535296702|1|1.343828866|2.082220175|-0.00642454|5.4161004020000005|2|-0.090581301|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|1|0.003107816|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|0.702976795|0.81708619|-0.173285585|0.875868891|1|-0.0910072869999999|-0.089050651|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|-0.03220981|-27.89483984|3.870487977|0.7832175929999999|-1.513861067|57.65745491|-18.02733582|57.85086047|2501.785113|427.4851161|1755.2047|0.2167824069999999|12.12170938|0.880553787|121.3297832|-474.2122773|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.51|86.69|1.0|0.0|4.0|-6.86|0.0|2.84|52.0|0.0375|2.39|0.0|0.0|7.45e-08|2.75e-05|||||||||||||||51.0|7.2924
14q_a23|0.0|0|1|1|2|7.423568444|0|1.19796338|3.292130907|-0.0101981219999999|5.351858133|2|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|-0.056324491|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|0.77007911|0.808928963|-0.089657283|0.871119857|1|-0.08960718|-0.096370719|0.02158178|-61.51997721|-66.16349731|14.81701129|350.836102|-0.039682061|-45.42467289|10.17264683|0.777340899|-2.023785094|79.42966327|-27.24379301|76.3369885|3097.399651|530.8381985000001|2213.1193780000003|0.222659101|16.53853737|0.893957277|152.86702240000002|-953.9181308|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|0.0|1.0|3.52|2.66|0.04|26.0|-6.96|3.12|148.11|1.0|1.0|5.0|-7.33|1.0|2.62|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08159|4.19|-1798.645459|-1798.6108739999995|714.22|340.33|0.4943|340.33|554.59|0.5949|8375.0|0.03458552|-1798.433122|12.0503|16.0|7.8069
6d_a40|0.0|0|0|0|1|8.421342866|2|0.604893491|1.695192271|-0.015362927|6.401917197|0|-0.104206961|0.683786612|-0.722057579|-0.005066797|0.086704068|-0.205140551|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0.6224555620000001|0.8361555479999999|-0.289988439|0.8988141140000001|1|-0.115007564|-0.119563634|0.017359149|-73.59650182|-76.51205671|11.10859664|192.5638526|-0.050049893|-48.96216855|7.108696385|0.86005241|-2.15214542|85.47607798|-32.02830281|84.70509846|3063.227702|424.7009165|3212.360755|0.13994759|12.08146906|0.7486635420000001|89.55631|-881.3190339|0.01400787|-460.8148719|1601.317552|555.2010623|8.964021265|1.0|0.0|1.0|3.98|2.84|0.21|14.0|-4.31|3.63|173.43|2.0|2.0|6.0|-6.36|1.0|3.43|2.85e-05|0.00327|3.87|1.0|0.0|4.9e-05|0.0226|-0.09462|7.98|-2470.82949|-2470.793925|656.5|419.45|0.3518|419.45|511.88|0.6624800000000001|7.8884|0.03556489|-2470.684323|10.9021|1.0|8.9208
18b_a30|0.0|0|0|0|0|7.412764017000001|2|0.604987149|0.0|-0.006947027|5.351858133|2|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|0.0036417359999999|-0.072825879|-0.049287858|-0.090115975|-0.45633339|0.80330079|0.822401103|-0.089945913|0.8839272779999999|0|-0.078751666|-0.09536285|0.019880184|-52.09100293|-63.07862164|13.14992762|77.65678625|-0.036237883|-41.72392601|8.698138813|0.759715688|-1.811894154|75.30642440000001|-23.96987622|65.24093056|2915.383182|575.0330633|3057.267112|0.240284312|13.0644231|0.7388650920000001|158.9382363|-792.7545943|0.0184861069999999|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|4.78|0.0|0.13|17.0|-6.7|2.49|105.44|2.0|0.0|5.0|-6.33|0.0|2.42|0.00137|0.0066599999999999|3.59|0.0|0.0|2e-07|8.47e-05|-0.06142|3.64|-1668.034279|-1667.995173|697.37|351.66|0.3576|351.66|563.55|0.67715|4.8198|0.03910602|-1667.849173|6.5037|25.0|7.6003
18c_a22|0.0|0|0|0|1|6.842683282|0|1.194229067|1.804590026|-0.003749104|4.727387819|2|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|0.7290394929999999|0.7669483559999999|0.010828071|0.8287956870000001|1|-0.057956428|-0.076388478|0.019843706|-40.094865000000006|-52.84635017|13.72808419|30.63947336|-0.028825841|-36.55965924|9.49723261|0.682690024|-1.52776956|67.73280290000001|-19.94201893|53.82294919|3090.601885|644.1264387|2574.178324|0.317309976|14.04085897|0.914766316|219.5183688|-731.1931848999999|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|3.56|3.3|0.08|27.0|-9.46|4.98|124.4|1.0|1.0|5.0|-6.63|0.0|3.72|0.000739|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|3.5|-1783.562578|-1783.5397829999995|707.08|333.1|0.2996|219.25|583.88|0.4609|1.2938|0.02279458|-1783.340519|1.0733|26.0|7585.0
11a_a5|0.0|1|0|0|0|6.605297921|1|1.212363224|0.0|-0.002894726|4.59511985|2|-0.052944925|0.0|-0.185262487|0.007993132|-0.1301505359999999|-0.02394636|1|0.007955512|-0.081506|0.003975818|0.006120569|-0.254944026|0.7505403709999999|0.73344478|-0.0489811909999999|0.773417838|0|-0.064565402|-0.071517578|0.011860803|-46.13206353|-51.09940261|8.474559367000001|61.32301293|-0.026223112|-36.51058972|6.055083705|0.740865275|-1.573386716|61.4470419|-18.73644762|54.60662289|2727.027899|638.3599998999999|1170.247903|0.259134725|18.25640338|0.874191508|185.1520983|-803.2329738|0.014482324|-344.1971057|1517.39715|835.912531|10.34763929|0.0|1.0|0.0|3.53|3.68|0.3|23.0|-9.93|6.55|63.69|2.0|0.0|4.0|-4.54|1.0|5.16|2.39e-05|0.000167|6.13|0.0|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.83|-1339.8362619999998|-1339.802852|739.79|302.86|0.5473|281.57|578.8|0.6735|2.8611|0.03340977|-1339.555805|3.6525|81.0|7.0915
27c_a34|0.0|0|0|0|1|7.412764017000001|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|1|-0.08157574|0.0|-0.80008116|-0.008017781|-0.028344637|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|0|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|176.7076265|-0.042782312|-57.00328784|13.79934071|0.7381974290000001|-2.26746252|100.1948155|-28.77931113|97.35782216|2921.328444|424.51250080000005|2477.818875|0.261802571|15.31184469|0.738272657|176.1124482|-1026.059181|0.022975949|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|3.55|3.11|0.12|23.0|-7.67|3.34|104.29|1.0|0.0|5.0|-6.85|0.0|2.83|0.00759|0.0151|2.9|0.0|0.0|2.13e-08|9.1e-06|-0.03792|5.23|-1426.521813|-1426.482676|709.72|316.4|0.2385|289.89|558.04|0.68683|7.6204|0.03913684|-1426.31053|9.6148|0.8|6.0969
4m_a46|0.0|0|0|0|1|7.825245291|1|1.134637002|2.12888511|-0.000686578|5.587248657999999|1|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|0.615482006|0.747676221|0.011235955|0.7975218959999999|0|-0.067320375|-0.0672468|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|-0.0224155999999999|-18.67596877|3.028720082|0.733236381|-1.008702005|41.88525631|-11.81288911|41.22460182|2133.331634|500.1036387|1639.260563|0.266763619|9.923886653|0.8622201970000001|140.5828543|-280.1395315|0.012232753|-245.828396|724.9776792|486.9589609|6.446588969|1.0|0.0|1.0|3.59|2.9|0.29|17.0|-6.88|4.63|54.5|1.0|0.0|3.0|-5.68|0.0|3.59|0.00981|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|-0.04808|3.45|-1031.138426|-1031.109224|558.63|285.18|0.2465|205.21|468.63|0.38389|3.9226|0.02920209|-1030.980844|5.2326|1288.0|5.8901
9_a15|0.0|0|0|0|0|0.0|0|1.419941378|0.0|-0.009923019|0.0|1|0.096418279|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|0.005692073|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|0.85357243|0.7059441040000001|0.010183805|0.742680335|0|-0.073701648|-0.11668349|0.032464905|-41.10356167|-65.07462414|18.10574464|105.5304352|-0.028575549|-36.29225274|10.09761131|0.51257747|-1.400201879|85.14415759|-15.93664265|59.20930631|2392.3164920000004|471.903131|1689.926339|0.48742253|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|3.16|3.37|0.19|18.0|-7.57|4.95|61.84|2.0|0.0|5.0|-5.52|0.0|3.69|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.0258899999999999|3.36|-1223.705126|-1223.687392|588.55|330.74|0.2693|285.37|507.33|0.6512399999999999|1.4625|0.01773342|-1223.522216|2188.0|107.0|6.9706
8k_a46|-3.737070812|0|0|0|1|7.727094485|1|0.300205953|2.105349622|-0.006208399|5.533389489|2|-0.061030265|0.0|-0.397337564|-0.002099764|-0.114070359|-0.038125|1|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|0.73768327|0.786206898|-0.051289238|0.8341090329999999|0|-0.08638304|-0.0863473759999999|0.009441365|-61.98124174|-61.95565276|6.774333772|104.0919365|-0.033099828|-44.45419269|4.860695117|0.8265691140000001|-1.985989657|70.036452|-23.74966689|68.75557551|3351.548891|529.6539372999999|2328.360804|0.173430886|15.94634031|0.975803904|124.4394929|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|8.080799245|1.0|0.0|1.0|3.94|2.82|0.24|23.0|-8.66|5.37|124.17|1.0|0.0|6.0|-6.75|0.0|3.29|0.000866|0.00355|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|7.63|-1845.304274|-1845.257085|742.04|302.15|0.1354|246.1|642.39|0.41618|3.4118|0.04718819|-1845.037411|3.8107|147.0|6.8327
