molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
19e_a38|0.0|1|3.376977671|0.0|7.412764017000001|2|2|1.297043576|-0.007550899|2|0.0|-0.104569193|10.94917392|1|0.000347207|0.045449529|-0.091460175|-0.191751024|1|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|0.552393659|-68.82539051|14.27562164|0.223437407|150.553721|-46.37503972|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|70.62168376|0.4655978389999999|523.2534216|-1376.50781|3426.997928|0.250809026|12.34352977|0.871249918|168.99691289999998|-927.5007945|34.02454948|0.020114756|1837.325672|13.55346651|1.0|1.0|4.96|3.08|0.12|-7.28|4.03|3.09|81.23|2.75|2.0|135.78|0.0|6.0|-4.94|4.0|0.0|0.0|1.0|1.15e-05|0.0049|1.89e-05|5.27e-08|5.2322|4.08|3.8587|-1409.582478|-1409.547647|685.34|0.3948|236.96|532.67|0.58509|-1409.315831|0.3738|-0.15584|5.8426|0.03483011|0.01|8.0083
17_a15|0.0|0|0.0|0.0|0.0|0|0|1.43568899|-0.0071363569999999|2|0.0|-0.032903349|10.9544604|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|2|0.721188086|0.001376853|-0.023779626|0.76362781|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.605886597|-61.17023228|9.875456386|0.119540765|91.58201681|-46.86345493|7.56573889|58.47512431|0.653207369|-1.596893495|-31.03055741|50.37922222|0.474165158|674.5333498|-1223.4046460000002|2104.883413|0.346792631|15.15194163|0.90173781|265.6831633|-937.2690986|31.74439379|0.0217385279999999|1872.919233|16.654220199999997|1.0|1.0|3.63|3.99|0.15|-9.72|4.89|6.0|67.35|2.53|2.0|131.36|0.0|7.0|-5.93|4.0|1.0|0.0|1.0|1.19e-06|0.00052|2.26e-06|1.9199999999999998e-10|4.1461|6.89|3.8006|-1413.897695|-1413.857182|752.08|0.7247|299.04|663.81|0.7045100000000001|-1413.559128|0.0377|-0.15573|5.1268|0.04051306|12.0|7.9208
35_a18|0.0|0|0.0|0.0|7.03438793|2|2|1.251175948|-0.00622005|1|0.0|0.027469086|10.94702087|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|0|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|-62.06945887|6.525195505|0.199234055|146.8343246|-45.74482543|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|66.82777970000001|0.465531336|590.1597827|-1675.875389|1761.858479|0.125426193|17.18442554|0.87101708|92.43836482|-1235.110287|28.17969862|0.007954001|1916.219506|5.862051629|1.0|1.0|4.3|0.0|0.3|-9.55|4.13|3.35|85.29|3.33|3.0|151.05|0.0|8.0|-6.06|3.0|0.0|0.0|1.0|8.629999999999999e-07|0.000415|2.96e-06|2.81e-10|3.2146|8.09|3.2146|-1533.002975|-1532.976969|796.47|0.4981|385.69|657.07|0.69279|-1532.557542|0.4981|-132.0|2.0432|0.02600607|24.0|7.6198
19_a3|0.0|1|2.917217813|0.0|6.605297921|0|0|1.4316666480000002|-0.003417504|3|1.744747103|0.156485495|10.96959256|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|3|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.225451546|-40.8473715|5.419662458|0.146982098|68.43484547|-19.01853079|2.523394126|0.0|0.75798185|-1.140498238|-14.67073822|36.92898885|0.476813896|397.1650228|-531.0158295|869.7868956|0.24201815|10.21110415|0.911365749|112.6836188|-247.2409002|20.01615321|0.016552404|700.5653624|7.706796952|1.0|1.0|2.81|1.6|0.06|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|2.0|-3.24|4.0|0.0|1.0|1.0|0.000578|166.0|0.000266|6.18e-08|3945.0|2.43|3945.0|-929.2818523|-929.2608626|499.93|0.3006|314.28|362.92|0.67351|-929.14689|0.3006|-0.16303|2191.0|0.020989746|23.0|7.6383
13_a4|0.0|0|0.0|0.0|7.535296702|1|1|1.399843898|-0.000990136|1|0.0|-0.14818661|10.94205723|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|1|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|-33.41617993|4.282589756|0.029972995|14.67530603|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|28.77218157|0.4289448289999999|474.9422962|-534.6588788|1439.176684|0.137460473|9.917593683|0.751144285|67.30306705|-261.7783983|15.89399858|0.007566425|619.8659446|3.704655033|1.0|0.0|3.39|2.87|0.16|-6.2|4.18|4.15|30.71|2.9|1.0|90.06|0.0|2.0|-4.09|2.0|0.0|1.0|1.0|8.18e-05|0.0235|3.77e-05|6.28e-07|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|0.2133|276.68|429.36|0.59537|-898.2009630000001|0.1282|-0.17204|2471.0|0.018124154|4.0|5.3979
13c_a5|0.0|1|2.944180713|0.0|6.605297921|1|1|1.377702625|-0.005082338|3|0.0|-0.098760742|10.94530327|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|2|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|-50.50012762|15.25960958|0.19980328|131.7396496|-33.29709668|10.06137448|51.93687546|0.551328235|-1.302049531|-33.60884086|66.23254483|0.46617977|527.6071331999999|-858.5021696|1235.709541|0.448671765|15.90846721|0.873289814|295.8302846|-566.0506435|29.94524142|0.0302745689999999|1557.152554|19.96143955|0.0|1.0|3.13|2.58|0.17|-8.09|4.23|3.29|84.0|1.16|1.0|120.88|0.0|5.0|-3.55|5.0|0.0|0.0|1.0|0.0002839999999999|0.1169999999999999|0.000109|8.170000000000001e-09|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|509.0|263.46|513.33|0.51479|-1351.008469|0.1666|-0.17324|2.3276|0.03747691|123.0|6.9101
6e_a40|0.0|0|0.0|0.0|8.421342866|1|2|0.604892975|-0.0148450439999999|0|0.744550501|0.103594243|10.30179954|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|0|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|-76.50178121|10.43262695|0.25379524|166.7812216|-50.27304895|6.85578763|35.33106374|0.866991176|-2.095464821|-46.34235117|80.95296505|0.441911406|490.3675161000001|-1377.032062|3854.417113|0.133008824|12.49434084|0.791830204|87.40658058|-904.9148811|36.93694043|0.012858969|1588.2884390000002|8.450255075|1.0|1.0|3.98|3.16|0.21|-4.63|5.02|3.72|173.43|2.12|2.0|125.15|1.0|5.0|-7.76|5.0|1.0|0.0|1.0|1.74e-08|8.31e-06|2.6e-06|2.35e-05|2.9549|8.35|2.9549|-2831.191706|-2831.156883|671.95|0.3625|419.59|537.07|0.67187|-2830.986514|0.3625|-0.1195799999999999|8.3311|0.03482243|18.0|7.7447
14q_a23|0.0|0|0.0|0.0|7.423568444|0|0|1.19796338|-0.0101981219999999|2|0.720966302|-0.058543701|10.31321757|2|0.002496501|0.121109106|-0.017918675|-0.033435987|2|0.808928963|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|0.227948491|-66.16349731|14.81701129|0.226805402|155.7136729|-45.42467289|10.17264683|97.13675614|0.777340899|-2.023785094|-42.23665548|76.3369885|0.472004985|530.8381985000001|-1389.433443|2213.1193780000003|0.222659101|16.53853737|0.893957277|152.86702240000002|-953.9181308|35.04742005|0.01932289|1787.418422|13.26616596|0.0|0.0|3.52|2.66|0.04|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|1.0|6.0|-5.21|5.0|1.0|0.0|0.0|6.11e-06|0.00278|4.03e-05|1.11e-07|3.6431|4.19|3.6431|-1798.645459|-1798.6108739999995|714.22|0.4943|340.33|554.59|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|0.03458552|16.0|7.8069
7f_a8|0.0|1|2.961566988|0.0|7.05012252|0|0|1.394802504|-0.005338193|0|0.0|-0.087673259|10.94343485|1|0.00084936|0.09329746|0.052081992|0.141285105|0|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|-50.01741803|7.858266077000001|0.229770733|130.7330978|-28.45850692|4.471132824|55.49953831|0.880922225|-1.670259798|-29.74763659|60.14140162|0.4513917389999999|438.23883319999993|-950.3309426|1854.738581|0.119077775|14.04331892|0.822794279|67.75191165|-540.7116315000001|26.31197491|0.010262531|1078.790971|5.839092213|1.0|0.0|3.14|3.23|0.0|-8.46|5.52|5.49|61.58|4.27|2.0|101.89|0.0|3.0|-5.68|4.0|0.0|0.0|1.0|2.09e-06|0.00078|3.16e-06|3.5e-09|3.8187|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|0.3536|324.68|495.55|0.6987399999999999|-1285.017838|0.1502|-0.14506|8.7098|0.02809022|35.65|4.4479
8_a27|0.0|1|2.599100867|0.0|6.605297921|0|0|1.406757715|-0.008444078|2|1.21499748|0.093450172|10.93783465|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|2|0.8000360390000001|0.141900468|0.11158995|0.8688656459999999|0.64927069|1|0.776384028|-0.078709803|-0.092265073|0.3608031339999999|-43.96130162|10.41179748|0.223615972|106.5457267|-20.94612822|4.960882344|61.18801154|0.751701834|-1.291711016|-17.86879446|47.91445451|0.479730655|369.9216992|-615.4582227000001|989.0070768|0.248298166|9.642697094|0.92208134|118.305988|-293.2457951|22.74314225|0.019394143|818.753121|9.240677197|0.0|0.0|2.79|2.28|0.06|-6.28|2.98|2.48|76.46|2.19|0.0|87.68|0.0|2.0|-3.23|4.0|0.0|1.0|1.0|0.000586|178.0|0.000299|5.2e-07|4.1276|3.96|4.1276|-1004.515654|-1004.489001|507.76|0.2336|300.38|374.88|0.64893|-1004.385302|0.2336|-0.16958|3.0415|0.02665292|6.0|8.2218
13d_a6|0.0|1|3.447870607|0.0|7.412764017000001|1|1|1.424214188|-0.010665225|1|0.0|-0.042531782|10.95129636|1|-0.000899678|0.126028544|-0.106686991|-0.174259072|1|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|0.19992155|-75.40072983|20.96853949|0.21137879|143.9350986|-51.34295409|14.27820079|564.780402|0.769432845|-2.103893962|-42.92734103|84.01035117|0.4128711229999999|536.999346|-1432.613867|3075.022992|0.230567155|15.47559904|0.703203572|157.0011174|-975.5161277|35.13035671|0.018542644|1861.908905|12.62632467|1.0|1.0|3.64|3.03|0.16|-9.4|5.38|4.57|95.85|1.5|2.0|121.6|0.0|6.0|-5.95|5.0|0.0|0.0|1.0|1.11e-06|0.000471|5.42e-06|3.96e-10|4.85|4.5|3.6298|-1389.403308|-1389.374844|723.61|0.7905|255.64|598.06|0.7007399999999999|-1389.125098|0.2513|-0.14894|11.0994|0.02846332|0.36|6.4437
2_a33|0.0|1|3.396444161|0.0|7.765993078999999|0|0|0.609420748|-0.009168933|0|2.112255684|0.070526947|10.31100266|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.148024156|0|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|-63.57699532|11.27469555|0.1804845889999999|110.28338390000002|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|60.41371259|0.4699986339999999|500.7570617|-953.6549298|3245.244678|0.297402265|11.60906093|0.8867875909999999|181.7248125|-582.7217333|27.70055258|0.019430318|1357.327077|11.8727102|1.0|1.0|3.57|3.51|0.3|-7.67|6.7|4.63|140.04|1.33|2.0|115.28|1.0|7.0|-6.35|4.0|1.0|0.0|1.0|4.44e-07|0.000183|1.6800000000000002e-05|2.13e-08|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|0.2911|341.74|525.38|0.70205|-1919.830424|0.2911|-0.15012|4.2519|0.02972182|6.0|8.2596
12e_a40|0.0|0|0.0|0.0|7.515889085|0|0|0.604990524|-0.015461694|0|0.665270062|0.130516751|10.31197242|2|-0.014780739|0.292184471|0.103406816|0.172778196|0|0.788800541|0.047011204|-0.279310345|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|-66.68049019|8.195398107|0.220121216|119.4966772|-36.19867792|4.4490161310000005|0.0|0.790818822|-1.596791495|-38.96782748|79.97685498|0.491465612|423.3709264|-866.8463724999999|694.2415706|0.209181178|15.75963228|0.966435355|113.5576846|-470.5828129|33.21629575|0.021118537|1096.13776|11.46456937|1.0|0.0|3.27|3.05|0.0|-6.04|4.34|4.84|98.89|2.93|2.0|95.8|0.0|2.0|-6.53|4.0|0.0|0.0|1.0|2.98e-07|0.000113|2.27e-06|9.14e-07|4.3236|4.66|3.0253|-2248.276958|-2248.244231|552.91|0.4494|286.76|445.12|0.70157|-2248.154966|284.0|-0.12616|2.5946|0.03272669|1.17|5.9318
4m_a46|0.0|0|0.0|0.16407746|7.825245291|1|1|1.134637002|-0.000686578|1|0.0|-0.142061192|10.94319657|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|1|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|0.373463876|-35.43866734|5.74716122|0.051026123|26.89046601|-18.67596877|3.028720082|35.77391986|0.733236381|-1.008702005|-18.69640205|41.22460182|0.463006576|500.1036387|-531.5800101|1639.260563|0.266763619|9.923886653|0.8622201970000001|140.5828543|-280.1395315|16.11061509|0.012232753|724.9776792|6.446588969|1.0|1.0|3.59|2.9|0.29|-6.88|4.25|4.63|54.5|2.5|1.0|98.69|0.0|2.0|-4.52|3.0|0.0|1.0|1.0|2.99e-05|0.00981|2.68e-05|1.31e-07|6.0419|3.45|4.3476|-1031.138426|-1031.109224|558.63|0.2465|205.21|468.63|0.68505|-1030.929791|0.1557|-0.18308|3.9226|0.02920209|1288.0|5.8901
5f_a40|0.0|0|0.0|0.0|8.149890544|0|1|0.60491326|-0.008387329|0|0.769837491|0.166865076|10.31198329|2|0.000706205|-0.155235986|0.100535344|0.18254908|0|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|-50.68028366|9.349692674|0.258528569|119.4441339|-23.41506245|4.319700326|63.48466425|0.814393685|-1.316327637|-24.23209217|61.79838068|0.484099946|342.5710869|-608.163404|599.1117195|0.185606315|11.20493646|0.938359946|85.75294257|-280.9807494|23.33651|0.015000038|746.7683199|6.930245797|1.0|1.0|3.08|2.05|0.21|-3.69|2.94|2.68|101.52|1.29|0.0|78.56|0.0|3.0|-3.97|3.0|0.0|0.0|1.0|0.000108|0.0307|0.000491|0.000207|3.8036|3.5|3.0611|-1232.983157|-1232.959261|487.57|0.2747|325.97|361.03|0.69727|-1232.851443|0.0415|-0.13057|5.5961|0.02389588|112.0|6.9508
12aq_a36|0.0|1|3.427017327|0.0|7.412764017000001|2|2|1.297043497|-0.0116333169999999|2|0.0|-0.1031859869999999|10.95447882|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|1|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-81.56528598|14.29132551|0.318529388|212.8220574|-54.49698711|9.548598682|112.415579|0.7619767479999999|-2.319486422|-48.79273723|87.31909781|0.426481765|455.31741460000006|-1549.740434|2906.024504|0.238023252|14.98931431|0.743623723|159.03272990000002|-1035.442755|37.66374367|0.020701483|2033.842158|13.83147784|0.0|0.0|4.83|0.0|0.13|-6.14|1.92|0.98|112.29|1.28|1.0|131.85|0.0|6.0|-3.52|5.0|0.0|0.0|0.0|0.000304|129.0|0.000359|7.19e-07|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|0.4988|317.51|534.96|0.7058300000000001|-1401.391057|0.0059|-0.13908|6.7649|0.03228003|55.0|7.2596
8c_a31|0.0|1|3.435435563|0.0|7.765993078999999|1|1|0.610137334|-0.01275867|0|0.0|-0.1903992189999999|10.31169969|2|-0.004832959|-0.178276512|-0.053983462|-0.09039853|0|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-70.64275621|16.3656112|0.3739272389999999|206.2599245|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|80.93682766|0.47508938|345.3445134|-918.3558307|1678.6836239999998|0.27691747|12.99457133|0.90508624|152.7489054|-506.5691518|30.23944586|0.021986076|1270.056726|12.12761708|1.0|1.0|3.51|2.9|0.29|-6.13|4.89|3.13|114.29|0.85|0.0|93.45|0.0|5.0|-4.42|5.0|0.0|0.0|1.0|3.79e-05|13.0|0.000237|7.45e-07|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|0.2597|322.11|475.72|0.7005|-1425.968408|0.2597|-0.15985|3.3453|0.03744829|0.81|6.0915
14p_a23|0.0|0|0.0|0.0|7.423568444|0|0|1.197963748|-0.005975594|2|0.733042138|-0.060144819|10.31321773|2|0.009266617|0.080581604|-0.0686282459999999|-0.131709531|2|0.799506006|0.099883916|-0.090287278|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.223758613|-54.50240143|14.91710363|0.076544251|51.64167457|-36.77082544|10.06403753|84.65359899|0.751638299|-1.615689464|-28.69113861|57.44364296|0.464933687|623.0226425|-1090.0480289999998|2170.5738260000003|0.248361701|16.84664803|0.868927227|167.5607773|-735.4165088|30.21311441|0.0190667019999999|1450.229492|12.86362369|0.0|1.0|3.48|3.28|0.04|-7.47|3.4|3.89|128.81|2.39|1.0|125.0|0.0|5.0|-5.68|5.0|0.0|0.0|0.0|2.09e-06|0.0009109999999999|1.27e-05|3.39e-08|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|0.3802|346.79|573.24|0.6816|-1721.933314|0.3802|-0.14774|7.4033|0.02935511|3.0|8.5302
5_a4|0.0|0|0.0|0.0|7.535296702|1|1|1.343864516|-0.001215982|2|2.189593648|-0.050389825|10.92992834|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|2|0.767615203|-0.165454845|-0.229773463|0.820886786|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-36.64215945|4.324106888|0.056851498|30.54859623|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|-14.64813624|31.58455727|0.413773331|506.7916175|-622.9167106000001|1896.178084|0.192648413|9.823391314|0.7058248159999999|103.5177395|-334.71819839999995|16.77294978|0.009538616|771.5556899000001|5.125482045|1.0|1.0|3.27|3.08|0.23|-7.96|4.89|4.67|43.6|2.88|1.0|104.89|0.0|3.0|-4.57|3.0|0.0|1.0|1.0|2.72e-05|0.00925|1.4499999999999998e-05|1.09e-08|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|0.1106|255.2|421.24|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|0.02251645|71.0|7.1487
47r_a18|0.0|0|0.0|0.0|7.03438793|1|1|0.403924645|-0.0058631659999999|0|0.0|-0.02952923|10.35082951|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|0|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|0.26560995|-65.12700692|11.59378448|0.230421778|172.30927739999998|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|74.34599189|0.49394971|575.4901675|-1563.048166|1504.28892|0.311925149|19.40516312|0.976088187|233.2574532|-1168.846551|34.41856352|0.0225607039999999|2271.625192|16.87088158|1.0|1.0|4.55|0.0|0.22|-7.46|0.43|3.76|111.03|2.23|3.0|145.82|0.0|9.0|-6.65|4.0|0.0|0.0|0.0|2.26e-07|0.0001139999999999|2.31e-06|3.48e-08|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|0.6007|391.06|729.75|0.69545|-1964.443758|0.6007|-0.13021|2.3873|0.02805567|231.0|6.6364
15a_a10|0.0|0|0.0|0.0|7.535296702|1|1|1.34383719|-0.00244937|2|2.038992189|-0.060539141|10.92966696|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|2|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|0.915137224|-0.0458501609999999|-0.076864276|0.754451037|-49.47045259|10.10411407|0.084862776|54.61835033|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|-18.99256188|39.61363829|0.407638879|588.9895149|-890.4681466|2413.560937|0.323526799|11.33516398|0.68815941|208.2243923|-573.1123029|23.93343877|0.017883602|1316.339132|11.51002664|0.0|1.0|3.5|3.58|0.29|-7.79|3.95|4.05|56.07|1.93|1.0|118.92|0.0|6.0|-3.97|5.0|0.0|1.0|1.0|0.000108|0.0432|3.94e-05|1.63e-08|5.7646|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|0.3558|215.08|563.27|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|0.02976259|24.0|7.6198
13j_a6|0.0|1|3.409065702|0.0|7.412764017000001|1|1|1.430640326|-0.015004989|1|0.0|-0.0951246069999999|10.95129557|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|1|0.783333463|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|-86.54032868|20.78979124|0.377035857|251.937353|-57.82670518|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|101.1210779|0.433600896|416.2679342|-1644.266245|2634.320708|0.215833159|15.43329684|0.765539515|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|2096.832152|13.31076198|1.0|1.0|3.56|2.26|0.12|-8.5|4.16|3.54|115.15|1.18|1.0|120.17|0.0|6.0|-5.03|5.0|0.0|0.0|1.0|9.32e-06|0.00398|3.28e-05|3.18e-09|3.6504|4.94|3.5599|-1426.5532050000002|-1426.520775|712.52|0.2857|339.64|555.0|0.7045100000000001|-1426.272674|0.0259|-0.14602|8.3187|0.03242949|262.0|6.5817
8c_a12|0.0|0|0.0|0.0|0.0|1|1|1.283851303|-0.0104125509999999|3|0.0|-0.036504737|10.95472932|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|2|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.845077891|0|0.840397446|-0.067004282|-0.101988384|0.239216075|-52.04233846|10.00357546|0.159602554|81.4415307|-26.55601426|5.104595615|0.0|0.764449832|-1.529825767|-17.44675795|44.19432689|0.472503372|428.8355831|-780.6350769|1245.6132289999998|0.235550168|10.74930819|0.8957467170000001|120.19586|-398.3402139|25.52931025|0.018855428|1021.17241|9.621493319|0.0|1.0|3.91|2.24|0.11|-7.14|2.81|1.59|63.06|2.02|0.0|98.07|0.0|3.0|-3.47|5.0|0.0|1.0|1.0|0.000339|107.0|0.0001899999999999|7.24e-08|4.3598|2.76|3.8341|-1022.77302|-1022.750382|551.66|466.0|284.38|402.43|0.67318|-1022.613451|0.1355|-0.15571|1.7305|0.02263772|0.04|7.3979
19j_a38|0.0|1|3.235947106|0.0|7.412764017000001|2|2|1.29704352|-0.007976154|2|0.0|0.003554228|10.95429182|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|1|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|-73.92901683|17.15233756|0.192823617|131.9851314|-50.60340201|11.74054073|29.18585028|0.714369845|-1.944118135|-39.565701700000005|74.95583121|0.408533267|552.5012068|-1330.722303|3109.238056|0.285630155|12.69084117|0.6907121629999999|195.5099392|-910.8612362|36.5253298|0.023555355|1862.79182|16.123318700000002|1.0|1.0|4.81|2.34|0.13|-6.92|3.17|2.42|105.02|1.76|1.0|130.41|0.0|5.0|-4.35|5.0|0.0|0.0|0.0|4.46e-05|19.0|7.55e-05|1.2099999999999998e-07|6.0361|3.23|3.6886|-1424.426858|-1424.390074|686.26|354.0|205.41|533.97|0.69435|-1424.183388|0.2625|-0.15182|10.8124|0.03678378|8.0|8.1146
12d_a40|0.0|0|0.0|0.0|7.515889085|0|0|0.60499064|-0.008004393|0|0.794852923|0.087954209|10.31197256|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|0|0.7769829840000001|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|-48.54239742|6.204226377|0.159568585|84.53363343|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|56.88984065|0.470893531|445.2300015|-679.5935638999999|643.5166227999999|0.155716451|14.88744155|0.8899787840000001|82.49291335|-360.0239567|24.39197636|0.01245259|804.9352200000001|6.596929268999999|1.0|1.0|3.23|2.94|0.0|-6.84|4.59|5.02|84.45|3.76|2.0|96.16|0.0|2.0|-6.25|2.0|0.0|0.0|1.0|5.58e-07|0.0002009999999999|2.61e-06|1.44e-07|4.3959|4.14|2.7962|-2153.197255|-2153.180821|552.57|0.2584|282.05|435.41|0.70435|-2153.071733|115.0|-0.11604|1.2683|0.0164339|19.0|7.7212
