molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12j_a36|0.0|1|0|3.502198129|0|2|2|0.6293514410000001|0.0|-0.084183025|0.0|-0.41101009|0.00285431|0.039869055|10.33556498|1|1|0.003710345|-0.07550872|-0.133106642|-0.436310965|0.820041835|-0.1241793309999999|-0.089459459|0.855081905|0|0.852586292|-0.105480639|0.362692602|0.018160631|-46.2113679|11.99396966|97.35760604|-0.037113558|-46.00836307|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-16.18812775|0.224187058|0.8425708820000001|6352.018345|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|1.0|2.0|4.86|0.0|0.17|94.5|2.51|135.47|0.0|6.0|-4.85|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|3.83e-05|-0.05098|5.2072|3.7807|-1670.448063|-1670.420129|0.4981|0.69967|-1670.184251|98.0|0.02793415|-1670.245584|8.5953|0.01|8.0|8.0
12bb_a36|0.0|1|0|3.3296932480000003|0|2|2|1.29704416|0.0|-0.07834963|0.0|-0.444923056|-0.006877664|-0.018516159|10.96022185|1|1|-0.004358975|-0.098027247|-0.250781298|-0.421445726|0.836170906|0.0534307559999999|-0.045186455|0.632625562|0|0.6888482109999999|-0.114330726|0.314702945|0.022069757|-58.19935506|14.16769093|199.7440352|-0.038872447|-47.11573753|0.0|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2902.055617|442.2064275|-16.01935076|0.280705922|0.926384521|6285.088971|34.69260487|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|69.2|2.78|123.67|0.0|5.0|-3.99|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|3.17e-05|-0.0566799999999999|5.2382|3.8001|-1431.4091|-1431.374881|0.4172|688.0|-1431.178978|0.0736|0.03421884|-1431.238418|8657.0|0.01|8.0|8.0
12a_a32|0.0|1|1|3.442930603|0|0|0|0.609420757|0.0|0.087371302|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.583507277|0.845443342|-0.018578911|-0.125149165|0.7507116140000001|1|0.788702323|-0.109151429|0.288267255|0.016535497|-53.20970382|10.31184223|131.7691491|-0.0308471429999999|-42.44899997|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|-19.23685026|63.52154605|0.456641145|2572.916338|491.8493928|-11.99645651|0.332293625|0.840404348|5656.0082|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|140.04|1.1|110.47|1.0|7.0|-6.01|1.0|-4.5|9.78e-07|0.000389|3.17e-05|3.39|0.0|8.86e-06|-0.05222|3576.0|3576.0|-1880.771042|-1880.734215|0.2908|0.7025600000000001|-1880.539078|0.2908|0.03682626|-1880.600043|4.2371|25.0|7.6021|7.6021
3j_a32|0.0|1|1|3.564417045|0|0|1|0.609420782|0.0|0.0053427669999999|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|3|3|0.001173363|-0.052818794|-0.097980957|-0.528541012|0.824282683|-0.020129489|-0.084553991|0.7557114|1|0.865101945|-0.095013178|0.27811778|0.013773753|-37.33051857|7.315176208|71.64373163|-0.030815085|-26.79963418|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|-8.691773249|0.251226|0.812452828|4866.613493|21.85672669|0.015301673|-264.245436|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|1.0|3.27|3.0|0.24|110.94|1.94|95.74|0.0|3.0|-5.92|0.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|6.86e-05|-0.05361|3.4982|3.4982|-1671.507439|-1671.479105|0.3005|0.7028|-1671.351322|0.3005|0.02833407|-1671.402462|5.9266|8.0|8.0969|8.0969
11_a3|0.0|0|0|0.0|0|0|0|0.605020608|0.0|0.119431379|1.710245969|-0.363112913|-0.008037672|0.044912659|10.31163053|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.577616902|0.724492061|0.132535663|-0.04179402|0.834020779|1|0.777803048|-0.099420732|0.175996916|0.014376713|-45.19136777|6.800350988|105.101718|-0.0391657429999999|-22.2443844|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|0.4680759679999999|2097.896727|367.9098016|-8.76293931|0.2475152639999999|0.8799677029999999|4487.967272999999|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|10.0546353|0.0|1.0|1.0|1.0|1.0|3.19|2.07|0.0|105.82|0.8|88.28|0.0|2.0|-4.08|0.0|-3.71|8.37e-05|0.0256|0.000197|2.22|0.0|9.35e-05|-69.0|3.2232|3.2232|-1288.195105|-1288.165162|0.4441|0.6966600000000001|-1288.058926|0.4441|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
6_a1|0.0|0|0|0.0|1|1|1|1.3488280769999998|2.325221088|-0.092471477|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|1|1|0.006851583|-0.230322048|-0.3632559589999999|-0.353456514|0.798346291|0.13761072|-0.095907969|0.741035199|0|0.8782596159999999|-0.077422386|0.212044989|0.021009352|-27.63847818|10.15161645|58.82435931|-0.0238222729999999|-18.076387|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-5.56196523|0.423240564|0.7295841470000001|4061.042516|19.95772445|0.025250885|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|1.0|1.0|1.0|0.0|2.94|2.54|0.22|39.94|1.75|86.31|0.0|3.0|-3.12|0.0|-3.68|0.0007599999999999|221.0|0.00021|2.63|0.0|0.000277|-0.02214|4.0635|4.0635|-935.5024827|-935.4750982|0.3399|0.69818|-935.330989|0.3399|0.027384499|-935.378591|8.0033|5.1|5.2924|5.2924
12e_a40|0.0|0|0|0.0|1|0|0|0.604990524|1.6315143930000002|0.061944605|0.665270062|-0.556620974|-0.013162335|0.130516751|10.31197242|2|2|-0.014780739|0.103406816|0.172778196|-0.520457262|0.788800541|0.047011204|-0.279310345|0.8096582170000001|1|0.7798787840000001|-0.122830115|0.284429447|0.015096495|-71.78145688|8.195398107|119.4966772|-0.048387621|-36.19867792|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-14.26008524|0.209181178|0.966435355|5478.52313|33.21629575|0.021118537|-315.75223450000004|1096.13776|348.3847394|11.46456937|1.0|0.0|0.0|0.0|2.0|3.27|3.05|0.0|98.89|2.93|95.8|0.0|2.0|-6.53|0.0|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|0.000346|-0.07296|4.3236|3.0253|-2248.276958|-2248.244231|0.4494|0.70157|-2248.154966|284.0|0.03272669|-2248.206714|3.7268|1.17|5.9318|5.9318
14_a47|0.0|1|1|2.871076328|0|0|0|1.417758105|0.0|-0.126490693|1.484493371|-0.2306964|-0.008212621|-0.01670074|10.95058279|1|1|-0.006335783|-0.020596219|-0.061837113|-0.33240126|0.777675668|-0.085385518|0.050943962|0.579833096|1|0.681598464|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|10.1400648|160.57883|-0.034963476|-23.9422834|0.0|0.664709719|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|0.474828277|2254.664317|343.7492333|-8.892848121|0.335290281|0.904139078|4695.98899|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|1.0|1.0|2.0|2.78|1.53|0.0|66.49|2.49|86.58|0.0|3.0|-3.97|0.0|-4.13|0.000108|0.0349|7.46e-05|2.91|0.0|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|-1127.700693|0.2452|0.68345|-1127.610422|0.2452|0.03679054|-1127.6593779999998|3665.0|8.0|8.1|8.1
17_a20|0.0|1|0|3.445659565|0|0|0|1.4012598180000002|0.0|-0.064380628|1.652760156|-0.28924577|-0.000495713|0.038629586|10.94884838|1|1|0.000922796|-0.116922879|-0.202695123|-0.456415963|0.7494736590000001|-0.131511077|-0.127696675|0.71987165|1|0.912053544|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|9.857999796|57.67438055|-0.0315649079999999|-35.00871763|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|2761.976599|598.1153253|-13.57480888|0.24569612|0.83582343|6012.640572|27.44244402|0.016793117|-333.5397332|1344.679757|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|3.5|2.83|0.08|91.14|1.45|119.48|0.0|4.0|-5.36|0.0|-5.08|4.4e-06|0.0017699999999999|8.35e-06|3.75|0.0|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.949041|-1291.918735|0.2977|0.69839|-1291.692325|0.2977|0.03030655|-1291.752049|5.3075|2.25|5.6478|5.6478
12b_a32|0.0|1|1|3.477905329|0|0|0|0.609420757|0.0|0.115940697|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.584995111|0.838021287|-0.0533240309999999|-0.090027803|0.7507116140000001|1|0.782593|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|10.17310723|135.83463989999998|-0.027561517|-38.07076621|65.29222164|0.60420609|-1.267829764|-31.79562339|76.65746734|-17.22027667|61.06285882|0.430631506|2573.006963|488.9595947|-10.75912958|0.39579391|0.756331814|5653.268811|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|2.9|0.26|140.04|1.1|110.47|1.0|7.0|-5.9|1.0|-4.43|1.27e-06|0.000505|3.72e-05|3.28|0.0|8.86e-06|-0.05173|3.5703|3.5703|-1880.770588|-1880.732075|0.2865|0.70258|-1880.537231|0.2865|0.0385132|-1880.599158|4.1080000000000005|26.0|7585.0|7585.0
17a_a6|0.0|1|0|3.3685510360000004|0|1|1|1.424257628|0.0|0.101940358|0.0|-0.686067347|-0.00460563|0.078798543|10.94948984|1|1|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|0.7722228729999999|0.08716369|-0.106323149|0.8013954109999999|0|0.753082653|-0.109388399|0.350977745|0.031147305|-63.02857512|20.43213226|161.9738174|-0.041567592|-47.07146289|554.1936506|0.77193498|-2.078379577|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|2816.084228|494.010135|-17.887155899999996|0.22806502|0.935437602|5996.580489|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|2.88|0.12|95.85|1.7|116.79|0.0|5.0|-5.81|0.0|-5.17|1.56e-06|0.000637|6.69e-06|4.09|0.0|4e-07|-0.05753|3.5421|2.9753|-1350.102634|-1350.078838|0.3933|0.7024|-1349.830672|0.0101|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
12ah_a36|0.0|1|0|3.456839001|0|2|2|1.297013411|0.0|-0.050415481|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|1|1|0.0010871589999999|-0.103922055|-0.177407665|-0.444563583|0.835013502|0.011674455|-0.0861053359999999|0.8065052890000001|0|0.828405275|-0.1059368909999999|0.271553945|0.0184777819999999|-49.0084977|11.93961081|110.8777131|-0.038137281|-44.23111357|0.0|0.768906425|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-15.92320089|0.231093575|0.8802726820000001|6015.129321|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|69.2|2.51|128.76|0.0|5.0|-4.44|0.0|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|2.77e-05|-0.05637|5.2259|3.7792|-1692.545871|-1692.512868|0.6729|0.6970000000000001|-1692.3109559999998|0.0485|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
12g_a31|0.0|1|0|3.42813681|0|1|1|0.6101363000000001|0.0|0.0716209459999999|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|2|2|-0.0054114869999999|-0.0497478109999999|-0.081426376|-0.57758443|0.819234772|-0.076150332|-0.1386819869999999|0.7983388929999999|0|0.58271093|-0.131126805|0.325789284|0.030961426|-78.87508829|19.01411466|256.26669530000004|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|-14.73099143|0.311351131|0.887664343|5398.678971|34.8320455|0.02515117|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.0|3.61|2.51|0.32|131.36|0.86|103.26|0.0|7.0|-4.92|0.0|-3.79|1.19e-05|0.00457|0.0001629999999999|2.52|0.0|0.000136|-0.03324|3.8349|3.8349|-1578.846191|-1578.800869|265.0|0.70068|-1578.605452|265.0|0.04532186|-1578.66792|2.4038|0.11|6.9586|6.9586
12c_a36|0.0|1|0|3.447900368|0|2|2|1.29696741|0.0|-0.087096843|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|1|1|0.0010871589999999|-0.103922055|-0.177407665|-0.4423430339999999|0.819222745|-0.033217921|-0.097861598|0.8065052890000001|0|0.840733512|-0.105624703|0.462597812|0.019582215|-47.12722334|12.5779546|102.2992907|-0.038024893|-43.57746274|6.546878962999999|0.75500974|-1.901244658|-30.27053327|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-15.68788659|0.24499026|0.899732176|6256.172329|32.34920911|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|69.2|2.51|128.76|0.0|5.0|-4.44|0.0|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|2.77e-05|-0.04992|3.8436|3.8436|-1692.540795|-1692.511019|0.3927|0.68913|-1692.312906|0.3927|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458|8.0458
16_a3|0.0|0|0|0.0|0|0|0|0.605020428|0.0|0.183636734|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|1|1|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|0.767641592|-0.142670655|-0.031683873|0.640070307|1|0.6974791290000001|-0.100138414|0.252612735|0.012203576|-53.7971544|6.027544549|149.4199775|-0.041233465|-24.42909382|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|-10.05903863|0.1703181989999999|0.941329444|4733.033232|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|1.0|3.13|2.59|0.0|92.93|2.26|90.44|0.0|2.0|-4.98|0.0|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|3.35|0.0|2.25e-05|-0.07095|3.2208|3.2208|-1371.388717|-1371.360243|0.3866|0.6944100000000001|-1371.250459|0.3866|0.02847445|-1371.297964|3613.0|42.0|7.3768|7.3768
8_a20 (IN-1130)|0.0|1|0|3.443195704|0|0|0|1.400923668|0.0|0.063195236|1.622562232|-0.528090969|-0.006620594|-0.019554464|10.94899447|1|1|-0.004654742|-0.049177437|-0.083481481|-0.573278819|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.7274271309999999|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|10.46873389|180.4986934|-0.035730972|-42.88223811|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|-23.66117267|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|-15.66851008|0.251893628|0.932362084|6291.586155|31.628086|0.018957805|-328.593789|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|1.0|2.0|3.49|2.43|0.08|110.44|1.33|122.86|0.0|5.0|-4.85|0.0|-4.55|1.42e-05|0.00596|2.82e-05|2.87|0.0|9.86e-08|-0.07014|4.9797|3.2329|-1368.412748|-1368.372708|0.3782|0.7007399999999999|-1368.118751|0.1361|0.04004011|-1368.180121|5.4751|36.0|7.4437|7.4437
2_a1|0.0|0|0|0.0|1|1|1|1.348828131|2.233384354|-0.049975995|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|1|1|0.003205156|-0.145015842|-0.326716897|-0.422863867|0.795932678|0.079586368|0.1766333219999999|0.5574897879999999|0|0.808210065|-0.077270452|0.220315042|0.011282631|-28.32386891|5.135384136|87.29479691|-0.026492726|-16.00805425|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|367.8635872|-5.488475744|0.305595997|0.6619695520000001|3920.383175|17.36508791|0.017741989|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|1.0|1.0|1.0|0.0|2.91|2.69|0.18|30.71|2.49|79.77|0.0|2.0|-3.06|0.0|-3.78|0.000871|243.0|0.000167|2.76|0.0|0.000185|-0.02966|4.0877|4.0877|-920.2093796|-920.184721|0.2991|0.7007899999999999|-920.078239|0.2991|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
14w_a23|0.0|0|1|0.0|2|0|0|1.197963556|3.132012648|0.013971812|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|10.31321817|2|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|0.802520527|0.059273664|-0.049318182|0.558482531|1|0.7880718659999999|-0.088508061|0.228641034|0.022440155|-46.76570273|14.84036772|140.15462380000002|-0.035779855|-38.70975831|90.15900589|0.743451788|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-15.648625699999998|0.256548212|0.988900044|6998.078982999999|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|0.0|1.0|3.42|3.35|0.05|105.02|3.78|120.2|0.0|5.0|-5.68|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|3.78|0.0|5.23e-06|-0.0798|3.6632|3.6632|-1828.385903|-1828.363862|0.3855|0.6219399999999999|-1828.161957|0.3855|0.02204118|-1828.222578|9.8981|2.0|8.6737|8.6737
2_a20 (SB-505124)|0.0|1|0|3.485765306|0|1|1|1.183764955|0.0|-0.006955944|0.0|-0.498602014|0.001622309|-0.177905025|10.95129567|1|1|0.003789399|-0.150708132|-0.229461916|-0.520284161|0.725030162|0.082053195|-0.19681999|0.790275077|0|0.7694360659999999|-0.117328885|0.214264156|0.02856542|-45.98170774|15.71798823|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|61.69969596|0.475937029|2195.369524|423.3785776|-11.58380004|0.1680806939999999|0.908167636|4762.83693|25.30541763|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|3.4|3.1|0.3|60.03|2.06|97.55|0.0|3.0|-5.24|0.0|-4.91|5.72e-06|0.0019199999999999|1.22e-05|4.27|0.0|2.03e-05|-0.03717|3.6404|3.6404|-1089.371784|-1089.358727|0.3267|0.69947|-1089.147716|0.3267|0.01305739|-1089.201587|3.9392|169.0|6.7721|6.7721
12w_a36|0.0|1|0|3.3131307480000003|0|2|2|1.24014105|0.0|0.081390556|0.0|-0.917874106|-0.011700732|-0.041402825|10.96020797|1|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.604676196|0.828393514|-0.098657593|-0.016393443|0.624142499|0|0.828363244|-0.111267166|0.532980165|0.021104445|-62.34080876|15.15285952|123.23411609999998|-0.041210062|-57.35989379|0.780959767|0.70536279|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-21.24440511|0.29463721|0.8769828040000001|7418.252264|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|672.4630346|19.62970663|1.0|0.0|1.0|0.0|2.0|4.82|0.0|0.17|78.43|2.04|130.43|0.0|7.0|-5.2|0.0|-5.07|6.26e-06|0.00291|8.6e-06|3.86|0.0|3.37e-05|-0.05326|3.8881|3.8881|-1645.202839|-1645.169951|0.4508|0.69466|-1644.953222|0.4508|0.0328886|-1645.017691|7.0746|23.0|7.6383|7.6383
17c_a50|0.0|0|1|0.0|2|2|2|1.347835869|4.349159921|-0.212075666|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|2|0.012222674|-0.233451925|-0.373205592|-0.2256811219999999|0.774994313|-0.139943634|-0.212611846|0.728169863|1|0.89719894|-0.073693343|0.446454378|0.021675174|-35.70979598|14.91199042|70.72462009999998|-0.021745577|-34.87982686|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|-14.96042594|50.6217864|0.49503436|2951.495914|617.2509739|-10.29240792|0.430249571|0.98033276|6438.380804|26.25785813|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|61.0|1.91|134.28|0.0|6.0|-3.8|0.0|-4.43|0.000158|0.0698|3.75e-05|2.86|0.0|7.08e-05|-0.03121|4.2397|4.0432|-1411.187392|-1411.157813|0.1814|0.66213|-1410.838844|0.1801|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
14b_a3|0.0|0|0|0.0|0|0|0|0.605016869|0.0|0.143500839|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|1|-0.004161699|-0.050943323|-0.094863591|-0.575695827|0.7809478329999999|-0.133815639|-0.170297225|0.8255789570000001|1|0.786476513|-0.100993354|0.379746504|0.012828558|-44.49789848|6.273415527999999|104.4171556|-0.036469822|-24.15156108|82.79166784|0.766915433|-1.312913604|-21.76034149|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|384.6023764|-8.721397057|0.233084567|0.951659927|4803.535505|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|1.0|3.18|2.5|0.06|105.82|1.04|93.25|0.0|2.0|-4.45|0.0|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|4.08e-05|-0.06676|3.0724|3.0724|-1327.514377|-1327.4859310000002|0.2276|0.70123|-1327.349444|0.2276|0.02844675|-1327.398177|3.8724|0.38|6.4202|6.4202
1f_a5|0.0|1|0|2.824395738|0|0|0|1.218960329|0.0|-0.139907335|0.0|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|1|1|-0.000700145|0.001493879|0.004923698|-0.401165734|0.771487328|-0.060528915|-0.000969932|0.513260607|0|0.888073448|-0.083857856|0.45528118|0.008403353|-50.98614411|4.687041957|62.42799372|-0.035639589|-26.08772825|0.21377016|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|55.67318607|0.4670794829999999|2482.949545|495.3305784|-11.0872845|0.242477611|0.8764524309999999|5474.331675|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|1.0|1.0|1.0|1.0|2.9|2.61|0.05|54.46|2.73|95.49|0.0|4.0|-4.79|1.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|4.86e-07|-0.05346|4.7485|4.5758|-1288.353339|-1288.3196369999998|0.6959|0.42446|-1288.209882|0.0228|0.03370206|-1288.263745|4.9879|0.24|6.6198|6.6198
47p_a18|0.0|0|0|0.0|0|1|1|1.25117677|0.0|-0.001819106|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0.726294118|0.030970815|-0.082977829|0.710266593|0|0.832954548|-0.082580968|0.278332428|0.007989903|-51.14496913|5.913843751|123.6411353|-0.030813794|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|2933.069245|616.5234972999999|-16.88114242|0.181540558|0.956223901|6726.61969|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|1.0|1.0|2.0|4.29|0.0|0.28|76.5|3.13|144.53|0.0|9.0|-5.67|0.0|-5.27|2.13e-06|0.000998|5.34e-06|4.35|0.0|4.38e-07|-0.05628|3.2036|3.2036|-1493.759811|-1493.731375|595.0|0.6937800000000001|-1493.338659|595.0|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
8_a1 (SB-202620)|0.0|1|0|3.296085365|0|0|0|1.4323973840000002|0.0|0.106916453|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|1|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.612004804|0.743088715|-0.042789124|0.063001656|0.658433571|0|0.648967503|-0.105271458|0.174628594|0.015526845|-66.76765693|8.809217494|199.1596945|-0.041081545|-33.88588996|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-13.22376193|0.225760413|0.839824062|5170.286136|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|433.2550452|11.1459518|1.0|1.0|1.0|0.0|2.0|2.74|2.21|0.0|78.87|2.78|99.61|0.0|4.0|-4.94|0.0|-4.7|1.14e-05|0.0041|1.98e-05|3.6|0.0|3.42e-06|-0.0736899999999999|3.4052|3.4052|-1223.279021|-1223.117248|0.5339|0.7026600000000001|-1222.9606720000002|0.5339|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
