molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|SaasN|AATSC1c|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|WNSA5|RPCS|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
47f_a18|0.0|0|0|0|1|0.0|-0.005817448|-0.048472184|0.0|0.0036509859999999|10.94702253|-0.008224928|0|0|-0.071877686|-0.264839041|-0.3927204379999999|0|0.750610215|0.745431271|0|0.838156881|-0.063824969|0.0138461289999999|-72.03501774|-61.15474298|58.84834254|86.11217859|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|-20.90098811|0.273449343|10.55465562|7870.103594|232.14715330000004|33.88554232|0.016581683|-384.6642262|14.07716085|1.0|0.0|1.0|1.0|2.0|0.0|18.0|-9.22|3.22|3.6|2.79|2.0|1.0|-6.11|40.0|-6.4|541.68|0.0|0.0|0.0|-5.52|7.76e-07|3.01e-06|0.00163|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|3.0964|908.66|1602.99|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|-0.12802|3.8532|-1741.802171|4.4861|9.0|8.0458|8.0458
5_a47|0.0|0|0|0|0|0.0|-0.009295857|0.003858593|1.284688504|-0.012670377|10.9367109|0.045246333|0|0|0.0083528919999999|-0.019811664|-0.0428873159999999|2|0.795032176|0.675164258|1|0.807957755|-0.087763105|0.009936558|-52.90420509|-27.93318665|0.0|62.14504725|2368.870941|426.5981263000001|-793.5630764|1349.003107|-10.74353333|0.218428796|5.861037845|5501.708422|115.3294396|26.03444329|0.017501741|-297.3367046|9.240842159|1.0|0.0|1.0|1.0|2.0|2.79|22.0|-8.68|4.73|5.96|3.26|0.0|1.0|-5.65|26.0|-5.19|365.79|1.0|0.0|1.0|-5.5|2.25e-06|3.18e-06|0.00116|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|561.61|951.68|0.2108|334.35|401.16|0.69291|0.69291|-1569.20723|-0.15419|2.9121|-1569.258939|3.8816|0.02|7.7|7.7
15b_a10|0.0|0|0|1|1|2.145379897|-0.002413027|-0.111812184|2.0455289690000003|0.011484257|10.92966694|-0.058911857|1|1|-0.175869992|-0.174170642|-0.27395395|2|0.791078367|0.7199249390000001|1|0.921918974|-0.046334564|0.015973068|-50.44100799|-34.57687319|118.6253241|62.53159836|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|0.329763626|6.6940006620000005|6105.426726|226.0501037|24.65365821|0.017637846|-233.3911134|12.09059037|1.0|1.0|1.0|1.0|0.0|3.89|21.0|-8.18|4.34|4.44|2.14|0.0|1.0|-4.35|31.0|-6.34|413.51|0.0|1.0|0.0|-4.64|4.46e-05|2.28e-05|0.00943|0.0|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|2.74|3.7625|721.17|1231.3|0.3575|215.17|587.53|0.46711|0.68906|-1317.429772|-0.15579|4.7752|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
9g_a40|0.0|0|0|1|0|1.849105962|-0.0054957819999999|0.07954859|0.895670535|0.011921308|10.31197177|-0.145879501|2|2|0.133954053|-0.037217966|-0.062672355|0|0.764275277|0.665414608|1|0.90454157|-0.063539055|0.021367335|-41.63731423|-21.93596333|64.08637519|51.16627179|2169.234651|476.5434822|-624.5597134|349.4421673|-8.658932892000001|0.259759794|8.180261533|4435.743087|136.8503571|22.20330888|0.018087202|-253.1335385|9.528957565|1.0|0.0|1.0|1.0|1.0|1.78|22.0|-6.43|2.91|2.93|0.64|0.0|1.0|-2.49|23.0|-7.17|302.33|0.0|1.0|0.0|-3.09|0.00323|0.0008179999999999|247.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|3.0778|559.04|923.42|0.3563|402.84|469.6|0.70233|0.70233|-1332.31775|-0.12765|3.4787|-1332.369643|5063.0|3548.0|5.45|5.45
2_a20 (SB-505124)|0.0|0|0|0|1|0.0|-0.010175551|0.013612077|0.0|0.001622309|10.95129567|-0.137383329|1|1|0.02072518|-0.150708132|-0.229461916|1|0.725030162|0.790275077|0|0.7694360659999999|-0.083565835|0.02856542|-64.55966745|-35.52365346|441.9400248|70.87109323|2195.369524|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|0.1680806939999999|5.952040367|4762.83693|92.48561162|25.30541763|0.011470204|-365.2740749|6.311425784|1.0|1.0|1.0|1.0|1.0|3.1|17.0|-7.22|5.16|4.47|2.06|0.0|1.0|-5.24|25.0|-5.31|335.4|0.0|1.0|1.0|-4.91|5.72e-06|1.22e-05|0.0040799999999999|0.0|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|3.6404|593.8|995.68|0.3267|340.58|505.82|0.69947|0.69947|-1089.147716|-0.14928|2.5584|-1089.201587|3.9392|169.0|6.7721|6.7721
3t_a32|0.0|1|1|0|0|0.0|-0.006089333|0.028527045|2.141978747|9.83e-05|10.31100267|-0.086478322|3|3|0.049606573|-0.070331512|-0.122301673|0|0.822076702|0.687253845|1|0.828676243|-0.080203824|0.014242899|-61.58101978|-38.89478416|0.0|72.43498782|2530.60497|523.3947687|-800.5532571|2241.507646|-10.75813179|0.315525518|8.107111779|5525.861115|199.2870037|24.88485469|0.017184783|-233.0294362|10.85396804|1.0|1.0|1.0|1.0|1.0|3.41|19.0|-8.01|7.65|5.42|1.74|0.0|1.0|-6.48|27.0|-5.81|396.53|0.0|0.0|1.0|-4.93|3.28e-07|1.16e-05|0.00462|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|5.5|3.5487|677.16|1129.24|0.2906|349.38|575.45|0.70286|0.70286|-1864.472646|-0.14739|1.2641|-1864.534478|2.7003|9.0|8.0458|8.0458
19a_a22|0.0|0|0|1|0|1.572240489|-0.009145283|-0.020553065|1.545757986|-0.002607064|10.9464374|0.016501913|1|1|-0.03516233|-0.035723406|-0.0611158559999999|2|0.777600172|0.699744887|1|0.744354735|-0.090145161|0.024839714|-69.91748544|-52.17015658|106.645364|89.23486638|3167.140147|555.4133255|-1468.267194|2607.322873|-19.56380872|0.315293811|8.648671382|7095.27723|235.2620007|38.29242013|0.025888799|-275.6435167|19.31738094|1.0|1.0|1.0|1.0|2.0|2.27|27.0|-8.76|3.08|3.41|0.98|0.0|1.0|-4.38|35.0|-7.67|463.49|0.0|0.0|0.0|-4.11|4.16e-05|7.69e-05|0.0356|0.0|1.73e-09|8e-07|-0.06398|5.0397|5.69|3.5809|740.07|1277.14|0.2218|246.01|567.03|0.34556|0.66605|-1536.756515|-0.1508|4.5288|-1536.823574|6.5658|48.0|7.3188|7.3188
8a_a31|0.0|0|0|0|1|0.0|-0.015034136|-0.1480271209999999|0.0|-0.013230176|10.31170053|-0.01861065|2|2|-0.258538098|-0.054025775|-0.094359203|0|0.837862749|0.883113019|0|0.594139864|-0.122293189|0.0375544779999999|-67.46619355|-33.35560699|465.4559302|82.32407724|2128.209198|293.7455749|-742.1281291|1443.955093|-10.19199103|0.333562641|5.83708559|4538.505909|164.9149565|30.93264504|0.030052065|-164.57484340000002|14.85788369|1.0|0.0|1.0|1.0|2.0|2.05|16.0|-5.33|4.16|2.54|0.36|0.0|2.0|-3.57|22.0|-7.11|314.36|0.0|0.0|1.0|-3.11|0.000269|0.000773|243.0|0.0|4.62e-06|0.00145|-0.02993|3.8097|1.53|3.8097|538.75|872.11|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|-0.1587599999999999|3.7141|-1347.446223|5.3042|0.79|6.1024|6.1024
12_a15|0.0|0|0|0|0|0.0|-0.006620824|-0.035728911|0.0|0.001740635|10.95973444|-0.01062828|0|0|-0.054575504|-0.120626133|-0.184255041|2|0.723852961|0.7933685340000001|0|0.89637291|-0.061084417|0.015018226|-60.15445365|-38.40979933|4.192089814|70.6606311|2613.57759|572.3516967|-1082.780166|2661.728915|-13.04483751|0.253510603|5.448223888999999|5897.820841|161.8714956|27.36785616|0.016453962|-314.7766363|10.50617745|1.0|0.0|1.0|1.0|1.0|3.73|24.0|-9.82|5.32|6.3|2.87|0.0|1.0|-6.22|30.0|-4.97|397.47|1.0|0.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|3.8538|688.91|1177.81|0.1374|276.63|585.26|0.50595|0.70444|-1280.810963|-0.15858|4.3338|-1280.871722|6.0547|4.0|8.3979|8.3979
11f_a5|0.0|0|0|0|1|0.0|-0.0037371509999999|-0.083432989|0.0|0.00722997|10.94877949|-0.0080939669999999|1|1|-0.1323098|-0.128153787|-0.203228986|2|0.756843253|0.750555185|0|0.847356138|-0.068361657|0.0221464629999999|-51.92819555|-36.14073513|13.29510896|73.05195434|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|0.489052404|9.683662007|5969.213977|340.3683339|30.31104695|0.030351311|-15.23851001|21.12375879|1.0|1.0|1.0|1.0|1.0|2.87|23.0|-8.67|4.61|3.53|1.03|0.0|1.0|-3.95|32.0|-6.99|427.5|0.0|1.0|0.0|-4.26|0.000112|5.479999999999999e-05|0.0234|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|4.1356|729.96|1239.35|0.5834|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|-0.1691|2.1313|-1391.50739|2.9697|12.0|7.9208|7.9208
12a_a5|0.0|0|0|0|1|0.0|-0.00166971|-0.0036987359999999|0.0|0.00873078|10.94553751|-0.032601907|1|1|-0.006024869|-0.057691345|-0.093973419|2|0.779533861|0.741588813|0|0.894590896|-0.058605038|0.0081891369999999|-41.59124655|-25.55893402|0.0|50.40529807|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|0.253214907|8.741980056000001|5294.775577|155.6073368|21.42066499|0.014342828|-303.31208710000004|8.814051518|1.0|1.0|1.0|1.0|1.0|2.96|23.0|-8.83|5.12|4.26|2.17|0.0|1.0|-4.27|29.0|-6.23|381.47|0.0|1.0|0.0|-4.59|5.37e-05|2.56e-05|0.00977|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|2.91|4.1610000000000005|667.31|1140.24|0.4794|264.55|508.81|0.50831|0.67169|-1201.750315|-0.17152|2.5642|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
3b_a32|0.0|1|1|0|0|0.0|-0.007388108|-0.0411430079999999|2.21541916|-0.001282231|10.31100281|0.10614163|3|3|-0.078754696|-0.0791178979999999|-0.151445075|0|0.800396027|0.7725667079999999|1|0.8407393809999999|-0.073068133|0.014636992|-49.22963237|-24.14971513|0.0|56.82775081|2092.213643|412.4267349|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|5.765940603|4448.251276|115.707414|21.47528975|0.0154889019999999|-259.1375886|7.59811844|1.0|1.0|1.0|1.0|1.0|2.57|19.0|-6.5|6.25|4.43|1.45|0.0|1.0|-5.73|21.0|-5.57|312.41|0.0|0.0|1.0|-4.65|1.86e-06|2.23e-05|0.00697|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|3.5545|524.46|857.0|0.2905|348.81|396.83|0.70257|0.70257|-1594.0008779999998|-0.1474099999999999|3.5719|-1594.049677|5.7777|6.0|8.2366|8.2366
13b_a5|0.0|0|0|0|1|0.0|-0.004573365|-0.006314305|0.0|0.0064510459999999|10.94530329|-0.017963913|1|1|-0.010368468|-0.055701188|-0.091464693|2|0.765309977|0.653356347|0|0.831557236|-0.0694958329999999|0.0138892369999999|-48.3067033|-31.23446039|46.77748445|62.24204745|2661.597781|537.6736515|-869.5206594|1177.571784|-11.0239272|0.345923611|8.427551282000001|5678.380299|223.6695238|26.06641209|0.021552174|-199.2474147|13.93534415|1.0|1.0|1.0|1.0|1.0|2.64|23.0|-8.36|4.64|4.06|1.96|0.0|1.0|-4.24|30.0|-6.58|395.46|0.0|1.0|1.0|-4.43|5.69e-05|3.75e-05|0.0148|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|4.1793|672.43|1138.73|0.5528|265.31|503.93|0.32779|0.57482|-1275.806761|-0.17274|3.5881|-1275.865034|4.7964|0.11|6.9586|6.9586
12bb_a36|0.0|0|0|0|2|0.0|-0.008239316|0.096309833|0.0|-0.006877664|10.96022185|-0.027636036|1|1|0.2463876689999999|-0.098027247|-0.250781298|1|0.836170906|0.632625562|0|0.6888482109999999|-0.090660196|0.022069757|-73.39466247|-47.11573753|0.0|88.14984373|2902.055617|442.2064275|-1247.709262|2458.790147|-16.01935076|0.280705922|7.854524291000001|6285.088971|180.1992964|34.69260487|0.022984922|-281.5518699|14.75518126|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.12|3.55|3.0|2.78|0.0|1.0|-3.99|31.0|-6.8|417.41|0.0|1.0|0.0|-4.32|0.000102|4.81e-05|0.0201|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|667.88|1120.72|0.4172|236.69|515.92|0.38838|688.0|-1431.178978|-0.15507|6251.0|-1431.238418|8657.0|0.01|8.0|8.0
7_a47|0.0|0|0|0|0|0.0|-0.008206422|-0.128433676|1.303301032|-0.0091074509999999|10.93671034|-0.0781924059999999|0|0|-0.262805289|-0.021071408|-0.04311702|2|0.817389583|0.671549194|1|0.8473227320000001|-0.081264417|0.008915606|-54.113260200000006|-30.51603217|0.0|61.47335819|2491.885862|477.8297898|-919.9254234|1968.695833|-11.52827882|0.1830206469999999|6.485224033|5958.904826|103.2106353|25.02240371|0.0130514639999999|-357.5076454|7.36009799|1.0|0.0|1.0|1.0|2.0|3.14|22.0|-9.45|5.63|6.52|3.69|0.0|1.0|-6.47|28.0|-4.8|393.84|1.0|0.0|1.0|-6.06|3.41e-07|8.75e-07|0.000345|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|604.84|1043.33|0.2144|333.26|455.81|0.69314|0.69314|-1647.7863539999998|-0.1544|3406.0|-1647.841533|4.4255|25.0|7.6|7.6
8_a27|0.0|0|0|1|0|1.7626247169999998|-0.008444078|-0.14212377|1.21499748|0.0040883959999999|10.93783465|0.067074515|1|1|-0.24946295|-0.106814855|-0.187486926|2|0.8000360390000001|0.64927069|1|0.776384028|-0.078709803|0.021852066|-43.96130162|-20.94612822|61.18801154|53.20197882|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|-8.145716531|0.248298166|5.016799703|4522.989286999999|118.305988|22.74314225|0.019394143|-239.8554499|9.240677197|0.0|0.0|0.0|0.0|1.0|2.28|21.0|-6.28|2.98|2.48|2.19|0.0|1.0|-3.23|23.0|-6.73|303.32|0.0|1.0|1.0|-3.52|0.000586|0.000299|0.0907|0.0|5.2e-07|0.000158|-0.05015|4.1276|3.96|4.1276|507.76|848.58|0.2336|300.38|374.88|0.64893|0.64893|-1004.385302|-0.16958|3.0415|-1004.432889|4.2899|6.0|8.2218|8.2218
14_a1|0.0|0|0|0|1|0.0|-0.015636898|0.1008839219999999|0.0|-0.011639964|10.94959842|-0.0492229479999999|1|1|0.164429684|-0.020716495|-0.033765606|1|0.7462411859999999|0.795744863|0|0.593170871|-0.12658238|0.033047776|-72.59355177|-42.99041175|104.2594419|87.02320758|2678.985809|351.2799603|-1234.09038|1876.042189|-16.24082222|0.246642602|7.46120838|5748.712211|146.0634832|36.40268318|0.0243658979999999|-300.0800645|14.42965582|1.0|1.0|1.0|1.0|2.0|2.35|23.0|-7.69|4.04|3.63|1.54|0.0|1.0|-4.52|29.0|-6.73|384.39|0.0|0.0|1.0|-4.25|3.03e-05|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05962|3.8344|4.57|3.3061|621.08|1049.56|0.4442|323.35|464.08|0.6572600000000001|0.69894|-1292.359534|-0.1336|4.1207|-1292.415211|5.3099|94.0|7.0269|7.0269
2_a1|0.0|0|0|1|1|2.233384354|-0.004621682|-0.1056298369999999|0.0|0.001576763|10.9520472|0.101798469|1|1|-0.237981258|-0.145015842|-0.326716897|1|0.795932678|0.5574897879999999|0|0.808210065|-0.0622285999999999|0.011282631|-35.17029414|-16.00805425|84.54541681|43.24570924|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|3920.383175|139.0945801|17.36508791|0.017741989|-176.9692239|8.075415099999999|1.0|0.0|1.0|1.0|0.0|2.69|17.0|-6.18|4.0|4.12|2.49|0.0|1.0|-3.06|21.0|-6.04|279.31|0.0|1.0|1.0|-3.78|0.000871|0.000167|0.0466|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|4.0877|489.42|807.98|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|-0.1686|3.5853|-920.123726|5.2754|5.8|5.2366|5.2366
1n_a5|0.0|0|0|0|0|0.0|-0.007315978|0.002508727|0.0|0.004367323|10.94528897|-0.047910067|1|1|0.004115733|-0.00966135|-0.015850084|2|0.77828693|0.656280207|0|0.785210014|-0.082180848|0.023129277|-47.04056285|-27.00168194|55.29041202|63.57058627|2437.279452|450.71720610000006|-752.6490056|889.4388375|-10.04713747|0.372248254|7.881746117|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|16.53002342|1.0|1.0|1.0|1.0|1.0|2.67|23.0|-8.07|4.41|3.99|1.72|0.0|1.0|-4.27|27.0|-6.41|356.38|0.0|0.0|1.0|-4.18|5.41e-05|6.56e-05|0.0234|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|4.3838|607.15|1017.23|0.3789|282.82|481.06|0.44786|0.44786|-1179.018429|-0.17092|0.6234|-1179.073189|0.7104|27.0|7.5686|7.5686
GW6604_a52|0.0|0|0|0|0|0.0|-0.002149879|-0.0778992459999999|0.0|0.007746755|10.94914378|-0.028376521|1|1|-0.131886693|0.039867344|0.067497086|2|0.693399445|0.689009112|0|0.87346455|-0.071850787|0.009021088|-35.62691523|-17.61190876|0.2386028039999999|44.37166117|2044.612273|431.7909048|-534.4037285|799.8313017999999|-7.13996301|0.26470494|6.2973559020000005|4168.525878|130.8549791|19.64292268|0.01768964|-232.6328342|8.744745933999999|1.0|0.0|1.0|1.0|1.0|1.76|23.0|-8.03|4.49|4.2|1.91|0.0|1.0|-3.87|23.0|-5.95|298.34|0.0|1.0|1.0|-4.16|0.000135|6.929999999999999e-05|0.0207|0.0|9.31e-09|2.78e-06|||||||||||||||||107.0|6.9706|6.9706
12b_a50|0.0|1|1|2|1|4.058595679|-0.002929899|-0.08032584|2.112397566|0.01164808|10.94501743|-0.115659308|2|2|-0.139522815|-0.168032508|-0.291865836|1|0.804535572|0.660148928|1|0.925916085|-0.045602469|0.0214891|-33.25880166|-16.72031641|86.49656508|47.12729492|2224.116359|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|4672.843578|214.5713436|20.82911679|0.027586169|-73.59089223|13.86849326|1.0|0.0|1.0|1.0|0.0|2.45|20.0|-5.49|2.59|3.42|2.02|0.0|2.0|-3.16|24.0|-6.44|313.36|0.0|1.0|1.0|-3.84|0.000685|0.000144|45.0|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|539.15|909.8|0.2425|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|-0.16451|4.0567|-1006.550688|5.6617|4.74|5.3242|5.3242
4n_a46|0.0|0|0|1|1|2.093595994|-0.004696854|-0.2264394139999999|0.0|0.004988019|10.94021058|-0.064683066|1|1|-0.349865095|0.070558373|0.109017734|0|0.722331115|0.7427183759999999|0|0.903145407|-0.103381106|0.008424451|-47.16810275|-25.91889741|0.0|51.4039205|2195.786424|496.2788787|-801.8577467|2116.313581|-9.374920341|0.136796337|5.666371466|4955.374473|75.1696593|19.76451658|0.0077084869999999|-399.1612105|4.235817757|0.0|1.0|1.0|1.0|1.0|2.84|17.0|-6.67|4.33|4.94|2.99|0.0|1.0|-5.43|26.0|-5.26|343.42|0.0|1.0|1.0|-5.1|3.75e-06|7.95e-06|0.00273|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|578.83|1011.66|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|-0.16641|6.2318|-1090.151267|8773.0|5194.0|5.2845|5.2845
4g_a46|0.0|0|0|1|1|2.156712018|-0.001702489|-0.093447672|0.0|0.011488768|10.96333695|-0.138341481|1|1|-0.144064904|-0.078780402|-0.121452903|2|0.74106323|0.635494818|0|0.946829733|-0.056893316|0.00801562|-40.24987057|-23.0928866|72.82863401|44.72726697|2242.010126|543.2323468999999|-684.2477996|2285.43285|-8.0118178|0.1731389069999999|5.8466355000000005|5176.321714|99.33639766|16.88825479|0.007803902|-375.0653627|4.477396402|0.0|1.0|1.0|1.0|0.0|3.61|17.0|-7.8|5.19|5.37|3.06|1.0|1.0|-5.38|26.0|-5.18|366.89|0.0|1.0|1.0|-5.38|4.22e-06|4.16e-06|0.00153|0.0|1.57e-08|5.75e-06|-0.03985|4.4163|4.65|4.4163|615.33|1064.92|0.1294|280.74|530.39|0.6983199999999999|0.6983199999999999|-1492.923098|-0.18602|3.5526|-1492.979142|3.7113|2745.0|5.5615|5.5615
12q_a36|0.0|0|0|0|2|0.0|-0.00761082|0.068040097|0.0|0.0005016269999999|10.9598352|-0.0433009009999999|1|1|0.1161527719999999|-0.103922055|-0.177407665|1|0.828371596|0.8065052890000001|0|0.82911927|-0.07607684|0.018562763|-68.5549152|-44.31949385|0.0|80.15866795|2786.514757|536.0103834|-1233.988474|2380.245597|-15.95501778|0.231307611|7.546533709|6040.52496|149.536123|32.10617123|0.017949083|-347.4093916|11.60375275|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.18|3.35|2.54|2.51|0.0|1.0|-4.44|30.0|-6.49|415.88|0.0|1.0|1.0|-4.59|3.64e-05|2.55e-05|0.0106|0.0|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|3.8653|683.51|1148.35|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|-0.1566|4.6718|-1692.370918|6.4226|6.0|8.2218|8.2218
9_a10|0.0|0|0|1|1|1.998759814|-0.004530817|-0.048732912|1.754798254|0.007316125|10.92721632|-0.1048161059999999|1|1|-0.079150788|-0.1475423119999999|-0.239634564|2|0.791322552|0.692424727|1|0.8694452140000001|-0.057690053|0.013842683|-59.80726117|-42.40634438|59.95939417|71.07688871|2904.874289|616.4802143999999|-1196.145223|2284.568215|-14.37503199|0.26870822|8.765421221|6606.83687|190.5275895|27.72306267|0.015893979|-327.9949188|11.26962754|1.0|1.0|1.0|1.0|1.0|3.2|21.0|-7.93|3.69|3.68|1.81|0.0|1.0|-4.23|33.0|-6.87|438.52|0.0|1.0|0.0|-4.44|5.920000000000001e-05|3.64e-05|16.0|0.0|1.17e-08|5.14e-06|-0.06118|5.5668|4.51|3.7309|740.24|1278.57|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|-0.15045|2.9927|-1409.764013|4942.0|193.0|6.7144|6.7144
20_a47|0.0|1|1|1|0|1.1934608|-0.011237762|0.031814023|1.010373001|-0.009220816|10.95058273|0.071506228|1|1|0.087325054|-0.108236785|-0.297094867|2|0.7962508290000001|0.59534794|1|0.6888286020000001|-0.083811055|0.023587109|-50.14789824|-27.33327788|49.00609086|69.09296541|2630.63609|375.4483088|-752.2184736|1219.306754|-9.761884958|0.404765791|7.022502229|5896.060936|220.6189341|30.08893541|0.034758191|-103.815441|18.94506718|1.0|1.0|1.0|1.0|2.0|2.96|21.0|-7.31|2.56|4.54|2.75|0.0|1.0|-4.06|28.0|-6.75|380.35|0.0|0.0|1.0|-4.08|8.72e-05|8.32e-05|0.0316|0.0|4.89e-08|1.86e-05|-0.06357|3.9808|4.08|3.9808|557.84|964.94|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|-0.16377|3.1747|-1335.620783|4.3277|3.0|8.6|8.6
19j_a38|0.0|0|0|0|2|0.0|-0.007976154|0.105682345|0.0|-0.004442319|10.95429182|-0.036248822|1|1|0.23209815|-0.09493054|-0.20848518|1|0.846765471|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|0.0250587|-73.92901683|-50.60340201|29.18585028|90.05233553|2969.234865|552.5012068|-1330.722303|3109.238056|-17.86002424|0.285630155|7.506210369|6704.612831|195.5099392|36.5253298|0.023555355|-293.4664598|16.123318700000002|0.0|1.0|1.0|1.0|3.0|2.34|17.0|-6.92|3.17|2.42|1.76|0.0|1.0|-4.35|32.0|-7.13|426.45|0.0|0.0|0.0|-4.12|4.46e-05|7.55e-05|0.0322|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.23|3.6886|686.26|1163.3|354.0|205.41|533.97|0.30419|0.69435|-1424.183388|-0.15182|10.8124|-1424.24494|14.4895|8.0|8.1146|8.1146
15c_a10|0.0|0|0|1|2|2.154210861|-0.002218445|-0.06400528|2.063253638|0.01143745|10.92970798|0.0123939039999999|1|1|-0.101214571|-0.226679901|-0.35845963|2|0.7351096359999999|0.733973277|1|0.904458517|-0.046967376|0.014703076|-50.32840842|-34.91899195|136.2098503|66.5866765|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|0.471771585|8.639636218|6673.826433|327.3258326|25.30814911|0.023432886|-39.17102961|16.25826809|1.0|1.0|1.0|1.0|0.0|4.09|21.0|-7.79|3.77|2.97|1.74|0.0|1.0|-3.85|34.0|-6.99|454.57|0.0|1.0|0.0|-4.57|0.0001419999999999|2.68e-05|0.0122|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|3.6709|762.21|1318.35|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|-0.14739|2.4256|-1450.201574|4.8283|0.1|7.0|7.0
