molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|SaasN|AATSC1c|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|WNSA5|RPCS|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
19_a20|0.0|0|0|0|0|0.0|-0.0096278259999999|0.103271147|1.622562232|-0.006620594|10.94899558|-0.063133522|1|1|0.175308615|-0.049177437|-0.083481481|3|0.7619768840000001|0.7741509329999999|1|0.754452534|-0.091725453|0.013643765|-65.49811346|-43.03556944|88.19441661|75.98477124|2849.084477|495.7134289|-1309.962269|1818.518838|-16.55214209|0.203929412|7.950138729|6325.747732|133.9919257|31.64490997|0.0159602|-389.0666676|10.48665779|1.0|1.0|1.0|1.0|2.0|2.49|27.0|-9.63|4.97|4.08|1.33|0.0|1.0|-4.89|32.0|-6.8|420.47|0.0|0.0|1.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0112|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|3.3616|687.79|1190.68|0.2998|368.83|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|-0.13903|4.2507|-1368.190746|6.3327|2.6|5585.0|5585.0
47o_a18|0.0|0|0|0|1|0.0|-0.006476544|-0.006238734|0.0|-0.00046896|10.94702017|-0.038296569|0|0|-0.009467295|-0.103458566|-0.156998637|0|0.7435044540000001|0.733228144|0|0.806872998|-0.077288013|0.008692675|-64.2280736|-46.6464782|82.54478365|70.23090572|2857.120021|586.0020642999999|-1605.70184|1393.529823|-18.22128055|0.127246923|9.808930716|6462.6049570000005|92.41474142|28.74706708|0.008265369|-541.4335917000001|6.002832126|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-9.37|3.69|3.0|2.94|1.0|1.0|-5.66|34.0|-6.12|454.56|0.0|0.0|1.0|-5.08|2.19e-06|8.38e-06|0.00381|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|3.22|783.22|1352.29|0.5065|385.04|706.49|0.69248|0.69248|-1455.162559|-0.13203|2.2316|-1455.231246|2.8284|47.0|7.3279|7.3279
A7701_a51|0.0|0|0|0|0|0.0|-0.002377784|0.070581466|2.087643036|0.008062393|10.93031118|-0.0299823629999999|1|1|0.119725261|0.036217274|0.061434294|2|0.7451039290000001|0.688876851|1|0.865114773|-0.071384149|0.007404204|-36.09660744|-16.67652408|0.0|41.87351682|1959.582581|399.6804233|-505.3525041|1108.114062|-6.485314917999999|0.200953608|5.137516673|4153.310077|92.83996262|17.56790307|0.012504214|-276.3170672|5.776909381|1.0|0.0|1.0|1.0|1.0|2.05|21.0|-7.58|4.46|4.0|1.98|0.0|1.0|-3.95|22.0|-5.82|286.33|0.0|1.0|1.0|-4.17|0.000111|6.790000000000001e-05|0.0195|0.0|2.62e-08|7.5e-06|||||||||||||||||25.0|7.6021|7.6021
12v_a36|0.0|0|0|0|2|0.0|-0.008411281|0.073329354|0.0|0.00127667|10.96020642|-0.023932402|1|1|0.123026459|-0.1430106119999999|-0.239932418|1|0.828393514|0.84179881|0|0.802291339|-0.078158778|0.027145269|-69.20675352|-45.52806671|0.462992841|88.07013157|2846.057239|527.7920397|-1176.51481|2328.221818|-14.33290989|0.372344602|8.456596706000001|6065.593390999999|244.9490697|34.71221847|0.02867403|-167.9576969|18.86337805|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.69|2.77|1.89|1.72|0.0|1.0|-3.95|31.0|-6.93|411.46|0.0|0.0|0.0|-4.07|0.000113|8.499999999999999e-05|35.0|0.0|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|2.65|3.7035|671.56|1150.38|0.4247|319.16|502.83|0.69298|0.7016100000000001|-1347.2000369999998|-0.15185|6.1869|-1347.260743|7.9237|14.0|7.8539|7.8539
IN1233_a59|0.0|0|0|0|0|0.0|-0.008841844|0.163548857|1.983673343|-0.005614194|10.93301779|-0.054458882|1|1|0.268927191|0.001996439|0.003282792|2|0.74801464|0.778639593|1|0.7613246490000001|-0.092761756|0.010831674|-63.36348363|-42.16752524|83.1557517|72.32484741|2809.840422|506.6510632|-1267.269673|1822.396842|-15.91227368|0.1892041019999999|8.011984402000001|6206.818668|125.91272279999998|29.49046561|0.0134658889999999|-413.6607749|8.961363774|1.0|1.0|1.0|1.0|2.0|2.76|27.0|-10.0|5.54|4.69|2.06|0.0|0.0|-5.59|32.0|-6.13|419.48|0.0|0.0|1.0|-5.16|2.54e-06|6.91e-06|0.0029|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|5.35|3.5355|703.47|1204.16|0.2623|237.54|531.14|0.51285|0.6953699999999999|-1352.073755|-0.14684|5.4004|-1352.135303|7.6059|34.0|7.4685|7.4685
25c_a34|0.0|0|0|1|2|1.958290974|-0.014384932|-0.16034464|0.0|-0.002827527|10.95957635|-0.041629027|1|1|-0.250299211|-0.3609280379999999|-0.563411433|1|0.80135608|0.760055383|0|0.683231623|-0.088513496|0.043815478|-75.6298008|-50.44285726|93.28638171|100.6665476|2884.104654|455.6954382|-1134.447012|2439.174137|-14.01190479|0.4625715629999999|7.484891117|6306.980593|308.52165519999994|39.09037289|0.037538004|-49.9273377|25.03674677|1.0|1.0|1.0|1.0|1.0|3.17|17.0|-5.71|2.18|1.98|1.0|0.0|2.0|-2.81|31.0|-7.95|421.45|0.0|0.0|0.0|-3.28|0.00156|0.000523|0.22|0.0|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.32|4.2095|704.43|1180.85|0.2239999999999999|294.54|561.29|0.69247|0.69247|-1426.421463|-0.17424|7.12|-1426.48597|9.8087|1.78|5.7496|5.7496
18_a10|0.0|0|0|1|2|2.142254323|-0.00309846|-0.092424959|2.026949641|0.009941402|10.92966688|-0.0280813039999999|1|1|-0.144233311|-0.091730492|-0.143149563|2|0.785539083|0.6886547670000001|1|0.885552955|-0.0575419659999999|0.019095409|-48.27152552|-30.63863373|123.3621791|61.38857307|2788.499133|562.0732377|-868.8874593|2137.914113|-10.02718922|0.358384456|7.204851347999999|6213.631543|227.471785|24.62214943|0.020666062|-179.7708584|13.11704755|1.0|1.0|1.0|1.0|0.0|3.41|21.0|-7.88|4.65|4.66|2.14|0.0|1.0|-4.48|31.0|-6.34|412.48|0.0|1.0|1.0|-4.77|3.34e-05|1.7100000000000002e-05|0.00705|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|3.7977|687.19|1181.5|0.2962|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|-0.15735|4.7596|-1336.185978|5.9029|0.13|6.8861|6.8861
12ap_a36|0.0|0|0|0|2|0.0|-0.007719624|0.066185994|0.0|-0.000143196|10.95430638|-0.042675894|1|1|0.117738331|-0.098598933|-0.175397741|1|0.832758813|0.8212311840000001|0|0.830587483|-0.082622504|0.0217479329999999|-69.6632787|-45.7078307|0.0|83.16347311|2843.18721|544.9693552|-1253.939017|2328.307856|-16.13217554|0.262148114|8.766216204|6003.481614|172.00197649999998|33.32245946|0.020575639|-312.1212186|13.50019441|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.66|2.75|1.76|1.38|0.0|1.0|-3.99|31.0|-7.08|406.44|0.0|0.0|0.0|-3.95|0.000101|0.000113|0.0458|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|2.98|3.8801|691.41|1160.79|0.8819|252.39|553.28|0.59563|0.6929|-1324.95298|-0.15704|7.0249|-1325.0127220000002|9.6512|32.0|7.4949|7.4949
8b_a8|0.0|0|0|1|1|1.42474537|-0.013834266|0.019958073|0.0|-0.0055544409999999|10.94650923|-0.03443232|1|1|0.031896755|0.049587543|0.079250224|1|0.778853499|0.726912742|0|0.558354653|-0.130159955|0.032440348|-71.23625346|-43.64473805|89.09854311|84.97574547|2863.095568|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|0.218545278|7.507665421|6471.7604200000005|133.8974321|37.20755791|0.022425382|-344.8810688|13.73949201|0.0|1.0|1.0|0.0|2.0|2.93|23.0|-7.13|3.65|3.03|2.12|0.0|1.0|-4.77|31.0|-6.87|414.41|0.0|0.0|0.0|-4.43|1.6899999999999997e-05|3.69e-05|0.0153|0.0|7.33e-08|3.04e-05|-0.06114|4.5819|6.41|3.2992|640.35|1098.17|0.2618|270.59|488.56|0.57234|0.70195|-1406.829227|-0.13807|5.8389|-1406.887058|7.4497|5.08|5.2941|5.2941
4g_a49|0.0|0|0|2|2|4.107873566|-0.003686314|-0.085731041|3.4246879480000003|0.007953069|10.92777048|0.08591712|2|2|-0.146265064|-0.038698906|-0.066023903|4|0.7559263270000001|0.626581708|2|0.8601878270000001|-0.061465364|0.018944337|-66.44036383|-66.20622488|74.95505057|90.11923831|4706.348867000001|857.1564845|-1993.210915|4747.967275999999|-24.82733433|0.372642776|9.28937554|11516.07629|371.3295653|39.71443299|0.023762615|-253.8168226|23.67887448|0.0|0.0|1.0|0.0|1.0|4.36|42.0|-13.67|6.09|7.56|2.87|0.0|0.0|-7.47|51.0|-6.6|663.73|1.0|0.0|0.0|-7.43|3.3700000000000004e-08|3.72e-08|2.47e-05|0.0|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|3.6269|985.89|1766.47|0.1389|287.56|662.84|0.33449|0.69238|-2147.217543|-0.15087|3.4099|-2147.295787|4.5147|106.0|6.9747|6.9747
12e_a36|0.0|0|0|0|2|0.0|-0.007100632|0.144415507|0.0|0.002951176|10.95346131|-0.084051264|1|1|0.244642918|-0.104118159|-0.1763783589999999|1|0.7975411790000001|0.856274847|0|0.838086387|-0.07049439|0.019063245|-64.2330904|-40.85494129999999|5.735288795|75.50154216|2709.877204|533.058116|-1220.428718|2309.239105|-14.64611103|0.238923581|6.767371321000001|5929.071389|151.9654247|30.25577504|0.017716522|-332.11111980000004|11.26845175|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.97|3.24|2.19|2.24|0.0|1.0|-4.16|30.0|-6.55|395.46|0.0|1.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|673.57|1142.19|0.4537|323.18|507.03|0.6814600000000001|0.70007|-1271.999945|-0.15189|6.5974|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
11d_a5|0.0|0|0|0|0|0.0|-0.003373937|-0.125546291|0.0|0.008307337|10.94877952|0.01948342|1|1|-0.202307745|-0.12451554|-0.200646773|2|0.783891527|0.755793189|0|0.87090286|-0.063028408|0.012828514|-53.84338206|-34.21147402|0.0|65.35645739|2540.78984|553.3617954|-969.1808771|900.3825317|-11.84243331|0.287694578|8.920296087|5283.02167|182.7978704|26.16587381|0.018119737|-269.7929124|11.51307533|1.0|1.0|1.0|1.0|1.0|3.37|23.0|-8.64|4.41|4.14|1.42|0.0|1.0|-4.14|29.0|-6.47|385.46|0.0|1.0|1.0|-4.29|7.2e-05|5.14e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|682.09|1154.67|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|-0.16762|2.8731|-1238.914819|3.7008|15.0|7.8239|7.8239
1b_a5|0.0|0|0|0|0|0.0|-0.00279809|-0.095857885|0.0|0.003886035|10.94890233|-0.028797464|1|1|-0.220946861|0.019611905|0.045204303|2|0.759794937|0.558485747|0|0.808828623|-0.07823203|0.010803163|-38.87394276|-19.56938257|0.769931305|48.55415504|2171.716467|407.1693177|-583.1091414|919.9167129|-7.933533473|0.267518749|6.11909445|4577.125071|134.6705884|21.51550842|0.019229427|-234.0649914|9.680212283|1.0|0.0|1.0|1.0|1.0|1.81|23.0|-8.3|4.88|4.76|2.29|0.0|1.0|-3.97|24.0|-5.99|316.33|0.0|1.0|1.0|-4.3|0.000106|4.970000000000001e-05|0.0157|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|4.6481|536.59|892.61|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|-0.1892|2891.0|-1050.462425|4.3687|59.0|7.2291|7.2291
3_a47|0.0|0|0|0|0|0.0|-0.008740449|-0.013350303|1.416887578|-0.008828261|10.93671092|0.013073797|0|0|-0.021029826|-0.015388793|-0.024240921|2|0.720319618|0.815682427|1|0.854727481|-0.083129079|0.008609292|-49.71258151|-26.06896797|1.139378223|58.22383723|2243.894237|448.2137648|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|6.46319354|5022.029588|112.7606591|24.35791949|0.016230658|-298.8724505|8.511255722000001|1.0|0.0|1.0|1.0|2.0|2.89|22.0|-8.42|4.32|5.4|2.88|0.0|1.0|-5.54|25.0|-5.16|347.8|0.0|1.0|1.0|-5.35|2.86e-06|4.49e-06|0.00156|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|4.12|3.7284|556.65|941.44|0.2342|217.52|402.58|0.52977|0.69138|-1469.969304|-0.15473|4.0226|-1470.0192869999998|5.3274|316.0|6.5|6.5
47r_a18|0.0|0|0|0|1|0.0|-0.0058631659999999|0.041686585|0.0|-0.005176133|10.35082951|-0.030106257|0|0|0.0646283159999999|-0.233665901|-0.362261236|0|0.7698681909999999|0.7554975009999999|0|0.769578222|-0.083915825|0.0155038689999999|-65.12700692|-48.70193962|60.66168882|81.99788849|3389.050097|575.4901675|-1563.048166|1504.28892|-17.70979622|0.311925149|9.819988422|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|16.87088158|1.0|1.0|1.0|1.0|2.0|0.0|18.0|-7.46|0.43|3.76|2.23|1.0|1.0|-6.65|36.0|-6.12|504.6|0.0|0.0|0.0|-5.64|2.26e-07|2.31e-06|0.00117|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|790.57|1387.23|0.6007|391.06|729.75|0.69545|0.69545|-1964.443758|-0.13021|2.3873|-1964.516246|3.2001|231.0|6.6364|6.6364
3c_a49|0.0|0|0|1|1|2.108416128|-0.004876919|-0.04696024|1.879769411|0.006218639|10.92976555|0.0127926339999999|1|1|-0.0780996759999999|-0.0612829229999999|-0.101919761|2|0.802792677|0.64702083|1|0.7963363840000001|-0.071786669|0.0148240689999999|-42.3959176|-24.24485565|77.29181095|54.85343388|2521.794855|455.3990518|-678.3346816000001|1667.1178220000002|-8.253567879|0.362777444|6.567311051|5544.351498|207.4607002|22.64931248|0.021783913|-156.9462939|12.45751629|1.0|1.0|1.0|1.0|1.0|2.67|21.0|-7.54|3.63|3.87|1.84|0.0|1.0|-3.45|28.0|-6.93|369.42|0.0|1.0|1.0|-3.86|0.0003509999999999|0.000137|0.0505|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|3.99|3842.0|613.33|1046.53|0.4321|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|-0.15853|3.6122|-1198.484646|3.7789|87.0|7.0605|7.0605
21c _a23|0.0|1|1|2|0|3.311482916|-0.009944003|0.0645437059999999|0.731360766|0.003456487|10.3132171|-0.039311241|2|2|0.118226959|-0.0201427689999999|-0.036896213|2|0.782543953|0.7301130229999999|1|0.790596437|-0.08365474|0.014036138|-70.15570019|-49.86692499|94.32302529|79.71722579|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|8.945789862|7227.157398|117.597286|34.24804117|0.013451712|-475.6090385|9.5615256|0.0|1.0|1.0|1.0|2.0|3.11|26.0|-7.33|3.1|3.42|2.49|1.0|1.0|-5.63|34.0|-7.13|468.53|1.0|0.0|0.0|-4.72|2.35e-06|1.92e-05|9.0|0.0|4.69e-08|2.2e-05|-0.07892|3.6649|4.47|3.6649|747.88|1275.12|0.3329999999999999|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.67081|-0.15089|6.0226|-1837.736174|8.3979|67.0|7.1752|7.1752
12ay_a36|0.0|0|0|0|2|0.0|-0.006733838|0.1012005419999999|0.0|0.003676818|10.9463292|-0.06756661|1|1|0.1689021819999999|-0.101854847|-0.169994208|1|0.78699829|0.857993338|0|0.829406408|-0.074251203|0.018016934|-64.13591431|-41.57269314|8.677627506|74.29343346|2766.899844|537.618563|-1282.718286|3238.138932|-14.84739041|0.221835195|6.466730436000001|6204.216872999999|143.79285900000002|29.43551742|0.015670425|-360.6110621|10.15751916|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.34|3.76|2.5|2.45|0.0|1.0|-4.54|31.0|-6.38|409.49|0.0|1.0|1.0|-4.6|2.8600000000000004e-05|2.5e-05|0.0102|0.0|4.55e-08|1.86e-05|-0.0526|3.9348|3.79|3.6561|674.33|1184.45|0.2939|315.09|532.22|0.6727|0.6914|-1311.282556|-0.15056|6.2579|-1311.343228|9.1844|18.0|7.7447|7.7447
13c_a6|0.0|0|0|0|1|0.0|-0.010619065|0.049627353|0.0|-0.003346018|10.95129637|-0.0942387559999999|1|1|0.081059709|-0.106686991|-0.174259072|1|0.780680481|0.7995080809999999|0|0.786809832|-0.093635525|0.030547186|-75.71763296|-51.54254258|567.1031411|88.21184769|2880.850692|535.5975578|-1438.635026|3135.546462|-18.47751526|0.2279674589999999|8.038175951|6204.855629|155.1821156|35.15921372|0.018354398|-370.3562372|12.49421473|1.0|1.0|1.0|1.0|2.0|2.53|23.0|-9.4|5.38|4.57|1.5|0.0|1.0|-5.95|32.0|-5.88|423.47|0.0|0.0|1.0|-5.27|1.11e-06|5.42e-06|0.00229|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|4.5|3.6519|719.8|1217.77|0.5471|206.92|596.15|0.48478|0.7008800000000001|-1389.122252|-0.14975|7.7129|-1389.184603|9.2467|73.0|7.1367|7.1367
13_a47|0.0|1|1|0|0|0.0|-0.0049262279999999|-0.047120094|1.5940801480000002|-0.00105415|10.9452934|0.038682232|1|1|-0.108780879|-0.0101047869999999|-0.0233277889999999|2|0.794037882|0.626280497|1|0.781675563|-0.081148294|0.017736598|-45.39284663|-23.38063458|0.0|57.38622954|2190.316257|402.6200617|-635.4998528|669.2729199|-8.613918003|0.311738758|7.038683428|4542.479565|160.5682509|24.29844849|0.023284817|-193.936606|11.99338291|1.0|0.0|1.0|1.0|2.0|1.75|21.0|-7.9|4.06|4.63|2.34|0.0|1.0|-4.24|24.0|-6.0|319.34|0.0|1.0|1.0|-4.27|5.79e-05|5.41e-05|0.0173|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|4.0302|542.62|895.21|0.3382|307.63|404.73|0.67466|0.67466|-1067.665127|-166.0|3.5455|-1067.71601|4.8308|16.0|7.8|7.8
18b_a30|0.0|0|0|0|2|0.0|-0.006947027|-0.039831247|0.0|0.003099827|10.31163838|-0.051413084|1|1|-0.072825879|-0.049287858|-0.090115975|1|0.822401103|0.760234689|0|0.869340364|-0.078751666|0.019880184|-63.07862164|-41.72392601|0.0|75.30642440000001|2915.383182|575.0330633|-1198.493811|3057.267112|-15.85509189|0.240284312|7.513189589|6387.715069|158.9382363|31.55111394|0.0184861069999999|-343.5825913|12.22780277|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.7|3.87|2.49|2.17|0.0|1.0|-5.49|31.0|-6.33|423.49|0.0|0.0|0.0|-4.8|3.23e-06|1.57e-05|0.0066599999999999|0.0|2e-07|8.47e-05|-0.06142|3.5256|3.64|3.5256|697.37|1178.08|0.3576|351.66|563.55|0.67715|0.67715|-1667.788575|-0.14385|4.8198|-1667.849173|6.5037|25.0|7.6003|7.6003
41_a18|0.0|0|0|0|2|0.0|-0.007587553|-0.089781154|0.0|-0.0034878|10.9470117|0.0212700929999999|0|0|-0.137860739|-0.005930813|-0.0091068809999999|0|0.733589101|0.745631286|0|0.7349388459999999|-0.1020290859999999|0.009550224|-61.10986894|-41.89408289|93.99687836|65.83786886|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|0.0967605159999999|8.787657952|6605.095612|66.33450764|28.37200951|0.006896617|-552.8844577000001|4.727999916|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-8.38|3.26|2.7|2.94|1.0|1.0|-5.56|34.0|-6.38|452.55|0.0|0.0|1.0|-5.02|2.76e-06|9.49e-06|0.0042899999999999|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|3.2123|736.59|1294.52|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|-0.1319|2.0934|-1454.045308|2721.0|369.0|6433.0|6433.0
22_a20|0.0|0|0|1|0|1.915285809|-0.00147607|0.09301076|2.041494094|0.009265667|10.93106272|-0.038668966|1|1|0.155407313|-0.036258691|-0.060582944|2|0.7478675859999999|0.607038752|1|0.946515026|-0.059893667|0.0122876139999999|-44.14650378|-28.7463017|54.71081293|52.90592556|2738.108259|616.3298149|-882.9300756000001|2396.806062|-11.49852068|0.22936173|7.408914181|5924.626340999999|149.350479|22.91425458|0.01345209|-352.4559681|8.759421782|1.0|1.0|1.0|1.0|0.0|3.41|27.0|-9.69|5.33|5.39|2.61|0.0|1.0|-5.6|31.0|-5.58|401.46|0.0|0.0|1.0|-5.53|2.48e-06|2.98e-06|0.0012|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|694.15|1181.95|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|-0.16176|4.8308|-1275.657902|6141.0|231.0|6.6364|6.6364
9a_a40|0.0|0|0|1|0|1.865740741|-0.003680068|0.168990628|0.921628874|0.01310675|10.31197235|-0.1720337089999999|2|2|0.291102625|0.009844552|0.016958188|0|0.690568477|0.61091688|1|0.937600185|-0.060029933|0.011033601|-35.24260989|-17.0405052|51.49564873|39.45618424|1971.148912|453.3484005|-528.6391483|336.39741360000005|-7.51786994|0.131523409|6.749223592000001|3991.317015|63.59419322|17.90285474|0.008714375|-356.33157|4.213574358|0.0|1.0|0.0|1.0|0.0|3.28|20.0|-6.4|4.58|4.43|3.57|0.0|1.0|-5.49|21.0|-4.85|291.37|0.0|1.0|1.0|-5.08|3.24e-06|8.33e-06|0.00243|0.0|4.02e-07|0.000117|-0.06495|4.7066|4.07|3.3192|515.96|847.69|0.4746|263.42|411.01|0.47831|0.69958|-1217.825264|-0.13808|3.8656|-1217.873686|5.09|214.0|6.6696|6.6696
10_a15|0.0|0|0|0|0|0.0|-0.006872984|-0.0869138469999999|0.0|0.001740635|10.95972828|0.010152859|0|0|-0.132759909|-0.120626133|-0.184255041|2|0.713794823|0.7933685340000001|0|0.933136945|-0.052826735|0.010485777|-59.05618983|-34.36276159|0.0|65.80736417|2605.82709|542.9602292000001|-1122.067607|2305.991259|-12.31872585|0.169827351|5.555044294|6204.37804|98.81668286|25.50202895|0.0116026369999999|-384.2321709|6.751174337|1.0|1.0|1.0|1.0|1.0|3.64|24.0|-9.82|5.32|6.3|2.87|0.0|1.0|-6.22|30.0|-4.97|397.47|1.0|0.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|3.6448|631.2|1136.48|0.1412|277.48|487.16|0.66799|0.70313|-1280.804272|-0.15377|1.6654|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
10_a4|0.0|0|0|1|1|2.146166934|-0.002959121|0.00941601|2.149387791|0.01107733|10.92992762|-0.090413559|1|1|0.014917047|-0.083887216|-0.132895939|2|0.810105167|0.6799081490000001|1|0.921653019|-0.051015897|0.014582852|-45.97324097|-26.60798798|64.26218096|54.09964719|2480.063587|533.4262268|-781.5450965|2064.276654|-9.046715915|0.255470315|5.759414166|5598.949417|147.85886159999998|20.99433004|0.014040792|-283.0534799|8.126406226|1.0|1.0|1.0|1.0|0.0|3.38|21.0|-8.07|4.93|4.81|2.53|0.0|1.0|-4.66|28.0|-5.83|370.45|0.0|1.0|1.0|-4.85|2.21e-05|1.4e-05|0.00519|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|3.6465|619.99|1083.65|0.1792|249.6|470.02|0.4662|0.7038399999999999|-1183.54701|-0.15561|1.4517|-1183.602045|2.2386|88.0|7.0555|7.0555
3b_a49|0.0|0|0|1|1|2.104186262|-0.0057605869999999|-0.090939066|1.844602991|0.000607064|10.92976559|0.00361222|1|1|-0.151131362|0.000511959|0.000850823|2|0.794997634|0.749565191|1|0.749104358|-0.0883601469999999|0.013576151|-51.77986692|-31.67356498|81.60358988|64.91785551|2660.339607|458.224537|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|5934.158315|209.89391040000004|25.77091035|0.021477952|-191.9087104|13.13798859|1.0|1.0|1.0|1.0|2.0|2.43|21.0|-7.58|3.16|3.2|1.25|0.0|1.0|-3.53|30.0|-7.42|398.46|0.0|0.0|1.0|-3.59|0.000293|0.000256|102.0|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|3.8418|664.15|1132.92|0.1978|265.67|480.08|0.5798|0.6632|-1293.048179|-0.1587|3.0055|-1293.106236|3.1637|25.0|7.6021|7.6021
14p_a23|0.0|1|1|2|0|3.3252287430000003|-0.005975594|0.041987653|0.733042138|0.009895793|10.31321773|-0.053921569|2|2|0.080581604|-0.0686282459999999|-0.131709531|2|0.799506006|0.669357479|1|0.923455749|-0.063033628|0.0221104079999999|-54.50240143|-36.77082544|84.65359899|67.36602512|3010.721939|623.0226425|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|9.014073839|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|12.86362369|0.0|1.0|1.0|1.0|1.0|3.28|26.0|-7.47|3.4|3.89|2.39|1.0|1.0|-5.68|32.0|-6.62|436.49|0.0|0.0|0.0|-4.9|2.09e-06|1.27e-05|0.00554|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|699.61|1191.08|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|-0.14774|7.4033|-1721.994023|9986.0|3.0|8.5302|8.5302
