molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|AATSC1are|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
13c_a6|0.0|1|0|0|3.441255118|0.0|0|7.412764017000001|1|1|1.424213869|0.0|-0.046663393|-0.010619065|1|0.0|-0.003346018|1|-0.000899678|-0.106686991|-0.174259072|1|0.845481322|0.780680481|0.085414885|0.8353837409999999|0|-0.093635525|0.22875443|0.213190168|-0.039875482|14.15496611|0.772032541|-2.11340057|-43.38886312|88.21184769|84.53371376|0.466844407|535.5975578|3135.546462|8.038175951|0.875625075|6204.855629|-979.308309|-370.3562372|1863.438327|1.0|1.0|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|5.38|95.85|2.0|0.0|-5.95|32.0|-5.88|423.47|0.0|1.0|1.11e-06|0.000471|4.23|0.0|3.96e-10|5.992000000000001|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|206.92|0.48478|0.28|-0.14975|-0.1999|0.0276450999999999|-1389.184603|9.2467|7.1367|7.1367
14o_a23|0.0|0|1|1|0.0|-4.758526534|2|7.423568444|0|0|1.197958066|3.133942289|0.18835477|-0.014680137|2|0.6669152279999999|-0.002390707|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.802854174|0.000891427|0.861597051|1|-0.072435569|0.328340215|0.0959220569999999|-0.042454824|9.125801389|0.800301554|-2.165196042|-36.61307972|80.64694246|64.33441296|0.48945652|642.7588542000001|2297.392496|9.016411722|0.958697036|7967.617129|-1094.413931|-427.001863|1923.471511|0.0|0.0|1.0|0.0|1.0|1.0|0.09|26.0|-7.95|3.97|114.25|2.0|0.0|-6.89|35.0|-5.94|495.48|0.0|0.0|1.29e-07|6.38e-05|4.76|0.0|1.12e-08|3.6989|3.6989|-2042.184285|-2042.161288|729.11|1236.72|335.19|335.19|0.58581|385.0|-0.1517|-0.23229|0.02299729|-2042.000938|8.3591|8.4815|8.4815
3p_a32|0.0|1|1|1|3.456037415|0.0|0|8.02059915|1|1|0.609420752|0.0|0.007752757|-0.008735261|0|2.1365141480000003|-0.000971341|3|0.000920756|-0.146606489|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|0.918782026|1|-0.070907174|0.366898545|0.180429124|-0.029183126|7.365688817|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|54.24719019|0.416240891|482.3550967|3037.061498|6.243062200000001|0.713035367|5960.446219|-444.779939|-141.21321609999998|1218.977375|1.0|0.0|1.0|1.0|1.0|1.0|0.26|19.0|-6.79|6.06|131.25|1.0|0.0|-5.11|27.0|-6.8|395.5|0.0|1.0|7.78e-06|0.00308|2.7|0.0|1.62e-07|3.6436|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|340.28|0.7017100000000001|0.3083|-0.15055|-0.20018|0.02642856|-1879.406962|5.4496|7585.0|7585.0
28_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|2|1.121067445|-0.013020816|1|-0.010153352|-0.046265509|-0.126992366|2|0.635684951|0.832144916|-0.175007067|0.896193695|1|-0.1132830309999999|0.310094808|0.394650655|-0.038135461|9.214964819|0.65225927|-1.601689367|-40.02656804|82.27079846|82.83994768|0.472690874|359.8303775|1337.037733|7.864990866|0.8964208090000001|5633.990508|-565.9287905|-181.0112167|1459.653524|0.0|1.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|2.49|98.72|1.0|0.0|-3.67|28.0|-7.22|380.35|0.0|1.0|0.000214|0.0816|1.97|0.0|1.2099999999999998e-07|3675.0|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|337.37|0.69002|0.2996|-0.15049|-0.2052|0.03698465|-1335.6279869999998|8.17|7.6|7.6
12p_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|-0.0063403159999999|2|0.0|0.005613018|1|0.005965451|-0.053644471|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.051402518|0.8371763179999999|0|-0.074356395|0.371591982|0.156618406|-0.0364888379999999|6.176226649|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|57.20168999|0.469983155|539.2411292|2326.5244390000003|7.392482526|0.886732486|6166.812731|-775.6774321|-409.146112|1479.558007|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.01|4.35|81.65|2.0|0.0|-5.66|30.0|-5.81|412.51|0.0|1.0|2.21e-06|0.0009119999999999|4.23|0.0|9.75e-08|5.1922|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|238.79|0.33929|0.1527|-0.14823|-0.19992|0.03198743|-1614.890598|4.6103|7.7721|7.7721
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|2|0.0|0.00683534|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|0.7862755770000001|-0.084090414|0.848473695|0|-0.073803258|0.35883584|0.152836128|-0.027258236|5.680936139|0.616489567|-1.117587665|-21.29338752|54.3827755|50.21875634|0.469085779|455.0425806|847.5275797|7.328149934|0.883543443|4618.562904|-322.4414176|-125.1415813|973.7343247|1.0|1.0|1.0|1.0|1.0|1.0|0.05|23.0|-8.14|4.5|63.69|0.0|0.0|-4.03|25.0|-6.15|328.37|1.0|1.0|9.27e-05|0.0304|3.03|0.0|7.190000000000001e-09|4.4331|4.1205|-1065.849941|-1065.817476|572.47|959.39|300.89|279.68|0.66182|0.1644|-0.16813|-0.20645|0.03246499|-1065.723417|3.0364|7.6198|7.6198
17_a12|0.0|0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.610029543|0.0|0.132275232|-0.00864055|3|0.0|-0.002523977|1|-0.000651751|-0.113649923|-0.202276514|2|0.918713011|0.8198617429999999|-0.043392747|0.87653892|0|-0.069570363|0.318309599|0.141880635|-0.035198739|3.048310481|0.786701219|-1.443148294|-18.89085387|57.97616997|42.10235809|0.466056241|447.1583691000001|1470.257187|5.669161963|0.8728564259999999|4866.339908|-391.8666299|-298.7949107|955.9051425|1.0|1.0|1.0|0.0|1.0|1.0|0.17|17.0|-7.16|4.51|78.41|0.0|0.0|-4.51|24.0|-6.07|333.41|1.0|1.0|3.1e-05|0.0103|3.19|0.0|6.97e-08|4.4014|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|281.69|0.39539|148.0|-0.15459|-0.21781|0.02800938|-1366.689546|2.9806|7.7959|7.7959
31_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.304326813|1.441825189|-0.075563891|-0.00869363|2|1.198626524|-0.007525849|1|-0.006265667|-0.035190699|-0.076351692|2|0.677766155|0.856640117|-0.1978980839999999|0.917597019|1|-0.10715233|0.486720182|0.303979962|-0.037580665|8.234748813|0.70664003|-1.691129939|-41.22978713|80.58054906|79.74238158|0.4741051329999999|431.7441681|1322.82831|8.214180216|0.901520747|6019.5391740000005|-650.7084581|-256.3593656|1484.511202|1.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.62|3.23|98.72|1.0|0.0|-4.59|29.0|-6.78|410.83|0.0|1.0|2.56e-05|0.0105|2.86|0.0|2.42e-08|3.9744|3.6369|-1735.435432|-1735.400941|642.11|1079.4|340.91|311.96|0.68276|83.0|-0.15143|-0.20463|0.03449081|-1735.284957|8.6244|7.8|7.8
3t_a32|0.0|1|1|1|3.4477303|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.028840888|-0.006089333|0|2.141978747|9.83e-05|3|0.00139283|-0.070331512|-0.122301673|0|0.710773544|0.822076702|0.0466380209999999|0.870628579|1|-0.080203824|0.217914628|0.171323757|-0.026967947|5.681818647999999|0.684474482|-1.267493496|-31.99514268|72.43498782|59.65287508|0.481726305|523.3947687|2241.507646|8.107111779|0.929482453|5525.861115|-505.632194|-233.0294362|1169.58817|1.0|1.0|1.0|1.0|1.0|1.0|0.3|19.0|-8.01|7.65|128.01|2.0|0.0|-6.48|27.0|-5.81|396.53|0.0|1.0|3.28e-07|0.00013|4.09|0.0|9.86e-09|3.5487|3.5487|-1864.708995|-1864.678788|677.16|1129.24|349.38|349.38|0.70286|0.2906|-0.14739|-0.20246|0.03020622|-1864.534478|2.7003|8.0458|8.0458
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|0|7.412764017000001|2|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|2|0.0|-0.000143196|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.832758813|-0.025198947|0.893689741|0|-0.082622504|0.27547717|0.1694125169999999|-0.037473093|9.36249036|0.737851886|-1.91112774|-35.56900768|83.16347311|68.48007054|0.464588|544.9693552|2328.307856|8.766216204|0.86772056|6003.481614|-822.7409526|-312.1212186|1699.445432|1.0|0.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.66|2.75|92.99|1.0|0.0|-3.99|31.0|-7.08|406.44|0.0|0.0|0.000101|0.0412|2.4|0.0|2.21e-07|4.9124|3.8801|-1325.199863|-1325.159466|691.41|1160.79|319.54|252.39|0.59563|0.3982|-0.15704|-0.21788|0.04039655|-1325.0127220000002|9.6512|7.4949|7.4949
3c_a12|0.0|0|0|0|0.0|0.0|0|6.555356892000001|1|1|0.610140703|0.0|0.06235058|-0.009252756|2|0.0|-0.003879878|1|-0.001825446|-0.116098308|-0.211367878|1|0.923855679|0.826033688|-0.0461654159999999|0.888353608|0|-0.071719601|0.242114395|0.156144506|-0.033980537|3.384177297|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|42.97583906|0.427357986|426.9566009|1139.340748|6.231995392999999|0.746291708|4629.005722|-330.5560685|-207.9738085|926.0140155|1.0|1.0|1.0|0.0|1.0|1.0|0.12|17.0|-6.78|4.01|78.41|0.0|0.0|-4.22|23.0|-6.18|319.38|0.0|1.0|6.06e-05|0.0194|2.91|0.0|1.67e-07|3.9848|3.5862|-1327.498519|-1327.471862|544.65|894.36|345.72|311.14|0.43415|0.1193|-0.14572|-0.22035|0.02665687|-1327.4004710000002|2.3061|7699.0|7699.0
5a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|1|2.475383677|0.012640587|2|0.01228899|-0.102607753|-0.168135655|1|0.699970832|0.788709546|-0.132977171|0.847812674|1|-0.038932964|0.2814514|0.030107124|-0.022747617|2.900288114|0.66527517|-0.978147545|-11.08625592|44.17662122|26.21058426|0.4528093929999999|517.556163|1605.985157|5.892775027000001|0.8275167520000001|4770.917486|-278.5298849|-176.38892919999998|784.5791628|1.0|0.0|1.0|1.0|1.0|0.0|0.14|20.0|-6.24|3.66|35.64|0.0|0.0|-3.89|25.0|-5.83|326.39|1.0|1.0|0.000129|42.0|3.46|0.0|5.7e-07|5.6146|4.0159|-1029.930364|-1029.905844|582.98|976.41|308.73|220.82|0.39948|0.1156|-0.16659|-0.19146|0.02452028|-1029.786489|5649.0|5.3872|5.3872
3g_a32|0.0|1|1|1|3.542426304|-0.047725143|0|7.78113851|0|0|0.60942078|0.0|0.015803466|-0.006258272|0|2.2144733530000003|0.001276735|3|0.002565215|-0.074808287|-0.133675401|0|0.833981748|0.755211939|-0.1015732219999999|0.802214256|1|-0.070213101|0.273439311|0.112304055|-0.030429702|3.683575459|0.8007401590000001|-1.278047464|-21.55960626|60.55421302|45.55465473|0.447358137|491.89858160000006|1886.244271|5.917878616|0.809490137|5058.622432|-392.4367329|-333.29803589999995|884.4366022|1.0|0.0|1.0|1.0|1.0|1.0|0.28|19.0|-7.29|7.02|110.94|2.0|0.0|-7.09|24.0|-4.9|354.49|0.0|1.0|8.12e-08|2.88e-05|5.02|0.0|5.08e-08|3.5456|3.5456|-1712.060085|-1712.036238|593.24|998.86|349.68|349.68|0.70275|0.2859|-0.14715|-0.20065|0.02384763|-1711.919273|5.5816|7.8539|7.8539
8a_a31|0.0|1|0|0|3.28085223|0.0|0|7.765993078999999|1|1|0.610138387|0.0|-0.039027368|-0.015034136|0|0.0|-0.013230176|2|-0.009293513|-0.054025775|-0.094359203|0|0.938325481|0.837862749|0.0502030679999999|0.895174844|0|-0.122293189|0.272259026|0.405860136|-0.0416959379999999|9.179668678|0.666437359|-1.501053781|-29.89286568|82.32407724|79.02944672|0.4512945479999999|293.7455749|1443.955093|5.83708559|0.822471411|4538.505909|-366.9116769|-164.57484340000002|1113.575221|0.0|1.0|0.0|1.0|1.0|2.0|0.2|16.0|-5.33|4.16|114.29|0.0|0.0|-3.57|22.0|-7.11|314.36|0.0|1.0|0.000269|0.0846|1.56|0.0|4.62e-06|3.8097|3.8097|-1347.541429|-1347.507102|538.75|872.11|325.45|325.45|0.7027100000000001|0.2604|-0.1587599999999999|-0.18869|0.03432763|-1347.446223|5.3042|6.1024|6.1024
12ax_a36|0.0|1|0|0|3.429529478|0.0|0|7.412764017000001|2|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|2|0.0|-0.001012333|1|-0.00097037|-0.101451485|-0.1716508239999999|1|0.884841888|0.836170906|-0.0394369539999999|0.892249657|0|-0.073739612|0.375647684|0.153162279|-0.038813619|8.558226304|0.7648530440000001|-1.940680931|-32.99232962|84.58859134|62.11847297|0.488501696|566.4430628|2471.295987|7.563197245|0.955040697|6741.969187999999|-868.2929481000001|-354.3162187|1697.196809|1.0|0.0|1.0|1.0|0.0|2.0|0.14|17.0|-7.76|3.99|69.2|2.0|0.0|-5.08|31.0|-6.26|450.32|1.0|1.0|8.27e-06|0.00372|3.93|0.0|1.74e-08|5.2372|3.8889|-2152.130959|-2152.100515|699.67|1182.31|318.82|236.74|0.39564|0.4167|-0.15728|-0.21324|0.03044421|-2151.971761|6.0402|7.9208|7.9208
1h_a5|0.0|1|0|0|2.9516097130000003|0.0|0|6.605297921|0|0|1.427564094|0.0|-0.259241577|-0.001978474|2|0.0|0.008031558|1|0.007357977|0.034752304|0.0578378779999999|2|0.71274658|0.780175595|0.070628165|0.8436458929999999|0|-0.067599619|0.39793593|0.119359774|-0.027798699|2.393400474|0.7450549759999999|-1.111947978|-18.38824808|44.51475742|39.84574434|0.489507204|459.3001331|819.6979313999999|6.711386288|0.958891501|4334.547353|-302.4687931|-255.618083|778.3845404|1.0|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.41|4.99|54.46|0.0|0.0|-4.25|24.0|-5.77|312.37|1.0|1.0|5.5700000000000005e-05|0.0174|3.43|0.0|3.87e-09|4652.0|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|266.52|0.4112699999999999|0.1754|-0.17797|-0.21921|0.031392033|-990.523098|3.3752|7.5528|7.5528
14a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|3|2.070512208|0.011509975|1|0.012272222|-0.220250238|-0.344811314|2|0.76857495|0.7348225290000001|-0.011977878|0.770129205|1|-0.044416218|0.43555903|0.088450549|-0.018970051|7.140714112|0.542015878|-1.270993412|-23.38784787|67.14248252|42.07091945|0.469029865|661.4615097|1774.8853399999998|10.0292632|0.8833450959999999|6754.660977|-669.2555601|-60.97724212|1701.592784|0.0|1.0|1.0|1.0|1.0|0.0|0.39|21.0|-8.18|4.16|59.31|1.0|0.0|-4.21|35.0|-6.82|468.59|1.0|0.0|6.159999999999999e-05|0.0288|3.29|0.0|6.55e-09|5.5808|3802.0|-1489.655581|-1489.803158|800.01|1380.89|326.1|222.16|0.34245|0.0005|0.2422099999999999|0.19621|-0.14757681|-1489.487381|4.8004|7.1308|7.1308
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343865392|2.156628874|-0.183963421|-0.001234337|2|2.183056868|0.011760626|1|0.0112367389999999|-0.048056862|-0.078747188|2|0.646069495|0.77276149|-0.168712277|0.8306695270000001|1|-0.049768752|0.456474074|0.0667239759999999|-0.0255766729999999|2.274995377|0.793717973|-1.099796957|-13.21145879|40.86951119|30.05764711|0.398500394|480.8472306|1883.42405|5.326452915|0.66251148|4878.070704|-291.9486922|-302.661743|713.9097433|1.0|1.0|0.0|1.0|1.0|0.0|0.19|21.0|-7.57|4.52|43.6|1.0|0.0|-4.12|25.0|-5.79|326.39|1.0|1.0|7.59e-05|0.0248|3.52|0.0|2.71e-08|5.382000000000001|4.0261|-1029.960398|-1029.93716|566.84|960.45|307.95|230.37|0.55032|67.0|-0.1696599999999999|-0.21831|0.02323788|-1029.813844|3.1195|7.1079|7.1079
20_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.399905568|2.017439295|-0.203359312|-0.003103385|1|0.0|0.012265062|1|0.012025268|-0.064248765|-0.103098674|1|0.691307598|0.7797803109999999|0.246357638|0.8404413829999999|0|-0.060595472|0.210083785|0.081852712|-0.0273144939999999|5.313236547|0.6435852470000001|-1.010636274|-14.03867522|46.45917085|40.20507689|0.421704107|441.9318823|1379.418733|5.543543957000001|0.729218575|4085.683488|-234.1428169|-138.2237887|755.8433223999999|1.0|1.0|1.0|1.0|1.0|0.0|0.11|17.0|-5.55|3.2|39.94|0.0|0.0|-3.46|22.0|-5.96|289.33|1.0|1.0|0.000346|0.1|2.96|0.0|2.79e-06|5.1778|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|239.45|0.5152|0.1415|-0.16699|-0.19747|0.022349042|-934.150871|5.5779|6.1898|6.1898
13a_a5|0.0|1|0|0|2.931642415|0.0|0|6.605297921|0|0|1.393002748|0.0|-0.154076582|-0.006081807|2|0.0|0.002355511|1|0.003196482|-0.035005746|-0.0569177229999999|2|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0|-0.08903048|0.470564031|0.233249839|-0.0279752339999999|6.938219155|0.598791539|-1.426736914|-36.90128585|72.13276165|68.09484712|0.460877309|493.6342317|1314.232685|8.571729592999999|0.854865353|5628.9694|-591.3528349999999|-127.2041084|1533.979782|1.0|1.0|1.0|1.0|1.0|2.0|0.13|23.0|-8.9|4.39|92.79|2.0|0.0|-3.77|30.0|-7.18|399.45|0.0|1.0|0.000169|0.0675|2.19|0.0|1.26e-09|4.6285|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|267.87|0.41806|0.1992|-0.17364|-0.22898|0.04138695|-1312.968936|4.1671|7041.0|7041.0
14b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|2|1.267593742|4.240438135|-0.092558007|-0.003935732|2|2.115127752|0.010215823|2|0.011249462|-0.1786649189999999|-0.280243276|1|0.74726683|0.7887047979999999|0.030057537|0.831689551|1|-0.050362464|0.7031402240000001|0.095923652|-0.025558317|9.64109526|0.637281054|-1.533499045|-21.65397937|64.58491917|47.72661339|0.445384689|592.81677|2984.248708|6.3538844910000005|0.8030515570000001|6737.145102|-659.347336|-180.03459850000002|1577.857852|1.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-6.86|3.72|66.99|2.0|0.0|-4.6|33.0|-6.5|441.52|1.0|0.0|2.51e-05|0.0111|3.51|0.0|1.3900000000000001e-07|5.2834|4.0775|-1431.068494|-1431.037684|718.64|1253.87|304.07|234.67|0.55594|0.1373|-0.16874|-0.1936|0.03081037|-1430.7933859999998|6.7927|5.1818|5.1818
22_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|2|2.041494094|0.009265667|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|0.809440795|1|-0.059893667|0.425968568|0.053484974|-0.027118811|5.21001405|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|47.00134116|0.477376285|616.3298149|2396.806062|7.408914181|0.913422548|5924.626340999999|-574.9260339|-352.4559681|1145.712729|1.0|1.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.33|67.39|2.0|0.0|-5.6|31.0|-5.58|401.46|0.0|1.0|2.48e-06|0.000997|4.47|0.0|2.04e-10|5.5591|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|223.03|0.38233|0.0015|-0.16176|-0.21856|0.03226475|-1275.657902|6141.0|6.6364|6.6364
8c_a31|0.0|1|0|0|3.435435563|0.0|0|7.765993078999999|1|1|0.610137334|0.0|-0.012583838|-0.01275867|0|0.0|-0.0080009219999999|2|-0.004832959|-0.053983462|-0.09039853|0|0.922486359|0.847752299|0.006000201|0.896193695|0|-0.1170607269999999|0.280934088|0.3739272389999999|-0.039640027|9.027343766|0.72308253|-1.66488115|-35.61776956|82.77037329|80.93682766|0.47508938|345.3445134|1678.6836239999998|6.820988495|0.90508624|4835.748065|-506.5691518|-246.1066271|1270.056726|1.0|1.0|1.0|1.0|1.0|2.0|0.29|16.0|-6.13|4.89|114.29|0.0|0.0|-4.42|24.0|-6.7|342.42|0.0|1.0|3.79e-05|13.0|2.38|0.0|7.45e-07|3.8492|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|322.11|0.7005|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|6.0915|6.0915
8d_a32|0.0|1|1|1|3.474433107|0.0|0|7.765993078999999|0|0|0.609420756|0.0|0.143684876|-0.010604502|0|2.146260246|-0.006974711|3|-0.005162219|0.001558357|0.002805572|0|0.825020753|0.825978584|-0.054095278|0.875986707|1|-0.109612139|0.261692269|0.2892958439999999|-0.03346862|6.291941176|0.708567136|-1.539556512|-43.2918338|81.54594837|78.89798692|0.47012654|446.6450457|2371.595484|8.106843676|0.887243042|5523.492436|-608.0551435|-262.14980440000005|1365.489282|1.0|0.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.26|6.42|154.03|1.0|1.0|-6.08|27.0|-6.47|397.52|0.0|1.0|8.41e-07|0.000334|3.17|0.0|5.51e-08|3.5588|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|348.39|0.7026100000000001|0.3018|-0.14765|-0.20115|0.04065536|-1880.602038|1873.0|8.0809|8.0809
12v_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|0.037440652|-0.006974714|2|0.0|0.002431329|1|0.001805829|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.029852321|0.889479916|0|-0.077138874|0.404950755|0.1498787969999999|-0.037666615|7.242869835|0.806069067|-1.845664126|-35.30820865|75.73440678|62.89402328|0.478535287|575.1512171|2483.120571|8.114588039|0.917675298|6952.110426|-844.8022477|-414.1432908000001|1549.107692|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.8|5.11|81.65|2.0|0.0|-6.58|31.0|-5.52|467.37|0.0|1.0|2.64e-07|0.000123|5.12|0.0|1.58e-08|3.5507|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|349.18|0.68405|0.1601|-0.1505099999999999|-0.20681|0.03495552|-2494.802821|4105.0|7.6596|7.6596
11_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.381898438|0.0|0.035230036|-0.007767503|3|1.311097861|-0.007419345|0|-0.00580273|-0.038723054|-0.079543257|3|0.702719047|0.715054643|-0.058523885|0.770028429|1|-0.08164597|0.572646116|0.203136607|-0.035945973|3.175899139|0.816608795|-1.833244617|-30.64032829|66.9895812|55.20085753|0.4686568239999999|488.1611434|2201.328597|5.966142027|0.8820228529999999|6736.717611|-687.9851765999999|-387.9111844|1375.2628029999998|1.0|1.0|0.0|1.0|1.0|2.0|0.04|28.0|-10.55|5.58|70.93|2.0|0.0|-6.29|32.0|-5.28|422.45|0.0|1.0|5.110000000000001e-07|0.000216|5.06|0.0|2.81e-11|3.7253|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|332.82|0.6915399999999999|0.2321|-0.1546|-0.20554|0.03959805|-1395.980918|4.6111|7.4|7.4
16_a15|-3.726252327|0|0|0|0.0|0.0|0|0.0|0|0|0.300207157|0.0|0.072882981|-0.008593957|2|0.0|-0.009769916|0|-0.00379317|-0.046871961|-0.0764246109999999|2|0.787100127|0.729432583|0.080837546|0.77948108|0|-0.08870471|0.7427725270000001|0.276402595|-0.039472502|3.31414791|0.868460507|-2.131515106|-41.45211893|76.07332645|65.48636021|0.419910645|494.6488764|3014.308422|6.798937229|0.7238723509999999|6931.531554000001|-996.0668068|-503.7568532|1677.792959|1.0|1.0|1.0|0.0|1.0|2.0|0.08|24.0|-9.21|3.37|115.58|2.0|0.0|-6.0|32.0|-6.27|446.52|0.0|1.0|9.89e-07|0.000442|3.88|0.0|6.1e-10|4.1731|4.1295|-1770.509465|-1770.448668|716.79|1229.58|300.24|297.1|0.6541100000000001|0.1409|-0.16871|-0.20953|0.06079704|-1770.281427|11.7447|7.6778|7.6778
12am_a36|0.0|1|0|0|3.340519946|-4.723487246|0|7.412764017000001|2|2|1.240140551|0.0|0.088482802|-0.015884751|2|0.0|-0.011700732|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|0.885733922|0|-0.091472759|0.305015372|0.185013456|-0.045928425|8.395550408|0.788334835|-2.480134939|-43.65752487|95.53118838|75.34643812|0.484558903|563.0333297999999|2603.072527|8.772646622|0.940085891|7238.033439|-1183.702712|-398.3921535|2173.44302|1.0|0.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|3.31|78.43|2.0|0.0|-5.2|34.0|-6.4|465.43|0.0|0.0|6.26e-06|0.00291|3.86|1.0|7.24e-08|5.2317|3.8606|-1645.205296|-1645.169789|714.21|1206.77|321.15|236.99|0.40752|0.2987|-0.15658|-0.21356|0.03550681|-1645.016323|8.0872|7.2218|7.2218
