molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
47u_a18|0.0|0|0|0.0|0.0|1.251177393|0.0|-0.010219187|-0.0872206669999999|0|0.008108241|0.0|-0.000829573|0.031337464|-0.033209663|0|0.00082284|0.0121925089999999|-0.539738821|0|0.664796402|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|0.02068926|-64.32800179|14.42377665|0.258933526|-0.0344062|-44.84707106|10.0557163|77.59162925|0.721837463|79.06741651|-23.98671253|0.483819806|516.6437614|-1415.216039|1415.590236|0.937307962|6837.350959|193.9244919|33.23007431|0.021142007|818.9389171|14.73941472|0.0|0.0|1.0|1.0|2.0|3.98|0.0|0.19|18.0|99.56|3.0|1.0|1.0|-5.69|34.0|4.0|-6.31|0.0|0.0|1.04e-05|3.9|0.0|2.89e-06|-0.06392|9.34|3.1186|-1510.153552|738.53|1282.66|397.57|397.57|646.45|0.69143|0.69143|-1509.771642|-0.12717|-0.19109|0.02892505|-1509.839543|5.8058|1.97|5.7055
18a_a25|0.0|0|0|0.0|0.0|1.194229606|1.875390684|-0.0029953159999999|-0.019008377|2|0.062229409|2.050257213|0.007643634|-0.018419483|-0.019985937|1|0.007325341|0.106305991|-0.2936794219999999|2|0.761417363|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.0095281269999999|-51.83514755|6.317215793|0.068371614|-0.03097773|-34.36707071|4.188358905|0.0|0.817072039|59.45091020000001|-20.53845469|0.493301255|617.676232|-1088.538099|2331.966135|0.973559258|6523.923911999999|121.2825364|25.136651|0.011486699|759.4953883|7.615762647|1.0|1.0|1.0|1.0|1.0|3.5|3.43|0.08|27.0|87.72|2.0|1.0|1.0|-6.33|32.0|3.0|-5.58|0.0|1.0|1.71e-06|4.76|0.0|7.28e-08|-0.05591|4.51|3.1711|-1675.2501519999998|694.17|1229.09|390.98|225.57|556.26|0.2834|0.5274399999999999|-1674.982248|-0.15732|-0.21323|0.02456497|-1675.04368|4.3839|94.0|7.0269
12z_a30|0.0|0|0|0.0|0.0|0.604983642|0.0|-0.008819424|-0.026703371|2|0.034848862|0.0|0.003529389|0.018796341|-0.045463448|1|0.005111479|0.05890953|-0.39205163|1|0.8397577820000001|-0.02232319|-0.077335468|0.855880335|0.794193541|0|0.030875938|-74.96232552|21.47520633|0.167079923|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|95.20867045|-23.67231332|0.48740649|579.3226647000001|-1349.321859|2435.831516|0.950863559|7074.004131999999|256.7627363|37.52507564|0.029109145|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|100.11|2.0|0.0|1.0|-5.61|33.0|6.0|-6.39|0.0|0.0|9.94e-06|3.81|0.0|6.720000000000001e-05|-0.04679|3.34|3.4438|-1804.785911|739.33|1266.9|360.02|257.96|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|-146.0|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615
12aq_a36|0.0|1|0|3.427017327|0.0|1.297043497|0.0|-0.0116333169999999|-0.135770278|2|0.076517478|0.0|-0.006653538|-0.1031859869999999|-0.028591187|1|-0.004569485|0.131910912|-0.5356623070000001|1|0.892815402|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|0.021389734|-81.56528598|14.29132551|0.318529388|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|95.39676382|-28.69889692|0.426481765|455.31741460000006|-1549.740434|2906.024504|0.743623723|6296.75201|159.03272990000002|37.66374367|0.020701483|689.2886595|13.83147784|0.0|0.0|0.0|1.0|3.0|4.83|0.0|0.13|17.0|112.29|1.0|0.0|1.0|-3.52|32.0|5.0|-7.79|0.0|0.0|0.000359|1.55|0.0|0.000305|-0.06059|3.88|3.3759|-1401.637414|703.04|1190.22|367.26|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|-0.13908|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596
5a_a49|0.0|0|0|0.0|0.0|1.343848751|2.111324504|-0.009147269|0.007039248|2|-0.072902329|1.878067786|0.007647515|-0.046327135|0.076610236|1|0.008623164|-0.1205081119999999|-0.51958118|2|0.66494289|0.001251171|0.127914587|0.855876084|0.632463498|1|0.028578361|-46.04810561|16.71687776|0.199909945|-0.027311576|-26.93578408|9.77851757|54.35929907|0.6069287529999999|61.89135559|-15.97587337|0.490453006|468.0117167|-782.8177953|1887.422375|0.962527525|6294.404170000001|229.9265537|26.32248561|0.0270848489999999|592.5885712|15.84324998|0.0|0.0|1.0|1.0|0.0|3.37|2.93|0.22|21.0|73.14|1.0|0.0|1.0|-3.84|30.0|5.0|-6.84|1.0|1.0|5.09e-05|2.65|0.0|4.72e-05|-0.05062|4.14|3.9219|-1311.960542|625.06|1082.25|316.13|236.42|443.78|0.31953|0.66225|-1311.743648|-0.16176|-0.21238|0.03478454|-1311.799168|7.0102|43.0|7.3665
12v_a36|0.0|1|0|3.468871488|0.0|1.297043692|0.0|-0.008411281|-0.04314418|2|0.073329354|0.0|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.401336708|1|0.8913597320000001|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|0.027145269|-69.20675352|17.85767346|0.197708661|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|88.07013157|-21.78731129|0.461799225|527.7920397|-1176.51481|2328.221818|0.8580426609999999|6065.593390999999|244.9490697|34.71221847|0.02867403|679.7230552999999|18.86337805|1.0|0.0|0.0|1.0|2.0|4.82|0.0|0.17|17.0|78.43|1.0|0.0|1.0|-3.95|31.0|5.0|-6.93|0.0|0.0|8.499999999999999e-05|2.65|0.0|8.340000000000001e-05|-0.05219|2.65|3.7035|-1347.442792|671.56|1150.38|334.77|319.16|502.83|0.69298|0.7016100000000001|-1347.2000369999998|-0.15185|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539
4m_a46|0.0|0|0|0.0|0.16407746|1.134637002|2.12888511|-0.000686578|0.051308728|1|-0.302054595|0.0|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.487230027|-0.098201489|1|0.615482006|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0|0.010905551|-35.43866734|5.74716122|0.051026123|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|41.88525631|-11.81288911|0.463006576|500.1036387|-531.5800101|1639.260563|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|486.9589609|6.446588969|1.0|0.0|1.0|1.0|0.0|3.59|2.9|0.29|17.0|54.5|1.0|0.0|1.0|-4.52|25.0|3.0|-5.68|1.0|1.0|2.68e-05|3.69|0.0|4.31e-05|-0.04808|3.45|4.3476|-1031.109224|558.63|975.72|285.18|205.21|468.63|0.38389|0.68505|-1030.929791|-0.18308|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901
6a_a31|0.0|1|0|3.3855253210000003|0.0|0.610184884|0.0|-0.01694403|-0.181987023|0|0.08881108|0.0|-0.013930701|-0.0225412779999999|-0.026103465|2|-0.010591881|0.1533239019999999|-0.568500407|0|0.848282918|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|0.034212524|-74.23718620000001|20.08876284|0.42783832|-0.045153913|-43.59027182|11.79563339|98.49408082|0.6927462990000001|92.52963742|-26.51328079|0.478330896|335.9594356|-1113.557793|1671.917893|0.916923952|5908.282843|180.411907|38.27271371|0.031153284|479.200937|18.29245122|1.0|1.0|1.0|1.0|2.0|3.42|2.51|0.05|22.0|131.36|1.0|0.0|1.0|-5.22|28.0|5.0|-6.69|0.0|1.0|4.55e-05|2.8|0.0|4.3200000000000007e-05|-0.05563|4.03|3.5428|-1613.295461|607.79|1028.95|349.96|349.96|447.66|0.70416|0.70416|-1613.1416|-0.1428|-0.19843|0.04606915|-1613.198178|11.2387|1.1|5.9586
5_a15|0.0|0|0|0.0|0.0|1.419941043|0.0|-0.008878343|-0.044921287|2|0.0729170329999999|0.0|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.340979744|2|0.8384601770000001|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|0.032616864|-73.61131563|24.25353664|0.125945852|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|0.5089899720000001|100.6631306|-20.30656983|0.486150431|649.9369163|-1177.78105|2179.757502|0.946094849|6656.720346|365.1095806|39.89581513|0.036380071|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|3.79|3.68|0.15|24.0|74.73|3.0|0.0|1.0|-6.16|33.0|6.0|-5.55|0.0|1.0|2.18e-06|4.86|0.0|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.779775|737.16|1272.84|341.96|286.35|629.67|0.62664|0.70244|-1470.487858|-0.14839|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861
8c_a31|0.0|1|0|3.435435563|0.0|0.610137334|0.0|-0.01275867|-0.104377029|0|-0.106461724|0.0|-0.0080009219999999|-0.1903992189999999|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.513257014|0|0.922486359|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|0.029669107|-70.64275621|16.3656112|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|82.77037329|-21.86561502|0.47508938|345.3445134|-918.3558307|1678.6836239999998|0.90508624|4835.748065|152.7489054|30.23944586|0.021986076|423.1367008|12.12761708|1.0|1.0|1.0|1.0|2.0|3.51|2.9|0.29|16.0|114.29|0.0|0.0|1.0|-4.42|24.0|5.0|-6.7|0.0|1.0|0.000237|2.38|0.0|0.0002549999999999|-0.03222|1.83|3.8492|-1426.129055|595.67|981.89|322.11|322.11|475.72|0.7005|0.7005|-1425.968408|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915
12b_a36 (EW-7197)|0.0|1|0|3.3685352889999995|0.0|1.2970445309999998|0.0|-0.008137593|-0.082283951|2|0.027495626|0.0|-0.002526241|-0.098032695|-0.056994595|1|-0.000673716|0.059005046|-0.442656599|1|0.724208473|-0.001567914|-0.097861598|0.8741648479999999|0.698414933|0|0.021439664|-67.98756422|13.41367899|0.236481628|-0.039120289|-42.53627024|8.392238798|5.958751634|0.746747352|80.95733534|-24.47552312|0.45988432|477.6935927|-1223.776156|2338.370858|0.851455231|6096.459089|158.4469629|32.77617664|0.020730147|595.8790650000001|12.96977113||||||||||||||||||||||||-0.04975|3.41|3.7725|-1332.147999|659.48|1104.61|328.66|322.25|486.64|0.6824899999999999|0.69991|-1331.9479310000002|-0.15571|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549
13e_a6|0.0|1|0|3.433539068|0.0|1.429020445|0.0|-0.006882528|-0.008507023|2|0.018376555|1.643912856|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|0.032420935|-0.462344944|2|0.841211811|0.102257199|-0.067328767|0.827254552|0.790249345|1|0.0183790889999999|-62.36320497|12.28502792|0.138323399|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|75.42629799|-22.01054293|0.4442079679999999|575.965487|-1122.537689|3457.565879|0.799234143|6147.8097210000005|185.4673146|30.46313253|0.019543118|676.2770877|13.06309302|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|27.0|103.17|1.0|0.0|0.0|-5.11|32.0|5.0|-6.52|0.0|1.0|1.65e-05|3.27|0.0|2.75e-08|-0.07534|3.36|3.2475|-1347.25954|713.3|1202.5|381.78|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|-0.1327|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208
6_a4|0.0|0|0|0.0|0.0|1.271761557|2.170234316|-0.001221193|0.010164572|2|0.042096749|2.186806868|0.011457667|0.0032928379999999|-0.208689928|1|0.01098094|0.0671397079999999|-0.1738111839999999|2|0.664591856|-0.169533683|-0.340860215|0.810030118|0.664247086|1|0.0077624059999999|-37.33240845|4.324187697|0.054454162|-0.024618083|-20.7966895|2.408866521|45.93422613|0.814470803|42.27020924|-13.71394596|0.423084148|526.7333132|-671.9833521|1968.0178670000005|0.733355042|5256.215815|103.3523757|16.83786074|0.008863911|578.2065561000001|4.937800786|0.0|1.0|1.0|1.0|0.0|3.38|3.45|0.26|21.0|43.6|2.0|0.0|1.0|-4.91|27.0|3.0|-5.42|1.0|1.0|7.74e-06|4.28|0.0|3.67e-06|-0.04867|4.11|4.0354|-1108.563418|613.83|1057.7|307.24|254.51|453.87|0.60542|0.5877|-1108.338577|-0.16959|-0.2182599999999999|0.02244097|-1108.392115|3.2192|1.3|5.8861
16a_a32|0.0|1|1|3.357452523|0.0|0.6094207620000001|0.0|-0.014399612|-0.0848387459999999|0|-0.053745649|2.095743605|-0.008098765|-0.062610718|-0.058518519|3|-0.005552127|-0.0999399409999999|-0.707456102|0|0.859696525|0.039965071|-0.098258706|0.909908319|0.81143469|1|0.020664867|-74.35152328|12.86051026|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|88.96104768|-23.13158502|0.450892763|470.82456669999993|-1040.921326|2992.60858|0.8211379000000001|5746.082161|188.6800971|33.19592405|0.023475264|532.685565|14.6095244|1.0|0.0|1.0|1.0|3.0|3.53|2.66|0.22|19.0|152.07|1.0|0.0|1.0|-5.49|27.0|4.0|-6.85|0.0|1.0|9.14e-05|2.65|0.0|2.01e-05|-0.0567299999999999|3.9|3.6314|-1896.770883|664.67|1096.48|341.42|341.42|535.63|0.70245|0.70245|-1896.589348|-0.15045|-0.20718|0.04088655|-1896.649286|1.8274|11.0|7.9586
13i_a6|0.0|1|0|3.399318783|0.0|1.430639411|0.0|-0.0149593219999999|-0.154502515|1|0.035242754|0.0|-0.011017781|0.034304189|-0.032549318|1|-0.007703306|0.057038772|-0.560601136|1|0.8744720490000001|0.145878803|-0.054229558|0.8287956870000001|0.830577798|0|0.031178586|-86.83156133|20.90143854|0.375953882|-0.046433945|-58.20996912|14.01186473|116.5456632|0.783597763|100.2320567|-31.12829557|0.429711323|418.3467934|-1649.799665|2880.134143|0.753497905|6306.951561999999|145.07130039999998|39.72483975|0.019989461|673.8038326000001|13.40049533|1.0|1.0|1.0|1.0|3.0|3.59|2.7|0.12|23.0|115.15|1.0|0.0|1.0|-5.03|32.0|5.0|-6.81|0.0|1.0|3.28e-05|2.95|0.0|1.36e-06|-0.0481399999999999|4.94|3.5614|-1426.518007|703.43|1196.21|348.14|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|-0.1464|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778
12i _a30|0.0|0|0|0.0|0.0|0.604984133|0.0|-0.00691453|-0.030422458|2|-0.0982344169999999|0.0|0.00372838|0.0109710489999999|-0.072247675|1|0.003603419|-0.172434349|-0.469854551|1|0.8264832879999999|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|0.015808432|-63.00408424|10.32233418|0.156570866|-0.037414255|-41.13938837|6.740110893|0.0|0.806299097|72.59006433|-24.43015511|0.479900127|550.7287204|-1197.077601|2280.31966|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|652.8825454|9.585980094|1.0|0.0|1.0|1.0|1.0|4.62|0.0|0.14|17.0|81.65|2.0|0.0|1.0|-5.93|30.0|4.0|-5.75|0.0|1.0|3.61e-06|4.49|0.0|2.61e-05|-0.05465|4.45|3.5242|-2035.339603|691.59|1167.27|351.81|246.2|542.74|0.43157|0.68497|-2035.141693|-0.14945|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013
4g_a49|0.0|0|0|0.0|0.0|1.343847279|4.107873566|-0.003686314|-0.008414823|4|-0.085731041|3.4246879480000003|0.007953069|0.003456679|0.08591712|2|0.007845545|-0.146265064|-0.311927917|4|0.651833607|-0.027032199|0.144740607|0.81242269|0.626581708|2|0.018944337|-66.44036383|18.87757641|0.139812173|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|0.6273572239999999|90.11923831|-24.91513644|0.48934952|857.1564845|-1993.210915|4747.967275999999|0.958286615|11516.07629|371.3295653|39.71443299|0.023762615|1714.878736|23.67887448|0.0|0.0|0.0|1.0|1.0|4.83|4.36|0.1|42.0|116.3|2.0|0.0|0.0|-7.47|51.0|7.0|-6.6|0.0|0.0|3.72e-08|5.28|0.0|1.4199999999999998e-11|-0.06458|6.35|3.6269|-2147.66293|985.89|1766.47|341.84|287.56|662.84|0.33449|0.69238|-2147.217543|-0.15087|-0.21545|0.05838924|-2147.295787|4.5147|106.0|6.9747
18_a10|0.0|0|0|0.0|0.0|1.243178376|2.142254323|-0.00309846|0.0307177839999999|2|-0.092424959|2.026949641|0.009941402|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.220292492|2|0.7155022459999999|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.019095409|-48.27152552|12.12013168|0.114447045|-0.024889861|-30.63863373|7.692822451|123.3621791|0.641615544|61.38857307|-15.79795381|0.4670293179999999|562.0732377|-868.8874593|2137.914113|0.876275815|6213.631543|227.471785|24.62214943|0.020666062|713.2632062000001|13.11704755|0.0|1.0|1.0|1.0|0.0|4.07|3.41|0.32|21.0|62.06|1.0|0.0|1.0|-4.48|31.0|5.0|-6.34|1.0|1.0|1.7100000000000002e-05|3.49|0.0|5.44e-06|-0.0495699999999999|2.65|3.7977|-1336.404041|687.19|1181.5|326.47|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|-0.15735|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861
26_a20|0.0|0|0|0.0|0.0|1.4165417530000002|1.877209467|-0.00578453|-0.104520106|2|0.1516835819999999|2.01129617|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.249416844|-0.446730587|2|0.7071284179999999|-0.070815554|-0.055150498|0.8096894440000001|0.690530489|1|0.012753218|-55.81998701|8.604974082|0.20662747|-0.0327795789999999|-37.66339899|5.806030949|80.47551422|0.7848887259999999|65.85953426|-22.11735334|0.472355054|535.3119506|-1172.219727|2534.075607|0.8952138340000001|6221.067002000001|145.1419493|28.17896678|0.014879363|712.1606951|10.03954725|1.0|1.0|1.0|1.0|1.0|3.42|3.07|0.08|27.0|86.69|2.0|0.0|1.0|-5.14|32.0|4.0|-6.28|0.0|1.0|9.51e-06|3.63|0.0|2.780000000000001e-07|-0.05097|4.97|3.8894|-1352.277633|715.27|1211.34|318.77|256.05|543.96|0.50878|0.68167|-1352.036122|-0.16129|-0.21226|0.03774288|-1352.098465|4.8742|131.0|6.8827
12_a15|0.0|0|0|0.0|0.0|1.435689014|0.0|-0.006620824|-0.0455566929999999|2|-0.035728911|0.0|0.001740635|-0.106061273|-0.01062828|0|0.0034254209999999|-0.054575504|-0.380490701|2|0.8310685940000001|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|0.015018226|-60.15445365|9.58943236|0.10362709|-0.031995594|-38.40979933|6.123040777999999|4.192089814|0.746489397|70.6606311|-20.42981445|0.476419838|572.3516967|-1082.780166|2661.728915|0.909927213|5897.820841|161.8714956|27.36785616|0.016453962|673.7288405|10.50617745|1.0|1.0|0.0|1.0|1.0|3.56|3.73|0.12|24.0|56.27|2.0|0.0|1.0|-6.22|30.0|4.0|-4.97|0.0|1.0|1.47e-06|5.29|0.0|5.99e-08|-0.03196|5.16|3.8538|-1281.060163|688.91|1177.81|321.72|276.63|585.26|0.50595|0.70444|-1280.810963|-0.15858|-0.19054|0.02694613|-1280.871722|6.0547|4.0|8.3979
11c_a31|0.0|1|0|3.336985072|0.0|0.6101368770000001|0.0|-0.0184155389999999|-0.141329185|0|-0.031640011|0.0|-0.011679927|-0.137912959|-0.085216451|2|-0.008375297|-0.0512371409999999|-0.572548808|0|0.825336018|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|0.034256743|-82.24513417|20.06220362|0.435856737|-0.042457317|-48.16624372|11.74927853|70.98337779|0.676089232|99.31985763|-24.864808|0.47997061|330.3862551|-1069.186744|1770.045716|0.922968238|5329.481371|189.6959033|36.77740577|0.029155542|449.7512005|17.07472346|1.0|0.0|1.0|1.0|2.0|3.51|2.66|0.28|16.0|125.57|1.0|0.0|2.0|-5.11|26.0|6.0|-6.56|0.0|1.0|0.000105|2.82|0.0|0.000537|-0.03532|4.47|3.8551|-1559.353434|622.22|1022.77|321.61|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|-0.15994|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861
17_a47|0.0|1|1|3.011740664|0.0|1.4168589319999998|0.0|-0.003764469|-0.019259259|3|-0.105849578|1.699575434|0.0042378929999999|0.075303828|-0.006331624|1|0.004477366|-0.180898239|-0.3004189439999999|3|0.8007970640000001|-0.034891905|-0.010871607|0.814790949|0.7666613659999999|1|0.01291694|-50.62550618|7.87914003|0.147717593|-0.02987808|-30.88080199|4.806157636|0.0|0.7457517659999999|60.33408274|-18.22518223|0.46147021|519.8795281|-911.2591113|1573.836082|0.8569074879999999|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|630.8611986000001|9.708576558|1.0|1.0|0.0|1.0|2.0|3.44|2.39|0.08|27.0|79.38|2.0|0.0|0.0|-5.4|30.0|4.0|-5.83|0.0|1.0|6.11e-06|4.03|0.0|3.12e-08|-0.04873|3.07|4.2784|-1254.943823|656.78|1127.7|289.79|289.79|477.67|0.6844100000000001|0.6844100000000001|-1254.737546|-0.17606|-0.22479|0.04130125|-1254.795084|5.6949|5.0|8.3
25_a12|0.0|0|0|0.0|0.0|1.404967476|0.0|-0.004103693|-0.045725323|2|-0.089297664|2.050456822|0.000864238|-0.025245046|-0.11195017|0|0.001783739|-0.141917694|-0.4288076329999999|2|0.8472746290000001|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|1|0.004952762|-41.75851719|2.580489093|0.052062825|-0.03323193|-21.75703145|1.3444869730000002|0.0|0.917298637|44.42528172|-17.31450713|0.448858246|493.8944271000001|-709.8947922|1907.027255|0.814415245|4329.321091|43.08908189|18.87554002|0.005118351|430.4348528|2.666764531|1.0|1.0|0.0|1.0|1.0|2.81|3.43|0.05|22.0|37.81|1.0|0.0|1.0|-5.28|24.0|2.0|-4.82|1.0|1.0|5.63e-06|4.76|0.0|5.12e-07|-0.05352|4.73|3.4532|-974.6328337|560.14|945.73|359.04|290.68|442.64|0.63284|0.69029|-974.458128|-0.14303|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576
12az_a36|0.0|1|0|3.465535084|0.0|1.297042831|0.0|-0.009570959|-0.040156368|2|0.078817323|0.0|0.000482522|-0.024018255|-0.012800556|1|0.002872872|0.129156742|-0.387734368|1|0.884226781|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0|0.034771534|-75.58351856|24.36575918|0.180836387|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|99.82512582|-23.45695404|0.462897841|574.0196415|-1360.503334|2455.7577530000003|0.861843195|6700.839465|291.60189260000004|40.17530387|0.034594361|766.4854363|24.24160725|1.0|0.0|0.0|1.0|2.0|4.96|0.0|0.21|17.0|87.66|1.0|0.0|1.0|-4.11|33.0|6.0|-7.13|0.0|0.0|7.13e-05|2.62|0.0|7.11e-05|-0.04967|2.68|3.6095|-1461.962459|737.12|1252.18|343.5|319.03|576.54|0.69385|0.70333|-1461.686269|-0.14879|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366
18_a20|0.0|1|0|3.463603867|0.0|1.400923654|0.0|-0.008841844|-0.12050413|2|0.163548857|1.983673343|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|-0.597167441|2|0.809917509|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|0.0108136339999999|-63.36348363|7.195302872999999|0.23863824|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|72.31812218|-23.91074854|0.483668611|506.6038164|-1267.269673|1822.210286|0.936740671|6206.896662|125.81822920000002|29.4862782|0.013457694|712.1606951|8.954638548|1.0|1.0|1.0|1.0|2.0|3.48|2.76|0.08|27.0|97.55|2.0|0.0|0.0|-5.59|32.0|4.0|-6.13|0.0|1.0|6.91e-06|3.85|0.0|4.17e-08|-0.05604|5.35|3.5355|-1352.32685|703.24|1204.88|350.69|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|-0.14685|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685
31_a47|0.0|0|1|0.0|0.0|1.304326813|1.441825189|-0.00869363|-0.171198936|2|-0.086842911|1.198626524|-0.007525849|0.074881792|0.001073537|1|-0.006265667|-0.188419195|-0.441642572|2|0.677766155|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|1|0.021401336|-65.56344002|13.27533898|0.303979962|-0.037580665|-40.66927863|8.234748813|81.01707367|0.70664003|80.58054906|-23.31144534|0.4741051329999999|431.7441681|-1049.01504|1322.82831|0.901520747|6019.5391740000005|181.972428|32.98913783|0.024209265|513.2159236|15.01710904|1.0|1.0|1.0|1.0|2.0|3.18|2.38|0.1|21.0|98.72|1.0|0.0|1.0|-4.59|29.0|5.0|-6.78|0.0|1.0|4.03e-05|2.86|0.0|9.95e-06|-0.0532|4.2|3.6369|-1735.400941|642.11|1079.4|340.91|311.96|508.69|0.68276|0.69894|-1735.225703|-0.15143|-0.20463|0.03449081|-1735.284957|8.6244|16.0|7.8
