molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
22_a20|0.0|0|0|0.0|0.0|1.4170330269999998|1.915285809|-0.00147607|0.023539095|2|0.09301076|2.041494094|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.177976478|2|0.616352201|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.0122876139999999|-44.14650378|8.001165067999999|0.053484974|-0.027118811|-28.7463017|5.21001405|54.71081293|0.77063827|52.90592556|-17.65860151|0.477376285|616.3298149|-882.9300756000001|2396.806062|0.913422548|5924.626340999999|149.350479|22.91425458|0.01345209|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|0.0|3.36|3.41|0.08|27.0|67.39|2.0|0.0|1.0|-5.6|31.0|4.0|-5.58|0.0|1.0|2.98e-06|4.47|0.0|8.199999999999999e-08|-0.0568|4.07|3.9732|-1275.816275|694.15|1181.95|312.05|223.03|563.43|0.38233|0.66063|-1275.598059|-0.16176|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
11a_a50|0.0|0|1|0.0|0.0|1.397733996|4.088412042|-0.002914262|-0.014702942|1|-0.04339705|2.114272566|0.011959339|-0.108592708|-0.129547471|2|0.012037198|-0.0739260509999999|-0.267331063|1|0.701976536|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|1|0.01848869|-37.63057389|9.774322692|0.0828728879999999|-0.025421565|-19.89396594|5.167341939|67.28055926|0.6543614329999999|48.67321197|-13.43949068|0.463749257|484.8529701000001|-564.4586084|1550.320581|0.864799282|4858.670497|182.7270002|20.53832944|0.020887781|439.9973344|11.04263807|0.0|0.0|1.0|1.0|0.0|3.44|2.8|0.15|20.0|48.53|0.0|0.0|2.0|-3.58|25.0|3.0|-6.24|1.0|1.0|6.97e-05|2.9|0.0|0.000441|-0.03284|3.05|4.0636|-1045.954278|574.01|963.2|305.11|305.11|437.9|0.65485|0.65485|-1045.794689|-0.16769|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291
16_a31|0.0|1|0|3.096824452|0.0|0.61013894|0.0|-0.020181753|-0.186617888|0|-0.050076586|0.0|-0.017017891|-0.00795845|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.60894688|0|0.951830892|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.0374314139999999|-70.82239128|17.63615984|0.4535498739999999|-0.050105055|-33.36862997|8.309441139|467.7901274|0.73080436|83.86629191|-23.60746376|0.427771627|257.4650715|-779.0463041|1212.615438|0.747554032|4387.049328|126.8340354|32.30339751|0.027684692|280.39844320000003|13.04390063|0.0|1.0|0.0|1.0|2.0|3.2|1.93|0.14|16.0|114.29|0.0|0.0|2.0|-4.36|21.0|4.0|-6.48|0.0|1.0|0.000254|2.32|0.0|0.00347|-0.0318899999999999|1.7|3.6596|-1308.202828|503.18|818.1|338.79|338.79|369.73|0.70108|0.70108|-1308.113026|-0.15231|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458
3c_a32|0.0|1|1|3.452148526|0.0|0.6094207970000001|0.0|-0.006923974|-0.048337951|0|-0.0522536959999999|2.224112182|-0.00017094|-0.113334836|-0.01180891|3|0.00124359|-0.097512832|-0.5427297289999999|0|0.831186295|-0.003205869|-0.019130435|0.901864778|0.774363061|1|0.015118975|-48.52416391|7.772301225|0.1112332809999999|-0.0288417079999999|-24.94510426|3.995552912|0.0|0.693952122|57.94025396|-14.82682786|0.423167668|456.8935699|-533.7658031000001|1393.156794|0.733606015|4598.027604999999|157.331845|21.36577928|0.018316536|370.5811396|9.416090047|1.0|1.0|1.0|1.0|1.0|3.22|2.95|0.19|19.0|110.94|1.0|0.0|1.0|-6.18|22.0|3.0|-5.35|0.0|1.0|1.22e-05|4.14|0.0|4.18e-05|-0.05487|3.02|3.5169|-1633.419633|544.22|903.81|352.54|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|-0.1970599999999999|0.02415856|-1633.348356|5.0659|9.0|8.0458
10_a32|0.0|1|1|3.294952523|0.0|0.6094207629999999|0.0|-0.016404762|-0.087497559|0|-0.020186906|2.067772926|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.03673326|-0.690879647|0|0.809370315|0.012125768|-0.079818594|0.915639476|0.764217655|1|0.02575778|-75.59866726|15.91131724|0.237716043|-0.038939628|-46.69945835|9.828875607|52.24660367|0.6946347429999999|91.10767604|-24.0541214|0.449853016|470.8845962|-1058.381342|2980.525719|0.81769605|5842.926058|188.6328503|34.62844557|0.025106509|513.9156315|15.50900878|1.0|0.0|1.0|1.0|2.0|3.56|3.12|0.22|19.0|149.27|1.0|0.0|1.0|-6.04|27.0|5.0|-6.44|0.0|1.0|3.89e-05|3.23|0.0|4.13e-05|-0.05434|4.12|3.6441|-1916.631761|654.7|1086.09|340.24|340.24|533.89|0.70228|0.70228|-1916.460049|-0.15088|-0.2052199999999999|0.03701539|-1916.519894|3.2297|7.0|8.1427
4o_a46|0.0|0|0|0.0|0.160026534|1.13463699|2.138144369|-0.000627744|0.042766097|1|-0.2363624889999999|0.0|0.010870588|-0.203025042|-0.06855792|1|0.010144781|-0.376106593|-0.096073163|1|0.626333846|-0.121466731|-0.09492635|0.8176134690000001|0.6418406720000001|0|0.00972341|-36.03345669|5.332434441|0.049267382|-0.021901697|-19.76117845|2.9243708|31.19780621|0.7510206490000001|42.00638612|-12.01115223|0.460981009|521.3931342|-576.535307|1705.3950960000002|0.855222204|4966.476822|136.5432529|15.99310518|0.0108913189999999|544.7877262000001|5.972929428|1.0|0.0|1.0|1.0|0.0|3.73|3.12|0.32|17.0|54.5|1.0|0.0|1.0|-4.91|26.0|3.0|-5.51|1.0|1.0|1.34e-05|4.06|0.0|1.88e-05|-0.04627|3.76|4.3255|-1070.428722|581.59|1022.29|286.64|286.64|501.08|0.6843|0.6843|-1070.223416|-0.18282|-0.22909|0.02815574|-1070.276387|4.8244|162.0|6.7905
13f_a6|0.0|1|0|3.440154557|0.0|1.429020649|0.0|-0.006930367|-0.008507023|2|0.04505613|1.651047524|-0.003356527|-0.071478789|-0.049928822|1|-0.001446486|0.079490516|-0.466314952|2|0.841211811|-0.028317736|-0.088948538|0.834167942|0.790249345|1|0.018554018|-62.41821579999999|12.46087045|0.136777507|-0.032802223|-41.92004677|8.368715213|0.0|0.720711855|75.61173794|-22.02995852|0.401838426|579.7398537|-1123.527884|3253.287533|0.6717890999999999|6128.208571|187.5697972|30.56694343|0.0196449239999999|676.2770877|13.19352214|1.0|1.0|1.0|1.0|2.0|3.56|2.21|0.08|27.0|103.17|1.0|0.0|0.0|-5.11|32.0|5.0|-6.52|0.0|1.0|1.65e-05|3.27|0.0|2.75e-08|-0.07786|3.36|3139.0|-1347.266914|711.29|1202.78|394.98|256.1|568.41|0.49643|0.70541|-1347.018087|-0.12805|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768
14y_a23|0.0|0|1|0.0|0.0|1.197960595|3.3149940630000003|-0.005875443|-0.022719307|2|0.041892637|0.731397292|0.009174505|-0.051539811|-0.031435038|2|0.007229683|0.07646106|-0.4598871539999999|2|0.719722236|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|0.018804822|-55.74067298|13.00274534|0.074747068|-0.034303507|-38.54233552|8.990852582999999|82.29531392|0.78322549|67.16839951|-23.71943531|0.486730407|639.7735629|-1114.8134599999998|2336.815247|0.948293868|7320.809595999999|149.890474|30.28429949|0.016527|665.6233736|11.42772654|0.0|0.0|1.0|0.0|1.0|3.41|3.49|0.05|26.0|105.02|2.0|1.0|1.0|-6.77|32.0|4.0|-5.8|0.0|0.0|7.37e-07|4.83|0.0|1.29e-06|-0.08374|4.73|3.6413|-2549.091817|713.1|1217.48|340.49|340.49|585.2|0.61338|0.61338|-2548.8917260000003|-0.14942|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225
3b_a12|0.0|0|0|0.0|0.0|1.283824445|0.0|-0.007916598|-0.043495794|2|-0.1215705419999999|0.0|-0.004028952|-0.065558712|-0.003968827|0|-0.003019113|-0.19952566|-0.547002361|1|0.914614654|-0.008328578|-0.007397776|0.82914101|0.802482465|0|0.0103611969999999|-46.11064215|5.401901357000001|0.096795301|-0.034016616|-24.04018959|2.816328871|0.0|0.7688221909999999|54.77629766|-17.73486237|0.390744506|470.8937285|-691.6596323|1935.211747|0.64134753|4665.346939|120.5265876|23.06757345|0.0166212889999999|406.0361621|8.665655511|1.0|1.0|1.0|0.0|1.0|3.82|2.98|0.05|18.0|37.28|1.0|0.0|1.0|-4.26|24.0|3.0|-5.65|1.0|1.0|2.28e-05|3.78|0.0|2.63e-06|-0.07091|3.96|3.7741|-1410.947421|548.05|915.37|328.51|294.55|426.66|0.53738|0.6654800000000001|-1410.826913|-0.15229|-0.2232|0.02444371|-1410.8759220000002|8.5678|49.0|7.3098
32_a47|0.0|0|1|0.0|0.0|1.216307925|1.998170616|-0.003573735|0.000921003|3|-0.013510009|1.6507707980000002|0.001861676|-0.026022099|-0.044598914|1|0.002350172|-0.0274939029999999|-0.2749014|2|0.6636125860000001|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.019295804|-52.38450683|13.90468487|0.148372218|-0.026060474|-37.74862456|10.01980854|44.50423685|0.64116122|68.76811937|-18.77935151|0.44289006|613.6886524|-995.3056298|2255.632049|0.794977846|6235.398576|258.5816152|29.28959351|0.022735861|682.9868225|16.38361254|1.0|1.0|0.0|1.0|2.0|3.35|3.67|0.26|21.0|67.66|2.0|0.0|1.0|-4.81|31.0|5.0|-6.34|0.0|1.0|8.89e-06|3.7|0.0|6.55e-07|-0.05682|2.97|3.6829|-1778.0970140000002|692.49|1184.76|336.65|252.79|548.86|0.48011|0.68986|-1777.843462|-0.1509599999999999|-0.20778|0.03062031|-1777.90286|6.3139|0.1|7.0
10_a27|0.0|0|0|0.0|0.0|1.400533489|3.383341915|-0.006285923|-0.044164147|2|-0.184068581|1.296293777|0.00991794|0.034318674|-0.000903965|1|0.010329671|-0.309727442|-0.487435299|2|0.639413469|0.129719095|-0.001453596|0.862408925|0.614205449|1|0.017676458|-46.27574168|9.399794974|0.147337847|-0.031079371|-24.60801194|4.998521009|49.19800605|0.7453606909999999|55.05868025|-16.5270506|0.477162521|453.4194305|-694.1361252|943.2258247|0.912640238|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|424.8821143|8.782938574|1.0|0.0|1.0|0.0|0.0|3.01|3.15|0.16|21.0|65.6|0.0|0.0|1.0|-3.57|25.0|4.0|-6.51|1.0|1.0|0.0001189999999999|2.55|0.0|0.000192|-0.0498|4.66|4.1495|-1083.1151289999998|573.31|958.95|298.79|298.79|450.26|0.63894|0.63894|-1082.956472|-0.16805|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612
12aa_a36|0.0|1|0|3.4172704080000003|0.0|1.297043479|0.0|-0.011588438|-0.135770278|2|0.03597264|0.0|-0.006653538|0.010538281|-0.013898809|1|-0.004569485|0.0620143779999999|-0.53315493|1|0.892815402|0.156337925|-0.023185884|0.888163057|0.849217847|0|0.023617545|-80.19356964|16.1504726|0.3110547589999999|-0.04126187|-54.83906299|11.04423694|109.0001157|0.731335741|96.18613736|-28.21625599|0.44829258|471.12395210000005|-1523.677823|2418.848273|0.812554922|6438.603019|183.7216658|38.58180913|0.023386634|689.2886595|15.99256772|0.0|0.0|0.0|1.0|3.0|4.83|0.0|0.13|17.0|112.29|1.0|0.0|1.0|-3.52|32.0|5.0|-7.79|0.0|0.0|0.000359|1.55|0.0|0.000305|-0.05111|3.88|3.8899|-1401.617177|701.99|1183.76|318.73|318.73|520.19|0.6931|0.6931|-1401.389257|-0.15718|-0.20829|0.04550032|-1401.45065|4.7433|9.0|8.0458
1b_a5|0.0|1|0|2.881451247|0.0|1.4258024619999998|0.0|-0.00279809|-0.061874543|2|-0.095857885|0.0|0.003886035|0.001241264|-0.028797464|1|0.003708988|-0.220946861|-0.231956531|2|0.567806811|0.122747292|-0.054153474|0.827319059|0.558485747|0|0.010803163|-38.87394276|5.438378717999999|0.191171377|-0.031306145|-19.56938257|2.737713392|0.769931305|0.7324812509999999|48.55415504|-15.75970652|0.474445758|407.1693177|-583.1091414|919.9167129|0.90275317|4577.125071|134.6705884|21.51550842|0.019229427|357.34245360000006|9.680212283|1.0|1.0|0.0|1.0|1.0|2.75|1.81|0.0|23.0|54.46|0.0|0.0|1.0|-3.97|24.0|4.0|-5.99|1.0|1.0|4.970000000000001e-05|3.16|0.0|1.58e-06|-0.04135|3.1|4.6481|-1050.506509|536.59|892.61|266.74|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|-0.1892|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291
12x_a36|0.0|1|0|3.494913155|0.0|0.629399587|0.0|-0.007008724|-0.046532211|2|0.021670322|0.0|0.00285431|-0.054184069|-0.023932402|1|0.003710345|0.038200407|-0.4331246039999999|1|0.906423012|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|0.017625524|-70.20305027|11.85578416|0.163597165|-0.036722107|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|81.1499815|-24.70107324|0.458792701|562.6051882|-1333.8579550000002|2391.802689|0.847720832|6193.10485|150.09915149999998|31.79630645|0.016274369|725.9470896|10.94693123|1.0|0.0|1.0|1.0|2.0|4.87|0.0|0.17|17.0|94.5|1.0|0.0|1.0|-4.85|31.0|4.0|-6.64|0.0|0.0|3.09e-05|3.19|0.0|3.83e-05|-0.05311|3.37|3.7364|-1670.419519|719.63|1209.23|331.83|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|-0.1517099999999999|-0.2048199999999999|0.03331471|-1670.244307|7.2812|7.0|8.1549
12d_a30|0.0|0|0|0.0|0.0|0.604984421|0.0|-0.006335328|-0.033312179|2|-0.092984185|0.0|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.162129948|-0.4562256979999999|1|0.8414737059999999|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|0.015567102|-60.88281322|10.05700314|0.156990075|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|69.55534551|-23.41646662|0.4572733479999999|544.6198897999999|-1217.656264|2323.480646|0.84254817|6120.329513000001|119.91237920000002|28.75340957|0.013424098|686.039456|8.672532296|1.0|0.0|1.0|1.0|1.0|4.75|0.0|0.17|17.0|81.65|2.0|0.0|1.0|-5.66|30.0|4.0|-5.81|0.0|1.0|7.05e-06|4.23|0.0|4.02e-05|-0.05119|4.14|3.4821|-1615.063947|695.57|1176.22|356.06|356.06|545.94|0.68608|0.68608|-1614.831682|-0.1479099999999999|-0.1991|0.03187624|-1614.894406|4.8843|11.0|7.9508
4R4l_a46|0.0|0|0|0.0|0.171853072|1.134637095|2.155247543|-0.004736212|-0.075241716|1|-0.067419714|0.0|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|-0.3888343979999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.007084496|-45.96797819|3.844966512|0.103346328|-0.02989332|-24.94818681|2.086777505|0.0|0.8782984840000001|49.44228224|-16.223992300000003|0.4568839389999999|486.6405745|-827.4236073|1766.0974600000002|0.8412270820000001|4923.057044|66.05102684|18.4720714|0.006401537|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.92|3.24|0.36|17.0|50.94|1.0|0.0|1.0|-5.28|26.0|3.0|-5.23|1.0|1.0|7.78e-06|4.49|0.0|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.728268|584.44|1038.78|301.29|266.65|498.78|0.40548|0.67823|-1092.4898449999998|-0.17475|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633
14ae_a23|0.0|0|1|0.0|0.0|1.1979624290000002|3.338149829|-0.007539122|-0.029948314|2|0.026913008|0.7338690390000001|0.008996289|-0.0174992419999999|0.0289586779999999|2|0.009675528|0.047563299|-0.363230717|2|0.7763406840000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.03467374|-62.38566188|24.84237243|0.127637949|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|0.53040766|87.09501229|-19.28284095|0.479058976|625.0131414|-1060.556252|2575.36078|0.919603093|7308.981869|336.444465|36.35475577|0.034488074|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|1.0|3.74|3.76|0.12|26.0|123.48|2.0|1.0|1.0|-5.8|34.0|6.0|-6.68|0.0|0.0|8.22e-06|3.52|0.0|1.17e-05|-0.07122|2.99|3.6036|-1858.952529|751.57|1285.52|344.06|344.06|627.57|0.58144|0.58144|-1858.675325|-0.14537|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038
3a_a49|0.0|0|0|0.0|0.0|1.343850114|2.09865947|-0.006374689|-0.072328354|2|-0.044367345|1.819785|-0.000349523|-0.060613765|0.00497674|1|0.000521532|-0.074886415|-0.421478185|2|0.775818577|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|0.016205613|-51.82200998|9.491036042|0.27109473|-0.030698626|-30.35026007|5.558553447|59.40691577|0.689774813|64.2037853|-17.97906469|0.474653816|426.893216|-880.9741697000001|1793.526571|0.903506738|5792.106924000001|181.6875706|26.06512204|0.021141449|578.2841135|12.38177532|0.0|1.0|0.0|1.0|2.0|3.25|2.11|0.18|21.0|98.72|1.0|0.0|1.0|-3.06|29.0|5.0|-7.67|0.0|1.0|0.000503|1.38|0.0|2.51e-05|-0.05732|3.16|3874.0|-1253.973708|635.89|1082.21|320.04|240.06|449.68|0.53794|0.66614|-1253.756918|-0.15978|-0.2171|0.03833529|-1253.8126619999998|4.2593|64.0|7.1938
27_a47|0.0|0|1|0.0|0.0|1.216250059|2.041063341|-0.003631596|0.006768957|3|-0.067535989|1.807806182|0.001861676|0.0427469459999999|0.013336016|1|0.002350172|-0.137440913|-0.280944221|2|0.6636125860000001|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|1|0.016506051|-50.87821306|10.56549582|0.153530114|-0.028494622|-32.56705871|6.762956126000001|3.180329084|0.700732763|63.02085767|-18.2393594|0.475450742|541.8239522999999|-966.6860481|2181.236691|0.906398657|6433.288104|191.5604557|26.02898047|0.018969968|682.9868225|12.14264461|1.0|1.0|0.0|1.0|2.0|3.37|3.52|0.26|21.0|67.66|2.0|0.0|1.0|-4.81|31.0|5.0|-6.34|0.0|1.0|8.89e-06|3.7|0.0|6.55e-07|-0.05814|2.97|3.8125|-1778.078632|673.27|1165.54|325.21|251.19|517.82|0.40976|0.69381|-1777.830739|-0.1578|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6
14k_a23|0.0|0|1|0.0|0.0|1.1979621459999998|3.358995671|-0.005866159|-0.024758731|2|0.04479394|0.74561778|0.010682694|-0.055500851|-0.055708465|2|0.009263715|0.082632648|-0.463402169|2|0.722187957|0.140087361|-0.091426449|0.864845456|0.659570836|1|0.018829201|-53.17069631|12.53019305|0.077602272|-0.033999976|-35.38329134|8.338417622|80.31548917|0.783562394|64.04991522|-22.62582822|0.486654314|613.8243395|-1063.413926|2174.886074|0.948005074|6715.186162999999|144.0318708|28.87559227|0.016348271|633.3278634|10.87921891|0.0|0.0|1.0|0.0|1.0|3.39|3.56|0.05|26.0|105.02|2.0|1.0|1.0|-6.13|31.0|4.0|-6.03|0.0|0.0|2.83e-06|4.21|0.0|4.55e-06|-0.07933|4.1|3.6421|-2089.501786|691.9|1179.17|340.42|340.42|552.65|0.63765|0.63765|-2089.293765|-0.14784|-0.2271699999999999|0.02271117|-2089.354026|8.3627|4.0|8.4123
8f_a8|0.0|1|0|2.939511291|0.0|1.394802091|1.241306689|-0.01032134|-0.249095464|0|0.0587545909999999|0.0|-0.007796225|-0.08540947|0.007079485|1|-0.007036544|0.152294451|-0.5373378529999999|0|0.578166105|-0.016217844|0.010682683|0.751162751|0.56916135|0|0.013566221|-62.06002501|7.91086576|0.403186031|-0.048375351|-36.18904175|4.613060521|67.99102163|0.90577048|67.4402386|-28.20910228|0.456995667|348.0199311|-1241.2005|1892.066521|0.8416059290000001|5948.547713|54.94802877|31.14376424|0.009226445|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|2.0|3.14|2.85|0.0|23.0|80.88|2.0|0.0|1.0|-5.21|29.0|4.0|-5.98|0.0|0.0|1.01e-05|3.82|0.0|4.43e-06|-0.0675299999999999|7.71|3.4876|-1361.626748|602.63|1022.89|355.5|263.65|477.92|0.55661|0.69925|-1361.455053|-0.14532|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428
3p_a32|0.0|1|1|3.456037415|0.0|0.609420752|0.0|-0.008735261|-0.028895521|0|-0.050639647|2.1365141480000003|-0.000971341|-0.111150118|-0.074544773|3|0.000920756|-0.092884784|-0.53666614|0|0.737842269|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|0.021264377|-58.13283248|12.5150622|0.180429124|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|73.07639870000001|-17.1756096|0.416240891|482.3550967|-755.7268222|3037.061498|0.713035367|5960.446219|223.6663527|27.70403125|0.025390655|530.5658569|14.94356622|1.0|0.0|1.0|1.0|1.0|3.38|2.6|0.26|19.0|131.25|1.0|0.0|1.0|-5.11|27.0|4.0|-6.8|0.0|1.0|5.629999999999999e-05|2.7|0.0|6.4e-05|-0.04963|4.26|3.6436|-1879.527843|626.32|1057.58|340.28|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-0.15055|-0.20018|0.02642856|-1879.406962|5.4496|26.0|7585.0
12b_a30|0.0|0|0|0.0|0.0|0.604984682|0.0|-0.007353271|-0.06631353|2|-0.074391852|0.0|0.001139238|-0.037209579|-0.072247675|1|0.002064369|-0.165287712|-0.468842459|1|0.669561738|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|0.017341789|-62.96700664|11.01246349|0.235262423|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|73.02913136|-24.41577808|0.4676268939999999|485.6272203|-1196.373126|2347.979099|0.878381889|6275.380072|127.9443353|30.57626261|0.01584525|618.6004214|10.06212472|1.0|0.0|1.0|1.0|1.0|4.63|0.0|0.14|17.0|81.65|2.0|0.0|1.0|-5.39|30.0|5.0|-6.02|0.0|0.0|9.71e-06|3.97|0.0|5.260000000000001e-05|-0.05351|4.07|3.5207|-1674.977262|673.18|1130.68|352.16|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|-0.1493799999999999|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543
8d_a8|0.0|1|0|3.190160226|0.0|1.395657339|1.41693287|-0.0111144189999999|-0.155313194|1|0.071729931|0.0|-0.00267541|-0.077977198|-0.117111249|1|-0.001038264|0.111668404|-0.4385133129999999|1|0.76211539|0.0780635059999999|-0.179357354|0.804372443|0.734212688|0|0.028038295|-67.26951954|18.28507531|0.306707511|-0.03820405|-43.86958028|11.92454747|92.49576602|0.675359878|86.29065071|-24.91463687|0.483207744|452.1282556|-1345.390391|2093.380666|0.935013517|6596.888351|211.7129122|36.89090464|0.029166961|682.0472537|19.02113117|0.0|0.0|1.0|1.0|2.0|3.61|2.92|0.12|23.0|112.23|1.0|0.0|1.0|-4.91|32.0|5.0|-6.87|0.0|0.0|3.4200000000000005e-05|2.89|0.0|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.559429|690.78|1185.65|376.13|265.12|572.21|0.62361|0.70165|-1447.2928029999998|-0.13754|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303
6a_a40|0.0|0|0|0.0|0.0|0.604893625|1.78213955|-0.014623575|-0.077397672|0|-0.146542353|0.775942224|-0.001347823|0.104332675|-0.230955427|2|-0.001171195|-0.272320301|-0.620787469|0|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.016399125|-73.33687786|10.24294396|0.266249007|-0.049149867|-45.80643937|6.397774285|36.84483305|0.8678518190000001|81.37714586|-30.69915817|0.41480944|458.303126|-1320.063801|2536.88262|0.708845065|7059.617542|82.54016015|35.37373259|0.012872604|557.4018948|8.040268001|1.0|0.0|1.0|0.0|1.0|3.99|3.01|0.21|14.0|173.43|2.0|2.0|2.0|-7.11|29.0|5.0|-6.32|0.0|1.0|1.03e-05|3.77|1.0|0.0396|-0.0926|7.73|2.9836|-2371.560378|649.48|1103.4|415.55|415.55|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|-0.11995|-0.21255|0.01952089|-2371.443161|9.3893|0.04|7.3979
14z_a23|0.0|0|1|0.0|0.0|1.197960872|3.305974434|-0.005892861|-0.024897956|2|0.038811869|0.729326158|0.009174505|-0.0438568409999999|-0.0229244|2|0.007229683|0.0708381429999999|-0.46459002|2|0.719722236|0.10796308|-0.035965909|0.8668730109999999|0.64069202|1|0.018337664|-55.54823244|12.77192721|0.074698898|-0.03393829|-38.68856944|8.895469235|79.960755|0.785604449|66.77741935|-23.63754572|0.474697407|644.4593172|-1110.964649|2692.627452|0.903664694|7285.13008|149.3235124|30.08835522|0.01612263|665.6233736|11.22918692|0.0|0.0|1.0|0.0|1.0|3.42|3.67|0.05|26.0|105.02|2.0|1.0|1.0|-6.77|32.0|4.0|-5.8|0.0|0.0|7.37e-07|4.83|0.0|1.29e-06|-0.08503|4.73|3.6632|-2549.0953670000004|715.41|1221.92|338.46|307.5|586.28|0.66217|0.69913|-2548.895003|-0.15195|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941
