molecula|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14c_a23|1|0.0|7.423568444|0|3.349976042|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|0.077009731|-0.071484865|-0.4589840189999999|0.722187957|-0.077808321|0.857184548|0.659570836|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|-37.73933093|12.52192141|38.43627129|-0.034046252|81.41541733|-1.600173862|-25.07982076|64.05912299|-22.62557089|50.26125234|0.459622824|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|0.8505592829999999|6755.962581999999|28.88097191|0.016385474|-376.6791777|633.3278634|0.0|0.0|1.0|3.4|0.05|26.0|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|5.0|4.0|4.0|7.49e-07|4.21|0.0|0.0|-0.0795299999999999|3.7031|693.64|1177.63|334.81|356.0|334.81|0.56781|0.56781|-2089.293299|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253
9c_a31|0|3.410619646|7.765993078999999|1|0.0|-0.013082561|5.733341277|-0.055520387|0|0.03482906|0.0|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.062065125|-0.138799714|-0.546598398|0.8083148840000001|-0.108617754|0.8856644770000001|0.770283733|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|19.30758668|153.5739377|-0.035867334|552.8237349999999|-1.7933667130000002|-41.96335759|97.22026028|-22.85764436|85.15486955|0.4558841429999999|429.9685721|-1142.882218|2242.189942|0.329283294|8.188627935|0.837843885|5658.985169|34.07943198|0.024456662|-217.5897278|583.9691392000001|1.0|1.0|1.0|3.66|0.35|16.0|-7.24|5.64|3.7|117.37|1.08|2.0|0.0|108.16|0.0|1.0|8.0|5.0|3.32|5.85e-06|3.1|0.0|0.0|-0.03249|3849.0|691.3|1147.93|322.12|0.2554|322.12|0.7007399999999999|0.7007399999999999|-1617.892493|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768
14w_a23|1|0.0|7.423568444|0|3.132012648|-0.006481882|5.351858133|-0.109136569|2|0.046678487|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.126238077|-0.073958723|-0.427696371|0.5788469970000001|-0.049318182|0.8668730109999999|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|14.84036772|43.30287556|-0.035779855|90.15900589|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|2283.383402|0.256548212|7.833745658|0.988900044|6998.078982999999|31.82765022|0.020725002|-322.004381|597.2903597999999|0.0|0.0|0.0|3.42|0.05|26.0|-7.93|4.2|5.14|105.02|3.78|2.0|1.0|120.2|0.0|1.0|5.0|6.0|4.05|2.09e-06|3.78|0.0|0.0|-0.0798|3.6632|676.92|1150.31|338.46|0.3855|338.46|0.6219399999999999|0.6219399999999999|-1828.161957|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737
47j_a18|0|0.0|7.03438793|1|0.0|-0.007807275|4.844187086|-0.068902246|0|0.033563218|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|-0.073551529|-0.218974385|-0.48833504|0.783538352|0.005740124|0.77844379|0.757001264|0.80651845|-0.073041469|-0.094744194|0.476575952|-56.816779|12.42035127|95.57657747|-0.033837212|99.50526447|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|627.366638|-1842.467041|2064.803327|0.235574938|9.597380968|0.928170101|7316.123159000001|34.43235841|0.016220875|-411.3767328|1081.726154|1.0|1.0|1.0|4.54|0.28|18.0|-8.79|2.43|2.82|97.76|2.63|3.0|2.0|149.96|1.0|1.0|11.0|4.0|2.39|1.49e-06|4.07|1.0|0.0|-0.04423|3.1054|839.37|1459.55|399.25|0.5439|399.25|0.6983600000000001|0.6983600000000001|-1624.9784550000002|-0.17273|0.03246539|1625.053346|5.2118|35.0|7.4559
13e_a6|0|3.433539068|6.842683282|0|0.0|-0.006882528|4.727387819|-0.008507023|2|0.044021739|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|0.032420935|-0.126749697|-0.462344944|0.841211811|-0.067328767|0.827254552|0.790249345|0.861676601|-0.074242826|-0.093298845|0.175643236|-49.62570093|12.28502792|66.59852278|-0.032929004|0.0|-1.679379203|-33.17101912|75.42629799|-22.01054293|61.91072885|0.4442079679999999|575.965487|-1122.537689|3457.565879|0.277469482|7.973429837999999|0.799234143|6147.8097210000005|30.46313253|0.019543118|-297.4895642|676.2770877|1.0|1.0|1.0|3.51|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|5.0|5.0|3.31|7.74e-06|3.27|0.0|0.0|-0.07534|5.9885|713.3|1202.5|381.78|0.8312|207.04|0.38609|0.7034199999999999|-1347.014564|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208
4c_a49|0|0.0|7.535296702|1|2.102052126|-0.0057600559999999|5.4161004020000005|-0.044371138|2|0.03583878|1.78683516|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|-0.163476035|-0.001005604|-0.412652341|0.7745214140000001|0.010868461|0.826523164|0.752601535|0.76159824|-0.087753156|-0.086290519|0.407675441|-56.5385923|7.782541015|82.02101639|-0.029809452|59.70585149|-1.639519861|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|0.898629005|6046.668361|26.5256103|0.0173567219999999|-288.71184960000005|707.2397315000001|1.0|1.0|1.0|3.49|0.25|21.0|-7.97|3.55|3.19|98.72|1.47|1.0|0.0|120.43|0.0|1.0|7.0|5.0|2.6|0.000314|1.81|0.0|0.0|-0.0623299999999999|5.74|705.55|1199.04|325.7|0.2411|216.0|0.4164199999999999|0.67789|-1332.336755|-0.22158|0.03969431|-1332.398001|4.9358|255.0|6.5935
AKLKII_a46|0|2.917217813|6.605297921|0|0.0|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.270506095|0.718266758|0.064690027|0.8264237520000001|0.687139108|0.837641394|-0.071827497|-0.089369278|0.271156366|-34.061229|4.924591245|160.85204040000002|-0.033194303|0.0|-1.161800612|-16.15213359|49.76981906|-15.74102977|38.98582025|0.47999819|397.2168972|-550.9360419|792.7439217|0.2278604669999999|5.83938898|0.92307023|4110.764451|20.38625028|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|1.0|2.81|0.06|21.0|-7.21|3.9|3.39|67.35|1.18|0.0|0.0|85.32|0.0|1.0|2.0|4.0|2.45|0.000578|2.19|0.0|0.0|||||||||||||||181.0|6.7423
13c_a6|0|3.441255118|7.412764017000001|1|0.0|-0.010619065|5.351858133|-0.0122495089999999|1|0.040821256|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|0.081059709|-0.106686991|-0.490486317|0.845481322|-0.167542194|0.8353837409999999|0.7995080809999999|0.786809832|-0.093635525|-0.111231609|0.22875443|-63.73961873|20.79409503|157.60887419999997|-0.039875482|567.1031411|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|0.466844407|535.5975578|-1438.635026|3135.546462|0.2279674589999999|8.038175951|0.875625075|6204.855629|35.15921372|0.018354398|-370.3562372|692.8471883999999|1.0|1.0|1.0|3.61|0.16|23.0|-9.4|5.38|4.57|95.85|1.5|2.0|0.0|121.6|0.0|1.0|6.0|5.0|3.64|1.11e-06|4.23|0.0|0.0|-0.05015|5.992000000000001|719.8|1217.77|339.5|0.5471|206.92|0.48478|0.7008800000000001|-1389.122252|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367
8d_a12|1|2.976279182|6.580639137|1|0.0|-0.0076893469999999|4.59511985|-0.048642535|2|0.038347953|2.075171777|-0.376778003|0.000925796|-0.065870394|10.94458983|-0.046326855|1|0.0479437859999999|0.00930483|-0.484923957|0.8857286320000001|-0.080872311|0.8078610759999999|0.8405406040000001|0.858710112|-0.077834742|-0.103548595|0.266886187|-43.27410838|6.309558958999999|90.34024296|-0.039118358|0.0|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|0.465113852|477.4206699|-978.6959108|1288.818257|0.166136296|6.93584319|0.8695567329999999|5255.11762|26.08195789|0.012525773|-371.2392138|503.2240425|1.0|1.0|1.0|4.06|0.1|21.0|-8.37|3.87|2.67|65.96|2.83|2.0|0.0|112.14|0.0|1.0|3.0|4.0|3.02|2.64e-05|3.51|0.0|0.0|-0.05488|4.2383|600.2|1007.85|331.53|0.2871|292.53|0.6661|0.4997399999999999|-1138.086709|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021
7l_a46|0|0.0|7.727094485|1|2.1525548|-0.00090473|5.533389489|0.017668261|2|0.04006734|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|-0.331246137|-0.087877164|-0.1082221709999999|0.659888413|0.076724694|0.825629852|0.6539666829999999|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|-27.30136533|5.5935102720000005|8.13531199|-0.022013621|51.39110437|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|32.8948756|0.46327253|437.65027010000006|-424.8156159|1246.417766|0.32532919|5.273701985|0.863142947|4046.614178|15.74158869|0.016330867|-168.5385796|375.721552|1.0|1.0|1.0|3.04|0.28|17.0|-6.29|3.59|3.59|43.6|1.89|0.0|0.0|86.96|0.0|1.0|2.0|3.0|2.86|0.000668|2.61|0.0|0.0|-0.03324|4.5464|517.29|879.87|272.71|0.2024|272.71|0.68834|0.68834|-915.446686|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122
12m_a30|0|0.0|7.412764017000001|2|0.0|-0.01047558|5.351858133|0.024086432|2|0.040839506|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|-0.236661357|-0.084317059|-0.5409445629999999|0.817497287|-0.0974968869999999|0.893689741|0.770326886|0.783260049|-0.085422479|-0.103359773|0.415971907|-57.96147772|18.55926485|133.774348|-0.0405332439999999|237.0982213|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|531.4632661|-1402.648392|2370.879718|0.226267233|9.025816604|0.8173893040000001|6658.711303|35.54574762|0.019500715|-371.4702679|683.7405759|1.0|0.0|0.0|4.66|0.13|17.0|-6.42|3.4|2.48|114.67|2.06|2.0|1.0|133.52|0.0|1.0|6.0|6.0|2.36|1.01e-06|3.89|0.0|0.0|-57.0|5.0617|714.92|1204.39|349.29|255.0|244.95|0.33392|0.68404|-1742.965888|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114
8b_a31|0|3.37710223|7.765993078999999|1|0.0|-0.013629145|5.733341277|-0.12841288|0|0.041161616|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|-0.222667869|-0.05421947|-0.510259793|0.928940547|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|-63.04219151|16.89414614|129.8921115|-0.040792077|472.8995873|-1.590890986|-32.92631065|82.21438954|-21.30529654|79.93633765|0.479278|317.3534883|-830.906565|1587.743824|0.296530645|6.142377144|0.920410507|4696.728592|30.28603362|0.02483711|-212.5400476|372.3224834|0.0|1.0|1.0|3.4|0.25|16.0|-5.73|4.52|2.74|114.29|0.61|0.0|0.0|88.64|0.0|2.0|4.0|5.0|2.52|8.97e-05|2.02|0.0|0.0|-0.0325|3.8582|566.18|927.61|321.36|0.2643|321.36|0.70036|0.70036|-1386.681003|-0.19265|0.03659821|-1386.734257|5.6001|2.2|5.6576
12b_a36 (EW-7197)|0|3.3685352889999995|7.412764017000001|2|0.0|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|-0.056994595|1|0.059005046|-0.101303149|-0.442656599|0.724208473|-0.097861598|0.8741648479999999|0.698414933|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|-50.90136206|13.41367899|81.63796416|-0.039120289|5.958751634|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|477.6935927|-1223.776156|2338.370858|0.253252648|6.764872303|0.851455231|6096.459089|32.77617664|0.020730147|-308.7538779|595.8790650000001||||||||||||||||||||||||-0.04975|3.8475|659.48|1104.61|328.66|0.4491|322.25|0.6824899999999999|0.69991|-1331.9479310000002|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549
34_a20|0|0.0|6.842683282|0|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|2|0.0396875|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.327535029|0.0346782989999999|-0.4478820739999999|0.7071284179999999|-0.090732503|0.80310139|0.690530489|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|8.766605631000001|297.5548445|-0.032248904|80.66541842|-1.709191893|-38.56497154|67.53437417|-21.69778179|66.0848174|0.462785432|536.0086996|-1149.982435|2319.742032|0.223585914|7.940146766|0.8614536140000001|6211.26199|27.94614651|0.01491516|-371.9551262|712.1606951|1.0|1.0|1.0|3.43|0.08|27.0|-9.18|4.5|4.62|86.69|2.47|2.0|0.0|125.0|0.0|1.0|5.0|4.0|3.63|7.27e-06|3.63|0.0|0.0|-0.05181|5.4132|711.19|1205.64|320.38|0.4388|229.04|0.38519|0.68845|-1352.041015|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147
16a_a32|1|3.357452523|7.765993078999999|0|0.0|-0.014399612|5.733341277|-0.0848387459999999|0|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|-0.0999399409999999|-0.107321286|-0.707456102|0.859696525|-0.098258706|0.909908319|0.81143469|0.756542831|-0.090389538|-0.119471489|0.283324612|-56.2527503|12.86051026|92.00611646|-0.037168908|66.13699638|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|69.11326055|0.450892763|470.82456669999993|-1040.921326|2992.60858|0.303179963|7.183246604|0.8211379000000001|5746.082161|33.19592405|0.023475264|-244.9767673|532.685565|1.0|0.0|1.0|3.53|0.22|19.0|-7.3|5.32|3.79|152.07|0.88|1.0|0.0|108.86|1.0|1.0|7.0|4.0|3.06|3.2e-06|2.65|0.0|0.0|-0.0567299999999999|3.6314|664.67|1096.48|341.42|0.2859|341.42|0.70245|0.70245|-1896.589348|-0.20718|0.04088655|-1896.649286|1.8274|11.0|7.9586
17b_a25|0|0.0|6.842683282|0|1.785120622|-0.004368141|4.727387819|-0.002108117|2|0.042843137|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|-0.044260194|-0.044156525|-0.366585181|0.653180996|0.029728702|0.838260077|0.636746066|0.882170399|-0.068207754|-0.079392561|0.410780725|-51.71860811|12.04068508|99.61874923|-0.029249891|87.61586206|-1.6672437880000002|-39.21569422|73.52844745|-22.17876359|63.75929319|0.476276266|668.9067217|-1264.189524|2514.295488|0.275133816|9.700133933|0.909403632|6674.061446|30.59704545|0.0175785369999999|-341.0100868|832.226697|1.0|1.0|1.0|3.56|0.11|27.0|-10.04|4.88|5.18|96.49|2.0|2.0|0.0|135.78|0.0|0.0|7.0|5.0|3.78|4.75e-06|3.61|0.0|0.0|-0.05531|5.4236|781.08|1329.35|313.02|0.4635|228.6|0.31395|0.6594800000000001|-1483.563965|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957
12a_a50|1|0.0|7.927685046000001|1|4.075037557|-0.002936355|5.82008293|-0.0016330379999999|1|0.034845679|2.112397566|-0.126263256|0.01164808|0.014596049|10.94501645|-0.122912558|2|-0.193999688|-0.168032508|-0.247407423|0.699597776|-0.2018898489999999|0.862192416|0.660148928|0.904119689|-0.05075501|-0.0663902|0.29507467|-25.57033815|10.58650394|7.457998037999999|-0.02383238|69.83817338|-0.929462803|-12.88231829|47.2792242|-12.00673599|36.15684209|0.469674946|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|5.116970861|0.885635975|4665.239724|20.873331|0.027455156|-75.79052945|388.171611|1.0|1.0|1.0|3.3|0.11|20.0|-5.49|2.59|3.42|48.53|2.02|0.0|0.0|94.69|0.0|2.0|2.0|3.0|2.55|0.000685|2.5|0.0|0.0|-0.03366|4.0783|545.54|908.22|304.01|0.1807|304.01|0.65267|0.65267|-1006.498352|-0.20172|0.02648238|-1006.546706|7.9123|75.0|7.1249
4_a27|0|0.0|6.823286122000001|0|3.294369174|-0.006181204|4.727387819|-0.058641975|2|0.0456410259999999|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|-0.01660383|1|-0.459570857|-0.2030237389999999|-0.480852615|0.639413469|-0.024800302|0.842039655|0.614205449|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|-29.89961815|10.43112657|8.590238252999999|-0.0281385239999999|58.27512057|-1.181818|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|441.4418013|-611.8944548999999|1213.060761|0.317514326|6.01592535|0.799110312|4988.6278600000005|21.34684457|0.020363697|-188.9664429|424.8821143|0.0|0.0|1.0|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|2.66|0.0|0.0|97.55|0.0|1.0|2.0|4.0|2.8|0.000266|2.55|0.0|0.0|-0.0449899999999999|5.5485|555.75|946.77|300.29|0.2002|223.46|0.36899|0.6089899999999999|-1082.963712|-0.21533|0.01877181|-1083.01571|3.9202|4.0|8.3979
19_a15|0|0.0|0.0|0|0.0|-0.009832375|0.0|-0.558905888|1|0.040555556|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|-0.032407407|0|0.060683674|-0.0283109839999999|-0.571686169|0.7981860159999999|-0.048611111|0.770451673|0.7358168620000001|0.691069123|-0.0946599869999999|-0.112106433|0.355677322|-54.70558911|3.04716388|61.63983265|-0.042351319|15.76831619|-1.905809364|-31.61527447|68.10965742|-24.47553536|57.75275299|0.405429114|399.3803987|-1101.399091|1857.369806|0.077864438|6.10227122|0.681885245|5417.777463|26.54223128|0.005747326|-487.9183964|490.1808545|1.0|1.0|1.0|2.99|0.11|18.0|-7.14|2.36|4.96|102.69|1.64|1.0|0.0|101.22|0.0|1.0|5.0|5.0|2.88|7.56e-06|3.29|0.0|0.0|-0.0372399999999999|4.1742|601.23|1030.77|297.03|0.4895|297.03|0.68945|0.68945|-1523.196562|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427
12h_a36|0|3.468184524|7.412764017000001|2|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.0|-0.503153567|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.100530266|-0.1430106119999999|-0.410826531|0.8913597320000001|-0.089459459|0.87043328|0.84179881|0.819614525|-0.073572836|-0.10720355|0.3726296|-48.17643878|18.27258858|82.11195464|-0.035734517|1.413982241|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|0.464544951|536.6941285|-1263.568727|2391.856014|0.3347454589999999|7.428908584|0.8675704009999999|6159.17335|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|1.0|0.0|0.0|4.8|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|130.24|0.0|1.0|6.0|5.0|1.81|0.000113|2.65|1.0|0.0|-0.05013|5.1998|697.29|1177.89|358.81|0.5756|238.44|0.34589|0.7014600000000001|-1347.199963|-0.1926|0.02925492|-1347.260478|8.7377|14.0|7.8539
25_a47|1|0.0|6.86171134|0|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|2|0.043695652|1.087932079|-0.486951604|-0.003963349|-0.035030495|10.94972207|0.002716049|1|-0.120903298|-0.108691353|-0.545763902|0.6553889970000001|0.004104478|0.906449648|0.622598899|0.786958319|-0.073339312|-0.08797211|0.574771479|-44.52300552|12.27779881|11.20142696|-0.031278972|51.5831002|-1.407553754|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|477.748546|-854.5011131000001|1514.111398|0.376125772|6.951055196|0.908616158|6236.813862|30.43708613|0.029261935|-150.4037281|513.2159236|0.0|1.0|1.0|3.26|0.1|21.0|-8.01|3.29|4.95|84.73|3.08|2.0|0.0|109.7|0.0|1.0|5.0|5.0|3.62|1.01e-05|3.53|0.0|0.0|-0.06331|4.8002|626.55|1062.81|310.91|287.0|258.29|0.53663|0.68761|-1735.2218059999998|-0.22919|0.0285712999999999|-1735.279715|5.1625|16.0|7.8
16b_a23|1|0.0|7.423568444|1|3.418247774|-0.005139233|5.351858133|-0.013240238|3|0.037664609|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|0.099244509|-0.123524943|-0.401493392|0.75524548|-0.09063701|0.830577373|0.711576167|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|13.79443768|7.971529518|-0.031407956|100.0262487|-1.821661419|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|688.1144512|-1349.923395|2256.698672|0.261023|9.472884487|0.949345397|7575.784511|31.49562341|0.018384316|-354.1828792|896.9989312000001|1.0|0.0|0.0|4.19|0.07|26.0|-7.33|3.02|4.1|108.26|3.14|2.0|1.0|146.03|0.0|1.0|6.0|4.0|2.9|6.41e-07|4.21|0.0|0.0|-0.07352|1.6041|772.84|1340.35|772.92|0.3456|772.92|0.95419|0.95419|-1877.270284|-0.21093|0.03978022|-1877.335869|14.8849|96.0|7.0191
7b_a10|0|0.0|7.535296702|2|0.0|-0.001621737|5.4161004020000005|0.037541178|2|0.037804233|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|-0.0982988509999999|-0.051052176|-0.1874708719999999|0.624866343|0.065705128|0.8200487120000001|0.586354126|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|5.061217187|13.37827368|-0.027444463|56.22969776|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|480.6333417|-599.3081212000001|2150.375871|0.218954161|4.854451707|0.8069307729999999|5212.568172|18.26940272|0.012428175|-292.2491701|459.0250226|1.0|0.0|0.0|3.9|0.25|16.0|-6.99|4.34|3.03|41.38|3.04|1.0|1.0|105.44|0.0|1.0|2.0|3.0|3.02|5.29e-06|4.68|0.0|0.0|-0.05377|6.0231|562.31|951.55|340.37|0.1488|205.85|0.4195399999999999|0.66228|-1450.075119|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033
12p_a30|0|0.0|7.412764017000001|2|0.0|-0.0063403159999999|5.351858133|-0.031328052|2|0.040899471|0.0|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|-0.109773594|-0.053644471|-0.456474815|0.8414737059999999|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0.843381594|-0.074356395|-0.094870978|0.371591982|-47.54197452|9.659715461|75.21136863|-0.0364888379999999|0.0|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|0.469983155|539.2411292|-1213.171684|2326.5244390000003|0.180044528|7.392482526|0.886732486|6166.812731|28.4530386|0.0130197619999999|-409.146112|686.039456|1.0|0.0|0.0|4.76|0.17|17.0|-7.01|4.35|2.93|81.65|3.04|2.0|0.0|132.24|0.0|1.0|5.0|4.0|2.91|2.21e-06|4.23|0.0|0.0|-0.05169|5.1922|685.08|1167.16|354.69|0.1768|238.79|0.33929|0.68561|-1614.830085|-0.19992|0.03198743|-1614.890598|4.6103|17.0|7.7721
12be_a36|0|3.466734143|7.412764017000001|2|0.0|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|0.00430921|1|0.19405344|-0.176729938|-0.3825349939999999|0.884226781|0.00734728|0.858971809|0.8350231859999999|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|-54.15309606|23.42501577|63.31681179|-0.031937334|0.0|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|0.4564615729999999|553.6616295|-1285.166936|2552.721046|0.433925602|8.773114043|0.839796323|6592.168374|39.14335412|0.034632557|-91.68453892|766.4854363|1.0|0.0|1.0|4.96|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|0.0|136.74|0.0|1.0|7.0|6.0|1.75|7.75e-05|2.62|1.0|0.0|-0.0518799999999999|5.2184|739.48|1256.67|370.25|0.7034|237.59|0.40844|0.70465|-1461.68274|-0.18969|0.03245204|-1461.747501|10.3044|44.0|7.3565
12z_a36|0|3.435113772|7.412764017000001|2|0.0|-0.007671785|5.351858133|-0.010732275|2|0.041767677|0.0|-0.421948174|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|0.066366917|-0.098598933|-0.433580807|0.8707354620000001|-0.0533649729999999|0.886776351|0.8212311840000001|0.834790405|-0.081592361|-0.102674964|0.492335362|-54.11489962|15.50078625|114.3931487|-0.036238222|15.59091678|-1.848149347|-35.89088901|83.07227002|-24.03445318|69.61568586|0.4577848329999999|553.6621150000001|-1225.757112|2451.657399|0.287317638|8.016303367999999|0.844286292|6146.834385|33.72393432|0.0225782039999999|-282.1167226|642.3830552000001|1.0|0.0|0.0|4.76|0.13|17.0|-6.66|2.75|1.76|92.99|1.38|1.0|0.0|128.47|0.0|1.0|5.0|5.0|1.66|0.000101|2.4|0.0|0.0|-0.05642|3.8969|686.33|1153.7|318.16|0.4423|318.16|0.69397|0.69397|-1324.951498|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0
