molecula|NaaNH|n9FaRing|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomRadius|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
1l_a5|1|0|0|0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|0.008244856|-0.019865028|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|-0.174469948|-0.091849662|0.818803517|0.71872376|0|0.890289002|-0.067755283|-38.79937717|-38.27406105|4.43679678|61.974288|-0.026512937|2.506287665|0.0|0.769406114|-1.219595099|-21.91725365|45.64819758|0.47265823|2227.730859|-688.9330988|903.1631908|7.401206343999999|19.46541135|0.013054186|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|1.0|0.0|1.0|1.0|1.0|5.56|5.32|54.46|1.0|0.0|105.07|0.0|-5.04|26.0|340.42|0.0|1.0|-4.98|9.06e-06|1.04e-05|0.00356|4.19|1.4800000000000003e-09|-0.04149|4.6403|-1069.261615|-1069.229786|609.85|1033.47|283.95|0.4921|486.81|0.45892|-1069.047151|-0.1779|-1069.101032|32.0|7.4949|7.4949
8a_a8|1|0|1|1|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|-0.0075336219999999|0.010118884|1|-0.005306541|0.044579097|0.055198015|0.089375589|-0.5028388229999999|1|0.76592324|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.118763303|-78.93428863|-71.12928513|20.58762475|269.0155755|-0.049054408|12.33026525|84.91322996|0.76420633|-2.256502762|-47.27503672|86.57328508|0.481294455|2802.374154|-1351.456417|1746.6927010000002|7.533378788999999|38.44444383|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|0.0|1.0|1.0|0.0|2.0|3.13|2.72|112.23|1.0|0.0|109.21|0.0|-4.4|30.0|400.39|0.0|0.0|-4.14|3.99e-05|7.28e-05|0.0292|2.4|1.74e-07|-0.06922|4.6017|-1367.776863|-1367.744724|620.68|1061.5|399.45|0.2035|476.69|0.4927399999999999|-1367.539526|-0.13015|-1367.595683|11.34|4.9454|4.9454
46_a18|0|0|2|2|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.03531746|-0.046124025|0.002300582|-0.0669031009999999|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.076485888|-49.54738918|-54.33831169|6.376289807000001|123.2289237|-0.029244604|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|63.70285871|0.4548138479999999|3052.94234|-1412.796104|1848.661552|8.980343774|26.56039822|0.013181412|-401.0164861|1806.107079|1056.535856|9.36454702|0.0|1.0|0.0|1.0|1.0|2.0|3.68|3.3|76.5|2.0|1.0|151.14|0.0|-5.68|36.0|480.6|0.0|1.0|-5.47|2.08e-06|3.35e-06|0.00161|4.36|1.51e-09|-0.04995|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|635.89|0.69181|-1532.493789|-0.13224|-1532.562476|186.0|6.7305|6.7305
19_a20|1|0|0|0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|0.103271147|-0.006620594|0.077469518|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|0.754452534|-0.099685049|-60.26825633|-65.49811346|8.964643162|161.33709|-0.038340404|5.890223441|88.19441661|0.796070588|-1.993700989|-39.5992891|75.98477124|0.483310517|2849.084477|-1309.962269|1818.518838|7.950138729|31.64490997|0.0159602|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|1.0|1.0|2.0|4.97|4.08|110.44|1.0|0.0|122.86|0.0|-4.89|32.0|420.47|0.0|0.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0112|2.91|2.34e-10|-0.06767|3.3616|-1368.413151|-1368.378274|687.79|1190.68|368.83|0.2998|519.34|0.6987399999999999|-1368.129074|-0.13903|-1368.190746|2.6|5585.0|5585.0
14f_a23|0|1|0|0|-0.002304087|-0.006791105|5.351858133|-0.027380305|2|0.04255787|0.056215377|0.010561248|-0.0555907109999999|2|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|2|0.756252127|0.070514687|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.084419703|-40.51498423|-57.07376861|18.34483401|71.55380685|-0.031450478|12.40242234|96.60179161|0.665778294|-1.603974359|-27.39103254|74.08536976|0.478733036|3014.916135|-1084.401604|2322.5224120000003|8.124287407|31.93672236|0.025162423|-224.1560124|1628.77284|683.7405759|17.01160115|0.0|0.0|1.0|1.0|1.0|1.0|3.42|4.03|114.25|2.0|1.0|126.78|0.0|-5.63|32.0|441.51|0.0|0.0|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|3.11e-08|-0.07163|5.8184|-1744.452086|-1744.429532|711.98|1210.19|346.78|0.2462|572.35|0.60917|-1744.182678|-0.1458|-1744.2443850000002|2.0|8.6459|8.6459
8f_a12|0|1|1|1|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|-0.002596875|0.028505422|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|-0.13747286|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.098932601|-41.27611074|-56.220383|7.550959323|73.97552223|-0.03822396|4.290980116|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|0.460344828|2541.921472|-955.746511|1448.568734|7.016225129|25.9168408|0.012030968|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|1.0|4.99|3.41|78.41|2.0|0.0|115.66|0.0|-5.7|27.0|369.44|0.0|1.0|-5.24|1.99e-06|5.72e-06|0.00211|4.34|3.79e-09|-0.06179|4.1744|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|441.97|0.59107|-1480.955408|-0.15061|-1481.008909|646.0|6.1898|6.1898
6b_a31|1|0|1|1|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.011483229|-0.032090772|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0|0.838789705|-0.068433069|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.1284626569999999|-73.70779766|-78.37648097|20.12924648|227.0509355|-0.045675611|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|0.4807018779999999|2776.92804|-1254.023695|2063.736075|7.513612533|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|5.19|4.0|131.36|1.0|0.0|109.69|0.0|-5.63|29.0|404.44|0.0|0.0|-4.66|2.34e-06|2.18e-05|0.00883|3.2|4.67e-08|-0.05835|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|492.36|0.7013199999999999|-1652.44739|-0.13345|-1652.505041|54.0|7.2676|7.2676
2_a27|0|0|0|0|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|0.009338889|0.11675125|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.081513931|-29.42169804|-41.03489597|9.972342226|77.08713259|-0.029261411|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|0.4424192289999999|2210.487938|-574.4885436000001|1270.627585|5.312170441|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|1.0|0.0|1.0|0.0|2.43|2.49|65.6|0.0|0.0|92.58|0.0|-3.19|24.0|317.34|0.0|1.0|-3.7|0.000644|0.0002009999999999|0.0638|2.18|1.45e-06|-0.04933|4.1624|-1043.821085|-1043.7984|538.57|906.48|297.87|0.3217|420.7|0.55857|-1043.665151|-0.16769|-1043.715364|13.0|7.8861|7.8861
12b_a40|0|0|0|0|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0|0.04020202|0.1744506639999999|0.00779293|0.107454819|2|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.58925219|0.026452642|-0.227384615|0.7818091140000001|0.522580798|1|0.955647156|-0.074921647|-37.05091872|-42.67442006|6.17734692|25.26281742|-0.0338355829999999|3.518538455|48.17000329|0.856829717|-1.048903063|-21.10373336|48.54667776|0.494842289|2462.878448|-597.4418808999999|860.5059425000001|8.132984007000001|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|0.0|1.0|1.0|0.0|0.0|6.58|6.74|58.43|2.0|0.0|101.78|0.0|-7.71|24.0|415.12|1.0|0.0|-7.11|1.95e-08|7.82e-08|3.2500000000000004e-05|6.68|4.08e-09|-0.08279|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|490.5|0.69476|-3016.927883|-0.14267|-3016.980996|0.04|7.3979|7.3979
14_a4|0|0|1|1|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.009588001|-0.08389836|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.158051825|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.071074269|-29.91067393|-32.31961528|5.933038407000001|67.73740575|-0.03015272|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|39.49511556|0.40126838|1911.448021|-452.4746139|1378.961008|5.304461808|17.84270058|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|1.0|0.0|0.0|1.0|0.0|0.0|3.59|4.09|30.71|0.0|0.0|80.09|0.0|-3.4|21.0|277.3|0.0|1.0|-3.97|0.000396|0.000106|0.0295|3.09|1.95e-06|-0.03639|4.5233|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|353.16|0.53298|-918.851356|-0.17381|-918.896242|1.32|5.8794|5.8794
12s_a36|1|0|2|2|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|0.037454164|0.002951176|0.0056370119999999|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.1000534719999999|-46.58030248|-64.57958827|12.55883918|109.5085883|-0.035868226|8.106112169|10.23927133|0.754198383|-1.901015959|-30.06529118|76.34126108|0.4604765839999999|2710.355028|-1227.012177|2294.468358|7.545963801|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|1.0|0.0|2.0|3.24|2.19|69.2|1.0|0.0|128.72|0.0|-4.16|30.0|395.46|0.0|1.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|3.04|1.08e-07|-0.04908|3.8751|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|523.72|0.6843600000000001|-1272.00109|-0.15559|-1272.061111|9.0|8.0458|8.0458
12b_a32|1|1|0|0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|-0.003484915|-0.031446256|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.788133615|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.782593|-0.097525366|-50.88975159|-60.93328667|10.17310723|135.83463989999998|-0.027561517|6.356098747000001|65.29222164|0.60420609|-1.267829764|-31.79562339|76.65746734|0.430631506|2573.006963|-792.1327267000001|3148.185476|7.076348793999999|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|1.0|2.0|6.49|4.19|140.04|1.0|0.0|110.47|1.0|-5.9|27.0|397.52|1.0|0.0|-4.43|1.27e-06|3.72e-05|0.0148|3.28|2.23e-08|-0.05173|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|0.2865|541.49|0.70258|-1880.537231|-0.14803|-1880.599158|26.0|7585.0|7585.0
15d_a10|0|0|2|2|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|0.010215823|-0.140487312|1|0.011249462|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|0.87609771|-0.070612242|-38.80896881|-47.58559595|15.37766538|83.49776405|-0.018829931|10.36301002|141.0919598|0.471900166|-1.129795872|-26.15336742|66.95020436|0.473858537|2967.522813|-761.3695352999999|2036.192049|8.429169102000001|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|1.0|0.0|4.14|3.44|65.3|1.0|0.0|131.43|0.0|-3.78|33.0|441.52|0.0|1.0|-4.38|0.000167|4.1200000000000005e-05|0.0182|2.75|1.5e-08|-0.05002|5.6004|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|565.91|0.3685|-1430.733658|-0.15916|-1430.795367|69.0|7.1612|7.1612
21_a34|0|0|2|2|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.036880342|-0.125881566|-0.001643445|-0.004734657|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.702772307|0.116926272|-0.015568862|0.796991578|0.660871869|0|0.676390843|-0.117789944|-63.96857813|-79.03896823|22.9240533|217.1470086|-0.041572921|15.38241267|77.34839362|0.728260094|-2.120218984|-42.9239565|95.12565978|0.4688149339999999|3115.110331|-1422.701428|2429.6035|7.253455092999999|38.30514214|0.023973624|-306.332473|1953.562249|659.7484451|16.08669155|0.0|0.0|1.0|1.0|1.0|0.0|3.64|3.23|86.55|1.0|1.0|122.59|0.0|-4.5|33.0|438.43|0.0|0.0|-4.71|3.14e-05|1.94e-05|0.0085|3.02|2.07e-08|-0.07534|4.3011|-1483.3359380000002|-1483.305698|698.17|1182.6|401.11|0.2174|530.93|0.6893199999999999|-1483.057743|-0.13338|-1483.12009|3.36|5.4737|5.4737
14_a47|1|1|0|0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.036632997|0.017068634|-0.008212621|-0.01670074|1|-0.006335783|0.05124606|-0.020596219|-0.061837113|-0.33240126|2|0.5975877820000001|-0.085385518|0.050943962|0.8467634620000001|0.579833096|1|0.681598464|-0.094132436|-47.18187618|-47.47362906|10.1400648|160.57883|-0.034963476|5.113919242|0.0|0.664709719|-1.223721666|-23.79514424|61.62381153|0.474828277|2254.664317|-617.1571777|670.2518865000001|6.909385453|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|0.0|1.0|1.0|2.0|3.97|4.88|66.49|0.0|0.0|86.58|0.0|-3.97|24.0|323.3|0.0|1.0|-4.13|0.000108|7.46e-05|0.0241|2.91|1.63e-08|-0.06057|3.9671|-1127.737484|-1127.700693|519.55|849.76|312.53|0.2452|375.43|0.68345|-1127.610422|-0.16377|-1127.6593779999998|8.0|8.1|8.1
7_a15|0|0|0|0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.035075075|0.145944639|-0.0013239329999999|0.038636783|0|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|0.841400327|-0.110819329|-41.29775265|-61.50761094|20.31436245|88.02694557|-0.026500274|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|85.26222186|0.396557391|2330.667514|-676.5837204|1624.468817|6.01738192|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|0.0|1.0|1.0|3.38|4.64|61.84|2.0|0.0|99.77|0.0|-4.83|26.0|352.38|0.0|1.0|-4.49|1.46e-05|3.2e-05|0.0113|3.84|6.41e-08|-0.0284899999999999|4.4386|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|499.86|0.64652|-1184.168094|-0.15605|-1184.224637|227.0|6644.0|6644.0
28_a47|0|1|0|0|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|0.038387534|0.023813594|-0.013020816|-0.00496711|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|-0.175007067|0.074217097|0.896193695|0.614975047|1|0.605349345|-0.106779291|-67.33744077|-63.47150284|15.50250691|234.5873429|-0.038135461|9.214964819|83.61576722|0.65225927|-1.601689367|-40.02656804|82.27079846|0.472690874|2616.1598940000003|-952.0725426|1337.037733|7.864990866|34.75365534|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|1.0|1.0|2.0|2.49|3.84|98.72|1.0|0.0|99.2|0.0|-3.67|28.0|380.35|0.0|0.0|-3.66|0.000214|0.000217|0.0824|1.97|1.2099999999999998e-07|-0.05471|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|461.73|0.69002|-1335.571655|-0.15049|-1335.6279869999998|25.0|7.6|7.6
12h_a40|0|0|0|0|0.104392974|-0.008044548|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|-0.000134504|0.189869851|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.116873629|-0.335801908|0.845904643|0.6948809659999999|1|0.839481749|-0.091448888|-50.45378559|-48.34705035|6.193088525|84.86252967|-0.038796498|3.274152035|59.68939644|0.844008584|-1.280284432|-26.67382585|54.9311782|0.4958138139999999|2270.834041|-676.8587047999999|603.6697997|7.989299324|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|6.584127851|1.0|0.0|1.0|1.0|1.0|1.0|4.59|5.02|84.45|2.0|1.0|96.16|0.0|-6.25|23.0|361.25|0.0|0.0|-5.58|5.58e-07|2.61e-06|0.000942|4.75|1.44e-07|-0.07512|4.1508|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|435.95|0.6503899999999999|-2153.072091|-0.1092|-2153.123274|823.0|6.0846|6.0846
4d_a46|0|0|1|1|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|-0.131948546|0.0116902869999999|-0.111025108|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0|0.936057958|-0.070772596|-30.95621863|-38.85529917|4.750218646|35.10521457|-0.024616555|2.607946825|74.62074724|0.813427965|-1.132361533|-16.99546444|43.60839351|0.441136013|2181.291783|-621.6847867|2233.65548|5.757075209|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|0.0|1.0|1.0|1.0|0.0|4.81|5.11|43.6|2.0|1.0|101.75|0.0|-4.93|25.0|352.86|0.0|1.0|-5.11|1.18e-05|7.8e-06|0.00275|4.3|3.88e-08|-0.0396399999999999|4.4265|-1453.840712|-1453.817782|588.18|1009.78|280.09|0.1313|503.76|0.69884|-1453.635434|-0.18639|-1453.688943|517.0|6.2865|6.2865
4e_a46|0|0|1|1|0.1369980459999999|-0.005995748|5.587248657999999|-0.370202917|2|0.041636905|-0.08224348|-0.001404912|-0.058626723|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|2|0.738134189|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.084780904|-63.39469142|-64.33855433|8.098142567|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|0.4753010039999999|3411.457836|-1479.78675|3129.575458|7.906917146|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|0.0|0.0|1.0|1.0|2.0|3.05|5.93|124.17|2.0|0.0|137.28|0.0|-6.08|35.0|488.6|1.0|0.0|-5.41|8.29e-07|3.92e-06|0.00191|3.78|1.56e-09|-0.03893|4.2446|-1884.613031|-1884.564974|757.1|1343.97|296.81|0.4814|655.69|0.5745600000000001|-1884.255802|-0.17112|-1884.324182|154.0|6.8125|6.8125
16d_a32|1|1|0|0|0.170838661|-0.017249763|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|-0.00839148|-0.134892903|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|0.816581223|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.11491796|-53.23914436|-67.07571683|18.67986534|142.7146582|-0.036437402|10.90312918|48.61700321|0.615749698|-1.493933474|-31.07481011|86.50964771|0.4429631189999999|2588.214866|-871.9843187999999|3152.666302|6.221435089|34.53986301|0.0332953229999999|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|0.0|1.0|1.0|1.0|2.0|5.26|3.82|149.27|1.0|0.0|102.33|1.0|-5.65|26.0|385.46|1.0|0.0|-4.18|2.22e-06|6.659999999999999e-05|0.0257|2.86|2.55e-07|-0.05068|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|0.2915|489.97|0.70217|-1877.185022|-0.15009|-1877.241687|8.0|8.1135|8.1135
14a_a5|1|0|1|1|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|-0.132625457|0.002956745|-0.086229994|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.7333482170000001|0.144729708|0.047169811|0.847379958|0.71006207|0|0.7909255559999999|-0.078681402|-54.69145586|-53.20786056|11.74431806|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|0.629783335|-1.494946644|-36.98479273|69.71575554|0.470085022|2836.468636|-1010.949351|1315.573182|8.424031251|29.18606491|0.024411136|-175.53051609999997|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|1.0|1.0|2.0|4.56|4.38|92.79|1.0|0.0|123.0|0.0|-4.15|32.0|425.48|0.0|0.0|-4.22|7.15e-05|6.02e-05|0.0256|2.55|1.45e-09|-0.0507699999999999|4.1501|-1390.592722|-1390.546425|692.8|1195.01|298.75|0.5853|508.64|0.65789|-1390.29207|-0.1676|-1390.352729|112.0|6.9508|6.9508
19a_a38|1|0|2|2|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|-0.002526241|-0.122385526|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.108300308|-51.36166266|-64.73159672|13.23456869|151.1278869|-0.038988111|7.910363161|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|0.465829126|2774.129458|-1165.168741|2304.055966|6.923156054|31.28824271|0.020873781|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|1.0|3.0|3.13|2.55|81.23|1.0|0.0|125.69|0.0|-4.14|30.0|401.44|0.0|0.0|-4.17|7.209999999999999e-05|6.77e-05|0.0272|2.78|1.4e-07|-0.05271|3.9212|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|466.55|0.6329100000000001|-1331.94466|-0.15108|-1332.002093|0.01|8.0106|8.0106
14e_a25|0|0|0|0|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0389622639999999|0.0065927719999999|-0.00131452|0.002856489|1|-0.0005394919999999|0.010976703|0.015497482|0.025802692|-0.50909623|2|0.717460414|-0.144369439|0.018432983|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1004553119999999|-73.99302943|-73.51338088|10.99497534|201.94039730000003|-0.038772226|8.046143033|97.78313402|0.806446896|-2.2100168680000003|-54.14823405|84.60373462|0.491527882|3126.080106|-1617.294379|2620.6698690000003|8.459867391|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|1.0|1.0|2.0|3.65|4.02|115.79|1.0|0.0|134.35|0.0|-5.14|35.0|462.5|0.0|0.0|-4.73|7.29e-06|1.86e-05|0.0085799999999999|3.04|7.31e-10|-0.0538|5.8431|-1521.012915|-1520.964156|760.96|1300.08|312.99|0.2409|596.96|0.31019|-1520.701142|-0.15787|-1520.767443|75.0|7.1249|7.1249
21a_a23|0|1|0|0|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.042862319|0.071115216|0.01269616|-0.133417036|2|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|0.1022509819999999|-0.137122549|0.79188323|0.6906097959999999|1|0.926538469|-0.082341001|-34.01266735|-54.35891011|7.634348008|48.49696614|-0.03458322|5.039953753|82.08958626|0.842121383|-1.729161021|-22.45408125|61.73864319|0.492301762|2880.257677|-1141.537112|2272.736256|7.950891003|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|1.0|1.0|3.88|4.33|105.02|2.0|1.0|125.25|0.0|-5.89|31.0|425.51|0.0|0.0|-5.28|1.3e-06|5.29e-06|0.00225|3.98|1.65e-08|-0.07243|3.6993|-1669.250866|-1669.23053|701.01|1189.63|335.16|0.3692|558.61|0.60824|-1668.989671|-0.15024|-1669.0502720000002|102.0|6.9914|6.9914
14l_a23|0|1|0|0|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.01269616|-0.060692376|2|0.01180744|0.07815878|-0.074441567|-0.136106024|-0.448622017|2|0.725800261|0.156652778|-0.1010279259999999|0.836852328|0.6906097959999999|1|0.921267667|-0.078204688|-35.3275485|-51.59307331|12.31633167|51.94117061|-0.0328459689999999|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|0.492922575|2879.181064|-1083.45454|2176.038061|8.006380163|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|1.0|3.88|4.33|105.02|2.0|1.0|125.25|0.0|-5.85|31.0|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|1.65e-08|-0.07191|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|0.4239|560.51|0.67242|-1668.983787|-0.14639|-1669.04569|7.0|8.1798|8.1798
