molecula|NaaNH|n9FaRing|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomRadius|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
14t_a23|0|1|0|0|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.045277778|0.073534004|0.01269616|-0.041339801|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|2|0.725800261|0.113493155|-0.152771194|0.820002545|0.6906097959999999|1|0.920956836|-0.079253435|-36.09926385|-51.65035498|11.36130649|51.51331913|-0.033286443|7.404291213|42.20767549|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|0.465981891|2878.4071670000003|-1084.657455|2286.063655|7.55064865|27.11827225|0.014352462|-390.9561553|1355.9136119999998|666.0036144999999|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|3.88|4.33|105.02|2.0|1.0|125.25|0.0|-5.85|31.0|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|1.65e-08|-0.06666|3.9855|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|534.86|0.5824199999999999|-1668.980578|-0.15625|-1669.040656|4.0|8.3979|8.3979
8h_a8|1|0|0|0|0.038482973|-0.010324979|4.844187086|-0.249095464|0|0.046205674|0.008138299|-0.007796225|-0.085125857|1|-0.007036544|0.021094825|0.09830823|0.254819201|-0.53822084|0|0.578166105|0.111824921|0.010682683|0.751162751|0.56916135|0|0.602405134|-0.11302328|-72.14530885|-66.4523265|6.58499063|233.7669182|-0.048805507|3.871662077|53.78973456|0.918315905|-2.147442322|-42.41801879|70.94463092|0.451435543|2623.688756|-1262.594204|2019.780061|7.453557203|31.2477685|0.00764059|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|0.0|2.0|4.69|4.72|80.88|2.0|0.0|105.27|0.0|-5.21|29.0|391.37|0.0|0.0|-5.0|6.11e-06|1.01e-05|0.00395|3.82|1.13e-08|-0.06344|4801.0|-1361.651799|-1361.618499|608.39|1029.51|332.16|0.3011|480.09|0.56196|-1361.455676|-0.15475|-1361.5113789999998|11.59|4.9359|4.9359
3b_a12|0|0|1|1|0.156777705|-0.007916598|0.0|-0.043495794|2|0.0375|-0.1215705419999999|-0.004028952|-0.065558712|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|-0.008328578|-0.007397776|0.82914101|0.802482465|0|0.903204699|-0.088443201|-33.57216667|-46.11064215|5.401901357000001|50.46508298|-0.034016616|2.816328871|0.0|0.7688221909999999|-1.326648015|-17.50314491|54.77629766|0.390744506|2186.64676|-691.6596323|1935.211747|6.6333156660000006|23.06757345|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|4.05|3.14|37.28|1.0|0.0|102.53|0.0|-4.26|24.0|332.79|0.0|1.0|-4.64|5.539999999999999e-05|2.28e-05|0.00759|3.78|7.91e-09|-0.07091|4.2092|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|426.66|0.53738|-1410.826913|-0.15229|-1410.8759220000002|49.0|7.3098|7.3098
17_a12|0|0|1|1|0.132275232|-0.00864055|4.727387819|-0.058347964|3|0.035816993|-0.210594127|-0.002523977|-0.072956553|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|2|0.918713011|-0.043392747|-0.11976662|0.87653892|0.859088647|0|0.858119365|-0.096209886|-36.25249721|-50.13411606|5.849860887999999|73.93273708|-0.035198739|3.048310481|0.0|0.786701219|-1.443148294|-18.89085387|57.97616997|0.466056241|2246.161353|-752.0117408|1470.257187|5.669161963|23.31475957|0.015049295|-298.7949107|955.9051425|431.5987143|7.842053909|1.0|1.0|1.0|0.0|1.0|1.0|4.51|2.56|78.41|0.0|0.0|103.12|0.0|-4.51|24.0|333.41|0.0|1.0|-4.24|3.1e-05|5.7100000000000006e-05|0.0191|3.19|6.97e-08|-0.06322|4.4014|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|419.49|0.39539|-1366.638303|-0.15459|-1366.689546|16.0|7.7959|7.7959
8b_a12|0|0|1|1|0.190292199|-0.012630509|0.0|-0.1676879319999999|2|0.03977208|0.028584223|-0.010117477|-0.036536396|0|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|1|0.89481633|-0.010950243|-0.183648492|0.792160599|0.856390139|0|0.740926309|-0.116554734|-60.97837482|-67.44287685|6.513753986|149.9096134|-0.045608374|3.769098814|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|0.480938153|2388.888334|-1213.971783|1437.536303|6.373278096|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|3.11|1.9|80.37|1.0|0.0|110.58|0.0|-4.1|27.0|355.39|0.0|0.0|-4.01|7.890000000000001e-05|9.74e-05|0.0346|2.76|3.56e-08|-0.0589|4.2263|-1159.405202|-1159.365835|611.93|1020.47|331.1|0.3179|460.08|0.53425|-1159.188228|-0.15294|-1159.2425119999998|263.0|6.58|6.58
10_a1|1|0|0|0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.037578348|0.049971022|-0.012672753|-0.020225596|1|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|0.669963758|-0.10949971|-65.97424138|-61.93104798|8.34295348|186.6625065|-0.045402319|4.718623023|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|0.459673515|2432.447088|-1052.827816|1768.2330920000002|7.376231317999999|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|8.725415617000001|1.0|1.0|0.0|1.0|0.0|2.0|4.86|5.06|78.87|2.0|0.0|99.61|0.0|-4.98|27.0|359.35|0.0|0.0|-4.73|1.04e-05|1.87e-05|0.00673|3.64|9.53e-09|-0.06802|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|0.6754|464.77|0.70345|-1222.969096|-0.13576|-1223.022387|1.5|5.8239|5.8239
13h_a6|1|0|0|0|-0.094781725|-0.006619944|4.727387819|0.004767264|2|0.04393617|0.060987639|-0.002407131|-0.01698365|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|1|0.867910741|-0.091977068|-51.85624128|-64.32173453|12.1971464|92.37313621|-0.032362302|8.529752344|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|0.461667017|2926.745635|-1222.112956|2829.19698|9.11292243|30.71129129|0.017825256|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|1.0|1.0|2.0|5.41|4.79|103.17|2.0|0.0|128.63|0.0|-5.56|33.0|431.49|0.0|0.0|-5.06|2.77e-06|8.8e-06|0.0038|3.7|2.67e-11|-0.07435|4.8701|-1386.613707|-1386.569017|738.61|1253.92|365.52|1.0978|591.53|0.50716|-1386.302668|-0.14097|-1386.3651|47.0|7.3279|7.3279
14k_a23|0|1|0|0|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.046283951|0.04479394|0.010682694|-0.055500851|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.140087361|-0.091426449|0.864845456|0.659570836|1|0.922397728|-0.079899943|-37.43135588|-53.17069631|12.53019305|51.64167457|-0.033999976|8.338417622|80.31548917|0.783562394|-1.597998852|-24.9092952|64.04991522|0.486654314|2955.4566170000003|-1063.413926|2174.886074|8.21201115|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|0.0|1.0|1.0|4.0|4.67|105.02|2.0|1.0|125.29|0.0|-6.13|31.0|445.93|0.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|4.21|1.02e-08|-0.07933|3.6421|-2089.524497|-2089.501786|691.9|1179.17|340.42|0.4694|552.65|0.63765|-2089.293765|-0.14784|-2089.354026|4.0|8.4123|8.4123
12ac_a36|1|0|2|2|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.000584134|-0.046730704|1|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.104391657|-55.68500110000001|-72.4798052|14.93372351|152.9742102|-0.036062573|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|0.44477577|2902.588755|-1377.116299|2455.459827|8.126831024|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|0.0|0.0|1.0|0.0|2.0|3.16|2.09|86.27|1.0|0.0|133.95|0.0|-3.81|32.0|423.47|0.0|0.0|-3.95|0.000154|0.000112|0.0476|2.36|1.29e-07|-0.0527399999999999|3.8843|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|554.84|0.56186|-1385.3211789999998|-0.15675|-1385.382927|13.0|7.8861|7.8861
14r_a23|0|1|0|0|-0.009140243|-0.006323791|5.351858133|-0.06921746|2|0.045277778|0.014148395|0.007671236|-0.079935667|2|0.0075222369999999|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.616699629|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.085881409|-40.32463891|-55.30494931|12.35476415|86.14846171|-0.03654528|7.956082857|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|66.31173073|0.4661909429999999|2945.137191|-1106.098986|2306.754114|7.555307147000001|29.85706563|0.017092103|-371.2130393|1403.282085|599.5697147999999|11.00678143|0.0|0.0|1.0|1.0|0.0|1.0|3.78|4.58|105.02|2.0|1.0|120.24|0.0|-5.58|31.0|429.47|0.0|0.0|-5.11|2.66e-06|7.73e-06|0.00332|3.68|2.14e-08|-0.06842|5.9406|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|513.71|0.30482|-1728.924789|-0.15536|-1728.98403|5.0|8.2684|8.2684
12_a47|1|1|0|0|-0.155854903|-0.005522244|4.59511985|-0.078935336|2|0.036632997|0.001435849|-0.0047488359999999|-0.018573056|1|-0.004332024|0.003417588|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.055943216|0.050943962|0.90246604|0.618808977|1|0.7840710409999999|-0.091853238|-44.18983348|-47.83891561|9.382250925|112.4599133|-0.034116917|4.886454935|0.0|0.680723821|-1.1940921|-23.01490672|61.09751253|0.4792593739999999|2266.78114|-621.9059029|702.3796319|7.042279354|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|1.0|0.0|1.0|1.0|2.0|4.19|4.98|66.49|0.0|0.0|91.63|0.0|-4.51|24.0|339.75|0.0|1.0|-4.56|3.11e-05|2.77e-05|0.00943|3.43|7.69e-09|-0.0623|4.2907|-1488.101254|-1488.064043|537.79|886.46|313.58|0.2306|400.09|0.66387|-1487.974738|-0.1633|-1488.024564|6.0|8.2|8.2
15_a10|0|0|1|1|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|2|0.0353864729999999|-0.0729795729999999|0.009882584|-0.055918786|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|-0.079744227|-0.105662909|0.863438637|0.635064845|1|0.915526801|-0.074144604|-35.30133759|-44.18725043|11.09373722|50.34268476|-0.025240716|6.61142847|108.7226878|0.646412648|-1.186313662|-21.03820054|56.66229609|0.434181679|2549.580207|-706.9960069|2288.954984|6.35937164|23.27068984|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|1.0|0.0|4.91|4.72|52.83|2.0|1.0|111.21|0.0|-4.48|28.0|390.87|0.0|1.0|-4.81|3.32e-05|1.56e-05|0.0061|3.68|5.01e-09|-0.05243|5.7922|-1604.08794|-1604.057542|641.98|1086.19|326.3|0.4553|484.05|0.41458|-1603.851644|-0.1574|-1603.907391|33.0|7.4815|7.4815
18_a47|1|1|0|0|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|0.037919622|-0.026357805|0.0008454789999999|0.018164141|1|0.0015586929999999|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|-0.059779939|-0.027351545|0.851462739|0.630969651|1|0.777824025|-0.084415066|-49.44908758|-52.88049505|9.234746417|139.1786571|-0.0303894239999999|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|0.432077184|2800.3745940000003|-951.8489108|2184.962887|7.018342267|25.98023687|0.017318402|-291.6032324|1299.011844|628.5247532999999|10.84884165|1.0|1.0|0.0|1.0|1.0|2.0|5.53|6.0|79.38|2.0|0.0|119.78|0.0|-5.5|31.0|410.45|1.0|0.0|-5.37|3.13e-06|4.29e-06|0.00176|4.13|4.34e-11|-0.04964|4.2668|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|487.81|0.4659|-1353.979194|-0.17349|-1354.037606|3.0|8.6|8.6
SB431542_a8|1|0|1|1|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|1|0.041909722|0.096884952|-0.0075336219999999|-0.029382296|1|-0.005306541|0.156874293|0.055198015|0.089375589|-0.494976661|1|0.76592324|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|-0.124595991|-76.82006387|-74.57768059|20.78806656|260.1744351|-0.048754953|12.44282236|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|89.64885355|0.476091179|2801.428659|-1342.398251|1947.072021|7.360028263999999|38.35632812|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|0.0|1.0|1.0|0.0|2.0|3.13|2.72|112.23|1.0|0.0|109.21|0.0|-4.4|30.0|400.39|0.0|0.0|-4.14|3.99e-05|7.28e-05|0.0292|2.4|1.74e-07||||||||||||||79.08|4.1019|4.1019
9a_a36|1|0|2|2|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|0.0034852859999999|-0.078488872|1|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.10869601|-45.04449811|-66.44342306|14.47407729|106.0201967|-0.039929147|8.847677483|0.0|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|0.453098452|2682.572663|-1195.981615|2167.77208|7.546661564|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|11.92833382|1.0|0.0|0.0|1.0|0.0|1.0|3.04|2.04|66.4|1.0|0.0|120.94|0.0|-3.71|29.0|382.42|0.0|1.0|-3.99|0.000197|0.000102|0.0391|2.66|5.26e-07|-0.05044|3.8677|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.4811|495.18|0.68682|-1252.578886|-0.15925|-1252.636005|13.0|7.8861|7.8861
7g_a8|1|0|1|1|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|-0.00087806|-0.027838247|1|0.0002620309999999|-0.065174707|0.021974492|0.046246982|-0.418049442|0|0.627990269|0.098510683|-0.044866536|0.79995525|0.606087461|0|0.699376143|-0.1122315669999999|-64.55562181|-67.26263865|19.08352484|180.1699331|-0.045912914|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|78.41805331|0.470618047|2802.2242920000003|-1210.7274960000002|2079.55195|7.588498875|34.10836993|0.018613449|-367.6690814|1500.768277|509.2753308|11.15541466|1.0|0.0|1.0|1.0|0.0|1.0|4.94|4.66|80.04|2.0|0.0|108.0|0.0|-5.78|30.0|399.37|0.0|0.0|-5.44|1.67e-06|3.59e-06|0.00143|4.38|1.23e-08|-0.06621|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|327.36|0.5165|507.78|0.62073|-1374.291597|-0.15508|-1374.3479960000002|21.03|4.6772|4.6772
14d_a23|0|1|0|0|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.043538647|0.03253552|0.01269616|-0.019307114|2|0.01180744|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|0.921694462|-0.078282292|-35.40917327|-51.58357156|12.25371621|51.59888942|-0.032878563|8.074501042|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|61.49227899|0.454495683|2878.955374|-1083.255003|2261.37838|7.832720777|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|1.0|1.0|3.88|4.33|105.02|2.0|1.0|125.25|0.0|-5.85|31.0|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|1.65e-08|-0.0725799999999999|3688.0|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|554.84|8.1555|-1668.983743|-0.14894|-1669.045136|4.0|8.4001|8.4001
13a_a5|1|0|0|0|-0.154076582|-0.006081807|4.59511985|-0.033436214|2|0.023989899|-0.007871499|0.002355511|-0.139517787|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.0839257009999999|-57.31787843|-54.03141848|10.77696869|150.1663914|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|0.460877309|2657.14588|-918.5341141|1314.232685|8.571729592999999|30.07803494|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|1.0|1.0|2.0|4.39|3.58|92.79|2.0|0.0|114.18|0.0|-3.77|30.0|399.45|0.0|0.0|-3.74|0.000169|0.000184|0.0734|2.19|1.26e-09|-0.05534|4.6285|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|567.51|0.41806|-1312.907813|-0.17364|-1312.968936|91.0|7041.0|7041.0
4_a4|0|0|1|1|-0.183963421|-0.001234337|5.4161004020000005|0.0159331539999999|2|0.036775068|-0.0214610589999999|0.011760626|-0.110597574|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|0.933276024|-0.06873731|-25.64211031|-35.41518716|4.4155367960000005|34.37786704|-0.0255766729999999|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|0.398500394|2221.6122010000004|-566.6429946000001|1883.42405|5.326452915|16.60255217|0.010586293|-302.661743|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|1.0|1.0|0.0|4.52|4.41|43.6|1.0|0.0|100.08|0.0|-4.12|25.0|326.39|0.0|1.0|-4.57|7.59e-05|2.69e-05|0.00877|3.52|2.71e-08|-0.04865|5.382000000000001|-1029.960398|-1029.93716|566.84|960.45|307.95|0.1106|394.06|0.55032|-1029.763465|-0.1696599999999999|-1029.813844|78.0|7.1079|7.1079
1_a3|0|0|1|1|0.079857077|-0.006053652|4.727387819|-0.073036903|2|0.034166667|-0.004409693|-0.006610844|0.038572075|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.0925710269999999|-45.44133321|-42.54530997|3.693677623|102.8341051|-0.034105115|1.697600903|0.0|0.7920857179999999|-1.295994381|-20.88467272|49.05980305|0.4490711529999999|2012.9704|-595.6343396000001|1162.737831|4.984064981|19.78900457|0.014174378|-268.4830832|751.9821735|373.1494221|6.514493077999999|1.0|1.0|0.0|1.0|1.0|1.0|2.28|1.85|77.1|0.0|0.0|91.52|0.0|-3.07|22.0|306.38|0.0|0.0|-3.3|0.0008529999999999|0.000503|154.0|1.83|1.69e-06|-53.0|5.8805|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|316.61|0.30619|-1273.1763970000002|-0.1658599999999999|-1273.22339|724.0|6.1403|6.1403
1j_a5|1|0|0|0|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|2|0.025987654|-0.115553003|0.00683534|-0.07622096|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.74740095|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.074505844|-39.64241895|-40.01980349|10.57633738|82.09385267|-0.027258236|5.680936139|1.471030887|0.616489567|-1.117587665|-21.29338752|54.3827755|0.469085779|2242.805131|-600.2970524|847.5275797|7.328149934|23.74961767|0.026739895|-125.1415813|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|1.0|4.5|4.21|63.69|0.0|0.0|96.98|0.0|-4.03|25.0|328.37|0.0|1.0|-4.2|9.27e-05|6.29e-05|0.0206|3.03|7.190000000000001e-09|-0.03832|4.4331|-1065.849941|-1065.817476|572.47|959.39|300.89|0.5115|445.81|0.66182|-1065.671975|-0.16813|-1065.723417|24.0|7.6198|7.6198
12m_a30|0|0|2|2|0.096631895|-0.01047558|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.817497287|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|0|0.783260049|-0.103359773|-57.96147772|-70.1324196|18.55926485|147.06395700000002|-0.0405332439999999|12.59296644|237.0982213|0.773732767|-2.067195455|-39.32844052|83.3641853|0.44976016|3058.3084710000003|-1402.648392|2370.879718|9.025816604|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|3.4|2.48|114.67|2.0|1.0|133.52|0.0|-6.0|32.0|439.49|0.0|0.0|-5.01|1.01e-06|9.71e-06|0.00427|3.89|3.7600000000000003e-07|-57.0|5.0617|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|578.87|0.33392|-1742.965888|-0.15042|-1743.030004|31.0|7.5114|7.5114
1d_a5|1|0|0|0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.030074074|-0.118028278|-0.0012491689999999|-0.2261588939999999|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.525406088|-0.058872605|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.086213657|-47.76176205|-46.58221594|4.288788702|55.92018945|-0.036640804|2.317281143|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|0.471074204|2481.822293|-791.897671|1172.890724|6.116537519|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|10.25512997|1.0|1.0|0.0|1.0|1.0|1.0|5.48|6.37|54.46|2.0|0.0|95.49|0.0|-4.79|27.0|366.34|1.0|0.0|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|-0.04528|4.8725|-1288.340378|-1288.306458|567.04|951.63|268.88|0.2805|414.59|0.41781|-1288.201219|-0.18991|-1288.253849|9333.0|5.03|5.03
5b_a50|0|1|1|1|-0.253064589|-0.00141071|5.82008293|-0.003549558|1|0.034845679|-0.052494624|0.012641727|-0.137595558|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.693611382|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|0.958606481|-0.061164973|-20.90908698|-31.07327358|6.200250541|21.02890062|-0.02140774|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|0.4462435279999999|2183.545404|-435.0258302|1452.442728|5.543302677000001|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|1.0|1.0|0.0|3.15|4.02|35.64|0.0|0.0|96.89|0.0|-3.48|24.0|312.37|0.0|1.0|-4.19|0.000335|6.47e-05|0.0202|3.06|1.37e-06|-0.0256899999999999|5.6332|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|411.9|0.4270899999999999|-990.43875|-0.16683|-990.487545|12.23|4.9126|4.9126
19l_a38|1|0|2|2|-0.086107169|-0.007360265|5.351858133|-0.10490608|2|0.04391253|0.103904811|-0.001197042|-0.02967593|1|0.000347207|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|-0.032569307|-0.053823023|0.89459881|0.700181525|0|0.799611189|-0.100870929|-51.6277901|-65.35669452|14.19254029|129.8367176|-0.037359603|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|0.430111845|2921.048554|-1307.13389|2934.313773|6.568874137999999|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|696.3887025|13.69020024|1.0|0.0|1.0|1.0|1.0|3.0|4.03|3.09|81.23|2.0|0.0|135.78|0.0|-4.94|32.0|427.48|0.0|0.0|-4.72|1.15e-05|1.89e-05|0.00807|3.55|5.27e-08|-0.0603299999999999|3.6709|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|502.31|0.69413|-1409.309206|-0.13977|-1409.37001|14.0|7.8633|7.8633
16a_a10|0|0|1|1|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|0.011207938|0.014886502|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.916148686|-0.076950669|-36.408063|-53.28817038|9.606840334|58.06685151|-0.026063936|6.652715932|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|8.531706024|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|1.0|1.0|0.0|4.73|5.19|56.07|3.0|0.0|133.66|0.0|-5.22|33.0|439.55|0.0|1.0|-5.17|6e-06|6.76e-06|0.00297|4.33|3.18e-09|-0.04647|5.6019|-1395.158387|-1395.13019|760.0|1310.44|320.22|0.3843|629.65|332.0|-1394.797092|-0.1605|-1394.861824|47.0|7.3279|7.3279
