molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|RASA|FNSA5|PNSA3|PNSA5|FNSA4|WPSA3|DPSA3|GRAVp|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
9r_a24|0.0|1|0|2.950959457|0.0|0|6.605297921|0|0|0.0|4.59511985|0.013567512|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|-0.043274854|1|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|-0.120617935|0.841805128|0.8417158379999999|-0.082022572|-41.49802275|-54.99020696|-0.025821921|6.992734796000001|51.92828155|2644.462265|958.7578093|0.384785172|9.672636984|18.36822555|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|0.02357068|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|1.0|3.04|0.22|23.0|-8.66|3.93|79.82|1.02|2.0|0.0|0.0|1.0|8.0|30.0|6.0|-6.83|0.0|0.0383|8.77e-05|0.0351|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|0.3398|277.23|616.11|0.3398|0.6204|-0.1676099999999999|1.9698|-1294.263358|11.0|7.9586|7.9586
12bc_a36|0.0|1|0|3.43846811|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.042515909|0.068351685|0.0|-0.413738077|-0.001012333|-0.079009683|-0.027636036|1|-0.00097037|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|1|0.006621918|0.892249657|0.834305498|-0.107107992|-51.87437401|-71.97763346|-0.038558877|8.238431664|64.13376391|2927.476132|2623.395239|0.22853193|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|33.5878425|0.017847333|-364.8584744|661.6709012|11.99358509|1.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.76|3.19|69.2|2.99|2.0|0.0|0.0|1.0|5.0|31.0|4.0|-6.26|0.0|0.00372|6.55e-06|0.00295|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|0.7456|237.57|563.76|0.35775|0.69094|-0.15671|6.5854|-2151.971485|8.0|8.0969|8.0969
47c_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.048726885|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|0.028947131|0|0.002674691|0.071793992|-0.212991596|-0.320309303|-0.455055055|0|-0.027873485|0.7912974190000001|0.8128616409999999|-0.094000037|-57.54296759|-75.57063623|-0.0321917939999999|10.25333491|70.29678191|3228.879782|2027.892739|0.251001849|9.566965871|18.73268473|0.958059115|7527.530240999999|201.7910841|-1518.861384|34.55329606|0.016406766|-400.3604527|1167.054827|13.19009806|0.0|1.0|1.0|3.0|0.0|0.3|18.0|-9.18|2.87|97.76|2.41|3.0|2.0|1.0|1.0|12.0|38.0|4.0|-6.61|0.0|0.000947|8.12e-06|0.00417|6.67e-10|3.42e-07|-0.0449|3.1096|7.72|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-0.12841|3.3075|-1664.277127|3.0|8.5229|8.5229
6_a1|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.325221088|5.4161004020000005|0.021203156|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.13761072|0.8524898329999999|0.8782596159999999|-0.077422386|-27.63847818|-37.41011914|-0.0238222729999999|4.905211525|37.79009463|1956.144556|1383.161829|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|359.9965854|12.20110458|0.0|1.0|1.0|0.0|2.54|0.22|17.0|-6.02|3.57|39.94|1.75|0.0|0.0|0.0|1.0|3.0|22.0|3.0|-6.21|0.0|221.0|0.00021|0.0613|9.51e-07|0.000277|-0.02214|4.0635|2.81|0.3399|305.12|405.23|0.69818|0.69818|-0.16784|5.8386|-935.378591|5.1|5.2924|5.2924
4m_a46|0.0|0|0|0.0|0.16407746|1|7.825245291|1|1|2.12888511|5.587248657999999|0.051308728|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|-0.099662698|0.7975218959999999|0.948973877|-0.0672468|-35.4774406|-35.43866734|-0.0224155999999999|3.028720082|41.22460182|2133.331634|1639.260563|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|16.11061509|0.012232753|-245.828396|486.9589609|6.446588969|1.0|1.0|1.0|0.0|2.9|0.29|17.0|-6.88|4.63|54.5|2.5|1.0|0.0|0.0|1.0|2.0|25.0|3.0|-5.68|0.0|0.00981|2.68e-05|0.0088|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|0.2465|205.21|468.63|0.38389|0.68505|-0.18308|3.9226|-1030.980844|1288.0|5.8901|5.8901
12n_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.064217094|-0.1144447669999999|0.0|-0.387485343|0.001139238|-0.037209579|-0.087019298|1|0.002064369|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|1|-0.015189554|0.870930234|0.7781502140000001|-0.10528124|-52.4873066|-66.48079820000001|-0.038674741|6.804436105|63.2630417|2848.910641|2349.172094|0.200596792|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|618.6004214|9.686460958|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|0.00171|9.71e-06|0.00405|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|0.1826|238.43|506.94|0.27009|0.6854|-148.0|5.3143|-1674.83759|0.01|7983.0|7983.0
24_a47|0.0|0|1|0.0|0.0|1|6.86171134|0|0|1.225600378|4.727387819|-0.1160443999999999|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|2|-0.005097239|0.875198713|0.7839491009999999|-0.090995097|-42.71324947|-51.21152885|-0.032498249|6.81713713|54.82626523|2642.775318|1239.381181|0.388396422|7.024694045|13.48797266|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|0.032103375|-125.6197312|457.1122177|18.06759887|1.0|0.0|1.0|2.0|3.12|0.05|21.0|-7.63|4.64|84.73|2.86|1.0|0.0|0.0|1.0|5.0|28.0|5.0|-6.48|0.0|0.00975|3.05e-05|0.0121|2.32e-08|9.22e-06|-0.06517|3.9675|4.46|0.2618|312.5|450.98|0.6835|0.6835|-0.16333|2.6517|-1695.98597|3.0|8.5|8.5
4n_a46|0.0|0|0|0.0|0.126268818|1|7.825245291|1|1|2.093595994|5.587248657999999|-0.036492128|-0.2264394139999999|0.0|-0.234842682|0.004988019|-0.144852516|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0|-0.06655165|0.7681452190000001|0.903145407|-0.085838139|-56.80797266|-47.16810275|-0.031047837|2.543769935|61.43721285|2195.786424|2116.313581|0.136796337|5.666371466|9.921794991|0.750996215|4955.374473|75.1696593|-440.621256|19.76451658|0.0077084869999999|-399.1612105|525.8291956999999|4.235817757|1.0|1.0|1.0|1.0|2.84|0.27|17.0|-6.67|4.94|61.84|2.99|1.0|0.0|0.0|1.0|2.0|26.0|3.0|-5.26|0.0|0.00129|7.95e-06|0.00273|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|253.0|215.82|502.02|0.41625|0.7025|-0.16641|6.2318|-1090.151267|5194.0|5.2845|5.2845
12a_a32|0.0|1|1|3.442930603|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.057200812|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|-0.074344282|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.1534110109999999|-0.583507277|0|-0.018578911|0.8966299409999999|0.788702323|-0.109151429|-53.20970382|-68.06885478|-0.0308471429999999|6.430656017|63.52154605|2572.916338|3030.946307|0.332293625|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|-209.1696096|557.1050635|13.34486989|1.0|1.0|1.0|2.0|2.85|0.26|19.0|-7.65|4.19|140.04|1.1|1.0|0.0|1.0|1.0|7.0|27.0|4.0|-6.32|1.0|0.000389|3.17e-05|0.0126|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|0.2908|346.71|548.66|0.7025600000000001|0.7025600000000001|-0.14827|3.0517|-1880.600043|25.0|7.6021|7.6021
1b_a5|0.0|1|0|2.881451247|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.061874543|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|-0.028797464|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.231956531|2|0.122747292|0.827319059|0.808828623|-0.077221824|-39.38248661|-38.87394276|-0.031306145|2.737713392|44.82086533|2171.716467|919.9167129|0.267518749|6.11909445|11.64312636|0.90275317|4577.125071|134.6705884|-293.5407385|21.51550842|0.019229427|-234.0649914|357.34245360000006|9.680212283|0.0|1.0|1.0|1.0|1.81|0.0|23.0|-8.3|4.76|54.46|2.29|0.0|0.0|0.0|1.0|3.0|24.0|4.0|-5.99|0.0|0.0336|4.970000000000001e-05|0.0157|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|0.3101|258.89|388.58|0.5153800000000001|0.43728|-0.1892|2891.0|-1050.462425|59.0|7.2291|7.2291
12ah_a36|0.0|1|0|3.456839001|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.043678703|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|-0.444563583|1|0.011674455|0.8910146309999999|0.828405275|-0.1059368909999999|-49.0084977|-68.45222166|-0.038137281|7.714903458999999|60.9481085|2786.56479|2334.380591|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|32.04915319|0.017909528|-347.5133554|629.5017194000001|11.57242717|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.18|2.54|69.2|2.51|1.0|0.0|0.0|1.0|5.0|30.0|4.0|-6.49|0.0|0.0151|2.55e-05|0.0106|6.65e-08|2.77e-05|-0.05637|5.2259|3.79|0.6729|237.25|532.36|0.40051|0.6970000000000001|-0.15434|5.4979|-1692.369929|11.0|7.9586|7.9586
18a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.02919335|-0.041327798|0.0|-0.353677943|0.005050384|-0.01286191|-0.094932667|1|0.005458948|-0.073280844|-0.053309522|-0.094526372|-0.452377064|1|0.003991162|0.842671963|0.85918121|-0.095397479|-45.11907802|-59.38972262|-0.036990859|6.611941026|55.73981304|2721.874248|2814.429655|0.209500834|7.050626413|12.72666325|0.8050400790000001|5942.293347|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|620.9195447000001|9.968457988|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.64|2.62|81.65|2.82|2.0|0.0|0.0|1.0|5.0|29.0|4.0|-5.98|0.0|0.00208|1.4e-05|0.0056|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|0.3781|357.18|508.08|0.69033|0.69033|-0.1418|4.2514|-1575.604922|25.0|7.6108|7.6108
12b_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|1.713497417|5.4161004020000005|-0.011794908|0.1744506639999999|0.747253086|-0.158107422|0.00779293|0.107454819|-0.1537981269999999|2|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.026452642|0.7818091140000001|0.955647156|-0.074921647|-37.05091872|-42.67442006|-0.0338355829999999|3.518538455|43.22826564|2462.878448|860.5059425000001|0.143170283|8.132984007000001|16.09989085|0.979579799|5933.385347|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|370.3261123|5.872257692000001|1.0|1.0|0.0|0.0|3.87|0.0|20.0|-8.39|6.74|58.43|5.07|2.0|0.0|0.0|1.0|2.0|24.0|2.0|-4.09|1.0|8.09e-06|7.82e-08|3.2500000000000004e-05|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|306.0|363.91|490.5|0.69476|0.69476|-0.14267|4.5528|-3016.980996|0.04|7.3979|7.3979
13_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.050136054|5.4161004020000005|-0.019846488|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|-0.0963182119999999|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|-0.143303992|1|-0.215746851|0.7986239909999999|0.970027005|-0.068249548|-24.48959182|-33.41617993|-0.0279998139999999|2.096831328|28.77218157|1910.137758|1439.176684|0.137460473|5.663493161|9.917593683|0.751144285|3983.972795|67.30306705|-261.7783983|15.89399858|0.007566425|-355.01146810000006|373.9073307|3.704655033|0.0|1.0|0.0|0.0|2.87|0.16|17.0|-6.2|4.15|30.71|2.9|1.0|0.0|0.0|1.0|2.0|22.0|2.0|-5.39|0.0|0.0235|3.77e-05|0.0108|6.28e-07|0.00018|-0.03168|4.4811|3.87|0.2133|276.68|429.36|0.53815|0.59537|-0.17204|2471.0|-898.2503529999999|4.0|5.3979|5.3979
15_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.124460476|5.4161004020000005|0.035396617|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|-0.079744227|0.863438637|0.915526801|-0.074144604|-35.30133759|-44.18725043|-0.025240716|6.61142847|46.39507481|2549.580207|2288.954984|0.353587352|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|-174.5122907|563.875765|12.47504566|1.0|1.0|1.0|0.0|3.31|0.23|21.0|-8.3|4.72|52.83|2.53|2.0|1.0|0.0|1.0|5.0|28.0|4.0|-6.07|0.0|13.0|1.56e-05|0.0061|5.01e-09|1.96e-06|-0.05243|5.7922|3.12|0.4553|214.05|484.05|0.41458|0.68543|-0.1574|4.5192|-1603.907391|33.0|7.4815|7.4815
11d_a5|0.0|1|0|2.9590700880000003|0.0|0|6.605297921|0|0|0.0|4.59511985|0.001099755|-0.125546291|0.0|-0.185566552|0.008307337|-0.138265707|0.01948342|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|-0.018747485|0.831190148|0.87090286|-0.0847408619999999|-40.04753555|-53.84338206|-0.029333375|5.179111638|48.19862797|2540.78984|900.3825317|0.287694578|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|-615.8065323|26.16587381|0.018119737|-269.7929124|631.9206508|11.51307533|1.0|1.0|1.0|1.0|3.37|0.17|23.0|-8.64|4.14|66.93|1.42|1.0|0.0|0.0|1.0|7.0|29.0|5.0|-6.47|0.0|0.0278|5.14e-05|0.0198|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|507.0|280.66|594.45|0.66686|0.6533399999999999|-0.16762|2.8731|-1238.914819|15.0|7.8239|7.8239
6e_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|2|1.75595616|6.401917197|-0.074872854|-0.15110197|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|-0.205140551|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|-0.011405885|0.8988141140000001|0.74620476|-0.1164147119999999|-70.52033811|-76.50178121|-0.04873174|6.85578763|80.95296505|3075.060648|3854.417113|0.133008824|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|36.93694043|0.012858969|-482.3355765|587.7345677999999|8.450255075|1.0|0.0|1.0|1.0|3.16|0.21|14.0|-4.63|3.72|173.43|2.12|2.0|2.0|1.0|2.0|5.0|30.0|5.0|-6.09|1.0|8.31e-06|2.6e-06|0.00124|2.35e-05|0.0112|-0.09682|2.9549|8.35|0.3625|419.59|537.07|0.67187|0.67187|-0.1195799999999999|8.3311|-2831.048968|18.0|7.7447|7.7447
14c_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.349976042|5.351858133|-0.024758731|0.04174584|0.743546646|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.1114214519999999|0.857184548|0.922935039|-0.0800086929999999|-37.73933093|-53.17009158|-0.034046252|8.321492112|50.26125234|2955.304496|2379.221378|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|-376.6791777|633.3278634|10.88903141|1.0|0.0|1.0|1.0|3.6|0.05|26.0|-7.99|4.67|105.02|3.51|2.0|1.0|0.0|1.0|5.0|31.0|4.0|-6.03|0.0|0.000334|2.83e-06|0.00126|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|356.0|334.81|549.86|0.56781|0.56781|-0.15143|7.2704|-2089.354057|2.0|8.6253|8.6253
12q_a36|0.0|1|0|3.453150038|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.043678703|0.068040097|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|1|-0.017640538|0.8839272779999999|0.82911927|-0.1060430969999999|-49.18227989|-68.5549152|-0.038175515|7.758093617|61.18276554|2786.514757|2380.245597|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|149.536123|-797.7508892000001|32.10617123|0.017949083|-347.4093916|629.5017194000001|11.60375275|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.18|2.54|69.2|2.51|1.0|0.0|0.0|1.0|5.0|30.0|4.0|-6.49|0.0|0.0151|2.55e-05|0.0106|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|0.4239|236.72|531.58|0.39919|0.6863199999999999|-0.1566|4.6718|-1692.370918|6.0|8.2218|8.2218
12o_a36|0.0|1|0|3.444418304|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.079716275|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.213993335|-0.5110239679999999|1|0.141570244|0.848816593|0.7592112809999999|-0.10624773|-59.0895896|-76.51720886|-0.03541591|12.13767506|75.94332024|3009.981519|2778.220342|0.333537155|7.322888607|13.80895167|0.885724665|6622.134304|240.2059039|-1047.013252|38.27030489|0.026586303|-239.7655413|757.7532208|19.1468529|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.93|1.65|98.3|1.49|1.0|0.0|0.0|1.0|7.0|33.0|5.0|-7.66|0.0|128.0|0.000227|0.0997|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|0.4075|238.77|560.88|0.36719|0.67273|-0.15695|4.9237|-1440.734965|0.04|7.3979|7.3979
9c_a31|0.0|1|0|3.410619646|0.0|0|7.765993078999999|1|1|0.0|5.733341277|-0.055520387|-0.0384827639999999|0.0|-0.6933757159999999|-0.003618466|-0.1047269419999999|-0.062737615|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0|-0.000533581|0.8856644770000001|0.6746901059999999|-0.128097622|-65.84728287|-81.63444414|-0.035867334|12.30439782|85.15486955|2592.448925|2242.189942|0.329283294|8.188627935|15.04941978|0.837843885|5658.985169|209.8466636|-728.3394714|34.07943198|0.024456662|-217.5897278|583.9691392000001|15.58581614|1.0|1.0|1.0|2.0|3.09|0.35|16.0|-7.24|3.7|117.37|1.08|2.0|0.0|0.0|1.0|8.0|28.0|5.0|-6.53|0.0|0.00233|6.94e-05|0.0277|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-0.15975|1.3617|-1617.9568470000002|0.42|6.3768|6.3768
7_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.038088878|0.145944639|0.0|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.154068618|0.740089344|0.841400327|-0.110819329|-41.29775265|-61.50761094|-0.026500274|11.27499976|61.6121151|2330.667514|1624.468817|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|474.9756287|23.75461091|1.0|0.0|1.0|1.0|3.14|0.15|18.0|-7.19|4.64|61.84|1.74|2.0|0.0|0.0|1.0|7.0|26.0|5.0|-5.72|0.0|0.00516|3.2e-05|0.0113|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|0.3463|279.33|499.86|0.64652|0.70497|-0.15605|1.1115|-1184.224637|227.0|6644.0|6644.0
14ac_a23|0.0|0|1|0.0|-9.994971573|2|7.423568444|0|0|2.7104403130000003|5.351858133|-0.4422550999999999|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.1374474|0.834426845|0.931143634|-0.097100967|-66.72452104|-73.32014595|-0.043970249|9.597200637|79.43449928|3695.344378|3417.45156|0.192217908|8.122941134|15.90074614|0.95751094|9203.543798|145.1421706|-1328.722623|41.10214358|0.019122137|-464.8074813999999|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|3.34|0.12|26.0|-9.03|8.36|105.02|4.6|2.0|1.0|0.0|1.0|7.0|38.0|10.0|-5.84|1.0|2.69e-05|2.24e-07|0.000123|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|0.3209|309.85|627.76|0.6408|0.69962|-0.15055|6.3004|-2303.819891|4.0|8.3851|8.3851
20_a47|0.0|0|1|0.0|0.0|1|6.86171134|0|0|1.1934608|4.727387819|-0.161476442|0.031814023|1.010373001|-0.505699304|-0.009220816|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|-0.069674604|0.8575369009999999|0.6888286020000001|-0.092005493|-45.68149289|-50.14789824|-0.032859105|7.00733184|58.53772498|2630.63609|1219.306754|0.404765791|7.022502229|13.10815891|0.86659377|5896.060936|220.6189341|-409.9991682|30.08893541|0.034758191|-103.815441|428.5826478|18.94506718|1.0|1.0|1.0|2.0|2.96|0.05|21.0|-7.31|4.54|84.73|2.75|1.0|0.0|0.0|1.0|5.0|28.0|6.0|-6.75|0.0|0.0332|8.32e-05|0.0316|4.89e-08|1.86e-05|-0.06357|3.9808|4.08|0.2807|311.45|426.08|0.68219|0.68219|-0.16377|3.1747|-1335.620783|3.0|8.6|8.6
12y_a36|0.0|1|0|3.479963309|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.065314765|0.036174187|0.0|-0.410155116|0.002782748|-0.049845887|-0.028440975|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|-0.434990282|1|0.046673879|0.873588247|0.83704133|-0.098532865|-51.48548385|-66.24017399|-0.036493654|8.769742642|64.53055627|2793.629988|2304.463084|0.244264266|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|0.01873364|-343.8442493|698.847203|12.59396622|0.0|1.0|0.0|2.0|0.0|0.12|17.0|-7.01|2.42|69.2|2.38|1.0|0.0|0.0|1.0|6.0|31.0|4.0|-6.34|0.0|0.0106|2.82e-05|0.0115|9.66e-08|3.94e-05|-0.05002|3.8794|3.83|0.4358|319.6|532.91|0.66796|0.66796|-0.15671|6.1376|-1310.137888|12.0|7.9208|7.9208
14h_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.309480899|5.351858133|0.006191846|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|-0.034313725|2|0.009266617|0.060820238|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.143102066|0.860920386|0.923430574|-0.081058742|-43.02851162|-54.6468131|-0.033774476|9.990985411|57.84834575|3010.418229|2371.16134|0.246899416|7.833334036|15.0735214|0.924279155|6722.809649|166.45047749999998|-736.8173055999999|30.23434844|0.018981866|-341.2621515|646.2584547|12.79687369|1.0|1.0|1.0|1.0|3.2|0.04|26.0|-7.47|3.89|128.81|2.39|1.0|1.0|0.0|1.0|5.0|32.0|5.0|-6.62|0.0|0.0009109999999999|1.27e-05|0.00554|3.39e-08|1.4800000000000002e-05|-0.08532|4.0506|3.29|0.3424|306.09|569.53|0.67365|0.69933|-0.15209|9.7146|-1721.99264|5.0|8.3468|8.3468
12h_a36|0.0|1|0|3.468184524|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.041228471|0.059920602|0.0|-0.503153567|0.00127667|-0.003014954|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|-0.10861416|0.87043328|0.819614525|-0.10720355|-48.17643878|-70.19826261|-0.035734517|11.96512593|66.44902736|2845.467486|2391.856014|0.3347454589999999|7.428908584|13.87400978|0.8675704009999999|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|17.66132225|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.69|1.89|78.43|1.72|1.0|0.0|0.0|1.0|6.0|31.0|5.0|-6.93|0.0|0.0464|8.499999999999999e-05|35.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|0.5756|238.44|535.67|0.34589|0.7014600000000001|-0.14247|6754.0|-1347.260478|14.0|7.8539|7.8539
