molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|RASA|FNSA5|PNSA3|PNSA5|FNSA4|WPSA3|DPSA3|GRAVp|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
19_a20|0.0|1|0|3.423603867|0.0|0|6.842683282|0|0|0.0|4.727387819|-0.130949446|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|-0.063133522|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|-0.143992458|0.8193003000000001|0.754452534|-0.099685049|-60.26825633|-65.49811346|-0.038340404|5.890223441|69.23289949|2849.084477|1818.518838|0.203929412|7.950138729|15.38668579|0.935398401|6325.747732|133.9919257|-860.7113887|31.64490997|0.0159602|-389.0666676|684.5377542|10.48665779|1.0|1.0|1.0|2.0|2.49|0.08|27.0|-9.63|4.08|110.44|1.33|1.0|0.0|0.0|1.0|5.0|32.0|5.0|-6.8|0.0|0.00541|2.6600000000000003e-05|0.0112|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|0.2998|368.83|519.34|0.6987399999999999|0.6987399999999999|-0.13903|4.2507|-1368.190746|2.6|5585.0|5585.0
12j_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.033312179|-0.02473642|0.0|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|0.0060012969999999|0.846470093|0.842199041|-0.094132698|-47.76354083|-60.832977500000005|-0.036204884|6.520746879|57.85371764|2784.7999170000003|2258.891981|0.1865388989999999|8.067697897|15.41574553|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|686.039456|8.71869951|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.01|2.93|81.65|3.04|2.0|0.0|0.0|1.0|5.0|30.0|4.0|-5.81|0.0|0.0009119999999999|7.05e-06|0.00291|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|0.2163|238.56|549.64|0.3087|0.68625|-0.14772|4.6727|-1614.894278|9.0|8058.0|8058.0
28_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.837209467|4.727387819|-0.114439513|0.091462964|1.650185059|-0.363557127|0.002234763|0.0313932529999999|-0.039965901|1|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|3|-0.104458316|0.812553182|0.7817507370000001|-0.091179288|-57.59898971|-60.85602167|-0.035068957|6.540604536|67.39863895|2865.917291|2449.815677|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-812.3457521|30.25452396|0.016673728|-365.2747728|684.5377542|11.12858789|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-8.8|4.01|99.58|1.73|1.0|0.0|0.0|1.0|5.0|32.0|5.0|-6.96|0.0|0.0159|3.72e-05|0.0156|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|0.2354|258.81|531.85|0.50352|0.4701899999999999|-0.15572|3.5284|-1368.146882|255.0|6.5935|6.5935
12t_a36|0.0|1|0|3.500121488|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.034194893|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|0.059266516|-0.101854847|-0.169994208|-0.436022708|1|-0.009662203|0.878510663|0.8337556420000001|-0.100615514|-48.97252784|-67.01551397|-0.035934112|7.820109571000001|60.71345614|2771.211293|2320.375227|0.21683192|7.960344391|15.36435856|0.930112292|5936.009091|144.422087|-892.7209991000001|30.56063281|0.01547607|-377.2113003|729.1873176|10.30792105|0.0|1.0|0.0|2.0|0.0|0.21|17.0|-7.36|2.45|69.2|2.45|1.0|0.0|0.0|1.0|6.0|31.0|4.0|-6.33|0.0|0.0102|2.6600000000000003e-05|0.0109|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|0.4297|319.18|562.72|0.69297|0.70313|-0.15088|5.9081|-1311.349439|8.0|8.0969|8.0969
6d_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|2|1.695192271|6.401917197|-0.091548968|-0.104206961|0.683786612|-0.722057579|-0.005066797|0.086704068|-0.205140551|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0|-0.039077432|0.8988141140000001|0.663670372|-0.119563634|-73.59650182|-76.51205671|-0.050049893|7.108696385|84.70509846|3063.227702|3212.360755|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|89.55631|-881.3190339|37.23994308|0.01400787|-460.8148719|555.2010623|8.964021265|1.0|0.0|1.0|1.0|2.84|0.21|14.0|-4.31|3.63|173.43|2.01|2.0|2.0|1.0|2.0|5.0|30.0|6.0|-6.36|1.0|2.85e-05|7.1e-06|0.00327|4.9e-05|0.0226|-0.09462|2.9559|7.98|0.3518|419.45|511.88|0.6624800000000001|0.6624800000000001|-0.11938|7.8884|-2470.684323|1.0|8.9208|8.9208
8_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.044406425|0.155304204|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|-0.014489333|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|0.0937475619999999|0.742680335|0.853896482|-0.118293578|-41.7821007|-69.07571287|-0.028969856|11.47934212|61.44071008|2393.276181|1919.535904|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|532.0914339999999|20.72712321|1.0|0.0|1.0|1.0|3.76|0.19|18.0|-7.57|4.95|61.84|1.96|2.0|0.0|0.0|1.0|7.0|27.0|5.0|-5.52|0.0|0.00206|1.53e-05|0.00562|2.69e-08|9.86e-06|-0.02723|4.4346|3.36|251.0|279.58|538.51|0.5128|0.70524|-0.1558|1.1415|-1223.523393|108.0|6.9666|6.9666
3t_a32|0.0|1|1|3.4477303|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.0338714389999999|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|0.00139283|0.049606573|-0.070331512|-0.122301673|-0.496165036|0|0.0466380209999999|0.870628579|0.828676243|-0.0974995|-50.65701113|-61.58101978|-0.026967947|5.681818647999999|59.65287508|2530.60497|2241.507646|0.315525518|8.107111779|15.64252992|0.929482453|5525.861115|199.2870037|-505.632194|24.88485469|0.017184783|-233.0294362|582.0730423|10.85396804|1.0|1.0|1.0|1.0|3.41|0.3|19.0|-8.01|5.42|128.01|1.74|2.0|0.0|0.0|1.0|7.0|27.0|4.0|-5.81|0.0|0.00013|1.16e-05|0.00462|9.86e-09|3.91e-06|-0.05507|3.5487|5.5|0.2906|349.38|575.45|0.70286|0.70286|-0.14739|1.2641|-1864.534478|9.0|8.0458|8.0458
7l_a46|0.0|0|0|0.0|0.256706467|1|7.727094485|1|1|2.1525548|5.533389489|0.017668261|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|0.050638298|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|-0.1237456669999999|0.825629852|0.907148114|-0.06289606|-27.30136533|-30.34397256|-0.022013621|2.698568452|32.8948756|1920.310099|1246.417766|0.32532919|5.273701985|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|15.74158869|0.016330867|-168.5385796|375.721552|7.878766604|0.0|1.0|1.0|0.0|2.64|0.28|17.0|-6.29|3.59|43.6|1.89|0.0|0.0|0.0|1.0|2.0|22.0|3.0|-6.22|0.0|0.1939999999999999|0.0001889999999999|0.0548|5.19e-07|0.000151|-0.03324|4.5464|2.42|0.2024|272.71|414.82|0.68834|0.68834|-0.18993|3.3119|-915.493986|1.94|5.7122|5.7122
33_a47|0.0|0|1|0.0|0.0|1|6.823286122000001|0|0|1.758479676|4.727387819|-0.085712613|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|-0.270498605|3|0.065468525|0.8913954909999999|0.8197001309999999|-0.083739854|-32.1568697|-44.81989209|-0.0272154529999999|6.401714296000001|44.11759955|2311.28828|787.797733|0.42318652|6.979305126|12.94292541|0.854471925|4889.09585|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|388.178924|15.83240237|1.0|1.0|1.0|1.0|2.76|0.11|21.0|-7.08|4.04|68.52|1.52|0.0|0.0|0.0|1.0|3.0|25.0|5.0|-6.78|0.0|183.0|0.000192|0.0643|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|0.2566|296.13|423.52|0.67508|0.67508|-0.15985|4.5647|-1123.04547|4.0|8.4|8.4
12al_a36|0.0|1|0|3.469383582|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.04314418|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|-0.031635802|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.125005134|0.885733922|0.801179217|-0.105915949|-51.22331485|-69.69632923|-0.035305316|11.65999569|68.94274882|2843.740855|2244.88081|0.328915355|8.774664332|16.15533063|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|679.7230552999999|17.07995636|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.69|1.89|78.43|1.72|1.0|0.0|0.0|1.0|6.0|31.0|5.0|-6.93|0.0|0.0464|8.499999999999999e-05|35.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|0.4466|319.71|554.23|0.6945399999999999|0.70417|-0.14558|6.4473|-1347.257936|48.0|7.3188|7.3188
15c_a10|0.0|0|0|0.0|0.0|1|7.535296702|2|2|2.154210861|5.4161004020000005|0.040869377|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|0.0123939039999999|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|-0.03167553|0.772328328|0.904458517|-0.072537853|-32.5870313|-50.32840842|-0.019267867|7.077912953999999|42.7883594|3012.018586|1817.047455|0.471771585|8.639636218|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|924.9341455|16.25826809|1.0|1.0|1.0|0.0|4.09|0.37|21.0|-7.79|2.97|59.31|1.74|1.0|0.0|0.0|1.0|6.0|34.0|6.0|-6.99|0.0|0.0646|2.68e-05|0.0122|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-0.14739|2.4256|-1450.201574|0.1|7.0|7.0
3c_a32|0.0|1|1|3.452148526|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.048337951|-0.0522536959999999|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|3|0.00124359|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|-0.003205869|0.901864778|0.888766719|-0.0943910459999999|-34.91603827|-48.52416391|-0.0288417079999999|3.995552912|42.68833949|2152.627425|1393.156794|0.306047878|5.605165488|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|21.36577928|0.018316536|-199.4122311|370.5811396|9.416090047|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|4.68|110.94|1.7|1.0|0.0|0.0|1.0|3.0|22.0|3.0|-5.35|0.0|0.000217|1.22e-05|0.00399|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-0.14219|3123.0|-1633.348356|9.0|8.0458|8.0458
12bg_a36|0.0|1|0|3.434779148|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.044573523|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|-0.023460562|0.892249657|0.840610352|-0.102664465|-51.74990566|-70.42534258|-0.036959207|9.22604612|65.19942617|2925.402039|2915.548359|0.252132272|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|661.6709012|13.35534589|1.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.76|3.19|69.2|2.99|2.0|0.0|0.0|1.0|5.0|31.0|4.0|-6.26|0.0|0.00372|6.55e-06|0.00295|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|0.4409|318.36|554.7|0.69395|0.69395|-0.15743|6.6844|-2151.975577|15.0|7.8239|7.8239
18_a3|0.0|1|0|2.897754472|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.021283637|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|-0.025890816|1|0.005799063|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.0355413979999999|0.784960175|0.8419576209999999|-0.0846755|-31.07331853|-37.67445366|-0.031753312|2.73114076|37.21171433|1938.093995|703.8534116000001|0.317507797|5.293627315|10.24658906|0.935646099|3928.183499|141.2679329|-201.1487809|20.70048575|0.02363555|-162.3915791|270.539096|10.51610501|0.0|1.0|1.0|1.0|1.81|0.0|21.0|-6.83|3.08|67.35|0.93|0.0|0.0|0.0|1.0|2.0|21.0|4.0|-6.7|0.0|411.0|0.000537|147.0|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-0.1641099999999999|2.6366|-889.894728|0.03|7.5229|7.5229
4f_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.066693174|5.4161004020000005|-0.087045007|-0.087861524|1.5830545580000002|-0.418450768|0.001532832|-0.064058097|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|-0.00953448|0.8557769120000001|0.7370618040000001|-0.089955514|-55.88123394|-48.83888562|-0.033471819|4.89045046|64.88887164|2458.261097|1629.651745|0.2816937089999999|6.302023735|11.20071713|0.7773206840000001|5422.650822|152.9378926|-424.2517893|25.29924744|0.020905063|-237.0468572|467.1194103|11.34983222|1.0|1.0|0.0|1.0|2.35|0.14|21.0|-6.54|3.8|80.9|2.03|1.0|0.0|0.0|1.0|3.0|27.0|5.0|-6.6|0.0|0.0365|8.120000000000001e-05|0.0289|2.92e-07|0.000104|-0.06954|4.6249|4.07|0.2368|268.08|411.94|0.39584|0.68474|-0.15517|1.7833|-1179.080799|0.04|7.3979|7.3979
9_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.998759814|5.4161004020000005|-0.032199235|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|-0.362724972|2|-0.000865755|0.837889476|0.8694452140000001|-0.084348428|-40.90513782|-59.80726117|-0.028592687|6.959437141|50.72029356|2904.874289|2284.568215|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|0.015893979|-327.9949188|816.3832816|11.26962754|1.0|1.0|1.0|1.0|3.2|0.23|21.0|-7.93|3.68|75.94|1.81|1.0|0.0|0.0|1.0|7.0|33.0|5.0|-6.87|0.0|0.0259|3.64e-05|16.0|1.17e-08|5.14e-06|-0.06118|5.5668|4.51|0.4138|222.72|631.5|0.2242|0.68962|-0.15045|2.9927|-1409.764013|193.0|6.7144|6.7144
17_a4|0.0|0|0|0.0|-4.533317957|1|7.535296702|1|1|1.690442177|5.4161004020000005|-0.319716072|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|0.0147116789999999|0.8347553529999999|0.888791225|-0.08932566|-45.75108579|-46.06264282|-0.042181562|2.822041259|51.22364842|2351.601697|1658.726841|0.138303414|5.923504372999999|10.65499029|0.798764653|5322.773303|71.31904507|-403.8037909|25.24299609|0.012827738|-373.0328031|319.5521911|6.61489113|0.0|1.0|0.0|0.0|2.94|0.11|17.0|-6.56|6.26|30.71|3.66|1.0|0.0|0.0|1.0|3.0|25.0|6.0|-5.56|1.0|0.0152|1.5399999999999998e-05|0.00532|2.74e-07|9.44e-05|-0.04186|4.3363|4.44|0.2045|285.92|413.28|0.47353|0.47353|-0.17559|4.8197|-1255.932407|877.0|6057.0|6057.0
9a_a31|0.0|1|0|3.348289714|0.0|0|7.765993078999999|1|1|0.0|5.733341277|-0.093457477|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0|0.045292529|0.837697452|0.691768132|-0.122626525|-64.75697831|-78.6954713|-0.043430228|13.69193237|86.0923113|2855.751316|1955.13855|0.262241245|7.812278516|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|-305.16297060000005|597.3075924999999|15.33993762|1.0|1.0|1.0|2.0|2.78|0.14|22.0|-8.13|4.02|117.37|1.58|1.0|0.0|0.0|1.0|6.0|30.0|5.0|-6.39|0.0|0.00101|1.7100000000000002e-05|0.00715|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|0.7028|327.21|540.01|0.7028|0.7028|-0.15757|5.0244|-1691.7777600000002|0.15|6.8239|6.8239
13_a47|0.0|1|1|2.920663104|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.0777650159999999|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|0.038682232|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.030290722|0.8582665429999999|0.781675563|-0.088128939|-41.79730418|-45.39284663|-0.032468557|4.705524762|50.9329486|2190.316257|669.2729199|0.311738758|7.038683428|13.33103985|0.8939678120000001|4542.479565|160.5682509|-327.3288841|24.29844849|0.023284817|-193.936606|359.12161539999994|11.99338291|0.0|1.0|1.0|2.0|1.75|0.06|21.0|-7.9|4.63|66.49|2.34|0.0|0.0|0.0|1.0|3.0|24.0|4.0|-6.0|0.0|0.0185|5.41e-05|0.0173|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|0.3382|307.63|404.73|0.67466|0.67466|-166.0|3.5455|-1067.71601|16.0|7.8|7.8
18c_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.118776867|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|0.0211588229999999|0.003429114|0.006103754|-0.562807327|1|0.034468997|0.885516463|0.717052026|-0.1115683|-71.31647561|-75.33411705|-0.042101245|8.826997739|84.38908035|3002.59061|3094.729399|0.214007997|7.646050338999999|13.8741593|0.81455244|6685.737642|144.5043388|-1017.355139|36.16826708|0.018410634|-386.2200097|713.7769663|12.43138832|0.0|1.0|0.0|2.0|0.0|0.13|17.0|-6.19|1.72|124.74|2.06|1.0|0.0|0.0|1.0|6.0|32.0|5.0|-7.05|0.0|0.00427|5e-05|0.0221|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|0.3879|355.78|543.46|0.69123|0.69123|-0.14225|6.6462|-1744.28923|12.0|7.9208|7.9208
14j_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.278390512|5.351858133|-0.071396109|0.037350515|0.722606603|-0.322724299|0.007671236|-0.026319216|-0.055708465|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.143567854|0.864845456|0.8454521620000001|-0.082226482|-40.35191855|-53.34139172|-0.034989992|8.620784882999999|53.64097592|2943.385528|2175.598042|0.226032829|7.83426417|15.57933561|0.988615047|6597.039681|146.63044480000002|-692.0651337|29.32742551|0.017787992|-355.4521561|599.5697147999999|11.53930239|1.0|1.0|1.0|1.0|3.41|0.05|26.0|-7.67|4.58|105.02|3.4|2.0|1.0|0.0|1.0|5.0|31.0|5.0|-6.31|0.0|0.00114|7.73e-06|0.00332|2.14e-08|9.18e-06|-0.07581|3.6671|3.72|0.3886|338.1|528.18|0.65128|0.65128|-0.14816|5.8037|-1728.988797|4.0|8.3883|8.3883
4S4k_a46|0.0|0|0|0.0|0.173180233|1|7.825245291|1|1|2.145043462|5.587248657999999|-0.088084767|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|-0.003017362|0.787615341|0.891734458|-0.0860536609999999|-47.49082053|-45.61628327|-0.030477338|2.177526049|51.59865384|2105.538282|1729.18312|0.132090036|5.523352655|10.26616763|0.858684076|4719.2906570000005|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|519.5743695|3.807172093|0.0|1.0|1.0|1.0|3.03|0.33|17.0|-6.61|4.77|50.94|2.84|1.0|0.0|0.0|1.0|2.0|25.0|3.0|-5.46|0.0|5.0|1.4800000000000002e-05|0.0049299999999999|2.48e-07|8.28e-05|-0.02074|5.2854|4.52|0.2623|234.58|487.43|0.5716|0.67893|-0.17396|2.2655|-1053.255345|197.0|6.7055|6.7055
12m_a36|0.0|1|0|3.40403699|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.133854569|0.14264424|0.0|-0.667165917|-0.006653538|-0.025127218|-0.038386106|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|-0.075712087|0.8792981679999999|0.711961428|-0.121074678|-67.27772044|-81.19927925|-0.04260035|10.22144534|82.51872026|2925.315028|2637.948424|0.252881876|7.312794835|13.67704354|0.8702895190000001|6434.374756|169.596372|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|689.2886595|14.91990864|0.0|1.0|0.0|3.0|0.0|0.13|17.0|-6.14|0.98|112.29|1.28|1.0|0.0|0.0|1.0|6.0|32.0|5.0|-7.39|0.0|0.0338|0.000159|0.0676|7.19e-07|0.000305|-0.05114|3.8658|3.88|0.4718|320.72|505.51|0.69382|0.69382|-0.15879|6.5789|-1401.446557|0.03|7.5229|7.5229
11_a15|0.0|0|0|0.0|0.0|0|0.0|1|1|0.0|0.0|-0.029665252|-0.036023137|0.0|-0.402711212|0.001806571|-0.0856783419999999|0.023543401|0|0.003766915|-0.056500144|-0.173728081|-0.272482143|-0.363940085|2|0.0234789439999999|0.76664841|0.8945381259999999|-0.0974577669999999|-44.15161868|-66.78526188|-0.033606127|8.696553172|56.84224275|3022.859488|2565.707165|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|0.018086221|-327.9935744|830.7967967000001|12.39401492|1.0|0.0|0.0|1.0|4.25|0.07|24.0|-8.9|6.69|59.51|2.52|2.0|0.0|0.0|1.0|6.0|34.0|4.0|-5.26|1.0|0.000214|7.970000000000001e-07|0.000357|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|0.2657|263.2|568.22|0.58935|0.70577|-0.12134|812.0|-1450.457814|739.0|6.1314|6.1314
13e_a6|0.0|1|0|3.433539068|0.0|0|6.842683282|0|0|0.0|4.727387819|-0.008507023|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.102257199|0.827254552|0.861676601|-0.093298845|-49.62570093|-62.36320497|-0.032929004|8.211609879|61.91072885|2868.489025|3457.565879|0.277469482|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|-750.3313497|30.46313253|0.019543118|-297.4895642|676.2770877|13.06309302|1.0|1.0|1.0|2.0|2.79|0.08|27.0|-10.18|4.53|103.17|0.92|1.0|0.0|0.0|0.0|5.0|32.0|5.0|-6.52|0.0|0.00323|1.65e-05|0.00688|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|0.8312|207.04|567.24|0.38609|0.7034199999999999|-0.1327|10.1884|-1347.074898|12.0|7.9208|7.9208
11f_a5|0.0|1|0|2.967866825|0.0|0|6.605297921|1|1|0.0|4.59511985|0.022233547|-0.083432989|0.0|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|0.008309782|-0.1323098|-0.128153787|-0.203228986|-0.230681941|2|-0.008110526|0.800575032|0.847356138|-0.074612137|-47.57801621|-51.92819555|-0.022252743|10.72733576|62.99140465|2853.401015|1125.122028|0.489052404|9.683662007|18.03905985|0.8628345190000001|5969.213977|340.3683339|-614.3924972|30.31104695|0.030351311|-15.23851001|753.9168511|21.12375879|1.0|1.0|1.0|1.0|2.87|0.24|23.0|-8.67|3.53|76.16|1.03|1.0|0.0|0.0|1.0|7.0|32.0|6.0|-6.99|0.0|0.0477|5.479999999999999e-05|0.0234|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|0.5834|278.47|579.1|0.6593600000000001|0.64937|-0.1691|2.1313|-1391.50739|12.0|7.9208|7.9208
6g_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|2|1.628664494|6.401917197|-0.261952754|-0.120745388|0.607999575|-1.09669629|-0.019683422|0.07194868|-0.251161616|2|-0.018182514|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0|0.075283207|0.8917390820000001|0.605346707|-0.156296046|-107.2113398|-101.5916383|-0.059045173|7.499640603|118.7493383|3142.74733|3198.69909|0.175795811|6.95079805|12.10032156|0.740853565|7822.892656|114.2663866|-1122.578856|46.56499428|0.020240097|-421.4621621|590.1686672000001|13.1559604|1.0|0.0|1.0|3.0|2.28|0.21|14.0|-2.87|2.48|213.89|0.59|1.0|2.0|1.0|3.0|5.0|31.0|7.0|-7.02|1.0|2.87e-05|1.93e-05|0.00917|0.0013599999999999|0.6459999999999999|-0.08622|3.3197|7.38|0.4971|373.48|514.77|0.58454|0.5794199999999999|-0.11857|6.7231|-2521.87499|47.0|7.3279|7.3279
