molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12ad_a36|0.0|1|0|0|0.0|0|2|1.297042846|-0.040810025|-0.01083262|5.351858133|-0.073048351|2|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|0.077659878|-0.136151085|-0.478461478|1|0.817851296|0.832674224|0.1563642469999999|0.8846605|0.760267769|-0.107772644|0.423689705|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|0.656407461|-2.047680239|-41.30726219|-25.88878839|80.12771975|0.477102332|16.772513699999998|6569.653402|243.2659577|-1026.448977|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|1.0|1.0|0.0|2.0|4.9|17.0|-6.62|2.7|1.67|1.89|1.0|135.03|0.0|7.0|33.0|-7.18|439.47|0.0|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|2.42e-07|-0.05406|5733.0|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|0.6073|216.26|-1460.5468529999998|0.2532|-0.15638|-0.21044|0.03648828|17.0|7.7696|7.7696
12ax_a36|0.0|1|0|0|0.0|0|2|1.280791885|-0.0943348109999999|-0.007681676|5.351858133|-0.040458296|2|-0.001012333|-0.057017299|-0.034663063|1|-0.00097037|0.128253871|-0.101451485|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|0.892249657|0.846837721|-0.107815607|0.375647684|-49.32384393|-72.11700812|12.79462904|36.17982162|0.153162279|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|62.11847297|0.488501696|14.78635841|6741.969187999999|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|1.0|1.0|0.0|2.0|4.74|17.0|-7.76|3.99|3.19|2.99|2.0|133.77|0.0|5.0|31.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|3.93|1.74e-08|-0.05596|5.2372|4.42|3.8889|-2152.130959|-2152.100515|699.67|1182.31|318.82|0.5236|236.74|-2151.910753|0.4167|-0.15728|-0.21324|0.03044421|12.0|7.9208|7.9208
12k_a30|0.0|0|0|0|0.0|0|2|0.604984231|-0.001755273|-0.007818038|5.351858133|-0.029595542|2|0.0043261129999999|0.067265077|-0.038714845|1|0.0053380919999999|-0.240110949|-0.089279071|-0.4186541|1|0.838579475|0.830875659|0.001281277|0.883029843|0.815083558|-0.098188266|0.340031035|-52.35426525|-65.04897323|16.01752015|106.8195439|0.184916442|-0.035199567|-43.09444587|10.61148425|0.0|0.7081361979999999|-1.865577056|-34.68429919|-23.31944323|68.37178540000001|0.47195436|15.93977881|6393.133321|193.3575303|-818.7944715|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|1.0|1.0|1.0|1.0|4.72|17.0|-6.74|3.89|2.63|2.51|2.0|133.77|0.0|6.0|31.0|-6.19|428.51|0.0|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|1.84e-07|-0.05055|5.1958|3.58|3.4715|-1690.302721|-1690.269144|710.82|1200.31|357.15|0.2257|238.62|-1690.031103|0.1512|-0.14743|-0.19798|0.03357755|24.0|7.6144|7.6144
36_a18|0.0|0|0|0|0.0|0|2|1.25117638|0.050448408|-0.006407141|4.844187086|-0.020339784|1|-0.000451777|-0.0077246719999999|0.003321395|0|0.000825855|-0.079553246|-0.079721028|-0.493920601|0|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0.804293867|-0.079805761|0.3847791889999999|-55.38202488|-56.82615305|6.722004572|110.8288932|0.195706133|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|18.21710397|6799.65027|133.8265619|-1052.048147|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|1.0|1.0|1.0|3.0|4.19|18.0|-9.16|3.73|2.96|3.13|2.0|146.24|0.0|7.0|35.0|-6.18|466.57|0.0|0.0|1.0|2.8|-5.28|0.000975|5.19e-06|0.00242|4.18|6.87e-10|-0.04991|3.1908|7.75|3.1908|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|388.57|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|32.0|7.4949|7.4949
6_a4|0.0|0|0|0|0.0|1|1|1.271761557|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|2|0.011457667|0.0032928379999999|-0.208689928|1|0.01098094|0.0671397079999999|-0.046166422|-0.1738111839999999|2|0.664591856|0.76089528|-0.169533683|0.810030118|0.945545838|-0.0670158929999999|0.417868437|-29.18838891|-37.33240845|4.324187697|14.1731579|0.054454162|-0.024618083|-20.7966895|2.408866521|45.93422613|0.814470803|-1.206286076|-16.25991695|-13.71394596|33.5125766|0.423084148|9.981741408|5256.215815|103.3523757|-374.340411|16.83786074|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|0.0|1.0|1.0|0.0|3.38|21.0|-7.99|5.1|5.23|3.09|2.0|109.7|0.0|3.0|27.0|-5.42|354.45|0.0|1.0|1.0|4.23|-5.11|0.0043799999999999|7.74e-06|0.00274|4.28|1.04e-08|-0.04867|4.8714|4.11|4.0354|-1108.585859|-1108.563418|613.83|1057.7|307.24|0.1235|254.51|-1108.338577|0.0772|-0.16959|-0.2182599999999999|0.02244097|1.3|5.8861|5.8861
8j_a46|0.0|0|0|0|0.214753401|1|1|1.160371125|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|0.011852046|-0.174853546|-0.053618988|1|0.0108603019999999|-0.204674804|-0.084266433|-0.229679821|2|0.645146311|0.789844634|-0.223292257|0.837678812|0.934648421|-0.068971544|0.308052557|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|-0.02566383|-19.90219786|2.5024620580000003|64.83187221|0.822112519|-1.103544698|-15.7861518|-13.78596018|34.04593326|0.427798746|9.817783823|4759.107832|95.55665364|-318.43516580000005|16.76894569|0.008843828|-346.061389|721.0646647000001|453.1959065|1.0|1.0|1.0|0.0|3.23|17.0|-7.26|4.71|4.55|2.62|1.0|96.94|0.0|2.0|24.0|-5.55|338.83|0.0|1.0|1.0|3.82|-4.83|0.00878|1.47e-05|0.00497|3.97|5.46e-08|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|281.1|0.1728|249.79|-1414.349865|0.1427|-0.18531|-0.22599|0.02408052|1228.0|5.9108|5.9108
2_a47|0.0|0|0|0|0.0|0|0|1.381899691|-0.002024001|-0.008527649|0.0|-0.13117284|2|-0.007479445|0.107297513|-0.013580367|0|-0.006079384|-0.007299676|-0.017113434|-0.444853768|2|0.916092248|0.671819147|0.115527282|0.728066943|0.847324011|-0.095655954|0.482748996|-41.57671973|-47.65477123|4.240150185|99.5619537|0.152675989|-0.036790752|-23.74109633|2.112397382|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|-18.32875817|45.81686991|0.433425706|9.369924133|4559.060763|107.1215986|-356.116445|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|1.0|1.0|1.0|2.0|2.58|22.0|-7.82|3.7|4.75|2.39|1.0|96.54|0.0|3.0|24.0|-5.0|313.35|0.0|1.0|1.0|3.58|-5.11|0.00109|7.75e-06|0.00243|4.52|1.51e-08|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|902.07|333.46|0.2143|333.46|-1010.364507|0.2143|-0.15446|-0.20731|0.03544055|631.0|6.2|6.2
16f_a32|0.0|1|1|1|0.0|0|0|0.609420741|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0|-0.003511776|-0.081644236|-0.000291262|3|-0.001202032|0.0151704889999999|-0.120440534|-0.697693907|0|0.801401734|0.852938445|0.085125293|0.899839182|0.8072754790000001|-0.111152081|0.522247991|-56.53102601|-76.92280867|16.90955989|89.03402347|0.192724521|-0.035568666|-53.23443736|11.7022626|47.24868477|0.69473708|-1.778433296|-39.12230215|-24.61529877|73.4405859|0.384656622|14.28728752|6235.040893|211.2572338|-851.7509977|35.43109972|0.022983292|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|2.0|3.76|19.0|-7.77|6.42|4.99|1.34|3.0|116.75|1.0|9.0|29.0|-5.99|427.54|1.0|0.0|1.0|4.05|-4.97|4.79e-05|1.07e-05|0.00457|4.11|1.7e-08|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|1191.55|341.82|0.2931|341.82|-1995.054457|0.2931|-0.15003|-0.2|0.02889673|9.0|8041.0|8041.0
12bg_a36|0.0|1|0|0|0.0|0|2|1.29692796|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|-0.001012333|-0.060117593|-0.0206090089999999|1|-0.00097037|0.097928606|-0.101451485|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|0.892249657|0.840610352|-0.102664465|0.543472602|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|-0.036959207|-48.31008346|9.22604612|14.85588272|0.747867728|-1.847960372|-35.49918495|-25.35312333|65.19942617|0.46245521|14.04434294|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|1.0|1.0|0.0|2.0|4.75|17.0|-7.76|3.99|3.19|2.99|2.0|133.77|0.0|5.0|31.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|3.93|1.74e-08|-0.0542299999999999|3.8944|4.42|3.8944|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.4409|318.36|-2151.914954|0.4409|-0.15743|-0.21166|0.03334656|15.0|7.8239|7.8239
13_a15|0.0|0|0|0|0.0|0|1|1.4356889940000002|-0.139434143|-0.006348913|0.0|-0.031457366|3|0.001806571|-0.031047852|0.005149745|0|0.003766915|-0.010882979|-0.173728081|-0.357554652|2|0.843715005|0.729838386|0.008210506|0.7784213259999999|0.8854875790000001|-0.098053528|0.708462114|-43.2365883|-61.86632281|10.21906987|142.67217639999998|0.114512421|-0.033811561|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|0.482317225|10.07307988|7196.400881999999|154.4025434|-780.6841766|28.24531009|0.01672103|-322.1392954|1638.227985|830.7967967000001|1.0|0.0|0.0|1.0|4.13|24.0|-8.9|4.33|6.69|2.52|2.0|138.24|0.0|6.0|34.0|-5.26|448.52|1.0|0.0|0.0|4.61|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|-0.03946|3942.0|5.04|2.5721|-1450.756042|-1450.727602|674.36|1231.11|482.03|208.0|314.52|-1450.399387|0.0003|-0.11283|-0.15229|0.02844037|6.0|8.2218|8.2218
19_a15|-3.694652026|0|0|0|0.0|0|0|0.300209223|0.156105985|-0.009832375|0.0|-0.558905888|1|-0.012350591|-0.04003124|-0.032407407|0|-0.00534669|0.060683674|-0.0283109839999999|-0.571686169|1|0.7981860159999999|0.722297906|0.042424078|0.770451673|0.691069123|-0.112106433|0.355677322|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|-0.042351319|-37.44217335|1.761006946|15.76831619|0.922135562|-1.905809364|-31.61527447|-24.47553536|57.75275299|0.405429114|10.26331993|5417.777463|44.99916039|-636.516947|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|1.0|0.0|1.0|2.0|2.99|18.0|-7.14|2.36|4.96|1.64|1.0|101.22|0.0|5.0|26.0|-6.22|369.44|0.0|0.0|1.0|2.88|-4.39|0.00279|4.1200000000000005e-05|0.0152|3.29|7.28e-08|-0.0372399999999999|4.1742|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|0.4895|297.03|-1523.196562|0.4895|-0.17018|-0.20742|0.04315771|72.0|7.1427|7.1427
1_a6 (SB-431542)|0.0|1|0|0|0.0|0|1|1.430935835|0.043282217|-0.015636898|5.351858133|-0.175408303|1|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.5940412860000001|-0.122555709|0.210050443|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|14.26172029|5748.417262|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|2.0|3.25|23.0|-7.69|4.04|3.63|1.54|1.0|106.85|0.0|4.0|29.0|-6.73|384.39|0.0|0.0|1.0|2.85|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|2.03e-08|-0.05971|3.8208|4.57|3295.0|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|324.5|-1292.358966|0.3346|-0.13329|-193.0|0.03494577|1542.0|5.8119|5.8119
4R4k_a46|0.0|0|0|0|0.173180233|1|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0.890625164|-0.085931818|0.237621572|-47.73036108|-45.72566346|4.194771739|173.3171354|0.109374836|-0.030434186|-24.33134018|2.232103603|0.0|0.866681099|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|0.465590034|10.33328154|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|519.5743695|1.0|1.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|2.84|1.0|100.96|0.0|2.0|25.0|-5.46|333.43|0.0|1.0|1.0|3.81|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|2.48e-07|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|994.13|299.53|0.2896|234.09|-1053.202129|0.1008|-0.17484|-0.19529|0.0257622|97.0|7.0132|7.0132
16c_a32|0.0|1|1|1|0.0|0|0|0.6094207629999999|0.191088217|-0.01639019|5.733341277|-0.087497559|0|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.697601261|0|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|0.773043206|-0.119988297|0.367322508|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|-0.038178095|-42.71426897|9.181311842|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|-22.77882371|68.39521789|0.463897164|11.77670717|5979.891916|188.1603823|-597.9997655000001|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|1.0|1.0|1.0|2.0|3.5|19.0|-6.99|5.64|4.21|0.88|1.0|107.14|1.0|7.0|27.0|-6.44|399.49|1.0|0.0|1.0|3.41|-4.41|0.000366|3.89e-05|0.0155|3.23|1.0300000000000001e-07|-0.0505|3.6264|4.12|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|-1916.478107|0.2955|-0.14997|-0.20047|0.02806787|5.0|8.3468|8.3468
9s_a24|0.0|1|0|0|0.0|0|1|1.4275963180000002|-0.222173285|-0.003599664|4.59511985|-0.00570386|4|0.006748865|-0.060407836|0.013901071|1|0.007695726|-0.0897306019999999|-0.204128966|-0.248704391|3|0.799076569|0.773544454|0.030228027|0.8327425070000001|0.8833498320000001|-0.063587778|0.483170382|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|-0.953816666|-19.21235005|-12.08741583|41.36694069|0.47085169|17.24354813|5767.9102490000005|344.5337711|-367.7851412|27.15292246|0.03496522|68.10609672|1330.4932|604.8829955|0.0|1.0|1.0|1.0|3.43|29.0|-8.11|3.15|4.29|0.81|1.0|115.67|0.0|4.0|30.0|-7.2|393.44|0.0|0.0|0.0|2.63|-4.06|171.0|8.71e-05|0.0343|2.11|7.73e-09|-0.03597|3.0726|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|403.51|-1270.738032|0.0839|-0.10865|-0.14462|0.03640642|32.0|7.4949|7.4949
17_a3|0.0|0|0|0|0.0|0|0|0.605019885|0.188373421|-0.009450704|4.727387819|-0.118246266|2|-0.007540435|-0.041723219|-0.0510707059999999|1|-0.006696449|-0.027542873|0.020589494|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|0.838125715|0.803075623|-0.096067661|0.225087454|-50.20132919|-48.88298017|5.251911643|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|-20.12828595|55.45324083|0.4383349039999999|11.12358659|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|3.13|21.0|-7.48|4.96|4.66|2.37|1.0|95.5|0.0|2.0|23.0|-5.61|338.81|0.0|0.0|1.0|3.71|-4.93|1.0|1.18e-05|0.00399|3.88|3.28e-08|-0.0720399999999999|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|386.22|-1731.6147670000005|0.4062|-0.13155|-0.20359|0.02878063|23.0|7.6383|7.6383
3b_a49|0.0|0|0|0|0.0|1|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.000607064|-0.010613212|0.00361222|1|0.001356445|-0.151131362|0.000511959|-0.405529602|2|0.7745859279999999|0.794997634|0.021506499|0.845992028|0.749104358|-0.0846496|0.482434361|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|0.656865946|-1.439043207|-33.06194987|-16.92803342|62.35407961|0.477583842|13.85181805|5934.158315|209.89391040000004|-538.4506046|25.77091035|0.021477952|-191.9087104|1340.087338|641.1445234|1.0|1.0|1.0|2.0|3.37|21.0|-7.58|3.16|3.2|1.25|1.0|116.94|0.0|6.0|30.0|-7.42|398.46|0.0|0.0|1.0|2.38|-3.59|0.1169999999999999|0.000256|102.0|1.84|2.64e-08|-0.06115|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|0.1978|265.67|-1293.048179|0.0759|-0.1587|-0.21985|0.0368692|25.0|7.6021|7.6021
12r_a30|0.0|0|0|0|0.0|0|2|0.604984545|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|-0.002544958|-0.0682882559999999|-0.0646674999999999|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.44083509|1|0.609043558|0.83236194|-0.007140234|0.889479916|0.72072745|-0.109990462|0.451652492|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|7.995393191000001|0.0|0.790065337|-1.979828309|-37.69583567|-26.11584816|70.6903535|0.464481911|13.94386247|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|-374.9717191|1619.709789|616.2856203|1.0|1.0|0.0|1.0|4.66|17.0|-7.16|4.67|3.74|3.58|2.0|127.19|0.0|5.0|31.0|-6.06|434.46|0.0|0.0|0.0|3.21|-5.17|0.00141|6.71e-06|0.00291|4.07|6.900000000000002e-08|-0.05244|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|244.69|-1774.009422|0.1522|-0.14894|-0.20138|0.03388131|29.0|7.5317|7.5317
12ae_a36|-3.3501500230000003|1|0|0|0.0|0|2|0.299253957|0.069118289|-0.009867085|5.351858133|-0.351827031|2|-0.006862238|-0.083959343|0.006615826|1|-0.001160331|0.151620635|-0.15024383|-0.513686975|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.7162413209999999|-0.105648609|0.439268891|-63.96145017|-78.71102033|17.78605328|96.60079598|0.2837586789999999|-0.036430555|-58.64180087|13.25108213|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|81.74750345|0.465246185|16.22570287|7331.209763|234.6851816|-1172.836017|39.62310606|0.025570256|-275.6561988|2298.140152|805.2286932|0.0|1.0|0.0|3.0|5.03|17.0|-6.87|1.28|2.15|0.84|1.0|142.02|0.0|7.0|34.0|-8.03|474.54|0.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|1.64|1.36e-07|-0.0548899999999999|5235.0|6.24|3.8664|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|236.84|-1875.897072|0.3366|-0.1566|-0.21149|0.0508577|15.0|7.8239|7.8239
15b_a10|0.0|0|0|0|0.0|1|1|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|2|0.011484257|-0.082365722|-0.058911857|1|0.011928706|-0.175869992|-0.174170642|-0.195505087|2|0.744213612|0.791078367|-0.058258414|0.83320417|0.921918974|-0.07358373|0.697099355|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|-0.024105015|-34.57687319|7.505718446|118.6253241|0.670236374|-1.398090862|-21.77253505|-16.52377848|42.7113409|0.414077981|11.42472965|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|0.0|1.0|1.0|0.0|3.61|21.0|-8.18|4.34|4.44|2.14|1.0|123.73|0.0|7.0|31.0|-6.34|413.51|0.0|1.0|0.0|3.66|-4.64|0.0185|2.28e-05|0.00943|3.49|6.609999999999999e-09|-0.04734|5.7620000000000005|2.74|3.7625|-1317.766641|-1317.736865|721.17|1231.3|329.52|0.3575|215.17|-1317.429772|0.1595|-0.15579|-0.20313|0.02977516|85.0|7.0706|7.0706
12q_a30|0.0|0|0|0|-4.76444841|0|2|0.60498366|0.144208934|-0.015322396|5.351858133|-0.27228842|2|-0.00695299|0.004165554|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.636798458|1|0.613786308|0.816138015|0.01661722|0.867367115|0.845745827|-0.115589613|0.596557166|-59.52322773|-78.7683329|10.07866809|82.72757145|0.154254173|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|-31.21009417|69.60189582|0.473741611|13.96052394|7990.060758|122.2240555|-1127.2072970000002|38.03137394|0.016579022|-437.0000797|2015.662819|696.6414817000001|1.0|1.0|0.0|1.0|4.73|17.0|-7.18|4.43|4.78|2.82|2.0|133.96|0.0|7.0|34.0|-5.66|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|6.61e-08|-0.05105|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|355.93|0.1817|245.16|-1987.781386|0.1515|-0.14792|-0.19897|0.03408298|36.0|7.4449|7.4449
12z_a36|0.0|1|0|0|0.0|0|2|1.297044126|-0.065211069|-0.007671785|5.351858133|-0.010732275|2|-0.000143196|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.098598933|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|0.886776351|0.834790405|-0.102674964|0.492335362|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|-24.03445318|69.61568586|0.4577848329999999|14.78435842|6146.834385|190.5590792|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|1.0|1.0|0.0|2.0|4.76|17.0|-6.66|2.75|1.76|1.38|1.0|128.47|0.0|5.0|31.0|-7.08|406.44|0.0|0.0|0.0|1.66|-3.95|0.0412|0.000113|0.0458|2.4|2.21e-07|-0.05642|3.8969|2.98|3.8969|-1325.195958|-1325.157504|686.33|1153.7|318.16|0.4423|318.16|-1324.951498|0.4423|-0.1575|-0.2139199999999999|0.03845474|5.0|8301.0|8301.0
3e_a32|0.0|1|1|1|0.0|0|0|0.609420788|0.015619823|-0.006553709|5.733341277|-0.058503168|0|0.000655875|-0.114649277|-0.080731823|3|0.002004382|-0.1046390059999999|-0.076494363|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|0.85921771|0.8681696109999999|-0.100056595|0.290874543|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|-16.59123638|46.25723848|0.4513338939999999|10.68709999|4827.877259000001|121.1171726|-348.70626539999995|21.40099522|0.012891628|-296.6758413|834.6388134|421.3548777|1.0|1.0|1.0|1.0|3.33|19.0|-6.92|6.8|5.24|1.94|1.0|97.86|0.0|3.0|23.0|-5.2|340.47|0.0|0.0|1.0|4.3|-5.18|0.000103|6.6e-06|0.00225|4.47|1.2099999999999998e-07|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|-1672.722302|578.77|956.67|348.38|0.2914|348.38|-1672.576776|0.2914|-0.14754|-0.20098|0.02588637|8.0|8.0862|8.0862
12j_a30|0.0|0|0|0|0.0|0|2|0.604984421|0.04148877|-0.006336585|5.351858133|-0.033312179|2|0.005613018|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.053644471|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|0.846470093|0.842199041|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|-0.036204884|-39.31313154|6.520746879|0.0|0.8134611009999999|-1.882653966|-30.8670468|-23.39729904|57.85371764|0.476658597|15.41574553|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|686.039456|1.0|1.0|0.0|1.0|4.76|17.0|-7.01|4.35|2.93|3.04|2.0|132.24|0.0|5.0|30.0|-5.81|412.51|0.0|0.0|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|356.4|0.2163|238.56|-1614.831741|0.1516|-0.14772|-0.1987799999999999|0.03201935|9.0|8058.0|8058.0
