molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
19a_a38|1|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|0.0|-0.084389038|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|10.96083376|-0.077535135|1|-0.000673716|-0.217394466|0.724208473|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|0.298938581|0.022142322|-64.73159672|151.1278869|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|446.57675660000007|-1165.168741|2304.055966|-13.92853534|6.923156054|0.872060139|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|3.0|4.83|2.56|0.14|-6.86|3.13|2.55|81.23|0.0|125.69|1.0|-4.14|-6.77|0.0|0.0|1.0|2.68|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|3.9212|3.6504|628.65|339.65|0.2668|316.19|466.55|0.6329100000000001|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|6.0223|0.01|8.0106
11_a47|0|0|0|0.0|0.0|0|0.0|0|1.381898438|0.0|0.035230036|-0.156077888|3|0.033931624|-0.0586047379999999|1.311097861|-0.427212659|-0.007419345|10.93671007|0.046339015|0|-0.00580273|-0.079543257|0.702719047|0.07716247|0.770028429|0.686454722|1|0.796863393|-0.08164597|0.572646116|0.008462682|-59.10798423|124.4421556|-0.035945973|-36.20974614|1.882633323|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|0.4686568239999999|488.1611434|-1123.0517|2201.328597|-13.48990542|5.966142027|0.8820228529999999|670.2339441|7.881596968999999|1.0|0.0|1.0|1.0|2.0|3.28|3.15|0.04|-10.55|5.58|6.68|70.93|0.0|124.7|0.0|-6.29|-5.28|1.0|0.0|1.0|4.69|5.110000000000001e-07|0.000216|9.32e-07|0.000394|5.06|0.0|3.7253|3.7253|654.49|332.82|0.2321|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|-0.1546|-0.20554|0.03959805|4.6111|0.04|7.4
5a_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|1.3972442980000002|4.202707546|-0.203248487|-0.017108794|1|0.038040936|0.017227585|2.475383677|-0.06986407|0.012640587|10.93256969|-0.130929632|2|0.01228899|-0.168135655|0.699970832|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|-0.038932964|0.2814514|0.010185297|-34.7974024|16.06582337|-0.022747617|-18.56865899|60.04351409|0.66527517|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|0.4528093929999999|517.556163|-521.9610361|1605.985157|-6.477439183|5.892775027000001|0.8275167520000001|462.1867149|9.379218813|1.0|1.0|1.0|1.0|0.0|3.5|3.28|0.14|-6.24|3.66|4.33|35.64|0.0|101.86|1.0|-3.89|-5.83|0.0|1.0|1.0|3.47|0.000129|42.0|3.14e-05|0.0102|3.46|0.0|5.6146|4.0159|582.98|308.73|0.2735|220.82|455.34|0.39948|-1029.734933|0.1156|-0.16659|-0.19146|0.02452028|5649.0|4.1|5.3872
12n_a36|1|0|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.0|0.039596635|-0.350034917|2|0.0438779959999999|0.027627601|0.0|-0.619926573|-0.006862238|10.31810354|-0.000273044|1|-0.001160331|-0.261631709|0.8183043390000001|-0.000421339|0.869718963|0.750657639|0|0.720111143|-0.089275906|0.239018516|0.0211044289999999|-78.42650015|189.4391835|-0.039955874|-53.08197085|26.74179417|0.741751453|-2.317440678|-40.89805687|92.79755725|-27.04362074|74.70951411|0.454498749|487.397992|-1568.530003|3465.537153|-18.30412788|6.863551112000001|0.833176363|805.2286932|14.3710571|0.0|0.0|1.0|0.0|3.0|5.03|0.0|0.17|-6.87|1.28|2.15|123.75|0.0|142.02|1.0|-3.85|-8.03|0.0|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|5.3573|3.6382|714.14|340.78|0.3921|231.43|566.87|0.32172|-1875.89723|0.0155|-0.14928|-0.19984|0.03261661|14.3562|15.0|7.8239
12ap_a36|1|0|0|3.4417292610000003|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.010732275|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|10.95430638|-0.042675894|1|0.001194592|-0.175397741|0.8707354620000001|-0.074596774|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|0.27547717|0.0217479329999999|-69.6632787|111.1558165|-0.037473093|-45.7078307|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|68.48007054|0.464588|544.9693552|-1253.939017|2328.307856|-16.13217554|8.766216204|0.86772056|642.3830552000001|13.50019441|1.0|0.0|1.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|1.76|92.99|0.0|128.47|1.0|-3.99|-7.08|0.0|0.0|0.0|1.66|0.000101|0.0412|0.000113|0.0458|2.4|0.0|4.9124|3.8801|691.41|319.54|0.8819|252.39|553.28|0.59563|-1324.95298|0.3982|-0.15704|-0.21788|0.04039655|9.6512|32.0|7.4949
4o_a46|0|0|0|0.0|0.160026534|1|7.825245291|1|1.13463699|2.138144369|-0.24479566|0.042766097|1|0.043320988|-0.2363624889999999|0.0|-0.032014955|0.010870588|10.93828256|-0.06855792|1|0.010144781|-0.028735607|0.626333846|-0.09492635|0.8176134690000001|0.6418406720000001|0|0.950732618|-0.0648126359999999|0.372146122|0.00972341|-36.03345669|27.01882145|-0.021901697|-19.76117845|31.19780621|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|521.3931342|-576.535307|1705.3950960000002|-6.587059484|5.527567399|0.855222204|544.7877262000001|5.972929428|1.0|1.0|1.0|1.0|0.0|3.73|3.12|0.32|-7.26|4.77|4.94|54.5|0.0|103.66|1.0|-4.91|-5.51|0.0|1.0|1.0|3.92|1.23e-05|0.00422|1.34e-05|0.0045899999999999|4.06|0.0|4.3255|4.3255|581.59|286.64|0.1598|286.64|501.08|0.6843|-1070.223416|0.1598|-0.18282|-0.22909|0.02815574|4.8244|162.0|6.7905
14t_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197962538|3.410065804|0.04919958|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|10.31321779|-0.093434862|2|0.01180744|-0.136106024|0.725800261|-0.152771194|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|0.361071229|0.017433037|-51.65035498|51.51331913|-0.033286443|-33.66111722|42.20767549|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|-21.69314909|47.46057034|0.465981891|600.1979272000001|-1084.657455|2286.063655|-14.13766923|7.55064865|0.872595673|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|1.0|3.52|3.49|0.09|-7.78|3.88|4.33|105.02|1.0|125.25|1.0|-5.85|-6.1|0.0|0.0|0.0|3.78|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|3.9855|3.2060000000000004|692.08|386.72|0.2061|311.09|534.86|0.5824199999999999|-1668.980578|0.0003|-0.15625|-0.22291|0.02135191|8.3062|4.0|8.3979
16c_a32|1|1|1|3.329674745|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|0.191088217|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|10.31100271|-0.036931818|3|-0.00369116|-0.229450999|0.809370315|-0.061904762|0.915639476|0.764217655|1|0.773043206|-0.088841599|0.367322508|0.025791147|-71.59058881|135.41296|-0.038178095|-42.71426897|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|-22.77882371|68.39521789|0.463897164|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|0.8653137670000001|513.9156315|15.38911619|1.0|1.0|1.0|1.0|2.0|3.5|3.08|0.22|-6.99|5.64|4.21|149.27|0.0|107.14|1.0|-6.04|-6.44|1.0|0.0|1.0|3.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|3.6264|3.6264|639.66|341.89|0.2955|341.89|508.43|0.70198|-1916.478107|0.2955|-0.14997|-0.20047|0.02806787|5.3459|5.0|8.3468
4g_a46|0|0|0|0.0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.153373738|-0.010706405|2|0.046415344|-0.093447672|0.0|-0.088529411|0.011488768|10.96333695|-0.138341481|1|0.010608122|-0.121452903|0.662386484|-0.193115055|0.7796270059999999|0.635494818|0|0.946829733|-0.056893316|0.318162858|0.00801562|-40.24987057|30.50581108|-0.024339048|-23.0928866|72.82863401|0.826861093|-1.192613373|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|543.2323468999999|-684.2477996|2285.43285|-8.0118178|5.8466355000000005|0.8131148579999999|568.1534007|4.477396402|1.0|1.0|1.0|1.0|0.0|3.9|3.61|0.38|-7.8|5.19|5.37|43.6|1.0|106.55|1.0|-5.38|-5.18|0.0|1.0|1.0|4.39|4.22e-06|0.00155|4.16e-06|0.00153|4.73|0.0|4.4163|4.4163|615.33|280.74|0.1294|280.74|530.39|0.6983199999999999|-1492.923098|0.1294|-0.18602|-0.22587|0.02266493|3.7113|2745.0|5.5615
14f_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963246|3.366063739|-0.002304087|-0.027380305|2|0.04255787|0.056215377|0.745818086|-0.373510774|0.010561248|10.3132176|-0.041351617|2|0.010508236|-0.199540201|0.756252127|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|0.027134452|-57.07376861|71.55380685|-0.031450478|-38.58595734|96.60179161|0.665778294|-1.603974359|-27.39103254|74.08536976|-21.26277654|58.85981824|0.478733036|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|8.124287407|0.918402793|683.7405759|17.01160115|0.0|1.0|1.0|1.0|1.0|3.57|3.61|0.09|-7.51|3.42|4.03|114.25|1.0|126.78|1.0|-5.63|-6.47|0.0|0.0|0.0|3.46|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|5.8184|3.5753|711.98|346.78|0.2462|213.09|572.35|0.60917|-1744.182678|0.1699|-0.1458|-0.21743|0.02255331|9.1089|2.0|8.6459
1m_a5|1|0|0|2.934162514|0.0|0|6.605297921|0|1.3047206409999998|0.0|-0.252787668|-0.005518104|2|0.026339869|-0.07112464|0.0|-0.096417794|0.006422789|10.94856032|-0.011848312|1|0.00520748|0.07132816|0.691858366|-0.022280685|0.851987765|0.63664685|0|0.8823955520000001|-0.070959368|0.429612762|0.009030414|-37.65438054|61.95289543|-0.028977918|-19.83596661|0.235629561|0.73847373|-1.072182971|-19.69180207|46.74648368|-15.26528941|42.13785007|0.482646195|464.8375158|-564.8157081|841.0375686000001|-8.041608085|6.911100301|0.932913201|383.4128238|9.092103139|1.0|0.0|1.0|1.0|1.0|2.69|2.11|0.0|-8.63|5.11|4.85|54.46|0.0|95.5|1.0|-4.52|-5.71|0.0|1.0|1.0|3.63|2.99e-05|0.00996|1.82e-05|0.00607|3.69|0.0|4.6678|4.3983|553.42|281.89|0.5497|265.61|423.2|0.4527899999999999|-1410.783167|0.2373|-0.1778|-0.22857|0.03223201|2.4582|43.0|7.3665
8g_a8|1|0|0|3.073183107|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.000475415|-0.222784884|0|0.0438779959999999|0.000966222|0.0|-0.731356723|-0.009140059|10.94318883|-0.03728368|1|-0.007047583|0.162134281|0.6784762320000001|-0.0571942009999999|0.790058057|0.656457444|0|0.533935495|-0.136742629|0.298992226|0.031118325|-79.46906035|285.5736014|-0.052430233|-48.6934008|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|327.1604688|-1509.912147|2148.49832|-19.68456628|7.440878437999999|0.920192814|551.1746801|10.80625499|0.0|1.0|1.0|0.0|2.0|3.31|2.96|0.04|-7.4|4.11|3.89|99.34|0.0|111.38|1.0|-5.3|-6.34|0.0|0.0|0.0|3.5|5.01e-06|0.00209|1.16e-05|0.00483|3.53|0.0|3.7495|3.7495|635.27|330.67|0.3904|330.67|489.97|0.69221|-1450.728709|0.3904|-0.15542|-0.21391|0.04147516|7.5762|4.2|5.3768
1d_a5|1|0|0|2.79978458|-4.455320158|0|6.605297921|0|1.217311475|0.0|-0.133500214|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|10.94437658|-0.010183824|1|-0.000700145|0.004923698|0.525406088|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.088396743|0.6271150670000001|0.007937625|-46.58221594|55.92018945|-0.036640804|-25.16889922|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|1172.890724|-10.69678217|6.116537519|0.89062437|403.396385|10.25512997|1.0|0.0|1.0|1.0|1.0|2.92|2.19|0.05|-8.88|5.48|6.37|54.46|0.0|95.49|1.0|-4.79|-5.73|1.0|0.0|1.0|4.15|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|4.8725|4.6112|567.04|268.88|0.2805|254.46|414.59|0.41781|-1288.201219|0.0982|-0.18991|-0.23519|0.03392008|5.3765|9333.0|5.03
4b_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.343847828|2.075628989|-0.109946885|-0.077626337|2|0.036555556|-0.064060521|1.645329244|-0.402986655|0.001769804|10.92776533|0.02907541|1|0.002557204|-0.089371493|0.720824193|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|0.438784865|0.0241270029999999|-55.5653235|148.84640819999998|-0.030696709|-34.19753462|64.87087098|0.645330839|-1.534835437|-34.74338731|71.2971749|-18.89220999|71.30114509|0.477868186|466.6010051|-944.6104994|1701.832352|-11.62716177|7.588962922|0.915225186|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|1.0|3.37|3.1|0.22|-7.05|3.71|3.26|90.13|0.0|112.36|1.0|-3.81|-7.12|0.0|0.0|1.0|2.8|0.000155|62.0|0.000132|0.0527|2.28|0.0|4.6422|3.7413|664.86|331.39|0.2856|267.08|509.78|0.4151899999999999|-1332.800229|0.0615|-0.15635|-0.22366|0.03702033|2.2306|79.0|7.1024
9_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.377786667|1.998759814|-0.096384071|-0.032199235|2|0.03590535|-0.048732912|1.754798254|-0.285441469|0.007316125|10.92721632|-0.1048161059999999|1|0.007847998|-0.239634564|0.7141481129999999|-0.169389445|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|0.6816795959999999|0.013842683|-59.80726117|92.56988349|-0.028592687|-42.40634438|59.95939417|0.73129178|-1.686968561|-29.00379197|71.07688871|-20.27364785|50.72029356|0.45291714|616.4802143999999|-1196.145223|2284.568215|-14.37503199|8.765421221|0.827876677|816.3832816|11.26962754|1.0|1.0|1.0|1.0|1.0|4.0|3.2|0.23|-7.93|3.69|3.68|75.94|0.0|130.71|1.0|-4.23|-6.87|0.0|1.0|0.0|3.07|5.920000000000001e-05|0.0259|3.64e-05|16.0|2.97|0.0|5.5668|3.7309|740.24|332.32|0.4138|222.72|631.5|0.2242|-1409.69933|0.0041|-0.15045|-0.21163|0.03583924|4942.0|193.0|6.7144
13d_a5 (GW788388)|1|0|0|2.945204608|0.0|0|6.605297921|1|1.236844097|0.0|-0.0959854909999999|-0.009710199|3|0.027375887|-0.092509033|0.0|-0.33442223|0.002956745|10.94530363|0.024793388|1|0.003668464|-0.016337128|0.7333482170000001|0.047169811|0.834800344|0.71006207|0|0.774103723|-0.086824482|0.54169129|0.014571846|-55.87383979|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|511.985152|-1061.602956|1377.863026|-12.76608229|8.077599766|0.954644629|723.0631751|14.57821204|0.0|1.0|1.0|1.0|2.0|3.21|2.74|0.2|-8.84|4.56|4.11|92.79|0.0|121.68|1.0|-4.35|-6.94|0.0|0.0|1.0|3.11|4.429999999999999e-05|0.0189|4.5e-05|0.0192|2.75|0.0|4.6091|4.1706|707.09|297.28|0.5251|269.0|532.01|0.42515|-1390.294368|0.1549|-0.17299|-0.22841|0.04130059|3355.0|18.0|7.7447
13f_a6|1|0|0|3.440154557|0.0|0|6.842683282|0|1.429020649|0.0|-0.088329567|-0.008507023|2|45.0|0.04505613|1.651047524|-0.381170169|-0.003356527|10.95053349|-0.049928822|1|-0.001446486|-0.223618825|0.841211811|-0.088948538|0.834167942|0.790249345|1|0.863222493|-0.073352505|0.176745407|0.018554018|-62.41821579999999|91.85971442|-0.032802223|-41.92004677|0.0|0.720711855|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|-14.79531062|9.050440345|0.6717890999999999|676.2770877|13.19352214|1.0|1.0|1.0|1.0|2.0|3.56|2.21|0.08|-10.18|5.01|4.53|103.17|0.0|123.82|0.0|-5.11|-6.52|0.0|0.0|1.0|3.19|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|4.8413|3139.0|711.29|394.98|901.0|256.1|568.41|0.49643|-1347.018087|0.0048|-0.12805|-0.2059099999999999|0.03437105|13.9612|42.0|7.3768
16b_a32|1|1|1|3.2902303|0.0|0|7.765993078999999|0|0.2980105389999999|0.0|0.0873104119999999|-0.3723824429999999|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|10.31100078|-0.0657820279999999|3|-0.00180101|-0.222700615|0.745820612|-0.098450203|0.907055332|0.6762731040000001|1|0.7465375040000001|-0.088716278|0.559199331|0.015808858|-69.39772428|162.40756509999997|-0.0345657579999999|-44.4669946|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|478.3482386|-1040.965864|3264.235184|-14.19159402|6.466656381|0.709394251|597.8890744|10.98052464|1.0|1.0|1.0|1.0|2.0|3.71|2.48|0.28|-7.6|5.4|4.88|165.49|0.0|114.43|1.0|-6.28|-6.72|1.0|0.0|1.0|3.26|5.19e-07|0.000225|2.84e-05|0.0123|3.14|0.0|3.6211|3.6211|676.92|342.39|0.2849|342.39|567.01|0.70233|-2315.757928|0.2849|-0.14995|-0.2094099999999999|0.03900066|7.0093|17.0|7.7696
12n_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.0304762079999999|-0.064217094|2|0.040899471|-0.1144447669999999|0.0|-0.387485343|0.001139238|10.31162898|-0.087019298|1|0.002064369|-0.120380857|0.669561738|-0.149451598|0.870930234|0.64876559|0|0.7781502140000001|-0.083120674|0.390449649|0.017064818|-66.48079820000001|140.0890685|-0.038674741|-41.97990569|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|0.4701566479999999|491.3700419|-1196.654368|2349.172094|-15.42118984|7.385790169|0.887350282|618.6004214|9.686460958|1.0|1.0|1.0|0.0|1.0|4.66|0.0|0.14|-6.9|4.25|3.18|81.65|0.0|127.24|1.0|-5.39|-6.02|0.0|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|5.1999|3.4859|669.57|355.67|0.1826|238.43|506.94|0.27009|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|6.32|0.01|7983.0
12be_a36|1|0|0|3.466734143|0.0|0|7.412764017000001|2|1.297042758|0.0|-0.148313814|-0.0419484829999999|2|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|10.95957887|0.00430921|1|0.002872872|-0.289604649|0.884226781|0.00734728|0.858971809|0.8350231859999999|0|0.798015877|-0.0780531429999999|0.330453338|0.033763464|-75.59805505|140.1361326|-0.031937334|-52.44976141|0.0|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|0.4564615729999999|553.6616295|-1285.166936|2552.721046|-15.37320593|8.773114043|0.839796323|766.4854363|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.0|0.21|-6.79|2.83|1.9|87.66|0.0|136.74|1.0|-4.11|-7.13|0.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|1.0|5.2184|3.3487|739.48|370.25|0.7034|237.59|594.44|0.40844|-1461.68274|0.0018|-0.13781|-0.18969|0.03245204|10.3044|44.0|7.3565
5_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.343864516|2.166832955|-0.196773454|0.02257929|2|0.035994832|0.012532807|2.189593648|-0.0607990979999999|0.011630756|10.92992834|-0.134215501|1|0.0111310589999999|-0.076189222|0.655087104|-0.229773463|0.820886786|0.650346601|1|0.943148502|-0.050732198|0.431132276|0.008047242|-36.64215945|30.54859623|-0.025201292|-19.68930579|46.53110402|0.807351587|-1.159259431|-14.64813624|41.76764149|-13.54166762|31.58455727|0.413773331|506.7916175|-622.9167106000001|1896.178084|-7.276482574|5.758733969|0.7058248159999999|518.5792364|5.125482045|1.0|1.0|1.0|1.0|0.0|3.27|3.08|0.23|-7.96|4.89|4.67|43.6|0.0|104.89|1.0|-4.57|-5.57|0.0|1.0|1.0|3.89|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|4.8582|4.0239|595.55|308.12|0.1106|255.2|421.24|0.60407|-1069.051141|67.0|-0.16965|-0.21857|0.02251645|3.1619|71.0|7.1487
4_a27|0|0|0|0.0|0.0|2|6.823286122000001|0|1.4008954130000002|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|-0.273119343|1.274166982|-0.278154179|0.00991794|10.93736915|-0.01660383|1|0.010329671|-0.341622797|0.639413469|-0.024800302|0.842039655|0.614205449|1|0.852604338|-0.057748369|0.3485918529999999|0.0201467639999999|-40.79296366|76.31512503|-0.0281385239999999|-21.12083948|58.27512057|0.682485674|-1.181818|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|6.01592535|0.799110312|424.8821143|10.54344507|0.0|1.0|0.0|1.0|0.0|3.11|3.08|0.16|-6.22|2.94|2.8|65.6|0.0|97.55|1.0|-3.57|-6.51|0.0|1.0|1.0|2.8|0.000266|0.0882|0.000102|0.0339|2.55|0.0|5.5485|4.1288|555.75|300.29|0.2002|223.46|445.65|0.36899|-1082.963712|0.1741|-0.17034|-0.21533|0.01877181|3.9202|4.0|8.3979
2_a1|0|0|0|0.0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.049975995|-0.014296455|1|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|10.9520472|0.101798469|1|0.003205156|-0.326716897|0.571324013|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.0622285999999999|0.220315042|0.011282631|-35.17029414|87.29479691|-0.026492726|-16.00805425|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|0.39830426|367.8635872|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|0.6619695520000001|299.6692382|8.075415099999999|1.0|0.0|1.0|1.0|0.0|2.91|2.69|0.18|-6.18|4.0|4.12|30.71|0.0|79.77|1.0|-3.06|-6.04|0.0|1.0|1.0|3.21|0.000871|243.0|0.000167|0.0466|2.76|0.0|4.0877|4.0877|489.42|303.31|0.2991|303.31|355.79|0.7007899999999999|-920.078239|0.2991|-0.1686|-0.19826|0.024658671|5.2754|5.8|5.2366
8h_a8|1|0|0|2.975382653|0.0|1|7.05012252|0|1.3918396709999998|1.241306689|0.038482973|-0.249095464|0|0.046205674|0.008138299|0.0|-0.485274006|-0.007796225|10.94341368|0.007079485|1|-0.007036544|0.254819201|0.578166105|0.010682683|0.751162751|0.56916135|0|0.602405134|-0.122706004|0.273425421|0.0111998669999999|-66.4523265|233.7669182|-0.048805507|-39.07081527|53.78973456|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|0.451435543|354.18563860000006|-1262.594204|2019.780061|-16.87148841|7.453557203|0.822939833|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|2.0|3.11|2.73|0.0|-7.95|4.69|4.72|80.88|0.0|105.27|1.0|-5.21|-5.98|0.0|0.0|0.0|4.01|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|4801.0|3.7327|608.39|332.16|0.3011|258.25|480.09|0.56196|-1361.455676|272.0|-0.15475|-0.21819|0.03330037|4.4356|11.59|4.9359
12bb_a36|1|0|0|3.3296932480000003|0.0|0|7.412764017000001|2|1.29704416|0.0|-0.07834963|-0.117921811|2|0.04625323|0.096309833|0.0|-0.444923056|-0.006877664|10.96022185|-0.027636036|1|-0.004358975|-0.250781298|0.653741315|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|0.314702945|0.022069757|-73.39466247|199.7440352|-0.038872447|-47.11573753|0.0|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|72.36704599|0.4808928389999999|442.2064275|-1247.709262|2458.790147|-16.01935076|7.854524291000001|0.926384521|593.6088758|14.75518126|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.55|3.0|69.2|0.0|123.67|1.0|-3.99|-6.8|0.0|1.0|0.0|2.44|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|5.2382|3.8001|667.88|326.27|0.4172|236.69|515.92|0.38838|-1431.178978|0.0736|-0.15507|-0.21175|0.03421884|8657.0|0.01|8.0
