molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
11c_a5|1|0|0|2.930680267|0.0|0|6.605297921|0|1.427567332|0.0|-0.2117133739999999|-0.050049777|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|10.94877953|-0.023856811|1|0.005383056|-0.018887528|0.679183645|-0.044126759|0.86113162|0.658307423|0|0.80472351|-0.078909483|0.389427402|0.01785211|-53.12487972|118.7750305|-0.0322785379999999|-32.31269264|4.089828494|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|58.854300300000006|0.448016491|489.4652669|-903.1229552|926.234805|-11.94164728|8.88462927|0.811648325|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|2.96|2.14|0.09|-8.47|4.79|4.17|80.76|0.0|106.79|1.0|-4.13|-6.59|0.0|0.0|1.0|3.0|7.38e-05|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|4.5035|4.2087|636.14|294.59|0.5327|275.3|512.32|0.60118|-1218.278135|0.2186|-0.1713299999999999|-0.21448|0.03798847|3.3827|25.0|7.6021
7f_a10|0|0|0|0.0|-4.8022906380000006|1|7.535296702|1|1.240141822|1.924772416|0.103083789|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.172751862|0.5371733989999999|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|0.7359022890000001|0.00797443|-53.02456669|38.0022453|-0.03645808|-29.53487321|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|-20.30728086|40.22275023|0.402568457|519.0013298|-954.4422004|2375.702381|-11.31122804|6.115784565|0.6738319429999999|527.8079877|7.137285626000001|1.0|1.0|1.0|1.0|0.0|3.37|2.97|0.23|-8.13|5.07|6.57|52.83|0.0|106.77|1.0|-5.54|-5.47|1.0|0.0|0.0|4.39|2.9e-06|0.00119|2.52e-06|0.00103|4.7|0.0|5.7757|3.6256|597.28|341.96|348.0|214.67|426.07|0.34467|-1442.001311|0.0191|-0.15627|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508
17b_a50|0|1|1|0.0|0.0|2|7.934155233999999|1|1.348984601|4.35392516|-0.145258626|0.013050204|1|0.032052154|0.035558152|2.206759705|-0.144000296|0.012409091|10.94500663|-0.15040528|2|0.012686493|-0.357011777|0.7715057479999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|0.4220781729999999|0.0128994089999999|-52.58062823|47.42733742|-0.02681014|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|-12.98417734|8.324966952|0.936245718|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.0|4.17|3.57|0.35|-7.54|4.18|4.92|51.77|0.0|131.39|1.0|-4.75|-6.09|0.0|1.0|0.0|3.87|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|3.96|0.0|4.2447|4.0418|752.09|306.75|0.1817|292.09|647.75|0.6269899999999999|-1336.833957|0.1758|-0.16699|-0.19879|0.02640483|8.4096|122.0|6.9136
4j_a46|0|0|0|0.0|0.19521727|1|7.825245291|1|1.134637093|2.194310043|-0.175292207|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|10.94638774|-0.176133068|1|0.011684396|-0.087688953|0.72796254|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.05924408|0.295221643|0.01492164|-43.95227197|29.59387777|-0.024805825|-25.95898597|71.98911503|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|43.80358011|0.402450715|561.0237355|-791.1408955|2563.282153|-8.652995323999999|6.274010655|0.673502127|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|-7.69|5.18|5.33|39.94|0.0|110.24|1.0|-5.38|-5.09|0.0|1.0|1.0|4.5|4.16e-06|0.0015|4.86e-06|0.00176|4.81|0.0|5.3949|4.4093|646.67|281.19|0.2783|229.82|572.31|0.37853|-1131.761156|0.1418|-0.18387|-0.20071|0.02491327|3.8105|805.0|6.0942
17b_a6|1|0|0|3.375166525|0.0|0|7.412764017000001|1|1.425925343|0.0|0.1012747369999999|-0.0265090529999999|1|0.042739018|0.139594234|0.0|-0.6869226490000001|-0.00460563|10.949638|-0.0791229359999999|1|-0.00194781|-0.180339002|0.850080948|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.095450984|0.318652397|0.03122461|-71.65078895|161.4509401|-0.041494349|-47.0150166|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|84.71888279|-27.2272998|83.12058064|0.4548818979999999|494.7179214|-1361.36499|2207.972178|-17.86570631|8.974770742|0.834464855|627.4287311|13.06809384|1.0|1.0|1.0|1.0|2.0|3.53|2.89|0.12|-9.01|4.98|4.32|95.85|0.0|116.79|1.0|-5.81|-5.89|0.0|0.0|1.0|3.6|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|3.5444|2.9964|690.98|413.78|0.3949|349.8|575.2|0.69615|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|7.3188|153.0|6.8153
12bf_a36|1|0|0|3.31325137|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.024689509|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|10.96022305|-0.0206090089999999|1|-0.004358975|-0.250781298|0.653741315|-0.033696875|0.892249657|0.632625562|0|0.6791406640000001|-0.090461753|0.356652646|0.0217611939999999|-71.01192632|206.6543367|-0.037486972|-45.73631152|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|0.474826911|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|7.546900716000001|0.904134124|593.6088758|15.27267945|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.55|3.0|69.2|0.0|123.67|1.0|-3.99|-6.8|0.0|1.0|0.0|2.44|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|5.2319|3874.0|670.85|320.04|0.4518|236.98|517.66|0.40663|-1431.187555|0.4006|-0.15677|-0.2139|0.03299488|7.5932|6.0|8.2218
19d_a38|1|0|0|3.314284769|0.0|0|7.412764017000001|2|1.297043205|0.0|0.013465335|-0.17467835|2|0.04572104|0.019858574|0.0|-0.6999264340000001|-0.011156837|10.95446448|-0.024688524|1|-0.00835812|-0.128079012|0.7581164340000001|-0.039361255|0.908591797|0.730686013|0|0.63167949|-0.116424545|0.3509455999999999|0.024158903|-80.2776536|236.7675313|-0.04393982|-51.60489663|115.6739235|0.7494816990000001|-2.372750256|-48.11018574|94.84426896|-28.24584108|90.37127996|0.478151237|406.0626253|-1525.275418|2995.494247|-18.15727844|7.056031803|0.916264002|686.8472757999999|14.56661536|0.0|0.0|1.0|0.0|4.0|4.91|2.38|0.13|-6.41|2.34|1.65|124.32|0.0|133.79|1.0|-3.87|-7.84|0.0|0.0|0.0|1.94|0.000134|0.0594|0.0002399999999999|107.0|1.65|0.0|5.3771|3.6586|679.08|338.89|0.3167|230.58|517.77|0.3356699999999999|-1500.621723|0.0699|-0.15054|-0.20145|0.04735828|10.6621|11.0|7.9586
47d_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.041876322|0|0.032916667|0.069914568|0.0|-0.480899596|0.003376831|10.94702255|0.016324953|0|0.005144085|-0.406388629|0.7640994990000001|0.027971797|0.773981237|0.741366815|0|0.836999127|-0.06394156|0.445704576|0.015270278|-71.20388424|132.9229494|-0.028722356|-58.06490563|58.93717545|0.69814381|-2.182899066|-42.52098397|86.29525584|-23.42233034|64.59518279|0.481311892|682.5509007|-1780.097106|1947.023498|-19.1002979|9.940531282|0.927940864|1255.618298|15.0913716|1.0|0.0|1.0|1.0|2.0|4.73|0.0|0.32|-8.83|2.81|3.21|88.97|2.0|159.67|1.0|-5.74|-6.57|0.0|0.0|0.0|2.56|1.83e-06|0.000968|5.23e-06|0.00276|4.16|1.0|3.1079|3.1079|875.6|398.94|0.5820000000000001|398.94|817.06|0.69905|-1703.545539|0.5820000000000001|-0.12844|-0.17405|0.02826074|4.2225|8.0|8.0969
12c_a5|1|0|0|2.977832018|0.0|0|6.605297921|1|1.236775191|0.0|-0.212798523|0.020594766|3|0.0252713179999999|-0.086795626|0.0|-0.16115723|0.0054189009999999|10.9455378|0.0072946769999999|1|0.00586291|-0.020144382|0.808899433|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|0.450827114|0.016374249|-43.47195613|104.5338363|-0.022421317|-28.59715492|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|553.2961182|-825.9671665|2045.184304|-9.702606135|7.293547043999999|0.855075538|735.3048881|15.92875034|0.0|0.0|1.0|1.0|2.0|3.27|2.78|0.24|-9.31|5.03|4.32|75.72|0.0|121.26|1.0|-4.09|-6.79|0.0|0.0|0.0|3.31|8.159999999999999e-05|0.0336|4.64e-05|0.0191|2.84|0.0|4.6671|4.0116|694.24|309.06|0.1513|265.66|519.21|0.52074|-1316.244961|105.0|-0.16563|-0.21128|0.02242648|3.5993|47.0|7.3279
12aa_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983643|0.0|-0.101407312|-0.028524865|2|0.043854875|-0.014017531|0.0|-0.539735362|0.003529389|10.31162784|-0.007369513|1|0.005111479|-0.207153446|0.8397577820000001|-0.012535889|0.855880335|0.794193541|0|0.8126513129999999|-0.078042288|0.418522684|0.030906491|-70.79444906|130.84205079999998|-0.033789461|-49.44198469|0.0|0.630759573|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|567.5458219999999|-1345.094532|2455.130164|-16.48066156|8.65813938|0.872457337|792.3440337000001|20.72118575|1.0|1.0|1.0|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|2.63|100.11|0.0|140.26|1.0|-5.61|-6.39|0.0|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|5.1925|3.4642|748.78|357.9|0.1667|238.78|605.07|0.30341|-1804.516348|0.1506|-0.1472099999999999|-0.19687|0.03443621|6.4878|8.0|8.1135
12g_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|0.096186205|0.024086432|2|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|10.31162838|-0.049719762|1|0.0026474159999999|-0.152855196|0.817497287|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|0.487608738|0.027436565|-70.11305057|146.623137|-0.040568357|-47.51931027|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|531.1295763|-1402.261011|2482.668258|-18.63502363|8.694447089|0.8484671109999999|683.7405759|13.18447384|1.0|1.0|1.0|0.0|1.0|4.67|0.0|0.13|-6.42|3.4|2.48|114.67|1.0|133.52|1.0|-6.0|-6.22|0.0|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|5.0703|3.5592|717.55|348.35|0.2449|244.53|577.31|0.26238|-1742.965961|0.1613|-0.15077|-0.2083699999999999|0.04012224|5.3027|9.0|8.0334
31_a47|0|1|1|0.0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.075563891|-0.171198936|2|0.042906977|-0.086842911|1.198626524|-0.417294247|-0.007525849|10.9497221|0.001073537|1|-0.006265667|-0.076351692|0.677766155|0.001622323|0.917597019|0.6463892179999999|1|0.696020038|-0.10715233|0.486720182|0.021401336|-65.56344002|188.5600536|-0.037580665|-40.66927863|81.01707367|0.70664003|-1.691129939|-41.22978713|80.58054906|-23.31144534|79.74238158|0.4741051329999999|431.7441681|-1049.01504|1322.82831|-14.46018796|8.214180216|0.901520747|513.2159236|15.01710904|1.0|1.0|1.0|1.0|2.0|3.18|2.38|0.1|-7.62|3.23|4.24|98.72|0.0|109.21|1.0|-4.59|-6.78|0.0|0.0|1.0|2.94|2.56e-05|0.0105|4.03e-05|0.0166|2.86|0.0|3.9744|3.6369|642.11|340.91|0.3264|311.96|508.69|0.68276|-1735.225703|83.0|-0.15143|-0.20463|0.03449081|8.6244|16.0|7.8
16a_a23|0|1|1|0.0|0.0|2|7.423568444|1|1.197962324|3.411338761|-0.0147904689999999|-0.013055633|3|0.046283951|0.062601621|0.759926978|-0.302174246|0.012426121|10.31321796|-0.071458049|2|0.01226642|-0.335065967|0.765869487|-0.116894582|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|0.181301571|0.021379172|-47.06687604|42.07919382|-0.025724725|-30.39361398|91.92609822|0.585920722|-1.311960953|-17.13669862|65.21027197|-16.6118386|40.34319246|0.49525751|603.6746046|-847.2037686000001|1801.957216|-10.72715788|8.024409307|0.981208279|668.3493171|18.14339594|1.0|0.0|1.0|0.0|1.0|3.94|0.0|0.14|-5.27|2.03|2.52|108.26|1.0|125.79|2.0|-4.58|-7.02|0.0|0.0|0.0|1.85|2.6e-05|0.0111|4.86e-05|0.0208|2.66|0.0|1.6239|1.6239|670.04|763.49|0.2066|763.49|555.21|0.96307|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|18.4446|39.0|7.4037
17d_a50|0|1|1|0.0|0.0|2|8.105609402|2|1.338814635|4.380250483|-0.152030219|0.03538699|1|0.031990741|0.006071856|2.234730384|-0.140830095|0.012079|10.94500663|-0.125540541|2|0.01245647|-0.323333765|0.754575205|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-48.40178147|48.62532158|-0.025589979|-33.56790124|86.38197811|0.75405703|-1.535398758|-21.24595322|57.5414543|-17.74731987|41.18485076|0.445708152|644.9008302|-1064.839192|2950.99157|-12.30823045|6.996105516|0.8041037459999999|829.3813984|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|4.0|4.29|51.77|0.0|133.19|1.0|-4.5|-6.25|0.0|1.0|0.0|3.68|3.17e-05|0.0135|1.31e-05|0.00557|3.72|0.0|4.0506|4.0506|727.15|306.09|0.1819|306.09|579.45|0.66103|-1335.649722|0.1819|-0.16716|-0.19967|0.02625058|7.9942|74.0|7.1308
47u_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.0872206669999999|0|0.035393939|0.008108241|0.0|-0.633589579|-0.000829573|10.94702032|-0.033209663|0|0.00082284|-0.1904128389999999|0.664796402|-0.053126304|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|0.33777918|0.02068926|-64.32800179|180.5187465|-0.0344062|-44.84707106|77.59162925|0.721837463|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|516.6437614|-1415.216039|1415.590236|-16.72263667|9.18142206|0.937307962|818.9389171|14.73941472|0.0|1.0|1.0|0.0|2.0|3.98|0.0|0.19|-8.2|3.15|3.02|99.56|1.0|133.53|1.0|-5.69|-6.31|0.0|0.0|0.0|2.6|2.05e-06|0.000932|1.04e-05|0.00472|3.9|0.0|3.1186|3.1186|738.53|397.57|0.5849|397.57|646.45|0.69143|-1509.771642|0.5849|-0.12717|-0.19109|0.02892505|5.8058|1.97|5.7055
12l_a36|1|0|0|3.426092687|0.0|0|7.412764017000001|2|1.297044247|0.0|-0.0944961519999999|-0.008712073|2|0.039061728|0.128666217|0.0|-0.4203659179999999|-0.000143196|10.95423322|-0.0452558729999999|1|0.001194592|-0.175397741|0.8707354620000001|-0.079106537|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|0.3827446779999999|0.0220227089999999|-70.17688229|101.6575135|-0.038052612|-45.67788557|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|7.471134223|0.8586718990000001|642.3830552000001|13.59224175|1.0|1.0|1.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|1.76|92.99|0.0|128.47|1.0|-4.57|-6.68|0.0|0.0|0.0|1.77|2.72e-05|0.0111|5.08e-05|0.0206|2.95|0.0|3.8619|3.8619|686.83|321.05|0.4524|321.05|530.75|0.6925|-1324.954011|0.4524|-0.15869|-0.20973|0.03508404|7.2021|0.02|7699.0
4a_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.076526919|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|0.018857363|1|0.000660956|-0.060391347|0.7541604690000001|0.032396301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|0.433367368|0.017143497|-53.88810275|149.0098632|-0.0292876779999999|-33.05061877|60.11195021|0.650301539|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|68.30645049|0.4716382|464.3095353|-916.0977468|1647.61849|-11.01687292|7.934892916|0.8926425020000001|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|3.4|2.83|92.93|0.0|114.08|1.0|-3.28|-7.52|0.0|0.0|1.0|2.42|0.000528|211.0|0.000305|122.0|1.71|0.0|4.7259|3.7876|660.19|327.34|0.1935|262.35|504.63|0.35731|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133192|4.8706|32.0|7.4949
21_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.343837211|2.093218896|0.036507898|-0.085463279|2|0.035818182|-0.032405474|1.817620533|-0.549176498|0.001533145|10.92966143|-0.003554514|1|0.002099681|-0.03765494|0.7135035209999999|-0.005970601|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|0.8663152820000001|0.018892889|-59.80834512|159.11338909999998|-0.03292131|-42.25440548|74.3822498|0.704106635|-1.777750751|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|547.3834282|-1255.975247|2701.142106|-16.4322688|8.388036625|0.643072426|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|3.17|0.11|-8.71|4.47|5.6|90.13|0.0|128.59|1.0|-5.77|-6.07|0.0|0.0|0.0|4.04|1.69e-06|0.0007599999999999|3.12e-06|0.0014|4.17|0.0|5.9596|3.8599|716.1|321.21|0.2574|208.04|517.44|0.4226399999999999|-1485.216871|0.1489|-0.16178|-0.2226|0.03802869|1.1872|4.8|5.3188
12bi_a36|1|0|0|3.466222049|0.0|0|7.412764017000001|2|1.297042566|0.0|-0.088734077|-0.043740597|2|0.043854875|0.03474497|0.0|-0.559678363|0.000482522|10.95958518|0.041834838|1|0.002872872|-0.289604649|0.884226781|0.071329141|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.082914301|0.382000949|0.034602166|-75.1419557|150.12481100000002|-0.027831043|-52.46851415|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|0.461975362|548.1337538|-1127.129336|2660.0547690000003|-13.56944331|8.454426643|0.85865094|766.4854363|26.24794923|1.0|0.0|1.0|1.0|2.0|4.97|0.0|0.21|-6.79|2.83|1.9|87.66|0.0|136.74|1.0|-4.11|-7.13|0.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|3.8855|3.6851|742.94|336.45|0.4214|319.1|603.92|0.68181|-1461.69263|0.0252|-0.15078|-0.2018|0.0318395999999999|8.8903|14.0|7.8539
4R4l_a46|0|0|0|0.0|0.171853072|1|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|10.94631401|-0.161358058|1|0.006162668|0.010799648|0.7940662409999999|-0.229089688|0.762625193|0.7936534740000001|0|0.896653672|-0.090505744|0.208818132|0.007084496|-45.96797819|56.0891211|-0.02989332|-24.94818681|0.0|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|52.96512128|0.4568839389999999|486.6405745|-827.4236073|1766.0974600000002|-8.805242402000001|5.669819400000001|0.8412270820000001|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.92|3.24|0.36|-7.0|4.64|5.02|50.94|0.0|105.77|1.0|-5.28|-5.23|0.0|1.0|1.0|4.09|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|4.6497|4.1152|584.44|301.29|0.1678|266.65|498.78|0.40548|-1092.4898449999998|0.0851|-0.17475|-0.19602|0.02589231|2.3035|137.0|6.8633
9_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605017128|0.0|0.187952252|-0.100592457|1|0.034166667|-0.126542538|2.4071976040000003|-0.298197887|-0.004918099|10.31162238|0.023606557|1|-0.003863265|0.141996379|0.923357627|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|0.506753484|0.007377805|-39.28853824|72.17854599|-0.038196575|-18.47392835|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|-17.96047462|48.21513485|0.413418346|398.0331029|-628.6166118|1383.145159|-8.445224386|5.004834198999999|0.704792493|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|3.1|2.44|0.0|-7.26|4.9|4.62|80.04|0.0|92.69|1.0|-5.53|-5.21|0.0|0.0|1.0|3.7|2.96e-06|0.000899|1.25e-05|0.00379|4.14|0.0|5.8185|3.7356|512.44|331.9|0.2069|213.09|350.27|0.3639699999999999|-1255.9558029999998|0.1127|-0.15834|-0.19833|0.0242342|2.6661|10965.0|4.96
9_a1|1|0|0|3.358585365|0.0|0|6.86171134|0|1.432397289|0.0|0.020428974|-0.1075163359999999|1|0.037578348|-0.110185988|0.0|-0.282769361|-0.00314411|10.94877277|0.016589221|1|-0.0018191779999999|-0.093062585|0.582499378|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|0.166794384|0.011266799|-49.42275468|141.093898|-0.031896718|-28.49439431|0.0|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|-18.38986221|53.13133578|0.452572261|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|7.61577077|0.826725116|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|2.78|2.66|0.05|-8.98|5.86|5.57|58.64|0.0|102.84|1.0|-4.68|-5.81|0.0|0.0|1.0|4.12|2.07e-05|0.00739|1.62e-05|0.0057799999999999|3.76|0.0|3343.0|3343.0|600.6|370.88|0.5409|370.88|487.19|0.70296|-1187.011122|0.5409|-0.13413|-0.21015|0.03294951|6.4447|6.0|5.2218
2_a20 (SB-505124)|1|0|0|3.485765306|-0.09011519|0|7.434257382|1|1.183764955|0.0|-0.006955944|-0.076310057|1|0.05042042|0.013612077|0.0|-0.498602014|0.001622309|10.95129567|-0.137383329|1|0.003789399|-0.229461916|0.827730504|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|0.214264156|0.02856542|-64.55966745|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|61.69969596|0.475937029|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|5.952040367|0.908167636|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|3.4|3.1|0.3|-7.22|5.16|4.47|60.03|0.0|97.55|1.0|-5.24|-5.31|0.0|1.0|1.0|3.81|5.72e-06|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|0.0|3.6404|3.6404|593.8|340.58|0.3267|340.58|505.82|0.69947|-1089.147716|0.3267|-0.14928|-0.18645|0.01305739|3.9392|169.0|6.7721
11_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605020608|0.0|0.119431379|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|10.31163053|-0.023103765|1|-0.005959152|-0.0947326669999999|0.8947911009999999|-0.04179402|0.793311683|0.834020779|1|0.777803048|-0.0955396769999999|0.175996916|0.014376713|-47.02715152|105.101718|-0.0391657429999999|-22.2443844|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|0.4680759679999999|367.9098016|-611.3529698|1105.41974|-8.76293931|5.475372235|0.8799677029999999|311.6695405|10.0546353|0.0|1.0|1.0|1.0|1.0|3.19|2.07|0.0|-6.51|3.79|3.41|105.82|0.0|88.28|1.0|-4.08|-6.59|0.0|0.0|1.0|2.46|8.37e-05|0.0256|0.000197|0.0601|2.22|0.0|3.2232|3.2232|508.58|384.66|0.4441|384.66|346.18|0.6966600000000001|-1288.058926|0.4441|-0.13118|-0.20018|0.02994326|4.4522|0.04|7.3979
1_a1 (SKF-104365)|0|0|0|0.0|0.0|1|7.535296702|1|0.626769342|2.196347317|0.011230812|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|0.000663414|10.33812228|0.11172918|1|0.002250781|-0.300426726|0.57031697|0.194988905|0.857919181|0.551667506|0|0.8131557509999999|-0.067997692|0.2405471019999999|0.0133681239999999|-37.55389489|86.42113499|-0.029524467|-17.369816|63.42504103|0.709744919|-0.9743074|-14.547040099999998|46.32985169|-13.65596178|37.63415922|0.416807085|376.1092109|-450.6467387|1551.362941|-6.316296726|5.2735884010000005|0.71469847|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|2.68|0.12|-6.0|3.93|4.28|56.01|0.0|81.72|1.0|-3.8|-6.01|0.0|1.0|1.0|3.27|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|3.8901|3.8901|491.18|318.72|0.2178|318.72|358.09|0.70081|-1278.971649|0.2178|-0.16142|-0.19624|0.02377006|6.9338|1.6|5.7959
