molecula|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|PNSA4|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12_a15|0|0.0|0|0|1.435689014|-0.071096525|-0.006620824|0.0|2|0.0|10.95973444|-0.01062828|0|0|0.0034254209999999|-0.054575504|-0.120626133|-0.184255041|-0.380490701|0.723852961|0.049877871|0.769289315|0.7933685340000001|0|-0.094209248|0.738437971|-39.00359933|9.58943236|72.18361893|0.10362709|-0.031995594|-38.40979933|6.123040777999999|0.746489397|-20.42981445|572.3516967|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|1450.496376|673.7288405|10.50617745|1.0|1.0|1.0|3.56|3.73|0.12|24.0|5.32|6.3|56.27|2.0|119.95|0.0|1.0|6.0|-6.22|4.0|397.47|0.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|5.99e-08|-0.03196|4.4819|3.8538|-1281.060163|688.91|1177.81|321.72|585.26|0.50595|-1280.810963|0.0093|0.02694613|-1280.871722|8.3979
21_a34|0|8.002694162000001|2|2|1.425532331|0.026135784|-0.012535886|5.860786223|1|0.0|10.94874873|-0.009996155|1|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|0.740092842|0.116926272|0.796991578|0.660871869|0|-0.117789944|0.527371706|-63.96857813|22.9240533|168.9671187|0.323609157|-0.041572921|-53.03643341|15.38241267|0.728260094|-27.89610644|453.8692584|0.271739906|7.253455092999999|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|38.30514214|0.023973624|1953.562249|659.7484451|16.08669155|0.0|1.0|0.0|3.43|3.52|0.12|23.0|3.64|3.23|86.55|1.0|122.59|0.0|1.0|4.0|-4.5|6.0|438.43|0.0|0.0|-4.71|0.0138|1.94e-05|0.0085|3.02|9.06e-06|-0.07534|4.3011|3091.0|-1483.305698|698.17|1182.6|401.11|530.93|0.6893199999999999|-1483.057743|0.0002|0.03023936|-1483.12009|5.4737
1i_a5|0|6.605297921|0|0|1.219028472|-0.145964178|-0.006494891|4.59511985|2|0.0|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|0.780175595|-0.058385936|0.8436458929999999|0.513260607|0|-0.084018635|0.4729402929999999|-50.81756452|4.621144795|201.1526326|0.112394438|-0.03570792|-26.09853285|2.575548983|0.759459597|-19.90145306|494.6981114|0.240540403|7.314842247|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|1048.190221|403.396385|10.96226516|1.0|1.0|1.0|2.83|2.04|0.05|23.0|5.48|6.37|54.46|2.0|95.49|0.0|1.0|4.0|-4.79|6.0|366.34|0.0|1.0|-4.97|0.00589|1.0800000000000002e-05|0.00396|3.95|4.86e-07|-0.05729|4.7243|4.3799|-1288.322373|569.42|957.58|283.08|443.05|0.4571199999999999|-1288.210207|0.0207|0.03383899|-1288.264271|7.6198
1m_a5|0|6.605297921|0|0|1.3047206409999998|-0.252787668|-0.002410445|4.59511985|2|0.0|10.94856032|-0.011848312|1|1|0.00520748|-0.118494698|0.042813643|0.07132816|-0.2274929269999999|0.7824502320000001|0.077347244|0.851987765|0.63664685|0|-0.071478865|0.429612762|-37.380714700000006|4.7571353730000006|154.6334216|0.117604448|-0.028977918|-19.83596661|2.506013299|0.73847373|-15.26528941|464.8375158|0.26152627|6.911100301|13.35855701|0.932913201|4584.808374|137.7695311|-297.5394992|20.67140479|0.0172594319999999|764.8419772000001|383.4128238|9.092103139|1.0|1.0|1.0|2.69|2.11|0.0|23.0|5.11|4.85|54.46|1.0|95.5|0.0|1.0|3.0|-4.52|3.0|332.79|1.0|1.0|-4.74|0.00996|1.82e-05|0.00607|3.69|7.82e-07|-0.0507699999999999|4.6678|4.3983|-1410.88022|553.42|926.13|281.89|423.2|0.4527899999999999|-1410.783167|0.2373|0.03223201|-1410.833395|7.3665
8f_a8|0|7.05012252|0|0|1.394802091|0.024051247|-0.01032134|4.844187086|0|0.0|10.94343488|0.007079485|1|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0.6971223040000001|-0.016217844|0.751162751|0.56916135|0|-0.1064257719999999|0.308621017|-71.22071405|7.91086576|317.0847898|0.403186031|-0.048375351|-36.18904175|4.613060521|0.90577048|-28.20910228|348.0199311|0.09422952|7.504290616|13.81994609|0.8416059290000001|5948.547713|54.94802877|-723.7808349999999|31.14376424|0.009226445|1370.325626|485.8626377000001|5.380213594|0.0|0.0|2.0|3.14|2.85|0.0|23.0|4.69|4.72|80.88|2.0|105.27|0.0|1.0|4.0|-5.21|4.0|391.37|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|4.43e-06|-0.0675299999999999|4.7027|3.4876|-1361.626748|602.63|1022.89|355.5|477.92|0.55661|-1361.455053|0.1659|0.03173623|-1361.510739|4.6428
17c_a50|1|7.934155233999999|2|2|1.347835869|-0.212075666|-0.002676029|5.82008293|2|2.193763306|10.94500663|-0.120904775|2|2|0.012222674|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|0.774994313|-0.139943634|0.816442883|0.728169863|1|-0.073693343|0.446454378|-35.70979598|14.91199042|133.46240020000002|0.10280106|-0.021745577|-34.87982686|10.25908547|0.569750429|-14.96042594|617.2509739|0.430249571|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|0.0|4.12|3.61|0.35|20.0|3.59|3.53|61.0|1.0|134.28|0.0|1.0|6.0|-3.8|5.0|440.54|1.0|0.0|-4.43|0.0698|3.75e-05|0.0165|2.86|7.08e-05|-0.03121|4.2397|4.0432|-1411.157813|746.5|1289.05|306.65|596.23|0.63122|-1410.838844|0.1801|0.02957871|-1410.902767|7.1612
13b_a5|0|7.153833802|1|1|1.338814635|-0.142746146|-0.004573365|5.209486153|2|0.0|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|0.765309977|0.03431921|0.8184221559999999|0.653356347|0|-0.074710354|0.468748106|-44.93506461|8.980592802|14.41650822|0.168442764|-0.02636836|-31.23446039|5.806729729|0.654076389|-17.04942469|537.6736515|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|2.97|2.64|0.17|23.0|4.64|4.06|74.77|1.0|119.8|0.0|1.0|5.0|-4.24|4.0|395.46|1.0|1.0|-4.43|0.0225|3.75e-05|0.0148|3.01|1.72e-06|-0.05177|4.6733|4.1793|-1276.030896|672.43|1138.73|296.66|503.93|0.32779|-1275.806761|0.3064|0.035153|-1275.865034|6.9586
8c_a12|0|0.0|1|1|1.283851303|0.1948786139999999|-0.0104125509999999|0.0|3|0.0|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|0.782864175|-0.10899871|0.8425863029999999|0.845077891|0|-0.101988384|0.239216075|-34.19075142|10.00357546|83.24714315|0.159602554|-0.038245644|-26.55601426|5.104595615|0.764449832|-19.51587692|428.8355831|0.235550168|5.670223821|10.74930819|0.8957467170000001|4610.945152|120.19586|-398.3402139|25.52931025|0.018855428|1021.17241|390.0159026|9.621493319|0.0|0.0|1.0|3.91|2.24|0.11|18.0|2.81|1.59|63.06|0.0|98.07|0.0|1.0|3.0|-3.47|5.0|314.34|1.0|1.0|-3.72|107.0|0.0001899999999999|0.0598|2.5|2.28e-05|-0.06706|4.3598|3.8341|-1022.750382|551.66|909.19|323.37|402.43|0.53657|-1022.613451|0.1355|0.02263772|-1022.663298|7.3979
3f_a32|1|7.773594467000001|0|0|0.6094207770000001|0.0067550119999999|-0.00611496|5.733341277|0|2.227330929|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0.820782305|-0.110248899|0.871865543|0.786074011|1|-0.097374443|0.3217719189999999|-41.40131823|6.707989266|47.97543149|0.125973316|-0.030139709|-30.95210106|3.78194259|0.78919828|-16.99267001|492.7734095|0.21080172|6.153728636|10.89495051|0.770463268|4993.667711|118.8493262|-402.3773138|21.53155987|0.011659458|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|3.9|3.31|0.28|19.0|7.18|5.63|110.94|2.0|102.66|0.0|1.0|4.0|-6.89|3.0|354.49|0.0|1.0|-5.4|4.53e-05|3.96e-06|0.0014|4.83|1.73e-05|-0.05315|3.5569|3.5569|-1712.034952|604.9|1006.92|348.58|488.74|0.70255|-1711.863611|293.0|0.02606687|-1711.9193289999998|8.0458
18_a3|0|6.605297921|0|0|1.43179288|-0.256375952|-0.003487792|4.59511985|3|1.742872103|10.96965878|-0.025890816|1|1|0.005799063|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|0.714658751|0.0355413979999999|0.784960175|0.6858831809999999|1|-0.0846755|0.217881538|-31.07331853|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|2.73114076|0.682492203|-14.12792012|374.610053|0.317507797|5.293627315|10.24658906|0.935646099|3928.183499|141.2679329|-201.1487809|20.70048575|0.02363555|662.4155441|270.539096|10.51610501|0.0|1.0|1.0|2.62|1.81|0.0|21.0|3.42|3.08|67.35|0.0|80.35|0.0|1.0|2.0|-2.82|4.0|273.29|1.0|1.0|-3.27|411.0|0.000537|147.0|1.79|4.07e-05|-0.05769|3.9765|3.9765|-889.9402005000001|482.41|784.04|311.79|330.54|0.6671699999999999|-889.850598|0.3326|0.02173162|-889.894728|7.5229
13k_a6|0|7.412764017000001|1|1|1.42421381|0.031525207|-0.014257799|5.351858133|1|0.0|10.95129637|-0.072504783|1|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|0.7908110340000001|0.1373649019999999|0.84018367|0.827754203|0|-0.127178105|0.212093198|-82.8774254|20.6185734|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|14.31458589|0.7971316940000001|-31.53366823|445.0412356000001|0.202868306|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|-1225.9780560000002|39.55891914|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|3.0|3.68|2.8|0.16|23.0|4.55|3.8|115.15|1.0|124.98|0.0|1.0|7.0|-5.49|5.0|441.48|0.0|1.0|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|5.7e-07|-0.04851|5112.0|3.5476|-1465.83213|731.25|1246.69|349.49|577.68|0.4547|-1465.557346|0.0137|0.0308324|-1465.621288|7.3372
12b_a5|0|6.605297921|2|2|1.189701783|-0.297319874|-0.001991527|4.59511985|3|0.0|10.94620104|-0.016614746|0|0|0.00751901|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|0.779793078|0.066588785|0.819417554|0.8121510009999999|0|-0.068586754|0.350286421|-41.76622313|10.44150403|138.67264319999998|0.172386307|-0.020455699|-27.27837078|6.584944956|0.530379611|-12.90040679|521.9354031|0.4696203889999999|8.398709622|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|24.32296891|0.025810077|1386.409228|727.8586176|16.27715102|0.0|1.0|1.0|4.05|0.0|0.33|18.0|3.29|0.72|50.28|1.0|123.46|0.0|1.0|5.0|-2.3|6.0|397.47|1.0|0.0|-3.45|2.0|0.000359|143.0|1.63|8.5e-06|-0.10395|4.6156|1.4454|-1276.8943800000002|669.05|1149.51|857.76|505.16|0.42949|-1276.940335|0.0001|0.03447919|-1276.9984029999998|7.3768
8d_a8|0|7.05012252|0|0|1.395657339|-0.12349902|-0.0111144189999999|4.844187086|1|0.0|10.94649761|-0.117111249|1|1|-0.001038264|0.111668404|0.016471091|0.025642021|-0.4385133129999999|0.757805416|0.0780635059999999|0.804372443|0.734212688|0|-0.103150936|0.377028311|-69.95878302|18.28507531|57.93693239|0.306707511|-0.03820405|-43.86958028|11.92454747|0.675359878|-24.91463687|452.1282556|0.324640122|7.507839835|14.52777156|0.935013517|6596.888351|211.7129122|-877.3916055999999|36.89090464|0.029166961|1992.108851|682.0472537|19.02113117|0.0|1.0|2.0|3.61|2.92|0.12|23.0|3.93|3.32|112.23|1.0|121.1|0.0|1.0|6.0|-4.91|5.0|430.46|0.0|0.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|1.03e-05|-0.0600299999999999|4.6765|3.2963|-1447.559429|690.78|1185.65|376.13|572.21|0.62361|-1447.2928029999998|0.1879|0.03604461|-1447.354662|4.7303
18_a4|0|7.535296702|1|1|1.3998285519999998|-0.181683336|-0.004533883|5.4161004020000005|1|0.0|10.94611841|-0.063708832|1|1|0.00042|0.108754635|0.006968314|0.015390457|-0.319213511|0.793041267|0.102914528|0.8547339420000001|0.615655659|0|-0.085817825|0.269470313|-46.48874223|8.729352711|203.5264327|0.224403961|-0.03479101|-20.88721799|4.306590617|0.769438308|-17.16400317|382.6371479|0.2305616919999999|6.133421395|10.31843368|0.682329162|4381.693113|113.7466718|-313.3082699|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|1.0|1.0|3.32|2.56|0.11|17.0|3.46|3.43|50.94|0.0|86.22|0.0|2.0|3.0|-2.95|4.0|307.32|1.0|1.0|-3.51|349.0|0.000312|0.0959|2.24|0.0009109999999999|-0.03538|4.5152|4.2045|-1033.454769|523.81|870.74|294.88|404.27|0.52475|-1033.349218|0.1|0.02525528|-1033.398285|5.5817
3_a47|0|0.0|0|0|1.304465159|0.013076203|-0.008740449|0.0|2|1.416887578|10.93671092|0.013073797|0|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|0.720319618|0.104873188|0.780628097|0.815682427|1|-0.0948001|0.4661246329999999|-43.59237092|4.514659074|98.29790989|0.145272519|-0.036461577|-26.06896797|2.367459086|0.7849694909999999|-19.12022366|448.2137648|0.2150305089999999|6.46319354|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|24.35791949|0.016230658|949.95886|418.022895|8.511255722000001|1.0|1.0|2.0|2.59|2.89|0.0|22.0|4.32|5.4|58.04|1.0|101.55|0.0|1.0|3.0|-5.54|3.0|347.8|1.0|1.0|-5.35|0.000995|4.49e-06|0.00156|4.6|1.33e-06|-0.05717|5.6998|3.7284|-1470.101469|556.65|941.44|332.54|402.58|0.52977|-1469.969304|0.2182|0.03619487|-1470.0192869999998|6.5
25b_a34|0|7.412764017000001|1|1|1.290860233|0.133975789|-0.015658012|5.351858133|1|0.0|10.95957635|-0.061390533|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|0.7969500890000001|0.08214612|0.83883012|0.787858064|0|-0.137924163|0.5020264870000001|-64.37123451|18.82143547|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|0.76274549|-26.50275222|410.0313565|0.23725451|6.383564979|11.00434095|0.723855085|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|1806.819095|595.8522372|11.90766609|0.0|1.0|2.0|3.53|3.39|0.29|17.0|2.63|3.03|90.3|1.0|108.21|0.0|1.0|7.0|-3.82|5.0|393.44|0.0|0.0|-3.69|59.0|0.000202|0.0796|2.29|0.00015|-0.03539|4.2253|4.2253|-1313.361559|668.48|1136.16|293.43|562.84|0.6925600000000001|-1313.132261|0.2259|0.02655501|-1313.194808|5.6819
12ag_a36|0|7.412764017000001|2|2|1.297044434|-0.042092217|-0.008085448|5.351858133|2|0.0|10.96052849|-0.050147748|1|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|-0.445549431|0.835013502|0.124298337|0.8910146309999999|0.698414933|0|-0.1081585809999999|0.26896187|-52.02834065|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.758897371|-24.55768654|471.0269757|0.2411026289999999|7.849377942|15.13240062|0.927847116|5906.879919|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|1617.984688|595.8790650000001|12.1906363|1.0|1.0|2.0|4.72|0.0|0.14|17.0|3.13|2.44|69.2|1.0|123.71|0.0|1.0|5.0|-3.89|5.0|399.42|1.0|0.0|-4.16|0.0515|6.96e-05|0.0278|2.78|5.58e-05|-0.05486|3.8893|3.7117|-1332.151245|658.68|1112.68|334.04|507.72|0.69204|-1331.9454449999998|0.0191|0.03415856|-1332.003616|7.7696
8e_a8|0|7.05012252|0|0|1.394799502|-0.018155171|-0.010579355|4.844187086|0|0.0|10.94332438|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0.7233950809999999|0.02023118|0.7742101929999999|0.636205913|0|-0.105450888|0.280304418|-70.49962428|12.87136047|106.0087621|0.338509724|-0.04393787|-39.238709|7.851573274|0.803307236|-26.80224874|403.5112981|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|-784.77418|33.36487904|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|2.0|3.2|2.98|0.04|23.0|4.33|4.17|90.11|2.0|111.81|0.0|1.0|5.0|-5.27|4.0|403.41|0.0|0.0|-4.9|0.00215|1.25e-05|0.00504|3.69|6.63e-06|-0.06253|4.6303|3.2737|-1376.924308|639.38|1090.07|378.73|526.86|0.50055|-1376.708067|0.1671|0.03298991|-1376.766245|4.7014
16a_a10|0|7.535296702|1|1|1.325756911|-0.187414728|-0.00230615|5.4161004020000005|2|2.009832665|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|0.772481675|-0.068377262|0.813036304|0.72613292|1|-0.076950669|0.3637074329999999|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-18.049219|634.4309626|0.272940681|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|24.82496066|0.014796066|1539.147561|879.8636987|10.24624348|1.0|1.0|0.0|4.11|4.46|0.3|21.0|4.73|5.19|56.07|3.0|133.66|0.0|1.0|9.0|-5.22|5.0|439.55|1.0|1.0|-5.17|0.00264|6.76e-06|0.00297|4.33|1.4e-06|-0.04647|5.6019|3.8718|-1395.13019|760.0|1310.44|320.22|629.65|332.0|-1394.797092|0.0841|0.02819643|-1394.861824|7.3279
27b_a34|0|7.412764017000001|1|1|1.4335271040000002|-0.056026127|-0.010183855|5.351858133|1|0.0|10.95430634|-0.027175221|1|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|-0.463926296|0.7722228729999999|0.00102838|0.8299950709999999|0.770240631|0|-0.109683855|0.3307451819999999|-57.66200309|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|13.44721755|0.712312759|-24.553278|515.8091561000001|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|189.4124225|-808.2902556|34.46979951|0.022820627|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|3.54|3.66|0.12|23.0|3.94|4.11|84.99|2.0|116.33|0.0|1.0|5.0|-5.23|5.0|409.44|0.0|1.0|-4.96|0.00243|1.1e-05|0.00449|3.75|2.67e-06|-0.04121|4.8168|4.0935|-1350.018975|691.97|1174.68|302.88|577.39|0.47412|-1349.811401|0.0252|0.03640275|-1349.873325|6.1871
12bc_a36|0|7.412764017000001|2|2|1.284647662|-0.058020733|-0.007661816|5.351858133|2|0.0|10.95883416|-0.027636036|1|1|-0.00097037|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|0.836170906|0.006621918|0.892249657|0.771220556|0|-0.107107992|0.326764696|-51.87437401|12.2593899|83.35308244|0.165694502|-0.038558877|-48.36968394|8.238431664|0.77146807|-25.91194805|560.6615736|0.22853193|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|33.5878425|0.017847333|1679.392125|661.6709012|11.99358509|1.0|1.0|2.0|4.73|0.0|0.14|17.0|3.99|3.19|69.2|2.0|133.77|0.0|1.0|5.0|-5.08|4.0|450.32|1.0|1.0|-5.18|0.00372|6.55e-06|0.00295|3.93|7.83e-06|-0.05828|5.2189|3.8696|-2152.100551|705.12|1188.37|320.4|563.76|0.35775|-2151.9100780000003|0.3478|0.03419831|-2151.971485|8.0969
13a_a6|0|7.412764017000001|1|1|1.430639975|-0.042110772|-0.01115741|5.351858133|1|0.0|10.95129557|-0.0525259259999999|1|1|-0.00194781|0.05269025|-0.10896749|-0.180339002|-0.488098052|0.7722228729999999|0.090839165|0.8299950709999999|0.8013954109999999|0|-0.113446379|0.22670695|-61.52313164|20.83876732|154.9639272|0.22549456|-0.040840697|-48.51283287|13.62714959|0.759912392|-26.70706346|506.474367|0.240087608|8.038453162|15.08351934|0.8764206290000001|6019.922535|157.0011174|-873.2309916000002|35.14492428|0.02016134|1757.246214|627.4287311|13.18415753|1.0|1.0|2.0|3.53|3.2|0.12|23.0|4.98|4.32|95.85|2.0|116.79|0.0|1.0|5.0|-5.51|5.0|409.44|0.0|1.0|-4.99|0.0012699999999999|1.02e-05|0.00417|3.8|4e-07|-0.05018|5.9934|3651.0|-1350.057702|695.29|1166.79|339.59|571.9|0.4816|-1349.834826|0.2697|0.02818646|-1349.895534|7.3372
16a_a32|1|7.765993078999999|0|0|0.6094207620000001|0.205693867|-0.014399612|5.733341277|0|2.095743605|10.31100271|-0.058518519|3|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.199563743|-0.707456102|0.8567078770000001|0.039965071|0.909908319|0.81143469|1|-0.119471489|0.283324612|-56.2527503|12.86051026|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|0.6968200370000001|-23.13158502|470.82456669999993|0.303179963|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|1493.816582|532.685565|14.6095244|1.0|1.0|3.0|3.53|2.66|0.22|19.0|5.32|3.79|152.07|1.0|108.86|1.0|1.0|7.0|-5.49|4.0|398.51|0.0|1.0|-4.04|0.00128|9.14e-05|0.0364|2.65|2.01e-05|-0.0567299999999999|3.6314|3.6314|-1896.770883|664.67|1096.48|341.42|535.63|0.70245|-1896.589348|0.2859|0.04088655|-1896.649286|7.9586
34_a47|1|6.842683282|0|0|1.40499556|-0.210257395|-0.004157676|4.727387819|3|1.741433543|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|0.833786184|0.046668352|0.89234354|0.609110565|1|-0.090141168|0.437215023|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|6.048527453999999|0.653993216|-16.25230464|457.4477611|0.346006784|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|-387.0041342|24.85087647|0.023023142|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.19|3.0|0.16|21.0|3.34|4.52|68.52|0.0|99.09|0.0|1.0|4.0|-3.57|5.0|348.38|1.0|1.0|-3.9|0.0929|0.000125|0.0436|2.49|1.17e-05|-0.0545|4.2077|3.8892|-1162.450678|585.79|980.02|318.79|436.88|0.6602399999999999|-1162.283641|0.1718|0.03084502|-1162.33788|8.7
11g_a5|0|7.139660336|0|0|1.388236041|-0.204002571|-0.004593347|5.209486153|2|0.0|10.94877951|-0.007175378|2|2|0.006964153|-0.14133011|-0.137739838|-0.233590516|-0.267507083|0.814159231|-0.075382189|0.8737292720000001|0.73551511|0|-0.076326887|0.396049407|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|10.02633335|0.543581314|-16.72000506|550.6745046|0.456418686|9.342496899|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|2.34|0.08|28.0|4.17|4.48|81.51|1.0|118.35|0.0|1.0|7.0|-4.12|5.0|408.46|0.0|0.0|-4.31|0.0312|4.88e-05|0.0199|2.75|3.770000000000001e-07|-0.04322|4.5106|4.2083|-1330.144218|693.48|1180.25|294.62|542.13|0.56924|-1329.927772|0.2403|0.04557484|-1329.988893|7.5229
47a_a18|0|7.03438793|1|1|0.403918489|0.018016478|-0.006027559|4.844187086|0|0.0|10.35082811|0.052572636|0|0|-0.000633273|0.066507683|-0.232940071|-0.358939392|-0.369841706|0.766261502|-0.008965701|0.7991211029999999|0.792293789|0|-0.099310031|0.371382587|-67.93456546|11.58086543|100.7293848|0.2212091389999999|-0.036234741|-66.76209701|9.49531639|0.7936193709999999|-29.70938001|638.5417107999999|0.2063806289999999|10.20255289|19.74153879|0.934960691|8405.670404|169.2144153|-1802.576619|37.435301|0.014835962|2770.212274|1225.939287|12.16421601|1.0|1.0|3.0|4.97|0.0|0.28|18.0|0.48|3.35|123.06|3.0|158.24|1.0|1.0|12.0|-6.74|5.0|547.67|0.0|0.0|-5.58|9.9e-05|2.62e-06|0.00143|4.44|2.95e-06|-0.05191|3.1947|3.1947|-2098.773074|874.47|1536.87|388.09|813.01|0.69508|2098.280307|0.6094|0.0339441|-2098.359766|9.0
15a_a22|0|6.842683282|0|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|1.614660505|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|-0.081705465|0.410151945|-41.92018177|14.43653926|96.58317516|0.13335968|-0.031425179|-37.6479704|9.799599501|0.702735071|-21.33157831|588.2800507999999|0.297264929|8.157552588|14.6895113|0.800725296|6322.278103000001|201.7850124|-752.9594081|30.3550786|0.0216014629999999|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|3.42|2.86|0.08|27.0|3.87|4.31|85.59|1.0|124.05|0.0|1.0|6.0|-4.65|5.0|420.47|0.0|1.0|-4.68|0.00945|2.1e-05|0.00881|3.18|2.56e-07|-0.0600399999999999|5.0577|3.6496|-1368.321775|696.57|1189.31|339.72|541.27|0.41078|-1368.0755869999998|0.0955|0.03153544|-1368.1368730000002|6.8447
