molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
14_a4|0|0|0|0.0|1|1.399909181|1.947126795|-0.2248919089999999|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.009588001|-0.08389836|10.94612798|1|0.008943549|-0.031578333|-0.016862096|1|0.77505994|0.158051825|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.071074269|0.218112446|-32.31961528|12.12963775|67.73740575|-0.03015272|-14.69670456|85.72299913|0.768457211|-0.995039765|39.49511556|0.40126838|1911.448021|-452.4746139|1378.961008|-6.23496557|0.231542789|0.6701974079999999|105.2894945|17.84270058|588.8091192|1.0|0.0|1.0|0.0|0.0|3.14|2.39|17.0|-5.71|3.59|4.09|30.71|2.82|80.09|0.0|2.0|2.0|-3.4|21.0|3.0|0.0|-3.97|0.000396|0.000106|0.0|0.0|0.000539|-0.03639|4.5233|4.2312|-918.9507745|794.51|293.02|0.1864|274.1|353.16|0.53298|0.55975|-918.851356|0.1067|0.020300099|-918.896242|5.8794
17a_a10|0|0|0|0.0|1|1.3438501040000002|2.118111229|-0.218519541|5.4161004020000005|0.021150127|3|0.036545455|-0.082914437|0.009206558|-0.093735748|10.92970797|1|0.01029375|-0.132166258|-0.225935253|2|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.673253555|1|0.8538249840000001|-0.082689376|0.463842217|-58.46202420000001|51.96456548|103.34686|-0.023625536|-41.33310046|87.61514901|0.564726042|-1.488408763|76.48633670000001|0.4918223679999999|3154.628148|-1052.3164359999998|1855.293376|-11.80945728|0.4352739579999999|0.967815851|307.7420338|29.57794442|1863.410498|0.0|1.0|1.0|1.0|0.0|3.8|3.66|21.0|-7.32|3.31|2.5|76.38|1.29|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|0.0|-4.32|0.00021|4.74e-05|0.0|0.0|2.22e-05|-0.04641|5.5285|3.9887|-1524.557372|1326.24|310.84|0.2142|224.26|603.73|0.32889|0.67671|-1524.187115|0.0867|0.03725238|-1524.252023|7.3098
9d_a31|1|0|0|0.0|0|0.61013528|0.0|0.036844743|5.733341277|-0.043220149|0|0.0359583329999999|-0.057650507|-0.002456634|-0.0938310919999999|10.31169788|2|0.000127275|-0.091744753|-0.134504227|0|0.8343242820000001|-0.030275712|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.11958484|0.3655337879999999|-81.53295088|154.8767865|208.401866|-0.033844766|-55.58917047|560.5224416|0.6636195229999999|-1.793772606|97.84665015|0.457506946|2654.377004|-1222.994263|1932.363213|-15.732784099999998|0.336380477|0.8433415740000001|229.34422830000003|34.77197803|1842.914835|1.0|1.0|1.0|1.0|2.0|3.8|3.35|16.0|-7.63|6.04|4.09|117.37|1.31|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|0.0|-4.39|2.48e-06|4.06e-05|0.0|0.0|9.69e-06|-0.03457|3.8478|3.8478|-1657.471475|1202.79|322.22|0.2611|322.22|630.49|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|0.04331056|-1657.245966|6.2218
14_a47|1|1|1|0.0|0|1.417758105|0.0|-0.126490693|4.59511985|-0.136491228|2|0.036632997|0.017068634|-0.008212621|-0.01670074|10.95058279|1|-0.006335783|0.05124606|-0.020596219|2|0.777675668|-0.085385518|0.050943962|0.8467634620000001|0.579833096|1|0.681598464|-0.094132436|0.2662137639999999|-47.47362906|64.60629385|160.57883|-0.034963476|-23.9422834|0.0|0.664709719|-1.223721666|61.62381153|0.474828277|2254.664317|-617.1571777|670.2518865000001|-8.892848121|0.335290281|0.904139078|169.0962983|26.52746264|928.4611922|1.0|0.0|1.0|1.0|2.0|2.78|1.53|21.0|-7.79|3.97|4.88|66.49|2.49|86.58|0.0|1.0|3.0|-3.97|24.0|5.0|0.0|-4.13|0.000108|7.46e-05|0.0|0.0|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|849.76|312.53|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|0.03679054|-1127.6593779999998|8.1
12c_a31|1|0|0|0.0|0|0.6101358029999999|0.0|0.046986783|5.733341277|-0.055520387|0|0.040982906|-0.030192572|-0.003618466|-0.094991098|10.311698300000002|2|-0.000813398|-0.048694677|-0.138799714|0|0.842823186|0.066071056|-0.098452311|0.8856644770000001|0.770283733|0|0.665463503|-0.129736755|0.343619017|-82.33748068|153.400467|212.313715|-0.036326291|-52.25551342|553.8695417|0.6817087|-1.816314565|97.28775086|0.448512808|2592.4503010000003|-1152.7247289999998|1894.297124|-14.63154376|0.3182913|0.813278739|202.0036947|33.81868912|1690.934456|1.0|1.0|1.0|1.0|2.0|3.69|3.1|16.0|-7.24|5.64|3.7|117.37|1.08|108.16|0.0|1.0|8.0|-5.23|28.0|5.0|0.0|-4.16|5.85e-06|6.94e-05|0.0|0.0|2.31e-05|-0.0338399999999999|3.8328|3.8328|-1618.1530810000002|1138.89|323.48|0.2625|323.48|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|0.2625|0.04023903|-1617.951882|6.4202
12z_a30|0|0|0|0.0|0|0.604983642|0.0|-0.1155022219999999|5.351858133|-0.026703371|2|0.040566449|0.034848862|0.003529389|0.018796341|10.31162784|1|0.005111479|0.05890953|-0.12254489|1|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|0.832920077|-0.107776943|0.315493739|-74.96232552|54.40462246|116.2094523|-0.034034824|-52.13870496|0.0|0.630839856|-1.939984979|95.20867045|0.48740649|3112.622632|-1349.321859|2435.831516|-16.464854199999998|0.3691601439999999|0.950863559|256.7627363|37.52507564|2138.929312|1.0|1.0|1.0|1.0|1.0|4.86|0.0|17.0|-6.83|3.94|2.63|100.11|2.2|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|0.0|-5.0|2.47e-06|9.94e-06|0.0|0.0|6.720000000000001e-05|-0.04679|4.8063|3.4438|-1804.814868|1266.9|360.02|0.1855|257.96|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|0.02895763|-1804.581882|7.3615
47c_a18|0|0|0|0.0|0|1.251176227|0.0|0.02368001|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0007979619999999|-0.058748345|10.94702285|0|0.002674691|0.071793992|-0.212991596|0|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0.7601847759999999|0|0.8128616409999999|-0.094000037|0.246894346|-75.57063623|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|103.416376|0.7489981509999999|-2.350000928|88.76073429|0.489290189|3228.879782|-1889.265906|2027.892739|-20.80632033|0.251001849|0.958059115|201.7910841|34.55329606|2522.390613|1.0|0.0|1.0|1.0|3.0|4.61|0.0|18.0|-9.18|2.84|2.87|97.76|2.41|154.77|1.0|1.0|12.0|-5.73|38.0|4.0|0.0|-5.09|1.84e-06|8.12e-06|1.0|1.0|3.42e-07|-0.0449|3.1096|3.1096|-1664.753129|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|0.03115159|-1664.277127|8.5229
1j_a5|1|0|0|0.0|0|1.427567371|0.0|-0.2031633169999999|4.59511985|-0.010620031|2|0.025987654|-0.115553003|0.00683534|-0.07622096|10.9487794|1|0.006957291|-0.190920568|-0.010807075|2|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.074505844|0.35883584|-40.01980349|73.73338699|82.09385267|-0.027258236|-21.49609451|1.471030887|0.616489567|-1.117587665|54.3827755|0.469085779|2242.805131|-600.2970524|847.5275797|-7.86442482|0.383510433|0.883543443|205.997426|23.74961767|973.7343247|1.0|1.0|1.0|1.0|1.0|2.76|2.66|23.0|-8.14|4.5|4.21|63.69|1.57|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|0.0|-4.2|9.27e-05|6.29e-05|0.0|0.0|2.36e-06|-0.03832|4.4331|4.1205|-1065.849941|959.39|300.89|0.5115|279.68|445.81|0.66182|0.6449|-1065.671975|0.1644|0.03246499|-1065.723417|7.6198
12u_a36|1|0|0|0.0|0|1.270259304|0.0|-0.054501792|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0042553209999999|-0.063855309|10.95266014|1|0.005035022|0.055588998|-0.099596099|1|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.0969881059999999|0.3765068079999999|-67.50289394|86.1184622|109.8080843|-0.03452119|-46.98143813|5.944854912|0.77938748|-2.036750221|78.06218646|0.486156325|2831.106839|-1417.5607730000002|2455.7556010000003|-16.72220679|0.22061252|0.946117173|153.5444314|30.82735404|1818.813889|1.0|1.0|1.0|1.0|2.0|5.05|0.0|17.0|-7.38|3.85|3.01|69.2|2.66|138.33|0.0|1.0|6.0|-4.95|32.0|4.0|0.0|-4.86|1.13e-05|1.39e-05|0.0|0.0|1.7800000000000002e-05|-53.0|3.8847|3675.0|-1350.8981130000002|1254.5|337.37|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|0.03260752|-1350.638138|7.7959
19i_a38|1|0|0|0.0|0|1.297043925|0.0|-0.125335237|5.351858133|-0.115864198|2|0.043197531|0.08414367|-0.006877664|-0.074033381|10.96052467|1|-0.004358975|0.215263198|-0.098027247|1|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|0.747158407|-0.113250303|0.4748744179999999|-69.40536597|137.7658863|154.953787|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|82.98550237|0.444551315|2896.470706|-1249.2965869999998|2335.0953870000003|-15.31261014|0.258076158|0.800346329|158.161786|33.67721904|1683.860952|1.0|1.0|1.0|1.0|3.0|4.8|2.88|17.0|-7.12|3.55|3.11|81.23|2.78|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|0.0|-4.33|5.68e-05|4.67e-05|0.0|0.0|3.19e-05|-0.0564799999999999|5.7041|3.6129|-1431.415351|1101.03|343.17|0.2156|217.36|457.26|0.4342|0.69267|-1431.181148|0.1886|0.03110827|-1431.239177|7.9031
12k_a30|0|0|0|0.0|0|0.604984231|0.0|-0.001755273|5.351858133|-0.029595542|2|0.042739018|-0.13882907|0.0043261129999999|0.067265077|10.31162844|1|0.0053380919999999|-0.240110949|-0.089279071|1|0.830875659|0.001281277|-0.067714819|0.883029843|0.7933543279999999|0|0.815083558|-0.098188266|0.340031035|-65.04897323|106.8195439|122.5057244|-0.035199567|-43.09444587|0.0|0.7081361979999999|-1.865577056|80.03127603|0.47195436|2920.279667|-1235.930491|2277.687222|-15.44895229|0.291863802|0.893775698|193.3575303|32.93073182|1745.328787|1.0|1.0|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|3.89|2.63|90.88|2.51|133.77|0.0|1.0|6.0|-5.44|31.0|5.0|0.0|-4.93|3.59e-06|1.19e-05|0.0|0.0|7.87e-05|-0.05055|5.1958|3.4715|-1690.302721|1200.31|357.15|0.2257|238.62|564.62|0.39318|0.6864899999999999|-1690.031103|0.1512|0.03357755|-1690.094082|7.6144
17_a3|0|0|0|0.0|0|0.605019885|0.0|0.188373421|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.007540435|-0.041723219|10.31163036|1|-0.006696449|-0.027542873|0.020589494|2|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.096067661|0.225087454|-48.88298017|234.4907116|100.2028184|-0.039557272|-24.87357062|76.17242478|0.840062179|-1.344947254|55.39769571|0.4383349039999999|2196.728425|-684.3617224|1667.279771|-10.24205849|0.159937821|0.780420408|81.38261354|23.96047156|814.6560331000001|1.0|1.0|1.0|1.0|1.0|3.13|2.65|21.0|-7.48|4.96|4.66|92.93|2.37|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|0.0|-4.93|2.96e-06|1.18e-05|0.0|0.0|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.75233|891.3|386.22|0.4062|386.22|393.58|0.69481|0.69481|-1731.6147670000005|0.4062|0.02878063|-1731.663157|7.6383
9_a4|0|0|0|0.0|1|1.300485838|2.130445484|-0.211556011|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|0.010709527|-0.091393763|10.92992723|1|0.009731833|-0.030976753|-0.0475186259999999|2|0.801082857|-0.151437311|-0.072130166|0.861113198|0.58669472|1|0.937102792|-0.069566741|0.472497372|-37.85762102|13.6577411|34.22811902|-0.025885299|-20.60179129|45.21212204|0.792890434|-1.113067849|43.71760622|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|0.777625327|112.7072422|17.76608225|763.9415367|1.0|1.0|1.0|1.0|0.0|3.18|3.37|21.0|-8.16|5.14|5.07|43.6|3.15|105.09|0.0|1.0|2.0|-4.76|26.0|3.0|0.0|-5.15|1.73e-05|7.06e-06|0.0|0.0|2.49e-06|-0.05256|4.7284|4.0137|-1489.554198|999.93|308.91|0.1217|262.21|430.12|0.5182100000000001|0.6464|-1489.36688|0.0584|0.02116575|-1489.41872|7.3188
2_a27|0|0|0|0.0|2|1.402655014|3.250529415|0.09890645|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|0.009338889|0.11675125|10.93783218|1|0.00988756|-0.337316432|-0.21066171|2|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.081513931|0.408120957|-41.03489597|9.194894069|77.08713259|-0.029261411|-20.65736087|53.58106492|0.6684621829999999|-1.141195033|52.43208086|0.4424192289999999|2210.487938|-574.4885436000001|1270.627585|-7.415462877|0.331537817|0.7934621359999999|166.89932209999998|22.03636323|859.4181658|0.0|1.0|0.0|1.0|0.0|2.9|3.06|21.0|-5.84|2.43|2.49|65.6|2.42|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|0.0|-3.7|0.000644|0.0002009999999999|0.0|0.0|0.0004599999999999|-0.04933|4.1624|4.1624|-1043.821085|906.48|297.87|0.3217|297.87|420.7|0.55857|0.55857|-1043.665151|0.3217|0.02268519|-1043.715364|7.8861
15a_a10|0|0|0|0.0|1|1.34383719|2.141907675|-0.214195114|5.4161004020000005|0.022297552|2|0.033912037|-0.125297206|0.011418154|-0.060539141|10.92966696|1|0.01192767|-0.19937094|-0.179723568|2|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|0.915137224|-0.076864276|0.754451037|-49.47045259|42.41151044|54.61835033|-0.025155581|-31.83957238|122.7715002|0.676473201|-1.3835569680000002|60.98047923|0.407638879|2656.305166|-890.4681466|2413.560937|-10.42022369|0.323526799|0.68815941|208.2243923|23.93343877|1316.339132|0.0|1.0|1.0|1.0|0.0|3.5|3.58|21.0|-7.79|3.95|4.05|56.07|1.93|118.92|0.0|1.0|6.0|-3.97|30.0|5.0|0.0|-4.4|0.000108|3.94e-05|0.0|0.0|6.51e-06|-0.04742|5.7646|3.7639|-1278.452284|1179.28|329.41|0.3558|215.08|563.27|0.47484|0.68863|-1278.141052|0.1583|0.02976259|-1278.200428|7.6198
11d_a5|1|0|0|0.0|0|1.388848584|0.0|-0.245058546|4.59511985|0.001099755|2|0.0228184279999999|-0.125546291|0.008307337|-0.138265707|10.94877952|1|0.008809179|-0.202307745|-0.12451554|2|0.783891527|-0.018747485|0.036918829|0.831190148|0.755793189|0|0.87090286|-0.0847408619999999|0.359644732|-53.84338206|61.45330587|82.02685783|-0.029333375|-34.21147402|0.0|0.712305422|-1.525335513|65.35645739|0.49396568|2540.78984|-969.1808771|900.3825317|-11.84243331|0.287694578|0.976150552|182.7978704|26.16587381|1360.625438|1.0|1.0|1.0|1.0|1.0|3.13|3.37|23.0|-8.64|4.41|4.14|66.93|1.42|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|0.0|-4.29|7.2e-05|5.14e-05|0.0|0.0|8.909999999999999e-07|-0.03767|4.4175|4107.0|-1239.127458|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|0.03371838|-1238.914819|7.8239
19f_a38|1|0|0|0.0|0|1.297044434|0.0|-0.036714749|5.351858133|-0.084341564|2|0.041808786|-0.008118156|-0.002526241|0.035480177|10.96083376|1|-0.000673716|-0.017421394|-0.101303149|1|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|0|0.750875987|-0.111307609|0.488059925|-71.10679028|125.7493111|159.14822980000002|-0.037844587|-45.42524686|12.14075726|0.734437553|-1.892229356|84.35196967|0.453960261|2776.145209|-1208.815435|2846.860803|-15.44458393|0.265562447|0.8313685409999999|169.6496169|32.91812709|1645.906354|1.0|1.0|1.0|1.0|3.0|4.82|2.48|17.0|-6.86|3.13|2.55|81.23|2.4|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|0.0|-4.17|7.209999999999999e-05|6.77e-05|0.0|0.0|5.610000000000001e-05|-0.05735|5.3197|3.4422|-1332.190216|1105.62|360.19|0.3205|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|0.02936908|-1332.004601|7.1397
7h_a8|1|0|0|0.0|1|1.391840221|1.2793830309999998|-0.118981425|4.844187086|-0.073219554|0|0.04737037|-0.016074683|0.00112124|-0.0873792009999999|10.94341365|1|0.00084936|-0.043606497|0.052081992|0|0.7051689170000001|0.095758228|0.041366689|0.7677336090000001|0.507325475|0|0.771011027|-0.0934764819999999|0.314190914|-53.88211443|70.28953528|131.9948047|-0.041038456|-31.05895923|47.81104825|0.892830345|-1.6825766830000002|58.94376531|0.4346108389999999|2534.324886|-969.8780597|1919.19991|-13.63564064|0.107169655|0.768693264|61.77519141|26.49502512|1086.29603|1.0|1.0|0.0|0.0|1.0|3.12|3.2|23.0|-8.46|5.52|5.49|61.58|4.27|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|0.0|-5.5|2.09e-06|3.16e-06|0.0|1.0|1.31e-06|-0.06799|3.9282|3.9282|-1285.182226|999.62|315.62|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-1285.017252|0.3885|0.03092828|-1285.0707960000002|4.9788
12ae_a36|1|0|0|0.0|0|0.299253957|0.0|0.069118289|5.351858133|-0.351827031|2|0.041555556|0.087069205|-0.006862238|-0.083959343|10.31810353|1|-0.001160331|0.151620635|-0.15024383|1|0.831101086|-0.0931249669999999|0.010209009|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.105648609|0.439268891|-78.71102033|96.60079598|211.4077529|-0.036430555|-58.64180087|19.97715962|0.6849975640000001|-2.11297219|97.76153993|0.465246185|3486.122819|-1574.220407|2634.745208|-20.22131065|0.315002436|0.870019385|234.6851816|39.62310606|2298.140152|0.0|0.0|1.0|0.0|3.0|5.03|0.0|17.0|-6.87|1.28|2.15|123.75|0.84|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0|0.0|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.203168|1281.69|320.67|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|0.3366|0.0508577|-1875.963244|7.8239
13b_a6|1|0|0|0.0|0|1.430640379|0.0|-0.0411179|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|-0.00460563|-0.104663349|10.95129557|1|-0.00194781|0.100281317|-0.10896749|1|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|0.7757172059999999|-0.112915801|0.202093555|-74.04643339|154.7847961|147.0772097|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-2.032484418|87.39962829999999|0.408780634|2821.72831|-1332.835801|2587.000662|-17.48058934|0.2427663219999999|0.69141956|159.1980937|35.20276076|1760.1380379999998|1.0|1.0|1.0|1.0|2.0|3.56|2.85|23.0|-9.01|4.98|4.32|95.85|1.29|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|0.0|-4.99|3.11e-06|1.02e-05|0.0|0.0|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.0903970000002|1167.21|341.35|0.7846|255.67|574.07|0.58026|0.7006600000000001|-1349.837661|0.2461|0.02920955|-1349.898848|6.7595
5b_a50|0|1|1|0.0|2|1.397278957|4.190114953|-0.253064589|5.82008293|-0.003549558|1|0.034845679|-0.052494624|0.012641727|-0.137595558|10.9325725|2|0.012290091|-0.0873662269999999|-0.1052449509999999|1|0.791163321|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|0.958606481|-0.061164973|0.271653991|-31.07327358|6.656963127999999|21.02890062|-0.02140774|-15.78596849|60.5565203|0.5887490470000001|-0.8563096170000001|42.76068675|0.4462435279999999|2183.545404|-435.0258302|1452.442728|-5.525088972000001|0.411250953|0.8058479690000001|208.925351|18.47246431|738.8985723999999|1.0|0.0|1.0|1.0|0.0|3.37|2.91|20.0|-5.86|3.15|4.02|35.64|2.4|96.89|0.0|2.0|2.0|-3.48|24.0|2.0|0.0|-4.19|0.000335|6.47e-05|0.0|0.0|0.0004269999999999|-0.0256899999999999|5.6332|4.0222|-990.6114185|922.49|308.25|0.2749|220.09|411.9|0.4270899999999999|0.66968|-990.43875|0.1094|0.02651535|-990.487545|4.9126
46_a18|0|0|0|0.0|0|1.251088279|0.0|-0.001181461|4.844187086|-0.018808538|1|0.03531746|-0.046124025|0.002300582|-0.0669031009999999|10.94680484|0|0.003512954|-0.069691797|-0.1483628609999999|0|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.076485888|0.30524999|-54.33831169|0.946462387|123.2289237|-0.029244604|-38.60388092|58.66827342|0.782232748|-1.988633091|63.70285871|0.4548138479999999|3052.94234|-1412.796104|1848.661552|-14.76030741|0.217767252|0.8342358790000001|154.7096476|26.56039822|1806.107079|0.0|0.0|1.0|1.0|2.0|4.27|0.0|18.0|-8.82|3.68|3.3|76.5|3.33|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|0.0|-5.47|2.08e-06|3.35e-06|0.0|0.0|7.27e-07|-0.04995|3225.0|3225.0|-1532.992457|1380.79|384.45|0.4249|384.45|635.89|0.69181|0.69181|-1532.493789|0.4249|0.0239301|-1532.562476|6.7305
8a_a8|1|0|0|0.0|1|1.400027874|1.4114120369999998|-0.021925912|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|-0.0075336219999999|0.010118884|10.94671414|1|-0.005306541|0.044579097|0.055198015|1|0.762577159|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.118763303|0.22299265|-71.12928513|170.9592896|269.0155755|-0.049054408|-42.60049244|84.91322996|0.76420633|-2.256502762|86.57328508|0.481294455|2802.374154|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|0.927876056|141.2206861|38.44444383|1768.444416|0.0|1.0|1.0|0.0|2.0|3.37|2.64|23.0|-6.76|3.13|2.72|112.23|1.9|109.21|0.0|1.0|4.0|-4.4|30.0|5.0|0.0|-4.14|3.99e-05|7.28e-05|0.0|0.0|6.96e-05|-0.06922|4.6017|3.1039|-1367.776863|1061.5|399.45|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|0.03213899|-1367.595683|4.9454
4j_a46|0|0|0|0.19521727|1|1.134637093|2.194310043|-0.175292207|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|0.011968098|-0.1051618459999999|10.94638774|1|0.011684396|-0.078783783|-0.0589746909999999|1|0.7298040140000001|-0.061823242|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.074417476|0.295221643|-43.95227197|70.56141095|29.59387777|-0.024805825|-25.95898597|71.98911503|0.776932317|-1.339514565|50.26191521|0.402450715|2260.870095|-791.1408955|2563.282153|-8.652995323999999|0.223067683|0.673502127|131.7477027|18.85718615|1018.288052|0.0|1.0|1.0|1.0|0.0|4.0|3.9|17.0|-7.69|5.18|5.33|39.94|3.28|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|0.0|-5.31|4.16e-06|4.86e-06|0.0|0.0|7.33e-06|-0.01684|5.3949|4.4093|-1132.043677|1112.13|281.19|0.2783|229.82|572.31|0.37853|0.69413|-1131.761156|0.1418|0.02491327|-1131.817578|6.0942
12g_a40|0|0|0|0.0|1|0.604990688|1.687211672|0.037440516|5.4161004020000005|-0.129331216|0|0.036630824|0.167050952|-0.001011175|0.075327376|10.31197254|2|-0.003205145|0.280045216|0.063401514|0|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|0.8702014570000001|-0.099521372|0.289122732|-52.24208444|130.7472028|68.1355805|-0.0435406|-27.42361099|0.0|0.852031227|-1.393299206|59.29860462|0.465725912|2287.970776|-731.3891821000001|681.6778419|-11.99782981|0.147968773|0.871698484|77.67373972|26.82520454|858.4065454|1.0|1.0|0.0|0.0|1.0|3.24|3.2|20.0|-6.63|4.83|5.14|78.66|3.76|93.78|0.0|1.0|2.0|-6.46|23.0|3.0|0.0|-5.79|3.43e-07|1.62e-06|0.0|0.0|8.57e-05|-0.07424|4.0224|3.1577|-2173.044757|896.63|392.64|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|0.2682|0.02230594|-2172.988604|6.1403
1g_a5|1|0|0|0.0|0|1.4275159730000002|0.0|-0.203595168|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.00683534|-0.132678208|10.94875199|1|0.006957291|-0.019057802|-0.010807075|2|0.7778380309999999|0.030722968|-0.067172264|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.074361785|0.39389953|-39.8807456|74.51397212|71.90752413|-0.027205531|-21.388323|0.589719781|0.61393343|-1.11542677|54.34919851|0.4713154089999999|2243.103668|-598.211184|832.7655896000001|-7.824996219|0.38606657|0.891486942|207.0502037|23.76563316|974.3909596|1.0|1.0|1.0|1.0|1.0|2.79|2.12|23.0|-8.14|4.5|4.21|63.69|1.57|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|0.0|-4.2|9.27e-05|6.29e-05|0.0|0.0|2.36e-06|-0.0393|4.7822|4.1733|-1065.846194|961.17|297.09|0.1769|259.26|448.93|0.4386899999999999|0.66164|-1065.675316|0.0504|0.02730461|-1065.727193|6.9393
