molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
24_a20|0.0|0|6.842683282|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|2|0.03625|0.087887688|2.041494094|-0.083539572|10.93106245|1|0.008780074|-0.060582944|-0.188335708|0.616352201|0.802353442|0.607038752|1|0.952027295|-0.061437722|-0.067869875|-38.76683848|-42.82548904|12.83518119|0.047972705|30.27049276|-27.02262995|406.1522673|51.30386873|-856.5097809|-10.80905198|12.63879297|0.844319927|6109.1040920000005|-540.4525990000001|22.21722343|0.013436544|-342.0394805|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|0.0|3.4|3.21|0.08|27.0|-9.32|4.76|4.78|80.28|1.86|2.0|0.0|119.42|0.0|1.0|4.0|-4.89|-6.26|1.0|-4.93|1.17e-05|0.00469|0.0|0.0|-0.06748|5.3396|3.74|3.5876|-1291.896802|685.66|1169.35|232.2|551.25|0.44916|0.0108|-0.15687|-0.22435|0.02922392|-1291.706729|4.3906|318.0|6.4976|6.4976
47j_a18|0.0|0|7.03438793|0.0|0.070097424|-0.007807275|4.844187086|-0.068902246|0|0.033563218|-0.048528478|0.0|-0.569931053|10.94702285|0|0.002317206|-0.331885553|-0.48833504|0.783538352|0.77844379|0.757001264|0|0.80651845|-0.073041469|-0.094744194|-56.816779|-73.69868165|95.57657747|0.19348155|150.5035248|-57.32800549|99.50526447|86.31641604|-1842.467041|-20.47428768|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|0.016220875|-411.3767328|1081.726154|12.6177344|1.0|1.0|0.0|1.0|3.0|4.54|0.0|0.28|18.0|-8.79|2.43|2.82|97.76|2.63|3.0|2.0|149.96|1.0|1.0|11.0|-5.83|-6.46|0.0|-5.14|7.32e-06|0.00366|1.0|0.0|-0.04423|3.1054|8.09|3.1054|-1625.445572|839.37|1459.55|399.25|776.31|0.6983600000000001|0.5439|-0.1285|-0.17273|0.03246539|1625.053346|5.2118|35.0|7.4559|7.4559
12e_a31|0.0|1|7.765993078999999|0.0|0.052663358|-0.011519192|5.733341277|-0.044316064|0|0.037098765|0.0113193469999999|0.0|-0.70267073|10.3116965|2|-0.000231353|-0.142921555|-0.543945776|0.7968154940000001|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|-68.32948993|-79.96257188|166.1479229|0.2784732339999999|202.5115275|-58.15044546|595.9853231000001|95.1187282|-1519.288866|-19.38348182|19.50674899|0.904247004|6557.418968999999|-1104.858464|36.75829484|0.020841203|-327.4245209|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|3.72|0.24|22.0|-9.31|6.69|5.4|117.37|2.21|3.0|0.0|129.38|0.0|1.0|9.0|-6.66|-5.93|1.0|-5.42|3.83e-06|0.00176|0.0|0.0|-0.03445|5.3264|6.33|3.8391|-1809.899887|781.61|1308.13|232.77|640.03|0.7006600000000001|0.2627|-0.15934|-0.19379|0.04614662|-1809.650069|3.4818|0.17|6.7696|6.7696
3a_a32|0.0|1|7.678326357|0.0|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|2.211368234|-0.250406908|10.31100283|3|-0.001223394|-0.1568626659999999|-0.491457345|0.84134255|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|-37.30101542|-44.92473442|87.55216606|0.182929032|84.65041685|-20.78892268|0.0|55.87310101|-449.2473442|-6.929640892|10.67859439|0.855441483|4249.04624|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|5.77|4.12|110.94|1.19|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|-5.77|1.0|-4.35|4.51e-05|0.0134|0.0|0.0|-0.0558|3.6308|2.17|3.6308|-1554.796165|492.91|801.12|341.48|355.48|0.70229|0.2719|-0.15058|-0.20638|0.02744024|-1554.748543|5.7916|3.0|8.5686|8.5686
1l_a5|0.0|1|6.605297921|0.0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.089997343|10.94421389|1|0.007613233|0.043915678|-0.21108114|0.7245669790000001|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|-38.79937717|-38.27406105|167.86839980000002|0.109710998|61.974288|-21.62050954|0.0|45.64819758|-688.9330988|-8.460199385|14.03493287|0.896303416|4665.793689|-389.1691717|19.46541135|0.013054186|-304.3678822|518.5792364|7.374136537999999|1.0|1.0|0.0|1.0|1.0|2.98|2.67|0.14|23.0|-8.83|5.56|5.32|54.46|2.57|1.0|0.0|105.07|0.0|1.0|4.0|-5.04|-5.4|1.0|-4.98|1.04e-05|0.00356|0.0|0.0|-0.04149|4.6403|3.89|4.3664|-1069.261615|609.85|1033.47|267.19|486.81|0.57392|187.0|-0.1779|-0.21939|0.03182983|-1069.101032|3.3694|32.0|7.4949|7.4949
12bg_a36|0.0|1|7.412764017000001|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|-0.414822602|10.95885259|1|-0.00097037|-0.1716508239999999|-0.4459167329999999|0.884841888|0.892249657|0.771220556|0|0.840610352|-0.075439837|-0.102664465|-51.74990566|-70.42534258|107.3347739|0.159389648|109.3374477|-48.31008346|14.85588272|83.78068847|-1267.656166|-17.39163005|14.04434294|0.860310096|6753.439903|-869.5815023|33.900544700000005|0.01946912|-340.0625449|661.6709012|13.35534589|1.0|0.0|1.0|0.0|2.0|4.75|0.0|0.14|17.0|-7.76|3.99|3.19|69.2|2.99|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|-6.26|1.0|-5.18|6.55e-06|0.00295|0.0|0.0|-0.0542299999999999|3.8944|4.42|3.8944|-2152.13793|703.94|1186.75|318.36|554.7|0.69395|0.4409|-0.15743|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
12y_a36|0.0|1|7.412764017000001|0.0|-0.061103469|-0.00707164|5.351858133|-0.065314765|2|0.041767677|0.036174187|0.0|-0.410155116|10.94917392|1|0.003724542|-0.1619981409999999|-0.434990282|0.90500247|0.873588247|0.856135378|0|0.83704133|-0.076585128|-0.098532865|-51.48548385|-66.24017399|114.430624|0.16295867|109.55137340000002|-44.53093547|14.40618351|78.8341402|-1324.80348|-16.49293906|14.80236899|0.950403792|6082.16777|-890.6187094000001|32.46293206|0.01873364|-343.8442493|698.847203|12.59396622|1.0|0.0|0.0|0.0|2.0|4.88|0.0|0.12|17.0|-7.01|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|-6.34|0.0|-4.55|2.82e-05|0.0115|0.0|0.0|-0.05002|3.8794|3.83|3.8794|-1310.350902|702.38|1183.75|319.6|532.91|0.66796|0.4358|-0.15671|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
14o_a23|0.0|0|7.423568444|3.133942289|0.18835477|-0.014680137|5.351858133|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.807407518|10.3132174|2|-0.0004039459999999|-0.2952674819999999|-0.653629157|0.598213287|0.861597051|0.575188253|1|0.904077943|-0.072435569|-0.094138958|-51.49843925|-66.92857564|110.3941788|0.0959220569999999|68.19627862|-47.58321438|0.8929505459999999|80.64694246|-1539.35724|-21.45909668|17.66041891|0.958697036|7967.617129|-1094.413931|37.71512766|0.019295686|-427.001863|676.4530574|13.71836682|0.0|0.0|1.0|1.0|1.0|3.55|3.62|0.09|26.0|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|-5.94|0.0|-6.0|1e-06|0.0004969999999999|0.0|0.0|-0.08059|3.6989|5.17|3.6989|-2042.184285|729.11|1236.72|335.19|582.89|0.58581|385.0|-0.1517|-0.23229|0.02299729|-2042.000938|8.3591|3.0|8.4815|8.4815
12af_a36|0.0|1|7.412764017000001|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|-0.6038322939999999|10.96037047|1|-0.000472698|-0.213993335|-0.505160213|0.859938421|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|-57.32748365|-73.23838519|89.56100543|0.244724481|169.9519197|-50.86129548|127.6527374|91.25505794|-1391.529319|-16.95376516|15.59375751|0.8141152220000001|6499.41155|-966.3646141|36.42391023|0.0259433429999999|-236.4517911|757.7532208|18.01667275|0.0|0.0|0.0|0.0|3.0|4.98|0.0|0.17|17.0|-6.93|2.38|1.65|98.3|1.49|1.0|0.0|138.06|0.0|1.0|7.0|-3.54|-7.66|0.0|-3.64|0.000227|0.0997|0.0|0.0|-0.05882|5.2352|4.5|3.2299|-1440.982935|737.4|1246.55|236.83|589.48|0.70508|0.0035|-0.13364|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
12bh_a36|0.0|1|7.412764017000001|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|10.94728093|1|0.0045625|-0.169994208|-0.43574839|0.902377067|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|-47.04367494|-66.28126709|83.08294358|0.166508047|110.81353529999998|-44.11115058|0.0|76.46867897|-1325.625342|-15.75398235|14.56834609|0.930697921|5957.443236|-882.2230117|30.2209316|0.015307571|-377.0728785|729.1873176|10.18741188|1.0|0.0|0.0|0.0|2.0|4.95|0.0|0.21|17.0|-7.34|3.76|2.5|69.2|2.45|1.0|0.0|133.68|0.0|1.0|5.0|-4.54|-6.38|1.0|-4.6|2.5e-05|0.0102|0.0|0.0|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|715.94|1208.61|319.46|575.23|0.7039|11.0|-0.14915|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
13c_a5|0.0|1|6.605297921|0.0|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|3|0.024822695|-0.010689086|0.0|-0.284610951|10.94530327|1|0.006110714|-0.150963534|-0.324868153|0.705487111|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|-50.97293525|-50.50012762|158.67712230000004|0.19980328|131.7396496|-33.29709668|51.93687546|70.46156718|-858.5021696|-10.8855893|15.90846721|0.873289814|5989.714507|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|3.13|2.58|0.17|23.0|-8.09|4.23|3.29|84.0|1.16|1.0|0.0|120.88|0.0|1.0|5.0|-3.55|-7.28|1.0|-3.96|0.000109|0.0446|0.0|0.0|-0.05615|4706.0|3.99|4.2145|-1351.274441|676.53|1153.36|263.46|513.33|0.51479|0.1666|-0.17324|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101|6.9101
5_a18 (BIBF0775)|0.0|0|7.03438793|0.0|0.0160123|-0.005220163|4.844187086|-0.015946718|1|0.035478927|-0.0366107389999999|0.0|-0.391512249|10.94702058|0|0.0036739159999999|-0.216531385|-0.453086741|0.7140745620000001|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|-52.09190866|-59.08151918|10.36586529|0.156764132|118.3671077|-44.61038661|50.25564119|67.25977848|-1595.201018|-16.96451322|18.98829281|0.937842434|7221.114573000001|-1204.480438|27.535837|0.010831199|-477.1120625|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|2.0|4.42|0.0|0.32|18.0|-9.21|4.09|3.69|76.5|3.52|3.0|1.0|155.95|0.0|1.0|8.0|-6.07|-5.96|0.0|-5.72|1.91e-06|0.000946|0.0|0.0|-0.04938|3.2027|8.45|3.2027|-1572.313227|817.02|1446.02|378.13|691.68|0.69298|0.4825|-0.13154|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685|7.4685
8c_a12|0.0|0|0.0|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.447739674|10.95472932|0|-0.00160589|-0.370782022|-0.606245231|0.905486734|0.8425863029999999|0.845077891|0|0.840397446|-0.067004282|-0.101988384|-34.19075142|-52.04233846|83.24714315|0.159602554|81.4415307|-26.55601426|0.0|61.66383178|-780.6350769|-9.958505349|10.74930819|0.8957467170000001|4610.945152|-398.3402139|25.52931025|0.018855428|-269.8853937|390.0159026|9.621493319|0.0|1.0|0.0|1.0|1.0|3.91|2.24|0.11|18.0|-7.14|2.81|1.59|63.06|2.02|0.0|0.0|98.07|0.0|1.0|3.0|-3.47|-6.44|1.0|-3.72|0.0001899999999999|0.0598|0.0|0.0|-0.06706|4.3598|2.76|3.8341|-1022.77302|551.66|909.19|284.38|402.43|0.67318|0.1355|-0.15571|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
8_a47|0.0|0|7.252053952000001|0.0|0.003732288|-0.007835945|5.476463552|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|10.93671024|0|-0.007648516|-0.003223628|-0.4497577479999999|0.686795267|0.842571655|0.659210804|1|0.8497568740000001|-0.075955381|-0.091482011|-44.09728708|-53.11155658|90.32612351|0.150243126|87.2263982|-30.83488674|0.0|60.62152862|-956.0080185|-12.06582525|11.08581716|0.707366287|6219.278078|-555.0279614|25.35407034|0.012935553|-371.2177396|559.4973856|7.509972037000001|1.0|1.0|0.0|1.0|2.0|3.02|3.21|0.13|22.0|-9.25|5.67|6.77|58.04|3.9|2.0|0.0|113.97|0.0|1.0|4.0|-6.59|-4.79|1.0|-6.19|6.490000000000001e-07|0.000263|0.0|0.0|-0.05495|3.6696|4.91|3.6696|-1686.068471|621.06|1071.62|337.87|433.38|0.6877800000000001|0.2249|-0.15357|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
7f_a10|0.0|0|7.535296702|1.924772416|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|10.92948443|1|0.0030999659999999|-0.172751862|-0.5846516820000001|0.5371733989999999|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|-35.78096407|-53.02456669|15.96885516|0.068226214|38.0022453|-29.53487321|0.3440879|60.16185231|-954.4422004|-11.31122804|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|0.012813716|-358.4725202|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|0.0|3.37|2.97|0.23|21.0|-8.13|5.07|6.57|52.83|2.64|2.0|0.0|106.77|0.0|1.0|4.0|-5.54|-5.47|0.0|-5.6|2.52e-06|0.00103|0.0|0.0|-0.0613|5.7757|4.93|3.6256|-1442.216293|597.28|1034.38|214.67|426.07|0.6833600000000001|0.0191|-0.15627|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
21_a34|0.0|0|8.002694162000001|1.88614418|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.036880342|-0.125881566|0.0|-0.7020096440000001|10.94874873|1|0.00130996|-0.407759867|-0.514364527|0.702772307|0.796991578|0.660871869|0|0.676390843|-0.09533089|-0.117789944|-63.96857813|-79.03896823|168.9671187|0.323609157|217.1470086|-53.03643341|77.34839362|95.12565978|-1422.701428|-18.7187412|13.65523159|0.882583047|7048.305909000001|-954.6558014|38.30514214|0.023973624|-306.332473|659.7484451|16.08669155|0.0|0.0|1.0|1.0|0.0|3.43|3.52|0.12|23.0|-7.68|3.64|3.23|86.55|1.72|1.0|1.0|122.59|0.0|1.0|4.0|-4.5|-6.83|0.0|-4.71|1.94e-05|0.0085|0.0|0.0|-0.07534|4.3011|7.78|3091.0|-1483.3359380000002|698.17|1182.6|288.26|530.93|0.69292|0.0002|-0.13338|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
25_a12|0.0|0|0.0|0.0|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|-0.089297664|2.050456822|-0.180562493|10.93676625|0|0.001783739|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|-28.517955|-41.75851719|37.96125329|0.052062825|27.12578432|-21.75703145|0.0|44.42528172|-709.8947922|-9.021208163|9.70173342|0.814415245|4329.321091|-369.8695347|18.87554002|0.005118351|-434.8420476|430.4348528|2.666764531|1.0|1.0|0.0|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|4.7|5.35|37.81|3.2|1.0|0.0|99.48|0.0|1.0|3.0|-5.28|-4.82|1.0|-5.25|5.63e-06|0.00175|0.0|0.0|-0.05352|4.2653|4.73|3.4532|-974.6569575|560.14|945.73|290.68|442.64|0.69029|0.1897|-0.14303|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576|7.6576
22_a47|0.0|0|6.86171134|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|2|0.043695652|-0.029311184|1.016903613|-0.507802654|10.95023117|1|-0.004332497|-0.277479519|-0.538310301|0.612295986|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|-47.64347429|-52.67991531|12.19999546|0.301350868|177.81209280000002|-31.08378631|54.21581266|71.28682035|-842.8786448999999|-11.05201291|12.91589555|0.8569791179999999|6107.923371|-497.3405809|30.72175314|0.031534452|-129.440987|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|3.31|3.16|0.1|21.0|-7.69|3.07|4.85|84.73|2.97|1.0|0.0|104.64|0.0|1.0|5.0|-4.44|-6.58|1.0|-4.38|4.16e-05|0.0164|0.0|0.0|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|605.12|1027.32|258.55|466.95|0.68312|0.0799|-0.16704|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
9d_a31|0.0|1|7.765993078999999|0.0|0.036844743|-0.012442213|5.733341277|-0.043220149|0|0.0359583329999999|-0.057650507|0.0|-0.696763933|10.31169788|2|0.000127275|-0.214049412|-0.550392027|0.8066174070000001|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|-66.96024848|-81.53295088|154.8767865|0.305664196|208.401866|-55.58917047|560.5224416|97.84665015|-1222.994263|-15.732784099999998|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|0.023927395|-223.1115993|647.1500428999999|16.31369927|1.0|1.0|1.0|1.0|2.0|3.8|3.35|0.38|16.0|-7.63|6.04|4.09|117.37|1.31|2.0|0.0|112.97|0.0|1.0|9.0|-5.61|-6.36|1.0|-4.39|4.06e-05|0.0167|0.0|0.0|-0.03457|3.8478|5.0|3.8478|-1657.471475|727.27|1202.79|322.22|630.49|0.7006899999999999|0.2611|-0.15969|-0.19426|0.04331056|-1657.245966|3.5077|0.6|6.2218|6.2218
3_a4|0.0|0|7.535296702|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|0.033760684|-0.07806942|2.180369373|-0.0502208409999999|10.92992985|1|0.011276682|-0.08121207|-0.133874898|0.637819558|0.8367373309999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|-25.5405205|-31.92506825|12.23442244|0.080195284|38.95587796|-15.5080075|40.30885999|39.38579676|-478.8760237|-5.815502811|8.486341272999999|0.7560922609999999|4677.30755|-232.6201124|16.63485592|0.015358792|-213.4321476|409.0289917|7.460728516|1.0|1.0|0.0|1.0|0.0|2.99|2.86|0.15|21.0|-7.19|4.02|4.11|43.6|2.44|0.0|0.0|95.12|0.0|1.0|2.0|-3.7|-5.99|1.0|-4.26|5.520000000000001e-05|0.0173|0.0|0.0|-0.04964|4.9088|2.66|4.0639|-990.6395508|535.44|905.23|252.57|350.36|0.58615|0.0871|-0.17005|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0|6983.0
3l_a32|0.0|1|7.773594467000001|0.0|-0.003342759|-0.0054004|5.733341277|0.0043645509999999|0|0.035643275|-0.039331295|2.259257465|-0.270019992|10.31100268|3|0.002942329|-0.087213805|-0.524711546|0.820540279|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.069304303|-0.088417589|-40.30321333|-51.41835077|61.72183119|0.114441512|66.55229892|-29.90181954|0.0|58.10243176|-771.2752615|-9.750593329|11.74082324|0.8302637909999999|5429.531532999999|-448.5272931|21.27134288|0.011493763|-335.2422712|565.7000781|6.6840809960000005|1.0|0.0|1.0|1.0|1.0|3.58|3.54|0.35|19.0|-7.5|7.34|6.17|110.94|2.64|2.0|0.0|110.16|0.0|1.0|3.0|-7.6|-4.71|1.0|-6.01|9.7e-07|0.0003689999999999|0.0|0.0|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|629.26|1062.47|351.04|468.81|0.70282|0.2876|-0.14664|-0.19962|0.02547484|-1789.298086|5.7721|12.0|7.9208|7.9208
14u_a23|0.0|0|7.423568444|3.357982471|-0.066969083|-0.007017844|5.351858133|-0.025360103|2|0.043321995|0.050530143|0.743634137|-0.385981432|10.31321759|2|0.010508236|-0.199540201|-0.4086345999999999|0.756252127|0.845160857|0.71381683|1|0.909754912|-0.055259924|-0.086465795|-36.90928915|-57.75236052|43.06242147|0.090245088|60.27663131|-38.57404134|50.47632596|73.50348823|-1155.04721|-15.12707504|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|0.023582305|-271.0010972|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|3.59|3.68|0.09|26.0|-7.51|3.42|4.03|114.25|2.72|2.0|1.0|126.78|0.0|1.0|6.0|-5.63|-6.47|0.0|-5.02|9.57e-06|0.0042299999999999|0.0|0.0|-0.0618299999999999|4.0409|3.23|3.1819|-1744.446261|712.54|1214.4|306.82|549.0|0.6703100000000001|0.0008|-0.1543|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
19l_a38|0.0|1|7.412764017000001|0.0|-0.086107169|-0.007360265|5.351858133|-0.10490608|2|0.04391253|0.103904811|0.0|-0.426895387|10.94917392|1|0.000347207|-0.191751024|-0.4224000739999999|0.723755855|0.89459881|0.700181525|0|0.799611189|-0.079681862|-0.100870929|-51.6277901|-65.35669452|133.9992534|0.200388811|129.8367176|-42.34617024|19.55998015|79.04689476|-1307.13389|-15.68376675|11.52660233|0.754730276|6705.993411|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|696.3887025|13.69020024|1.0|0.0|1.0|1.0|3.0|4.94|2.7|0.12|17.0|-7.28|4.03|3.09|81.23|2.75|2.0|0.0|135.78|0.0|1.0|6.0|-4.94|-6.39|1.0|-4.72|1.89e-05|0.00807|0.0|0.0|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|660.04|1164.34|337.75|502.31|0.7044|0.0233|-0.13977|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
12au_a36|-3.3109381210000004|1|7.412764017000001|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.613616984|10.31810353|1|-0.001160331|-0.261631709|-0.515924985|0.8183043390000001|0.877827228|0.750657639|0|0.698996981|-0.090166553|-0.110305773|-64.86748076|-79.35600767|102.3999102|0.301003019|216.5471227|-57.09017539|26.04051569|95.91776213|-1587.1201529999998|-19.68626738|17.67586495|0.97188557|7239.100414|-1141.803508|38.21494522|0.023021031|-310.873098|805.2286932|16.56175445|0.0|0.0|0.0|0.0|3.0|5.0|0.0|0.17|17.0|-6.87|1.28|2.15|123.75|0.84|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|-8.03|0.0|-3.72|0.0001889999999999|0.0897|0.0|0.0|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|752.27|1283.4|241.65|618.65|0.70395|0.0158|-0.15162|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279|7.3279
3q_a32|0.0|1|7.765993078999999|0.0|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.03898374|0.02785755|2.120544848|-0.419780649|10.31100266|3|0.002487149|-0.295228244|-0.5448044360000001|0.751733573|0.901790225|0.716172604|1|0.84993799|-0.067604132|-0.097961799|-41.72706804|-60.46462749|41.73511731|0.15006201|92.62226328|-37.3203761|53.27315741|74.3682963|-846.5047848999999|-10.6629646|11.93494358|0.856561949|6079.482066|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|618.9134881|13.90366881|1.0|0.0|1.0|1.0|1.0|3.57|3.34|0.3|19.0|-7.31|6.43|4.72|131.25|1.33|1.0|0.0|115.37|0.0|1.0|7.0|-5.91|-6.35|1.0|-4.62|2.4100000000000003e-05|0.00992|0.0|0.0|-0.04968|3.6236|5.15|3.6236|-1920.066488|666.16|1136.46|342.16|549.78|0.70216|0.2897|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528|7.5528
8b_a31|0.0|1|7.765993078999999|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|10.31170011|2|-0.006785954|-0.092604362|-0.510259793|0.928940547|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|-63.04219151|-69.24221375|129.8921115|0.392380774|204.9365822|-36.1645207|472.8995873|82.21438954|-830.906565|-11.12754483|11.79588561|0.920410507|4696.728592|-433.9742484|30.28603362|0.02483711|-212.5400476|372.3224834|12.97217579|0.0|1.0|1.0|1.0|2.0|3.4|2.71|0.25|16.0|-5.73|4.52|2.74|114.29|0.61|0.0|0.0|88.64|0.0|2.0|4.0|-4.05|-6.87|1.0|-3.4|0.000399|131.0|0.0|0.0|-0.0325|3.8582|1.77|3.8582|-1386.852117|566.18|927.61|321.36|439.96|0.70036|0.2643|-0.16015|-0.19265|0.03659821|-1386.734257|5.6001|2.2|5.6576|5.6576
