molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
1j_a5|0.0|1|6.605297921|0.0|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|2|0.025987654|-0.115553003|0.0|-0.175183967|10.9487794|1|0.006957291|-0.0178558139999999|-0.2470489089999999|0.74740095|0.848473695|0.717355058|0|0.847163872|-0.073803258|-0.074505844|-39.64241895|-40.01980349|73.73338699|0.152836128|82.09385267|-21.49609451|1.471030887|54.3827755|-600.2970524|-7.86442482|13.80288876|0.883543443|4618.562904|-322.4414176|23.74961767|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|2.76|2.66|0.05|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|0.0|96.98|0.0|1.0|4.0|-4.03|-6.15|1.0|-4.2|6.29e-05|0.0206|0.0|0.0|-0.03832|4.4331|2.61|4.1205|-1065.849941|572.47|959.39|279.68|445.81|0.6449|0.1644|-0.16813|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198|7.6198
25c_a34|0.0|0|7.412764017000001|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.834326082|10.95957635|1|0.001433865|-0.563411433|-0.5404076879999999|0.809687672|0.844690266|0.760055383|0|0.683231623|-0.088513496|-0.113392997|-59.0359041|-75.6298008|183.6812574|0.316768377|211.2752099|-50.44285726|93.28638171|100.6665476|-1134.447012|-14.01190479|13.26192888|0.77182656|6306.980593|-756.6428589|39.09037289|0.037538004|-49.9273377|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|1.0|3.64|3.17|0.32|17.0|-5.71|2.18|1.98|90.74|1.0|1.0|0.0|116.0|0.0|2.0|6.0|-2.81|-7.95|0.0|-3.28|0.000523|0.22|0.0|0.0|-0.03272|4.2095|4.32|4.2095|-1426.704645|704.43|1180.85|294.54|561.29|0.69247|0.2239999999999999|-0.17424|-0.2069599999999999|0.03817361|-1426.48597|9.8087|1.78|5.7496|5.7496
14v_a23|0.0|0|7.423568444|3.004639728|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.8122700340000001|10.3132174|2|-0.0004039459999999|-0.2952674819999999|-0.650246427|0.598213287|0.845160857|0.575188253|1|0.916605275|-0.067342061|-0.09479984|-44.4776373|-62.61276875|78.86310829|0.083394725|55.07999434|-41.35406587|0.912757854|76.42257099|-1440.093681|-18.64987284|14.26610767|0.84234449|8458.789829000001|-951.143515|35.81898321|0.020908947|-380.8667976|676.4530574|13.80980223|0.0|0.0|1.0|1.0|1.0|3.62|3.46|0.09|26.0|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|-5.94|0.0|-6.0|1e-06|0.0004969999999999|0.0|0.0|-0.07843|3694.0|5.17|3694.0|-2042.182282|679.5|1206.02|335.64|533.44|0.6017100000000001|348.0|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|6.3758|4.0|8.4001|8.4001
47a_a18|0.0|0|7.03438793|0.0|0.018016478|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.043161338|0.0|-0.464122017|10.35082811|0|-0.000633273|-0.358939392|-0.369841706|0.842412605|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|-67.93456546|-81.42570819|100.7293848|0.2212091389999999|181.3725215|-66.76209701|110.0917322|93.5899242|-2198.494121|-24.3591435|19.74153879|0.934960691|8405.670404|-1802.576619|37.435301|0.014835962|-481.4854016|1225.939287|12.16421601|1.0|1.0|1.0|1.0|3.0|4.97|0.0|0.28|18.0|-8.27|0.48|3.35|123.06|1.85|3.0|1.0|158.24|1.0|1.0|12.0|-6.74|-6.49|0.0|-5.58|2.62e-06|0.00143|0.0|1.0|-0.05191|3.1947|8.82|3.1947|-2098.807018|874.47|1536.87|388.09|813.01|0.69508|0.6094|-131.0|-0.18291|0.0339441|-2098.359766|3.0133|1.0|9.0|9.0
14b_a50|0.0|0|7.934155233999999|4.240438135|-0.092558007|-0.003935732|5.82008293|0.0228205129999999|2|0.030219907|-0.068176984|2.115127752|-0.255822608|10.94501788|2|0.011249462|-0.280243276|-0.306633966|0.74726683|0.831689551|0.71456262|1|0.904076348|-0.050362464|-0.076674952|-33.02344264|-50.27694576|25.31245624|0.095923652|62.89861413|-32.9673668|192.8987555|64.58491917|-1005.538915|-10.98912227|11.45638132|0.8030515570000001|6737.145102|-659.347336|26.29763086|0.021820402|-180.03459850000002|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|4.64|3.64|0.35|20.0|-6.86|3.72|4.81|66.99|2.32|2.0|0.0|128.39|0.0|1.0|7.0|-4.6|-6.5|0.0|-4.78|1.6800000000000002e-05|0.0074099999999999|0.0|0.0|-0.02486|5.2834|3.05|4.0775|-1431.068494|718.64|1253.87|234.67|533.25|0.64303|0.1373|-0.16874|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
19h_a38|0.0|1|7.412764017000001|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|0.0|-0.420209249|10.96083376|1|-0.000673716|-0.217394466|-0.420225236|0.724208473|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|-48.43313101|-64.79649453|136.81322659999998|0.225371198|132.7728693|-38.17354026|0.0|76.70128100000001|-1166.336902|-13.74247449|12.98143834|0.903301693|6253.901215|-687.1237247|30.94580137|0.020207411|-299.0343596|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|3.0|4.8|2.43|0.14|17.0|-6.86|3.13|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|-6.77|1.0|-4.17|6.77e-05|0.0272|0.0|0.0|-0.05708|3.7384|3.41|3.5358|-1332.187847|626.65|1092.17|331.65|452.01|0.69012|88.0|-0.1467099999999999|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348|8.0348
14k_a23|0.0|0|7.423568444|3.358995671|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.046283951|0.04479394|0.74561778|-0.299174093|10.31321813|2|0.009263715|-0.13187015|-0.463402169|0.722187957|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|-0.079899943|-37.43135588|-53.17069631|38.76597615|0.077602272|51.64167457|-35.38329134|80.31548917|64.04991522|-1063.413926|-15.05671972|15.99703938|0.948005074|6715.186162999999|-707.6658267999999|28.87559227|0.016348271|-377.4022725|633.3278634|10.87921891|0.0|0.0|1.0|1.0|1.0|3.39|3.56|0.05|26.0|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|-6.03|0.0|-5.55|2.83e-06|0.00126|0.0|0.0|-0.07933|3.6421|4.1|3.6421|-2089.524497|691.9|1179.17|340.42|552.65|0.63765|0.4694|-0.14784|-0.2271699999999999|0.02271117|-2089.354026|8.3627|4.0|8.4123|8.4123
17c_a50|0.0|0|7.934155233999999|4.349159921|-0.212075666|-0.002676029|5.82008293|0.024219848|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|10.94500663|2|0.012222674|-0.373205592|-0.2256811219999999|0.762883243|0.816442883|0.728169863|1|0.89719894|-0.051905615|-0.073693343|-35.70979598|-50.69922125|133.46240020000002|0.10280106|70.72462009999998|-34.87982686|94.15397246|66.7258111|-912.5859825|-10.29240792|16.45688922|0.98033276|6438.380804|-627.8368834|26.25785813|0.0232952879999999|-95.97318605|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|20.0|-6.79|3.59|3.53|61.0|1.91|1.0|0.0|134.28|0.0|1.0|6.0|-3.8|-6.96|0.0|-4.43|3.75e-05|0.0165|0.0|0.0|-0.03121|4.2397|2.74|4.0432|-1411.187392|746.5|1289.05|292.44|596.23|0.66213|0.1801|-0.16697|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
17a_a6|0.0|1|7.412764017000001|0.0|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|0.0|-0.686067347|10.94948984|1|-0.00194781|-0.180339002|-0.5624663560000001|0.850080948|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|161.9738174|-47.07146289|554.1936506|84.75077935|-1363.383649|-17.887155899999996|16.13665395|0.935437602|5996.580489|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|2.88|0.12|23.0|-9.01|4.98|4.32|95.85|1.7|2.0|0.0|116.79|0.0|1.0|5.0|-5.81|-5.89|1.0|-5.17|6.69e-06|0.00274|0.0|0.0|-0.05753|3.5421|4.04|2.9753|-1350.102634|696.96|1167.16|350.03|574.02|0.7024|0.0101|-0.12425|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
4_a3|0.0|0|6.823286122000001|0.0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|10.31162267|1|-0.007022144|0.127253753|-0.607238634|0.640351067|0.785381728|0.628171026|1|0.74053397|-0.110345083|-0.098695428|-52.4583525|-46.9200748|235.6982345|0.25946603|123.350856|-22.30593113|77.51574252|51.71950126|-656.8810472|-8.922372453|8.648209506|0.711897153|4885.093366|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|347.9532383|4.799426464|1.0|1.0|0.0|1.0|1.0|2.94|2.6|0.0|21.0|-7.53|5.3|5.17|80.04|3.07|1.0|0.0|92.65|0.0|1.0|2.0|-5.69|-5.21|1.0|-5.09|8.22e-06|0.00264|0.0|0.0|-0.0584299999999999|5.9341|3.53|3.4771|-1355.332318|504.29|858.45|208.93|338.33|0.6896|119.0|-0.14983|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
14_a1|0.0|1|7.423568444|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|10.94959842|1|-0.008385698|-0.033765606|-0.567791164|0.838928085|0.805877431|0.795744863|0|0.593170871|-0.12658238|-0.122581374|-74.96297518|-72.59355177|161.1772893|0.406829129|240.9270705|-42.99041175|104.2594419|87.02320758|-1234.09038|-16.24082222|14.21658628|0.905399978|5748.712211|-730.8369997000001|36.40268318|0.0243658979999999|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|4.04|3.63|103.12|1.54|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|-6.73|1.0|-4.25|5.660000000000001e-05|0.0218|0.0|0.0|-0.05962|3.8344|4.57|3.3061|-1292.588129|621.08|1049.56|323.35|464.08|0.69894|0.3497|-0.1336|-0.19322|0.03490867|-1292.415211|5.3099|94.0|7.0269|7.0269
4m_a46|0.0|0|7.825245291|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|-0.0329557579999999|10.94319657|1|0.010359417|-0.029022201|-0.098201489|0.615482006|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|-35.4774406|-35.43866734|6.161736337000001|0.051026123|26.89046601|-18.67596877|35.77391986|41.88525631|-531.5800101|-6.225322922999999|9.923886653|0.8622201970000001|4750.325312|-280.1395315|16.11061509|0.012232753|-245.828396|486.9589609|6.446588969|1.0|0.0|1.0|1.0|0.0|3.59|2.9|0.29|17.0|-6.88|4.25|4.63|54.5|2.5|1.0|0.0|98.69|0.0|1.0|2.0|-4.52|-5.68|1.0|-4.57|2.68e-05|0.0088|0.0|0.0|-0.04808|6.0419|3.45|4.3476|-1031.138426|558.63|975.72|205.21|468.63|0.68505|0.1557|-0.18308|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
17a_a50|0.0|0|7.934155233999999|4.319202937|-0.186084687|-0.002225436|5.82008293|0.009691515|1|0.034142512|-0.109740063|2.189373662|-0.133526134|10.94500663|2|0.012893333|-0.3891730779999999|-0.220088198|0.762224122|0.828062407|0.732114362|1|0.92300665|-0.045404408|-0.078525868|-29.57096251|-51.14229199|10.03717565|0.07699335|50.14419437|-33.3079288|84.34722313|58.69900789|-1022.84584|-11.89568886|15.76161018|0.948768582|5718.782531|-666.1585759999999|23.12299308|0.011602876|-377.6260803|719.3470265|7.556715901|1.0|1.0|1.0|1.0|0.0|3.95|3.29|0.29|20.0|-6.76|3.39|4.14|51.77|2.3|1.0|0.0|121.78|0.0|1.0|6.0|-3.99|-6.44|0.0|-4.44|3.61e-05|0.0144|0.0|0.0|-0.03196|4.2478|3.08|4.0477|-1258.566007|705.96|1204.79|291.88|616.93|0.66046|0.1754|-0.16724|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
1e_a5|0.0|1|6.605297921|0.0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.0|-0.084933308|10.94440038|1|0.007357977|0.0578378779999999|-0.201027861|0.71274658|0.834250802|0.6977404359999999|0|0.8805795|-0.06795194|-0.069725333|-35.30075748|-36.22202792|159.537038|0.1194205|62.03846573|-18.81719677|0.0|44.38364879|-579.5524467|-7.526878708|12.39753333|0.932665879|4342.827698|-301.0751483|19.38578369|0.0157106539999999|-257.0399733|409.0289917|8.161620868|1.0|1.0|0.0|1.0|1.0|2.83|2.17|0.05|23.0|-8.41|4.99|4.51|54.46|2.13|0.0|0.0|95.45|0.0|1.0|3.0|-4.25|-5.77|1.0|-4.45|3.5600000000000005e-05|0.0111|0.0|0.0|-0.04186|4746.0|3.17|4.4292|-990.6320386|560.58|935.47|261.24|427.87|0.51802|0.1355|-0.18105|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0|6719.0
12f_a31|0.0|1|7.765993078999999|0.0|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.03703252|0.043286807|0.0|-0.698273995|10.31169747|2|0.000889251|-0.205011573|-0.551471017|0.805862937|0.8530975000000001|0.7730604259999999|0|0.700992225|-0.097676974|-0.118239376|-68.14417693|-82.48950216|159.84734269999998|0.299007775|208.6022728|-57.54866283|569.7325277000001|97.53070764|-1319.832035|-16.44247509|19.05849748|0.932987917|5845.744358|-920.7786053|34.31214739|0.021559868|-260.7571603|713.5657448|15.04120547|1.0|1.0|1.0|1.0|2.0|3.86|3.78|0.41|16.0|-8.02|6.43|4.48|117.37|1.53|3.0|0.0|117.78|0.0|1.0|10.0|-5.98|-6.19|1.0|-4.63|2.37e-05|0.0101|0.0|0.0|-0.03317|3.8305|5.39|3.8305|-1696.785527|755.33|1258.6|323.68|665.22|0.7006600000000001|0.2664|-0.15894|-0.19211|0.04363832|-1696.53373|3.3538|0.13|6.8861|6.8861
18_a15|0.0|0|0.0|0.0|-0.020185809|-0.006149666|0.0|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.319782642|10.95986315|0|0.000539978|-0.145790726|-0.431836192|0.660075777|0.765450925|0.645117465|0|0.8362289070000001|-0.067562078|-0.090730185|-41.31992544|-55.48918283|40.37881101|0.163771093|100.159876|-33.93632895|1.833724661|60.86009645|-1054.294474|-13.15898469|10.2545953|0.711733271|5705.360332|-644.79025|24.80452821|0.008781964|-449.4301265|590.2470602999999|5.370913621000001|1.0|1.0|0.0|1.0|1.0|3.37|3.75|0.08|24.0|-9.98|5.68|6.86|47.04|3.6|2.0|0.0|113.42|0.0|1.0|5.0|-6.16|-4.8|1.0|-5.93|1.18e-06|0.0004559999999999|0.0|0.0|-0.03581|4543.0|5.65|3.8232|-1265.810138|650.53|1110.18|272.91|535.02|0.70427|0.0066|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894|6.8894
1_a3|0.0|0|6.823286122000001|0.0|0.079857077|-0.006053652|4.727387819|-0.073036903|2|0.034166667|-0.004409693|2.194605012|-0.248199745|10.33805862|0|-0.005006707|0.08803837|-0.486774367|1.005427002|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.098872259|-0.0925710269999999|-45.44133321|-42.54530997|289.8942564|0.2237487219999999|102.8341051|-19.55367089|0.0|49.05980305|-595.6343396000001|-7.203984013|9.046658216|0.8151164259999999|4510.611026|-273.7513925|19.78900457|0.014174378|-268.4830832|373.1494221|6.514493077999999|1.0|1.0|0.0|1.0|1.0|3.83|0.0|0.18|16.0|-5.77|2.28|1.85|77.1|1.52|0.0|0.0|91.52|0.0|2.0|2.0|-3.07|-6.87|0.0|-3.3|0.000503|154.0|0.0|0.0|-53.0|5.8805|2.08|3.8645|-1273.316428|496.09|845.2|210.84|316.61|0.68912|0.0096|-0.1658599999999999|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
21_a4|0.0|0|7.535296702|2.026698554|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|0.019346682|0.0|-0.131928225|10.94593332|1|0.012094249|-0.099702401|-0.228430899|0.6952936|0.833191212|0.674434042|0|0.932146735|-0.0571545999999999|-0.076470465|-28.99048719|-38.7880598|63.37635587|0.067853265|34.4171635|-19.67444009|66.03320922|47.69702403|-581.8208971|-7.377915035|9.956436217|0.670120767|4277.396118|-295.1166014|20.11362507|0.017563978|-226.3943104|387.240586|8.908964226|1.0|1.0|1.0|1.0|0.0|3.37|2.92|0.16|17.0|-5.94|3.7|3.85|39.94|2.32|0.0|0.0|91.59|0.0|2.0|3.0|-3.88|-5.76|1.0|-4.19|6.51e-05|0.0197|0.0|0.0|-0.02956|5.1623|3.31|4.0245|-973.5683008|549.71|916.76|240.17|446.0|0.66476|0.1457|-0.16632|-0.19588|0.020181098|-973.449892|2.9409|121.0|6.9172|6.9172
38_a18|0.0|0|7.03438793|0.0|0.059724697|-0.00575311|4.844187086|-0.009006798|1|0.035478927|-0.066676644|0.0|-0.448742607|10.94702086|0|0.001602741|-0.11123356|-0.498932552|0.745084567|0.751875124|0.7400818459999999|0|0.8310704529999999|-0.076974444|-0.082256123|-61.25359673|-65.45657441|100.7046282|0.1689295469999999|134.4282836|-52.08807522|74.46052717|71.15832778|-1898.240658|-20.41289434|20.5922319|0.874996952|7261.130718|-1510.554181|29.11918324|0.007165119|-606.2584549|1228.492038|5.701753365|1.0|1.0|0.0|1.0|3.0|4.53|0.0|0.34|18.0|-10.33|4.94|4.13|85.29|3.7|3.0|1.0|160.66|0.0|0.0|10.0|-6.98|-5.55|1.0|-6.11|7.85e-07|0.000399|0.0|1.0|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|861.93|1515.64|384.55|734.93|0.69235|0.5147|-0.13229|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
10_a4|0.0|0|7.535296702|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|2.149387791|-0.159792527|10.92992762|1|0.011142889|-0.132895939|-0.241683916|0.6990620390000001|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|-29.52653193|-45.97324097|39.48408698|0.078346981|45.34497624|-26.60798798|64.26218096|54.09964719|-781.5450965|-9.046715915|11.20225306|0.945033425|5598.949417|-452.3357957|20.99433004|0.014040792|-283.0534799|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.0|3.46|3.38|0.26|21.0|-8.07|4.93|4.81|52.83|2.53|2.0|0.0|111.38|0.0|1.0|4.0|-4.66|-5.83|1.0|-4.85|1.4e-05|0.00519|0.0|0.0|-0.04689|4.9674|3.34|3.6465|-1183.812875|619.99|1083.65|249.6|470.02|0.7038399999999999|0.0176|-0.15561|-0.2025|0.02232068|-1183.602045|2.2386|88.0|7.0555|7.0555
7_a4|0.0|0|7.535296702|2.060422336|-0.237954652|-0.001729561|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|2.048170299|-0.076100699|10.92992954|1|0.008242591|-0.094000778|-0.174410426|0.527072036|0.87010589|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|-32.72992462|-35.88407105|14.01468959|0.174169393|87.67070691|-18.06277106|79.08210981|44.34066533|-538.2610657|-6.773539148999999|9.797542165|0.7772010559999999|5022.496714|-270.9415659|18.74189807|0.016800137|-219.4585767|407.1471338|8.456594282000001|1.0|1.0|0.0|1.0|0.0|3.05|2.7|0.15|21.0|-7.46|4.42|4.67|43.6|2.82|0.0|0.0|95.07|0.0|1.0|2.0|-3.81|-6.03|1.0|-4.41|3.92e-05|13.0|0.0|0.0|-0.05217|4.0379|2.91|4.0379|-1089.870249|538.92|915.46|307.05|365.73|0.59702|0.0697|-0.16975|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
8b_a8|0.0|1|7.535296702|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|0.0|-0.733216119|10.94650923|1|-0.003593429|0.079250224|-0.5058761820000001|0.758899977|0.8354024290000001|0.726912742|0|0.558354653|-0.130159955|-0.11627069|-79.74587194|-71.23625346|172.84152849999998|0.441645347|270.5854753|-43.64473805|89.09854311|84.97574547|-1424.7250689999998|-17.8141788|14.53652808|0.936224813|6471.7604200000005|-872.8947609999999|37.20755791|0.022425382|-344.8810688|589.263087|13.73949201|0.0|0.0|1.0|0.0|2.0|3.52|2.93|0.09|23.0|-7.13|3.65|3.03|112.23|2.12|1.0|0.0|114.18|0.0|1.0|4.0|-4.77|-6.87|0.0|-4.43|3.69e-05|0.0153|0.0|0.0|-0.06114|4.5819|6.41|3.2992|-1407.0843|640.35|1098.17|270.59|488.56|0.70195|0.1515|-0.13807|-0.19921|0.03204403|-1406.887058|7.4497|5.08|5.2941|5.2941
5e_a40|0.0|0|8.149890544|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|10.31198323|2|0.008306061|0.010397494|-0.391074665|0.535506399|0.877722972|0.5087199929999999|1|0.864422751|-0.076883794|-0.089724264|-36.56222854|-42.66853738|170.7311133|0.135577249|64.47400829|-20.29110082|51.7148695|48.81318333|-512.0224486000001|-8.116440327000001|12.51197289|0.914944155|4158.984115|-243.4932098|20.75420252|0.012921086|-306.597267|264.9899736|6.144645946|1.0|0.0|1.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|4.3|3.74|75.5|2.37|1.0|1.0|79.16|0.0|2.0|3.0|-4.78|-5.66|1.0|-4.25|5.56e-05|0.0169|0.0|0.0|-0.07231|3.7138|4.99|3.7138|-1637.197299|493.19|802.38|333.85|390.33|0.69675|0.5262|-0.14786|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021|7.6021
11g_a5|0.0|1|7.139660336|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.0|-0.252634073|10.94877951|2|0.006964153|-0.233590516|-0.267507083|0.777565622|0.8737292720000001|0.73551511|0|0.837943738|-0.067247149|-0.076326887|-44.19305139|-50.16001519|68.77977167|0.1620562619999999|106.4990972|-32.96383785|0.0|71.21847290000001|-852.7202582999998|-10.98794595|18.16867625|0.944734523|5817.569415|-560.3852433999999|30.75897687|0.03204398|-57.28097817|648.1198739|21.05845771|1.0|1.0|1.0|1.0|1.0|3.17|2.34|0.08|28.0|-9.04|4.17|4.48|81.51|1.06|1.0|0.0|118.35|0.0|1.0|7.0|-4.12|-6.84|0.0|-4.31|4.88e-05|0.0199|0.0|0.0|-0.04322|4.5106|2.3|4.2083|-1330.189793|693.48|1180.25|274.87|542.13|0.63081|0.2403|-0.1714|-0.2146199999999999|0.04557484|-1329.988893|4314.0|0.03|7.5229|7.5229
LY364947_a10|0.0|1|6.605297921|0.0|-0.278922508|-0.00235945|4.59511985|-0.00390904|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|10.9303125|1|0.006909045|0.072909639|-0.204644982|0.706034038|0.7792035190000001|0.681525895|1|0.8431045490000001|-0.076999385|-0.075303751|-34.01613475|-33.26705198|144.7228349|0.156895451|69.31194102|-14.69643595|0.0|41.53157099|-432.4716757000001|-5.78950507|9.161732895|0.948237326|3903.496845|-191.05366730000003|18.1140017|0.018707677|-197.4583104|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|1.0|2.46|1.88|0.0|21.0|-7.2|3.97|3.69|54.46|1.74|0.0|0.0|82.56|0.0|1.0|2.0|-3.54|-6.02|1.0|-3.86|0.000137|0.0374|0.0|0.0|||||||||||||||||59.0|7.2291|7.2291
12l_a30|0.0|0|7.412764017000001|0.0|0.157020295|-0.015371073|5.351858133|-0.274237737|2|0.044036281|-0.102468864|0.0|-0.876151158|10.31162828|1|-0.004395528|-0.226973911|-0.640870513|0.613786308|0.883029843|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|-63.31694493|-76.82494797|103.5499036|0.165720595|115.9404641|-53.74781658|1.697908189|88.64610824|-1690.148855|-22.31041443|17.23248653|0.861252543|7576.362669|-1182.451965|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|11.82116027|1.0|0.0|1.0|0.0|1.0|4.72|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|1.0|7.0|-6.7|-5.66|0.0|-5.92|1.2e-06|0.000579|0.0|0.0|-0.0545299999999999|5.0454|5.52|3.5245|-1988.033039|729.17|1223.54|245.74|574.72|0.68488|0.1574|-0.14944|-0.20397|0.03406276|-1987.848331|2.9851|61.0|7.2154|7.2154
