molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
31_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.441825189|-0.075563891|4.727387819|-0.171198936|2|0.042906977|-0.086842911|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|-0.076351692|2|0.856640117|0.001622323|0.917597019|0.6463892179999999|1|-0.10715233|-0.1056956209999999|0.486720182|-66.4670426|-65.56344002|-0.037580665|-40.66927863|81.01707367|-41.22978713|80.58054906|-23.31144534|0.4741051329999999|431.7441681|-1049.01504|1322.82831|0.29335997|8.214180216|15.6194341|0.901520747|181.972428|-650.7084581|32.98913783|0.024209265|1484.511202|513.2159236|15.01710904|1.0|1.0|1.0|1.0|2.0|3.18|21.0|-7.62|3.23|4.24|98.72|2.0|109.21|0.0|5.0|-4.59|5.0|-6.78|-4.39|2.56e-05|0.0105|4.03e-05|2.86|0.0|2.42e-08|9.95e-06|3.9744|4.2|3.6369|-1735.400941|642.11|311.96|508.69|-0.15143|0.03449081|-1735.284957|16.0|7.8|7.8
8m_a46|0.0|0|0|0|0.0|0.2148468989999999|1|7.727094485|1|1|2.126524943|-0.044830187|5.533389489|-0.085284636|1|0.047345679|-0.134230003|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|0.015631887|1|0.7699708959999999|-0.090247845|0.8142050040000001|0.77612204|0|-0.0911455|-0.085204935|0.280198209|-48.32436573|-45.17474201|-0.032188531|-23.9511632|0.0|-25.62105988|48.72163155|-17.06601365|0.425802465|464.5573228999999|-767.9706141|1913.813025|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|60.71213839999999|-407.1697745|19.27296714|0.006689855|867.2835213999999|463.1469765|3.546889545|0.0|1.0|0.0|1.0|1.0|3.24|17.0|-6.46|4.16|4.21|50.94|2.62|96.16|0.0|2.0|-4.48|3.0|-5.61|-4.56|3.3e-05|0.0105|2.78e-05|3.72|0.0|3.5e-07|0.000112|5.3062|4.12|4.2881|-1014.091966|570.72|233.66|489.57|-0.17897|0.03472717|-1013.962913|229.0|6.6402|6.6402
20b_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.103422978|0.048567614|5.4161004020000005|-0.073703704|2|0.035818182|-0.030238422|-0.447804373|0.001965496|-0.042013549|10.92966143|-0.013623188|0.031942481|2|0.761071345|-0.022843761|0.817426568|0.6980623109999999|1|-0.094975935|-0.088479815|0.6741049840000001|-60.68950774|-56.53849503|-0.033783202|-36.12803002|91.02309592|-38.78052212|67.46831286|-21.58742537|0.454087415|480.905232|-1187.308396|2257.777328|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|152.3236842|-758.6886304|28.34404003|0.0171045989999999|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|1.0|1.0|3.54|27.0|-8.93|4.23|5.0|95.92|2.41|129.73|0.0|5.0|-5.22|5.0|-6.53|-5.09|6.05e-06|0.00271|8.13e-06|3.52|0.0|1.1699999999999999e-09|5.26e-07|5.9354|4.88|3.9013|-1465.587932|687.84|208.89|482.93|-0.16388|0.03930765|-1465.395231|1.1|5.9586|5.9586
LY580276_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.067497166|-0.156842923|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|-0.042912895|1|0.7921620090000001|0.019144144|0.847526918|0.518109998|0|-0.057317455|-0.071023484|0.243350596|-27.6229776|-34.22831819|-0.028035586|-16.49563923|82.46094409|-13.31233017|38.23432817|-13.51117823|0.437093506|418.5688558|-513.4247728|1511.5340210000002|0.152153004|5.456603642999999|9.693623538|0.7764939829999999|73.32703409|-247.4345884|15.93586849|0.008312438|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|0.0|3.01|17.0|-6.56|4.49|4.43|30.71|3.13|84.74|0.0|2.0|-3.67|3.0|-5.71|-4.21|0.000213|0.0624|6.18e-05|3.35|0.0|2.75e-07|8.08e-05|5.2983|3.64|4.4918|-959.4723321|519.23|234.01|402.99|-0.18746|0.023546627|-959.404416|175.0|6757.0|6757.0
21_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.093218896|0.036507898|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|-0.03765494|2|0.7620337359999999|-0.005970601|0.81962595|0.68876002|1|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|-0.03292131|-42.25440548|74.3822498|-45.44837698|75.80259699|-23.25880088|0.391384102|547.3834282|-1255.975247|2701.142106|0.295893365|8.388036625|13.78215169|0.643072426|209.0477207|-887.342515|33.03306591|0.022638817|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|27.0|-8.71|4.47|5.6|90.13|2.81|128.59|0.0|5.0|-5.77|6.0|-6.07|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|0.0|1.94e-09|8.68e-07|5.9596|5.57|3.8599|-1485.461532|716.1|208.04|517.44|-0.16178|0.03802869|-1485.278495|4.8|5.3188|5.3188
11_a33|0.0|1|1|1|3.221176304|0.0|0|7.686621335|0|0|0.0|-0.151505631|5.6869753560000005|-0.039406316|0|0.034984568|0.055664124|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|-0.232296883|0|0.85401347|-0.014463304|0.921896958|0.781083337|1|-0.070841241|-0.104881435|0.229250542|-34.4118011|-50.94714637|-0.030847481|-24.74805685|0.0|-16.71585694|68.11455221|-14.98445481|0.4673066279999999|416.4353629|-509.4714637|979.349175|0.447121614|5.24049311|9.837729137|0.8772525659999999|217.193541|-247.4805685|27.10262364|0.035341374|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|1.0|3.19|19.0|-6.23|5.77|4.13|120.17|0.89|89.77|0.0|3.0|-5.48|4.0|-5.97|-4.38|3.32e-06|0.00109|4.13e-05|3.28|0.0|5.92e-07|0.000194|3.5049|1.93|3.5049|-1669.304085|506.55|353.74|378.1|-0.14132|0.02055276|-1669.251123|5.0|8.3188|8.3188
14a_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.667057351|-0.092005241|4.727387819|-0.05112778|2|0.038167849|0.051906412|-0.255585831|0.006085806|-0.046802062|10.93106303|-0.019985937|-0.077269115|2|0.7385460309999999|-0.035531959|0.792935475|0.653818362|1|-0.069657015|-0.084207356|0.326595394|-45.72658614|-55.27820709|-0.033365179|-36.28756839|58.18995584|-30.017374100000005|63.96772039|-21.90268583|0.492236681|558.2652611000001|-1160.842349|2142.5112510000004|0.193247006|7.39139255|14.55676745|0.969421506|126.8576588|-762.0389362000001|27.14918443|0.01323706|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.43|27.0|-9.59|4.44|4.92|72.7|2.47|126.26|0.0|6.0|-5.39|4.0|-5.91|-5.29|4.03e-06|0.0016899999999999|5.13e-06|4.16|0.0|2.58e-10|1.08e-07|5.3631|5.79|3.9479|-1352.265931|689.55|231.18|548.29|-0.16347|0.03250632|-1352.086073|207.0|6684.0|6684.0
5a_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2|2|2.111324504|0.079751437|5.777652323|0.007039248|2|0.034466231|-0.072902329|-0.493952547|0.007647515|-0.046327135|10.92976459|0.076610236|-0.26176436|2|0.7979412790000001|0.127914587|0.855876084|0.632463498|1|-0.072109357|-0.0787216|0.6254267029999999|-42.1802818|-46.04810561|-0.027311576|-26.93578408|54.35929907|-24.67330519|61.89135559|-15.97587337|0.490453006|468.0117167|-782.8177953|1887.422375|0.393071247|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|1289.801795|592.5885712|15.84324998|0.0|0.0|1.0|1.0|0.0|3.37|21.0|-6.92|3.3|3.68|73.14|2.07|116.62|0.0|3.0|-3.84|5.0|-6.84|-4.29|0.000146|0.0578|5.09e-05|2.65|0.0|1.1900000000000001e-07|4.72e-05|5.2443|4.14|3.9219|-1311.960542|625.06|236.42|443.78|-0.16176|0.03478454|-1311.799168|43.0|7.3665|7.3665
16h_a32|0.0|1|1|1|3.340888605|0.0|0|7.765993078999999|0|0|0.0|0.217139852|5.733341277|-0.098975084|0|0.039958333|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|-0.219947482|0|0.832040698|-0.03617945|0.881181048|0.7619492790000001|1|-0.081151869|-0.121464999|0.44308098|-51.56009529|-77.17316899|-0.038765425|-49.03221545|35.90298920000001|-32.75886858|90.15529448|-24.62973479|0.459750275|507.7688359|-1157.597535|3282.554439|0.2640948939999999|6.710057805|12.42028916|0.850995852|167.7935207|-735.4832318|33.46862873|0.020432929|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|1.0|2.0|3.61|19.0|-7.0|5.86|4.6|149.27|1.12|111.95|1.0|7.0|-6.48|5.0|-6.22|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|3.66|0.0|9.89e-08|4.09e-05|3.6182|4.54|3.6182|-1955.970762|679.82|342.67|556.05|-0.14972|0.02818755|-1955.832545|9.0|8.0655|8.0655
12bc_a36|0.0|1|0|0|3.43846811|0.0|0|7.412764017000001|2|2|0.0|-0.058020733|5.351858133|-0.042515909|2|0.04625323|0.068351685|-0.413738077|-0.001012333|-0.079009683|10.95883416|-0.027636036|-0.1716508239999999|1|0.836170906|-0.045186455|0.892249657|0.771220556|0|-0.077192869|-0.107107992|0.326764696|-51.87437401|-71.97763346|-0.038558877|-48.36968394|0.0|-34.8600941|83.97121855|-25.91194805|0.467645467|560.6615736|-1295.597402|2623.395239|0.22853193|8.273766079|15.54183457|0.878447423|153.57572439999998|-870.6543108999999|33.5878425|0.017847333|1679.392125|661.6709012|11.99358509|1.0|0.0|1.0|0.0|2.0|4.73|17.0|-7.76|3.99|3.19|69.2|2.99|133.77|0.0|5.0|-5.08|4.0|-6.26|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|1.74e-08|7.83e-06|5.2189|4.42|3.8696|-2152.100551|705.12|237.57|563.76|-0.15671|0.03419831|-2151.971485|8.0|8.0969|8.0969
21b_a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|0|3.351726269|0.094654108|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|-0.130528352|2|0.7717839409999999|-0.078097375|0.8339434929999999|0.668547062|1|-0.0596425779999999|-0.083105261|0.224930782|-41.81114831|-58.25915868|-0.034219814|-40.84133198|86.65837165|-29.31080756|67.68046598|-23.98906534|0.458461834|652.4673795|-1223.442332|2531.041828|0.187665282|8.773746105|16.20152864|0.846591917|131.5587155|-857.6679716|29.53101081|0.013439264|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|3.59|26.0|-7.84|3.92|4.2|128.81|2.6|129.97|0.0|5.0|-6.1|5.0|-6.42|-5.22|8.02e-07|0.000361|6.06e-06|3.7|0.0|1.43e-08|6.45e-06|4.0023|3.57|3.6237|-1761.4722969999998|735.65|309.79|611.6|-0.15033|0.02657688|-1761.294175|85.0|7.0691|7.0691
3o_a32|0.0|1|1|1|3.644417045|0.0|0|7.773594467000001|1|1|0.0|-0.022603806|5.733341277|-0.014299905|1|0.035643275|-0.064818511|-0.306416317|-0.001411347|-0.117781901|10.3110027|-0.090297882|-0.11221537|0|0.8214857240000001|-0.154436834|0.872498916|0.840991936|1|-0.073742105|-0.095457829|0.252703854|-42.51640563|-55.03672286|-0.031819276|-31.73171751|0.0|-24.51306152|62.56936516|-18.34557429|0.455089918|483.0270239|-825.5508427999999|2469.87467|0.214905181|6.392329273|11.73098001|0.835165165|123.9047338|-475.9757626|23.36733582|0.0130649069999999|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|2.0|3.47|19.0|-7.27|6.39|4.2|122.97|1.58|112.07|0.0|3.0|-5.72|4.0|-6.17|-4.73|1.89e-06|0.00072|1.87e-05|3.46|0.0|5.35e-08|2.04e-05|3.5333|2.35|3.5333|-1805.473626|620.56|350.9|464.85|-0.14652|0.03088166|-1805.333039|0.24|6.6198|6.6198
4n_a46|0.0|0|0|0|0.0|0.126268818|1|7.825245291|1|1|2.093595994|-0.061148449|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|-0.234842682|0.004988019|-0.144852516|10.94021058|-0.064683066|0.109017734|0|0.722331115|-0.088858764|0.7681452190000001|0.7427183759999999|0|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|-0.031047837|-25.91889741|0.0|-31.21601103|51.4039205|-17.06080312|0.428896538|496.2788787|-801.8577467|2116.313581|0.136796337|5.666371466|9.921794991|0.750996215|75.1696593|-440.621256|19.76451658|0.0077084869999999|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|3.75|17.0|-6.67|4.33|4.94|61.84|2.99|102.92|0.0|2.0|-5.43|3.0|-5.26|-5.1|3.75e-06|0.00129|7.95e-06|4.41|0.0|2.14e-07|7.340000000000001e-05|5.7448|4.57|3953.0|-1090.302556|578.83|215.82|502.02|-0.16641|0.04131598|-1090.151267|5194.0|5.2845|5.2845
21c _a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|0|3.311482916|0.178300778|5.4161004020000005|-0.135572353|2|0.043130342|0.0645437059999999|-0.576752175|0.003456487|-0.092608459|10.3132171|-0.039311241|-0.036896213|2|0.782543953|-0.060079444|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|0.2571258939999999|-59.46209153|-70.15570019|-0.040210758|-49.86692499|94.32302529|-42.26586935|79.71722579|-28.58195193|0.468609427|561.9588018|-1543.4254039999998|2628.628799|0.165442725|8.945789862|16.83467928|0.881854988|117.597286|-1097.07235|34.24804117|0.013451712|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|2.0|3.68|26.0|-7.33|3.1|3.42|148.11|2.49|133.35|1.0|6.0|-5.63|5.0|-7.13|-4.72|2.35e-06|0.0011|1.92e-05|2.86|0.0|4.69e-08|2.2e-05|3.6649|4.47|3.6649|-1837.932192|747.88|338.3|587.02|-0.15089|0.03257532|-1837.736174|67.0|7.1752|7.1752
15b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|4.112770601|-0.144363623|5.82008293|-0.05484142|1|0.032843915|-0.103807905|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|-0.2185722769999999|1|0.8259784720000001|-0.216393362|0.8833003970000001|0.764606364|1|-0.082576068|-0.080700307|0.447220762|-47.20879251|-46.13641893|-0.028069672|-26.37622116|0.0|-26.98929785|60.03646705|-16.04745006|0.478989976|469.3167805|-738.1827030000001|1692.3273379999998|0.3609826579999999|6.89125222|13.22671714|0.919348867|206.3740238|-422.0195386|25.11269883|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|3.56|20.0|-5.72|2.71|3.26|68.76|1.66|105.46|0.0|5.0|-3.18|4.0|-6.98|-3.6|0.000654|0.2339999999999999|0.000249|2.11|0.0|1.92e-06|0.000687|4.0561|2.08|4.0561|-1160.463663|613.37|305.67|475.99|-0.16737|0.03528279|-1160.330621|79.0|7.1024|7.1024
1n_a5|0.0|1|0|0|2.91912867|0.0|0|6.605297921|0|0|0.0|-0.1387762669999999|4.59511985|-0.0533837329999999|2|0.024388889|0.002508727|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|-0.047910067|-0.015850084|2|0.77828693|-0.087019366|0.8402078140000001|0.656280207|0|-0.082180848|-0.081950989|0.428980979|-47.1725036|-47.04056285|-0.030493391|-27.00168194|55.29041202|-27.07741706|63.57058627|-17.50346525|0.483868192|450.71720610000006|-752.6490056|889.4388375|0.372248254|7.881746117|15.27080096|0.937489579|213.67365440000003|-432.02691110000006|27.88278228|0.028797525|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|1.0|1.0|2.88|23.0|-8.07|4.41|3.99|80.76|1.72|101.77|0.0|5.0|-4.27|5.0|-6.41|-4.18|5.41e-05|0.0193|6.56e-05|2.91|0.0|8.43e-09|3.01e-06|4.3838|4.19|4.3838|-1179.169527|607.15|282.82|481.06|-0.17092|0.03956123|-1179.073189|27.0|7.5686|7.5686
12c_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.045997203|5.351858133|-0.030422458|2|0.042804233|-0.0983590219999999|-0.3657134279999999|0.00372838|0.019094532|10.31162888|-0.072247675|-0.090173435|1|0.824373792|-0.1240820219999999|0.880943609|0.7463962120000001|0|-0.076777688|-0.096482247|0.39541773|-50.12643041|-62.99109515|-0.037411484|-41.12547305|0.0|-32.72642202|72.5855533|-24.42511853|0.452966315|550.9847369|-1196.830808|2456.062146|0.193871231|7.652098812999999|13.9883503|0.828040991|126.574178|-781.3839879|30.29927658|0.014695647|1484.664552|652.8825454|9.594458155|1.0|0.0|1.0|0.0|1.0|4.62|17.0|-7.22|4.47|3.27|81.65|3.31|132.29|0.0|5.0|-5.93|4.0|-5.75|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|6.03e-08|2.61e-05|5.0582|4.45|3.5286|-2035.339256|695.96|245.12|541.39|-0.1496299999999999|0.03433522|-2035.202565|0.01|7.9914|7.9914
8f_a12|0.0|0|1|1|0.0|0.0|0|6.580639137|1|1|0.0|0.110310585|4.59511985|-0.062406088|2|0.038347953|-0.013400998|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|-0.024023866|-0.125424286|1|0.7475224290000001|-0.042014638|0.80546986|0.8409290840000001|1|-0.072634742|-0.098932601|0.285353468|-41.27611074|-56.220383|-0.03822396|-31.9483307|0.0|-23.45595611|63.05721575|-21.72151161|0.460344828|494.2940092|-955.746511|1448.568734|0.161876566|7.016225129|13.00131176|0.853035146|91.98952021|-543.1216218999999|25.9168408|0.012030968|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|4.09|21.0|-8.42|4.99|3.41|78.41|3.1|115.66|0.0|3.0|-5.7|4.0|-5.47|-5.24|1.99e-06|0.000735|5.72e-06|4.34|0.0|3.79e-09|1.4e-06|4.1744|4.19|3.6536|-1481.115891|606.97|297.01|441.97|-0.15061|0.03056355|-1481.008909|646.0|6.1898|6.1898
12ae_a36|-3.3501500230000003|1|0|0|3.412870974|0.0|0|7.412764017000001|2|2|0.0|0.069118289|5.351858133|-0.351827031|2|0.041555556|0.087069205|-0.611759277|-0.006862238|-0.083959343|10.31810353|0.006615826|-0.261631709|1|0.831101086|0.010209009|0.8837136859999999|0.750657639|0|-0.085851235|-0.105648609|0.439268891|-63.96145017|-78.71102033|-0.036430555|-58.64180087|19.97715962|-47.65297933|97.76153993|-27.14173115|0.465246185|533.6188092|-1574.220407|2634.745208|0.315002436|8.676756505|16.22570287|0.870019385|234.6851816|-1172.836017|39.62310606|0.025570256|2298.140152|805.2286932|19.05051961|0.0|0.0|0.0|0.0|3.0|5.03|17.0|-6.87|1.28|2.15|123.75|0.84|142.02|0.0|7.0|-3.85|6.0|-8.03|-3.72|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|1.36e-07|6.45e-05|5235.0|6.24|3.8664|-1876.152311|754.15|236.84|615.71|-0.1566|0.0508577|-1875.963244|15.0|7.8239|7.8239
17d_a50|0.0|0|1|1|0.0|0.0|2|8.105609402|2|2|4.380250483|-0.152030219|6.042632834|0.03538699|1|0.031990741|0.006071856|-0.140830095|0.012079|-0.136180713|10.94500663|-0.125540541|-0.323333765|1|0.748516466|-0.2177003589999999|0.789310938|0.7276268779999999|1|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|-48.40178147|-0.025589979|-33.56790124|86.38197811|-21.24595322|57.5414543|-17.74731987|0.445708152|644.9008302|-1064.839192|2950.99157|0.24594297|6.996105516|12.62170017|0.8041037459999999|170.5678813|-738.4938272999999|23.53577933|0.013178555|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|20.0|-7.07|4.0|4.29|51.77|2.71|133.19|0.0|6.0|-4.5|4.0|-6.25|-4.88|3.17e-05|0.0135|1.31e-05|3.72|0.0|8.55e-08|3.63e-05|4.0506|3.41|4.0506|-1335.962757|727.15|306.09|579.45|-0.16716|0.02625058|-1335.713194|74.0|7.1308|7.1308
6f_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|2|1.750582483|0.134099184|6.401917197|-0.156988665|0|0.038309179|-0.122783873|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|0.092206207|0|0.836826225|-0.268802228|0.896373207|0.742681934|1|-0.134203859|-0.130571562|0.363785804|-86.21963207|-83.88605319|-0.052228625|-53.89282175|40.01876255|-55.39203581|92.77827871|-33.55442128|0.410805404|421.31181889999993|-1509.948957|3072.581297|0.137191276|6.993991456|11.87042702|0.69723213|88.13890599|-970.0707913999998|38.88975659|0.013841059|1750.039046|593.503189|8.892225517|1.0|0.0|1.0|1.0|2.0|4.05|14.0|-3.67|3.66|2.66|199.45|1.1|124.54|1.0|5.0|-6.95|5.0|-6.9|-4.64|1.13e-07|5.18e-05|2.3e-05|3.09|1.0|0.0002109999999999|0.0967|3.5741|6.96|2.57|-2426.924155|668.95|346.89|507.64|-0.1131799999999999|0.04845403|-2426.787111|42.0|7.3768|7.3768
13_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.050136054|-0.210975191|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|-0.04158572|0.012994083|-0.14818661|10.94205723|-0.0963182119999999|-0.025714912|1|0.744134785|-0.157188841|0.7986239909999999|0.6490618429999999|0|-0.050017793|-0.068249548|0.229685203|-24.48959182|-33.41617993|-0.0279998139999999|-16.36114989|54.71349575|-11.99053523|37.12083496|-13.70920202|0.4289448289999999|474.9422962|-534.6588788|1439.176684|0.137460473|5.663493161|9.917593683|0.751144285|67.30306705|-261.7783983|15.89399858|0.007566425|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|0.0|0.0|3.39|17.0|-6.2|4.18|4.15|30.71|2.9|90.06|0.0|2.0|-4.09|2.0|-5.39|-4.42|8.18e-05|0.0235|3.77e-05|3.75|0.0|6.28e-07|0.00018|4.4811|3.87|4.1733|-898.3381672|536.09|276.68|429.36|-0.17204|0.018124154|-898.2503529999999|4.0|5.3979|5.3979
17b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|4.35392516|-0.145258626|5.82008293|0.013050204|1|0.032052154|0.035558152|-0.144000296|0.012409091|-0.152660972|10.94500663|-0.15040528|-0.357011777|1|0.7621727979999999|-0.257646121|0.799772151|0.748900413|1|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|-52.58062823|-0.02681014|-36.59177249|86.9549829|-23.14256283|59.65808461|-18.65764227|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|8.324966952|16.11918162|0.936245718|136.82673369999998|-805.0189948|23.22374317|0.010169967|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.0|4.17|20.0|-7.54|4.18|4.92|51.77|2.71|131.39|0.0|8.0|-4.75|4.0|-6.09|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|3.96|0.0|2.87e-08|1.22e-05|4.2447|3.77|4.0418|-1337.164673|752.09|292.09|647.75|-0.16699|0.02640483|-1336.899093|122.0|6.9136|6.9136
4R4k_a46|0.0|0|0|0|0.0|0.173180233|1|7.825245291|1|1|2.145043462|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|0.012963356|1|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0|-0.089699228|-0.085931818|0.237621572|-47.73036108|-45.72566346|-0.030434186|-24.33134018|0.0|-25.39807111|49.58292992|-16.19450581|0.465590034|473.9155694|-777.3362788|1767.850427|0.133318901|5.522208638|10.33328154|0.871222588|70.94107067|-413.632783|18.68565706|0.007248925|896.9115391|519.5743695|3.857266463|1.0|1.0|0.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|2.84|100.96|0.0|2.0|-4.82|3.0|-5.46|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|2.48e-07|8.28e-05|5.2965|4.52|4.1392|-1053.413412|565.94|234.09|490.83|-0.17484|0.0257622|-1053.254911|97.0|7.0132|7.0132
13c_a6|0.0|1|0|0|3.441255118|0.0|0|7.412764017000001|1|1|0.0|-0.046663393|5.351858133|-0.0122495089999999|1|0.040821256|0.049627353|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|-0.174259072|1|0.780680481|-0.167542194|0.8353837409999999|0.7995080809999999|0|-0.093635525|-0.111231609|0.22875443|-63.73961873|-75.71763296|-0.039875482|-51.54254258|567.1031411|-43.38886312|88.21184769|-27.1440571|0.466844407|535.5975578|-1438.635026|3135.546462|0.2279674589999999|8.038175951|15.07660437|0.875625075|155.1821156|-979.308309|35.15921372|0.018354398|1863.438327|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|2.0|3.61|23.0|-9.4|5.38|4.57|95.85|1.5|121.6|0.0|6.0|-5.95|5.0|-5.88|-5.27|1.11e-06|0.000471|5.42e-06|4.23|0.0|3.96e-10|1.68e-07|5.992000000000001|4.5|3.6519|-1389.371325|719.8|206.92|596.15|-0.14975|0.0276450999999999|-1389.184603|73.0|7.1367|7.1367
