molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
4f_a46|0.0|0|0|0|0.0|0.2096617139999999|1|7.825245291|1|1|2.190536659|-0.2265364489999999|5.587248657999999|-0.001868546|2|0.045958333|-0.099507167|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|-0.123416853|2|0.74106323|-0.1697014539999999|0.7796270059999999|0.69830739|0|-0.055836642|-0.0674830959999999|0.296072934|-30.29079362|-36.60887321|-0.022035297|-19.85993046|56.50645576|-16.43243843|42.21890747|-11.95391778|0.424708366|507.213176|-585.7419712999999|1563.375755|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|15.73210412|0.010341277|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.0|3.88|17.0|-7.21|4.56|4.71|43.6|2.58|101.54|0.0|3.0|-4.38|3.0|-5.65|-4.58|4.18e-05|0.0139|2.62e-05|3.77|0.0|6.12e-08|2.04e-05|4548.0|3.87|4548.0|-1033.528421|591.51|272.61|493.53|-0.19079|0.02238723|-1033.36869|183.0|6.7375|6.7375
3_a3|0.0|0|0|0|0.0|0.0|0|7.285506549|0|0|0.0|0.159413311|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|0.069435247|0.081380229|1|0.8083172479999999|0.123113049|0.885339037|0.8495058259999999|1|-0.107269779|-0.098797066|0.583866845|-48.91675544|-45.05306124|-0.035057023|-20.54492513|75.88125246|-22.30683222|55.67251784|-15.98657012|0.415122657|343.74795510000007|-495.58367360000005|1349.6286710000002|0.299996173|5.025797436|8.592908408|0.709760196|136.8031103|-225.9941764|22.83783244|0.023287455|707.9728057|302.8386149|10.6194566|1.0|1.0|1.0|1.0|1.0|3.11|20.0|-6.15|5.0|4.07|121.17|1.41|88.36|0.0|2.0|-5.48|3.0|-5.88|-4.39|3.32e-06|0.00103|4.06e-05|3.26|0.0|7.009999999999999e-07|0.000218|5.8458|1.92|3.3475|-1592.873593|491.26|212.09|316.65|-0.14599|0.03099295|-1592.839065|1175.0|5.93|5.93
41_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|0.0|0.115127295|4.844187086|-0.059936864|1|0.038034188|-0.089781154|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|-0.0091068809999999|0|0.733589101|0.037097204|0.774395455|0.745631286|0|-0.1020290859999999|-0.089139464|0.3888308139999999|-69.94639412|-61.10986894|-0.037381065|-41.89408289|93.99687836|-47.95199341|65.83786886|-25.62671923|0.487248278|503.8398786|-1588.856592|1491.296991|0.0967605159999999|8.787657952|17.13823195|0.950261611|66.33450764|-1089.246155|28.37200951|0.006896617|1759.064589|897.5188662|4.727999916|1.0|1.0|0.0|1.0|3.0|4.07|18.0|-8.38|3.26|2.7|99.28|2.94|141.34|0.0|6.0|-5.56|3.0|-6.38|-5.02|2.76e-06|0.00125|9.49e-06|3.78|0.0|4.18e-09|1.89e-06|3.2123|7.34|3.2123|-1454.3467460000002|736.59|385.97|576.83|-0.1319|0.0280471999999999|-1454.045308|369.0|6433.0|6433.0
16e_a32|0.0|1|1|1|3.343660084|0.0|0|7.765993078999999|0|0|0.0|0.180914799|5.733341277|-0.06951854|0|0.040982906|-0.04474426|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|-0.219947482|0|0.86370575|-0.022651598|0.91471624|0.7619492790000001|1|-0.087117996|-0.117338144|0.504569498|-55.957388|-75.36830928|-0.037448344|-48.41036206|39.27920316|-35.94239328|90.34923861|-24.05371573|0.458956284|507.6266039|-1130.524639|3376.1299740000004|0.297773438|6.573687662|12.15001203|0.848279482|191.2650034|-726.1554308999999|34.2534974|0.023323257|1609.914378|573.3529948|14.98092934|1.0|0.0|1.0|1.0|2.0|3.64|19.0|-7.38|6.03|4.6|149.27|1.12|111.95|1.0|8.0|-6.59|5.0|-6.15|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|3.76|0.0|4.18e-08|1.73e-05|3.6214|4.59|3.6214|-1955.965644|677.82|342.37|552.79|-0.14991|0.02792775|-1955.827194|7.0|8.1367|8.1367
3b_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.104186262|-0.003115526|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|0.000850823|2|0.794997634|0.006213385|0.845992028|0.749565191|1|-0.0883601469999999|-0.0846496|0.482434361|-54.04959517|-51.77986692|-0.0276739079999999|-31.67356498|81.60358988|-33.06194987|64.91785551|-16.92803342|0.477583842|458.224537|-880.2577376|1796.6760370000002|0.3431340539999999|7.236413572000001|13.85181805|0.914182753|209.89391040000004|-538.4506046|25.77091035|0.021477952|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|21.0|-7.58|3.16|3.2|98.72|1.25|116.94|0.0|6.0|-3.53|5.0|-7.42|-3.59|0.000293|0.1169999999999999|0.000256|1.84|0.0|2.64e-08|1.05e-05|4.6669|3.4|3.8418|-1293.291817|664.15|265.67|480.08|-0.1587|0.0368692|-1293.106236|25.0|7.6021|7.6021
1_a1 (SKF-104365)|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.196347317|0.011230812|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|-0.218014497|0.000663414|-0.10236005|10.33812228|0.11172918|-0.300426726|1|0.7926983559999999|0.194988905|0.857919181|0.551667506|0|-0.067997692|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|-0.029524467|-17.369816|63.42504103|-14.547040099999998|46.32985169|-13.65596178|0.416807085|376.1092109|-450.6467387|1551.362941|0.290255081|5.2735884010000005|9.042613965|0.71469847|134.2517831|-208.4377919|19.24066156|0.018973797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|17.0|-6.0|3.93|4.28|56.01|2.52|81.72|0.0|2.0|-3.8|3.0|-6.01|-4.02|0.000159|0.0472|9.65e-05|2.96|0.0|9.93e-07|0.000295|3.8901|3.45|3.8901|-1279.060907|491.18|318.72|358.09|-0.16142|0.02377006|-1279.017667|1.6|5.7959|5.7959
11e_a5|0.0|1|0|0|2.971327032|0.0|0|7.139660336|1|1|0.0|-0.2114441819999999|5.209486153|0.038643235|2|0.020943152|-0.07965|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|-0.147721258|2|0.775794895|-0.02059071|0.8215345|0.747366251|0|-0.062865536|-0.0790189759999999|0.372098505|-41.64560703|-52.34653881|-0.0282210629999999|-34.67724171|0.0|-27.58835281|63.5644542|-18.69519243|0.483563144|580.8135016|-1046.930776|960.0428704|0.27836484|9.387474824|18.17739133|0.936345148|184.4042616|-693.5448342|25.90670947|0.016933845|1450.77573|735.3048881|11.21791539|0.0|1.0|1.0|1.0|1.0|3.22|23.0|-8.95|5.03|4.29|66.93|1.83|125.71|0.0|7.0|-4.65|5.0|-6.28|-4.72|2.23e-05|0.00919|1.9e-05|3.56|0.0|1.13e-09|4.64e-07|4.4179|2.91|4.1036|-1316.512503|717.76|280.64|571.06|-0.16751|0.03460011|-1316.301553|0.04|7.3979|7.3979
43_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|0.0|0.032999679|4.844187086|-0.01369899|1|0.033734062|-0.05314954|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|-0.2093696189999999|0|0.713379703|-0.0579590709999999|0.7458234990000001|0.712848727|0|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|-0.0311212229999999|-49.60799696|21.60709738|-42.32033664|69.46280937|-24.16948112|0.481954273|661.9512957999999|-1788.541603|1579.614523|0.125626651|10.01438533|19.33108376|0.930331529|97.56464265|-1389.023915|27.64206062|0.007193089|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|0.0|1.0|2.0|4.54|18.0|-9.6|4.5|4.08|76.5|3.7|160.76|0.0|9.0|-6.45|3.0|-5.78|-5.96|3.55e-07|0.00018|1.09e-06|5.1|0.0|2.52e-10|1.28e-07|3.2233|8.79|3.2233|-1611.598032|843.1|384.65|702.4|-0.13196|0.02315412|-1611.198355|625.0|6.2041|6.2041
7_a27|0.0|0|0|0|0.0|0.0|2|6.842683282|0|0|3.330197625|0.112935885|4.727387819|-0.050197188|2|0.049625|-0.133453335|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|-0.323631281|2|0.801251575|-0.08694032|0.8546689820000001|0.62067794|1|-0.060745542|-0.084531496|0.358145768|-34.09779211|-47.44936449|-0.0300556429999999|-26.6343589|60.73467304|-19.13983132|55.55559276|-16.87088515|0.466714317|477.7488532|-759.1898319000001|1497.873267|0.236435287|6.446345598|12.087978|0.875167537|132.7162621|-426.1497425|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|1.0|0.0|1.0|1.0|0.0|3.24|21.0|-6.61|3.32|3.05|65.6|2.88|102.36|0.0|3.0|-4.06|4.0|-6.26|-4.28|8.66e-05|0.0299|5.2e-05|3.02|0.0|2.43e-07|8.4e-05|4.1205|5.37|4.1205|-1122.433757|606.74|300.9|505.5|-0.16734|0.02179141|-1122.304359|1.0|9.0|9.0
15_a47|0.0|1|1|1|2.9226792460000004|0.0|0|6.605297921|0|0|0.0|-0.164258919|4.59511985|-0.072588375|2|0.042285714|-0.130885389|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|-0.017562097|2|0.830688568|0.081171071|0.897881853|0.614613723|1|-0.084413593|-0.0904066519999999|0.429825305|-45.1562696|-48.36220049|-0.033307714|-25.87091101|0.0|-24.15592798|59.79410145|-17.81765281|0.477646539|423.5412927|-677.0708068|869.1027727|0.288369895|6.984778596|13.37174753|0.914412511|154.260803|-362.1927541|25.03780079|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|0.0|1.0|2.0|2.89|21.0|-8.49|4.69|5.28|66.49|2.83|96.6|0.0|3.0|-4.89|4.0|-5.76|-4.85|1.29e-05|0.00455|1.41e-05|3.8|0.0|3.22e-09|1.14e-06|4.3312|3.33|4.0594|-1527.376145|552.16|286.26|419.75|-0.16762|0.03425526|-1527.316555|16.0|7.8|7.8
9_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.217598467|0.0|-0.042227775|1|0.04022792|0.096418279|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|-0.295062413|1|0.7059441040000001|0.010183805|0.742680335|0.8105478740000001|0|-0.073701648|-0.11668349|0.416635119|-41.10356167|-65.07462414|-0.028575549|-36.29225274|54.69975317|-22.92354152|85.14415759|-15.93664265|0.4517825079999999|471.903131|-780.8954896|1689.926339|0.48742253|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|31.09118831|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|1.0|1.0|3.16|18.0|-7.57|3.9|4.95|61.84|1.96|104.74|0.0|7.0|-5.25|5.0|-5.52|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|2.69e-08|9.86e-06|4.3447|3.36|3.7487|-1223.687392|588.55|285.37|507.33|-0.1565099999999999|0.01773342|-1223.522216|107.0|6.9706|6.9706
8e_a8|0.0|1|0|0|3.01599663|0.0|1|7.05012252|0|0|1.311619189|-0.018155171|4.844187086|-0.205927741|0|0.0427891159999999|-0.000766016|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|0.183313231|0|0.7233950809999999|-0.079493088|0.7742101929999999|0.636205913|0|-0.115572516|-0.105450888|0.280304418|-70.49962428|-64.32539698|-0.04393787|-39.238709|76.40535608|-43.00500847|75.57562034|-26.80224874|0.483244415|403.5112981|-1286.50794|2080.07805|0.196692764|7.50719734|14.52755918|0.935150832|119.9832494|-784.77418|33.36487904|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|1.0|0.0|2.0|3.2|23.0|-7.78|4.33|4.17|90.11|3.4|111.81|0.0|5.0|-5.27|4.0|-6.14|-4.9|5.34e-06|0.00215|1.25e-05|3.69|0.0|1.6399999999999998e-08|6.63e-06|4.6303|7.22|3.2737|-1376.924308|639.38|267.77|526.86|-0.13719|0.03298991|-1376.766245|19.89|4.7014|4.7014
16_a47|0.0|1|1|1|2.890539668|0.0|0|6.605297921|0|0|0.0|-0.134455235|4.59511985|-0.1246612469999999|2|0.042285714|-0.08282926|-0.23280014|-0.005688938|0.001426202|10.95023129|0.0506476009999999|-0.0574194159999999|2|0.812131575|0.081171071|0.87782381|0.57616624|1|-0.093207587|-0.092995116|0.421094692|-48.30620628|-48.19609034|-0.034261359|-24.97833451|0.0|-25.03540372|60.36423869|-17.75645434|0.473257697|358.566882|-674.7452647999999|833.8646097|0.302070079|6.855429069|13.01476838|0.898461533|156.55227280000005|-349.69668310000003|25.44160067|0.0234786339999999|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|0.0|1.0|2.0|2.93|21.0|-8.17|4.47|5.19|66.49|2.72|91.55|0.0|3.0|-4.34|5.0|-6.04|-4.42|4.56e-05|0.0154|3.84e-05|3.27|0.0|6.8099999999999994e-09|2.3e-06|4.4393|2.95|4.0806|-1167.0124560000002|534.69|279.29|395.28|-0.16851|0.03384512|-1166.951551|1.0|9.0|9.0
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.0959524330000003|0.050460026|5.4161004020000005|-0.080432741|2|0.041252955|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|0.0481706809999999|2|0.8099394329999999|-0.032369326|0.868207983|0.6848692759999999|1|-0.092570349|-0.089446059|0.459041332|-52.90108631|-51.11565158|-0.03235283|-29.21101111|71.22674185|-30.23133173|58.99645489|-18.48863993|0.487041509|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|3.27|21.0|-7.13|3.69|3.51|86.69|1.84|108.18|0.0|3.0|-3.85|4.0|-6.86|-3.99|0.0001409999999999|52.0|0.000102|2.39|0.0|7.45e-08|2.75e-05|4.65|3.95|3.78|-1198.64695|617.61|266.68|449.44|-0.16|0.03652312|-1198.49738|69.0|7.1586|7.1586
12bi_a36|0.0|1|0|0|3.466222049|0.0|0|7.412764017000001|2|2|0.0|-0.088734077|5.351858133|-0.043740597|2|0.043854875|0.03474497|-0.559678363|0.000482522|-0.067142264|10.95958518|0.041834838|-0.289604649|1|0.812921349|0.071329141|0.858971809|0.8350231859999999|0|-0.082914301|-0.107613368|0.382000949|-57.89562053|-75.1419557|-0.027831043|-52.46851415|0.0|-40.42611289999999|101.3899049|-19.43326441|0.461975362|548.1337538|-1127.129336|2660.0547690000003|0.500339677|8.454426643|15.71382803|0.85865094|349.3664649|-787.0277122|38.89295091|0.037590587|2255.791153|766.4854363|26.24794923|1.0|0.0|0.0|1.0|2.0|4.97|17.0|-6.79|2.83|1.9|87.66|1.42|136.74|0.0|7.0|-4.11|6.0|-7.13|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|1.6100000000000005e-07|7.11e-05|3.8855|2.68|3.6851|-1461.966152|742.94|319.1|603.92|-0.15078|0.0318395999999999|-1461.75632|14.0|7.8539|7.8539
4r_a46|0.0|0|0|0|0.0|-0.03033057|1|7.832410927000001|1|1|2.051582577|-0.173617329|5.587248657999999|-0.074041799|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|-0.086905208|2|0.810646641|-0.070397185|0.8549242340000001|0.76719475|0|-0.079297367|-0.081339886|0.261414008|-42.06465252|-43.14814202|-0.0259595379999999|-22.88867429|0.0|-22.31391864|51.22472631|-13.77068362|0.456487948|449.7405899|-647.2221302999999|1451.6122289999998|0.285368722|5.81085807|10.69131411|0.839885604|151.3787482|-343.3301143|19.26963463|0.015225417|905.6728276|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|3.82|17.0|-6.25|3.56|3.43|63.83|1.52|97.9|0.0|3.0|-3.09|4.0|-6.83|-3.55|0.00081|271.0|0.000279|2.12|0.0|5.64e-07|0.000188|4.5209|2.3|4.5209|-1069.419677|571.75|274.25|467.85|-0.18999|0.02826942|-1069.284137|1413.0|5.8499|5.8499
9h_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|1.7679629630000002|0.014753178|5.4161004020000005|-0.126968715|0|0.039444444|0.157606277|-0.343593366|0.003782277|0.133376308|10.31197223|-185.0|0.08305063|0|0.740778143|-0.299768519|0.8022014000000001|0.7528137909999999|1|-0.09201708|-0.095803029|0.219852623|-46.04148264|-47.93581245|-0.041058441|-23.98506758|0.0|-23.03722449|53.60044379|-20.54391962|0.482124665|432.46450360000006|-719.0371868|418.2915223|0.136115065|6.922257828999999|13.366649|0.930966649|68.10626265|-359.7760137|23.78085181|0.011321157|832.3298135|336.23227030000004|5.664631335|1.0|1.0|1.0|1.0|0.0|3.3|20.0|-6.51|4.59|4.44|67.66|3.22|93.19|0.0|3.0|-5.65|3.0|-5.06|-5.12|2.23e-06|0.000716|7.6e-06|4.51|0.0|3.09e-07|9.93e-05|4.2372|3.9|3.3675|-1293.151333|526.38|292.61|410.18|-0.14047|0.02291279|-1293.083512|3.98|5.4001|5.4001
22_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|0|1.202720059|0.048272293|4.727387819|-0.150248628|2|0.043695652|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|-0.277479519|2|0.831122912|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.573087958|-47.64347429|-52.67991531|-0.031744149|-31.08378631|54.21581266|-28.11203407|71.28682035|-18.73063655|0.4614909829999999|412.2379505|-842.8786448999999|1494.441201|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|-497.3405809|30.72175314|0.031534452|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|3.31|21.0|-7.69|3.07|4.85|84.73|2.97|104.64|0.0|5.0|-4.44|6.0|-6.58|-4.38|3.6e-05|0.0142|4.16e-05|3.0|0.0|2.06e-08|8.11e-06|4.7954|4.4|4017.0|-1375.021925|605.12|258.55|466.95|-0.16704|0.02840507|-1374.914437|1.0|9.0|9.0
12g_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.096186205|5.351858133|0.024086432|2|0.039951691|-0.037395048|-0.574592016|0.001371944|0.007330206|10.31162838|-0.049719762|-0.152855196|1|0.826316772|-0.0885760969999999|0.886776351|0.770326886|0|-0.086195758|-0.10344931|0.487608738|-58.41940906|-70.11305057|-0.040568357|-47.51931027|237.7754135|-39.593913|83.29752441|-27.49531395|0.459011202|531.1295763|-1402.261011|2482.668258|0.225689271|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|35.50940589|0.019453222|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|0.0|1.0|4.67|17.0|-6.42|3.4|2.48|114.67|2.06|133.52|0.0|6.0|-6.0|6.0|-6.22|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|3.7600000000000003e-07|0.000165|5.0703|3.88|3.5592|-1743.174676|717.55|244.53|577.31|-0.15077|0.04012224|-1743.029147|9.0|8.0334|8.0334
3c_a12|0.0|0|0|0|0.0|0.0|0|6.555356892000001|1|1|0.0|0.06235058|4.59511985|-0.058516436|2|0.039605735|-0.14679559|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|-0.211367878|1|0.826033688|-0.10295082|0.888353608|0.859899236|0|-0.071719601|-0.099327724|0.242114395|-36.28720467|-50.25579322|-0.033980537|-25.42738988|0.0|-18.35985151|61.16334136|-17.19277136|0.427357986|426.9566009|-653.3253118|1139.340748|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|148.9927848|-330.5560685|24.36878988|0.02155815|926.0140155|380.2468615|10.90754815|1.0|1.0|1.0|1.0|1.0|3.94|17.0|-6.78|4.01|2.25|78.41|1.82|98.16|0.0|3.0|-4.22|4.0|-6.18|-4.0|6.06e-05|0.0194|9.940000000000002e-05|2.91|0.0|1.67e-07|5.3200000000000006e-05|3.9848|2.56|3.5862|-1327.471862|544.65|311.14|399.38|-0.14572|0.02665687|-1327.4004710000002|0.02|7699.0|7699.0
1d_a5|0.0|1|0|0|2.79978458|-4.455320158|0|6.605297921|0|0|0.0|-0.133500214|4.59511985|-0.308010841|2|0.030074074|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|0.004923698|2|0.7595197290000001|-0.015804188|0.821309592|0.513260607|0|-0.088396743|-0.086213657|0.6271150670000001|-47.76176205|-46.58221594|-0.036640804|-25.16889922|0.0|-25.80622135|56.83734591|-19.79744178|0.471074204|484.3911442|-791.897671|1172.890724|0.229495885|6.116537519|11.5640749|0.89062437|123.9992274|-427.8712868|25.69414151|0.018980039|1027.76566|403.396385|10.25512997|1.0|1.0|0.0|1.0|1.0|2.92|23.0|-8.88|5.48|6.37|54.46|2.73|95.49|0.0|4.0|-4.79|6.0|-5.73|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.8725|3.58|4.6112|-1288.306458|567.04|254.46|414.59|-0.18991|0.03392008|-1288.253849|9333.0|5.03|5.03
4_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|0.0|0.004633887|0.0|-0.121159855|2|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0.011775922|-0.027355932|2|0.783871003|0.019305509|0.84420422|0.8124901999999999|1|-0.07804769|-0.092556319|0.444849947|-42.46254967|-50.35610033|-0.03525955|-27.39669054|0.0|-23.10213311|57.78603076|-19.18327632|0.402148382|475.6168721|-805.6976052|1528.797085|0.193395607|6.468023748999999|10.818777699999998|0.67265584|105.2186243|-438.3470487|23.78275706|0.013656479|998.8757964|471.7712484|7.429930428|1.0|1.0|0.0|1.0|2.0|2.75|22.0|-8.79|4.83|5.71|58.04|3.1|106.52|0.0|3.0|-5.92|3.0|-4.99|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|1.61e-09|5.81e-07|5.7708|4.44|3.73|-1509.4201369999998|576.9|214.85|432.89|-0.1547|0.03342033|-1509.3147789999998|32.0|7.5|7.5
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|6.605297921|1|1|0.0|-0.064667223|4.59511985|-0.044044637|3|0.028472222|-0.087807028|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|0.00294424|2|0.785672769|-0.000453155|0.846075714|0.7086274779999999|0|-0.088586421|-0.08834189|0.6253256110000001|-51.29122728|-51.14964436|-0.032911684|-29.61546471|44.8382925|-29.69744072|66.24061038|-19.05574986|0.4861134689999999|445.9858336|-971.8432428|1906.512273|0.331953623|6.080741586|11.83284872|0.945954873|192.1999837|-562.6938294|28.52459128|0.026064002|1454.754155|663.2688909|15.09096602|1.0|0.0|1.0|1.0|2.0|3.96|23.0|-7.91|3.75|4.36|92.79|1.23|120.73|0.0|6.0|-4.49|5.0|-6.83|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|2.88|0.0|1.24e-08|5.23e-06|5.8802|4.41|4.2643|-1388.094657|611.03|210.85|432.84|-0.17826|0.0533144|-1387.945865|446.0|6.3507|6.3507
30_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.435022468|-0.069449687|4.727387819|-0.184735553|2|0.038387534|0.013114301|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|-0.079370393|2|0.8485444809999999|0.074217097|0.913855507|0.651797437|1|-0.108232368|-0.107296835|0.384732322|-64.94243028|-64.38108459|-0.0383202979999999|-38.63044093|76.90733636|-38.96726396|81.25550675|-22.9932445|0.4680850139999999|407.3992771|-965.7162688|1558.731067|0.320552431|6.886726437999999|12.94704346|0.879999675|192.3403721|-579.456614|33.84108731|0.028122734|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|1.0|2.0|3.03|21.0|-7.24|2.71|3.93|98.72|1.78|104.25|0.0|5.0|-4.22|5.0|-6.95|-4.1|6.05e-05|24.0|7.94e-05|2.5|0.0|5.74e-08|2.28e-05|3.7159|3.89|3.7159|-1696.078047|615.85|333.66|478.04|-0.1517|0.0420327|-1695.9887|13.0|7.9|7.9
9s_a24|0.0|1|0|0|2.9568988810000003|0.0|0|6.605297921|1|1|0.0|-0.222173285|4.59511985|-0.00570386|4|0.023585859|-0.050919714|-0.190782186|0.006748865|-0.060407836|10.96129902|0.013901071|-0.359715589|3|0.773544454|0.0256742079999999|0.8327425070000001|0.748077475|0|-0.049825449|-0.063587778|0.483170382|-30.93968263|-39.48555839|-0.019465646|-24.51900941|0.695462853|-19.21235005|61.19761205|-12.08741583|0.47085169|548.5261887|-592.2833757999999|969.5210193|0.554839231|9.124394347|17.24354813|0.889829339|344.5337711|-367.7851412|27.15292246|0.03496522|1330.4932|604.8829955|21.71205366|0.0|1.0|1.0|1.0|1.0|3.43|29.0|-8.11|3.15|4.29|77.21|0.81|115.67|0.0|4.0|-3.36|4.0|-7.2|-4.06|0.000434|171.0|8.71e-05|2.11|0.0|7.73e-09|3.04e-06|3.0726|1.82|2.6707|-1270.994965|654.28|403.51|521.4|-0.10865|0.03640642|-1270.796154|32.0|7.4949|7.4949
