molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|n5aRing|n5aHRing|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GRAVp|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
7h_a8|0.0|0|0.0|1|7.05012252|0|0|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|-0.073219554|0|0.04737037|-0.016074683|0.0|1|1|0.141285105|-0.382578949|0|0.515235986|0.041366689|0.7677336090000001|0|-0.0934764819999999|0.314190914|-53.71230941|-53.88211443|6.71377223|131.9948047|-0.041038456|-31.05895923|3.86998135|47.81104825|0.892830345|58.94376531|2534.324886|-969.8780597|-13.63564064|13.42380338|0.768693264|5657.402114|61.77519141|-559.0612661|-452.8739011|446.5544107|5.061650885|1.0|3.12|0.0|23.0|5.52|5.49|4.27|0.0|1.0|3.0|28.0|-5.27|0.0|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|4.66|1.0|3.5e-09|-0.06799|3.9282|3.9282|593.53|999.62|315.62|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-1285.017252|0.3885|-0.16076|7.0847|-0.22875|0.03092828|9.1188|4.9788
12l_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|2|0.039061728|0.128666217|0.0|1|1|-0.175397741|-0.428857427|1|0.8707354620000001|-0.079106537|0.8772535459999999|0|-0.107815735|0.3827446779999999|-52.05361632|-70.17688229|14.33450402|101.6575135|-0.038052612|-45.67788557|9.330278191|1.281955437|0.7379583590000001|83.76912404|2843.514589|-1263.1838810000002|-16.12160667|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|-309.7725155|642.3830552000001|13.59224175|1.0|4.78|0.13|17.0|2.75|1.76|1.38|0.0|1.0|5.0|31.0|-6.68|0.0|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|2.95|0.0|2.21e-07|-0.0510399999999999|3.8619|3.8619|686.83|1155.07|321.05|0.4524|321.05|530.75|0.6925|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|0.03508404|7.2021|7699.0
14l_a23|0.0|1|0.0|2|7.423568444|0|0|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|2|2|-0.136106024|-0.448622017|2|0.725800261|-0.1010279259999999|0.836852328|1|-0.078204688|0.215920645|-35.3275485|-51.59307331|12.31633167|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|61.54673359|2879.181064|-1083.45454|-14.29549842|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|-382.1434717|666.0036144999999|9.953660282|0.0|3.51|0.09|26.0|3.88|4.33|3.24|0.0|1.0|5.0|31.0|-6.1|0.0|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|1.65e-08|-0.07191|3.6274|3.6274|694.65|1185.79|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|0.01168219|8.2422|8.1798
4i_a46|0.0|0|0.19654443|1|7.825245291|1|1|2.184105962|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|0.0|1|1|-0.091288438|-0.22302552|1|0.7204791309999999|-0.17856753|0.786754478|0|-0.075208437|0.263514985|-33.08099617|-42.48203383|8.847405392999999|33.45060163|-0.025069479|-23.99628633|4.997521397|70.55661087|0.763831778|49.04951810000001|2200.19132|-722.1945751000001|-7.998762108999999|10.47951666|0.685288314|4893.587424|133.40134070000002|-407.9368676|-298.0546045|579.2365607|6.567484272000001|1.0|3.88|0.36|17.0|4.79|5.07|3.06|0.0|1.0|3.0|26.0|-5.31|0.0|1.0|1.0|4.16|-5.04|1.16e-05|0.00403|9.13e-06|4.38|0.0|5.04e-08|-0.01646|5.3987|4.4232|611.74|1058.5|280.31|0.2805|229.66|546.24|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|0.02614355|3.8696|6.2132
6b_a40|0.0|0|0.0|1|8.421342866|1|2|1.710647518|0.135693438|-0.014861289|6.401917197|-0.069975812|0|0.039863946|-0.137534783|0.6899826|2|2|-0.033583055|-0.630957955|0|0.691778838|-0.307881994|0.90571269|1|-0.118488624|0.417254814|-72.13527644|-79.36130196|9.771129787|165.1465831|-0.049599889|-53.15460718|6.544506614|34.43877986|0.878140798|87.29061302|3214.047452|-1428.503435|-22.2507658|12.51342818|0.793750992|8482.600495|81.61884754|-956.7829293|-506.5422338|618.8882797|7.929311055|1.0|4.02|0.21|14.0|5.67|4.38|2.61|1.0|2.0|5.0|31.0|-5.85|1.0|0.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|5.03|1.0|6.21e-06|-0.09533|3.1026|3.1026|687.2|1183.07|399.62|0.4962|399.62|552.01|0.69429|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|-0.21904|0.03026498|11.3203|7.5229
12b_a5|0.0|0|0.0|0|6.605297921|2|2|0.0|-0.297319874|-0.001991527|4.59511985|0.023224044|3|0.0252713179999999|-0.021265946|0.0|0|0|-0.110182753|-0.1708042239999999|2|0.8417504029999999|-0.033036296|0.819417554|0|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|108.7155967|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|59.53145615|2602.046823|-735.3231872|-8.135654442|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|-38.31786425|727.8586176|16.27715102|0.0|4.05|0.33|18.0|3.29|0.72|1.54|0.0|1.0|5.0|30.0|-7.57|0.0|1.0|0.0|1.44|-3.45|0.00503|2.0|0.000359|1.63|0.0|2.14e-08|-0.10395|4.6156|1.4454|669.05|1149.51|857.76|0.2345|268.62|505.16|0.42949|0.70615|-1276.940335|0.0001|-0.06212|5.7174|-0.16607|0.03447919|8.2868|7.3768
1f_a5|0.0|0|-4.398485453999999|0|6.605297921|0|0|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|2|0.029105691|-0.118028278|0.0|1|1|0.004923698|-0.401165734|2|0.525406088|-0.000969932|0.834250802|0|-0.083857856|0.45528118|-50.98614411|-46.77243802|4.687041957|62.42799372|-0.035639589|-26.08772825|2.614237829|0.21377016|0.757522389|57.83835135|2482.949545|-795.1314464|-11.0872845|13.35549635|0.8764524309999999|5474.331675|135.2439659|-443.4913802|-287.2706403|403.396385|11.06591332|1.0|2.9|0.05|23.0|5.48|6.37|2.73|0.0|1.0|4.0|27.0|-5.73|1.0|0.0|1.0|4.23|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|1.3300000000000002e-09|-0.05346|4.7485|4.5758|577.11|958.06|270.96|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|0.0228|-0.18224|3.7852|-0.2357|0.03370206|4.9879|6.6198
4a_a49|0.0|0|0.0|1|7.535296702|1|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|1.713107022|1|1|-0.060391347|-0.403194204|2|0.7541604690000001|0.032396301|0.856023531|1|-0.087863033|0.433367368|-57.79201133|-53.88810275|10.51443916|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|0.650301539|68.37721704|2675.628678|-916.0977468|-11.01687292|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|-184.3656985|620.5697596|14.48911428|0.0|3.35|0.22|21.0|3.4|2.83|1.25|0.0|1.0|6.0|30.0|-7.52|0.0|0.0|1.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|4.35e-08|-0.06461|4.7259|3.7876|660.19|1128.22|327.34|0.1935|262.35|504.63|0.35731|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|4.8706|7.4949
3_a4|0.0|0|0.0|1|7.535296702|1|1|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|0.033760684|-0.07806942|2.180369373|1|1|-0.08121207|-0.133874898|2|0.637819558|0.0904255319999999|0.8367373309999999|1|-0.06572153|0.462670692|-25.5405205|-31.92506825|5.133610255|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|39.38579676|2159.04913|-478.8760237|-5.815502811|8.486341272999999|0.7560922609999999|4677.30755|136.1652785|-232.6201124|-213.4321476|409.0289917|7.460728516|1.0|2.99|0.15|21.0|4.02|4.11|2.44|0.0|1.0|2.0|24.0|-5.99|0.0|1.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|3.12|0.0|6.49e-08|-0.04964|4.9088|4.0639|535.44|905.23|305.09|0.1415|252.57|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|0.024645265|3205.0|6983.0
16b_a32|-3.3094926630000003|1|0.0|0|7.765993078999999|0|0|0.0|0.0873104119999999|-0.008469352|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|2.033356859|3|3|-0.222700615|-0.586122949|0|0.745820612|-0.098450203|0.907055332|1|-0.1083060409999999|0.559199331|-56.84546999|-69.39772428|10.12961779|162.40756509999997|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|0.7476362679999999|80.37824892|3037.795494|-1040.965864|-14.19159402|11.05406524|0.709394251|6612.089615999999|161.7035261|-667.0049190000001|-317.3487516|597.8890744|10.98052464|1.0|3.71|0.28|19.0|5.4|4.88|0.41|1.0|1.0|7.0|28.0|-6.72|1.0|0.0|1.0|3.26|-4.55|5.19e-07|0.000225|2.84e-05|3.14|0.0|2.54e-08|-0.05946|3.6211|3.6211|676.92|1137.73|342.39|0.2849|342.39|567.01|0.70233|0.70233|-2315.757928|0.2849|-0.14995|4.4055|-0.2094099999999999|0.03900066|7.0093|7.7696
17a_a22|0.0|0|0.0|1|6.842683282|0|0|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|2|0.043274232|-0.054347074|1.67348685|1|1|-0.126659773|-0.3626566539999999|2|0.830653242|-0.010355535|0.805071997|1|-0.08790445|0.345497724|-49.30541729|-60.0620365|9.597299109|96.01444244|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|73.26110471|2910.035347|-1201.24073|-14.39939974|16.63169381|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|-288.28178110000005|784.2697099|13.19906822|1.0|4.02|0.15|27.0|3.93|4.93|2.01|0.0|1.0|7.0|33.0|-6.39|0.0|1.0|0.0|2.25|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|3.62|0.0|7.41e-10|-0.15124|4.8502|1.3971|731.19|1253.39|887.46|185.0|255.63|577.52|0.46268|0.71303|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|0.02170866|2268.0|7.0862
3_a47|0.0|0|0.0|0|0.0|0|0|0.0|0.013076203|-0.008740449|0.0|-0.130414103|2|0.03308642|-0.013350303|1.416887578|0|0|-0.024240921|-0.457330633|2|0.900251233|0.022804181|0.780628097|1|-0.0948001|0.4661246329999999|-43.59237092|-49.71258151|4.514659074|76.18000386|-0.036461577|-26.06896797|2.367459086|1.139378223|0.7849694909999999|58.22383723|2243.894237|-745.6887227000001|-10.02652614|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|-298.8724505|418.022895|8.511255722000001|1.0|2.59|0.0|22.0|4.32|5.4|2.88|0.0|1.0|3.0|25.0|-5.16|0.0|1.0|1.0|4.02|-5.35|2.86e-06|0.000995|4.49e-06|4.6|0.0|3.829999999999999e-09|-0.05717|5.6998|3.7284|556.65|941.44|332.54|0.2342|217.52|402.58|0.52977|0.69138|-1469.969304|0.2182|-0.15473|4.0226|-0.2119|0.03619487|5.3274|6.5
12v_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.037440652|-0.006974714|5.351858133|-0.029548782|2|0.04625323|-0.099831334|0.0|1|1|-0.0857954809999999|-0.471153275|1|0.8149999040000001|-0.080971844|0.889479916|0|-0.0971402169999999|0.404950755|-52.18846092|-65.72041011|10.70556236|101.4008026|-0.037666615|-44.46327619|7.242869835|0.0|0.806069067|75.73440678|3001.758432|-1248.687792|-17.2408622|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|-414.1432908000001|685.6665849999999|10.01399667|1.0|4.62|0.14|17.0|5.11|3.92|3.79|0.0|1.0|5.0|31.0|-5.52|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|1.58e-08|-0.0563|3.5507|3.5507|715.58|1209.1|349.18|0.1601|349.18|573.82|0.68405|0.68405|-2494.739831|0.1601|-0.1505099999999999|2.9171|-0.20681|0.03495552|4105.0|7.6596
4S4l_a46|0.0|0|0.171853072|1|7.825245291|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|1|1|0.010799648|-0.3888343979999999|1|0.7940662409999999|-0.229089688|0.762625193|0|-0.084663086|0.213675946|-49.45536962|-46.10883478|3.888872426|57.30330315|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|49.6055056|2166.052483|-829.959026|-8.862913904|10.68377935|0.884798257|4920.211524|66.47624804|-452.0086091|-411.6630752|579.2365607|3.496670823|1.0|3.92|0.36|17.0|4.64|5.02|3.06|0.0|1.0|3.0|26.0|-5.23|0.0|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|4.49|0.0|9.980000000000001e-08|-0.02015|5.2929|4.1414|583.76|1040.96|299.38|0.2586|234.25|500.66|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|0.02696794|2.8473|6.5834
3c_a12|0.0|0|0.0|0|6.555356892000001|1|1|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|2|0.039605735|-0.14679559|0.0|1|1|-0.211367878|-0.545592465|1|0.923855679|-0.10295082|0.888353608|0|-0.099327724|0.242114395|-36.28720467|-50.25579322|6.688634392000001|79.00277721|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|61.16334136|2186.344105|-653.3253118|-8.698843907999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|-207.9738085|380.2468615|10.90754815|1.0|3.94|0.12|17.0|4.01|2.25|1.82|0.0|1.0|3.0|23.0|-6.18|0.0|0.0|1.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|2.91|0.0|1.67e-07|-0.07463|3.9848|3.5862|544.65|894.36|345.72|0.4687|311.14|399.38|0.43415|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|0.02665687|2.3061|7699.0
1_a1 (SKF-104365)|0.0|0|0.0|1|7.535296702|1|1|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|1|1|-0.300426726|-0.505981356|1|0.57031697|0.194988905|0.857919181|0|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|6.18316314|86.42113499|-0.029524467|-17.369816|2.859900586|63.42504103|0.709744919|46.32985169|1997.193006|-450.6467387|-6.316296726|9.042613965|0.71469847|4225.4765640000005|134.2517831|-208.4377919|-194.0267797|297.2783688|8.775956802|1.0|2.97|0.12|17.0|3.93|4.28|2.52|0.0|1.0|2.0|21.0|-6.01|0.0|1.0|1.0|3.27|-4.02|0.000159|0.0472|9.65e-05|2.96|0.0|9.93e-07|-0.03482|3.8901|3.8901|491.18|809.96|318.72|0.2178|318.72|358.09|0.70081|0.70081|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|0.02377006|6.9338|5.7959
12a_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|3|3|-0.1534110109999999|-0.583507277|0|0.788133615|-0.125149165|0.8966299409999999|1|-0.109151429|0.288267255|-53.20970382|-68.06885478|10.31184223|131.7691491|-0.0308471429999999|-42.44899997|6.430656017|62.28768050000001|0.667706375|81.41372467|2572.916338|-884.8951120999999|-11.99645651|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|-209.1696096|557.1050635|13.34486989|1.0|3.45|0.26|19.0|6.49|4.19|1.1|1.0|1.0|7.0|27.0|-6.32|1.0|0.0|1.0|3.6|-4.5|9.78e-07|0.000389|3.17e-05|3.39|0.0|2.23e-08|-0.05222|3576.0|3576.0|667.68|1114.3|346.71|0.2908|346.71|548.66|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|0.03682626|4.2371|7.6021
8h_a8|0.0|0|0.0|1|7.05012252|0|0|1.241306689|0.038482973|-0.010324979|4.844187086|-0.249095464|0|0.046205674|0.008138299|0.0|1|1|0.254819201|-0.53822084|0|0.578166105|0.010682683|0.751162751|0|-0.11302328|0.273425421|-72.14530885|-66.4523265|6.58499063|233.7669182|-0.048805507|-39.07081527|3.871662077|53.78973456|0.918315905|70.94463092|2623.688756|-1262.594204|-16.87148841|13.58738632|0.822939833|5956.417906000001|48.02637252|-742.3454901|-491.8998117|485.8626377000001|4.492304417|0.0|3.11|0.0|23.0|4.69|4.72|4.11|0.0|1.0|4.0|29.0|-5.98|0.0|0.0|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|1.01e-05|3.82|0.0|1.13e-08|-0.06344|4801.0|3.7327|608.39|1029.51|332.16|0.3011|258.25|480.09|0.56196|0.69844|-1361.455676|272.0|-0.15475|3.4779|-0.21819|0.03330037|4.4356|4.9359
12m_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.096631895|-0.01047558|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|0.0|1|1|-0.152855196|-0.5409445629999999|1|0.817497287|-0.0974968869999999|0.893689741|0|-0.103359773|0.415971907|-57.96147772|-70.1324196|18.55926485|147.06395700000002|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|0.773732767|83.3641853|3058.3084710000003|-1402.648392|-18.66147291|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|-371.4702679|683.7405759|13.2317657|1.0|4.66|0.13|17.0|3.4|2.48|2.06|0.0|1.0|6.0|32.0|-6.22|0.0|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|3.7600000000000003e-07|-57.0|5.0617|3.5496|714.92|1204.39|349.29|255.0|244.95|578.87|0.33392|0.68404|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|0.04041755|5.1279|7.5114
25_a47|0.0|1|0.0|1|6.86171134|0|0|1.234859637|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|2|0.043695652|-0.055724653|1.087932079|1|1|-0.235822787|-0.545763902|2|0.6553889970000001|0.004104478|0.906449648|1|-0.08797211|0.574771479|-44.52300552|-53.40631957|12.27779881|129.3338553|-0.031278972|-32.42203672|7.453635586|51.5831002|0.6238742279999999|71.17072517|2704.5905190000003|-854.5011131000001|-11.52783528|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|-150.4037281|513.2159236|17.76440561|0.0|3.26|0.1|21.0|3.29|4.95|3.08|0.0|1.0|5.0|29.0|-6.3|0.0|0.0|1.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|3.53|0.0|9.79e-09|-0.06331|4.8002|3.9878|626.55|1062.81|310.91|287.0|258.29|491.7|0.53663|0.68761|-1735.2218059999998|0.0702|-0.16588|3.8832|-0.22919|0.0285712999999999|5.1625|7.8
14c_a22|0.0|0|0.0|1|6.842683282|0|0|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|1|1|-0.160566657|-0.364626967|2|0.667111824|0.010828071|0.8353837409999999|1|-0.080077573|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|96.05497587|-0.030217952|-41.50359456|12.73426132|78.22334636|0.66168729|75.5139152|3079.4894480000003|-1152.997336|-15.66173379|16.03849168|0.8592469290000001|6882.45|243.5598613|-830.0718911|-232.8055235|731.8178649|17.86404838|0.0|3.49|0.08|27.0|3.9|4.18|1.08|0.0|1.0|6.0|34.0|-6.96|0.0|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|2.9|0.0|5.269999999999997e-10|-0.07399|5.7361|3.6741|715.52|1241.55|337.45|0.5079|216.15|575.8|0.3078|0.69113|-1460.324494|0.0694|-0.15408|7.3824|-0.22807|0.03150011|9.04|6.8153
16_a4|0.0|0|0.0|1|7.535296702|1|1|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0|1|1|-0.0513920109999999|-0.214481956|1|0.490768328|0.0293772029999999|0.8366279120000001|0|-0.080093659|0.292255386|-36.11951685|-39.44800181|6.761192037000001|103.5057102|-0.033372358|-19.42906425|3.330045338|74.430775|0.832461695|45.11883447|2101.6948030000003|-591.7200271|-8.095443438|10.19502391|0.837568182|4520.2597670000005|82.51653675|-291.4359638|-327.4903335|322.8922084|5.67083266|1.0|3.26|0.11|17.0|4.49|4.96|3.44|0.0|1.0|2.0|23.0|-5.64|0.0|1.0|1.0|3.91|-4.43|0.0001199999999999|0.0371|3.68e-05|3.59|0.0|4.33e-07|-0.03965|4511.0|4.2257|515.68|856.55|293.41|0.2213|274.85|407.99|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|1.9873|6.4647
3_a27|0.0|0|0.0|2|6.605297921|0|0|3.127072625|0.124551908|-0.00648099|4.59511985|-0.096132106|2|0.040512821|-0.172132163|1.177265999|1|1|-0.341338963|-0.479874452|2|0.640545265|0.038685745|0.8759548629999999|1|-0.086153958|0.397733752|-31.82136336|-44.61323499|9.960129259|71.40072181|-0.032307734|-23.10213938|5.157668895|57.97805043|0.733853752|54.32114618|2294.213272|-669.1985248999999|-8.663302268999999|11.64968556|0.803947133|4960.583812|137.8189165|-346.53209080000005|-242.1936891|401.7540197|9.707911187|1.0|3.03|0.05|21.0|2.8|2.94|2.18|0.0|2.0|3.0|25.0|-6.41|0.0|1.0|1.0|2.74|-3.99|0.0002|0.0658|0.000103|2.67|0.0|1.29e-06|-0.05512|5.5045|3962.0|547.92|931.06|312.93|0.2305|225.24|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|-0.16457|2.7811|-0.21969|0.02032437|4.1551|8.3979
18d_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|1|1|-0.120380857|-0.4624430539999999|1|0.669561738|-0.149451598|0.870930234|0|-0.103191184|0.346980269|-49.44608411|-65.3088221|11.29282624|124.5022473|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|75.80070349|2848.574353|-1175.558798|-15.18369704|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|-358.5765637|618.6004214|10.49188139|1.0|4.75|0.14|17.0|4.25|3.18|3.2|0.0|1.0|5.0|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|-0.05506|5.0125|3.4682|669.66|1129.46|357.49|0.3856|247.35|508.7|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|0.03258724|6.2946|7.6737
14a_a10|0.0|0|0.0|1|7.535296702|2|2|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|1|1|-0.344811314|-0.168193178|2|0.76857495|-0.007680215|0.770129205|1|-0.070610745|0.43555903|-32.23041637|-51.23835032|9.840503082|64.18371923|-0.018970051|-37.18086445|7.140714112|134.15514270000003|0.542015878|67.14248252|3075.550631|-922.2903058|-9.988888957|18.88856367|0.8833450959999999|6754.660977|332.3339934|-669.2555601|-60.97724212|1003.968547|15.9041322|0.0|3.98|0.39|21.0|4.16|3.36|1.94|0.0|1.0|7.0|35.0|-6.82|0.0|1.0|0.0|3.43|-4.8|6.159999999999999e-05|0.0288|1.58e-05|3.29|0.0|6.55e-09|-46.0|5.5808|3802.0|800.01|1380.89|326.1|0.2835|222.16|645.26|0.34245|0.7047100000000001|-1489.42155|0.0005|0.2422099999999999|3.1205|0.19621|-0.14757681|4.8004|7.1308
3c_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.025890116|-0.006923974|5.733341277|-0.048337951|0|0.043817204|-0.0522536959999999|2.224112182|3|3|-0.145525719|-0.5427297289999999|0|0.831186295|-0.019130435|0.901864778|1|-0.0943910459999999|0.216289509|-34.91603827|-48.52416391|7.772301225|57.18235134|-0.0288417079999999|-24.94510426|3.995552912|0.0|0.693952122|57.94025396|2152.627425|-533.7658031000001|-7.622115192000001|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|-199.4122311|370.5811396|9.416090047|1.0|3.22|0.19|19.0|6.61|4.68|1.7|0.0|1.0|3.0|22.0|-5.35|0.0|0.0|1.0|4.02|-4.91|6.65e-07|0.000217|1.22e-05|4.14|0.0|1.28e-07|-0.05487|3.5169|3.5169|544.22|903.81|352.54|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|3123.0|-0.1970599999999999|0.02415856|5.0659|8.0458
7l_a46|0.0|0|0.256706467|1|7.727094485|1|1|2.1525548|-0.2644255789999999|-0.00090473|5.533389489|0.017668261|2|0.04006734|-0.203375108|0.0|1|1|-0.143129469|-0.1082221709999999|2|0.659888413|0.076724694|0.825629852|0|-0.06289606|0.253138137|-27.30136533|-30.34397256|5.5935102720000005|44.79605077|-0.022013621|-14.63933792|2.698568452|51.39110437|0.67467081|38.22273917|1920.310099|-424.8156159|-5.1237682730000005|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|-168.5385796|375.721552|7.878766604|1.0|3.04|0.28|17.0|3.59|3.59|1.89|0.0|1.0|2.0|22.0|-6.22|0.0|1.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|2.61|0.0|5.19e-07|-0.03324|4.5464|4.5464|517.29|879.87|272.71|0.2024|272.71|414.82|0.68834|0.68834|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|3.9009|5.7122
