molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|n5aRing|n5aHRing|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GRAVp|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
1h_a5|0.0|0|0.0|0|6.605297921|0|0|0.0|-0.259241577|-0.001978474|4.59511985|-0.009075016|2|0.026339869|-0.02598568|0.0|1|1|0.0578378779999999|-0.20140246|2|0.71274658|-0.082079343|0.8436458929999999|0|-0.069496749|0.39793593|-35.25675213|-36.2462047|4.588992214|62.25239147|-0.027798699|-18.90429957|2.393400474|0.484419999|0.7450549759999999|44.51475742|2107.271793|-579.9392753|-7.561719827|13.14687756|0.958891501|4334.547353|132.96722079999998|-302.4687931|-255.618083|409.0289917|8.268552715|1.0|2.8|0.05|23.0|4.99|4.51|2.13|0.0|1.0|3.0|24.0|-5.77|0.0|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|3.87e-09|-0.04124|4652.0|4.3651|556.57|934.7|284.03|0.3333|266.52|430.83|0.4112699999999999|0.57155|-990.472129|0.1754|-0.17797|2.2396|-0.21921|0.031392033|3.3752|7.5528
12o_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.040770975|0.03842353|0.0|1|1|-0.213993335|-0.5110239679999999|1|0.859938421|-0.01854899|0.848816593|0|-0.10624773|0.514457955|-59.0895896|-76.51720886|16.85373064|173.4105814|-0.03541591|-55.10596064|12.13767506|112.1259723|0.666462845|95.66406176|3009.981519|-1453.826968|-18.36865355|13.80895167|0.885724665|6622.134304|240.2059039|-1047.013252|-239.7655413|757.7532208|19.1468529|0.0|4.97|0.17|17.0|2.38|1.65|1.49|0.0|1.0|7.0|33.0|-7.66|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|1.85|0.0|1.1800000000000001e-07|-0.05456|5.1927|3.8726|728.07|1240.51|320.16|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|0.04371335|6.6471|7.3979
7d_a10|0.0|0|0.0|1|7.535296702|1|1|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|1.591760572|1|1|-0.089622042|-0.2018053139999999|2|0.531023495|-0.051603612|0.869684772|1|-0.070901708|0.421731106|-31.47566249|-37.61597161|5.567989142999999|84.32774259|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|45.08492005|2348.343588|-564.2395741|-6.961625817000001|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|-243.607074|460.1866123|7.468948447000001|1.0|3.21|0.19|21.0|4.92|4.97|3.04|0.0|1.0|2.0|26.0|-5.83|0.0|1.0|1.0|3.95|-4.72|5.98e-05|0.0206|1.9e-05|3.62|0.0|1.46e-08|-0.05634|5.8433|3.8856|574.87|970.29|319.09|0.2593|212.18|417.68|0.32059|0.68393|-1129.003694|0.0941|-0.1633099999999999|3.0178|-0.21965|0.02250617|3.4695|6.0325
8g_a8|0.0|0|0.0|1|7.535296702|1|1|1.298078704|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|0.0|1|1|0.162134281|-0.508072694|0|0.6784762320000001|-0.0571942009999999|0.790058057|0|-0.129695841|0.298992226|-83.78686741|-79.46906035|19.06725815|285.5736014|-0.052430233|-48.6934008|11.68315869|67.54104396|0.8330608209999999|90.27531534|2889.141422|-1509.912147|-19.68456628|14.28792131|0.920192814|6581.432140999999|102.2893227|-925.1746152|-408.1554248|551.1746801|10.80625499|0.0|3.31|0.04|23.0|4.11|3.89|3.01|0.0|1.0|4.0|31.0|-6.34|0.0|0.0|0.0|3.5|-4.94|5.01e-06|0.00209|1.16e-05|3.53|0.0|4.01e-08|-0.05849|3.7495|3.7495|635.27|1083.78|330.67|0.3904|330.67|489.97|0.69221|0.69221|-1450.728709|0.3904|-0.15542|6.0697|-0.21391|0.04147516|7.5762|5.3768
22_a10|0.0|0|0.0|1|7.535296702|1|1|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|1.880539113|1|1|-0.208132084|-0.356699217|2|0.670763832|-0.033474297|0.79665945|1|-0.0649866779999999|0.775071808|-41.96631248|-50.61577509|13.023146|101.3847763|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|71.13124588|3241.833491|-1062.931277|-13.57178303|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|-100.1982412|916.8601445|20.51547079|1.0|3.74|0.17|27.0|4.64|5.6|2.8|0.0|1.0|6.0|36.0|-6.29|0.0|0.0|0.0|4.26|-5.53|4.55e-06|0.00217|2.95e-06|4.1|0.0|4.27e-10|-0.05712|4.8251|3.8517|770.92|1339.48|321.89|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|6.5841|5.9586
9d_a40|0.0|0|0.0|1|7.515889085|0|0|1.839557351|0.007834411|-0.003961493|5.4161004020000005|-0.022152094|0|0.045555556|0.153818743|0.89023715|2|2|0.019621984|-0.4887998529999999|0|0.601831605|-0.223631751|0.8221990920000001|1|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|30.08152399|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|41.42218692|2109.570685|-553.912646|-8.395657932|15.06105494|0.87714454|4401.742338|68.83858806|-285.4523697|-377.6610668|346.9019309|4.49467719|1.0|3.25|0.06|20.0|5.2|5.09|4.07|0.0|1.0|2.0|22.0|-4.62|0.0|1.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|2.23e-06|5.16|0.0|1.01e-07|-0.06906|4.6073|3.3464|542.19|892.69|370.51|0.4888|269.1|446.84|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|6.2032|-0.20781|0.01113991|7.9502|6.9706
47n_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|0.0487694459999999|-0.007614955|4.844187086|-0.057061805|0|0.032169312|0.017491759|0.0|0|0|-0.258092915|-0.529441732|0|0.722991132|-0.083719099|0.726888951|0|-0.091185806|0.288989992|-65.43887366|-75.24728669|8.759783644|171.2889916|-0.031974244|-62.09468789|7.228646444|47.476904100000006|0.783921929|86.44740177|3349.802294|-2031.676741|-21.77346199|20.17045476|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|-468.58948260000005|1306.125688|11.20011508|1.0|4.69|0.31|18.0|3.67|3.31|2.72|1.0|1.0|13.0|40.0|-6.68|0.0|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|4.1|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|3.2028|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|2.4754|-0.18391|0.02839695|3.3568|7.1938
12u_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0|1|1|-0.163978382|-0.438988314|1|0.901715152|-0.018047007|0.855176759|0|-0.0969881059999999|0.3765068079999999|-50.53295452|-67.50289394|12.27663887|109.8080843|-0.03452119|-46.98143813|8.544435884|5.944854912|0.77938748|78.06218646|2831.106839|-1417.5607730000002|-16.72220679|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|-388.9026034|799.5563855|10.55929252|1.0|5.05|0.24|17.0|3.85|3.01|2.66|0.0|1.0|6.0|32.0|-6.19|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|0.0|4.2e-08|-53.0|3.8847|3675.0|739.12|1254.5|337.37|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|7.8877|7.7959
13d_a5 (GW788388)|0.0|0|0.0|0|6.605297921|1|1|0.0|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|-0.092509033|0.0|1|1|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.047169811|0.834800344|0|-0.0844793|0.54169129|-57.42492153|-55.87383979|9.637686167|149.40573999999998|-0.0291837579999999|-36.95444874|6.374277851|44.69922692|0.669182121|70.45205183|2834.036315|-1061.602956|-12.76608229|15.788837|0.954644629|6122.792779|218.7999323|-702.1345259999999|-223.7910275|723.0631751|14.57821204|0.0|3.21|0.2|23.0|4.56|4.11|1.37|0.0|1.0|6.0|32.0|-6.94|0.0|0.0|1.0|3.11|-4.35|4.429999999999999e-05|0.0189|4.5e-05|2.75|0.0|1.45e-09|-0.05542|4.6091|4.1706|707.09|1206.73|297.28|0.5251|269.0|532.01|0.42515|0.48848|-1390.294368|0.1549|-0.17299|2.4867|-0.22841|0.04130059|3355.0|7.7447
12f_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.10938259|0.0|1|1|-0.169994208|-0.438198895|1|0.902377067|-0.1188384119999999|0.8700396090000001|0|-0.100276611|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|103.2191714|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|76.51015325|2770.818472|-1323.224761|-15.59012402|13.84366076|0.8665086190000001|6000.985822|144.9540437|-873.0469447999999|-369.879252|729.1873176|10.34891518|1.0|4.94|0.21|17.0|3.62|2.45|2.45|0.0|1.0|6.0|31.0|-6.33|0.0|1.0|0.0|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|3.47|0.0|4.38e-08|-0.05035|5.2106|3.6545|699.88|1195.77|339.27|0.4374|237.95|545.55|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|0.02879265|7.8454|7.9586
12n_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|0.0|1|1|-0.120380857|-0.464204099|1|0.669561738|-0.149451598|0.870930234|0|-0.10528124|0.390449649|-52.4873066|-66.48079820000001|10.77573511|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|76.16725916|2848.910641|-1196.654368|-15.42118984|13.93957316|0.887350282|6353.890039|126.6686716|-755.6383024|-378.1217671|618.6004214|9.686460958|1.0|4.66|0.14|17.0|4.25|3.18|3.2|0.0|1.0|5.0|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|-0.05076|5.1999|3.4859|669.57|1131.65|355.67|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|6.32|7983.0
16g_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|0|0.03898374|-0.049658216|2.084553994|3|3|-0.202656848|-0.696926204|0|0.79965447|0.008494733|0.8821580379999999|1|-0.105500574|0.542303725|-57.77542509|-77.75914881|17.659402|132.1955522|-0.033839807|-57.31234426|13.01585399|43.37912747|0.6863323440000001|94.54074206|2833.521937|-1321.90553|-18.38320476|15.58880229|0.65902387|6372.261243999999|231.1885989|-974.3098525|-274.67233460000006|701.9321161|16.78159325|1.0|3.87|0.33|19.0|6.81|5.38|1.57|1.0|1.0|10.0|30.0|-5.69|1.0|0.0|1.0|4.37|-5.32|3.08e-08|1.36e-05|4.83e-06|4.65|0.0|6.890000000000001e-09|-0.05|3.6161|3.6161|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.70222|-2034.342619|0.2879|-0.14968|3.7346|-0.19968|0.02895494|4.3204|7.9586
12aw_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.066435701|0.0|1|1|-0.250781298|-0.4191703539999999|1|0.653741315|-0.056676035|0.892249657|0|-0.114701005|0.373775982|-56.73814908|-73.52224315|14.76755422|188.3390873|-0.041292362|-47.12705211|9.4658605|1.343623915|0.749052287|87.37742985|2901.451841|-1323.400377|-16.96573876|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|-319.2802512|593.6088758|13.8551867|1.0|4.73|0.14|17.0|3.55|3.0|2.78|0.0|1.0|5.0|31.0|-6.8|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|-0.05513|5.2313|3.8763|666.09|1120.43|319.85|0.4088|237.0|507.71|0.38905|0.69109|-1431.180191|0.3892|-0.15688|4.8181|-0.21201|0.03134789|6.5278|8.0458
3b_a49|0.0|0|0.0|1|7.535296702|1|1|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|1.844602991|1|1|0.000850823|-0.405529602|2|0.7745859279999999|0.006213385|0.845992028|1|-0.0846496|0.482434361|-54.04959517|-51.77986692|8.304484449|153.4719941|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|0.656865946|64.91785551|2660.339607|-880.2577376|-10.35481932|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|-191.9087104|641.1445234|13.13798859|1.0|3.37|0.22|21.0|3.16|3.2|1.25|0.0|1.0|6.0|30.0|-7.42|0.0|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|0.000256|1.84|0.0|2.64e-08|-0.06115|4.6669|3.8418|664.15|1132.92|322.72|0.1978|265.67|480.08|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|0.0368692|3.1637|7.6021
6g_a40|0.0|0|0.0|1|8.421342866|1|2|1.628664494|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|0.607999575|2|2|0.05728593|-0.588058458|0|0.8316888240000001|-0.340429901|0.8917390820000001|1|-0.156296046|0.400587529|-107.2113398|-101.5916383|11.53799852|256.5226419|-0.059045173|-66.03405036|7.499640603|47.36081569|0.824204189|114.7475987|3142.74733|-1727.0578510000005|-24.9461968|12.10032156|0.740853565|7822.892656|114.2663866|-1122.578856|-421.4621621|590.1686672000001|13.1559604|0.0|4.06|0.21|14.0|3.43|2.48|0.59|1.0|3.0|5.0|31.0|-7.02|1.0|0.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|3.06|0.0|0.0013599999999999|-0.08622|3.3197|2.8135|669.8|1144.59|440.68|0.4971|373.48|514.77|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.11857|6.7231|-0.20479|0.03363483|8.9454|7.3279
12bf_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.024689509|-0.00832865|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|1|1|-0.250781298|-0.433281391|1|0.653741315|-0.033696875|0.892249657|0|-0.110255801|0.356652646|-58.26326838|-71.01192632|14.01562806|206.6543367|-0.037486972|-45.73631152|9.026978489|0.0|0.7054709690000001|86.28460578|2902.591295|-1207.2027480000002|-15.55034592|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|-264.6734075|593.6088758|15.27267945|1.0|4.72|0.14|17.0|3.55|3.0|2.78|0.0|1.0|5.0|31.0|-6.8|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|-0.0571299999999999|5.2319|3874.0|670.85|1120.94|320.04|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|7.5932|8.2218
3m_a32|0.0|1|0.0|0|7.773594467000001|0|1|0.0|0.013867955|-0.006290106|5.733341277|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|3|3|-0.086806406|-0.49476131|0|0.6943636479999999|-0.126422018|0.872498916|1|-0.09390309|0.317009723|-50.60363458|-56.15082133|8.029854976000001|120.7751424|-0.027127559|-33.57626169|4.801577352|0.0|0.674468222|67.1606709|2588.590536|-729.9606772999999|-9.699808932|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|-208.6520032|554.9424306|11.00984957|1.0|3.51|0.3|19.0|7.02|5.35|1.74|0.0|1.0|3.0|27.0|-6.17|0.0|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|1.39e-05|3.57|0.0|4.190000000000001e-08|-0.05731|3.5749|3.5749|641.52|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|8.0755|7.6383
28_a47|0.0|1|0.0|1|6.842683282|0|0|1.408016295|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|0.038387534|0.023813594|1.121067445|1|1|-0.126992366|-0.435485503|2|0.635684951|0.074217097|0.896193695|1|-0.106779291|0.310094808|-67.33744077|-63.47150284|15.50250691|234.5873429|-0.038135461|-37.72858603|9.214964819|83.61576722|0.65225927|82.27079846|2616.1598940000003|-952.0725426|-13.47449501|14.91533234|0.8964208090000001|5633.990508|206.7032519|-565.9287905|-181.0112167|428.5826478|18.79929562|0.0|3.08|0.05|21.0|2.49|3.84|1.67|0.0|1.0|5.0|28.0|-7.22|0.0|0.0|1.0|2.4|-3.66|0.000214|0.0816|0.000217|1.97|0.0|1.2099999999999998e-07|-0.05471|3675.0|3675.0|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|0.69002|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|0.03698465|8.17|7.6
15_a47|0.0|1|0.0|0|6.605297921|0|0|0.0|-0.164258919|-0.00516949|4.59511985|-0.072588375|2|0.042285714|-0.130885389|1.56205245|1|1|-0.017562097|-0.332654104|2|0.644280611|0.081171071|0.897881853|1|-0.0904066519999999|0.429825305|-45.1562696|-48.36220049|8.917011222000001|111.3994409|-0.033307714|-25.87091101|4.770072524|0.0|0.711630105|59.79410145|2327.320914|-677.0708068|-9.531388265|13.37174753|0.914412511|5075.773767000001|154.260803|-362.1927541|-226.4191275|383.4213189|11.43190096|1.0|2.89|0.06|21.0|4.69|5.28|2.83|0.0|1.0|3.0|25.0|-5.76|0.0|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|3.8|0.0|3.22e-09|-0.0591799999999999|4.3312|4.0594|552.16|930.51|305.43|0.2828|286.26|419.75|0.67203|0.68008|-1527.265523|0.0759|-0.16762|2.2271|-0.2268|0.03425526|3.7709|7.8
8b_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.113639567|-0.009362305|5.733341277|-0.057200812|0|0.03995614|-0.008128765|2.123714284|3|3|-0.1534110109999999|-0.577864293|0|0.788133615|-0.1152380009999999|0.8966299409999999|1|-0.108971309|0.253018806|-53.36442734|-68.4085006|10.49093175|132.9495116|-0.03079624|-42.94454179|6.585851946|68.21751748|0.669149204|81.73293254|2573.703546|-889.3105078|-12.13650094|14.95918599|0.845546757|5619.400983|207.6969342|-558.2790432999999|-212.3722924|557.1050635|13.32443194|1.0|3.46|0.26|19.0|6.49|4.19|1.1|1.0|1.0|7.0|27.0|-6.44|1.0|0.0|1.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|3.22|0.0|2.23e-08|-0.05404|3.5442|3.5442|671.54|1114.24|349.82|0.2943|349.82|558.16|0.70285|0.70285|-1880.539698|0.2943|-0.14717|846.0|-0.20121|0.03602276|1.2797|7.9208
21c _a23|0.0|1|0.0|2|7.525639975|0|0|3.311482916|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|2|0.043130342|0.0645437059999999|0.731360766|2|2|-0.036896213|-0.596546056|2|0.7641222459999999|-0.060079444|0.838980345|1|-0.098699133|0.2571258939999999|-59.46209153|-70.15570019|9.976937758|148.8448086|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|79.71722579|3161.1237530000003|-1543.4254039999998|-20.31615463|16.83467928|0.881854988|7227.157398|117.597286|-1097.07235|-475.6090385|762.0576580000001|9.5615256|0.0|3.68|0.08|26.0|3.1|3.42|2.49|1.0|1.0|6.0|34.0|-7.13|1.0|0.0|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|2.86|0.0|4.69e-08|-0.07892|3.6649|3.6649|747.88|1275.12|338.3|0.3329999999999999|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|-0.22981|0.03257532|8.3979|7.1752
11_a4|0.0|0|0.0|1|7.535296702|1|1|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|1|1|-0.046906237|-0.145254541|2|0.6575743310000001|-0.007574475|0.875868891|1|-0.06530408|0.4523305489999999|-31.35942689|-37.74083422|5.395547437|40.38918044|-0.023620625|-21.81135655|3.118219598|59.55648883|0.7560913159999999|44.63993001|2452.527871|-641.5941818|-7.889214068999999|13.18281017|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|-296.0029432|575.2252237|6.89909579|1.0|3.31|0.23|21.0|4.97|5.22|3.15|0.0|1.0|4.0|27.0|-5.74|0.0|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|3.99|0.0|8.89e-09|-0.05582|4907.0|3.78|630.04|1071.03|328.0|151.0|252.67|479.99|0.4444|0.65942|-1467.20045|0.0403|-0.15885|4187.0|-0.2146699999999999|0.02336674|5.3012|6.9586
9_a47|0.0|0|0.0|0|0.0|0|0|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|0|0|-0.045757939|-0.4477815529999999|2|0.7033922579999999|0.075092937|0.853035126|1|-0.0969292319999999|0.492394184|-44.13640712|-50.70744657|4.991260197|101.9336202|-0.036925422|-26.52703503|2.611122094|0.0|0.790651977|58.96976407|2292.652212|-811.319145|-10.10553715|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|-304.1026787|442.7664664|8.262317504|1.0|2.87|0.05|22.0|4.61|5.61|2.99|0.0|1.0|3.0|26.0|-5.26|0.0|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|6.3e-06|4.43|0.0|3.4000000000000003e-09|-0.05037|5.7429|3.7183|566.1|959.59|333.44|0.2294|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.1545099999999999|2.2966|-0.20488|0.03463008|3.4815|7.6
2_a47|0.0|0|0.0|0|0.0|0|0|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|2|0.027058824|-0.004557357|1.454085483|0|0|-0.0274111779999999|-0.444853768|2|0.916092248|-0.0253134039999999|0.728066943|1|-0.095655954|0.482748996|-41.57671973|-47.65477123|4.240150185|76.06154148|-0.036790752|-23.74109633|2.112397382|0.958043241|0.784978115|55.81329383|2105.761386|-714.8215685|-9.131190896|9.369924133|0.764993595|4559.060763|107.1215986|-356.116445|-283.9460863|392.6099255|8.158522603|1.0|2.58|0.0|22.0|3.7|4.75|2.39|0.0|1.0|3.0|24.0|-5.0|0.0|1.0|1.0|3.58|-5.11|3.46e-06|0.00109|7.75e-06|4.52|0.0|1.51e-08|-0.05285|3.7181|3.7181|536.13|902.07|333.46|0.2143|333.46|371.19|0.69102|0.69102|-1010.364507|0.2143|-0.15446|2.1266|-0.20731|0.03544055|3.1004|6.2
16a_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.205693867|-0.014399612|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|2.095743605|3|3|-0.199563743|-0.707456102|0|0.859696525|-0.098258706|0.909908319|1|-0.119471489|0.283324612|-56.2527503|-74.35152328|12.86051026|151.5123947|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|88.96104768|2615.514164|-1040.921326|-14.39564033|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|-244.9767673|532.685565|14.6095244|1.0|3.53|0.22|19.0|5.32|3.79|0.88|1.0|1.0|7.0|27.0|-6.85|1.0|0.0|1.0|3.06|-4.04|3.2e-06|0.00128|9.14e-05|2.65|0.0|5.04e-08|-0.0567299999999999|3.6314|3.6314|664.67|1096.48|341.42|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|0.2859|-0.15045|1.3736|-0.20718|0.04088655|1.8274|7.9586
23_a10|0.0|0|0.0|1|7.535296702|1|1|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|1.981673861|1|1|-0.207994181|-0.233801237|2|0.7338945809999999|-0.043248272|0.800727358|1|-0.072395864|0.535680357|-35.17017083|-51.27837225|6.81095873|60.05816353|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|60.76548004|3103.831885|-1179.402562|-13.47382337|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|-370.018179|930.6293092|9.487107794|1.0|3.8|0.21|27.0|5.11|5.81|2.99|0.0|1.0|6.0|35.0|-5.93|0.0|0.0|1.0|4.5|-5.7|4.19e-06|0.00193|2e-06|4.48|0.0|1.44e-10|-53.0|3.8034|3.8034|768.3|1336.11|325.98|0.2089|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|4.8954|6.1249
EW7203_a60|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.025672274|-0.00698487|5.351858133|0.0075638519999999|2|0.041767677|-0.092774356|0.0|1|1|-0.090115975|-0.458129101|1|0.80330079|-0.089945913|0.8839272779999999|0|-0.096226348|0.345488097|-49.19385637|-62.23028092|13.03554647|73.67602619|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|73.82739839|2913.880231|-1182.375337|-15.29301513|16.53092404|0.989250745|6403.777228|150.7881632|-764.6507562999999|-345.1309687|666.0036144999999|11.59711747|1.0|4.75|0.13|17.0|3.87|2.6|2.17|0.0|1.0|5.0|31.0|-6.35|0.0|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|1.53e-05|3.59|0.0|2e-07|-0.06188|5.0166|3.5192|678.83|1166.44|352.3|0.2385|247.15|546.85|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|8.0334
