molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|PBF|PNSA3|PPSA3|RPSA|WPSA3|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|CYP2C19 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
6_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|1.304328257|0.0|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|1.291219116|-0.392537045|-0.010708889|0.051455447|0.0402365489999999|-0.0094242819999999|-0.302730533|-0.020576777|-0.459934519|2|0.701994505|0.786041178|0.062425042|0.84654143|1|0.8419184120000001|0.446564415|-43.43026699|5.323543706000001|0.158081588|2.885749555|-1.547034008|-19.96679614|48.75381069|0.4059072379999999|456.3812788|1577.98246|-10.82346202|6.480620646|10.90843226|0.6832388209999999|111.4552019|-454.5854048000001|0.0154005|-319.1626428|1.0|1.0|2.91|0.05|-9.06|5.24|6.27|2.0|0.0|106.47|1.0|-6.02|4.0|-5.02|379.81|1.0|0.0|1.0|0.000362|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|-0.05354|5.5188|4.69|-1608.652005|576.56|990.85|0.2536|224.66|422.9|0.69305|-1608.50108|-0.1544|3.2606|-0.20794|0.03288085|4.2153|7.9|7.9
AKLKII_a46|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|0.006731579|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|1|0.837641394|0.271156366|-34.061229|4.924591245|0.162358606|2.335284369|-1.161800612|-15.74102977|38.98582025|0.47999819|397.2168972|792.7439217|-7.464534402999999|5.83938898|11.22955511|0.92307023|108.05343229999998|-261.2587041|0.015584114|-258.10190780000005|1.0|1.0|1.6|0.06|-7.21|3.9|3.39|0.0|0.0|85.32|1.0|-3.24|4.0|-6.5|287.32|0.0|1.0|1.0|166.0|0.000266|0.0764|2.19|0.0|0.0|6.18e-08|||||||||||||||||6.7423|6.7423
6g_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|0.604893315|1.628664494|-0.022381557|6.401917197|-0.261952754|0|0.039863946|0.607999575|-1.09669629|-0.019683422|0.07194868|-0.251161616|-0.018182514|-0.221674172|0.0312035079999999|-0.588058458|0|0.8316888240000001|0.832499949|-0.340429901|0.8917390820000001|1|0.605346707|0.400587529|-107.2113398|11.53799852|0.3946532929999999|7.499640603|-2.657032782|-38.37906336|118.7493383|0.425569146|393.4722933000001|3198.69909|-24.9461968|6.95079805|12.10032156|0.740853565|114.2663866|-1122.578856|0.020240097|-421.4621621|0.0|0.0|2.28|0.21|-2.87|3.43|2.48|1.0|2.0|124.18|3.0|-7.22|7.0|-7.02|474.53|1.0|0.0|0.0|2.87e-05|1.93e-05|0.00917|3.06|1.0|0.0|0.0013599999999999|-0.08622|3.3197|7.38|-2521.990118|669.8|1144.59|0.4971|373.48|514.77|0.5794199999999999|-2521.8114530000003|-0.11857|6.7231|-0.20479|0.03363483|8.9454|7.3279|7.3279
12f_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|-0.015621373|0|0.040501792|0.807254372|-0.235838511|0.008525796|0.108909202|-0.172869148|0.006841832|0.115814835|-0.033224348|-0.397377446|0|0.679527138|0.777316288|-0.271493213|0.841769186|1|0.909993912|3.43e-05|-37.02024147|11.90644165|0.090006088|6.57837176|-1.150781297|-18.16607804|48.92668311|0.490421149|502.7764322|628.5604981|-10.03685385|8.404802652999999|16.49362536|0.962404834|148.3785764|-351.2898849|0.0201199619999999|-255.7481174|1.0|0.0|3.61|0.06|-7.32|5.35|5.44|2.0|0.0|98.25|1.0|-6.58|3.0|-4.76|376.26|0.0|0.0|1.0|0.0001|1.02e-06|0.0003819999999999|5.4|0.0|0.0|4.81e-08|-0.07761|4.3313|4.77|-2212.348599|572.63|951.55|0.4348|286.25|487.85|0.7029|-2212.222254|-0.11765|3.2818|-0.19526|0.01077929|4.8562|6.4202|6.4202
8b_a50|0.0|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|2.021915391|-0.0045301379999999|5.777652323|-0.009597908|1|0.035718954|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|-0.0180233089999999|0.007057361|-0.170496134|-0.065440141|-0.332085641|1|0.753629415|0.809463375|-0.031953774|0.8836675340000001|1|0.845349082|0.267094693|-34.79187329|10.30543157|0.154650918|4.93661461|-1.092961836|-14.54338619|45.09730487|0.428882006|404.9478761|1401.458274|-6.966723542|5.292277178|9.26652151|0.75095166|157.2609748|-250.8020475|0.024280552|-164.5084115|1.0|1.0|1.69|0.06|-5.94|3.14|3.41|0.0|0.0|89.78|2.0|-3.44|3.0|-6.32|299.33|0.0|1.0|1.0|108.0|0.000154|46.0|2.55|0.0|0.0|1.16e-06|-0.02903|4.5256|2.11|-967.3160428|515.81|857.53|0.1717|273.96|353.17|0.59283|-967.212701|-0.1724099999999999|3.8213|-0.20144|0.036701907|5.8205|7.1675|7.1675
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343865392|2.156628874|-0.001234337|5.4161004020000005|0.0159331539999999|2|0.036775068|2.183056868|-0.058013858|0.011760626|-0.110597574|-0.037623601|0.0112367389999999|-0.035166634|-0.048056862|-0.157959343|2|0.646069495|0.77276149|-0.063012715|0.8306695270000001|1|0.933276024|0.456474074|-25.64211031|4.4155367960000005|0.0667239759999999|2.274995377|-1.099796957|-13.17774406|30.05764711|0.398500394|480.8472306|1883.42405|-6.78950447|5.326452915|8.855289118|0.66251148|106.2816773|-291.9486922|0.010586293|-302.661743|1.0|1.0|3.09|0.19|-7.57|4.52|4.41|1.0|0.0|100.08|1.0|-4.12|3.0|-5.79|326.39|0.0|1.0|1.0|0.0248|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|-0.04865|5.382000000000001|3.24|-1029.93716|566.84|960.45|0.1106|230.37|394.06|0.6010800000000001|-1029.763465|-0.1696599999999999|2.6814|-0.21831|0.02323788|3.1195|7.1079|7.1079
21c _a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|-0.135572353|2|0.043130342|0.731360766|-0.576752175|0.003456487|-0.092608459|-0.039311241|0.0035741379999999|0.118226959|-0.0201427689999999|-0.596546056|2|0.7641222459999999|0.782543953|-0.060079444|0.838980345|1|0.790596437|0.2571258939999999|-59.46209153|9.976937758|0.209403563|7.09164338|-2.171380929|-28.58195193|69.43902929|0.468609427|561.9588018|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|117.597286|-1097.07235|0.013451712|-475.6090385|0.0|1.0|3.11|0.08|-7.33|3.1|3.42|1.0|1.0|133.35|1.0|-5.63|5.0|-7.13|468.53|1.0|0.0|0.0|0.0011|1.92e-05|9.0|2.86|0.0|0.0|4.69e-08|-0.07892|3.6649|4.47|-1837.932192|747.88|1275.12|0.3329999999999999|338.3|587.02|0.5885699999999999|-1837.67081|-0.15089|6.0226|-0.22981|0.03257532|8.3979|7.1752|7.1752
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|0.0|-0.003981454|4.59511985|-0.010620031|2|0.025987654|0.0|-0.175183967|0.00683534|-0.07622096|-0.032333695|0.006957291|-0.190920568|-0.010807075|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.0614852279999999|0.848473695|0|0.847163872|0.35883584|-39.64241895|10.57633738|0.152836128|5.680936139|-1.117587665|-14.64139152|50.21875634|0.469085779|455.0425806|847.5275797|-7.86442482|7.328149934|13.80288876|0.883543443|205.997426|-322.4414176|0.026739895|-125.1415813|1.0|1.0|2.66|0.05|-8.14|4.5|4.21|0.0|0.0|96.98|1.0|-4.03|4.0|-6.15|328.37|0.0|1.0|1.0|0.0304|6.29e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|-0.03832|4.4331|2.61|-1065.817476|572.47|959.39|0.5115|279.68|445.81|0.6449|-1065.671975|-0.16813|2.2503|-0.20645|0.03246499|3.0364|7.6198|7.6198
15a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.027029438|0.794858486|1|0.86664032|0.410151945|-41.92018177|14.43653926|0.13335968|9.799599501|-1.634109304|-21.33157831|56.35672103|0.444668211|588.2800507999999|2169.226845|-14.47998862|8.157552588|14.6895113|0.800725296|201.7850124|-752.9594081|0.0216014629999999|-275.2352849|1.0|1.0|2.86|0.08|-9.21|3.87|4.31|1.0|0.0|124.05|1.0|-4.65|5.0|-6.61|420.47|0.0|0.0|1.0|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|-0.0600399999999999|5.0577|4.98|-1368.321775|696.57|1189.31|312.0|245.14|541.27|0.69076|-1368.0755869999998|-0.15281|5.2588|-0.21285|0.03153544|6.8666|6.8447|6.8447
47a_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.403918489|0.0|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.0|-0.464122017|-0.005483379|-0.025401815|0.052572636|-0.000633273|0.066507683|-0.232940071|-0.369841706|0|0.842412605|0.766261502|0.089156939|0.7991211029999999|0|0.778790861|0.371382587|-67.93456546|11.58086543|0.2212091389999999|9.49531639|-2.681370849|-29.70938001|79.51543089|0.483193636|638.5417107999999|2250.179086|-24.3591435|10.20255289|19.74153879|0.934960691|169.2144153|-1802.576619|0.014835962|-481.4854016|1.0|1.0|0.0|0.28|-8.27|0.48|3.35|3.0|1.0|158.24|1.0|-6.74|5.0|-6.49|547.67|0.0|0.0|0.0|9.9e-05|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|-0.05191|3.1947|8.82|-2098.773074|874.47|1536.87|0.6094|388.09|813.01|0.69508|2098.280307|-131.0|2.6271|-0.18291|0.0339441|3.0133|9.0|9.0
7e_a8|0.0|1|0|0|3.038052327|0.0|1|7.05012252|0|1.394799915|1.3496955309999998|-0.006027596|4.844187086|-0.052939815|0|0.043758865|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|0.002669179|-0.075638618|0.034227147|-0.341022848|0|0.5897105770000001|0.732001738|-0.072307692|0.790500031|0|0.8291560379999999|0.286669793|-51.4880895|12.91806855|0.170843962|7.725998682999999|-1.6850904519999998|-22.39586026|64.40615805|0.4742828629999999|495.8990914|2032.501296|-13.39444718|7.70387217|14.654025199999998|0.902163597|133.9683023|-602.7501229|0.018708212|-330.14031780000005|1.0|0.0|3.38|0.04|-8.29|5.16|4.94|2.0|0.0|108.43|1.0|-5.75|4.0|-5.43|385.39|0.0|0.0|1.0|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|5.07e-09|-0.0697|3.8142|6.32|-1300.467069|622.23|1060.05|0.3461|325.06|544.55|0.70177|-1300.271093|-0.13577|9.0006|-0.2054699999999999|0.02845071|11.4436|4.4547|4.4547
6a_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|0.604893625|1.78213955|-0.014623575|6.401917197|-0.077397672|0|0.035707071|0.775942224|-0.68730803|-0.001347823|0.104332675|-0.230955427|-0.001171195|-0.272320301|-0.021759541|-0.620787469|0|0.682273668|0.801647855|-0.340539542|0.861720535|1|0.733750993|0.360858579|-68.11170799|10.24294396|0.266249007|6.397774285|-2.113444291|-30.69915817|78.35465194|0.41480944|458.303126|2536.88262|-19.17478857|6.945713476|11.8691482|0.708845065|82.54016015|-824.5159087000001|0.012872604|-459.522754|1.0|0.0|3.01|0.21|-4.05|4.38|3.07|2.0|2.0|120.14|2.0|-7.11|5.0|-6.32|442.53|1.0|0.0|1.0|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0|8.950000000000001e-05|-0.0926|2.9836|7.73|-2371.560378|649.48|1103.4|0.4015|415.55|497.78|0.6782699999999999|-2371.3827|-0.11995|6.9379|-0.21255|0.01952089|9.3893|7.3979|7.3979
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.007471648|5.351858133|-0.0427777779999999|2|0.040166667|0.0|-0.403468978|0.002039107|-0.070252245|-0.065913514|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|1|0.907322874|0.7934042040000001|-0.119322074|0.846614758|0|0.820684627|0.436020272|-46.76212019|12.03249549|0.179315373|7.388485123|-1.886917597|-23.17301945|58.79461567|0.470444928|503.9367075|2258.5909920000004|-14.22926022|6.600635115|12.464492300000002|0.888377722|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1.0|1.0|0.0|0.14|-6.59|2.72|1.88|1.0|0.0|123.75|1.0|-3.79|4.0|-6.72|381.43|0.0|1.0|0.0|0.0625|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|-0.04946|3.8343|3.16|-1232.916523|653.94|1096.31|0.4435|323.35|481.98|0.6997|-1232.707754|-0.1519299999999999|6.3637|-0.20139|0.03544528|8.5603|7.8861|7.8861
8j_a46|0.0|0|0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|0.0|-0.081366324|0.011852046|-0.174853546|-0.053618988|0.0108603019999999|-0.204674804|-0.084266433|-0.229679821|2|0.645146311|0.789844634|-0.074207717|0.837678812|0|0.934648421|0.308052557|-29.38737046|4.658562801|0.065351579|2.5024620580000003|-1.103544698|-13.78596018|34.04593326|0.427798746|502.0694817|1888.679875|-7.405468973|5.617748211|9.817783823|0.747636856|95.55665364|-318.43516580000005|0.008843828|-346.061389|1.0|1.0|3.25|0.32|-7.26|4.71|4.55|1.0|1.0|96.94|1.0|-4.59|3.0|-5.55|338.83|0.0|1.0|1.0|0.00878|1.47e-05|0.00497|3.97|0.0|0.0|5.46e-08|-0.04068|4.9636|3.78|-1414.50743|576.48|978.4|0.1728|249.79|493.89|0.70121|-1414.349865|-0.18531|5.2361|-0.22599|0.02408052|6.4463|5.9108|5.9108
13a_a6|0.0|1|0|0|3.417162147|0.0|0|7.412764017000001|1|1.430639975|0.0|-0.01115741|5.351858133|-0.0265090529999999|1|0.041767677|0.0|-0.602500119|-0.00460563|0.0015242189999999|-0.0525259259999999|-0.00194781|0.05269025|-0.10896749|-0.488098052|1|0.850080948|0.7722228729999999|-0.091892803|0.8299950709999999|0|0.77450544|0.22670695|-61.52313164|20.83876732|0.22549456|13.62714959|-2.042034827|-26.70706346|82.36189896|0.467070451|506.474367|2626.396685|-17.46461983|8.038453162|15.08351934|0.8764206290000001|157.0011174|-873.2309916000002|0.02016134|-339.9303794|1.0|1.0|3.2|0.12|-9.01|4.98|4.32|2.0|0.0|116.79|1.0|-5.51|5.0|-6.1|409.44|0.0|0.0|1.0|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|-0.05018|5.9934|4.04|-1350.057702|695.29|1166.79|0.5352|206.87|571.9|0.70072|-1349.834826|-0.14969|7.7145|-0.19987|0.02818646|9.2157|7.3372|7.3372
6f_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0|0.038309179|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|-0.008368734|-0.233222505|0.048543494|-0.628934821|0|0.7710013309999999|0.836826225|-0.268802228|0.896373207|1|0.655786513|0.363785804|-86.21963207|10.2782635|0.344213487|6.6032981820000005|-2.350288117|-33.55442128|96.49789556|0.410805404|421.31181889999993|3072.581297|-21.5571287|6.993991456|11.87042702|0.69723213|88.13890599|-970.0707913999998|0.013841059|-466.1748926|1.0|0.0|2.53|0.21|-3.67|3.66|2.66|1.0|3.0|124.54|3.0|-6.95|5.0|-6.9|457.55|1.0|0.0|0.0|5.18e-05|2.3e-05|0.0105|3.09|1.0|0.0|0.0002109999999999|-0.08982|3.5741|6.96|-2426.924155|668.95|1139.55|0.2362|346.89|507.64|0.69911|-2426.725129|-0.1131799999999999|6.2384|-203.0|0.04845403|8.7269|7.3768|7.3768
3c_a12|0.0|0|0|0|0.0|0.0|0|6.555356892000001|1|0.610140703|0.0|-0.009252756|4.59511985|-0.058516436|2|0.039605735|0.0|-0.379362977|-0.003879878|-0.008931246|-0.056537396|-0.001825446|-0.267255164|-0.116098308|-0.545592465|1|0.923855679|0.826033688|-0.10295082|0.888353608|0|0.843855494|0.242114395|-36.28720467|6.688634392000001|0.156144506|3.384177297|-1.291260406|-17.19277136|42.97583906|0.427357986|426.9566009|1139.340748|-8.698843907999999|6.231995392999999|10.88288188|0.746291708|148.9927848|-330.5560685|0.02155815|-207.9738085|1.0|0.0|2.78|0.12|-6.78|4.01|2.25|0.0|0.0|98.16|1.0|-4.22|4.0|-6.18|319.38|0.0|0.0|1.0|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|0.0|1.67e-07|-0.07463|3.9848|2.56|-1327.471862|544.65|894.36|0.4687|311.14|399.38|0.68067|-1327.351991|-0.14572|1.6035|-0.22035|0.02665687|2.3061|7699.0|7699.0
3i_a32|0.0|1|1|1|2.417426304|-4.547725143|0|7.78113851|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|0|0.05052381|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|0.022524712|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.537667101|0|0.565740817|0.833699527|0.030060554|0.902293804|1|0.893827987|0.259644227|-49.17963359|8.064907632|0.106172013|4.252042736|-1.472706897|-23.52884474|57.24454122|0.422644726|471.2508776000001|2141.3084710000003|-12.4050588|5.826629089|10.09193014|0.732035793|120.8809386|-409.3669403|0.021905206|-285.465827|1.0|1.0|2.49|0.13|-6.96|6.76|6.29|2.0|0.0|88.28|1.0|-6.27|6.0|-5.53|366.38|1.0|0.0|1.0|0.000197|6.85e-06|0.00251|4.23|0.0|0.0|1.0900000000000001e-07|-0.06518|3642.0|3.38|-1891.811327|530.5|876.0|0.4765|340.43|418.24|0.70322|-1891.738614|-0.1476|2494.0|-0.21278|0.02199999|3.8572|8.2366|8.2366
27_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1|1.216250059|2.041063341|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|1.807806182|-0.207000956|0.001861676|0.0427469459999999|0.013336016|0.002350172|-0.137440913|-0.077485193|-0.280944221|2|0.6636125860000001|0.804224077|0.023325573|0.8517043879999999|1|0.846469886|0.337815064|-40.35526807|10.56549582|0.153530114|6.762956126000001|-1.510214943|-18.2393594|50.9207639|0.475450742|541.8239522999999|2181.236691|-11.67498331|7.083168776|13.50334344|0.906398657|191.5604557|-618.7741154|0.018969968|-256.9774086|1.0|1.0|3.52|0.26|-8.82|4.18|5.07|2.0|0.0|125.17|1.0|-4.81|5.0|-6.34|436.91|0.0|0.0|1.0|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|0.0|1.5e-09|-0.05814|4.9358|2.97|-1778.078632|673.27|1165.54|0.4007|251.19|517.82|0.69381|-1777.830739|-0.1578|4.0365|-0.21594|0.02633483|5.2214|5.6|5.6
4d_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.097463308|-0.006135653|5.4161004020000005|-0.058204482|2|0.036555556|1.76904838|-0.343596561|0.000607064|-0.053327669|0.013451218|0.001356445|-0.151004418|0.000511959|-0.417231241|2|0.7745859279999999|0.783870915|0.023137464|0.834151595|1|0.752634646|0.410804214|-55.40321178|8.392883773|0.2473653539999999|5.16986937|-1.461432343|-17.31186002|63.79609555|0.470013152|463.6097566000001|1640.195062|-10.66380249|7.998287218|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|0.022019681|-190.6195379|0.0|1.0|2.68|0.22|-7.58|3.16|2.8|1.0|0.0|115.63|1.0|-3.13|5.0|-7.7|398.46|0.0|0.0|1.0|296.0|0.0004509999999999|0.18|1.45|0.0|0.0|2.64e-08|-0.06309|5.7447|2.99|-1293.29417|668.09|1144.04|0.2549|215.82|495.7|0.6782100000000001|-1293.049085|-0.15888|4.3005|-0.2219699999999999|0.0395418|5.5765|7.7447|7.7447
9n_a24|0.0|1|0|0|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|-0.003323852|4.59511985|0.001099755|2|0.024179894|0.0|-0.182811885|0.008307337|-0.036651001|-0.03088354|0.008809179|-0.22754075|-0.12451554|-0.225226606|2|0.786587307|0.7584388259999999|-0.058520736|0.804201677|0|0.904556598|0.331008994|-35.21502941|11.90027964|0.095443402|8.042526681|-1.399094961|-18.18357165|47.11530904|0.4331595789999999|611.3234977000001|1361.307012|-12.28894317|8.232847909|14.52410167|0.764164944|235.1021924|-639.0250449|0.021951174|-205.6223122|1.0|1.0|2.6|0.17|-8.64|4.41|4.14|1.0|0.0|114.29|1.0|-4.14|5.0|-6.47|385.46|0.0|1.0|0.0|0.0278|5.14e-05|0.0198|3.07|0.0|0.0|2.31e-09|-0.03818|4.9139|2.59|-1239.095611|686.19|1155.03|0.2522|252.31|587.05|0.63085|-1238.856882|-0.1658099999999999|2.8552|-0.20399|0.03188309|4.8123|7.7212|7.7212
9b_a31|0.0|1|0|0|3.338934004|0.0|0|7.765993078999999|1|0.610136326|0.0|-0.0141390689999999|5.733341277|-0.070525429|0|0.03995614|0.0|-0.706953442|-0.0050444109999999|0.014628521|-0.091236608|-0.001981487|-0.075191042|-0.143280211|-0.554573699|0|0.811212624|0.852813666|-0.154083843|0.899394425|0|0.669120552|0.241728566|-63.73317225|21.21368453|0.330879448|13.00794571|-1.835754351|-23.95020956|84.94685678|0.469546953|410.2957125|1711.969694|-14.68594601|8.097516252|15.2652837|0.88518099|190.5935925|-690.2394625|0.025089192|-231.99935|1.0|1.0|2.76|0.32|-6.84|5.26|3.5|1.0|0.0|103.36|1.0|-4.76|5.0|-6.77|384.45|0.0|0.0|1.0|0.00675|0.000137|0.0527|2.64|0.0|0.0|1.44e-07|-0.0422899999999999|5.5119|4.69|-1578.801576|663.06|1091.21|0.2732|224.94|562.68|0.70102|-1578.604164|-0.15907|5.2851|-0.2013599999999999|0.03769117|6.8028|7.2007|7.2007
galu_a46|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343828866|2.082220175|-0.00642454|5.4161004020000005|-0.080432741|2|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|0.003107816|-0.150645957|0.028964355|-0.4671565689999999|2|0.702976795|0.81708619|-0.173285585|0.875868891|1|0.7637964079999999|0.5235416979999999|-50.93538037|6.915480101|0.236203592|3.870487977|-1.513861067|-18.02733582|57.85086047|0.468241745|427.4851161|1755.2047|-10.08962292|6.445819025|12.12170938|0.880553787|121.3297832|-474.2122773|0.013967104|-317.0250717|0.0|1.0|2.75|0.18|-7.13|3.69|3.51|1.0|0.0|108.18|1.0|-3.85|4.0|-6.86|369.42|0.0|0.0|1.0|52.0|0.000102|0.0375|2.39|0.0|0.0|7.45e-08|||||||||||||||||7.2924|7.2924
8b_a8|0.0|1|0|0|3.191799887|0.0|1|7.535296702|1|1.395658149|1.42474537|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|-0.03443232|-0.003593429|0.031896755|0.049587543|-0.5058761820000001|1|0.758899977|0.778853499|-0.0527918259999999|0.8354024290000001|0|0.558354653|0.28604765|-79.74587194|19.87542051|0.441645347|12.1771918|-2.325413799|-29.07602182|99.62129245|0.4835310479999999|342.0904577|1821.324722|-17.8141788|7.507665421|14.53652808|0.936224813|133.8974321|-872.8947609999999|0.022425382|-344.8810688|0.0|1.0|2.93|0.09|-7.13|3.65|3.03|1.0|0.0|114.18|1.0|-4.77|5.0|-6.87|414.41|0.0|0.0|0.0|7.0|3.69e-05|0.0153|2.76|0.0|0.0|7.33e-08|-0.06114|4.5819|6.41|-1407.052256|640.35|1098.17|0.2618|270.59|488.56|0.70195|-1406.829227|-0.13807|5.8389|-0.19921|0.03204403|7.4497|5.2941|5.2941
47i_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.251177255|0.0|-0.006882626|4.844187086|-0.066917145|0|0.037484277|0.0|-0.440488042|-0.000919158|0.073977454|-0.040514277|0.000427479|-0.057689282|-0.106018078|-0.499939719|0|0.742536498|0.744472118|-0.068524374|0.7842882870000001|0|0.8030751740000001|0.279553995|-54.34379065|6.787641686000001|0.196924826|4.727502734|-2.150617629|-24.55535669|61.13143233|0.487446923|559.3312455|1333.332089|-17.10248143|9.573882864|18.67881257|0.951017454|96.90318745|-1043.251367|0.009393984|-502.6804099|1.0|1.0|0.0|0.22|-8.98|3.28|2.8|3.0|1.0|134.83|1.0|-5.18|3.0|-6.36|440.54|0.0|0.0|1.0|0.0029|1.67e-05|0.00735|3.7|0.0|0.0|1.04e-09|-0.05062|3.2321|7.37|-1416.233978|744.95|1297.7|0.5085|383.61|664.78|0.69175|-1415.875678|-0.13237|2.7749|-0.18299|0.02671774|3.5235|7.7212|7.7212
4i_a46|0.0|0|0|0|0.0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|0.0|-0.127450387|0.012211602|-0.160741899|-0.125773054|0.011931187|-0.133434195|-0.060809732|-0.22302552|1|0.7204791309999999|0.749522825|-0.17856753|0.786754478|0|0.940780437|0.263514985|-33.08099617|8.847405392999999|0.0592195629999999|4.997521397|-1.278543436|-14.16067794|41.92840157|0.406629719|531.4066842|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|0.685288314|133.40134070000002|-407.9368676|0.011626803|-298.0546045|1.0|1.0|3.5|0.36|-7.3|4.79|5.07|1.0|0.0|105.43|1.0|-4.94|3.0|-5.31|347.45|0.0|1.0|1.0|0.00403|9.13e-06|0.00317|4.38|0.0|0.0|5.04e-08|-0.01646|5.3987|4.46|-1092.70435|611.74|1058.5|0.2805|229.66|546.24|0.69035|-1092.473422|-0.18438|2.8538|-0.20084|0.02614355|3.8696|6.2132|6.2132
