molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
5_a18 (BIBF0775)|0.0|0|0|0.0|0|7.03438793|2|1.251175715|0.0|-0.005220163|4.844187086|-0.015946718|0.035478927|-0.0366107389999999|0.0|0.002526619|0.0002403959999999|-0.022817602|0|0.0036739159999999|-0.054916741|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|0.7061155790000001|0|-0.068989967|0.420002762|-52.09190866|6.418873637000001|0.156764132|118.3671077|-0.029755876|4.846666751|50.25564119|-2.112667176|-39.33277643|-22.46761997|58.5107823|3115.979466|636.6978809999999|-1595.201018|1645.395714|0.937842434|7221.114573000001|-1204.480438|27.535837|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|2.0|0.32|18.0|-9.21|3.69|76.5|3.52|1.0|155.95|1.0|-6.07|37.0|494.63|0.0|1.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|1.91e-06|0.000946|4.73|0.0|0.0|3.06e-07|3.2027|3.2027|-1572.313227|817.02|378.13|378.13|0.69298|-1571.843719|-0.13154|2.3389|-0.18092|0.02305362|-1571.914419|7.4685
11d_a5|0.0|1|0|0.0|0|6.605297921|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|0.0228184279999999|-0.125546291|0.0|0.008307337|-0.138265707|0.01948342|1|0.008809179|-0.202307745|-0.200646773|-0.22897714|0.786587307|0.783891527|-0.018747485|0.755793189|0|-0.063028408|0.359644732|-40.04753555|8.151092424|0.12909714|82.02685783|-0.029333375|5.179111638|0.0|-1.525335513|-25.44574968|-18.63809379|48.19862797|2540.78984|553.3617954|-969.1808771|900.3825317|0.976150552|5283.02167|-615.8065323|26.16587381|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|1.0|1.0|0.17|23.0|-8.64|4.14|66.93|1.42|0.0|114.29|1.0|-4.14|29.0|385.46|0.0|1.0|1.0|3.28|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|3.07|0.0|0.0|8.909999999999999e-07|4.4175|4107.0|-1239.127458|682.09|301.89|280.66|0.6533399999999999|-1238.855022|-0.16762|2.8731|-0.20529|0.03371838|-1238.914819|7.8239
2_a27|0.0|0|0|0.0|2|6.605297921|0|1.402655014|3.250529415|-0.0065894809999999|4.59511985|-0.0609613559999999|0.0427777779999999|-0.196529806|1.267636369|0.009338889|0.11675125|0.017751479|1|0.00988756|-0.337316432|-0.361571905|-0.475677812|0.639024713|0.796022385|0.137868605|0.60904903|1|-0.058444848|0.408120957|-29.42169804|9.972342226|0.153130039|77.08713259|-0.029261411|5.020172886|53.58106492|-1.141195033|-14.81116546|-14.73047548|39.39404027|2210.487938|426.3224749|-574.4885436000001|1270.627585|0.7934621359999999|4774.521748|-289.2030522|22.03636323|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|1.0|1.0|0.0|0.11|21.0|-5.84|2.49|65.6|2.42|0.0|92.58|2.0|-3.19|24.0|317.34|0.0|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0002009999999999|0.0638|2.18|0.0|0.0|0.0004599999999999|4.1624|4.1624|-1043.821085|538.57|297.87|297.87|0.55857|-1043.665151|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|7.8861
17_a20|0.0|1|0|0.0|0|6.842683282|0|1.4012598180000002|0.0|-0.005457467|4.727387819|0.00038506|0.0388043479999999|0.065447136|1.652760156|-0.000495713|0.038629586|-0.072863159|1|0.000922796|0.1134578219999999|-0.202695123|-0.456415963|0.760575852|0.7494736590000001|-0.131511077|0.71987165|1|-0.063665681|0.3874475579999999|-41.75129828|9.857999796|0.0879464559999999|57.67438055|-0.0315649079999999|6.4647747870000005|10.50834496|-1.5466805119999998|-27.38007162|-20.699942|51.60929807|2761.976599|598.1153253|-1014.297158|2210.790304|0.83582343|6012.640572|-665.1656349|27.44244402|-333.5397332|1344.679757|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|0.08|27.0|-10.14|4.85|91.14|1.45|0.0|119.48|0.0|-5.36|31.0|402.45|0.0|0.0|1.0|3.74|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|0.0|2.9e-08|3.3926|3.3926|-1291.949041|673.68|365.45|365.45|0.69839|-1291.692325|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|5.6478
12z_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044126|0.0|-0.007671785|5.351858133|-0.010732275|0.041767677|0.037307819|0.0|-0.000143196|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.175397741|-0.433580807|0.8707354620000001|0.826316772|0.103551178|0.8212311840000001|0|-0.081592361|0.492335362|-54.11489962|15.50078625|0.165209595|109.572766|-0.036238222|10.28066212|15.59091678|-1.848149347|-35.89088901|-24.03445318|69.61568586|2841.692299|553.6621150000001|-1225.757112|2451.657399|0.844286292|6146.834385|-812.9648725|33.72393432|-282.1167226|1719.920651|642.3830552000001|14.97465267|1.0|0.0|0.0|0.0|2.0|0.13|17.0|-6.66|1.76|92.99|1.38|0.0|128.47|1.0|-3.99|31.0|406.44|0.0|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|0.0|8.97e-05|3.8969|3.8969|-1325.195958|686.33|318.16|318.16|0.69397|-1324.951498|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|8301.0
10_a4|0.0|0|0|0.0|1|7.535296702|1|1.343863662|2.146166934|-0.002959121|5.4161004020000005|0.005483539|0.038699764|0.00941601|2.149387791|0.01107733|-0.122141977|-0.090413559|1|0.011142889|0.014917047|-0.132895939|-0.241683916|0.6990620390000001|0.810105167|-0.120059574|0.6799081490000001|1|-0.051015897|0.43000216|-29.52653193|8.440134933|0.078346981|45.34497624|-0.027007048|4.884907049|64.26218096|-1.350352423|-17.08910641|-15.63090193|37.96666686|2480.063587|533.4262268|-781.5450965|2064.276654|0.945033425|5598.949417|-452.3357957|20.99433004|-283.0534799|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-8.07|4.81|52.83|2.53|0.0|111.38|1.0|-4.66|28.0|370.45|0.0|1.0|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|0.00519|3.85|0.0|0.0|3.15e-06|4.9674|3.6465|-1183.812875|619.99|340.01|249.6|0.7038399999999999|-1183.54701|-0.15561|1.4517|-0.2025|0.02232068|-1183.602045|7.0555
17b_a6|0.0|1|0|0.0|0|7.412764017000001|1|1.425925343|0.0|-0.01272079|5.351858133|-0.0265090529999999|0.042739018|0.139594234|0.0|-0.00460563|-0.0385646|-0.0791229359999999|1|-0.00194781|0.231025646|-0.180339002|-0.563310199|0.850080948|0.7788169070000001|0.002947625|0.8013954109999999|0|-0.095450984|0.318652397|-62.63196368|20.48861696|0.246050902|161.4509401|-0.041494349|13.44399246|557.7093661|-2.074717455|-41.0971443|-27.2272998|83.12058064|2816.0632920000003|494.7179214|-1361.36499|2207.972178|0.834464855|5985.963521|-893.2853154999999|35.32951798|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.32|95.85|1.7|0.0|116.79|1.0|-5.81|31.0|409.44|0.0|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|0.0|4e-07|3.5444|2.9964|-1350.102764|690.98|413.78|349.8|0.7016100000000001|-1349.830814|-0.12545|5.3385|-0.18281|0.02458322|-1349.892156|6.8153
12v_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.006974714|5.351858133|-0.029548782|0.04625323|-0.099831334|0.0|0.002431329|0.020607357|-0.04950715|1|0.001805829|-0.173424818|-0.0857954809999999|-0.471153275|0.8149999040000001|0.83236194|-0.029852321|0.711738503|0|-0.077138874|0.404950755|-52.18846092|10.70556236|0.1498787969999999|101.4008026|-0.037666615|7.242869835|0.0|-1.845664126|-35.30820865|-25.48342433|62.89402328|3001.758432|575.1512171|-1248.687792|2483.120571|0.917675298|6952.110426|-844.8022477|31.6144427|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|1.0|0.0|1.0|0.0|1.0|0.14|17.0|-7.8|3.92|81.65|3.79|0.0|137.3|1.0|-6.58|31.0|467.37|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|7.39e-06|3.5507|3.5507|-2494.963646|715.58|349.18|349.18|0.68405|-2494.739831|-0.1505099999999999|2.9171|-0.20681|0.03495552|-2494.802821|7.6596
11a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1.397733996|4.088412042|-0.002914262|5.82008293|-0.014702942|0.038040936|-0.04339705|2.114272566|0.011959339|-0.108592708|-0.129547471|2|0.012037198|-0.0739260509999999|-0.277408878|-0.267331063|0.701976536|0.792574879|-0.158172459|0.667956827|1|-0.048213112|0.2931724189999999|-25.48858279|9.774322692|0.0828728879999999|43.81199235|-0.025421565|5.167341939|67.28055926|-1.067705728|-13.47492066|-13.43949068|35.26290548|2286.226222|484.8529701000001|-564.4586084|1550.320581|0.864799282|4858.670497|-298.409489|20.53832944|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|0.0|1.0|1.0|0.0|0.15|20.0|-5.87|3.73|48.53|2.25|0.0|99.65|2.0|-3.58|25.0|327.38|0.0|1.0|1.0|2.95|-4.16|0.000263|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|0.000441|4.0636|4.0636|-1045.978598|574.01|305.11|305.11|0.65485|-1045.794689|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.2291
47p_a18|0.0|0|0|0.0|0|7.03438793|1|1.25117677|0.0|-0.005394244|4.844187086|-0.04760181|0.037575758|0.025217016|0.0|0.00235332|-0.015960677|-0.049428094|0|0.003537135|0.037961877|-0.261349889|-0.441700685|0.72025564|0.726294118|0.030970815|0.710266593|0|-0.06909945|0.278332428|-51.14496913|5.913843751|0.1670454519999999|123.6411353|-0.030813794|4.377217987|48.48855261|-2.0645242|-37.85569728|-22.80728054|57.05881288|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|0.956223901|6726.61969|-1131.036542|27.86610962|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|0.0|1.0|2.0|0.28|18.0|-9.03|3.34|76.5|3.13|1.0|144.53|1.0|-5.67|35.0|468.59|0.0|1.0|0.0|2.9|-5.27|2.13e-06|0.000998|5.34e-06|0.0025|4.35|0.0|0.0|4.38e-07|3.2036|3.2036|-1493.759811|795.43|387.01|387.01|0.6937800000000001|-1493.338659|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|7.1938
12ad_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297042846|0.0|-0.01083262|5.351858133|-0.073048351|0.040787037|0.046496301|0.0|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|0.077659878|-0.227404687|-0.478461478|0.817851296|0.832674224|0.1563642469999999|0.7767870459999999|0|-0.082404548|0.423689705|-58.34300549|21.78471426|0.239732231|169.7321223|-0.0365657189999999|15.4237324|81.68309557|-2.047680239|-41.30726219|-25.88878839|80.12771975|3041.082692|538.2749789|-1449.77215|2474.175727|0.912420081|6569.653402|-1026.448977|39.44011905|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|0.0|0.0|2.0|0.17|17.0|-6.62|1.67|95.5|1.89|0.0|135.03|1.0|-4.18|33.0|439.47|0.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|0.0|0.000106|5733.0|3.8512|-1460.8311199999998|737.53|321.93|216.26|0.67215|-1460.5468529999998|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|7.7696
20a_a10|0.0|0|0|0.0|1|7.535296702|1|1.343837243|2.113798134|-0.0034618129999999|5.4161004020000005|0.049376168|0.036415094|-0.035536682|1.896409603|0.008214031|-0.010695558|0.011011878|1|0.008297595|-0.058994157|-0.081587712|-0.281099208|0.661219642|0.755429696|0.036092601|0.63495222|1|-0.066386563|0.591835899|-43.19189039|8.860330345|0.086318664|56.1599532|-0.028008251|5.764636687|47.01787447|-1.456429076|-28.10115947|-18.22250274|52.05222074|2998.608651|594.4519837|-947.5701424|2021.669282|0.826159649|6729.996773999999|-616.5004457|24.84485067|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|0.0|1.0|1.0|0.0|0.11|27.0|-9.44|5.77|76.62|2.53|0.0|126.35|1.0|-5.68|33.0|429.47|0.0|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|0.0|0.0|1.55e-07|4.7841|3.8312|-1389.164302|696.63|323.62|259.16|0.6864600000000001|-1388.897416|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|-1388.957848|5.9208
12ab_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604983638|0.0|-0.008528077|5.351858133|-0.030346359|0.043854875|0.018023992|0.0|0.003529389|0.038312857|0.01563558|1|0.005111479|0.03046828|-0.207153446|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.794193541|0|-0.082740301|0.4605456229999999|-58.23149599999999|22.23130678|0.200246511|140.93076580000002|-0.031859359|15.64609074|0.0|-1.815983471|-40.9825333|-22.42218278|80.46280277|3118.431712|562.8556061|-1278.064418|2618.234172|0.856003642|6918.884105|-899.4843201|37.1257096|-146.321375|2116.165447|792.3440337000001|21.48976996|1.0|0.0|1.0|1.0|1.0|0.21|17.0|-6.83|2.63|100.11|2.2|0.0|140.26|1.0|-5.61|33.0|458.54|0.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|0.0|6.720000000000001e-05|4.8018|3.4919|-1804.824495|753.75|355.06|258.2|0.68324|-1804.523449|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|7.7825
14e_a25|0.0|0|0|0.0|1|6.842683282|0|1.4200152069999998|1.5926486519999998|-0.008591251|4.727387819|-0.138693649|0.0389622639999999|0.0065927719999999|1.906869097|-0.00131452|0.002856489|0.011176663|1|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|0.717460414|0.776960216|-0.144369439|0.6954126970000001|1|-0.1011107469999999|0.448918026|-73.99302943|10.99497534|0.275949567|201.94039730000003|-0.038772226|8.046143033|97.78313402|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|3126.080106|529.8614286999999|-1617.294379|2620.6698690000003|0.966676175|6952.485076999999|-1183.53898|35.18345194|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|1.0|2.0|0.07|27.0|-9.14|4.02|115.79|1.69|0.0|134.35|1.0|-5.14|35.0|462.5|0.0|0.0|0.0|3.02|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|0.0|3.38e-07|5.8431|3.9613|-1521.012915|760.96|312.99|212.19|0.69958|-1520.701142|-0.15787|5.3651|-0.2116699999999999|0.04875868|-1520.767443|7.1249
21_a47|0.0|0|1|0.0|1|6.86171134|0|1.408713027|1.2247108|-0.010650348|4.727387819|-0.13650463|0.037801932|-0.034419528|1.028199909|-0.006808306|-0.004063946|0.057225853|1|-0.004332497|-0.090969103|-0.277479519|-0.5406500129999999|0.612295986|0.826796636|-0.080213904|0.591185263|1|-0.082614966|0.3188717339999999|-46.63227351|12.83540744|0.29417845|166.049938|-0.033866638|7.244985517000001|47.95893876|-1.5239986980000002|-26.32173133|-19.11612865|59.46768095|2691.697803|398.4031618|-860.2257893999999|1402.202743|0.862591353|6103.311635|-485.55711339999993|29.64451905|-163.5167523|1334.003357|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.7|4.93|84.73|2.97|0.0|104.49|1.0|-4.44|29.0|394.38|0.0|0.0|1.0|3.43|-4.32|3.6e-05|0.0142|4.84e-05|0.0191|3.0|0.0|0.0|7.8e-06|3917.0|3917.0|-1375.061089|583.37|316.53|316.53|0.68296|-1374.858663|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|8.3
15a_a10|0.0|0|0|0.0|1|7.535296702|1|1.34383719|2.141907675|-0.00244937|5.4161004020000005|0.022297552|0.033912037|-0.125297206|2.038992189|0.011418154|-0.060539141|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|0.7408341359999999|0.77630271|-0.0232534929999999|0.713078124|1|-0.0458501609999999|0.754451037|-29.50952422|10.10411407|0.084862776|54.61835033|-0.025155581|6.503087289|122.7715002|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|2656.305166|588.9895149|-890.4681466|2413.560937|0.68815941|5929.563906|-573.1123029|23.93343877|-227.1590805|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|0.29|21.0|-7.79|4.05|56.07|1.93|0.0|118.92|1.0|-3.97|30.0|399.49|0.0|1.0|1.0|3.33|-4.4|0.000108|0.0432|3.94e-05|0.0157|3.12|0.0|0.0|6.51e-06|5.7646|3.7639|-1278.452284|687.57|329.41|215.08|0.68863|-1278.141052|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|7.6198
12_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.605020506|0.0|-0.009093383|4.727387819|-0.118456941|0.042795699|-0.120694579|2.07135708|-0.006049098|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|0.032450556|-0.604704476|0.899733837|0.718481325|-0.039834906|0.841871246|1|-0.092838926|0.101891875|-44.07517037|5.258353635|0.170600292|80.99228663|-0.039584548|2.496397166|76.23910943|-1.345874639|-20.92463497|-18.79271742|49.333524|2056.502939|393.75653|-638.9523922000001|1064.221958|0.864908294|4400.493202000001|-303.3418921|22.63041363|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-6.89|4.01|92.93|1.6|0.0|90.49|1.0|-5.68|22.0|304.37|0.0|0.0|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|4.03|0.0|0.0|3.9500000000000005e-05|3263.0|3263.0|-1272.152002|515.23|379.97|379.97|0.69784|-1272.010995|-0.13153|2.3762|-0.19514|0.02620998|-1272.058487|5.45
13l_a6|0.0|1|0|0.0|0|7.412764017000001|1|1.4242139390000002|0.0|-0.0143011819999999|5.351858133|-0.132667824|0.0408037829999999|0.090187973|0.0|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.073210645|-0.564860904|0.8694295409999999|0.7908110340000001|-0.058931734|0.827754203|0|-0.118071236|0.210844002|-82.24617981|20.90615311|0.3569010139999999|248.6104661|-0.0451862259999999|14.56282911|118.3485042|-2.53042863|-57.29112645|-31.47586631|103.1523329|2967.923804|447.9705372|-1762.648513|3127.831037|0.7413520309999999|6462.086665999999|-1227.82747|39.65857501|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|1.0|3.0|0.16|23.0|-8.89|3.8|115.15|1.39|0.0|124.98|1.0|-5.49|33.0|441.48|0.0|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|5.7e-07|3.6675|3.5499|-1465.865882|735.52|349.26|338.07|0.70515|-1465.560303|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|6.4145
A7701_a51|0.0|1|0|0.0|0|6.605297921|0|1.390164251|0.0|-0.002377784|4.59511985|-0.0162614089999999|0.031405229|0.070581466|2.087643036|0.008062393|0.058290286|-0.0299823629999999|1|0.00740235|0.119725261|0.061434294|-0.22798944|0.7078647990000001|0.7451039290000001|0.00552665|0.688876851|1|-0.071384149|0.514530959|-32.97926236|3.420720075|0.134885227|62.31656919|-0.030384547|1.580362387|0.0|-1.09384371|-15.23632002|-14.03756956|36.39998243|1959.582581|399.6804233|-505.3525041|1108.114062|0.7251817340000001|4153.310077|-233.4713371|17.56790307|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|0.06|21.0|-7.58|4.0|54.46|1.98|0.0|87.52|1.0|-3.95|22.0|286.33|0.0|1.0|1.0|3.12|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|0.0|7.5e-06||||||||||||||7.6021
1a_a5|0.0|0|0|0.0|0|6.605297921|1|1.189701889|0.0|-0.001785522|4.59511985|0.009305578|0.021346801|-0.075791863|0.0|0.005921049|-0.132197351|-0.004213083|0|0.00549829|-0.123867037|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|0.808272639|0|-0.071887159|0.3602068089999999|-36.19957997|4.047117885|0.166361767|83.77332129999999|-0.027665419|2.037971304|0.0|-1.134282187|-18.22870183|-13.93123008|40.24669785|1940.139869|419.7878208000001|-571.1804334|902.6910106|0.835734058|4005.068642|-287.62427139999994|19.19815378|-227.2618539|787.1243051|403.543273|8.305533524|0.0|1.0|0.0|1.0|1.0|0.16|18.0|-7.15|1.42|37.81|2.09|0.0|93.49|1.0|-2.6|23.0|298.34|0.0|1.0|0.0|1.75|-3.44|0.00253|755.0|0.000365|109.0|2.17|0.0|0.0|2.13e-05|4.6707|2.8332|-951.1394906|531.02|437.61|265.45|0.54123|-951.178584|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|6.9706
12ac_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297043188|0.0|-0.007639626|5.351858133|-0.073735973|0.042560386|0.03586247|0.0|0.000584134|-0.046730704|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|0.8058720979999999|0.811459853|0.135371136|0.770400825|0|-0.080202334|0.4712820929999999|-55.68500110000001|14.93372351|0.220326632|152.9742102|-0.036062573|10.36858115|20.70356046|-1.98344149|-38.66245764|-25.03847816|70.61872461|2902.588755|541.3322795|-1377.116299|2455.459827|0.801074136|6378.288017|-956.1407834|34.22211444|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|0.0|0.0|0.0|2.0|0.17|17.0|-6.89|2.09|86.27|1.59|0.0|133.95|1.0|-3.81|32.0|423.47|0.0|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.000112|0.0476|2.36|0.0|0.0|5.4600000000000006e-05|3.8843|3.8594|-1385.606133|711.77|321.25|319.2|0.56357|-1385.3211789999998|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|7.8861
3_a4|0.0|0|0|0.0|1|7.535296702|1|1.343866299|2.147369615|-0.001141383|5.4161004020000005|0.03287721|0.033760684|-0.07806942|2.180369373|0.011825591|-0.010537082|0.050638298|1|0.011276682|-0.129930078|-0.08121207|-0.133874898|0.637819558|0.773786787|-0.0862461019999999|0.623172012|1|-0.052578183|0.462670692|-25.5405205|5.133610255|0.080195284|38.95587796|-0.024645574|2.493716402|40.30885999|-0.985822953|-12.40663231|-11.97190059|30.67413075|2159.04913|446.8068266|-478.8760237|1602.411021|0.7560922609999999|4677.30755|-232.6201124|16.63485592|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|0.0|1.0|0.0|0.15|21.0|-7.19|4.11|43.6|2.44|0.0|95.12|1.0|-3.7|24.0|312.37|0.0|1.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|0.0|2.03e-05|4.9088|4.0639|-990.6395508|535.44|305.09|252.57|0.58615|-990.467184|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|6983.0
12c_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984133|0.0|-0.006900253|5.351858133|-0.030422458|0.042804233|-0.0983590219999999|0.0|0.00372838|0.019094532|-0.072247675|1|0.003603419|-0.172653074|-0.090173435|-0.468696709|0.8264832879999999|0.824373792|-0.031986012|0.7463962120000001|0|-0.076777688|0.39541773|-50.12643041|10.36785909|0.156067288|101.8928318|-0.037411484|6.768942632999999|0.0|-1.833162702|-32.72642202|-24.42511853|60.4942895|2860.640481|550.9847369|-1196.830808|2456.062146|0.828040991|6403.739746|-781.3839879|30.29927658|-399.7292126|1484.664552|652.8825454|9.594458155|1.0|0.0|1.0|0.0|1.0|0.14|17.0|-7.22|3.27|81.65|3.31|0.0|132.29|1.0|-5.93|30.0|432.93|0.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|0.0|2.61e-05|5.0582|3.5286|-2035.373591|695.96|351.37|245.12|0.68457|-2035.141497|-0.1496299999999999|3.7377|-0.2038599999999999|0.03433522|-2035.202565|7.9914
1o_a5|0.0|1|0|0.0|0|6.605297921|0|1.427566509|0.0|-0.002633927|4.59511985|0.033105871|0.025987654|-0.033273504|0.0|0.0057302559999999|-0.102739602|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|0.670787375|0.78144982|-0.003561205|0.650008224|0|-0.079346457|0.447318682|-42.63505279|7.122612351|0.11569628|62.16682117|-0.028770932|3.827177229|1.01402588|-1.093295425|-22.90899675|-15.45942012|49.75766514|2238.291862|475.1609233|-587.4579645|833.537568|0.8888980340000001|4572.818263|-315.657463|22.08761368|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|1.0|0.0|23.0|-8.11|4.07|78.25|1.23|0.0|95.2|1.0|-4.08|25.0|323.35|0.0|0.0|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|0.0|2.54e-06|4.5011|4.1692|-1043.577386|561.04|297.38|275.45|0.5492100000000001|-1043.422345|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|7.4559
