molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
9_a4|0.0|0|0|0.0|1|7.535296702|1|1.300485838|2.130445484|-0.00136737|5.4161004020000005|0.016639331|0.040449735|-0.019160308|2.137757657|0.010709527|-0.091393763|-0.0454860859999999|1|0.009731833|-0.030976753|-0.076824065|-0.172904817|0.625717993|0.801082857|-0.151437311|0.58669472|1|-0.052625548|0.472497372|-28.63837014|4.918284148|0.062897208|34.22811902|-0.025885299|2.676487872|45.21212204|-1.113067849|-15.58475436|-14.08655666|33.55665428|2359.945586|509.9632679|-605.7219363|2012.840082|0.777625327|5387.230364999999|-329.6286606|17.76608225|-318.7769026|763.9415367|489.7528555|5.859985199|1.0|0.0|1.0|1.0|0.0|0.19|21.0|-8.16|5.07|43.6|3.15|0.0|105.09|1.0|-4.76|26.0|360.84|0.0|1.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.00255|4.14|0.0|0.0|2.49e-06|4.7284|4.0137|-1489.554198|586.24|308.91|262.21|0.6464|-1489.36688|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|7.3188
14ad_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962774|3.3437482860000003|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.118047355|0.735584095|0.008996289|-0.05348283|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|0.7317531540000001|1|-0.059168372|0.224009311|-42.29008971|24.18091285|0.112868365|80.67170209999999|-0.029653934|17.28310144|114.237062|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|3209.330728|634.0697778|-1165.7193140000002|2339.533586|0.8866211979999999|7308.229822|-833.1879476|36.80430179|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|0.0|1.0|1.0|1.0|0.12|26.0|-7.6|4.03|123.48|2.42|1.0|133.27|1.0|-5.8|34.0|471.53|0.0|0.0|0.0|3.39|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|0.0|1.17e-05|3.3867|3.3867|-1858.957788|747.83|366.09|366.09|0.6956600000000001|-1858.668058|-0.13734|5.2331|-0.20659|0.01481488|-1858.733603|8.3595
9_a1|0.0|1|0|0.0|0|6.86171134|0|1.432397289|0.0|-0.00614716|4.727387819|-0.1075163359999999|0.037578348|-0.110185988|0.0|-0.00314411|-0.079063236|0.016589221|1|-0.0018191779999999|-0.232860777|-0.093062585|-0.483335578|0.582499378|0.737794643|-0.053460262|0.572272366|0|-0.080888063|0.166794384|-46.63553015|6.495805626|0.244723542|141.093898|-0.031896718|3.745117974|0.0|-1.371558857|-26.88743664|-18.38986221|53.13133578|2387.143654|435.4501351|-790.7640749|1739.0376789999998|0.826725116|5063.330971|-455.910309|23.52578164|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|0.05|23.0|-8.98|5.57|58.64|2.74|0.0|102.84|1.0|-4.68|27.0|357.38|0.0|0.0|1.0|4.12|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|3.76|0.0|0.0|3.7100000000000003e-07|3343.0|3343.0|-1187.226314|600.6|370.88|370.88|0.70296|-1187.011122|-0.13413|4.1623|-0.21015|0.03294951|-1187.065335|5.2218
12b_a5|0.0|0|0|0.0|0|6.605297921|2|1.189701783|0.0|-0.001991527|4.59511985|0.023224044|0.0252713179999999|-0.021265946|0.0|0.0068803119999999|-0.119503073|-0.016614746|0|0.00751901|-0.033279992|-0.110182753|-0.1708042239999999|0.8417504029999999|0.779793078|0.066588785|0.8121510009999999|0|-0.066227158|0.350286421|-41.76622313|10.44150403|0.172386307|108.7155967|-0.020455699|6.584944956|0.0|-1.165974822|-26.33991037|-12.90040679|52.20772716|2602.046823|521.9354031|-735.3231872|1071.500538|0.924627734|5501.255679|-463.7323032|24.32296891|-38.31786425|1386.409228|727.8586176|16.27715102|0.0|1.0|0.0|1.0|1.0|0.33|18.0|-7.67|0.72|50.28|1.54|0.0|123.46|1.0|-2.3|30.0|397.47|0.0|1.0|0.0|1.44|-3.45|0.00503|2.0|0.000359|143.0|1.63|0.0|0.0|8.5e-06|4.6156|1.4454|-1276.928859|669.05|857.76|268.62|0.70615|-1276.940335|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|7.3768
6_a15|0.0|0|0|0.0|0|0.0|0|1.419941278|0.0|-0.00951284|0.0|-0.048804012|0.042926829|0.106485923|0.0|0.001080419|0.011857945|-0.009025163|0|0.003942615|0.153430865|-0.281352401|-0.35221474|0.8511056929999999|0.691316481|0.0371776429999999|0.810779115|0|-0.07051817|0.398681391|-41.14459066|17.20414198|0.140691569|82.0880213|-0.0307500179999999|10.03794313|55.65697829|-1.599000943|-24.00625743|-17.94143141|58.34873264|2454.904173|501.3728188|-932.9544335|1971.005637|0.640136254|5589.043165|-544.3423775|30.82854077|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|1.0|1.0|1.0|0.23|18.0|-7.95|5.26|61.84|2.18|0.0|109.7|1.0|-5.66|28.0|380.44|0.0|1.0|1.0|4.11|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|4.64|0.0|0.0|4.3e-06|4.3423|3.7696|-1263.0243449999998|612.22|328.9|285.52|0.70554|-1262.75978|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|7.4559
47a_a18|0.0|0|0|0.0|0|7.03438793|1|0.403918489|0.0|-0.006027559|4.844187086|-0.18843247|0.033641026|0.043161338|0.0|-0.005483379|-0.025401815|0.052572636|0|-0.000633273|0.066507683|-0.358939392|-0.369841706|0.842412605|0.766261502|-0.008965701|0.792293789|0|-0.082855697|0.371382587|-67.93456546|11.58086543|0.2212091389999999|181.3725215|-0.036234741|9.49531639|110.0917322|-2.681370849|-55.70051708|-29.70938001|79.51543089|3612.105567|638.5417107999999|-2198.494121|2250.179086|0.934960691|8405.670404|-1802.576619|37.435301|-481.4854016|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|1.0|3.0|0.28|18.0|-8.27|3.35|123.06|1.85|1.0|158.24|1.0|-6.74|39.0|547.67|0.0|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|4.44|0.0|1.0|2.95e-06|3.1947|3.1947|-2098.807018|874.47|388.09|388.09|0.69508|2098.280307|-131.0|2.6271|-0.18291|0.0339441|-2098.359766|9.0
16_a4|0.0|0|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.00228637|5.4161004020000005|-0.095499301|0.04501634|0.007101649|0.0|0.0067511459999999|-0.148022089|0.019290123|1|0.006466406|0.020218035|-0.0513920109999999|-0.214481956|0.490768328|0.774455255|-0.0894138519999999|0.482473457|0|-0.073335635|0.292255386|-36.11951685|6.761192037000001|0.210153891|103.5057102|-0.033372358|3.330045338|74.430775|-1.201404885|-17.789707500000002|-16.43666742|42.88070889|2101.6948030000003|389.0176968|-591.7200271|1522.164774|0.837568182|4520.2597670000005|-291.4359638|19.74465314|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|0.0|0.0|0.11|17.0|-6.36|4.96|30.71|3.44|0.0|85.02|1.0|-3.92|23.0|309.31|0.0|1.0|1.0|3.91|-4.43|0.0001199999999999|0.0371|3.68e-05|0.0114|3.59|0.0|0.0|0.000134|4511.0|4.2257|-1057.494456|515.68|293.41|274.85|0.54061|-1057.3808390000002|-0.17375|1863.0|-0.2134|0.01638524|-1057.429593|6.4647
14p_a23|0.0|0|1|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.006191846|0.045165485|0.041987653|0.733042138|0.009895793|-0.060144819|-0.053921569|2|0.009266617|0.080581604|-0.131709531|-0.4510651779999999|0.708395022|0.799506006|0.099883916|0.669357479|1|-0.063033628|0.223758613|-42.52653933|14.91710363|0.076544251|51.64167457|-0.033660197|10.06403753|84.65359899|-1.615689464|-28.69113861|-22.70933393|57.44364296|3010.721939|623.0226425|-1090.0480289999998|2170.5738260000003|0.868927227|6696.264498|-735.4165088|30.21311441|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|0.0|1.0|1.0|1.0|0.04|26.0|-7.47|3.89|128.81|2.39|1.0|125.0|1.0|-5.68|32.0|436.49|0.0|0.0|0.0|3.25|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|0.0|1.4800000000000002e-05|3.5752|3.5752|-1722.181612|699.61|346.79|346.79|0.6816|-1721.933314|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|8.5302
13a_a6|0.0|1|0|0.0|0|7.412764017000001|1|1.430639975|0.0|-0.01115741|5.351858133|-0.0265090529999999|0.041767677|0.031837397|0.0|-0.00460563|0.0015242189999999|-0.0525259259999999|1|-0.00194781|0.05269025|-0.180339002|-0.488098052|0.850080948|0.7722228729999999|0.090839165|0.8013954109999999|0|-0.094081761|0.22670695|-61.52313164|20.83876732|0.22549456|147.4582473|-0.040840697|13.62714959|554.4922449|-2.042034827|-40.23198232|-26.70706346|82.36189896|2820.31296|506.474367|-1335.353173|2626.396685|0.8764206290000001|6019.922535|-873.2309916000002|35.14492428|-339.9303794|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.32|95.85|1.29|0.0|116.79|1.0|-5.51|31.0|409.44|0.0|0.0|1.0|3.52|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|0.0|4e-07|5.9934|3651.0|-1350.085889|695.29|339.59|206.87|0.70072|-1349.834826|-0.14969|7.7145|-0.19987|0.02818646|-1349.895534|7.3372
16c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|-0.01639019|5.733341277|-0.087497559|0.03995614|-0.03152033|2.077479142|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.00369116|-0.057356214|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.764217655|1|-0.088841599|0.367322508|-53.00702241|15.38819548|0.226956794|135.41296|-0.038178095|9.181311842|37.0285246|-1.679836163|-31.62645048|-22.77882371|68.39521789|2649.168528|461.2334662|-1002.268243|3143.196853|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|0.0|1.0|1.0|2.0|0.22|19.0|-6.99|4.21|149.27|0.88|0.0|107.14|1.0|-6.04|27.0|399.49|1.0|0.0|1.0|3.41|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|4.13e-05|3.6264|3.6264|-1916.6792|639.66|341.89|341.89|0.70198|-1916.478107|-0.14997|4.0551|-0.20047|0.02806787|-1916.536967|8.3468
7a_a8|0.0|1|0|0.0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.010269971|5.4161004020000005|-0.0407248439999999|0.041123188|-0.017706371|0.0|0.000736369|0.004607684|-0.019054799|1|0.002028046|-0.02923588|-0.032195997|-0.412963751|0.7168594159999999|0.764224152|0.033708575|0.681200974|0|-0.102174163|0.238462711|-60.00793116|20.79408196|0.281589625|165.38046830000002|-0.042647654|12.2125771|71.85980901|-1.833849114|-35.24327197|-25.04740346|80.80201312|2715.360649|421.9297638000001|-1077.038349|1702.719465|0.914283468|5907.9340090000005|-632.5556427|34.12990316|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|0.05|23.0|-7.27|3.49|92.93|2.01|0.0|105.83|1.0|-4.86|29.0|382.37|0.0|0.0|1.0|3.15|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|0.0|2.05e-05|4.5808|3.0704|-1291.313963|605.72|403.8|270.66|0.70367|-1291.10235|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|4.6068
19_a47|0.0|0|1|0.0|1|6.842683282|0|1.402889494|1.445775615|-0.00973456|4.727387819|-0.227538423|0.032764858|0.027033021|1.174354482|-0.013020816|-0.064557784|0.0604168609999999|1|-0.010153352|0.074201869|-0.126992366|-0.439165562|0.635684951|0.823945134|-0.024256505|0.614975047|1|-0.105205489|0.270767873|-58.28861174|14.85167037|0.360357109|199.6541807|-0.037307124|8.228498913|66.13355777|-1.566899206|-32.2945343|-20.66983856|73.14028211|2612.978054|354.3911695|-868.1332196000001|1238.799875|0.8635094740000001|5846.960345|-480.9851737|32.40636867|-152.7310283|1361.067484|428.5826478|18.25682461|0.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|3.84|98.72|1.67|0.0|99.2|1.0|-3.67|28.0|380.35|0.0|0.0|1.0|2.34|-3.66|0.000214|0.0816|0.000217|0.0824|1.97|0.0|0.0|4.59e-05|3.8423|3.8423|-1335.75742|571.23|322.68|322.68|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|7.3
19l_a38|0.0|1|0|0.0|0|7.412764017000001|2|1.297043246|0.0|-0.007360265|5.351858133|-0.10490608|0.04391253|0.103904811|0.0|-0.001197042|-0.02967593|-0.032264281|1|0.000347207|0.217841852|-0.191751024|-0.4224000739999999|0.723755855|0.839953955|-0.032569307|0.700181525|0|-0.079681862|0.51306986|-51.6277901|14.19254029|0.200388811|129.8367176|-0.037359603|9.195687319|19.55998015|-2.017418574|-33.45088372|-24.20618316|65.82033039|2921.048554|518.0872716|-1307.13389|2934.313773|0.754730276|6705.993411|-846.9234048000001|32.82593886|-307.64756780000005|1772.6006989999998|696.3887025|13.69020024|1.0|0.0|1.0|1.0|3.0|0.12|17.0|-7.28|3.09|81.23|2.75|0.0|135.78|1.0|-4.94|32.0|427.48|0.0|0.0|1.0|3.22|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|3.55|0.0|0.0|2.25e-05|3.6709|3354.0|-1409.5865199999998|660.04|369.66|337.75|0.7044|-1409.309206|-0.13977|6.5627|-0.2001|0.02856649|-1409.37001|7.8633
14ab_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962873|3.4171257980000003|-0.0050415|5.351858133|-0.028841865|0.04314059|0.021287386|0.7586471459999999|0.013012022|0.010803172|-0.03821899|2|0.012103325|0.038241896|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|0.693959193|1|-0.051974369|0.20155691|-35.59605095|12.31039874|0.07577767|51.89838547|-0.031648261|8.431109267|82.79560776|-1.677357849|-24.37891748|-21.67516705|47.90644969|2941.47118|632.9786397|-1148.783854|2332.352369|0.885272615|6654.62616|-786.7756682999999|27.16741043|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|1.0|0.12|26.0|-8.16|4.63|105.02|3.45|1.0|130.22|1.0|-6.23|32.0|439.54|0.0|0.0|0.0|4.12|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|3.07e-06|3.6587|3.6587|-1708.563399|719.66|338.88|338.88|0.66532|-1708.277193|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4012
15a_a22|0.0|0|0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|0.021482585|1.614660505|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.165471815|-0.360663314|0.6819423609999999|0.7392451729999999|-0.09744639|0.655865336|1|-0.061755825|0.410151945|-41.92018177|14.43653926|0.13335968|90.52525878|-0.031425179|9.799599501|65.53409434|-1.634109304|-28.45564196|-21.33157831|56.35672103|2884.815511|588.2800507999999|-1109.242072|2169.226845|0.800725296|6322.278103000001|-752.9594081|30.3550786|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.21|4.31|85.59|1.73|0.0|124.05|1.0|-4.65|32.0|420.47|0.0|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|2.56e-07|5.0577|3.6496|-1368.35331|696.57|339.72|245.14|0.69076|-1368.0755869999998|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8447
47u_a18|0.0|0|0|0.0|0|7.03438793|1|1.251177393|0.0|-0.010219187|4.844187086|-0.0872206669999999|0.035393939|0.008108241|0.0|-0.000829573|0.031337464|-0.033209663|0|0.00082284|0.0121925089999999|-0.1904128389999999|-0.539738821|0.664796402|0.7517870059999999|-0.0112778039999999|0.646724968|0|-0.090364489|0.33777918|-62.99873374|14.42377665|0.258933526|180.5187465|-0.0344062|10.0557163|77.59162925|-2.029965788|-43.92035521|-23.98671253|77.42251040000001|2965.254516|516.6437614|-1415.216039|1415.590236|0.937307962|6837.350959|-986.6355633|33.23007431|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|0.0|1.0|0.0|2.0|0.19|18.0|-8.2|3.02|99.56|2.95|1.0|133.53|1.0|-5.69|34.0|455.51|0.0|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|3.9|0.0|0.0|2.89e-06|3.1186|3.1186|-1510.182477|738.53|397.57|397.57|0.69143|-1509.771642|-0.12717|4.4624|-0.19109|0.02892505|-1509.839543|5.7055
20_a47|0.0|0|1|0.0|1|6.86171134|0|1.408721455|1.1934608|-0.011237762|4.727387819|-0.161476442|0.039520202|0.031814023|1.010373001|-0.009220816|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.297094867|-0.5332051720000001|0.61847122|0.7962508290000001|-0.069674604|0.59534794|1|-0.083811055|0.213977589|-45.68149289|12.85623208|0.311171398|169.6050003|-0.032859105|7.00733184|49.00609086|-1.38008239|-24.89884887|-17.90996366|58.53772498|2630.63609|375.4483088|-752.2184736|1219.306754|0.86659377|5896.060936|-409.9991682|30.08893541|-103.815441|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|1.0|2.0|0.05|21.0|-7.31|4.54|84.73|2.75|0.0|99.68|1.0|-4.06|28.0|380.35|0.0|0.0|1.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|0.0316|2.63|0.0|0.0|1.86e-05|3.9808|3.9808|-1335.742176|557.84|311.45|311.45|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|0.03389691|-1335.620783|8.6
12ax_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.280791885|0.0|-0.007681676|5.351858133|-0.040458296|0.043383838|0.075802407|0.0|-0.001012333|-0.057017299|-0.034663063|1|-0.00097037|0.128253871|-0.1716508239999999|-0.440372791|0.884841888|0.836170906|-0.0394369539999999|0.771220556|0|-0.073739612|0.375647684|-49.32384393|12.79462904|0.153162279|102.4490387|-0.038813619|8.558226304|1.236876307|-1.940680931|-32.99232962|-25.96212292|62.11847297|2926.929456|566.4430628|-1298.106146|2471.295987|0.955040697|6741.969187999999|-868.2929481000001|33.94393618|-354.3162187|1697.196809|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.76|3.19|69.2|2.99|0.0|133.77|1.0|-5.08|31.0|450.32|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|7.83e-06|5.2372|3.8889|-2152.130959|699.67|318.82|236.74|0.69348|-2151.910753|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|7.9208
8f_a12|0.0|0|1|0.0|0|6.580639137|1|0.609895166|0.0|-0.008295703|4.59511985|-0.062406088|0.038347953|-0.013400998|2.177023629|-0.002596875|0.028505422|-0.024023866|1|-0.00094279|-0.023769395|-0.125424286|-0.560548116|0.902669729|0.7475224290000001|-0.13747286|0.8409290840000001|1|-0.072634742|0.285353468|-41.27611074|7.550959323|0.130176823|73.97552223|-0.03822396|4.290980116|0.0|-1.6818542230000002|-23.45595611|-21.72151161|48.82707007|2541.921472|494.2940092|-955.746511|1448.568734|0.853035146|5481.952981|-543.1216218999999|25.9168408|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|0.1|21.0|-8.42|3.41|78.41|3.1|0.0|115.66|1.0|-5.7|27.0|369.44|0.0|1.0|1.0|3.82|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|4.34|0.0|0.0|1.4e-06|4.1744|3.6536|-1481.146454|606.97|339.35|297.01|0.65098|-1480.955408|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|6.1898
12bf_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.00832865|5.351858133|-0.119979424|0.044197531|0.140577067|0.0|-0.006877664|-0.096665166|-0.0206090089999999|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|0.653741315|0.836170906|-0.0480253509999999|0.632625562|0|-0.090461753|0.356652646|-58.26326838|14.01562806|0.320859336|206.6543367|-0.037486972|9.026978489|0.0|-1.874348624|-37.52534442|-24.14405495|72.27889645|2902.591295|437.4108773|-1207.2027480000002|2522.341812|0.904134124|6271.550446|-777.5172959|34.22402339|-264.6734075|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|0.0|0.0|2.0|0.14|17.0|-7.12|3.0|69.2|2.78|0.0|123.67|1.0|-3.99|31.0|417.41|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|3.17e-05|5.2319|3874.0|-1431.413697|670.85|320.04|236.98|0.69292|-1431.187555|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|8.2218
12y_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.29704385|0.0|-0.00707164|5.351858133|-0.065314765|0.041767677|0.036174187|0.0|0.002782748|-0.049845887|-0.028440975|1|0.003724542|0.06152178|-0.1619981409999999|-0.434990282|0.90500247|0.820226782|0.046673879|0.856135378|0|-0.076585128|0.424572485|-51.48548385|13.04507243|0.16295867|109.55137340000002|-0.036493654|8.769742642|14.40618351|-1.970657299|-34.61187706|-24.53339777|64.53055627|2793.629988|562.7133986|-1324.80348|2304.463084|0.950403792|6082.16777|-890.6187094000001|32.46293206|-343.8442493|1752.9983309999998|698.847203|12.59396622|1.0|0.0|0.0|0.0|2.0|0.12|17.0|-7.01|2.42|69.2|2.38|0.0|133.84|1.0|-4.58|31.0|407.47|0.0|1.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|0.0|3.94e-05|3.8794|3.8794|-1310.350902|702.38|319.6|319.6|0.66796|-1310.077567|-0.15671|6.1376|-0.20673|0.03583863|-1310.137888|7.9208
8b_a12|0.0|0|0|0.0|0|0.0|1|1.283836078|0.0|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.028584223|0.0|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|-0.659952678|0.89481633|0.7407532059999999|-0.010950243|0.856390139|0|-0.1053827859999999|0.4384536329999999|-60.97837482|6.513753986|0.259073691|149.9096134|-0.045608374|3.769098814|76.80174559999999|-2.097985204|-35.28434152|-26.39069094|67.49212879999999|2388.888334|428.7273481000001|-1213.971783|1437.536303|0.926552694|5217.318476|-702.4489440000001|29.68794201|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|0.1|18.0|-7.45|1.9|80.37|2.23|0.0|110.58|1.0|-4.1|27.0|355.39|0.0|0.0|0.0|2.51|-4.01|7.890000000000001e-05|28.0|9.74e-05|0.0346|2.76|0.0|0.0|1.26e-05|4.2263|3.7446|-1159.405202|611.93|331.1|293.37|0.57773|-1159.188228|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.58
12af_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.29704271|0.0|-0.00989889|5.351858133|-0.081537769|0.039953704|0.091263447|0.0|-0.00233752|-0.074383486|0.00146554|1|-0.000472698|0.154914099|-0.213993335|-0.505160213|0.859938421|0.813346624|-0.062279009|0.817582774|0|-0.082549457|0.154396546|-57.32748365|15.22358698|0.244724481|169.9519197|-0.035153522|10.57220682|127.6527374|-2.003750775|-39.81177462|-24.41279506|72.55107063|3013.98446|524.5103537|-1391.529319|3082.869129|0.8141152220000001|6499.41155|-966.3646141|36.42391023|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|0.0|0.0|3.0|0.17|17.0|-6.93|1.65|98.3|1.49|0.0|138.06|1.0|-3.54|33.0|438.48|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|5.18e-05|5.2352|3.2299|-1440.982935|737.4|383.86|236.83|0.70508|-1440.675702|-0.13364|6.9003|-0.19246|0.02886569|-1440.740243|7.8239
26_a47|0.0|0|1|0.0|1|6.86171134|0|1.304328272|1.06819297|-0.012090143|4.727387819|-0.200192886|0.045681818|-0.110530752|0.956774672|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.008325552|-0.24731748|-0.079370393|-0.5899218279999999|0.6850994429999999|0.845040087|-0.11288313|0.651797437|1|-0.098127284|0.549740398|-57.01987795|12.13564316|0.2895618|168.2587945|-0.038735145|7.0517889060000005|60.07342336|-1.626876095|-33.13315474|-22.50824805|69.15552111|2625.572598|412.8219782|-945.3464183|1341.904566|0.90465254|5994.406615|-549.3226272|31.36429668|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|1.0|2.0|0.05|21.0|-7.22|4.68|98.72|2.59|0.0|104.8|1.0|-4.86|28.0|396.81|0.0|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|3.12|0.0|0.0|2.37e-05|4.7963|3992.0|-1696.096597|592.84|310.58|258.5|0.68707|-1695.9387359999998|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|7.9
