molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12az_a36|0|0|3.465535084|0|7.412764017000001|2|2|1.297042831|0.0|-0.196183836|-0.040156368|0.040566449|0.078817323|0.0|1|0.002872872|0.129156742|-0.176729938|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.819163613|-0.071762413|-0.10786263|-50.28669997|24.36575918|60.11023222|0.180836387|-0.033474609|-52.96429617|8.104966044|-1.941527339|-35.23783652|99.82512582|74.65245915|574.0196415|8.449849817|15.73229538|0.861843195|6700.839465|291.60189260000004|40.17530387|0.034594361|2330.167624|766.4854363|24.24160725|0.0|1.0|1.0|4.96|0.0|0.21|17.0|-6.79|87.66|0.0|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|1.75|-4.15|7.75e-05|0.0315|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.990465|-1461.962459|737.12|1252.18|343.5|0.4383|576.54|0.69385|0.70333|-0.14879|6.3778|-0.19846|0.02800521|58.0|7.2366|7.2366
37_a18|0|0|0.0|0|7.03438793|2|2|1.251176176|0.0|-0.0013530679999999|-0.018808538|0.036746032|-0.018268775|0.0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.831783747|-0.068500679|-0.074857954|-50.09028298|6.653112344|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|60.1335413|-1.946306811|-36.62790634|65.15554136|56.74339533|608.2316837999999|9.460456975|18.49074823|0.954530133|7035.839448000001|171.9311063|27.36337253|0.0142451319999999|1860.709332|1056.535856|10.41657856|1.0|1.0|1.0|4.31|0.0|0.3|18.0|-8.82|76.5|1.0|0.0|1.0|7.0|36.0|-6.14|480.6|0.0|2.93|-5.47|2.08e-06|0.00161|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|673.45|0.69305|0.69305|-0.13194|2.2872|-0.18119|0.02274574|35.0|7.4559|7.4559
3_a27|0|0|0.0|2|6.605297921|0|0|1.402697639|3.127072625|0.124551908|-0.096132106|0.040512821|-0.172132163|1.177265999|1|0.00955169|-0.296039263|-0.1984716939999999|-0.479874452|0.640545265|0.810053853|0.136381755|0.038685745|0.862115922|-0.06145119|-0.086153958|-31.82136336|9.960129259|10.71226495|0.137884078|-0.032307734|-23.10213938|57.97805043|-1.292309364|-16.47810502|54.32114618|41.78149261|446.4308003|6.457886343999999|11.64968556|0.803947133|4960.583812|137.8189165|22.79740761|0.018747239|911.8963045|401.7540197|9.707911187|0.0|0.0|1.0|3.03|3.11|0.05|21.0|-5.89|65.6|0.0|0.0|2.0|3.0|25.0|-6.41|329.36|1.0|2.74|-3.99|0.0002|0.0339|0.0|1.29e-06|0.000423|-0.05512|5.5045|4.92|3962.0|-1081.905135|-1081.88481|547.92|931.06|312.93|0.2305|425.72|0.34864|0.6734600000000001|-0.16457|2.7811|-0.21969|0.02032437|4.0|8.3979|8.3979
3m_a32|1|1|3.575728458|0|7.773594467000001|0|1|0.609420748|0.0|0.013867955|-0.017268778|0.03962963|-0.0370712179999999|2.175099216|3|0.000822186|-0.065422345|-0.04918838|-0.49476131|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.798023273|-0.084626325|-0.09390309|-50.60363458|8.029854976000001|92.61088121|0.201976727|-0.027127559|-33.57626169|0.0|-1.220740175|-30.25923462|67.1606709|58.63348955|477.1904954|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|24.05057475|0.018412178|1082.275864|554.9424306|11.00984957|0.0|1.0|1.0|3.51|2.93|0.3|19.0|-7.38|128.01|0.0|0.0|1.0|3.0|27.0|-6.17|394.51|1.0|4.12|-4.86|1.14e-06|0.00547|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|0.2952|484.34|0.7026600000000001|0.7026600000000001|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|23.0|7.6383|7.6383
30_a47|1|1|0.0|1|6.842683282|0|0|1.304327883|1.435022468|-0.069449687|-0.184735553|0.038387534|0.013114301|1.192095911|1|-0.008325552|0.029343834|-0.035472095|-0.4370608039999999|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.67896733|-0.108232368|-0.107296835|-64.94243028|13.64937081|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|76.90733636|-1.609452527|-38.96726396|81.25550675|78.59180109|407.3992771|6.886726437999999|12.94704346|0.879999675|5852.817155|192.3403721|33.84108731|0.028122734|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|3.03|2.12|0.05|21.0|-7.24|98.72|0.0|0.0|1.0|5.0|28.0|-6.95|396.81|1.0|2.61|-4.1|6.05e-05|0.0315|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|478.04|0.6944899999999999|0.6944899999999999|-0.1517|2.7493|-0.20813|0.0420327|13.0|7.9|7.9
19k_a38|0|0|3.218103741|0|7.412764017000001|2|2|1.297042875|0.0|0.0100827|-0.17467835|0.0445691609999999|0.098947776|0.0|1|-0.00835812|0.208892195|-0.060668296|-0.51857087|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.658700057|-0.112748779|-0.126936513|-71.54314527|14.76615358|157.4834779|0.341299943|-0.044662847|-51.10918191|116.0039747|-2.411793744|-45.3966925|94.38036132|86.30929885|417.968819|6.744851799999999|12.89431427|0.911726848|7091.215492|152.51267140000002|37.3070426|0.021802691|2014.5803|686.8472757999999|13.8345897|0.0|1.0|0.0|4.89|2.2|0.13|17.0|-6.41|124.32|0.0|0.0|1.0|6.0|33.0|-7.84|444.46|0.0|1.9|-3.62|0.000134|107.0|0.0|3.94e-07|0.000175|-0.05534|5.1869|4.13|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|350.45|0.2038|502.43|0.38269|0.70327|-0.14568|9.1508|-0.20102|0.04615409|11.0|7.9666|7.9666
17a_a50|1|1|0.0|2|7.934155233999999|1|1|1.349854788|4.319202937|-0.186084687|0.009691515|0.034142512|-0.109740063|2.189373662|2|0.012893333|-0.178162528|-0.239713023|-0.220088198|0.762224122|0.784570118|-0.204032723|-0.215448852|0.92300665|-0.045404408|-0.078525868|-29.57096251|8.977762705|10.03717565|0.07699335|-0.0280449529999999|-33.3079288|84.34722313|-1.570517366|-19.25896309|58.69900789|38.54872522|601.1353533|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|23.12299308|0.011602876|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|3.95|3.29|0.29|20.0|-6.76|51.77|0.0|0.0|1.0|6.0|30.0|-6.44|398.5|0.0|3.27|-4.44|0.000102|0.0144|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|3.08|4.0477|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|616.93|0.6244|0.66046|-0.16724|6.2113|-0.1992|0.02594911|85.0|7.0706|7.0706
47u_a18|0|0|0.0|0|7.03438793|1|1|1.251177393|0.0|0.039883149|-0.0872206669999999|0.035393939|0.008108241|0.0|0|0.00082284|0.0121925089999999|-0.126628013|-0.539738821|0.664796402|0.7517870059999999|-0.0112778039999999|-0.053126304|0.741066474|-0.090364489|-0.092271172|-62.99873374|14.42377665|86.37253771|0.258933526|-0.0344062|-44.84707106|77.59162925|-2.029965788|-43.92035521|79.06741651|77.42251040000001|516.6437614|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|33.23007431|0.021142007|1960.574384|818.9389171|14.73941472|0.0|1.0|0.0|3.98|0.0|0.19|18.0|-8.2|99.56|1.0|0.0|1.0|8.0|34.0|-6.31|455.51|0.0|2.6|-4.98|2.05e-06|0.00472|0.0|6.34e-09|2.89e-06|-0.06392|3.1186|9.34|3.1186|-1510.182477|-1510.153552|738.53|1282.66|397.57|0.5849|646.45|0.69143|0.69143|-0.12717|4.4624|-0.19109|0.02892505|1.97|5.7055|5.7055
15a_a50|1|1|0.0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.113976703|-0.06317118|0.035694444|-0.0446629609999999|2.020652006|2|0.005828749|-0.072976638|-0.128070491|-0.325638639|0.797917311|0.821868651|-0.051676609|-0.207610131|0.837789896|-0.0783960279999999|-0.084501726|-46.91098865|10.77967103|275.287923|0.162210104|-0.029316925|-30.25705388|0.0|-1.436529349|-28.07082095|61.78266878|57.69065967|501.3207109|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|1218.577214|569.5267957000001|11.21812301|1.0|1.0|1.0|3.7|2.63|0.23|20.0|-6.09|68.76|0.0|0.0|1.0|5.0|28.0|-6.78|371.44|1.0|2.76|-3.92|0.000251|0.0444|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|2.66|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.1767|519.38|0.66132|0.66132|-0.16693|6.6307|-0.19948|0.03314629|41.0|7.3872|7.3872
11_a3|0|0|0.0|0|6.823286122000001|0|0|0.605020608|0.0|0.119431379|-0.127546771|0.042795699|-0.101436441|1.710245969|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.577616902|0.8947911009999999|0.724492061|0.132535663|-0.04179402|0.777803048|-0.0955396769999999|-0.099420732|-45.19136777|6.800350988|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|80.34769756|-1.292469516|-21.37603754|57.08178682|51.99171876|367.9098016|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|117.0775712|24.61956593|0.021256639|812.4456757999999|311.6695405|10.0546353|1.0|1.0|1.0|3.19|2.07|0.0|21.0|-6.51|105.82|0.0|0.0|1.0|2.0|22.0|-6.59|305.36|1.0|2.46|-3.71|8.37e-05|0.0601|0.0|3.06e-07|9.35e-05|-69.0|3.2232|2.12|3.2232|-1288.195105|-1288.165162|508.58|834.82|384.66|0.4441|346.18|0.6966600000000001|0.6966600000000001|-0.13118|3.3694|-0.20018|0.02994326|0.04|7.3979|7.3979
11d_a31|0|0|3.39688681|0|7.765993078999999|1|1|0.610136352|0.0|0.064475882|-0.116385886|0.0388738739999999|0.016799834|0.0|2|-0.006496772|0.026806221|-0.096447723|-0.574318121|0.819298311|0.822077662|-0.057505249|-0.13169885|0.585212816|-0.134031221|-0.134048091|-82.05480081|21.07078977|296.2476128|0.414787184|-0.040797245|-50.24081482|91.25756269|-1.87667327|-50.23449218|98.8237718|103.1255906|358.2711594|7.885647873|15.21323794|0.929231204|5420.356537|194.8221811|36.63453013|0.027374162|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|3.6|2.83|0.32|16.0|-6.23|125.57|0.0|0.0|1.0|7.0|27.0|-6.4|385.44|1.0|3.34|-4.2|3.33e-06|0.0241|0.0|5.83e-07|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|0.2642|551.86|703.0|703.0|-0.15822|3.1919|-0.19226|0.04390452|0.03|7.5229|7.5229
9_a1|0|0|3.358585365|0|6.86171134|0|0|1.432397289|0.0|0.020428974|-0.1075163359999999|0.037578348|-0.110185988|0.0|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.483335578|0.582499378|0.737794643|-0.053460262|0.02778394|0.755276458|-0.080888063|-0.085722429|-46.63553015|6.495805626|63.73880199|0.244723542|-0.031896718|-28.49439431|0.0|-1.371558857|-26.88743664|57.60218193|53.13133578|435.4501351|7.61577077|13.91191974|0.826725116|5063.330971|125.865476|23.52578164|0.014186995|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|2.78|2.66|0.05|23.0|-8.98|58.64|0.0|0.0|1.0|4.0|27.0|-5.81|357.38|1.0|4.12|-4.79|2.07e-05|0.0057799999999999|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|487.19|0.70296|0.70296|-0.13413|4.1623|-0.21015|0.03294951|6.0|5.2218|5.2218
1_a6 (SB-431542)|0|0|3.3674017380000003|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.175408303|0.035620155|0.1008839219999999|0.0|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.5940412860000001|-0.126408788|-0.122555709|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|-44.47680367|87.15852628|94.56841061|352.3666367|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|36.46179023|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|103.12|0.0|0.0|1.0|4.0|29.0|-6.73|384.39|1.0|2.85|-4.25|3.03e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|464.07|0.55256|0.69868|-0.13329|6.0113|-193.0|0.03494577|1542.0|5.8119|5.8119
22_a10|0|0|0.0|1|7.535296702|1|1|1.343837143|2.113627059|-0.067641834|-0.017163935|0.036101695|-0.026750502|1.880539113|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|0.670763832|0.747363443|-0.02603707|-0.033474297|0.8698299140000001|-0.053881447|-0.0649866779999999|-41.96631248|13.023146|75.58376652|0.130170086|-0.022372463|-39.42279832|60.10354816|-1.3647202319999998|-32.68604442|71.13124588|54.98945848|677.4790907|8.84228648|15.30289992|0.730649641|7414.102179|339.3328129|30.87787063|0.026340252|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|3.74|4.14|0.17|27.0|-9.37|73.14|0.0|0.0|1.0|6.0|36.0|-6.29|475.54|0.0|4.26|-5.53|4.55e-06|0.0014|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|1339.48|321.89|0.2624|602.93|0.4483899999999999|0.6834100000000001|-0.16095|4.8409|-0.2180699999999999|0.03366599|1.1|5.9586|5.9586
6f_a40|0|0|0.0|1|8.421342866|1|2|0.604893424|1.750582483|0.134099184|-0.156988665|0.038309179|-0.122783873|0.737582436|2|-0.008368734|-0.233222505|0.048543494|-0.628934821|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.655786513|-0.134203859|-0.130571562|-86.21963207|10.2782635|207.7174501|0.344213487|-0.052228625|-53.89282175|40.01876255|-2.350288117|-55.39203581|92.77827871|96.49789556|421.31181889999993|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|1750.039046|593.503189|8.892225517|0.0|0.0|1.0|4.05|2.53|0.21|14.0|-3.67|199.45|3.0|1.0|3.0|5.0|30.0|-6.9|457.55|0.0|2.61|-4.64|1.13e-07|0.0105|1.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|1139.55|482.43|0.2362|507.64|0.66642|0.69911|-0.1131799999999999|6.2384|-203.0|0.04845403|42.0|7.3768|7.3768
3t_a32|1|1|3.4477303|0|7.765993078999999|0|0|0.609420752|0.0|0.028840888|-0.0338714389999999|0.03995614|0.028527045|2.141978747|3|0.00139283|0.049606573|-0.070331512|-0.496165036|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.828676243|-0.080203824|-0.0974995|-50.65701113|8.995863948|97.01046154|0.171323757|-0.026967947|-38.89478416|0.0|-1.267493496|-31.99514268|72.43498782|59.65287508|523.3947687|8.107111779|15.64252992|0.929482453|5525.861115|199.2870037|24.88485469|0.017184783|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|3.58|3.41|0.3|19.0|-8.01|128.01|0.0|0.0|1.0|7.0|27.0|-5.81|396.53|1.0|4.46|-4.93|3.28e-07|0.00462|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|5.5|3.5487|-1864.708995|-1864.678788|677.16|1129.24|349.38|0.2906|575.45|0.70286|0.70286|-0.14739|1.2641|-0.20246|0.03020622|9.0|8.0458|8.0458
8a_a50|1|1|3.139870661|1|7.860570786|1|1|1.39826105|2.03117465|-0.0737162059999999|-0.021959577|0.03904321|-0.0224366579999999|1.99158738|2|0.007801731|-0.038971589|-0.065546446|-0.352654037|0.75162266|0.804535572|-0.188882361|-0.095292123|0.860876738|-0.069208148|-0.08230347|-34.88425666|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|0.0|-1.234552044|-17.58335405|50.06249379|44.36511568|433.9235497|5.754657432|10.69309012|0.858162757|4638.284496|125.2985144|21.23424244|0.017017336|828.1354551|388.171611|8.577560914|1.0|1.0|1.0|3.34|2.01|0.11|20.0|-6.32|59.39|0.0|0.0|1.0|2.0|24.0|-6.12|313.36|1.0|2.87|-4.13|0.000138|0.0234|0.0|4.82e-07|0.000151|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|396.63|0.3462199999999999|0.60625|-0.17244|3.5509|-0.20051|0.03479985|47.0|7.3279|7.3279
12au_a36|0|0|3.422314661|0|7.412764017000001|2|2|0.2992539489999999|0.0|0.074839187|-0.351827031|0.044036281|0.075815782|0.0|1|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.698996981|-0.090166553|-0.110305773|-64.86748076|15.51748637|102.3999102|0.301003019|-0.038036474|-57.09017539|26.04051569|-2.206115469|-46.66686194|95.91776213|80.38496714|502.8713191000001|8.963940512999999|17.67586495|0.97188557|7239.100414|204.2726719|38.21494522|0.023021031|2216.466823|805.2286932|16.56175445|0.0|1.0|0.0|5.0|0.0|0.17|17.0|-6.87|123.75|0.0|0.0|1.0|7.0|34.0|-8.03|474.54|0.0|1.18|-3.72|0.0001409999999999|0.0897|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|-1876.156196|752.27|1283.4|334.15|809.0|618.65|0.58518|0.70395|-0.15162|6.1367|-0.2087099999999999|0.05174058|47.0|7.3279|7.3279
12p_a30|0|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|-0.031328052|0.040899471|-0.062956958|0.0|1|0.005965451|-0.109773594|-0.053644471|-0.456474815|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.843381594|-0.074356395|-0.094870978|-47.54197452|9.659715461|75.21136863|0.156618406|-0.0364888379999999|-38.78387161|0.0|-1.897419563|-30.39737673|68.98315679|57.20168999|539.2411292|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|28.4530386|0.0130197619999999|1479.558007|686.039456|8.3245726|0.0|1.0|0.0|4.76|0.0|0.17|17.0|-7.01|81.65|0.0|0.0|1.0|5.0|30.0|-5.81|412.51|1.0|2.91|-5.15|2.21e-06|0.00291|0.0|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|526.91|0.33929|0.68561|-0.14823|4.0456|-0.19992|0.03198743|17.0|7.7721|7.7721
5f_a40|0|0|0.0|1|8.149890544|0|1|0.60491326|1.656591081|-0.004886759|-0.0468504759999999|0.042936508|-0.085493191|0.769837491|2|0.000706205|-0.155235986|0.100535344|-0.4644854879999999|0.7039183109999999|0.811339477|-0.465573352|0.095322868|0.7414714309999999|-0.113521559|-0.10969397|-52.44868801|9.349692674|222.1847349|0.258528569|-0.041135239|-23.41506245|63.48466425|-1.316327637|-24.23209217|57.61052946|61.79838068|342.5710869|5.780627322000001|11.20493646|0.938359946|3963.475837|85.75294257|23.33651|0.015000038|746.7683199|269.0442248|6.930245797|0.0|1.0|1.0|3.08|2.05|0.21|14.0|-3.69|101.52|2.0|0.0|3.0|3.0|20.0|-6.47|284.34|1.0|2.23|-3.31|0.000108|0.14|0.0|0.000207|0.0587|-0.06227|3.8036|3.5|3.0611|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|361.03|0.56507|0.69727|-0.13057|5.5961|-0.19284|0.02389588|112.0|6.9508|6.9508
16_a3|0|0|0.0|0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|-0.186717242|0.045993266|0.027762972|1.614080058|1|-0.008409607|0.069124437|0.0032314229999999|-0.614173961|0.659478546|0.767641592|-0.142670655|-0.031683873|0.6974791290000001|-0.108919585|-0.100138414|-53.7971544|6.027544549|248.6415425|0.302520871|-0.041233465|-24.42909382|82.16042286|-1.401937796|-26.57128935|56.56724056|59.82469895|344.4962834|5.780331402000001|11.22152755|0.941329444|4733.033232|84.12292796|24.54661368|0.0143895839999999|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|3.13|2.59|0.0|21.0|-7.16|92.93|0.0|0.0|1.0|2.0|23.0|-5.89|322.36|1.0|3.5|-4.49|1.05e-05|0.0104|0.0|6.97e-08|2.25e-05|-0.07095|3.2208|3.19|3.2208|-1371.388717|-1371.360243|520.28|856.09|384.94|0.3866|368.22|0.6944100000000001|0.6944100000000001|-0.13195|2.8688|-0.2029|0.02847445|42.0|7.3768|7.3768
2_a3|0|0|0.0|0|6.823286122000001|0|0|0.605017347|0.0|0.176032668|-0.09743592|0.034166667|-0.103423993|2.058239271|1|-0.0045709459999999|-0.18746945|0.017902469|-0.568019422|0.899733837|0.769486995|-0.192034735|0.065162907|0.750206578|-0.104577702|-0.09392632|-49.07072207|5.601853871|228.178656|0.249793422|-0.033150466|-20.68016573|74.89956423|-1.127115845|-23.02532673|53.05538527|54.67257594|352.0174726|4.88513521|9.016533738|0.845708123|4446.904467|127.637231|21.36736636|0.019143348|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|2.97|2.22|0.0|21.0|-6.89|92.93|0.0|0.0|1.0|2.0|22.0|-5.93|304.37|1.0|3.06|-4.27|1.7800000000000002e-05|0.0162|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|340.69|0.37284|0.69543|-0.14605|4.0121|-0.21028|0.02925101|3981.0|5.4|5.4
18_a15|0|0|0.0|0|0.0|0|0|1.435689019|0.0|-0.020185809|-0.090130715|0.037948718|-0.094812415|0.0|0|0.000539978|-0.190640601|-0.072506962|-0.431836192|0.660075777|0.7162974740000001|-0.0374132629999999|0.004699248|0.8362289070000001|-0.067562078|-0.090730185|-41.31992544|4.370403779|40.37881101|0.163771093|-0.035181092|-33.93632895|1.833724661|-1.723873519|-25.27062952|60.86009645|45.69032922|511.4247108|5.990767063|10.2545953|0.711733271|5705.360332|81.07723009|24.80452821|0.008781964|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|3.75|0.08|24.0|-9.98|47.04|0.0|0.0|1.0|5.0|29.0|-4.8|385.43|1.0|5.06|-5.93|6.86e-07|0.0004559999999999|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|3.8232|-1265.810138|-1265.770242|650.53|1110.18|324.29|0.2686|535.02|0.6074|0.70427|-0.1579|4.2476|-0.19371|0.03989594|129.0|6.8894|6.8894
A8301_a51|0|0|0.0|1|6.86171134|0|0|1.197963627|1.700610355|0.0245770529999999|-0.028789626|0.039058957|0.078523314|1.987294898|1|0.007083041|0.135886548|-0.0357324579999999|-0.4354420879999999|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.934739895|-0.055295165|-0.0780376929999999|-35.90764428|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|78.46116212|-1.6387915469999998|-23.3177516|56.90163721|41.20144811|607.0025787000001|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|94.18649643|24.89475504|0.009586697|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|3.49|3.5|0.04|27.0|-9.38|87.72|1.0|0.0|1.0|5.0|31.0|-5.31|421.52|1.0|4.58|-5.93|2.5e-07|0.000495|0.0|4.12e-10|1.74e-07||||||||||||||||||12.0|7.9208|7.9208
7_a1|0|0|0.0|1|7.860570786|2|2|1.348826331|2.307091837|-0.055291895|0.001018628|0.035718954|-0.048878707|0.0|1|0.004950534|-0.077833285|-0.245732751|-0.441054548|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0.710959153|-0.083362936|-0.098295453|-40.16416679|17.31482297|111.9204437|0.289040847|-0.031040669|-22.81733634|404.7836105|-1.179545431|-19.35104936|61.72628137|57.47898976|342.53930230000003|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|24.78585294|0.029820838|941.8624118|351.4191817|14.36764539|1.0|1.0|1.0|3.09|2.83|0.22|17.0|-5.64|49.17|0.0|0.0|2.0|2.0|23.0|-6.4|305.33|1.0|2.72|-3.71|0.000696|0.0595|0.0|2.29e-06|0.000698|-0.02433|4.0504|2.76|4.0504|-1009.509475|-1009.48087|515.2|864.85|306.1|0.2961|365.53|0.69902|0.69902|-0.16734|4575.0|-0.19167|0.02860499|0.46|6.3372|6.3372
6b_a31|0|0|3.404988662|0|7.773594467000001|1|1|0.610136262|0.0|0.052690797|-0.178758575|0.037803618|0.11647286|0.0|2|-0.008439437|0.1978523089999999|-0.002840672|-0.57983695|0.838789705|0.78240875|-0.068433069|-0.084489161|0.627853074|-0.12081047|-0.1284626569999999|-73.70779766|20.12924648|159.79549319999998|0.372146926|-0.045675611|-47.81835367|101.4993391|-2.055402513|-44.96993859|93.1058799|93.83704414|383.0600707|7.513612533|14.46878435|0.925676135|6099.567787|155.0167518|37.35947255|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|3.55|2.73|0.1|22.0|-7.33|131.36|0.0|0.0|1.0|4.0|29.0|-6.5|404.44|1.0|3.3|-4.66|2.34e-06|0.00883|0.0|4.67e-08|1.89e-05|-0.05835|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|492.36|0.7013199999999999|0.7013199999999999|-0.13345|5.9085|-0.1918|0.03623358|54.0|7.2676|7.2676
