molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
3d_a12|0|0|0.0|0|0.0|1|1|1.28383852|0.0|0.092417272|-0.053022041|0.038787879|-0.166233441|0.0|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.8547246829999999|-0.066850425|-0.0958414059999999|-34.34601551|5.717316796|74.39425719|0.145275317|-0.035063929|-25.2986621|0.0|-1.437621096|-17.64609244|57.52228251|40.06333231|439.1353855|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|23.26659057|0.01611886|953.9302134|410.9162081|8.281452338|1.0|0.0|1.0|3.98|2.71|0.11|18.0|-7.51|50.17|0.0|0.0|1.0|3.0|24.0|-6.22|313.36|1.0|2.67|-3.91|0.000302|0.0385|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|411.35|0.53114|0.6572100000000001|-0.15387|2.2068|-0.22229|0.02399772|25.0|7.6021|7.6021
4f_a46|0|0|0.0|1|7.825245291|1|1|1.134637108|2.190536659|-0.2265364489999999|-0.001868546|0.045958333|-0.099507167|0.0|1|0.011806162|-0.154986658|-0.079238184|-0.150189733|0.6901151990000001|0.74106323|-0.2076648489999999|-0.1697014539999999|0.934973206|-0.055836642|-0.0674830959999999|-30.29079362|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|56.50645576|-1.079729539|-16.43243843|42.21890747|35.0293449|507.213176|5.654067072999999|9.828175385|0.7382488140000001|4661.569032|130.2830519|15.73210412|0.010341277|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|3.88|3.16|0.38|17.0|-7.21|43.6|0.0|0.0|1.0|3.0|25.0|-5.65|332.44|1.0|3.76|-4.58|4.18e-05|0.00872|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|4548.0|-1033.550809|-1033.528421|591.51|1020.33|272.61|0.1719|493.53|0.69208|0.69208|-0.19079|3.2783|-0.2202599999999999|0.02238723|183.0|6.7375|6.7375
3o_a32|1|1|3.644417045|0|7.773594467000001|1|1|0.609420753|0.0|-0.022603806|-0.014299905|0.035643275|-0.064818511|2.240993002|3|0.000243592|-0.117744493|-0.061774721|-0.483580522|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.8377808240000001|-0.073742105|-0.095457829|-42.51640563|7.218280399|62.67187821|0.162219176|-0.031819276|-31.73171751|0.0|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|483.0270239|6.392329273|11.73098001|0.835165165|5488.777096|123.9047338|23.36733582|0.0130649069999999|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|3.47|3.06|0.32|19.0|-7.27|122.97|0.0|0.0|1.0|3.0|26.0|-6.17|381.52|1.0|3.74|-4.73|1.89e-06|0.00714|0.0|5.35e-08|2.04e-05|-0.05413|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|1049.14|350.9|0.2851|464.85|0.70216|0.70216|-0.14652|3.2729|-0.20065|0.03088166|0.24|6.6198|6.6198
12t_a36|0|0|3.500121488|0|7.412764017000001|2|2|1.297042607|0.0|-0.058770337|-0.034194893|0.041767677|0.035510516|0.0|1|0.0045625|0.059266516|-0.101854847|-0.436022708|0.902377067|0.829598864|-0.009662203|-0.050788309|0.8337556420000001|-0.0735262|-0.100615514|-48.97252784|11.7409283|86.12920631|0.166244358|-0.035934112|-44.63604995|0.417511887|-2.012310282|-32.61842026|77.32343502|60.71345614|555.3275093999999|7.960344391|15.36435856|0.930112292|5936.009091|144.422087|30.56063281|0.01547607|1711.395437|729.1873176|10.30792105|0.0|1.0|0.0|4.94|0.0|0.21|17.0|-7.36|69.2|0.0|0.0|1.0|6.0|31.0|-6.33|409.49|0.0|2.4|-4.57|2.48e-05|0.0109|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|3.6694|-1311.585049|-1311.552739|713.6|1208.04|337.89|0.4297|562.72|0.69297|0.70313|-0.15088|5.9081|-0.2039|0.03230976|8.0|8.0969|8.0969
18c_a30|0|0|0.0|0|7.412764017000001|2|2|0.604986846|0.0|0.12157783|-0.118776867|0.042560386|0.011887112|0.0|1|-0.002215642|0.0211588229999999|0.003429114|-0.562807327|0.841060094|0.8303425640000001|0.034468997|-0.058608635|0.717052026|-0.105618255|-0.1115683|-71.31647561|13.07260474|384.391404|0.282947974|-0.042101245|-50.86775696|103.215593|-2.2313660090000003|-48.15493021|87.76550537|84.38908035|484.1740985|7.646050338999999|13.8741593|0.81455244|6685.737642|144.5043388|36.16826708|0.018410634|1916.918155|713.7769663|12.43138832|0.0|1.0|0.0|4.85|0.0|0.13|17.0|-6.19|124.74|0.0|0.0|1.0|6.0|32.0|-7.05|441.51|0.0|1.91|-4.3|9.68e-06|0.0221|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|3.4848|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|543.46|0.69123|0.69123|-0.14225|6.6462|-198.0|0.04503016|12.0|7.9208|7.9208
14ab_a23|1|1|0.0|2|7.423568444|0|0|1.197962873|3.4171257980000003|0.065530542|-0.028841865|0.04314059|0.021287386|0.7586471459999999|2|0.012103325|0.038241896|-0.074579388|-0.449699921|0.725358161|0.75434493|-0.085303124|-0.05990912|0.92422233|-0.051974369|-0.076243539|-35.59605095|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|82.79560776|-1.677357849|-24.37891748|61.60741239|47.90644969|632.9786397|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|3.63|3.82|0.12|26.0|-8.16|105.02|1.0|0.0|1.0|5.0|32.0|-5.92|439.54|0.0|4.12|-5.55|5.9e-07|0.00123|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|595.23|0.66532|0.66532|-0.14778|5.9624|-0.21924|0.02013145|4.0|8.4012|8.4012
11b_a31|0|0|3.248213341|0|7.765993078999999|1|1|0.610137403|0.0|0.078614731|-0.172248605|0.043380952|-0.078907688|0.0|2|-0.010716217|-0.129901143|-0.101934423|-0.564706551|0.833717183|0.834596039|0.067031897|-0.074254978|0.545458754|-0.143839236|-0.148709304|-80.0942166|21.02499452|286.7721447|0.454541246|-0.044612791|-46.10900197|87.78853803|-1.784511651|-44.59898223|100.3071755|101.1192111|303.7286124|6.83089364|12.96936635|0.8986339170000001|5202.545866|183.9081702|37.09261324|0.0314298879999999|1483.70453|397.3137532|17.50115151|0.0|1.0|1.0|3.41|2.29|0.24|16.0|-5.45|125.57|0.0|0.0|2.0|5.0|25.0|-6.73|357.38|1.0|2.69|-3.75|1.82e-05|0.0637|0.0|3.59e-06|0.00128|-0.03574|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|322.57|0.2634|479.66|0.70073|0.70073|-0.15936|3.2104|-0.1951|0.04215313|0.53|6.2757|6.2757
12ab_a30|0|0|0.0|0|7.412764017000001|2|2|0.604983638|0.0|-0.026189286|-0.030346359|0.043854875|0.018023992|0.0|1|0.005111479|0.03046828|-0.12254489|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.7997534890000001|-0.082740301|-0.1008879709999999|-58.23149599999999|22.23130678|119.79740259999998|0.200246511|-0.031859359|-49.97135112|0.0|-1.815983471|-40.9825333|92.49334877|80.46280277|562.8556061|8.44310703|15.6704374|0.856003642|6918.884105|278.7324985|37.1257096|0.030534507|2116.165447|792.3440337000001|21.48976996|0.0|1.0|1.0|4.87|0.0|0.21|17.0|-6.83|100.11|0.0|0.0|1.0|7.0|33.0|-6.39|458.54|0.0|2.52|-5.0|2.47e-06|0.00456|0.0|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|613.7|0.46561|0.68324|-0.14772|6.9089|-0.19672|0.03368522|17.0|7.7825|7.7825
19f_a38|0|0|3.3320764830000003|0|7.412764017000001|2|2|1.297044434|0.0|-0.036714749|-0.084341564|0.041808786|-0.008118156|0.0|1|-0.000673716|-0.017421394|-0.101303149|-0.4288343429999999|0.724208473|0.819222745|-0.075025988|-0.094149094|0.750875987|-0.085318318|-0.111307609|-54.50401599|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|12.14075726|-1.892229356|-34.81887413|84.35196967|67.96791709|479.6831205|6.164440995|11.28936331|0.8313685409999999|6115.273372|169.6496169|32.91812709|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|4.82|2.48|0.14|17.0|-6.86|81.23|0.0|0.0|1.0|5.0|30.0|-6.77|401.44|1.0|2.67|-4.17|7.209999999999999e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05735|5.3197|3.41|3.4422|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.3205|495.68|0.38086|0.7056100000000001|-0.14369|5.3152|-0.20104|0.02936908|73.0|7.1397|7.1397
11g_a5|0|0|2.9590700880000003|1|7.139660336|0|0|1.388236041|1.984996534|-0.204002571|0.009272269|0.020943152|-0.083337229|0.0|2|0.006964153|-0.14133011|-0.137739838|-0.267507083|0.777565622|0.814159231|-0.075382189|-0.01453517|0.837943738|-0.067247149|-0.076326887|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|0.0|-1.297557078|-29.04250676|71.21847290000001|59.4498014|550.6745046|9.342496899|18.16867625|0.944734523|5817.569415|299.94631180000005|30.75897687|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|2.34|0.08|28.0|-9.04|81.51|0.0|0.0|1.0|7.0|31.0|-6.84|408.46|0.0|2.96|-4.31|7.65e-05|0.0199|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.5106|2.3|4.2083|-1330.189793|-1330.144218|693.48|1180.25|294.62|0.4609|542.13|0.56924|0.63081|-0.1714|3.2282|-0.2146199999999999|0.04557484|0.03|7.5229|7.5229
12e_a31|0|0|3.483599061|0|7.765993078999999|1|1|0.610134116|0.0|0.052663358|-0.044316064|0.037098765|0.0113193469999999|0.0|2|-0.000231353|0.01824365|-0.08867626|-0.543945776|0.7968154940000001|0.7761616020000001|-0.039273975|-0.028502695|0.721526766|-0.0939597569999999|-0.1099563869999999|-68.32948993|19.38343763|166.1479229|0.2784732339999999|-0.036652129|-58.15044546|595.9853231000001|-2.089171358|-49.6906263|95.1187282|87.71292755|524.7092721|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|3.87|3.72|0.24|22.0|-9.31|117.37|0.0|0.0|1.0|9.0|33.0|-5.93|460.55|1.0|4.5|-5.42|2.16e-07|0.00176|0.0|4.93e-10|2.27e-07|-0.03445|5.3264|6.33|3.8391|-1809.899887|-1809.85374|781.61|1308.13|322.95|0.3831|640.03|0.55114|0.7006600000000001|-0.15934|2.6024|-0.19379|0.04614662|0.17|6.7696|6.7696
12h_a40|0|0|0.0|1|7.515889085|0|0|0.60499064|1.760542171|0.104392974|-0.107711573|0.041915709|0.208938531|0.803557099|2|-0.002126898|0.367928263|0.127299624|-0.556229094|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|6.193088525|208.6717565|0.160518251|-0.038796498|-25.56004046|59.68939644|-1.280284432|-26.67382585|54.9311782|56.64687411|443.8158546|7.989299324|15.84593062|0.983394285|5087.343024|82.46928995|24.30173133|0.012453938|801.957134|350.9435025|6.584127851|0.0|1.0|1.0|3.19|3.0|0.0|20.0|-6.84|84.45|1.0|0.0|1.0|2.0|23.0|-5.13|361.25|1.0|4.22|-5.58|5.58e-07|0.000942|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|435.95|0.6503899999999999|0.7041|-0.1092|2.5573|-0.18432|0.02044063|823.0|6.0846|6.0846
34_a47|1|1|0.0|1|6.842683282|0|0|1.40499556|1.883479676|-0.210257395|-0.064842466|0.03522792|-0.094313757|1.741433543|1|0.0047106|-0.208989427|-0.1430639269999999|-0.2829549719999999|0.62974551|0.833786184|0.046668352|0.128336294|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|0.0|-1.261976347|-19.00022922|62.66739933|45.23285281|457.4477611|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|24.85087647|0.023023142|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.19|3.0|0.16|21.0|-7.47|68.52|0.0|0.0|1.0|4.0|26.0|-6.66|348.38|1.0|3.02|-3.9|0.000267|0.0436|0.0|3.36e-08|1.17e-05|-0.0545|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|980.02|318.79|0.2309|436.88|0.6602399999999999|0.69314|-0.16086|4.4605|-0.21536|0.03084502|2.0|8.7|8.7
11d_a5|0|0|2.9590700880000003|0|6.605297921|0|0|1.388848584|0.0|-0.245058546|0.001099755|0.0228184279999999|-0.125546291|0.0|1|0.008809179|-0.202307745|-0.12451554|-0.22897714|0.786587307|0.783891527|-0.018747485|0.036918829|0.87090286|-0.063028408|-0.0847408619999999|-40.04753555|8.151092424|61.45330587|0.12909714|-0.029333375|-34.21147402|0.0|-1.525335513|-25.44574968|65.35645739|48.19862797|553.3617954|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|26.16587381|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|66.93|0.0|0.0|1.0|7.0|29.0|-6.47|385.46|1.0|3.28|-4.29|7.2e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|594.45|0.66686|0.6533399999999999|-0.16762|2.8731|-0.20529|0.03371838|15.0|7.8239|7.8239
12v_a30|0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|0.037440652|-0.029548782|0.04625323|-0.099831334|0.0|1|0.001805829|-0.173424818|-0.0493878409999999|-0.471153275|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.8501212029999999|-0.077138874|-0.0971402169999999|-52.18846092|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|0.0|-1.845664126|-35.30820865|75.73440678|62.89402328|575.1512171|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|31.6144427|0.014801518|1549.107692|685.6665849999999|10.01399667|0.0|1.0|0.0|4.62|0.0|0.14|17.0|-7.8|81.65|0.0|0.0|1.0|5.0|31.0|-5.52|467.37|1.0|3.59|-6.04|2.64e-07|0.0004269999999999|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|0.1601|573.82|0.68405|0.68405|-0.1505099999999999|2.9171|-0.20681|0.03495552|22.0|7.6596|7.6596
20a_a10|0|0|0.0|1|7.535296702|1|1|1.343837243|2.113798134|-0.0774974029999999|0.049376168|0.036415094|-0.035536682|1.896409603|1|0.008297595|-0.058994157|-0.049146504|-0.281099208|0.661219642|0.755429696|0.036092601|0.019448804|0.913681336|-0.066386563|-0.072821454|-43.19189039|8.860330345|66.52185003|0.086318664|-0.028008251|-30.82502228|47.01787447|-1.456429076|-28.10115947|58.1398225|52.05222074|594.4519837|8.419180593|15.37476788|0.826159649|6729.996773999999|173.41938059999998|24.84485067|0.016540298|1291.932235|719.5272609|10.76131538|0.0|1.0|1.0|3.48|3.63|0.11|27.0|-9.44|76.62|0.0|0.0|1.0|4.0|33.0|-5.82|429.47|1.0|4.27|-5.59|2.07e-06|0.0011|0.0|3.61e-10|1.55e-07|-0.06611|4.7841|3.98|3.8312|-1389.164302|-1389.1321289999998|696.63|1200.92|323.62|0.2738|524.02|0.50193|0.6864600000000001|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|1.2|5.9208|5.9208
41_a18|0|0|0.0|0|7.03438793|2|2|1.251176562|0.0|0.115127295|-0.059936864|0.038034188|-0.089781154|0.0|0|-0.002136837|-0.137860739|-0.005930813|-0.5421253970000001|0.759941674|0.733589101|-0.032217299|0.037097204|0.7349388459999999|-0.1020290859999999|-0.089139464|-69.94639412|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-41.89408289|93.99687836|-2.317626057|-47.95199341|65.83786886|76.49358329|503.8398786|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|28.37200951|0.006896617|1759.064589|897.5188662|4.727999916|1.0|1.0|1.0|4.07|0.0|0.25|18.0|-8.38|99.28|1.0|0.0|1.0|6.0|34.0|-6.38|452.55|1.0|2.53|-5.02|2.76e-06|0.0042899999999999|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|482.0|576.83|0.69308|0.69308|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|369.0|6433.0|6433.0
17_a12|0|0|0.0|0|6.823286122000001|1|1|0.610029543|0.0|0.132275232|-0.058347964|0.035816993|-0.210594127|0.0|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.559137213|0.918713011|0.8198617429999999|-0.043392747|-0.11976662|0.858119365|-0.069570363|-0.096209886|-36.25249721|5.849860887999999|69.36398419|0.141880635|-0.035198739|-26.12444199|0.0|-1.443148294|-18.89085387|57.97616997|42.10235809|447.1583691000001|5.669161963|10.61752641|0.8728564259999999|4866.339908|111.1480977|23.31475957|0.015049295|955.9051425|431.5987143|7.842053909|1.0|0.0|1.0|4.13|2.97|0.17|17.0|-7.16|78.41|0.0|0.0|1.0|3.0|24.0|-6.07|333.41|1.0|3.14|-4.24|3.1e-05|0.0191|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|419.49|0.39539|0.62783|-0.15459|2128.0|-0.21781|0.02800938|16.0|7.7959|7.7959
4j_a46|0|0|0.0|1|7.825245291|1|1|1.134637093|2.194310043|-0.175292207|-0.012405467|0.048126615|-0.0529855709999999|0.0|1|0.011684396|-0.078783783|-0.0589746909999999|-0.226712003|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.949893337|-0.05924408|-0.074417476|-34.99059698|8.812983129|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|71.98911503|-1.339514565|-20.66606288|50.26191521|43.80358011|561.0237355|6.274010655|10.49957018|0.673502127|5077.124695|131.7477027|18.85718615|0.0106831269999999|1018.288052|642.1335502000001|6.30964324|1.0|1.0|1.0|4.0|3.9|0.39|17.0|-7.69|39.94|0.0|0.0|1.0|4.0|27.0|-5.09|361.48|1.0|4.5|-5.31|4.16e-06|0.00176|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|-1132.018764|646.67|1112.13|281.19|0.2783|572.31|0.37853|0.69413|-0.18387|2.9043|-0.20071|0.02491327|805.0|6.0942|6.0942
12ae_a36|0|0|3.412870974|0|7.412764017000001|2|2|0.299253957|0.0|0.069118289|-0.351827031|0.041555556|0.087069205|0.0|1|-0.001160331|0.151620635|-0.15024383|-0.513686975|0.8183043390000001|0.831101086|-0.0931249669999999|0.010209009|0.7162413209999999|-0.085851235|-0.105648609|-63.96145017|17.78605328|96.60079598|0.2837586789999999|-0.036430555|-58.64180087|19.97715962|-2.11297219|-47.65297933|97.76153993|81.74750345|533.6188092|8.676756505|16.22570287|0.870019385|7331.209763|234.6851816|39.62310606|0.025570256|2298.140152|805.2286932|19.05051961|0.0|1.0|0.0|5.03|0.0|0.17|17.0|-6.87|123.75|0.0|0.0|1.0|7.0|34.0|-8.03|474.54|0.0|1.18|-3.72|0.0001409999999999|0.0897|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|3.8664|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|615.71|0.40141|0.68591|-0.1566|6.7458|-0.21149|0.0508577|15.0|7.8239|7.8239
12o_a36|0|0|3.444418304|0|7.412764017000001|2|2|1.297042837|0.0|0.01340619|-0.079716275|0.040770975|0.03842353|0.0|1|-0.000472698|0.065221584|-0.126068378|-0.5110239679999999|0.859938421|0.799869816|0.141570244|-0.01854899|0.7592112809999999|-0.082048664|-0.10624773|-59.0895896|16.85373064|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|112.1259723|-2.018706878|-42.554984000000005|95.66406176|75.94332024|546.7667677000001|7.322888607|13.80895167|0.885724665|6622.134304|240.2059039|38.27030489|0.026586303|2181.407379|757.7532208|19.1468529|0.0|1.0|0.0|4.97|0.0|0.17|17.0|-6.93|98.3|0.0|0.0|1.0|7.0|33.0|-7.66|438.48|0.0|1.47|-3.64|0.000292|0.0997|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|560.88|0.36719|0.67273|-0.15695|4.9237|-0.21151|0.04371335|0.04|7.3979|7.3979
6b_a40|0|0|0.0|1|8.421342866|1|2|0.604892326|1.710647518|0.135693438|-0.069975812|0.039863946|-0.137534783|0.6899826|2|-0.004728928|-0.248560671|-0.018582337|-0.630957955|0.691778838|0.842573207|0.003163118|-0.307881994|0.753431574|-0.107699967|-0.118488624|-72.13527644|9.771129787|176.8246355|0.246568426|-0.049599889|-53.15460718|34.43877986|-2.132795227|-48.31476032|87.29061302|81.90640622|504.6333458|6.976123351|12.51342818|0.793750992|8482.600495|81.61884754|37.83107469|0.011838681|1626.736212|618.8882797|7.929311055|0.0|0.0|1.0|4.02|3.36|0.21|14.0|-5.21|173.43|2.0|1.0|2.0|5.0|31.0|-5.85|511.42|1.0|4.21|-6.18|3.86e-09|0.000335|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|0.4962|552.01|0.69429|0.69429|-0.1237099999999999|8193.0|-0.21904|0.03026498|0.03|7.5229|7.5229
12j_a36|0|0|3.502198129|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.0446165029999999|0.039061728|0.091496219|0.0|1|0.003710345|0.161289379|-0.07550872|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.852586292|-0.069970795|-0.105480639|-46.2113679|11.99396966|26.39145693|0.147413708|-0.037113558|-46.00836307|2.098786266|-2.004132137|-30.5197407|80.59149538|58.20533756|563.0803357000001|7.483427579|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|31.59421634|0.016546717|1706.0876829999995|725.9470896|10.92807939|0.0|1.0|1.0|4.86|0.0|0.17|17.0|-7.05|94.5|0.0|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|0.0132|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.448063|-1670.420129|694.28|1198.96|327.94|0.4981|536.01|0.37116|0.69967|-0.15495|6.4451|-0.20593|0.02793415|0.01|8.0|8.0
IN1166_a11|0|0|3.433539068|0|6.842683282|0|0|1.429020445|0.0|-0.089778965|-0.008507023|0.044021739|0.018376555|1.643912856|1|-0.001446486|0.032420935|-0.126749697|-0.462344944|0.841211811|0.765593573|0.102257199|-0.067328767|0.863273559|-0.073965061|-0.0896538619999999|-51.07061499|13.82641888|112.0066065|0.136726441|-0.031642539|-42.74230509|20.83871871|-1.6137695069999998|-35.26269962|76.76995134|64.89703387|596.0640225999999|6.777827685|12.63334911|0.8639230290000001|6310.825439|211.0745642|31.46783535|0.021531291|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|3.51|2.79|0.08|27.0|-10.18|103.17|0.0|0.0|0.0|5.0|32.0|-6.52|417.47|1.0|3.31|-4.78|7.74e-06|0.00688|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|554.63|0.4358399999999999|0.6998300000000001|-0.13823|3365.0|-0.21098|0.04189898|12.0|7.9318|7.9318
27_a47|1|1|0.0|1|6.842683282|1|1|1.216250059|2.041063341|-0.160399235|0.006768957|0.0304347829999999|-0.067535989|1.807806182|1|0.002350172|-0.137440913|-0.077485193|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.846469886|-0.0630454209999999|-0.079484997|-40.35526807|10.56549582|20.73428323|0.153530114|-0.028494622|-32.56705871|3.180329084|-1.510214943|-25.8313393|63.02085767|50.9207639|541.8239522999999|7.083168776|13.50334344|0.906398657|6433.288104|191.5604557|26.02898047|0.018969968|1379.535965|682.9868225|12.14264461|1.0|1.0|1.0|3.37|3.52|0.26|21.0|-8.82|67.66|0.0|0.0|1.0|5.0|31.0|-6.34|436.91|1.0|3.91|-5.05|1.5399999999999998e-05|0.0038799999999999|0.0|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|517.82|0.40976|0.69381|-0.1578|4.0365|-0.21594|0.02633483|2512.0|5.6|5.6
