molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12aa_a36|1|0|3.4172704080000003|0.0|0|2|2|1.297043479|-0.011588438|-0.135770278|2|0.042560386|0.03597264|-0.672129428|-0.006653538|10.95446449|1|-0.004569485|-0.052743904|-0.090926893|-0.53315493|1|0.833911317|0.156337925|0.849217847|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|-72.94175494|16.1504726|132.3194611|0.3110547589999999|212.7097172|109.0001157|-49.88002793|96.18613736|-28.21625599|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-19.29522587|0.2686642589999999|8.05947774|14.60824604|0.812554922|6438.603019|-1041.942197|689.2886595|15.99256772|0.0|0.0|0.0|3.0|4.83|0.0|0.13|-6.14|1.92|112.29|1.0|0.0|1.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|152.0|1.55|0.0|7.19e-07|0.000305|3.88|3.8899|-1401.662677|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|0.4446|-0.15718|3.5904|0.04550032|9.0|8.0458|8.0458
4b_a49|0|0|0.0|0.0|1|1|1|1.343847828|-0.0074627159999999|-0.077626337|2|0.036555556|-0.064060521|-0.402986655|0.001769804|10.92776533|1|0.002557204|-0.0563571629999999|-0.089371493|-0.390006034|2|0.798826417|0.005818676|0.6967593559999999|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|-56.45224362|14.84890147|41.97072627|0.241850733|148.84640819999998|64.87087098|-34.74338731|71.2971749|-18.89220999|71.30114509|0.477868186|2708.998101|466.6010051|-11.62716177|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|-581.3580885|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|3.37|3.1|0.22|-7.05|3.71|90.13|1.0|0.0|1.0|-3.81|30.0|6.0|-7.12|400.43|0.0|0.0|1.0|2.8|0.0527|2.28|0.0|8.91e-08|3.570000000000001e-05|3.56|3.7413|-1333.063439|664.86|1121.45|331.39|0.2856|267.08|509.78|0.68242|0.0615|-0.15635|1.8265|0.03702033|79.0|7.1024|7.1024
13a_a6|1|0|3.417162147|0.0|0|1|1|1.430639975|-0.01115741|-0.0265090529999999|1|0.041767677|0.031837397|-0.602500119|-0.00460563|10.95129557|1|-0.00194781|-0.10896749|-0.180339002|-0.488098052|1|0.7722228729999999|0.090839165|0.8013954109999999|0.77450544|-0.094081761|-0.113446379|0.22670695|-61.52313164|20.83876732|154.9639272|0.22549456|147.4582473|554.4922449|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|506.474367|-17.46461983|0.240087608|8.038453162|15.08351934|0.8764206290000001|6019.922535|-873.2309916000002|627.4287311|13.18415753|1.0|1.0|1.0|2.0|3.53|3.2|0.12|-9.01|4.98|95.85|2.0|0.0|1.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|1.0|3.52|0.00417|3.8|0.0|9.77e-10|4e-07|4.04|3651.0|-1350.085889|695.29|1166.79|339.59|0.5352|206.87|571.9|0.70072|0.2697|-0.14969|7.7145|0.02818646|46.0|7.3372|7.3372
3_a3|0|0|0.0|0.0|0|0|0|0.605000514|-0.010040064|-0.114647585|1|0.034259259|-0.015653979|-0.3413621639999999|-0.007818326|10.31154314|2|-0.006362643|0.041786524|0.081380229|-0.599804962|1|0.8083172479999999|-0.082619043|0.8495058259999999|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|-48.91675544|5.753894372|228.5396864|0.246193521|112.2682304|75.88125246|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|-7.290134722999999|0.299996173|5.025797436|8.592908408|0.709760196|4677.617255|-225.9941764|302.8386149|10.6194566|1.0|1.0|1.0|1.0|3.11|2.39|0.0|-6.15|5.0|121.17|0.0|0.0|1.0|-5.48|21.0|3.0|-5.88|310.4|0.0|0.0|1.0|3.23|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|1.92|3.3475|-1592.904586|491.26|817.21|370.38|0.2383|212.09|316.65|0.69206|0.0851|-0.14599|2.1507|0.03099295|1175.0|5.93|5.93
26_a20|0|0|0.0|0.0|1|0|0|1.4165417530000002|-0.00578453|-0.104520106|2|0.0396875|0.1516835819999999|-0.3297182369999999|0.003085806|10.93106273|1|0.003149352|0.0346782989999999|0.057022334|-0.446730587|2|0.7541508029999999|-0.070815554|0.690530489|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|-58.21621279|8.604974082|299.8332395|0.20662747|139.417676|80.47551422|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|-790.9313788|712.1606951|10.03954725|1.0|1.0|1.0|1.0|3.42|3.07|0.08|-9.18|4.5|86.69|2.0|0.0|1.0|-5.14|32.0|4.0|-6.28|419.48|0.0|0.0|1.0|3.66|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|4.97|3.8894|-1352.315376|715.27|1211.34|318.77|0.2081|256.05|543.96|0.68167|0.0814|-0.16129|3.8173|0.03774288|131.0|6.8827|6.8827
8a_a8|1|0|3.150966553|0.0|1|1|1|1.400027874|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|10.94671414|1|-0.005306541|0.055198015|0.089375589|-0.5028388229999999|1|0.762577159|0.089031731|0.7318727540000001|0.550829475|-0.131795179|-0.118763303|0.22299265|-78.93428863|20.58762475|170.9592896|0.449170525|269.0155755|84.91322996|-47.27503672|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-17.59585557|0.23579367|7.533378788999999|14.52342059|0.927876056|6193.891189|-809.4093564|529.053307|15.44399996|0.0|0.0|0.0|2.0|3.37|2.64|0.05|-6.76|3.13|112.23|1.0|0.0|1.0|-4.4|30.0|5.0|-7.04|400.39|0.0|0.0|0.0|2.56|0.0292|2.4|0.0|1.74e-07|6.96e-05|6.1|3.1039|-1367.776863|620.68|1061.5|399.45|0.2035|269.43|476.69|0.7036899999999999|0.1729|-0.13015|5.4201|0.03213899|11.34|4.9454|4.9454
6_a3|0|0|0.0|0.0|0|0|0|0.605016564|-0.008934536|-0.106234254|2|0.038650794|-0.025021661|-0.330577816|-0.007540435|10.3116226|1|-0.006696449|0.020589494|0.036673175|-0.594308852|2|0.790667152|-0.155862559|0.773152968|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|5.449560482000001|236.2008316|0.216677977|108.118071|77.06094911|-25.95647951|56.71997588|-18.8247694|57.46859326|0.387883362|2196.107822|390.8623623|-9.393191593|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|3.05|2.65|0.0|-7.48|4.96|92.93|1.0|0.0|1.0|-5.44|23.0|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|0.00455|3.79|0.0|3.28e-08|1.11e-05|3.09|3.3963|-1731.735113|524.88|884.88|365.05|0.1997|212.74|366.93|0.69323|129.0|-0.1465|2.8131|0.03079258|1778.0|5.7501|5.7501
3g_a32|1|1|3.542426304|-0.047725143|0|0|0|0.60942078|-0.006258272|-0.072619634|0|0.05052381|-0.058985916|-0.2816222539999999|0.001276735|10.31100273|3|0.002565215|-0.074808287|-0.133675401|-0.563371932|0|0.755211939|-0.1015732219999999|0.786074011|0.887695945|-0.070213101|-0.098311343|0.273439311|-38.9071564|6.647498326|42.56199385|0.112304055|62.23099889|0.0|-21.55960626|60.55421302|-16.86199774|45.55465473|0.447358137|2271.746759|491.89858160000006|-9.343731735|0.199259841|5.917878616|10.70834299|0.809490137|5058.622432|-392.4367329|475.3634141|6.076989555|1.0|0.0|1.0|1.0|3.43|3.44|0.28|-7.29|7.02|110.94|2.0|0.0|1.0|-7.09|24.0|3.0|-4.9|354.49|0.0|0.0|1.0|4.61|0.000915|5.02|0.0|5.08e-08|1.8e-05|4.13|3.5456|-1712.060085|593.24|998.86|349.68|0.2859|349.68|495.4|0.70275|0.2859|-0.14715|3.3082|0.02384763|14.0|7.8539|7.8539
8c_a32|1|1|3.46252244|0.0|0|0|0|0.609420757|-0.0093793719999999|-0.04699673|0|0.036711712|-0.026467635|-0.459589251|-0.003484915|10.31100269|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.578242111|0|0.845443342|-0.024032462|0.7507116140000001|0.801747512|-0.076876481|-0.097480366|0.263222951|-46.47597924|9.818219446|126.6561213|0.198252488|119.85432240000002|78.19443734|-28.09723623|74.36515033|-16.654735000000002|56.29419869|0.447542891|2571.62241|484.6996147|-10.06868562|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|-463.1595384|557.1050635|15.43301109|1.0|1.0|1.0|2.0|3.46|2.82|0.26|-7.65|6.49|140.04|1.0|0.0|1.0|-5.82|27.0|4.0|-6.45|397.52|1.0|0.0|1.0|3.56|0.0164|3.21|0.0|2.23e-08|8.86e-06|4.28|3.5673|-1880.764533|646.97|1090.0|347.56|0.3272|347.56|516.78|0.70135|0.3272|-0.14712|8.4922|0.03115673|37.0|7.4318|7.4318
4S4l_a46|0|0|0.0|0.171853072|1|1|1|1.134637095|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|10.94631401|1|0.006162668|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|0.7936534740000001|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|3.888872426|178.19783940000002|0.105217893|57.30330315|0.0|-26.93416438|49.6055056|-16.27370639|53.34424204|0.469439238|2166.052483|487.3122681|-8.862913904|0.1220608659999999|5.668394116|10.68377935|0.884798257|4920.211524|-452.0086091|579.2365607|3.496670823|1.0|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|4.64|50.94|1.0|0.0|1.0|-5.28|26.0|3.0|-5.23|347.45|0.0|1.0|1.0|4.08|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|4.99|4.1414|-1092.753999|583.76|1040.96|299.38|0.2586|234.25|500.66|0.6763600000000001|0.0614|-0.17632|2.5083|0.02696794|261.0|6.5834|6.5834
4o_a46|0|0|0.0|0.160026534|1|1|1|1.13463699|-0.000627744|0.042766097|1|0.043320988|-0.2363624889999999|-0.032014955|0.010870588|10.93828256|1|0.010144781|-0.018058762|-0.028735607|-0.096073163|1|0.7699448320000001|-0.121466731|0.6418406720000001|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|-35.54402423|5.332434441|5.821925821000001|0.049267382|27.01882145|31.19780621|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|2195.436986|521.3931342|-6.587059484|0.248979351|5.527567399|10.25486577|0.855222204|4966.476822|-316.1788552|544.7877262000001|5.972929428|1.0|0.0|1.0|0.0|3.73|3.12|0.32|-7.26|4.77|54.5|1.0|0.0|1.0|-4.91|26.0|3.0|-5.51|342.44|0.0|1.0|1.0|3.92|0.0045899999999999|4.06|0.0|5.5e-08|1.88e-05|3.76|4.3255|-1070.456878|581.59|1022.29|286.64|0.1598|286.64|501.08|0.6843|0.1598|-0.18282|3.4494|0.02815574|162.0|6.7905|6.7905
17b_a6|1|0|3.375166525|0.0|0|1|1|1.425925343|-0.01272079|-0.0265090529999999|1|0.042739018|0.139594234|-0.6869226490000001|-0.00460563|10.949638|1|-0.00194781|-0.10896749|-0.180339002|-0.563310199|1|0.7788169070000001|0.002947625|0.8013954109999999|0.753949098|-0.095450984|-0.109195656|0.318652397|-62.63196368|20.48861696|155.8689396|0.246050902|161.4509401|557.7093661|-41.0971443|84.71888279|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|-17.86570631|0.229332826|8.974770742|16.46390151|0.834464855|5985.963521|-893.2853154999999|627.4287311|13.06809384|1.0|1.0|1.0|2.0|3.53|2.89|0.12|-9.01|4.98|95.85|2.0|0.0|1.0|-5.81|31.0|5.0|-5.89|409.44|0.0|0.0|1.0|3.6|0.00274|4.09|0.0|9.77e-10|4e-07|4.04|2.9964|-1350.102764|690.98|1168.62|413.78|0.3949|349.8|575.2|0.7016100000000001|0.0033|-0.12545|5.3385|0.02458322|153.0|6.8153|6.8153
18_a10|0|0|0.0|0.0|1|2|2|1.243178376|-0.00309846|0.0307177839999999|2|0.035770975|-0.092424959|-0.1859075939999999|0.009941402|10.92966688|1|0.010573165|-0.091730492|-0.143149563|-0.220292492|2|0.785539083|0.048377088|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|-36.52271591|12.12013168|40.99617452|0.114447045|72.64119073|123.3621791|-23.18149476|61.38857307|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|6213.631543|-551.4954071000001|713.2632062000001|13.11704755|0.0|1.0|1.0|0.0|4.07|3.41|0.32|-7.88|4.65|62.06|1.0|0.0|1.0|-4.48|31.0|5.0|-6.34|412.48|0.0|1.0|1.0|3.67|0.00705|3.49|0.0|1.32e-08|5.44e-06|2.65|3.7977|-1336.433782|687.19|1181.5|326.47|0.2962|214.93|504.61|0.6866300000000001|0.1637|-0.15735|4.7596|0.02974086|0.13|6.8861|6.8861
25b_a34|0|0|0.0|0.0|1|1|1|1.290860233|-0.015658012|-0.0929479709999999|1|0.04037037|-0.150946163|-0.861190687|-0.00378755|10.95957635|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|1|0.7969500890000001|0.08214612|0.787858064|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|-64.37123451|18.82143547|165.2408865|0.343426892|214.470853|49.2835599|-40.19997818|98.0416108|-26.50275222|83.19266998|0.419904835|2611.55928|410.0313565|-16.55102732|0.23725451|6.383564979|11.00434095|0.723855085|5786.015654|-860.6534206|595.8522372|11.90766609|0.0|1.0|1.0|2.0|3.53|3.39|0.29|-6.42|2.63|90.3|1.0|0.0|1.0|-3.82|29.0|5.0|-7.07|393.44|0.0|0.0|0.0|2.58|0.0796|2.29|0.0|3.8100000000000004e-07|0.00015|5.06|4.2253|-1313.388114|668.48|1136.16|293.43|0.2259|293.43|562.84|0.6925600000000001|0.2259|-0.17564|7.0586|0.02655501|2.08|5.6819|5.6819
17_a20|1|0|3.445659565|0.0|0|0|0|1.4012598180000002|-0.005457467|0.00038506|3|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|10.94884838|1|0.000922796|-0.116922879|-0.202695123|-0.456415963|3|0.7494736590000001|-0.131511077|0.71987165|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|-41.75129828|9.857999796|66.47074027|0.0879464559999999|57.67438055|10.50834496|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|2761.976599|598.1153253|-13.57480888|0.24569612|8.198616089|15.05121151|0.83582343|6012.640572|-665.1656349|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|3.5|2.83|0.08|-10.14|5.8|91.14|2.0|0.0|0.0|-5.36|31.0|5.0|-6.09|402.45|0.0|0.0|1.0|3.74|0.00336|3.75|0.0|7.19e-11|2.9e-08|4.11|3.3926|-1291.949041|673.68|1157.26|365.45|0.2977|365.45|543.09|0.69839|0.2977|-0.14021|3.9703|0.03030655|2.25|5.6478|5.6478
3h_a32|1|1|3.579396967|0.0|0|0|0|0.609420752|-0.005281944|-0.008243901|0|0.037731481|0.014517903|-0.269379119|0.002101838|10.31100268|3|0.003284804|-0.071193103|-0.122769653|-0.531669815|0|0.7926338540000001|-0.169197453|0.8030743229999999|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|6.98327435|76.38838542|0.12119737|75.87946135|0.0|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-10.81473143|0.226505997|8.107034244|13.71739929|0.692036677|5187.525619|-519.1071084|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|3.65|3.88|0.35|-8.47|8.11|110.94|2.0|0.0|1.0|-8.23|26.0|3.0|-4.29|382.55|1.0|0.0|1.0|5.4|0.000273|6.12|0.0|3.37e-09|1.29e-06|4.61|3.5552|-1790.6908030000002|676.22|1127.45|348.74|0.2926|348.74|578.86|0.70257|0.2926|-0.1474099999999999|3.5952|0.02690554|7.0|8.1549|8.1549
16d_a32|1|1|3.311658163|0.0|0|0|0|0.609420775|-0.017249763|-0.087123461|0|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.00839148|10.31100273|3|-0.005427254|-0.128753933|-0.239509216|-0.68301199|0|0.8575664540000001|0.107238939|0.7689748270000001|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|-53.23914436|18.67986534|115.2070109|0.244506926|142.7146582|48.61700321|-31.07481011|86.50964771|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|-12.41372827|0.384250302|6.221435089|11.16880283|0.79521327|5768.495166|-508.962859|457.7130665|19.43393087|1.0|0.0|1.0|2.0|3.35|3.01|0.18|-6.59|5.26|149.27|1.0|0.0|1.0|-5.65|26.0|5.0|-6.62|385.46|1.0|0.0|1.0|3.12|0.0257|2.86|0.0|2.55e-07|9.84e-05|3.78|3.6271|-1877.360551|621.59|1023.44|341.83|0.2915|341.83|489.97|0.70217|0.2915|-0.15009|3.2048|0.02818209|8.0|8.1135|8.1135
1k_a5|1|0|2.9020229360000003|0.0|0|0|0|1.427567903|-0.0030192829999999|-0.064652321|2|0.026339869|-0.095857885|-0.120771321|0.003886035|10.9489659|1|0.003708988|0.019611905|0.045204303|-0.254495542|2|0.7824502320000001|-0.011552666|0.558485747|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|-40.40908188|5.571869083999999|165.11680719999998|0.216307319|110.6497654|0.498979532|-20.67084672|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-7.881781385|0.275045542|6.710535795|12.9461019|0.929220303|4479.484358|-291.6259112|357.34245360000006|9.83146028|1.0|1.0|1.0|1.0|2.71|2.02|0.0|-8.3|4.88|54.46|0.0|0.0|1.0|-3.97|24.0|4.0|-5.99|316.33|0.0|1.0|1.0|3.42|0.0157|3.16|0.0|4.99e-09|1.58e-06|3.1|4.4063|-1050.548505|533.8|890.76|281.38|0.6242|262.56|398.63|0.5282|0.1239|-0.1798799999999999|1.5911|0.03133456|48.0|7.3188|7.3188
3p_a32|1|1|3.456037415|0.0|0|1|1|0.609420752|-0.008735261|-0.028895521|0|0.036666667|-0.050639647|-0.419292538|-0.000971341|10.31100269|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|0.6956696440000001|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|-41.73212799|12.5150622|40.28175307|0.180429124|106.1908248|57.82331968|-24.56127372|73.07639870000001|-17.1756096|54.24719019|0.416240891|2650.4178850000003|482.3550967|-10.10863498|0.380032117|6.243062200000001|10.69458635|0.713035367|5960.446219|-444.779939|530.5658569|14.94356622|1.0|0.0|1.0|1.0|3.38|2.6|0.26|-6.79|6.06|131.25|1.0|0.0|1.0|-5.11|27.0|4.0|-6.8|395.5|0.0|0.0|1.0|3.23|0.0222|2.7|0.0|1.62e-07|6.4e-05|4.26|3.6436|-1879.554272|626.32|1057.58|340.28|0.3083|340.28|471.04|0.7017100000000001|0.3083|-0.15055|4.3094|0.02642856|26.0|7585.0|7585.0
9i_a24|1|0|2.9199957480000003|0.0|1|0|0|1.4281889280000002|-0.005148312|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|0.004814196|10.96661275|2|0.005891639|-0.1818753839999999|-0.336939175|-0.32068769|2|0.822658951|0.139004845|0.73094562|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|-30.56504777|11.87389334|10.13249376|0.173910636|82.21166337|1.634015079|-14.44881966|51.05832236|-11.64783344|42.43894111|0.468272544|2061.729154|390.5119445|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|4155.922671|-187.2109987|295.8603625|18.05612763|1.0|1.0|1.0|1.0|2.76|1.36|0.0|-6.05|2.42|72.28|0.0|0.0|1.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.0|0.0|1.73|228.0|1.48|0.0|8.95e-07|0.000258|1.13|4.1459|-945.286637|501.48|825.7|299.06|0.2373|268.3|363.15|0.6755800000000001|0.0029|-0.17204|7.1135|0.0239838|88.0|7.0555|7.0555
18_a31|1|0|3.281949877|0.0|0|0|0|0.610137226|-0.013634202|-0.138136629|0|0.0427124179999999|-0.051184519|-0.640807491|-0.009923585|10.31169929|2|-0.007811355|-0.065041042|-0.107017926|-0.604728055|0|0.8595579409999999|0.022160691|0.838968212|0.72588713|-0.11789212|-0.129469649|0.258135789|-69.19879619|8.49194438|238.9516432|0.27411287|160.8952371|0.0|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|2241.561812|426.0718665|-13.87749294|0.222523168|7.076684189|12.84812443|0.8155571290000001|4856.251645|-624.4871824|477.1857166|9.822812434|1.0|1.0|1.0|3.0|3.41|2.85|0.28|-6.54|4.9|119.14|1.0|0.0|1.0|-4.62|25.0|4.0|-6.72|356.44|0.0|0.0|1.0|2.89|86.0|2.47|0.0|2.9e-07|0.000104|4.81|3.9105|-1465.528656|630.26|1041.21|317.05|444.0|247.51|541.33|0.70058|0.2457|-0.16212|3.0607|0.04825999|0.13|6.8861|6.8861
27b_a34|0|0|0.0|0.0|1|1|1|1.4335271040000002|-0.010183855|-0.016803292|1|0.042739018|-0.106245942|-0.549928192|-0.001438963|10.95430634|1|0.001228116|-0.194619338|-0.322091086|-0.463926296|1|0.7722228729999999|0.00102838|0.770240631|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|20.42417736|150.83624440000003|0.2165682119999999|142.58786569999998|540.9533124|-37.9644911|87.24055613|-24.553278|78.08618045|0.4072752529999999|2835.31543|515.8091561000001|-16.16580511|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|627.4287311|15.02503259|1.0|1.0|1.0|1.0|3.54|3.66|0.12|-8.19|3.94|84.99|2.0|0.0|1.0|-5.23|31.0|5.0|-6.14|409.44|0.0|0.0|1.0|3.46|0.00449|3.75|0.0|6.53e-09|2.67e-06|4.33|4.0935|-1350.055377|691.97|1174.68|302.88|0.3621|257.4|577.39|0.70001|0.0252|-0.1652799999999999|11.8546|0.03640275|0.65|6.1871|6.1871
6e_a31|1|0|3.402951625|0.0|0|1|1|0.61015618|-0.016012184|-0.178758575|0|0.037803618|0.132664341|-0.784597028|-0.011483229|10.31165994|2|-0.008439437|-0.002840672|-0.004825446|-0.579941248|0|0.78240875|-0.071378445|0.795570315|0.623340994|-0.122985602|-0.130898441|0.177030306|-74.99224589|19.89514173|159.9587946|0.376659006|229.6732654|99.0823033|-45.72760428|93.68572477|-28.37945369|94.88738762|0.4782688439999999|2776.836977|380.0911673|-17.30478148|0.239502096|7.513687859|14.40145519|0.916695963|6053.812282|-778.7151665|536.6368656000001|13.86851128|1.0|1.0|1.0|2.0|3.55|2.62|0.1|-7.33|5.19|131.36|1.0|0.0|1.0|-5.63|29.0|5.0|-6.5|404.44|0.0|0.0|1.0|3.27|0.00883|3.2|0.0|4.67e-08|1.89e-05|4.31|3.3083|-1652.669408|634.34|1077.48|374.76|0.5103|374.76|490.75|0.70391|0.5103|-0.13418|5.8193|0.03676794|0.37|6.4318|6.4318
47l_a18|0|0|0.0|0.0|0|1|1|1.251176792|-0.006400878|-0.0603838109999999|0|0.035308642|-0.0057783619999999|-0.428858819|-0.00046896|10.94702063|0|0.000787517|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7435044540000001|0.00676294|0.733228144|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-57.15119372|6.543729374|11.54768766|0.196526687|139.7861865|51.44279524|-40.65070014|68.83398609|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|-15.91464944|0.203890653|9.423637134|18.46922943|0.959883341|6572.90106|-1018.537564|931.8364349|9.168513486|1.0|1.0|1.0|3.0|4.17|0.0|0.25|-9.37|3.69|85.29|3.0|1.0|1.0|-5.26|34.0|3.0|-6.39|454.56|0.0|0.0|0.0|2.72|0.0066099999999999|3.78|0.0|4.26e-10|1.93e-07|7.71|3.2026|-1455.5758039999998|764.74|1334.6|387.13|0.5019|387.13|667.5|0.69291|0.5019|-0.1314|2.4594|0.02606651|32.0|7.4949|7.4949
GW6604_a52|1|0|2.944144148|0.0|0|0|0|1.427583999|-0.002149879|-0.005328809|2|0.021346801|-0.0778992459999999|-0.085995143|0.007746755|10.94914378|1|0.0070554269999999|0.039867344|0.067497086|-0.201462112|2|0.693399445|0.074868979|0.689009112|0.87346455|-0.071850787|-0.072069252|0.38374044|-35.51891876|4.459510077|157.2481263|0.12653545|62.55188751|0.2386028039999999|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|2044.612273|431.7909048|-7.13996301|0.26470494|6.2973559020000005|11.6571716|0.851121611|4168.525878|-264.17863140000003|359.1060668|8.744745933999999|1.0|1.0|1.0|1.0|2.68|1.76|0.0|-8.03|4.49|54.46|0.0|0.0|1.0|-3.87|23.0|3.0|-5.95|298.34|0.0|1.0|1.0|3.08|0.0207|3.06|0.0|9.31e-09|2.78e-06|||||||||||||||107.0|6.9706|6.9706
