molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
5_a47|0|0|0.0|0.0|0|0|0|1.304329328|-0.009295857|-0.188550227|2|0.037492877|0.003858593|-0.390426|-0.012670377|10.9367109|0|-0.011237954|-0.019811664|-0.0428873159999999|-0.454659897|2|0.795032176|0.065981732|0.675164258|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|-46.33853208|5.246458665|104.9032216|0.192042245|101.3974575|0.0|-24.46654029|62.14504725|-20.34777119|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-10.74353333|0.218428796|5.861037845|11.13432113|0.8997183470000001|5501.708422|-418.9977997|416.1194472|9.240842159|1.0|1.0|1.0|2.0|2.67|2.79|0.0|-8.68|4.73|58.04|2.0|0.0|1.0|-5.65|26.0|4.0|-5.19|365.79|1.0|0.0|1.0|4.29|0.00116|4.7|0.0|2.07e-09|7.590000000000001e-07|4.37|3.7083|-1569.369195|561.61|951.68|334.35|0.2108|334.35|401.16|0.69291|0.2108|-0.15419|2.9121|0.03591467|0.02|7.7|7.7
28_a20|0|0|0.0|0.0|1|0|0|1.417203216|-0.006492092|-0.114439513|3|0.0396875|0.091462964|-0.363557127|0.002234763|10.94963925|1|0.002695258|-0.016955137|-0.028782305|-0.447096101|3|0.755701837|-0.104458316|0.690655217|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|-57.59898971|9.799649234|318.7453661|0.218249263|145.66665480000003|88.39175809|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|2865.917291|521.7658603|-15.62203369|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|-812.3457521|684.5377542|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|0.08|-8.8|3.93|99.58|1.0|0.0|1.0|-4.42|32.0|5.0|-6.96|420.47|0.0|0.0|1.0|3.04|0.0156|2.68|0.0|1.57e-09|6.590000000000001e-07|4.64|3.5798|-1368.363151|704.42|1198.32|346.35|0.2354|258.81|531.85|0.4701899999999999|0.0153|-0.15572|3.5284|0.03534166|255.0|6.5935|6.5935
12v_a36|1|0|3.468871488|0.0|0|2|2|1.297043692|-0.008411281|-0.04314418|2|0.041767677|0.073329354|-0.487854327|0.00127667|10.96020642|1|0.003077071|-0.1430106119999999|-0.239932418|-0.401336708|1|0.828393514|0.024751559|0.84179881|0.802291339|-0.078158778|-0.105200486|0.334379501|-51.4172081|17.85767346|113.7463918|0.197708661|130.0637965|0.462992841|-33.82511043|88.07013157|-21.78731129|69.27488156|0.461799225|2846.057239|527.7920397|-14.33290989|0.372344602|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|-773.9771341000001|679.7230552999999|18.86337805|1.0|0.0|0.0|2.0|4.82|0.0|0.17|-6.69|2.77|78.43|1.0|0.0|1.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|0.0|1.81|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|2.65|3.7035|-1347.475543|671.56|1150.38|334.77|0.4247|319.16|502.83|0.7016100000000001|0.0223|-0.15185|6.1869|0.03275089|14.0|7.8539|7.8539
12k_a36|1|0|3.483171769|0.0|0|2|2|1.297043952|-0.0071232019999999|-0.063399056|2|0.039061728|0.096315593|-0.413145744|0.002782748|10.94908765|1|0.003724542|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|0.856135378|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-49.87227128|11.90012613|46.79001927|0.157229536|103.5614526|0.0|-32.84907515|78.24529096|-24.86988906|61.7723974|0.478908312|2792.202559|555.1026569|-16.38090333|0.219318299|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|698.847203|11.0965905|1.0|0.0|0.0|2.0|4.89|0.0|0.12|-7.01|3.62|69.2|1.0|0.0|1.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|0.0115|3.45|0.0|9.66e-08|3.94e-05|3.83|3.6631|-1310.3453949999998|697.92|1186.08|338.46|0.3116|245.37|530.51|0.70031|0.0908|-0.15053|5.7818|0.03274587|14.0|7.8539|7.8539
12n_a36|1|0|3.400581499|0.0|0|2|2|0.299253841|-0.0099988159999999|-0.350034917|2|0.0438779959999999|0.027627601|-0.619926573|-0.006862238|10.31810354|1|-0.001160331|-0.15024383|-0.261631709|-0.5181211520000001|1|0.81793955|0.162338703|0.750657639|0.720111143|-0.089275906|-0.115872034|0.239018516|-60.42525197|14.28426215|67.52548352|0.279888857|189.4391835|26.74179417|-40.89805687|92.79755725|-27.04362074|74.70951411|0.454498749|3482.18259|487.397992|-18.30412788|0.258248547|6.863551112000001|12.58209967|0.833176363|7657.057548000001|-1061.639417|805.2286932|14.3710571|0.0|0.0|0.0|3.0|5.03|0.0|0.17|-6.87|1.28|123.75|1.0|0.0|1.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0|0.0|1.18|0.0897|1.64|0.0|1.36e-07|6.45e-05|6.24|3.6382|-1876.201464|714.14|1256.83|340.78|0.3921|231.43|566.87|0.7046600000000001|0.0155|-0.14928|10.8395|0.03261661|15.0|7.8239|7.8239
12x_a36|1|0|3.494913155|0.0|0|2|2|0.629399587|-0.007008724|-0.046532211|2|0.041767677|0.021670322|-0.40650598|0.00285431|10.33556641|1|0.003710345|-0.07550872|-0.133106642|-0.4331246039999999|1|0.828393514|0.056034339|0.855081905|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|-49.60929169|11.85578416|81.81168174|0.163597165|110.0434027|0.8295471390000001|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-16.61514211|0.223146459|8.770758009|16.20591229|0.847720832|6193.10485|-897.2176739|725.9470896|10.94693123|1.0|0.0|1.0|2.0|4.87|0.0|0.17|-7.05|3.33|94.5|1.0|0.0|1.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|0.0|2.33|0.0132|3.19|0.0|8.95e-08|3.83e-05|3.37|3.7364|-1670.452834|719.63|1209.23|331.83|0.3901|319.74|569.01|0.68112|0.0199|-0.1517099999999999|5.6653|0.03331471|7.0|8.1549|8.1549
10_a1|1|0|3.261363142|0.0|0|0|0|1.435871163|-0.014135827|-0.23385288|1|0.037578348|0.049971022|-0.621976404|-0.012672753|10.94957578|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.623957903|1|0.7227844929999999|-0.0369911079999999|0.658433571|0.669963758|-0.116648443|-0.10949971|0.126889306|-65.97424138|8.34295348|212.8090837|0.330036242|186.6625065|64.49041745|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|2432.447088|378.9193385|-14.52342192|0.165903744|7.376231317999999|13.65143394|0.850732895|5192.858899|-595.4602985|433.2550452|8.725415617000001|1.0|1.0|0.0|2.0|3.0|2.18|0.0|-8.02|4.86|78.87|2.0|0.0|1.0|-4.98|27.0|5.0|-5.91|359.35|0.0|0.0|1.0|3.7|0.00673|3.64|0.0|9.53e-09|3.42e-06|5.81|3.4067|-1223.159954|585.51|979.35|363.94|0.6754|363.94|464.77|0.70345|0.6754|-0.13576|5.3861|0.03426532|1.5|5.8239|5.8239
17e_a50|0|1|0.0|0.0|2|2|2|1.320916122|-0.0020746479999999|0.038322942|2|0.031870748|-0.011278897|-0.141076059|0.012036705|10.94500663|2|0.012372059|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7409645029999999|-0.1710526319999999|0.736221185|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|-32.24487658|8.950665784|10.68364489|0.069891795|48.62532158|86.98647608|-22.43349867|57.93079973|-18.5444588|41.19554236|0.489797496|2883.936138|647.0975667|-12.90180444|0.196328886|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|904.3172644|7.135108233|0.0|1.0|1.0|0.0|4.18|4.23|0.37|-7.33|4.23|51.77|2.0|0.0|1.0|-4.87|33.0|4.0|-6.08|438.57|0.0|1.0|0.0|4.03|0.00288|4.08|0.0|4.63e-08|2.03e-05|3.8|4.0298|-1375.295877|757.34|1312.91|307.67|0.1809|292.6|602.89|0.66478|0.1785|-0.16649|6.7175|0.02761851|155.0|6.8097|6.8097
5b_a50|0|1|0.0|0.0|2|1|1|1.397278957|-0.00141071|-0.003549558|1|0.034845679|-0.052494624|-0.062071259|0.012641727|10.9325725|2|0.012290091|-0.1052449509999999|-0.175158017|-0.140506919|1|0.791163321|0.019856551|0.6642694929999999|0.958606481|-0.041157676|-0.061164973|0.271653991|-20.90908698|6.200250541|6.656963127999999|0.041393519|21.02890062|60.5565203|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|-221.0035589|409.0289917|11.68741316|1.0|1.0|1.0|0.0|3.37|2.91|0.1|-5.86|3.15|35.64|0.0|0.0|2.0|-3.48|24.0|2.0|-6.03|312.37|0.0|1.0|1.0|3.11|0.0202|3.06|0.0|1.37e-06|0.0004269999999999|2.81|4.0222|-990.6114185|547.35|922.49|308.25|0.2749|220.09|411.9|0.66968|0.1094|-0.16683|4.4181|0.02651535|12.23|4.9126|4.9126
14z_a23|0|1|0.0|0.0|2|0|0|1.197960872|-0.005892861|-0.024897956|2|0.04314059|0.038811869|-0.30053593|0.009174505|10.31321795|2|0.007229683|-0.069023218|-0.125978901|-0.46459002|2|0.802520527|0.10796308|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|0.074698898|52.02674091|79.960755|-28.25118461|66.77741935|-23.63754572|53.33438253|0.474697407|3094.698027|644.4593172|-16.46322104|0.214395551|7.834464959|14.91419434|0.903664694|7285.13008|-773.7713888999999|665.6233736|11.22918692|0.0|0.0|1.0|1.0|3.42|3.67|0.05|-8.57|4.64|105.02|2.0|1.0|1.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|0.0|4.49|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|4.73|3.6632|-2549.107748|715.41|1221.92|338.46|0.3201|307.5|586.28|0.69913|0.2917|-0.15195|5.9301|0.01238131|5.0|8.2941|8.2941
8_a4|0|0|0.0|0.0|1|1|1|1.304250488|-0.001277205|0.03148225|2|0.038726287|-0.072752231|-0.056197036|0.010647563|10.9295757|1|0.009595591|-0.048133994|-0.078942941|-0.150276481|2|0.813333185|-0.07377839|0.576540652|0.925132446|-0.05397993|-0.065595042|0.546157592|-27.90231822|5.362918401|11.02158946|0.074867554|38.69916707|37.17889653|-14.42275611|41.57817329|-12.71482105|33.26523662|0.428884426|2297.5526170000003|478.2025467|-6.572312789|0.273845898|5.695730546|9.972991122|0.750959081|5162.482272|-262.8925116|434.9654405|7.671983829|1.0|1.0|1.0|0.0|2.99|3.19|0.15|-7.78|4.63|43.6|1.0|0.0|1.0|-4.35|25.0|3.0|-5.76|346.81|0.0|1.0|1.0|3.85|0.00506|3.74|0.0|1.65e-08|5.72e-06|3.29|3.9863|-1450.239105|561.6|949.09|311.03|0.1687|231.56|391.01|0.57675|0.0642|-0.16821|4.5781|0.0252645|54.0|7.2676|7.2676
6d_a40|0|0|0.0|0.0|1|1|2|0.604893491|-0.015362927|-0.091548968|0|0.039160494|-0.104206961|-0.722057579|-0.005066797|10.30179973|2|-0.00448098|-0.025143559|-0.0603134|-0.624951805|0|0.8361555479999999|-0.039077432|0.604211552|0.663670372|-0.115007564|-0.119563634|0.372705643|-73.59650182|11.10859664|192.5638526|0.336329628|215.22657540000003|38.04267542|-47.09642482|85.47607798|-32.02830281|84.70509846|0.428134701|3063.227702|424.7009165|-20.49579149|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|-881.3190339|555.2010623|8.964021265|1.0|0.0|1.0|1.0|3.98|2.84|0.21|-4.31|4.8|173.43|2.0|2.0|2.0|-7.21|30.0|6.0|-6.36|460.52|1.0|0.0|1.0|3.43|0.00327|3.87|0.0|4.9e-05|0.0226|7.98|2.9559|-2470.82949|656.5|1111.69|419.45|0.3518|419.45|511.88|0.6624800000000001|0.3518|-0.11938|7.8884|0.03556489|1.0|8.9208|8.9208
2_a20 (SB-505124)|1|0|3.485765306|-0.09011519|0|1|1|1.183764955|-0.010175551|-0.076310057|1|0.05042042|0.013612077|-0.498602014|0.001622309|10.95129567|1|0.003789399|-0.150708132|-0.229461916|-0.520284161|1|0.725030162|0.082053195|0.790275077|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|-45.98170774|15.71798823|122.8758934|0.230563934|126.8667205|441.9400248|-25.30121848|70.87109323|-21.05206547|61.69969596|0.475937029|2195.369524|423.3785776|-11.58380004|0.1680806939999999|5.952040367|11.3574908|0.908167636|4762.83693|-532.854802|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|3.4|3.1|0.3|-7.22|5.16|60.03|1.0|0.0|1.0|-5.24|25.0|4.0|-5.31|335.4|0.0|1.0|1.0|3.81|0.0040799999999999|4.27|0.0|6.070000000000002e-08|2.03e-05|4.57|3.6404|-1089.371784|593.8|995.68|340.58|0.3267|340.58|505.82|0.69947|0.3267|-0.14928|2.5584|0.01305739|169.0|6.7721|6.7721
47t_a18|0|0|0.0|0.0|0|1|1|1.25117758|-0.0128248239999999|-0.161517185|0|0.03672956|0.018018036|-0.756664598|-0.006573438|10.94702032|0|-0.004985656|-0.068787175|-0.104274108|-0.600890268|0|0.750103977|0.005590928|0.688453085|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|9.415011332|280.622476|0.32796681|219.5070758|78.43695402|-53.39751484|80.00407742|-27.16032544|89.19655162|0.49779009|2872.533415|449.789539|-18.17831387|0.195468477|8.780037801|17.48280476|0.991199259|6603.597038|-1017.985577|747.6927426|10.86870356|0.0|0.0|0.0|3.0|3.86|0.0|0.15|-7.51|2.6|110.56|2.0|1.0|1.0|-5.58|33.0|4.0|-6.46|441.48|0.0|0.0|0.0|2.15|0.0075299999999999|3.57|0.0|3.09e-08|1.36e-05|9.4|3.1164|-1470.873743|703.76|1218.95|397.84|0.5502|397.84|601.36|0.6895100000000001|0.5502|-0.12692|7.7656|0.03767603|782.0|6.1068|6.1068
12s_a30|0|0|0.0|0.0|0|2|2|0.604984545|-0.007621736|-0.095120438|2|0.04625323|-0.0601024909999999|-0.403952011|-0.002544958|10.31162892|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.446807335|1|0.83236194|0.006789196|0.591758164|0.706713791|-0.090733404|-0.103647048|0.404041243|-58.75255278|12.51292194|89.91581294|0.2932862089999999|189.9114627|0.0|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|2977.11642|457.6180044|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|-825.7139305|616.2856203|11.26623|1.0|0.0|0.0|1.0|4.63|0.0|0.14|-7.16|4.67|81.65|2.0|0.0|1.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|4.32|3.5348|-1774.236634|677.35|1140.1|350.75|0.2148|245.81|526.07|0.68458|0.1576|-0.14985|3.0335|0.03401064|7.0|8129.0|8129.0
30_a47|0|1|0.0|0.0|1|0|0|1.304327883|-0.0092264759999999|-0.184735553|2|0.038387534|0.013114301|-0.415191425|-0.0098410169999999|10.95005723|1|-0.008325552|-0.035472095|-0.079370393|-0.4370608039999999|2|0.8485444809999999|-0.1340278869999999|0.651797437|0.67896733|-0.108232368|-0.107296835|0.384732322|-64.94243028|13.64937081|350.5257774|0.32103267|192.6285289|76.90733636|-38.96726396|81.25550675|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|457.1122177|16.87442216|1.0|1.0|1.0|2.0|3.03|2.12|0.05|-7.24|2.71|98.72|1.0|0.0|1.0|-4.22|28.0|5.0|-6.95|396.81|0.0|0.0|1.0|2.61|0.0315|2.5|0.0|5.74e-08|2.28e-05|3.89|3.7159|-1696.12008|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|0.3566|-0.1517|2.7493|0.0420327|13.0|7.9|7.9
14_a1|1|0|3.3674017380000003|0.0|0|1|1|1.430935835|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|0.795744863|0.593170871|-0.12658238|-0.122581374|0.206941175|-74.96297518|19.5711254|161.1772893|0.406829129|240.9270705|104.2594419|-44.39360096|87.02320758|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|-16.24082222|0.246642602|7.46120838|14.21658628|0.905399978|5748.712211|-730.8369997000001|513.4628663999999|14.42965582|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|103.12|1.0|0.0|1.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|2.85|0.0218|2.7|0.0|2.03e-08|7.81e-06|4.57|3.3061|-1292.588129|621.08|1049.56|375.01|0.4442|323.35|464.08|0.69894|0.3497|-0.1336|4.1207|0.03490867|94.0|7.0269|7.0269
18a_a22|0|0|0.0|0.0|1|0|0|1.194229718|-0.003488994|-0.018344659|2|0.038167849|0.033735832|-0.19538364|0.007066388|10.31286146|1|0.007079018|-0.0835538409999999|-0.147724859|-0.296897301|2|0.7329701259999999|-0.042139855|0.722009212|0.926535704|-0.050645213|-0.076119803|0.573315195|-34.36220678|11.62443251|29.59800426|0.073464296|49.84469832|18.5219848|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|2898.068989|628.6440468999999|-13.47750813|0.289532802|7.037677899|13.72951861|0.950859191|6630.646100999999|-700.830423|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|3.49|3.17|0.08|-9.4|5.32|100.61|2.0|1.0|1.0|-5.59|32.0|4.0|-6.28|436.53|0.0|0.0|1.0|3.9|0.00305|3.78|0.0|3.95e-10|1.73e-07|3.69|3.4832|-1691.3151059999998|695.35|1211.84|355.95|0.3174|246.91|531.16|0.68577|0.0354|-0.1408|3851.0|0.01932946|13.0|7.8861|7.8861
12j_a36|1|0|3.502198129|0.0|0|2|2|0.6293514410000001|-0.007086381|-0.0446165029999999|2|0.039061728|0.091496219|-0.41101009|0.00285431|10.33556498|1|0.003710345|-0.07550872|-0.133106642|-0.436310965|1|0.820041835|-0.1241793309999999|0.855081905|0.852586292|-0.069970795|-0.105480639|0.362692602|-46.2113679|11.99396966|26.39145693|0.147413708|97.35760604|2.098786266|-30.5197407|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|-874.1588982999999|725.9470896|10.92807939|1.0|0.0|1.0|2.0|4.86|0.0|0.17|-7.05|3.33|94.5|1.0|0.0|1.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|0.0|2.33|0.0132|3.19|0.0|8.95e-08|3.83e-05|3.37|3.7807|-1670.448063|694.28|1198.96|327.94|0.4981|238.1|536.01|0.69967|98.0|-0.15495|6.4451|0.02793415|0.01|8.0|8.0
14g_a23|0|1|0.0|-4.794439428|2|0|0|1.197957711|-0.014609495|-0.301504331|2|0.0422736629999999|0.058422864|-0.803522236|-0.002390707|10.3132174|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.648987099|2|0.796412133|0.010202051|0.575188253|0.907334473|-0.072819606|-0.096288005|0.297855753|-51.82254036|13.05300369|95.64648102|0.092665527|65.94601775|1.5679977319999998|-36.87984398|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|8005.353973|-1072.841648|676.4530574|14.63509796|0.0|0.0|1.0|1.0|3.61|3.79|0.09|-7.95|3.97|114.25|2.0|1.0|1.0|-6.89|35.0|8.0|-5.94|495.48|1.0|0.0|0.0|4.35|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|5.17|3.7042|-2042.1835260000005|730.13|1233.48|334.71|0.3478|334.71|583.38|0.56658|0.3478|-0.1519|7.2913|0.0221162|0.01|8.0|8.0
12ag_a36|1|0|3.408828027|0.0|0|2|2|1.297044434|-0.008085448|-0.084341564|2|0.043848238|0.063109409|-0.436614203|-0.002526241|10.96052849|1|-0.000673716|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.124298337|0.698414933|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|-52.02834065|12.70005599|85.84609192|0.253169906|159.6746787|0.0|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|2773.9654530000003|471.0269757|-15.48857353|0.2411026289999999|7.849377942|15.13240062|0.927847116|5906.879919|-774.4286762999999|595.8790650000001|12.1906363|1.0|0.0|0.0|2.0|4.72|0.0|0.14|-6.86|3.13|69.2|1.0|0.0|1.0|-3.89|30.0|5.0|-6.76|399.42|0.0|1.0|0.0|2.15|0.0278|2.78|0.0|1.4e-07|5.58e-05|3.41|3.7117|-1332.185403|658.68|1112.68|334.04|0.4286|318.79|507.72|0.7024699999999999|0.0191|-0.15227|5.4459|0.03415856|17.0|7.7696|7.7696
4_a27|0|0|0.0|0.0|2|0|0|1.4008954130000002|-0.006181204|-0.058641975|2|0.0456410259999999|-0.273119343|-0.278154179|0.00991794|10.93736915|1|0.010329671|-0.2030237389999999|-0.341622797|-0.480852615|2|0.7853766809999999|-0.07759915|0.614205449|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|-29.89961815|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|58.27512057|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|-7.543156957000001|0.317514326|6.01592535|10.82331334|0.799110312|4988.6278600000005|-316.8125922|424.8821143|10.54344507|0.0|0.0|1.0|0.0|3.11|3.08|0.16|-6.22|2.94|65.6|0.0|0.0|1.0|-3.57|25.0|4.0|-6.51|331.37|0.0|1.0|1.0|2.8|0.0339|2.55|0.0|6.04e-07|0.0002|4.63|4.1288|-1083.138303|555.75|946.77|300.29|0.2002|223.46|445.65|0.6089899999999999|0.1741|-0.17034|2.7371|0.01877181|4.0|8.3979|8.3979
12h_a40|0|0|0.0|0.0|1|0|0|0.60499064|-0.008044548|-0.107711573|0|0.041915709|0.208938531|-0.289603712|-0.000134504|10.31197256|2|-0.002126898|0.127299624|0.224167029|-0.556229094|0|0.7769829840000001|0.116873629|0.6948809659999999|0.839481749|-0.0954337969999999|-0.091448888|0.006997021|-50.45378559|6.193088525|208.6717565|0.160518251|84.86252967|59.68939644|-26.67382585|54.9311782|-20.51086984|56.64687411|0.4958138139999999|2270.834041|443.8158546|-10.84365353|0.155991416|7.989299324|15.84593062|0.983394285|5087.343024|-357.8405665|350.9435025|6.584127851|1.0|0.0|1.0|1.0|3.19|3.0|0.0|-6.84|4.59|84.45|2.0|1.0|1.0|-6.25|23.0|2.0|-5.13|361.25|0.0|0.0|1.0|4.22|0.000942|4.75|0.0|1.44e-07|5.2e-05|4.14|2.6436|-2153.207198|548.82|910.77|469.0|0.3985|298.7|435.95|0.7041|0.3693|-0.1092|2.5573|0.02044063|823.0|6.0846|6.0846
19c_a38|1|0|3.332128134|0.0|0|2|2|1.297043851|-0.008177185|-0.04575843|2|0.04508642|0.02192428|-0.449745181|-0.004442319|10.95429182|1|-0.002443797|-0.09493054|-0.20848518|-0.434836855|1|0.846765471|0.073931688|0.6885713729999999|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|-57.79749770000001|15.30924906|139.1570837|0.240808376|151.612258|4.848162625|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|2967.98627|477.9848537|-15.15175311|0.281292809|6.97753104|13.36189552|0.914989047|6618.350708|-772.7394084|640.025745|14.55670345|1.0|0.0|1.0|3.0|4.84|3.0|0.13|-6.92|3.17|105.02|1.0|0.0|1.0|-4.35|32.0|5.0|-7.13|426.45|0.0|0.0|0.0|2.57|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|3.23|3.8322|-1424.42734|652.09|1138.6|323.53|0.2961|210.74|517.28|0.6279899999999999|0.1417|-0.15612|2495.0|0.03740877|9.0|8.0348|8.0348
17d_a50|0|1|0.0|0.0|2|2|2|1.338814635|-0.002166617|0.03538699|1|0.031990741|0.006071856|-0.140830095|0.012079|10.94500663|2|0.01245647|-0.200725906|-0.323333765|-0.2294807539999999|1|0.748516466|-0.1921395789999999|0.7276268779999999|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|10.55016861|5.007868064|0.070113177|48.62532158|86.38197811|-21.24595322|57.5414543|-17.74731987|41.18485076|0.445708152|2824.70142|644.9008302|-12.30823045|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|-738.4938272999999|829.3813984|9.139672835|0.0|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|4.0|51.77|2.0|0.0|1.0|-4.5|32.0|4.0|-6.25|424.54|0.0|1.0|0.0|3.68|0.00557|3.72|0.0|8.55e-08|3.63e-05|3.41|4.0506|-1335.989008|727.15|1263.22|306.09|0.1819|306.09|579.45|0.66103|0.1819|-0.16716|5.6557|0.02625058|74.0|7.1308|7.1308
