molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomRadius|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
19i_a38|1|0|3.169368622|0.0|0|2|1.297043925|0.0|-0.008447598|5.351858133|-0.115864198|0.043197531|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|1|1|-0.004358975|0.215263198|-0.250781298|-0.430016467|0.836170906|-0.087904124|0.892249657|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|13.83587388|137.7658863|0.252841593|-0.040770109|-42.53502816|8.479305267|82.98550237|64.99417804|457.89548719999993|-15.31261014|0.258076158|6.690507557999999|158.161786|-765.6305068|33.67721904|0.022159015|-296.5257022|1683.860952|593.6088758|1.0|4.8|2.88|17.0|3.55|81.23|1.0|125.65|0.0|1.0|5.0|31.0|-6.81|419.43|0.0|1.0|3.04|0.0238|4.67e-05|0.0196|0.0|5.7041|3.66|3.6129|-1431.384243|1101.03|217.36|457.26|0.4342|0.69267|6.6636|-0.2052|0.03110827|-1431.239177|13.0|7.9031|7.9031
11_a3|0|0|0.0|0.0|0|0|0.605020608|0.0|-0.01008647|4.727387819|-0.127546771|0.042795699|1.710245969|-0.363112913|-0.008037672|0.044912659|10.31163053|1|1|-0.005959152|-0.194041982|-0.0947326669999999|-0.577616902|0.724492061|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|6.800350988|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|57.08178682|51.99171876|367.9098016|-8.76293931|0.2475152639999999|5.475372235|117.0775712|-289.1769972|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|1.0|3.19|2.07|21.0|3.79|105.82|0.0|88.28|0.0|1.0|2.0|22.0|-6.59|305.36|0.0|1.0|2.46|0.0256|0.000197|0.0601|0.0|3.2232|2.12|3.2232|-1288.165162|834.82|384.66|346.18|0.6966600000000001|0.6966600000000001|3.3694|-0.20018|0.02994326|-1288.10577|0.04|7.3979|7.3979
8c_a31|1|0|3.435435563|0.0|0|1|0.610137334|0.0|-0.01275867|5.733341277|-0.104377029|0.03995098|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|2|-0.004832959|-0.178276512|-0.09039853|-0.513257014|0.847752299|-0.1759864119999999|0.896193695|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|16.3656112|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|82.77037329|80.93682766|345.3445134|-12.06117028|0.27691747|6.820988495|152.7489054|-506.5691518|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|1.0|3.51|2.9|16.0|4.89|114.29|0.0|93.45|0.0|1.0|5.0|24.0|-6.7|342.42|0.0|1.0|2.83|13.0|0.000237|0.0811|0.0|3.8492|1.83|3.8492|-1426.129055|981.89|322.11|475.72|0.7005|0.7005|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915|6.0915
18a_a22|0|0|0.0|0.0|1|0|1.194229718|1.854982521|-0.003488994|4.727387819|-0.018344659|0.038167849|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|10.31286146|1|1|0.007079018|0.059645624|-0.147724859|-0.296897301|0.7329701259999999|-0.027029438|0.7881113679999999|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|11.62443251|29.59800426|0.073464296|-0.029276847|-35.04152115|7.887046626|64.80092090000001|45.98663929|628.6440468999999|-13.47750813|0.289532802|7.037677899|196.4447473|-700.830423|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|1.0|3.49|3.17|27.0|5.32|100.61|2.0|131.64|0.0|1.0|6.0|32.0|-6.28|436.53|0.0|1.0|3.9|0.00113|6.98e-06|0.00305|0.0|5.0214|3.69|3.4832|-1691.2957760000002|1211.84|246.91|531.16|0.35107|0.68577|3851.0|-0.21148|0.01932946|-1691.097989|13.0|7.8861|7.8861
8b_a8|1|0|3.191799887|0.0|1|1|1.395658149|1.42474537|-0.013834266|5.4161004020000005|-0.182065125|0.040054466|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|1|1|-0.003593429|0.031896755|0.079250224|-0.5058761820000001|0.778853499|-0.0527918259999999|0.8354024290000001|0|0.558354653|-0.130159955|-0.11627069|0.28604765|0.032440348|19.87542051|172.84152849999998|0.441645347|-0.047457424|-43.64473805|12.1771918|84.97574547|99.62129245|342.0904577|-17.8141788|0.218545278|7.507665421|133.8974321|-872.8947609999999|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|1.0|3.52|2.93|23.0|3.65|112.23|1.0|114.18|0.0|1.0|4.0|31.0|-6.87|414.41|0.0|0.0|2.9|7.0|3.69e-05|0.0153|0.0|4.5819|6.41|3.2992|-1407.052256|1098.17|270.59|488.56|0.57234|0.70195|5.8389|-0.19921|0.03204403|-1406.887058|5.08|5.2941|5.2941
14b_a3|0|0|0.0|0.0|0|0|0.605016869|0.0|-0.009130444|4.727387819|-0.1160619169999999|0.039799383|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|1|-0.004161699|-0.288944272|-0.094863591|-0.575695827|0.7809478329999999|-0.170297225|0.848135222|1|0.786476513|-0.090994113|-0.100993354|0.379746504|0.012828558|6.273415527999999|252.49572540000003|0.2135234869999999|-0.036469822|-24.15156108|3.067822725|57.87172082|50.77131401|384.6023764|-8.721397057|0.233084567|4.989782639|113.9829058|-313.9702941|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|1.0|3.18|2.5|21.0|4.28|105.82|0.0|93.25|0.0|1.0|2.0|23.0|-6.42|319.38|0.0|1.0|2.82|0.0113|0.000103|0.0327|0.0|3.0724|2.22|3.0724|-1327.4859310000002|879.19|403.54|368.39|0.70123|0.70123|2.8743|-0.19618|0.02844675|-1327.398177|0.38|6.4202|6.4202
12bh_a36|1|0|3.50075137|0.0|0|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|0.044197531|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|1|1|0.0045625|0.0016901289999999|-0.169994208|-0.43574839|0.78699829|-0.0591586759999999|0.833398429|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|11.73109101|83.08294358|0.166508047|-0.035569289|-44.11115058|7.807212275|76.46867897|58.77476595|554.7010591|-15.75398235|0.216705778|7.545637217999999|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|729.1873176|0.0|4.95|0.0|17.0|3.76|69.2|1.0|133.68|0.0|1.0|5.0|31.0|-6.38|409.49|1.0|1.0|2.42|0.0117|2.5e-05|0.0102|0.0|3.8811|3.79|3.6255|-1311.558898|1208.61|319.46|575.23|0.69377|0.7039|5.8338|-0.20168|0.03071385|-1311.356102|14.0|7.8539|7.8539
17_a15|0|0|0.0|0.0|0|0|1.43568899|0.0|-0.0071363569999999|0.0|-0.071708785|0.036595745|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|0|0.0032452509999999|-0.052628162|-0.263401148|-0.461493931|0.721188086|-0.023779626|0.76362781|0|0.880459235|-0.052869016|-0.079844675|0.605886597|0.012890299|9.875456386|34.35335309|0.119540765|-0.027065991|-46.86345493|7.56573889|77.82445248|50.37922222|674.5333498|-15.88591693|0.346792631|7.967418828|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|3.63|3.99|24.0|4.89|67.35|2.0|131.36|0.0|1.0|7.0|33.0|-5.58|438.52|0.0|1.0|4.44|0.00052|2.26e-06|0.00099|0.0|4.1461|6.89|3.8006|-1413.857182|1298.37|299.04|663.81|0.68787|0.7045100000000001|5.1268|-0.19509|0.04051306|-1413.624817|12.0|7.9208|7.9208
13_a12|0|0|0.0|0.0|0|0|1.508548782|0.0|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0|0|0.002279068|-0.362308767|-0.281096572|-0.595629719|0.6809340620000001|0.039235452|0.7300173240000001|0|0.90006391|-0.058167326|-0.092483398|0.122164874|0.008188151|4.01385817|64.74666684|0.09993609|-0.034993718|-22.2236882|1.96760628|48.99243638|32.52766981|441.2142447|-8.408963103|0.117007826|6.06407675|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|0.0|2.7|2.64|18.0|3.63|50.7|1.0|84.74|0.0|1.0|3.0|21.0|-5.49|276.34|1.0|1.0|3.22|0.0152|6.3e-05|0.0174|0.0|4.5363|3.83|3.9329|-876.3370809|867.79|273.31|437.91|0.6622399999999999|0.64974|1.3023|-0.20903|0.0290811829999999|-876.258343|93.0|7.0315|7.0315
12b_a5|0|0|0.0|0.0|0|2|1.189701783|0.0|-0.001991527|4.59511985|0.023224044|0.0252713179999999|0.0|-0.1214831359999999|0.0068803119999999|-0.119503073|10.94620104|0|0|0.00751901|-0.033279992|-0.110182753|-0.1708042239999999|0.779793078|-0.033036296|0.819417554|0|0.827613693|-0.066227158|-0.068586754|0.350286421|0.016556707|10.44150403|138.67264319999998|0.172386307|-0.020455699|-27.27837078|6.584944956|59.53145615|52.20772716|521.9354031|-8.135654442|0.4696203889999999|8.398709622|296.16656780000005|-463.7323032|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|0.0|4.05|0.0|18.0|3.29|50.28|1.0|123.46|0.0|1.0|5.0|30.0|-7.57|397.47|1.0|0.0|1.44|2.0|0.000359|143.0|0.0|4.6156|2.24|1.4454|-1276.8943800000002|1149.51|268.62|505.16|0.42949|0.70615|5.7174|-0.16607|0.03447919|-1276.9984029999998|42.0|7.3768|7.3768
1_a15|0|0|0.0|0.0|0|0|1.419940974|0.0|-0.0084598019999999|0.0|-0.043374667|0.0381893|0.0|-0.541427319|0.001244652|-0.068297833|10.95880609|0|0|0.003816011|0.096086011|-0.270248221|-0.34192045|0.705825714|-0.001544849|0.74357498|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|16.94887506|121.3844816|0.124276535|-0.031142386|-46.71058649|10.95802135|90.40184737|60.96303497|566.1848585|-13.01770443|0.394072483|6.580146251|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|851.7423982|1.0|3.91|4.18|24.0|5.46|74.73|3.0|132.94|0.0|0.0|8.0|34.0|-5.38|457.52|0.0|0.0|4.68|0.00013|1.08e-06|0.000495|0.0|4.3834|4.68|3.2188|-1510.117336|1271.06|282.85|598.34|0.64662|0.70553|1.2218|-0.17792|0.01894559|-1509.851127|44.0|7.3565|7.3565
4R4l_a46|0|0|0.0|0.171853072|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|0.726535412|-0.229089688|0.762625193|0|0.896653672|-0.090505744|-0.084697739|0.208818132|0.007084496|3.844966512|177.33836430000002|0.103346328|-0.02989332|-24.94818681|2.086777505|49.44228224|52.96512128|486.6405745|-8.805242402000001|0.121701516|5.669819400000001|66.05102684|-449.0673625|18.4720714|0.006401537|-410.6276419|942.0756413|579.2365607|1.0|3.92|3.24|17.0|4.64|50.94|1.0|105.77|0.0|1.0|3.0|26.0|-5.23|347.45|1.0|1.0|4.09|0.00182|7.78e-06|0.0027|0.0|4.6497|4.99|4.1152|-1092.728268|1038.78|266.65|498.78|0.40548|0.67823|2.1973|-0.19602|0.02589231|-1092.544322|137.0|6.8633|6.8633
8a_a50|1|1|3.139870661|0.0|1|1|1.39826105|2.03117465|-0.00439531|5.777652323|-0.021959577|0.03904321|1.99158738|-0.188998337|0.007671336|-0.150515325|10.94501357|2|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|0.804535572|-0.095292123|0.8718949979999999|1|0.860876738|-0.069208148|-0.08230347|0.278028663|0.018809422|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|50.06249379|44.36511568|433.9235497|-8.042467074|0.248584287|5.754657432|125.2985144|-313.6562159|21.23424244|0.017017336|-253.4513797|828.1354551|388.171611|0.0|3.34|2.01|20.0|3.63|59.39|0.0|94.75|0.0|1.0|2.0|24.0|-6.12|313.36|1.0|1.0|2.87|0.0433|7.48e-05|0.0234|0.0|5.622000000000001|2.69|4.1738|-1006.637067|912.7|220.53|396.63|0.3462199999999999|0.60625|3.5509|-0.20051|0.03479985|-1006.557694|47.0|7.3279|7.3279
8_a47|0|0|0.0|0.0|0|0|1.24688044|0.0|-0.007835945|5.476463552|-0.099564745|0.0363475179999999|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|0|0|-0.007648516|-0.177626636|-0.003223628|-0.4497577479999999|0.7847248109999999|-0.223459904|0.842571655|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|5.043798869|90.32612351|0.150243126|-0.035797309|-30.83488674|2.928269795|60.62152862|49.14108595|493.3419136|-12.06582525|0.180297967|6.492934319|104.6752861|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|559.4973856|0.0|3.02|3.21|22.0|5.67|58.04|2.0|113.97|0.0|1.0|4.0|29.0|-4.79|405.85|0.0|1.0|5.03|0.000104|6.490000000000001e-07|0.000263|0.0|3.6696|4.91|3.6696|-1686.0356350000002|1071.62|337.87|433.38|0.6877800000000001|0.6877800000000001|3585.0|-0.2085199999999999|0.03283575|-1685.908004|0.05|7.3|7.3
30_a47|0|1|0.0|0.0|1|0|1.304327883|1.435022468|-0.0092264759999999|4.727387819|-0.184735553|0.038387534|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|1|1|-0.008325552|0.029343834|-0.079370393|-0.4370608039999999|0.8485444809999999|0.074217097|0.913855507|1|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|13.64937081|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|8.190002019|81.25550675|78.59180109|407.3992771|-13.79658605|0.320552431|6.886726437999999|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|1.0|3.03|2.12|21.0|2.71|98.72|1.0|104.25|0.0|1.0|5.0|28.0|-6.95|396.81|0.0|1.0|2.61|24.0|7.94e-05|0.0315|0.0|3.7159|3.89|3.7159|-1696.078047|1032.35|333.66|478.04|0.6944899999999999|0.6944899999999999|2.7493|-0.20813|0.0420327|-1695.9887|13.0|7.9|7.9
14s_a23|0|1|0.0|0.0|2|0|1.197958333|3.336763335|-0.005854379|5.351858133|-0.022580082|0.045277778|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|0.7837821840000001|-0.1050445769999999|0.846632079|1|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|12.81151517|30.34480575|0.07236376|-0.034255504|-33.12848261|8.218681552|62.75905983|48.11843993|595.0854952000001|-14.09722664|0.2251838339999999|7.548546899|144.457092|-662.5696522999999|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|1.0|3.45|3.66|26.0|4.0|105.02|2.0|125.29|0.0|1.0|5.0|31.0|-6.03|445.93|0.0|0.0|4.01|0.000334|2.83e-06|0.00126|0.0|3.6828|4.1|3.6828|-2089.500101|1164.32|336.66|528.82|0.60323|0.60323|4.7032|-0.22933|0.02112956|-2089.352478|3.0|8.5482|8.5482
18b_a25|0|0|0.0|0.0|1|0|1.194228955|1.824998189|-0.003259453|4.727387819|0.0131826839999999|0.038137255|2.003993644|-0.189048258|0.006181503|0.014055398|10.31286058|1|1|0.00598031|-0.032776381|-0.061048368|-0.303383008|0.7723870909999999|0.001715854|0.8333962429999999|1|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|8.972372556|80.36582704|0.063746107|-0.0305838929999999|-38.7252349|6.296086869|64.81723515|53.27347337|656.9874135|-15.05981357|0.215220531|8.654596906|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|3.58|3.56|27.0|5.93|111.51|2.0|138.56|0.0|1.0|6.0|34.0|-5.93|460.55|0.0|1.0|4.35|0.000132|1.95e-06|0.000899|0.0|5.5437|4.32|3.6826|-1767.494087|1284.89|223.65|612.24|0.36733|0.54166|2.8141|-0.22145|0.03002332|-1767.286778|51.0|7.2924|7.2924
7f_a10|0|0|0.0|-4.8022906380000006|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|1|1|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|0.796084921|-0.137271684|0.8499946070000001|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|0.00797443|4.441786155|15.96885516|0.068226214|-0.03645808|-29.53487321|2.474090768|60.16185231|40.22275023|519.0013298|-11.31122804|0.178213448|6.115784565|99.26552746|-531.6277179|24.71113795|0.012813716|-358.4725202|1161.423484|527.8079877|1.0|3.37|2.97|21.0|5.07|52.83|2.0|106.77|0.0|1.0|4.0|30.0|-5.47|410.39|0.0|0.0|4.39|0.00119|2.52e-06|0.00103|0.0|5.7757|4.93|3.6256|-1442.200124|1034.38|214.67|426.07|0.34467|0.6833600000000001|2.2631|-0.2175699999999999|0.01616879|-1442.058773|141.0|6.8508|6.8508
5g_a40|0|0|0.0|0.0|1|0|0.604913142|1.534673091|-0.016033575|6.167516491000001|-0.190406197|0.044946237|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|2|2|-0.012008571|-0.104356485|0.137067086|-0.4748772539999999|0.818555255|-0.1312278909999999|0.882781953|1|0.67772744|-0.153687065|-0.14338431|0.245639795|0.024937196|11.83520323|216.425542|0.32227256|-0.049288357|-32.29667648|5.616992201|80.22859145|84.77514603|321.64971460000004|-11.10198254|0.254650681|6.193485364|120.8573152|-355.2634413|31.38430965|0.025660198|-232.8857705|1004.297909|266.8102663|0.0|3.13|1.96|14.0|2.69|115.96|0.0|78.2|0.0|3.0|3.0|21.0|-6.6|301.32|0.0|1.0|2.01|0.0174|0.000426|128.0|0.0|3.48|4.02|3.48|-1328.015099|800.98|356.27|367.19|0.6563|0.6563|4.9132|-0.19908|0.04070345|-1327.982732|123.0|6.9101|6.9101
9g_a24|1|0|2.931798469|0.0|1|0|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|0.0279797979999999|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|0.013119312|-0.292600863|-0.049325609|-0.079421802|0.7931626959999999|-0.045107345|0.859302479|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|9.283063574|174.88817269999998|0.132863247|-0.021297745|-16.07665151|4.593165278|49.25777584|41.36311977|429.0504306|-5.214049137|0.518073552|6.124370267000001|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|0.0|2.8|1.78|22.0|2.91|72.28|0.0|87.53|0.0|1.0|3.0|23.0|-7.17|302.33|1.0|0.0|1.93|977.0|0.0008179999999999|247.0|0.0|5.2521|0.75|4.2802|-984.5565078|879.99|236.07|400.47|0.4227399999999999|0.64993|2.9691|-0.21391|0.032630457|-984.497752|68.0|7.1675|7.1675
13_a10|0|0|0.0|0.0|1|1|1.343837907|2.091672336|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|1|1|0.003791547|-0.154121136|-0.02811323|-0.345108701|0.78472614|-0.002671425|0.84680169|1|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|0.0122005|6.168030793|174.7319717|0.181972309|-0.030119651|-21.04167667|3.118282386|51.21590298|54.05778885|413.5584641|-7.698174391|0.285505651|5.069505473|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|0.0|3.02|2.58|21.0|3.52|63.83|0.0|97.14|0.0|1.0|2.0|25.0|-6.34|328.37|1.0|1.0|2.91|0.0576|7.87e-05|0.0258|0.0|5.8308|2.48|3.8419|-1065.839441|926.41|212.63|376.77|0.34881|0.68386|3.6904|-0.20959|0.0346535|-1065.732389|0.16|6.7959|6.7959
16a_a32|1|1|3.357452523|0.0|0|0|0.6094207620000001|0.0|-0.014399612|5.733341277|-0.0848387459999999|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|3|-0.005552127|-0.0999399409999999|-0.199563743|-0.707456102|0.8567078770000001|-0.098258706|0.909908319|1|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|12.86051026|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|88.96104768|69.11326055|470.82456669999993|-14.39564033|0.303179963|7.183246604|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|1.0|3.53|2.66|19.0|5.32|152.07|1.0|108.86|1.0|1.0|7.0|27.0|-6.85|398.51|0.0|1.0|3.06|0.00128|9.14e-05|0.0364|0.0|3.6314|3.9|3.6314|-1896.770883|1096.48|341.42|535.63|0.70245|0.70245|1.3736|-0.20718|0.04088655|-1896.649286|11.0|7.9586|7.9586
4_a27|0|0|0.0|0.0|2|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|0.0456410259999999|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|1|1|0.010329671|-0.459570857|-0.341622797|-0.480852615|0.7853766809999999|-0.024800302|0.842039655|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|0.0201467639999999|10.43112657|8.590238252999999|0.1473956619999999|-0.0281385239999999|-21.12083948|5.40078803|51.33640873|40.33074472|441.4418013|-7.543156957000001|0.317514326|6.01592535|164.3952417|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|1.0|3.11|3.08|21.0|2.94|65.6|0.0|97.55|0.0|1.0|2.0|25.0|-6.51|331.37|1.0|1.0|2.8|0.0882|0.000102|0.0339|0.0|5.5485|4.63|4.1288|-1083.119531|946.77|223.46|445.65|0.36899|0.6089899999999999|2.7371|-0.21533|0.01877181|-1083.01571|4.0|8.3979|8.3979
8_a1 (SB-202620)|1|0|3.296085365|0.0|0|0|1.4323973840000002|0.0|-0.013785521|4.727387819|-0.226277123|0.037578348|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|1|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|0.743088715|0.063001656|0.805476065|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|8.809217494|208.2071465|0.351032497|-0.041081545|-33.88588996|4.997944864|70.8721358|75.57687443|368.1943149|-13.22376193|0.225760413|7.432247389|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|433.2550452|0.0|2.74|2.21|23.0|4.86|78.87|2.0|99.61|0.0|1.0|4.0|27.0|-5.94|359.35|0.0|1.0|3.7|0.0041|1.98e-05|0.00713|0.0|3.4052|5.32|3.4052|-1223.117248|977.87|364.11|460.4|0.7026600000000001|0.7026600000000001|3.4563|-0.2105199999999999|0.16177304|-1223.014114|0.4|6.3979|6.3979
14a_a23|0|1|0.0|0.0|2|0|1.197964042|3.39397765|-0.0056795759999999|5.351858133|-0.0246126279999999|0.042992424|0.757767133|-0.289658385|0.012219066|-0.0518554529999999|10.31321831|2|2|0.011363191|0.083206288|-0.137733142|-0.446724057|0.7556436440000001|-0.123790952|0.816237166|1|0.918677038|-0.055677662|-0.08032517|0.225448915|0.019504497|12.33442989|38.57988954|0.081322962|-0.0341809229999999|-32.12331106|7.800158102999999|61.36268093|47.54437201|580.9612768999999|-13.66949407|0.219241211|7.668841725|138.6457355|-642.4662212000001|27.68542751|0.016707951|-355.0975547|1301.215093|601.8533922|1.0|3.41|2.86|26.0|3.36|105.02|2.0|120.28|0.0|1.0|5.0|30.0|-6.27|411.48|0.0|0.0|3.37|0.00139|1.1e-05|0.0045299999999999|0.0|3.7119|3.47|3.7119|-1629.90669|1134.02|334.02|516.58|0.6289100000000001|0.6289100000000001|5.8775|-0.2238099999999999|0.0216412|-1629.748476|3.0|8.5498|8.5498
5a_a40|0|0|0.0|0.0|1|0|0.604913477|1.688148148|-0.004609716|6.167516491000001|0.059258947|0.0388888889999999|0.808197279|-0.152120625|0.011345707|0.180125135|10.31198338|2|2|0.010425818|-0.191663433|0.007301856|-0.363338726|0.756882266|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|0.020641204|9.135164355|174.99981530000002|0.146821673|-0.036396585|-17.82228195|4.042943749|46.06507254|43.71412865|377.5905776|-7.128912782|0.177534728|5.507689573|78.57142892|-213.8673835|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|1.0|3.04|2.49|14.0|3.68|75.5|0.0|74.15|0.0|2.0|3.0|19.0|-5.9|269.32|1.0|1.0|2.8|0.0202|0.000213|0.0574|0.0|3.7921|4.36|3.7921|-1177.5835470000002|757.45|326.96|353.51|0.69499|0.69499|5.7163|-0.21644|0.01514427|-1177.555706|81.0|7.0915|7.0915
13_a1|1|0|3.409865599|0.0|0|1|1.430073963|0.0|-0.012199718|5.351858133|-0.144782061|0.036382114|0.0|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|1|1|-0.005924486|0.1769162319999999|-0.120034915|-0.485427571|0.76714213|-0.150485437|0.825117597|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|19.62059449|148.7311076|0.320539533|-0.040302516|-36.08180773|11.41059871|77.55889436|84.56244352|395.1486144|-13.63090514|0.291737016|7.493979856|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|1.0|3.35|2.83|23.0|4.75|80.26|1.0|104.88|0.0|1.0|4.0|28.0|-6.48|371.39|0.0|1.0|3.23|0.0192|4.58e-05|17.0|0.0|4.0783|3.17|3.4483|-1238.367298|1035.04|304.01|472.52|0.65363|0.69782|2.7595|-0.18883|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
