molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|PBF|RPSA|FNSA4|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
1_a3|0.0|0|0|0.0|6.823286122000001|1|1|0.6195934120000001|0.0|0.079857077|-0.006053652|4.727387819|-0.073036903|2|0.034166667|-0.004409693|2.194605012|-0.248199745|-0.006610844|0.038572075|0.032569462|-0.005006707|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.8457792829999999|0.943582278|1|0.521474118|0.2237487219999999|-0.034105115|-19.55367089|1.697600903|-20.88467272|49.05980305|-15.67458788|49.13501083|2012.9704|356.76228530000003|-7.203984013|0.207914282|9.046658216|4510.611026|-273.7513925|0.014174378|751.9821735|373.1494221|1.0|1.0|1.0|0.0|1.85|77.1|1.52|0.0|0.0|91.52|2.0|2.0|-6.87|306.38|0.0|0.0|1.5|-3.3|0.0008529999999999|261.0|0.000503|154.0|1.83|0.0|0.000518|5.8805|3.8645|-1273.316428|-1273.290432|845.2|320.83|210.84|316.61|0.30619|0.68912|-0.21886|-1273.22339|3.4319|6.1403|6.1403
18a_a22|0.0|0|0|0.0|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|0.007079018|-0.296897301|0.760537197|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|0.573315195|0.073464296|-0.029276847|-35.04152115|7.887046626|-23.31437056|64.80092090000001|-19.86401135|45.98663929|2898.068989|628.6440468999999|-13.47750813|0.289532802|13.72951861|6630.646100999999|-700.830423|0.0193879289999999|1453.872315|730.9420477000001|1.0|1.0|1.0|3.17|5.11|100.61|2.13|2.0|1.0|131.64|1.0|6.0|-6.28|436.53|0.0|1.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|0.0|1.73e-07|5.0214|3.4832|-1691.3151059999998|-1691.2957760000002|1211.84|355.95|246.91|531.16|0.35107|0.68577|-0.21148|-1691.097989|5.3946|7.8861|7.8861
47l_a18|0.0|0|0|0.0|7.03438793|1|1|1.251176792|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|-0.056270425|0.000787517|-0.4925232479999999|0.7452092359999999|0.7435044540000001|0.00676294|0.781148177|0.733228144|0|0.2820044969999999|0.196526687|-0.031456589|-42.43906517|4.654446622|-40.65070014|68.83398609|-22.37455223|63.6949231|2852.093627|571.4972966|-15.91464944|0.203890653|18.46922943|6572.90106|-1018.537564|0.012890098|1798.711882|931.8364349|1.0|1.0|3.0|0.0|3.19|85.29|2.94|3.0|1.0|139.63|1.0|9.0|-6.39|454.56|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|1.93e-07|3.2026|3.2026|-1455.5758039999998|-1455.5497369999998|1334.6|387.13|387.13|667.5|0.69291|0.69291|-0.18344|-1455.233431|3.3864|7.4949|7.4949
14s_a23|0.0|0|1|0.0|7.423568444|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|-0.064006338|0.009263715|-0.457212212|0.722187957|0.7837821840000001|0.096014944|0.846632079|0.659570836|1|0.2387634619999999|0.07236376|-0.034255504|-33.12848261|8.218681552|-22.64965286|62.75905983|-21.9751589|48.11843993|2954.0751370000003|595.0854952000001|-14.09722664|0.2251838339999999|14.26730044|6938.271179|-662.5696522999999|0.017330177|1333.003252|633.3278634|0.0|1.0|1.0|3.66|4.67|105.02|3.51|2.0|1.0|125.29|1.0|5.0|-6.03|445.93|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|3.6828|3.6828|-2089.521231|-2089.500101|1164.32|336.66|336.66|528.82|0.60323|0.60323|-0.22933|-2089.352478|6.4428|8.5482|8.5482
16i_a32|0.0|1|1|3.352437091|7.765993078999999|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|-0.056414399|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|0.006037736|-0.001202032|-0.700853898|0.801401734|0.836966894|0.134577711|0.8829894|0.761506727|1|0.5368697929999999|0.198505292|-0.036726892|-49.02383532|9.540239197|-36.62130242|88.80827938|-24.00328703|70.6307405|2770.767996|523.8261846|-15.6876273|0.281035887|12.57892808|6355.471589|-784.3813651|0.021112022|1669.296604|636.0251562999999|0.0|1.0|2.0|3.16|4.85|149.27|1.34|3.0|0.0|116.75|1.0|8.0|-5.93|427.54|0.0|0.0|3.96|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|1.7100000000000002e-05|3.6176|3.6176|-1995.307733|-1995.279632|1175.51|342.72|342.72|573.38|0.70222|0.70222|-0.2002|-1995.11813|4.0568|8.2596|8.2596
11_a1|0.0|1|0|3.3361517380000003|7.423568444|1|1|1.430935838|0.0|0.033732316|-0.018080197|5.351858133|-0.196819043|1|0.035620155|0.08043435|0.0|-0.867849442|-0.0127744789999999|-0.05257082|-0.044235537|-0.009578125|-0.563650254|0.823460272|0.747358374|-0.069193862|0.8086124090000001|0.7846345840000001|0|0.2027328789999999|0.404475497|-0.048723884|-43.84323456|12.15946748|-45.88191258|89.80732824|-28.7289904|98.43720241|2697.640232|351.1382199|-16.93943154|0.248121855|14.2257294|5798.645137|-745.3349875|0.02620284|1681.223993|495.0560271000001|1.0|1.0|2.0|2.31|4.23|97.33|1.95|1.0|0.0|105.71|1.0|4.0|-6.27|385.37|0.0|1.0|3.22|-4.66|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|1.29e-05|3.7383|3.1924|-1312.462371|-1312.4282380000002|1036.18|388.38|331.66|471.76|0.68162|0.69914|-0.19462|-1312.2963630000002|7.1743|6.7696|6.7696
31_a47|0.0|0|1|0.0|6.842683282|0|0|1.304326813|1.441825189|-0.075563891|-0.00869363|4.727387819|-0.171198936|2|0.042906977|-0.086842911|1.198626524|-0.417294247|-0.007525849|0.074881792|0.001073537|-0.006265667|-0.441642572|0.677766155|0.856640117|-0.1978980839999999|0.917597019|0.6463892179999999|1|0.486720182|0.303979962|-0.037580665|-40.66927863|8.234748813|-41.22978713|80.58054906|-23.31144534|79.74238158|2689.159869|431.7441681|-14.46018796|0.29335997|15.6194341|6019.5391740000005|-650.7084581|0.024209265|1484.511202|513.2159236|1.0|1.0|2.0|2.38|4.24|98.72|2.0|1.0|0.0|109.21|1.0|5.0|-6.78|410.83|0.0|1.0|2.94|-4.39|2.56e-05|0.0105|4.03e-05|0.0166|2.86|0.0|9.95e-06|3.9744|3.6369|-1735.435432|-1735.400941|1079.4|340.91|311.96|508.69|0.68276|0.69894|-0.20463|-1735.284957|8.6244|7.8|7.8
14d_a23|0.0|0|1|0.0|7.423568444|0|0|1.197963465|3.405551724|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.043538647|0.03253552|0.758207139|-0.288522152|0.01269616|-0.019307114|-0.054430189|0.01180744|-0.4483522929999999|0.725800261|0.772008792|0.006563565|0.829764975|0.6906097959999999|1|0.213597535|0.078305538|-0.032878563|-33.99063559|8.074501042|-23.33262837|61.49227899|-21.66510006|47.66288948|2878.955374|607.3441532|-14.27606695|0.209653392|14.358677900000002|6459.554383|-713.8033475|0.015037275|1370.607518|666.0036144999999|0.0|1.0|1.0|3.62|4.33|105.02|3.24|2.0|1.0|125.25|1.0|5.0|-6.1|425.51|0.0|0.0|3.8|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3688.0|8.1555|-1669.24571|-1669.224874|1186.17|3688.0|336.18|554.84|8.1555|8.1555|-0.22152|-1669.045136|8.1555|8.4001|8.4001
2_a27|0.0|0|0|0.0|6.605297921|0|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|0.017751479|0.00988756|-0.475677812|0.639024713|0.796022385|0.137868605|0.8585302370000001|0.60904903|1|0.408120957|0.153130039|-0.029261411|-20.65736087|5.020172886|-14.81116546|52.43208086|-14.73047548|39.39404027|2210.487938|426.3224749|-7.415462877|0.331537817|9.527176544|4774.521748|-289.2030522|0.022639983|859.4181658|373.9912084|0.0|1.0|0.0|3.06|2.49|65.6|2.42|0.0|0.0|92.58|2.0|2.0|-6.69|317.34|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0002009999999999|0.0638|2.18|0.0|0.0004599999999999|4.1624|4.1624|-1043.821085|-1043.7984|906.48|297.87|297.87|420.7|0.55857|0.55857|-0.21702|-1043.715364|6.8854|7.8861|7.8861
13l_a6|0.0|1|0|3.433158672|7.412764017000001|1|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|1|0.0408037829999999|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|-0.006280295|-0.564860904|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0.827754203|0|0.210844002|0.3569010139999999|-0.0451862259999999|-61.3913735|14.56282911|-57.29112645|100.8610837|-31.47586631|103.1523329|2967.923804|447.9705372|-21.92549054|0.206328863|15.34147837|6462.086665999999|-1227.82747|0.018273048|2220.880201|741.5222707|1.0|1.0|3.0|2.22|3.8|115.15|1.39|1.0|0.0|124.98|1.0|7.0|-6.59|441.48|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|5.7e-07|3.6675|3.5499|-1465.865882|-1465.834958|1249.13|349.26|338.07|578.91|0.7002|0.70515|-0.19447|-1465.624566|8.9893|6.4145|6.4145
9a_a31|0.0|1|0|3.348289714|7.765993078999999|1|1|0.6101356720000001|0.0|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|-0.0033853629999999|-0.542342338|0.8058046320000001|0.782715368|0.045292529|0.837697452|0.76226755|0|0.235442032|0.308231868|-0.043430228|-50.50275387|13.69193237|-41.55773748|94.03540892|-27.87131275|86.0923113|2855.751316|443.941629|-17.886392|0.262241245|15.15483138|6273.506211999999|-858.5468158|0.0239033229999999|1813.361078|597.3075924999999|1.0|1.0|2.0|2.78|4.02|117.37|1.58|1.0|0.0|113.64|1.0|6.0|-6.39|418.47|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|3.47|0.0|3.07e-06|3.7892|3.7892|-1691.9526239999998|-1691.9137670000002|1145.99|327.21|327.21|540.01|0.7028|0.7028|-0.20032|-1691.7777600000002|6.2203|6.8239|6.8239
12az_a36|0.0|1|0|3.465535084|7.412764017000001|2|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|-0.040156368|2|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|0.002872872|-0.387734368|0.884226781|0.812921349|-0.061924322|0.858971809|0.8350231859999999|0|0.411597359|0.180836387|-0.033474609|-52.96429617|17.0740303|-35.23783652|99.82512582|-23.45695404|74.65245915|3039.528467|574.0196415|-16.43719536|0.416134994|15.73229538|6700.839465|-953.3573311|0.034594361|2330.167624|766.4854363|0.0|1.0|2.0|0.0|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|7.11e-05|3.8863|3.6095|-1461.990465|-1461.962459|1252.18|343.5|319.03|576.54|0.69385|0.70333|-0.19846|-1461.750394|7.821000000000001|7.2366|7.2366
14e_a25|0.0|0|0|0.0|6.842683282|0|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0389622639999999|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|0.002856489|0.011176663|-0.0005394919999999|-0.50909623|0.717460414|0.776960216|-0.144369439|0.8322445820000001|0.6954126970000001|1|0.448918026|0.275949567|-0.038772226|-53.79722636|8.046143033|-54.14823405|84.60373462|-28.3735856|84.98800478|3126.080106|529.8614286999999|-20.76384175|0.1935531039999999|16.63781964|6952.485076999999|-1183.53898|0.015154859|2005.4567600000005|811.3237836|1.0|1.0|2.0|2.72|4.02|115.79|1.69|1.0|0.0|134.35|1.0|7.0|-6.96|462.5|0.0|0.0|3.02|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|3.38e-07|5.8431|3.9613|-1521.012915|-1520.964156|1300.08|312.99|212.19|596.96|0.31019|0.69958|-0.2116699999999999|-1520.767443|7.2625|7.1249|7.1249
20_a31|0.0|1|1|3.3852303|7.765993078999999|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|0.03995614|-0.013040402|2.114008068|-0.476400874|-0.003484915|-0.020082435|-0.078213611|-0.001662219|-0.594513619|0.788133615|0.8602874540000001|0.028036914|0.912372776|0.7507116140000001|1|0.246878555|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|-33.71260536|81.35171021|-21.01650877|65.91404723|2576.1287230000003|498.4558574|-13.1700345|0.289292958|15.48343758|5678.167489|-605.8215871|0.019624081|1360.278351|557.1050635|1.0|1.0|2.0|2.74|4.38|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-6.39|397.52|0.0|1.0|3.6|-4.44|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|8.86e-06|3.5381|3.5381|-1880.768349|-1880.734655|1113.19|350.43|350.43|560.67|0.7036600000000001|0.7036600000000001|-0.20895|-1880.599777|4.9218|8.0862|8.0862
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|-0.008385698|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|0.210050443|0.405958714|-0.0462988229999999|-43.12110169|11.61820782|-44.47680367|87.15852628|-27.46300805|94.56841061|2678.823231|352.3666367|-16.29019397|0.2468003389999999|14.26172029|5748.417262|-733.0587287000001|0.02438148|1640.78056|513.4628663999999|1.0|1.0|2.0|2.35|3.63|103.12|1.54|1.0|0.0|106.85|1.0|4.0|-6.73|384.39|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|7.81e-06|3.8208|3295.0|-1292.588032|-1292.553086|1049.69|376.28|324.5|464.07|0.55256|0.69868|-193.0|-1292.41452|8.8611|5.8119|5.8119
16c_a32|0.0|1|1|3.329674745|7.765993078999999|0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|-0.00369116|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|0.764217655|1|0.367322508|0.226956794|-0.038178095|-42.71426897|9.181311842|-31.62645048|86.97970500000001|-22.77882371|68.39521789|2649.168528|461.2334662|-13.59090376|0.3153632939999999|11.77670717|5979.891916|-597.9997655000001|0.02579269|1463.941729|513.9156315|0.0|1.0|2.0|3.08|4.21|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.44|399.49|0.0|1.0|3.41|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|4.13e-05|3.6264|3.6264|-1916.6792|-1916.651132|1069.28|341.89|341.89|508.43|0.70198|0.70198|-0.20047|-1916.536967|5.3459|8.3468|8.3468
12_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.605020506|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|2|0.042795699|-0.120694579|2.07135708|-0.336455156|-0.006049098|-0.045382017|-0.069857022|-0.0045709459999999|-0.604704476|0.899733837|0.718481325|-0.039834906|0.784451598|0.841871246|1|0.101891875|0.170600292|-0.039584548|-21.667278|2.496397166|-20.92463497|52.16354015|-18.79271742|49.333524|2056.502939|393.75653|-8.921820355|0.169581355|10.50748861|4400.493202000001|-303.3418921|0.01374218|769.4340634|330.4083896|1.0|1.0|1.0|2.17|4.01|92.93|1.6|1.0|0.0|90.49|1.0|2.0|-5.3|304.37|0.0|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|4.03|0.0|3.9500000000000005e-05|3263.0|3263.0|-1272.152002|-1272.125792|847.25|379.97|379.97|361.95|0.69784|0.69784|-0.19514|-1272.058487|3.1979|5.45|5.45
11a_a5|0.0|1|0|2.9781886010000003|6.605297921|0|1|1.212363224|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|2|0.021060606|-0.052944925|0.0|-0.185262487|0.007993132|-0.1301505359999999|-0.02394636|0.007955512|-0.254944026|0.7505403709999999|0.73344478|-0.037220974|0.773417838|0.7410766209999999|0|0.369563711|0.10656566|-0.026223112|-36.51058972|6.055083705|-32.96141947|61.4470419|-18.73644762|54.60662289|2727.027899|638.3599998999999|-13.38721623|0.259134725|18.25640338|5756.783268|-803.2329738|0.014482324|1517.39715|835.912531|1.0|1.0|1.0|3.68|6.55|63.69|3.05|2.0|0.0|128.51|1.0|7.0|-4.54|424.54|0.0|1.0|5.16|-6.4|5.63e-08|2.39e-05|3.95e-07|0.000167|6.13|0.0|5.019999999999999e-08|4.4033|4.0938|-1339.8362619999998|-1339.802852|1272.7|302.86|281.57|578.8|0.6735|0.65363|-0.20429|-1339.555805|3.6525|7.0915|7.0915
18_a20|0.0|1|0|3.463603867|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|-0.004071701|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|0.8162774979999999|0.778639593|1|0.356461863|0.23863824|-0.035934845|-42.1615378|4.787695004|-41.07622672|72.31812218|-23.91074854|68.92770059|2809.844943|506.6038164|-15.91001426|0.1890889589999999|15.51556677|6206.896662|-843.230756|0.013457694|1562.772745|712.1606951|1.0|1.0|2.0|2.76|4.69|97.55|2.06|2.0|0.0|125.07|0.0|5.0|-6.13|419.48|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|4.17e-08|5.9778|3.5355|-1352.364724|-1352.32685|1204.88|350.69|207.41|531.11|0.31154|0.6953699999999999|-0.20289|-1352.135304|8.0505|7.4685|7.4685
10_a27|0.0|0|0|0.0|6.605297921|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|4.59511985|-0.044164147|2|0.040512821|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|-0.000903965|0.010329671|-0.487435299|0.639413469|0.804375252|0.129719095|0.862408925|0.614205449|1|0.346344305|0.147337847|-0.031079371|-24.60801194|4.998521009|-17.33405307|55.05868025|-16.5270506|41.99674607|2270.538352|453.4194305|-8.788575695|0.254639309|12.9316403|4894.8090170000005|-369.1201792|0.01651645|931.2754667000002|424.8821143|0.0|1.0|0.0|3.15|2.97|65.6|2.25|0.0|0.0|97.39|1.0|3.0|-6.51|331.37|1.0|1.0|2.74|-3.92|0.000266|0.0882|0.0001189999999999|0.0394|2.55|0.0|0.000192|4.1495|4.1495|-1083.137871|-1083.1151289999998|958.95|298.79|298.79|450.26|0.63894|0.63894|-0.21785|-1083.008551|6.9456|7.1612|7.1612
12t_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.60498454|0.0|0.073057637|-0.007755575|5.351858133|-0.097216874|2|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|-0.001131023|-0.464720444|0.609043558|0.83236194|-0.003937967|0.889479916|0.591758164|0|0.408290036|0.303586418|-0.037159417|-42.80050261|7.981057356|-38.30686627|78.8278828|-24.17113783|71.1605835|2976.648597|452.99711|-15.72263361|0.254294117|14.358001500000002|6617.834146|-770.409047|0.020029588|1588.274656|616.2856203|0.0|0.0|1.0|0.0|3.74|81.65|3.58|2.0|0.0|127.19|1.0|5.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|3e-05|5.0693|3.5457|-1774.2421780000002|-1774.208418|1139.2|349.67|244.58|527.87|0.33647|0.6842600000000001|-0.20571|-1774.077985|3.2145|8.0496|8.0496
15_a15|0.0|0|0|0.0|0.0|1|1|1.435688991|0.0|-0.132759299|-0.006378587|0.0|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|0.003766915|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0.7725348679999999|0.796300317|0|0.7028760070000001|0.102793952|-0.031405332|-40.20430373|9.115534766|-27.31834743|73.99578515|-20.86598874|54.83651811|3027.719888|596.1118717|-13.86355301|0.297455822|11.8273735|7039.747576999999|-804.0860746000001|0.0202953539999999|1722.635223|830.7967967000001|1.0|0.0|1.0|4.34|6.69|59.51|2.52|2.0|0.0|138.24|1.0|6.0|-5.26|448.52|0.0|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|5.7e-07|3.6968|2582.0|-1450.7538470000002|-1450.725355|1265.55|480.19|335.38|573.46|0.67524|0.70572|-0.1475|-1450.462493|2.9566|6.9626|6.9626
12bg_a36|0.0|1|0|3.434779148|7.412764017000001|2|2|1.29692796|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|-0.00097037|-0.4459167329999999|0.884841888|0.836170906|-0.023460562|0.892249657|0.771220556|0|0.543472602|0.159389648|-0.036959207|-48.31008346|9.22604612|-35.49918495|83.78068847|-25.35312333|65.19942617|2925.402039|576.6383913|-17.39163005|0.252132272|14.04434294|6753.439903|-869.5815023|0.01946912|1695.0272350000002|661.6709012|0.0|0.0|2.0|0.0|3.19|69.2|2.99|2.0|0.0|133.77|1.0|5.0|-6.26|450.32|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|7.83e-06|3.8944|3.8944|-2152.13793|-2152.104584|1186.75|318.36|318.36|554.7|0.69395|0.69395|-0.21166|-2151.975577|9.3601|7.8239|7.8239
12g_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.6049842529999999|0.0|0.096186205|-0.010447128|5.351858133|0.024086432|2|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|0.0026474159999999|-0.539112991|0.817497287|0.826316772|-0.0430471959999999|0.886776351|0.770326886|0|0.487608738|0.216337219|-0.040568357|-47.51931027|12.60295167|-39.593913|83.29752441|-27.49531395|77.01461557|3058.2873170000003|531.1295763|-18.63502363|0.225689271|16.07139949|6688.137428|-950.3862054|0.019453222|1810.9797|683.7405759|0.0|0.0|1.0|0.0|2.48|114.67|2.06|2.0|1.0|133.52|1.0|6.0|-6.22|439.49|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|0.000165|5.0703|3.5592|-1743.214798|-1743.174676|1206.02|348.35|244.53|577.31|0.26238|0.68366|-0.2083699999999999|-1743.029147|5.3027|8.0334|8.0334
14j_a23|0.0|0|1|0.0|7.423568444|0|0|1.197963927|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.046283951|0.037350515|0.722606603|-0.322724299|0.007671236|-0.026319216|-0.055708465|0.0075222369999999|-0.463194548|0.616699629|0.800643488|0.143567854|0.864845456|0.5935522360000001|1|0.226990358|0.154547838|-0.034989992|-34.60325668|8.620784882999999|-26.17681598|64.88069411|-22.69846456|53.64097592|2943.385528|548.455847|-14.72479008|0.226032829|15.57933561|6597.039681|-692.0651337|0.017787992|1378.388999|599.5697147999999|0.0|1.0|1.0|3.41|4.58|105.02|3.4|2.0|1.0|120.24|1.0|5.0|-6.31|429.47|0.0|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|9.18e-06|3.6671|3.6671|-1729.15999|-1729.1379190000002|1142.37|338.1|338.1|528.18|0.65128|0.65128|-0.2239699999999999|-1728.988797|8.3233|8.3883|8.3883
9b_a31|0.0|1|0|3.338934004|7.765993078999999|1|1|0.610136326|0.0|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0|0.03995614|-0.045938305|0.0|-0.706953442|-0.0050444109999999|0.014628521|-0.091236608|-0.001981487|-0.554573699|0.811212624|0.852813666|0.01752821|0.899394425|0.77051712|0|0.241728566|0.330879448|-0.039058603|-49.30281875|13.00794571|-39.08032306|95.78862992|-23.95020956|84.94685678|2534.356888|410.2957125|-14.68594601|0.310824817|15.2652837|5524.468603|-690.2394625|0.025089192|1633.343563|524.0230338|1.0|1.0|2.0|2.76|3.5|117.37|0.86|1.0|0.0|103.36|1.0|7.0|-6.77|384.45|0.0|1.0|3.0|-3.86|1.76e-05|0.00675|0.000137|0.0527|2.64|0.0|5.520000000000001e-05|5.5119|3.8435|-1578.839267|-1578.801576|1091.21|322.58|224.94|562.68|0.41622|0.70102|-0.2013599999999999|-1578.665571|6.8028|7.2007|7.2007
