molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|SaasN|AATSC1c|AATSC1s|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
22_a20|0.0|0|0|0|0.0|1|6.842683282|0|1.915285809|-0.00147607|0.023539095|2.041494094|-0.079707783|0.009265667|-0.066832578|-0.038668966|1|0.008780074|-0.060582944|-0.177976478|2|0.7478675859999999|-0.067650395|0.607038752|1|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|34.8271111|-0.027118811|5.21001405|-1.3559405430000002|-25.39523478|47.00134116|2738.108259|616.3298149|2396.806062|-11.49852068|7.408914181|14.17638345|0.913422548|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|1.0|3.41|0.08|67.39|2.0|0.0|121.62|1.0|4.0|-5.58|0.0|0.0|1.0|4.24|2.48e-06|2.98e-06|4.47|0.0|0.0|-0.0568|5.5591|4.07|3.9732|-1275.816275|1181.95|0.2636|0.38233|-1275.598059|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
4c_a46|0.0|0|0|0|0.139403726|1|7.825245291|1|2.137504882|-0.005085922|-0.048990529|0.0|-0.300069396|0.010177371|-0.051150771|-0.068256579|1|0.010040825|-0.083788154|-0.421467037|1|0.726862617|-0.0976963169999999|0.65145414|0|-0.063644365|-0.087503927|0.013924723|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|5.56099297|-1.662574604|-25.41708422|49.01980408|2455.604167|562.9269925|2487.942529|-11.85656505|7.172412106|13.06174141|0.8211086059999999|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|0.0|1.0|1.0|1.0|3.8|0.38|57.01|2.0|0.0|115.03|1.0|4.0|-5.39|0.0|1.0|0.0|4.44|2.8e-06|5.3e-06|4.63|0.0|0.0|-0.04381|5.4579|6.38|4.1026|-1245.392965|1176.07|0.2296|0.42391|-1245.114575|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972
14b_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|4.240438135|-0.003935732|0.0228205129999999|2.115127752|-0.255822608|0.010215823|0.037777505|-0.041169251|2|0.011249462|-0.280243276|-0.306633966|1|0.7887047979999999|-0.076752616|0.71456262|1|-0.050362464|-0.076674952|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|62.89861413|-0.025558317|9.64109526|-1.533499045|-21.65397937|47.72661339|2967.872393|592.81677|2984.248708|-10.98912227|6.3538844910000005|11.45638132|0.8030515570000001|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|1.0|1.0|3.64|0.35|66.99|2.0|0.0|128.39|1.0|5.0|-6.5|0.0|1.0|0.0|3.6|2.51e-05|1.6800000000000002e-05|3.51|0.0|0.0|-0.02486|5.2834|3.05|4.0775|-1431.037684|1253.87|0.1637|0.55594|-1430.72987|-0.16874|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818
4b_a46|0.0|0|0|0|0.206072846|1|7.825245291|1|2.189591837|-0.00113356|-0.022119857|0.0|-0.058945144|0.012332859|-0.135121207|-0.111103941|1|0.011806162|-0.123416853|-0.16915334|2|0.7306307590000001|-0.153841155|0.69830739|0|-0.0524080009999999|-0.070236212|0.007568202|-28.58477842|-38.30877966|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|2.251475261|-1.123779397|-15.59093155|32.7126858|2105.172229|510.1086157|1750.333702|-6.822749952000001|5.76401157|10.09436488|0.751274223|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|0.0|0.0|1.0|1.0|3.03|0.38|43.6|1.0|0.0|101.7|1.0|3.0|-5.67|0.0|1.0|1.0|3.76|4.49e-05|2.35e-05|3.74|0.0|0.0|-0.02729|4.5515|3.98|4.5515|-1033.535029|1020.9|0.1784|0.68682|-1033.3243619999998|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612
6_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.0|-0.008934536|-0.106234254|2.000787282|-0.330577816|-0.007540435|0.05584062|0.032782484|1|-0.006696449|0.036673175|-0.594308852|2|0.790667152|0.055002252|0.773152968|1|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|2.7192240510000003|-1.282699916|-25.95647951|57.46859326|2196.107822|390.8623623|1899.385061|-9.393191593|5.498222293|8.982311462|0.633675574|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|2.65|0.0|92.93|1.0|0.0|95.5|1.0|3.0|-5.68|0.0|0.0|1.0|3.63|3.67e-06|1.34e-05|3.79|0.0|0.0|-0.06529|5.8279|3.09|3.3963|-1731.7043199999998|884.88|0.1997|0.3369|-1731.602363|-0.1465|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501
19k_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.011877064|-0.17467835|0.0|-0.6888696990000001|-0.011156837|0.016990252|-0.0184136539999999|1|-0.00835812|-0.128079012|-0.51857087|1|0.853092207|-0.029357143|0.730686013|0|-0.112748779|-0.126936513|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|157.4834779|0.341299943|216.567059|-0.044662847|9.369654226|-2.411793744|-45.3966925|86.30929885|3055.355167|417.968819|2929.493496|-17.9828603|6.744851799999999|12.89431427|0.911726848|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|0.0|0.0|1.0|0.0|2.2|0.13|124.32|1.0|0.0|133.79|1.0|5.0|-7.84|0.0|0.0|0.0|1.9|0.000134|0.0002399999999999|1.65|0.0|0.0|-0.05534|5.1869|4.13|3.5378|-1500.852284|1172.22|0.2038|0.38269|-1500.618667|-0.14568|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666
8j_a46|0.0|0|0|0|0.214753401|1|7.727094485|1|2.1279894180000003|-0.0017688329999999|-0.008523199|0.0|-0.081366324|0.011852046|-0.174853546|-0.053618988|1|0.0108603019999999|-0.133413527|-0.229679821|2|0.789844634|-0.074207717|0.6109926379999999|0|-0.054707287|-0.068971544|0.008672342|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|2.5024620580000003|-1.103544698|-15.7861518|34.04593326|2121.846387|502.0694817|1888.679875|-7.405468973|5.617748211|9.817783823|0.747636856|16.76894569|0.008843828|-346.061389|721.0646647000001|453.1959065|4.750680627|1.0|0.0|1.0|1.0|1.0|3.25|0.32|43.6|1.0|1.0|96.94|1.0|3.0|-5.55|0.0|1.0|1.0|3.82|2.59e-05|1.47e-05|3.97|0.0|0.0|-0.04068|4.9636|3.78|4.4107|-1414.50743|978.4|0.1728|0.50703|-1414.349865|-0.18531|5.2361|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108
15_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.0|-0.018913735|-0.134784483|0.0|-0.775463115|-0.011797858|-0.070065105|-0.074455342|2|-0.007631228|-0.272545088|-0.6215974160000001|0|0.8022000659999999|-0.116356616|0.782925607|0|-0.116196194|-0.131697567|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|0.4328912239999999|230.1075793|-0.041588706|10.88541717|-1.58037081|-32.83191294|82.24348203|2351.566145|301.452236|1675.977147|-11.75113151|6.148947296|11.51842782|0.873235738|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|18.05372755|0.0|1.0|1.0|1.0|1.0|1.64|0.19|117.37|0.0|0.0|90.47|2.0|5.0|-6.84|0.0|0.0|1.0|2.27|5.27e-05|0.000272|2.18|0.0|0.0|-0.04192|4569.0|3.9|4569.0|-1460.861851|925.93|348.0|0.5241899999999999|-1460.736142|-0.15202|5.5793|-0.19394|0.03843988|-1460.790873|7.5831|1.1|5.9586
4b_a49|0.0|0|0|0|0.0|1|7.535296702|1|2.075628989|-0.0074627159999999|-0.077626337|1.645329244|-0.402986655|0.001769804|-0.033486358|0.02907541|1|0.002557204|-0.089371493|-0.390006034|2|0.798826417|0.049923437|0.6967593559999999|1|-0.091725536|-0.090284437|0.0241270029999999|-56.45224362|-55.5653235|14.84890147|41.97072627|0.241850733|148.84640819999998|-0.030696709|9.138717999|-1.534835437|-34.74338731|71.30114509|2708.998101|466.6010051|1701.832352|-11.62716177|7.588962922|14.53457293|0.915225186|29.27523192|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|1.0|3.1|0.22|90.13|1.0|0.0|112.36|1.0|6.0|-7.12|0.0|0.0|1.0|2.8|0.000155|0.000132|2.28|0.0|0.0|-0.06731|4.6422|3.56|3.7413|-1333.026419|1121.45|0.2856|0.4151899999999999|-1332.800229|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024
14a_a10|0.0|0|0|0|0.0|1|7.535296702|2|2.156210368|-0.002047597|0.0437538159999999|2.070512208|-0.147427016|0.011509975|-0.045759336|-0.00421565|1|0.012272222|-0.344811314|-0.168193178|2|0.7348225290000001|-0.007680215|0.740051323|1|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|0.088450549|64.18371923|-0.018970051|7.140714112|-1.270993412|-23.38784787|42.07091945|3075.550631|661.4615097|1774.8853399999998|-9.988888957|10.0292632|18.88856367|0.8833450959999999|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|1.0|4.4|0.39|59.31|1.0|0.0|146.76|1.0|6.0|-6.82|0.0|1.0|0.0|3.43|6.159999999999999e-05|1.58e-05|3.29|0.0|0.0|-46.0|5.5808|2.25|3802.0|-1489.803158|1380.89|0.2835|0.34245|-1489.42155|0.2422099999999999|3.1205|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308
12u_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.006461999|-0.0407717229999999|0.0|-0.407105926|0.0042553209999999|-0.063855309|-0.010669561|1|0.005035022|-0.163978382|-0.438988314|1|0.8101678720000001|-0.018047007|0.860667615|0|-0.07260571|-0.0969881059999999|0.017639065|-50.53295452|-67.50289394|12.27663887|86.1184622|0.157772171|109.8080843|-0.03452119|8.544435884|-2.036750221|-35.17050511|62.80959338|2831.106839|586.1833819|2455.7556010000003|-16.72220679|7.65672775|14.90088936|0.946117173|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|1.0|1.0|0.0|0.24|69.2|2.0|0.0|138.33|1.0|4.0|-6.19|0.0|1.0|1.0|2.66|1.13e-05|1.39e-05|3.8|0.0|0.0|-53.0|3.8847|4.21|3675.0|-1350.865506|1254.5|0.4267|0.69258|-1350.575382|-0.15109|5.8702|-0.20409|0.03260752|-1350.638138|7.8877|16.0|7.7959
6_a47|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.008723045|-0.1738997619999999|1.291219116|-0.392537045|-0.010708889|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.04324355|-0.459934519|2|0.786041178|0.062425042|0.672308592|1|-0.080118846|-0.096689626|0.009820713|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|85.6917678|-0.036834143|2.885749555|-1.547034008|-23.54237714|48.75381069|2431.668154|456.3812788|1577.98246|-10.82346202|6.480620646|10.90843226|0.6832388209999999|25.13472712|0.0154005|-319.1626428|1055.658539|469.7495559|8.348196185|1.0|1.0|0.0|1.0|1.0|2.91|0.05|58.04|2.0|0.0|106.47|1.0|4.0|-5.02|1.0|0.0|1.0|4.59|9.53e-07|1.63e-06|5.06|0.0|0.0|-0.05354|5.5188|4.69|3.7196|-1608.652005|990.85|0.2536|0.30468|-1608.50108|-0.1544|3.2606|-0.20794|0.03288085|-1608.554019|4.2153|13.0|7.9
13i_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|-0.0149593219999999|-0.154502515|0.0|-0.852681372|-0.011017781|0.034304189|-0.032549318|1|-0.007703306|-0.073507141|-0.560601136|1|0.7771558909999999|-0.054229558|0.830577798|0|-0.120457274|-0.129526268|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|14.01186473|-2.460999087|-54.13430283|101.6533459|2906.257489|418.3467934|2880.134143|-20.86772478|8.294136887|14.54375165|0.753497905|39.72483975|0.019989461|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|1.0|1.0|1.0|1.0|2.7|0.12|115.15|1.0|0.0|120.17|1.0|5.0|-6.81|0.0|0.0|1.0|2.91|9.32e-06|3.28e-05|2.95|0.0|0.0|-0.0481399999999999|3.6668|4.94|3.5614|-1426.518007|1196.21|0.2903|0.7004600000000001|-1426.269916|-0.1464|7.8342|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778
12_a47|0.0|1|1|1|0.0|0|6.605297921|0|0.0|-0.005522244|-0.078935336|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|0.0295267039999999|1|-0.004332024|-0.015039637|-0.326846977|2|0.8288334490000001|0.050943962|0.618808977|1|-0.084846808|-0.091853238|0.018014416|-44.18983348|-47.83891561|9.382250925|63.89392714|0.2159289589999999|112.4599133|-0.034116917|4.886454935|-1.1940921|-23.01490672|53.5720844|2266.78114|408.3591283|702.3796319|-9.25429818|7.042279354|13.52358352|0.920341815|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|1.0|0.0|1.0|1.0|1.67|0.0|66.49|0.0|0.0|91.63|1.0|4.0|-5.94|0.0|1.0|1.0|3.37|3.11e-05|2.77e-05|3.43|0.0|0.0|-0.0623|4.2907|3.01|3.9538|-1488.064043|886.46|0.2306|0.66387|-1487.974738|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2
8b_a12|0.0|0|0|0|0.0|0|0.0|1|0.0|-0.012630509|-0.1676879319999999|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.006468729|-0.659952678|1|0.7407532059999999|-0.183648492|0.856390139|0|-0.1053827859999999|-0.116554734|0.011257065|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|149.9096134|-0.045608374|3.769098814|-2.097985204|-35.28434152|67.49212879999999|2388.888334|428.7273481000001|1437.536303|-15.27062922|6.373278096|12.27845608|0.926552694|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|1.0|2.57|0.1|80.37|1.0|0.0|110.58|1.0|4.0|-6.51|0.0|0.0|0.0|2.51|7.890000000000001e-05|9.74e-05|2.76|0.0|0.0|-0.0589|4.2263|5.11|3.7446|-1159.365835|1020.47|0.3179|0.53425|-1159.188228|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58
5a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|4.202707546|-0.00148647|-0.017108794|2.475383677|-0.06986407|0.012640587|-0.256097122|-0.130929632|2|0.01228899|-0.168135655|-0.161169418|1|0.788709546|-0.203436041|0.6759066159999999|1|-0.038932964|-0.065209836|0.010185297|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|16.06582337|-0.022747617|2.900288114|-0.978147545|-11.08625592|26.21058426|2246.106104|517.556163|1605.985157|-6.477439183|5.892775027000001|10.76914508|0.8275167520000001|18.24602704|0.017576522|-176.38892919999998|784.5791628|462.1867149|9.379218813|1.0|0.0|1.0|1.0|1.0|3.28|0.14|35.64|0.0|0.0|101.86|1.0|2.0|-5.83|0.0|1.0|1.0|3.47|0.000129|3.14e-05|3.46|0.0|0.0|-0.02487|5.6146|3.39|4.0159|-1029.905844|976.41|0.2735|0.39948|-1029.734933|-0.16659|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872
12a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.006711725|-0.02919335|0.0|-0.3557214489999999|0.005050384|0.009586623|-0.094932667|1|0.005458948|-0.094526372|-0.454270252|1|0.7885597609999999|-0.171895425|0.7961424690000001|0|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|101.5505506|-0.037665934|6.263330101|-1.845630786|-29.59731695|57.83766054|2722.217443|518.4718832|2256.680391|-14.47983299|7.362386058999999|13.88603128|0.88607758|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|0.0|1.0|1.0|0.0|0.0|0.14|81.65|2.0|0.0|127.28|1.0|4.0|-5.98|0.0|0.0|0.0|2.63|5.23e-06|1.4e-05|3.87|0.0|0.0|-0.05184|5045.0|3.82|3.4885|-1575.745502|1122.01|0.1866|0.35338|-1575.538241|-0.1481|4.1875|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469
18_a31|0.0|1|0|0|0.0|0|7.401841579|0|0.0|-0.013634202|-0.138136629|0.0|-0.640807491|-0.009923585|-0.001973566|-0.096301845|2|-0.007811355|-0.107017926|-0.604728055|0|0.8595579409999999|-0.1647054359999999|0.838968212|0|-0.11789212|-0.129469649|0.014467496|-69.19879619|-75.99442464|8.49194438|238.9516432|0.27411287|160.8952371|-0.040279446|4.984491996|-1.81257508|-40.61741697|77.69074057|2241.561812|426.0718665|1935.374782|-13.87749294|7.076684189|12.84812443|0.8155571290000001|30.40953623|0.01673486|-325.73954460000004|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|1.0|1.0|2.85|0.28|119.14|1.0|0.0|99.32|1.0|4.0|-6.72|0.0|0.0|1.0|2.89|2.42e-05|0.000241|2.47|0.0|0.0|-0.03702|5.0092|4.81|3.9105|-1465.4803960000002|1041.21|444.0|0.51842|-1465.300904|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861
21a_a23|0.0|0|1|1|0.0|2|7.525639975|0|3.43622302|-0.005708466|-0.038876045|0.773970837|-0.3082571839999999|0.01269616|-0.133417036|-0.083864151|2|0.01180744|-0.136106024|-0.484404194|2|0.7367638240000001|-0.137122549|0.6906097959999999|1|-0.051521215|-0.082341001|0.011564247|-34.01266735|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|-0.03458322|5.039953753|-1.729161021|-22.45408125|41.64701536|2880.257677|611.67123|2272.736256|-15.07212993|7.950891003|15.66066298|0.969673962|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|1.0|3.48|0.09|105.02|2.0|1.0|125.25|1.0|4.0|-6.07|0.0|0.0|0.0|3.78|1.3e-06|5.29e-06|3.98|0.0|0.0|-0.07243|3.6993|3.75|3.6993|-1669.23053|1189.63|0.3692|0.60824|-1668.989671|-0.15024|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914
14b_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.0|-0.009130444|-0.1160619169999999|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|-0.102362298|1|-0.004161699|-0.094863591|-0.575695827|3|0.7809478329999999|-0.170297225|0.8255789570000001|1|-0.090994113|-0.100993354|0.012828558|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|104.4171556|-0.036469822|3.067822725|-1.312913604|-21.76034149|50.77131401|2160.565755|384.6023764|1289.104749|-8.721397057|4.989782639|9.738358819|0.951659927|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|1.0|2.5|0.06|105.82|0.0|0.0|93.25|1.0|4.0|-6.42|0.0|0.0|1.0|2.82|3.54e-05|0.000103|2.58|0.0|0.0|-0.06676|3.0724|2.22|3.0724|-1327.4859310000002|879.19|0.2276|0.70123|-1327.349444|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202
14w_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.132012648|-0.006481882|-0.109136569|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|-0.031435038|2|0.003906274|-0.206574435|-0.427696371|2|0.802520527|-0.049318182|0.558482531|1|-0.070714528|-0.088508061|0.022440155|-46.76570273|-58.53311596|14.84036772|43.30287556|0.211928134|140.15462380000002|-0.035779855|9.814393755|-1.681653166|-30.92760432|61.60607046|3071.908367|521.1762769999999|2283.383402|-15.648625699999998|7.833745658|15.58053709|0.988900044|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|1.0|0.0|3.35|0.05|105.02|2.0|1.0|120.2|1.0|6.0|-6.35|0.0|0.0|0.0|4.05|2.09e-06|5.41e-06|3.78|0.0|0.0|-0.0798|3.6632|3.97|3.6632|-1828.363862|1150.31|0.3855|0.6219399999999999|-1828.161957|-0.14844|7.0157|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737
IN1166_a11|0.0|1|0|0|0.0|0|6.842683282|0|0.0|-0.006882528|-0.008507023|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|-0.223618825|-0.462344944|2|0.765593573|-0.067328767|0.790249345|1|-0.073965061|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|9.546719887|-1.6137695069999998|-35.26269962|64.89703387|2865.055175|596.0640225999999|2953.475057|-15.08551944|6.777827685|12.63334911|0.8639230290000001|31.46783535|0.021531291|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|1.0|2.79|0.08|103.17|1.0|0.0|123.82|0.0|5.0|-6.52|0.0|0.0|1.0|3.31|7.74e-06|1.65e-05|3.27|0.0|0.0|-0.07275|4.9857|3.36|3.2827|-1347.256659|1198.36|0.3425|0.4358399999999999|-1347.012407|-0.13823|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318
15a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.646649187|-0.0050042229999999|-0.052476637|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.005757758|-0.165471815|-0.360663314|2|0.7392451729999999|-0.027029438|0.655865336|1|-0.061755825|-0.081705465|0.02126757|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|90.52525878|-0.031425179|9.799599501|-1.634109304|-28.45564196|56.35672103|2884.815511|588.2800507999999|2169.226845|-14.47998862|8.157552588|14.6895113|0.800725296|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|2.86|0.08|85.59|1.0|0.0|124.05|1.0|5.0|-6.61|0.0|0.0|1.0|3.19|2.25e-05|2.1e-05|3.18|0.0|0.0|-0.0600399999999999|5.0577|4.98|3.6496|-1368.321775|1189.31|312.0|0.41078|-1368.0755869999998|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447
5a_a40|0.0|0|0|0|0.0|1|8.149890544|1|1.688148148|-0.004609716|0.059258947|0.808197279|-0.152120625|0.011345707|0.180125135|-0.02394636|2|0.010425818|0.007301856|-0.363338726|0|0.756882266|-0.0395444479999999|0.5263598389999999|1|-0.078132307|-0.090991462|0.020641204|-34.5789643|-40.27003217|9.135164355|174.99981530000002|0.146821673|64.97877226|-0.036396585|4.042943749|-1.091897544|-15.30358975|43.71412865|1847.672595|377.5905776|508.8362301|-7.128912782|5.507689573|10.7779923|0.956899016|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|5.795040371|1.0|0.0|1.0|0.0|1.0|2.49|0.21|75.5|0.0|1.0|74.15|2.0|3.0|-5.9|0.0|1.0|1.0|2.8|7.49e-05|0.000213|2.88|0.0|0.0|-0.0657799999999999|3.7921|4.36|3.7921|-1177.5835470000002|757.45|0.4461|0.69499|-1177.51016|-0.15066|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915
12d_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.753432382|-0.008004393|-0.107711573|0.794852923|-0.288158151|-0.000134504|0.087954209|-0.166080871|2|-0.002126898|0.224167029|-0.552689736|0|0.7769829840000001|-0.254735308|0.6948809659999999|1|-0.095675903|-0.091630294|0.01171131|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|84.53363343|-0.038873458|3.286773518|-1.282824111|-26.85139526|56.88984065|2270.596857|445.2300015|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|24.39197636|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|0.0|1.0|1.0|1.0|2.94|0.0|84.45|2.0|1.0|96.16|1.0|2.0|-5.13|0.0|0.0|1.0|4.21|5.58e-07|2.61e-06|4.75|0.0|0.0|-0.07765|4.3959|4.14|2.7962|-2153.180821|910.58|0.2584|0.55983|-2153.071733|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|1.9961|19.0|7.7212
1_a6 (SB-431542)|0.0|1|0|0|0.0|0|7.423568444|1|0.0|-0.015636898|-0.175408303|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|-0.033765606|-0.567791164|1|0.7462411859999999|-0.083341531|0.795744863|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|11.61820782|-2.083447046|-44.47680367|94.56841061|2678.823231|352.3666367|1890.228713|-16.29019397|7.523839331|14.26172029|0.895537592|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|1.0|2.35|0.05|103.12|1.0|0.0|106.85|1.0|5.0|-6.73|0.0|0.0|1.0|2.85|3.03e-05|5.660000000000001e-05|2.7|0.0|0.0|-0.05971|3.8208|4.57|3295.0|-1292.553086|1049.69|0.5765|0.55256|-1292.358966|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119
