molecula|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14k_a23|0|1|0.0|2|7.423568444|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|-0.024758731|2|0.046283951|0.04479394|-0.299174093|0.010682694|-0.055500851|10.31321813|2|2|-0.463402169|2|0.722187957|0.140087361|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|-0.079899943|0.018829201|-37.43135588|-53.17069631|38.76597615|-0.033999976|8.338417622|80.31548917|-1.597998852|-24.9092952|2955.4566170000003|613.8243395|0.216437606|15.99703938|0.948005074|6715.186162999999|144.0318708|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|3.39|3.56|0.05|26.0|4.67|105.02|3.51|1.0|125.29|1.0|5.0|31.0|4.0|-6.03|445.93|0.0|0.0|3.99|7.49e-07|0.000334|2.83e-06|0.0|1.02e-08|-0.07933|-2089.524497|1179.17|340.42|0.4694|340.42|552.65|-2089.293765|0.4694|-0.14784|-0.2271699999999999|0.02271117|-2089.354026|8.3627|4.0|8.4123|8.4123
12v_a30|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.037440652|-0.006974714|-0.029548782|2|0.04625323|-0.099831334|-0.369659818|0.002431329|0.020607357|10.31162873|1|1|-0.471153275|1|0.8149999040000001|-0.029852321|0.889479916|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|82.09302037|-0.037666615|7.242869835|0.0|-1.845664126|-35.30820865|3001.758432|575.1512171|0.193930933|15.56114504|0.917675298|6952.110426|131.2043645|31.6144427|0.014801518|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|1.0|1.0|0.0|4.62|0.0|0.14|17.0|3.92|81.65|3.79|0.0|137.3|1.0|5.0|31.0|4.0|-5.52|467.37|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|0.0|1.58e-08|-0.0563|-2494.963646|1209.1|349.18|0.1601|349.18|573.82|-2494.739831|0.1601|-0.1505099999999999|-0.20681|0.03495552|-2494.802821|4105.0|22.0|7.6596|7.6596
12bd_a36|1|0|3.497517322|0|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.006695407|-0.045630197|2|0.04625323|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|1|-0.436345273|1|0.902377067|-0.011529973|0.833398429|0.857993338|0|0.832478093|-0.071083327|-0.099460046|0.0177487689999999|-46.92083391|-65.65179884|83.92365468|-0.035521445|7.733288012999999|0.0|-1.989200921|-30.9716039|2772.776922|549.5039111000001|0.21755876|15.34283166|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|1.0|1.0|0.0|4.95|0.0|0.21|17.0|2.5|69.2|2.45|0.0|133.68|1.0|5.0|31.0|4.0|-6.38|409.49|1.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0|4.55e-08|-0.05236|-1311.591775|1200.23|349.84|0.4467|319.66|568.94|-1311.291779|0.0058|-0.1459|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696|7.7696
19a_a38|1|0|3.3685352889999995|0|7.412764017000001|2|1.297044508|0.0|-0.084389038|-0.007986407|-0.082283951|2|0.043848238|0.054257043|-0.431265985|-0.002526241|-0.122385526|10.96083376|1|1|-0.4342819429999999|1|0.724208473|0.031696119|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.022142322|-51.36166266|-64.73159672|137.2318698|-0.038988111|7.910363161|0.0|-1.949405536|-30.69910427|2774.129458|446.57675660000007|0.255203463|12.96056449|0.872060139|6115.030149|152.5362948|31.28824271|0.020873781|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|4.83|2.56|0.14|17.0|2.55|81.23|2.4|0.0|125.69|1.0|5.0|30.0|4.0|-6.77|401.44|0.0|1.0|2.68|7.209999999999999e-05|29.0|6.77e-05|0.0|1.4e-07|-0.05271|-1332.186327|1092.25|339.65|0.2668|316.19|466.55|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|-1332.002093|6.0223|0.01|8.0106|8.0106
21_a10|0|0|0.0|1|7.535296702|1|1.343837211|2.093218896|0.036507898|-0.009308076|-0.085463279|2|0.035818182|-0.032405474|-0.549176498|0.001533145|-0.023060773|10.92966143|1|1|-0.4636733179999999|2|0.7135035209999999|0.057775125|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.018892889|-64.32920271|-59.80834512|240.7558768|-0.03292131|9.430154402|74.3822498|-1.777750751|-45.44837698|3104.255496|547.3834282|0.295893365|13.78215169|0.643072426|7048.414464|209.0477207|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|0.0|3.5|3.17|0.11|27.0|5.6|90.13|2.81|0.0|128.59|1.0|5.0|34.0|6.0|-6.07|448.47|0.0|0.0|4.04|1.69e-06|0.0007599999999999|3.12e-06|0.0|1.94e-09|-0.06082|-1485.499561|1225.01|321.21|0.2574|208.04|517.44|-1485.216871|0.1489|-0.16178|-0.2226|0.03802869|-1485.278495|1.1872|4.8|5.3188|5.3188
13l_a6|1|0|3.433158672|0|7.412764017000001|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|-0.132667824|1|0.0408037829999999|0.090187973|-0.858070925|-0.009326562|-0.037558466|10.95129637|1|1|-0.564860904|1|0.8694295409999999|-0.058931734|0.84018367|0.827754203|0|0.643098986|-0.118071236|-0.126521431|0.030012523|-82.24617981|-88.13242567|182.8275745|-0.0451862259999999|14.56282911|118.3485042|-2.53042863|-57.29112645|2967.923804|447.9705372|0.206328863|15.34147837|0.7413520309999999|6462.086665999999|143.7247666|39.65857501|0.018273048|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|3.64|2.22|0.16|23.0|3.8|115.15|1.39|0.0|124.98|1.0|7.0|33.0|5.0|-6.59|441.48|0.0|1.0|3.07|3.26e-06|0.00144|1.7100000000000002e-05|0.0|1.29e-09|-0.04885|-1465.865882|1249.13|349.26|0.3115|338.07|578.91|-1465.560303|0.0165|-0.14562|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145|6.4145
18_a15|0|0|0.0|0|0.0|0|1.435689019|0.0|-0.020185809|-0.006149666|-0.090130715|2|0.037948718|-0.094812415|-0.319782642|-0.001044324|-0.066226471|10.95986315|0|0|-0.431836192|2|0.660075777|-0.0374132629999999|0.765450925|0.645117465|0|0.8362289070000001|-0.067562078|-0.090730185|0.007146033|-41.31992544|-55.48918283|40.37881101|-0.035181092|2.672871589|1.833724661|-1.723873519|-25.27062952|2541.440611|511.4247108|0.132569119|10.2545953|0.711733271|5705.360332|81.07723009|24.80452821|0.008781964|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|3.75|0.08|24.0|6.86|47.04|3.6|0.0|113.42|1.0|5.0|29.0|4.0|-4.8|385.43|0.0|1.0|5.06|6.86e-07|0.000265|1.18e-06|0.0|1.0399999999999999e-10|-0.03581|-1265.810138|1110.18|324.29|0.2686|272.91|535.02|-1265.556558|0.0066|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894|6.8894
25_a12|0|0|0.0|0|0.0|0|1.404967476|0.0|0.00700113|-0.004103693|-0.045725323|2|0.038787879|-0.089297664|-0.180562493|0.000864238|-0.025245046|10.93676625|0|0|-0.4288076329999999|2|0.8472746290000001|-0.2430098439999999|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.004952762|-28.517955|-41.75851719|37.96125329|-0.03323193|1.3444869730000002|0.0|-1.362509125|-14.85843094|2067.69985|493.8944271000001|0.082701363|9.70173342|0.814415245|4329.321091|43.08908189|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|1.0|1.0|2.81|3.43|0.05|22.0|5.35|37.81|3.2|0.0|99.48|1.0|3.0|24.0|2.0|-4.82|311.38|1.0|1.0|4.29|5.19e-06|0.00162|5.63e-06|0.0|1.6399999999999995e-09|-0.05352|-974.6569575|945.73|359.04|0.4483|290.68|442.64|-974.458128|0.1897|-0.14303|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576|7.6576
12e_a31|1|0|3.483599061|0|7.765993078999999|1|0.610134116|0.0|0.052663358|-0.011519192|-0.044316064|0|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|10.3116965|2|2|-0.543945776|0|0.7968154940000001|-0.039273975|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|0.02665413|-68.32948993|-79.96257188|166.1479229|-0.036652129|14.09603901|595.9853231000001|-2.089171358|-49.6906263|3040.353774|524.7092721|0.274879568|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|3.87|3.72|0.24|22.0|5.4|117.37|2.21|0.0|129.38|1.0|9.0|33.0|5.0|-5.93|460.55|0.0|1.0|4.5|2.16e-07|9.96e-05|3.83e-06|0.0|4.93e-10|-0.03445|-1809.899887|1308.13|322.95|0.3831|232.77|640.03|-1809.581226|0.2627|-0.15934|-0.19379|0.04614662|-1809.650069|3.4818|0.17|6.7696|6.7696
6c_a31|1|0|3.423005244|0|7.78113851|1|0.6101347220000001|0.0|0.047405064|-0.015192833|-0.151732713|0|0.038901235|0.137523742|-0.790027307|-0.009477764|-0.00219333|10.31169965|2|2|-0.582545668|0|0.831901219|-0.078059285|0.846458013|0.7905201209999999|0|0.641197273|-0.120905075|-0.126324613|0.03173578|-76.54198229|-79.97295595|163.6316745|-0.044739967|12.71919216|105.7632176|-2.147518413|-48.45681657|2837.949799|405.9259734|0.234676081|14.63492011|0.8061548709999999|6283.091868|148.5675636|37.00884624|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|3.67|3.13|0.14|22.0|4.26|131.36|1.58|0.0|114.5|1.0|5.0|30.0|5.0|-6.27|418.47|0.0|1.0|3.64|8.179999999999999e-07|0.000343|1.15e-05|0.0|1.89e-08|-0.0581799999999999|-1691.984862|1125.85|376.01|0.5028|376.01|524.56|-1691.734564|0.5028|-0.13351|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
3p_a32|1|1|3.456037415|0|8.02059915|1|0.609420752|0.0|0.007752757|-0.008735261|-0.028895521|0|0.036666667|-0.050639647|-0.419292538|-0.000971341|-0.111150118|10.31100269|3|3|-0.53666614|0|0.737842269|0.058054833|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.021264377|-41.73212799|-58.13283248|40.28175307|-0.029183126|7.365688817|57.82331968|-1.28405753|-24.56127372|2650.4178850000003|482.3550967|0.380032117|10.69458635|0.713035367|5960.446219|223.6663527|27.70403125|0.025390655|-141.21321609999998|1218.977375|530.5658569|14.94356622|1.0|1.0|1.0|3.38|2.6|0.26|19.0|3.71|131.25|1.1|0.0|112.37|1.0|4.0|27.0|4.0|-6.8|395.5|0.0|1.0|3.23|7.78e-06|0.00308|5.629999999999999e-05|0.0|1.62e-07|-0.04963|-1879.554272|1057.58|340.28|0.3083|340.28|471.04|-1879.350471|0.3083|-0.15055|-0.20018|0.02642856|-1879.406962|5.4496|26.0|7585.0|7585.0
40_a47|0|1|0.0|1|6.823286122000001|0|1.420389717|1.715145925|-0.246203395|-0.004181351|-0.0934645509999999|3|0.041396825|-0.056839794|-0.179798097|0.002212256|-0.038143308|10.98214138|1|1|-0.2636225|3|0.63155995|0.018609507|0.900790582|0.607650682|1|0.812233678|-0.060416547|-0.083237511|0.02047837|-32.5926343|-44.90375373|54.11003524|-0.027052191|5.959674083|0.0|-1.082087641|-17.58259718|2313.85811|438.171933|0.426343267|12.98034048|0.843174422|4862.524893|229.9974239|25.43981292|0.029785575|-79.47051169|1017.592517|388.178924|16.06828586|0.0|1.0|1.0|3.07|2.91|0.11|21.0|4.04|68.52|1.52|0.0|94.28|1.0|3.0|25.0|5.0|-6.78|334.35|1.0|1.0|2.72|0.000546|183.0|0.000192|0.0|8.339999999999999e-08|-0.05086|-1123.174467|947.27|332.97|271.0|308.6|444.47|-1122.9968210000002|0.2612|-0.15231|-0.20317|0.02983032|-1123.049869|6.5995|4.0|8.4|8.4
11b_a5|1|0|2.943854668|0|6.605297921|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|0.008093965|2|0.023988604|-0.067519041|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|1|1|-0.252164213|2|0.735954089|-0.0497097529999999|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.07633373|-0.080664777|0.016373566|-45.82509318|-48.42513182|55.25128526|-0.029332646|5.900883275|1.880682804|-1.290636432|-27.50997723|2434.505303|524.5231302|0.33175528|16.43091298|0.83867925|5107.577902|199.1611925|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|2.99|2.55|0.1|23.0|4.82|63.69|2.01|1.0|106.58|1.0|6.0|27.0|4.0|-6.03|376.84|1.0|1.0|3.68|2.26e-05|0.00853|2.04e-05|0.0|7.109999999999997e-10|-0.0418399999999999|-1564.761898|1063.35|295.32|0.5806|275.55|511.28|-1564.56504|0.2013|-0.17107|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212|7.7212
12a_a30|0|0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|1|-0.454270252|1|0.8421237309999999|-0.031179517|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|85.47365107|-0.037665934|6.263330101|0.0|-1.845630786|-29.59731695|2722.217443|518.4718832|0.194809798|13.88603128|0.88607758|5936.682602000001|120.786445|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|0.0|4.65|0.0|0.14|17.0|2.62|81.65|2.82|0.0|127.28|1.0|5.0|29.0|4.0|-5.98|398.48|0.0|0.0|2.63|5.23e-06|0.00208|1.4e-05|0.0|2.3100000000000002e-07|-0.05184|-1575.7783980000002|1122.01|355.41|0.1866|245.76|507.17|-1575.538241|0.1511|-0.1481|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
36_a18|0|0|0.0|0|7.03438793|2|1.25117638|0.0|0.050448408|-0.006407141|-0.020339784|1|0.036625514|-0.05224259|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|0|-0.493920601|0|0.7343989059999999|-0.010091893|0.780206307|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.009440278|-55.38202488|-56.82615305|110.8288932|-0.031922305|4.786442152|83.34177364|-2.074949798|-39.43509046|2979.013751|572.70209|0.187943933|18.21710397|0.905426346|6799.65027|133.8265619|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|1.0|1.0|4.19|0.0|0.28|18.0|2.96|85.29|3.13|1.0|146.24|1.0|7.0|35.0|3.0|-6.18|466.57|0.0|1.0|2.8|2.09e-06|0.000975|5.19e-06|0.0|6.87e-10|-0.04991|-1493.686737|1350.57|388.57|0.4674|388.57|636.33|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
12ac_a36|1|0|3.4419617660000004|0|7.412764017000001|2|1.297043188|0.0|-0.050997272|-0.007639626|-0.073735973|2|0.042560386|0.03586247|-0.450737917|0.000584134|-0.046730704|10.95345846|1|1|-0.433636165|1|0.8058720979999999|0.135371136|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|118.0445703|-0.036062573|10.36858115|20.70356046|-1.98344149|-38.66245764|2902.588755|541.3322795|0.268353853|14.63702516|0.801074136|6378.288017|186.3198219|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|1.0|0.0|4.86|0.0|0.17|17.0|2.09|86.27|1.59|0.0|133.95|1.0|6.0|32.0|5.0|-7.21|423.47|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0|1.29e-07|-0.0527399999999999|-1385.606133|1200.61|321.25|0.3302|319.2|554.84|-1385.3211789999998|0.0249|-0.15675|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
6_a3|0|0|0.0|0|6.823286122000001|0|0.605016564|0.0|0.155665791|-0.008934536|-0.106234254|2|0.038650794|-0.025021661|-0.330577816|-0.007540435|0.05584062|10.3116226|1|1|-0.594308852|2|0.881253042|-0.155862559|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|236.2008316|-0.037726468|2.7192240510000003|77.06094911|-1.282699916|-25.95647951|2196.107822|390.8623623|0.19718501|8.982311462|0.633675574|4992.54948|98.39146166|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|3.05|2.65|0.0|21.0|4.66|92.93|2.11|0.0|95.5|1.0|2.0|23.0|3.0|-5.68|338.81|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.0|3.28e-08|-0.06529|-1731.735113|884.88|365.05|0.1997|212.74|366.93|-1731.602363|129.0|-0.1465|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
33_a20|0|0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.023539095|2|0.0388043479999999|0.148855442|-0.078557022|0.009265667|-0.061975089|10.93244905|1|1|-0.1771816269999999|2|0.616352201|-0.0854333469999999|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.680600701|-0.0265385579999999|5.46110745|64.93395624|-1.326927921|-25.26187502|2737.8873550000003|621.611679|0.240643818|15.094865900000002|0.8721516570000001|5916.443448|157.56124519999997|22.88265911|0.013564844|-339.6262863|1144.132956|664.4562602999999|8.881565237|1.0|1.0|1.0|3.39|3.59|0.08|27.0|5.39|67.39|2.61|0.0|121.62|1.0|4.0|31.0|4.0|-5.58|401.46|0.0|1.0|4.28|2.48e-06|0.000997|2.98e-06|0.0|2.04e-10|-0.0582899999999999|-1275.852801|1174.95|318.99|0.6157|227.79|563.98|-1275.602977|0.0463|-0.15959|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
9i_a24|1|0|2.9199957480000003|1|7.153833802|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|0.004814196|-0.087363979|10.96661275|2|2|-0.32068769|2|0.783500303|0.139004845|0.898194715|0.73094562|0|0.8260893640000001|-0.064657333|-0.069812876|0.025118046|-30.56504777|-33.00219474|10.13249376|-0.024639839|5.613069697999999|1.634015079|-0.837754515|-14.44881966|2061.729154|390.5119445|0.500761711|11.18382556|0.8806627109999999|4155.922671|236.7218826|23.33121014|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|1.0|1.0|2.76|1.36|0.0|22.0|2.72|72.28|0.67|0.0|82.17|1.0|3.0|22.0|4.0|-7.01|288.31|1.0|0.0|1.73|0.00248|716.0|0.000791|0.0|8.95e-07|-0.0473899999999999|-945.286637|825.7|299.06|0.2373|268.3|363.15|-945.174716|0.0029|-0.17204|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555|7.0555
15_a10|0|0|0.0|1|7.535296702|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|0.035396617|2|0.0353864729999999|-0.0729795729999999|-0.142251304|0.009882584|-0.055918786|10.92966702|1|1|-0.208590561|2|0.682616223|-0.079744227|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.018614889|-35.30133759|-44.18725043|33.67392858|-0.025240716|6.61142847|108.7226878|-1.186313662|-21.03820054|2549.580207|545.6177511|0.353587352|11.23924661|0.767351752|5769.347123|210.7240726|23.27068984|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|3.29|3.31|0.23|21.0|4.72|52.83|2.53|1.0|111.21|1.0|5.0|28.0|4.0|-6.07|390.87|1.0|1.0|3.83|3.32e-05|13.0|1.56e-05|0.0|5.01e-09|-0.05243|-1604.08794|1086.19|326.3|0.4553|214.05|484.05|-1603.851644|0.1647|-0.1574|-0.20983|0.03039798|-1603.907391|6.1563|33.0|7.4815|7.4815
8b_a12|0|0|0.0|0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|-0.1676879319999999|2|0.03977208|0.028584223|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0|-0.659952678|1|0.89481633|-0.010950243|0.792160599|0.856390139|0|0.740926309|-0.1053827859999999|-0.116554734|0.011257065|-60.97837482|-67.44287685|319.0086845|-0.045608374|3.769098814|76.80174559999999|-2.097985204|-35.28434152|2388.888334|428.7273481000001|0.111063646|12.27845608|0.926552694|5217.318476|64.26553043|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|4.11|2.57|0.1|18.0|1.9|80.37|2.23|0.0|110.58|1.0|4.0|27.0|4.0|-6.51|355.39|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|0.0|3.56e-08|-0.0589|-1159.405202|1020.47|331.1|0.3179|293.37|460.08|-1159.188228|127.0|-0.15294|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58|6.58
13g_a6|1|0|3.457632039|0|6.842683282|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|0.004767264|2|0.043020833|0.03536788|-0.381325604|-0.002407131|0.073394284|10.95053423|1|1|-0.46487852|2|0.836982172|0.095969451|0.832753533|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|68.57626488|-0.0323525729999999|8.550546653|0.0|-1.747038966|-35.98038956|2929.039254|607.1336751|0.264266646|14.34268783|0.7999971709999999|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|3.61|2.34|0.12|27.0|4.79|103.17|1.13|0.0|128.63|0.0|6.0|33.0|5.0|-6.31|431.49|0.0|1.0|3.47|2.77e-06|0.0012|8.8e-06|0.0|2.67e-11|-0.07536|-1386.611265|1253.71|381.82|0.8442|207.09|592.49|-1386.3020800000002|0.0105|-0.1327|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245|6.9245
12y_a30|0|0|0.0|0|7.412764017000001|2|0.604984019|0.0|0.048343649|-0.005996863|-0.037335306|2|0.044197531|-0.089502772|-0.353814891|0.00604028|0.061944378|10.31162818|1|1|-0.4579359229999999|1|0.842068099|-0.05346283|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.0149823289999999|-47.598277|-61.25585229|85.17057711|-0.034840345|6.751850651|0.0|-1.91621895|-31.95309886|2847.362782|569.8856940000001|0.179891855|14.55517927|0.804154433|6301.067405|120.7628216|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|8.299049218|1.0|1.0|0.0|4.86|0.0|0.21|17.0|3.23|81.65|3.25|0.0|137.21|1.0|5.0|31.0|4.0|-5.64|426.54|0.0|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.0|4.12e-08|-0.05065|-1654.41361|1227.82|357.11|0.2173|238.56|585.59|-1654.125015|0.1489|-0.1475|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576|7.6576
3q_a32|1|1|3.4364803|0|7.765993078999999|0|0.609420748|0.0|-0.017280695|-0.008072705|-0.04718311|0|0.03898374|0.02785755|-0.419780649|0.000773658|-0.022925245|10.31100266|3|3|-0.5448044360000001|0|0.751733573|0.010109949|0.901790225|0.716172604|1|0.84993799|-0.067604132|-0.097961799|0.018527744|-41.72706804|-60.46462749|41.73511731|-0.027989085|7.058489861|53.27315741|-1.371465184|-25.7550561|2649.276311|524.6043311000001|0.365026099|11.93494358|0.856561949|6079.482066|225.3038157|27.20679986|0.022526037|-166.61896299999998|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|3.57|3.34|0.3|19.0|4.72|131.25|1.33|0.0|115.37|1.0|7.0|28.0|4.0|-6.35|411.54|0.0|1.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|0.0|4.88e-08|-0.04968|-1920.066488|1136.46|342.16|0.2897|342.16|549.78|-1919.821707|0.2897|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528|7.5528
14a_a23|0|1|0.0|2|7.423568444|0|1.197964042|3.39397765|0.050806184|-0.0056795759999999|-0.0246126279999999|2|0.042992424|0.0446402609999999|-0.289658385|0.012219066|-0.0518554529999999|10.31321831|2|2|-0.446724057|2|0.72792508|0.114693804|0.816237166|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|0.019504497|-35.20994211|-50.79675604|38.57988954|-0.0341809229999999|7.800158102999999|80.54176247|-1.606503401|-22.26638099|2816.527785|580.9612768999999|0.219241211|14.2658736|0.8602383659999999|6269.28943|138.6457355|27.68542751|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|3.41|2.86|0.05|26.0|4.02|105.02|3.03|1.0|120.28|1.0|5.0|30.0|4.0|-6.27|411.48|0.0|0.0|3.37|3.38e-06|0.00139|1.1e-05|0.0|3.92e-08|-0.07379|-1629.928331|1134.02|334.02|0.3764|334.02|516.58|-1629.690316|0.3764|-0.15002|-0.2238099999999999|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
