molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WPSA3|WNSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomRadius|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
4S4k_a46|0.0|0|0|0|0.0|0.173180233|7.825245291|1|2.145043462|-0.0049602|5.587248657999999|1|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|-0.158788415|0.012963356|0.7477594870000001|-0.003017362|0|0.891734458|-0.089589915|0.199356973|0.007749296|-47.49082053|4.1078333030000005|57.39060501|2.177526049|-25.17446332|0.461984953|2105.538282|-775.4768155|0.132090036|5.523352655|-411.0733912|18.61456563|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|1.0|3.03|0.33|-6.61|4.26|50.94|1.0|0.0|100.96|2.0|3.0|333.43|1.0|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|8.28e-05|-0.02074|5.2854|4.52|4.0774|566.82|997.07|304.07|487.43|0.5716|0.02628818|-1053.255345|6.7055
13b_a5|0.0|1|0|0|2.948625157|0.0|7.153833802|1|0.0|-0.004573365|5.209486153|2|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|-0.010368468|-0.091464693|0.765309977|0.03431921|0|0.831557236|-0.0694958329999999|0.468748106|0.0138892369999999|-44.93506461|8.980592802|108.9128108|5.806729729|-29.05440446|0.455921715|2661.597781|-869.5206594|0.345923611|8.427551282000001|-562.2202871000001|26.06641209|-199.2474147|1329.387016|638.8437454|13.93534415|1.0|1.0|2.64|0.17|-8.36|4.64|74.77|1.0|0.0|119.8|5.0|4.0|395.46|1.0|1.0|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|0.0|0.0|1.72e-06|-0.05177|4.6733|4.66|4.1793|672.43|1138.73|296.66|503.93|0.32779|0.035153|-1275.865034|6.9586
7a_a8|0.0|1|0|0|3.1730222510000003|0.0|7.535296702|1|1.4494883790000002|-0.010269971|5.4161004020000005|1|-0.017706371|-0.482688615|0.000736369|0.004607684|10.94671402|-0.019054799|1|-0.02923588|-0.032195997|0.764224152|0.033708575|0|0.718410375|-0.102174163|0.238462711|0.035405618|-60.00793116|20.79408196|165.38046830000002|12.2125771|-35.24327197|0.477611327|2715.360649|-1077.038349|0.266115601|7.699041907000001|-632.5556427|34.12990316|-274.7254012|1467.585836|488.0169522|15.62189947|1.0|1.0|3.06|0.05|-7.27|3.96|92.93|1.0|0.0|105.83|3.0|5.0|382.37|0.0|1.0|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|0.0|0.0|2.05e-05|-0.07616|4.5808|5.2|3.0704|605.72|1031.61|403.8|494.48|0.61257|0.0269461|-1291.156661|4.6068
7_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|-0.008855374|4.727387819|2|-0.047419994|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.084462575|0.036673175|0.790667152|-0.224253635|1|0.782294598|-0.1034274319999999|0.5999725029999999|0.009708941|-51.18177092|4.804535747|107.7330046|2.377557323|-25.32764885|0.3987206729999999|2196.07224|-620.4671695000001|0.2007853889999999|5.198046584|-307.0424158|22.83370969|-296.13678660000005|776.3461295|353.7528308|7.422807617|1.0|1.0|2.61|0.0|-7.48|4.96|92.93|1.0|0.0|95.5|2.0|3.0|338.81|0.0|1.0|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|0.0|0.0|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|522.73|883.88|360.06|362.61|0.3456|0.03103579|-1731.651178|5.9901
12p_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.0063403159999999|5.351858133|2|-0.062956958|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|-0.109773594|-0.09353607|0.7867133140000001|-0.051402518|0|0.843381594|-0.074356395|0.371591982|0.015107947|-47.54197452|9.659715461|100.1386407|6.176226649|-30.39737673|0.469983155|2783.628159|-1213.171684|0.180044528|7.392482526|-775.6774321|28.4530386|-409.146112|1479.558007|686.039456|8.3245726|1.0|0.0|0.0|0.17|-7.01|4.35|81.65|2.0|0.0|132.24|5.0|4.0|412.51|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|0.0|4.02e-05|-0.05169|5.1922|4.14|3.4955|685.08|1167.16|354.69|526.91|0.33929|0.03198743|-1614.890598|7.7721
47k_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|-0.0067578909999999|4.844187086|0|-0.017736343|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|-0.008576013|0|-0.026672956|-0.421027889|0.721697829|0.022512501|0|0.8309354040000001|-0.065324278|0.3533268229999999|0.015080484|-51.59195677|11.91029894|133.5242222|9.406543039|-40.74641317|0.467246896|3245.964586|-1744.369889|0.284695579|9.777177947|-1377.672426|33.40602576|-340.0872332|2438.639881|1167.054827|14.46395816|1.0|1.0|0.0|0.3|-8.44|2.39|88.97|3.0|2.0|154.86|11.0|4.0|513.63|0.0|0.0|-5.33|1.44e-06|0.000742|4.65e-06|0.0023899999999999|1.0|1.0|1.85e-06|-0.04359|3.0948|8.45|3.0948|842.29|1492.36|400.63|793.48|0.69823|0.02802749|-1664.341238|7.5376
8g_a12|0.0|1|1|1|2.897921027|0.0|6.580639137|1|0.0|-0.0084227909999999|4.59511985|2|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|-0.068810076|0.122649613|0.7475224290000001|-0.04981165|1|0.8576253690000001|-0.076856227|0.274352085|0.008910823|-42.39297373|4.915102972|78.53214058|2.7111119089999995|-23.38345638|0.463772637|2506.427441|-1037.59814|0.09833304|6.882798206|-572.326702|26.15353224|-443.109365|1150.7554189999998|480.0590283|4.352203029|1.0|1.0|2.51|0.1|-8.0|3.31|78.85|1.0|0.0|109.93|3.0|5.0|353.38|0.0|0.0|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|0.0|0.0|3.53e-06|-0.06432|4.2057|3.68|3731.0|590.93|989.66|332.31|418.41|462.0|0.03954539|-1154.173831|5.43
17a_a10|0.0|0|0|0|0.0|0.0|7.535296702|2|2.118111229|-0.004333189|5.4161004020000005|3|-0.082914437|-0.2946568739999999|0.009206558|-0.093735748|10.92970797|0.031632653|1|-0.132166258|-0.360142554|0.76281504|0.029106767|1|0.8538249840000001|-0.055423599|0.463842217|0.020088947|-39.18491085|14.20303963|103.34686|10.04165819|-27.70403316|0.4918223679999999|3154.628148|-1052.3164359999998|0.4352739579999999|8.621193279|-743.9958084|29.57794442|-91.52361858|1863.410498|911.2106544|18.02431251|1.0|1.0|3.66|0.33|-7.32|3.31|76.38|1.0|0.0|142.16|6.0|6.0|468.55|1.0|0.0|-4.32|0.00021|0.0986|4.74e-05|0.0222|0.0|0.0|2.22e-05|-0.04641|5.5285|3.95|3.9887|767.6|1326.24|310.84|603.73|0.32889|0.03725238|-1524.252023|7.3098
16_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|1.843196334|-0.00228637|5.4161004020000005|1|0.007101649|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.020218035|-0.0513920109999999|0.774455255|-0.0894138519999999|0|0.7898461090000001|-0.073335635|0.292255386|0.013727656|-36.11951685|6.761192037000001|103.5057102|3.330045338|-17.789707500000002|0.455802506|2101.6948030000003|-591.7200271|0.167538305|5.548106463|-291.4359638|19.74465314|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|3.08|0.11|-6.36|4.49|30.71|1.0|0.0|85.02|2.0|4.0|309.31|1.0|1.0|-4.43|0.0001199999999999|0.0371|3.68e-05|0.0114|0.0|0.0|0.000134|-0.03965|4511.0|4.05|4.2257|515.68|856.55|293.41|407.99|0.51149|0.01638524|-1057.429593|6.4647
12x_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.006008579|5.351858133|2|-0.0606216429999999|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|-0.104089964|-0.0922059569999999|0.782514704|-0.062251445|0|0.848844277|-0.071909912|0.398925866|0.014757946|-47.48669555|9.745611551|99.81775209|6.435648079|-31.35848986|0.4490846539999999|2845.417984|-1272.013771|0.175325029|7.794822643|-839.9917174000001|28.04441012|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|0.0|0.0|0.21|-7.38|4.87|81.65|2.0|0.0|137.21|5.0|4.0|426.54|0.0|0.0|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|0.0|0.0|1.76e-05|-0.05093|3.4831|4.45|3.4831|703.75|1211.79|355.95|558.65|0.68589|0.03136007|-1654.183467|7.6556
17_a12|0.0|0|0|0|0.0|0.0|6.823286122000001|1|0.0|-0.00864055|4.727387819|3|-0.210594127|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.3748198379999999|-0.202276514|0.8198617429999999|-0.043392747|0|0.858119365|-0.069570363|0.318309599|0.011226177|-36.25249721|5.849860887999999|73.93273708|3.048310481|-18.89085387|0.466056241|2246.161353|-752.0117408|0.213298781|5.669161963|-391.8666299|23.31475957|-298.7949107|955.9051425|431.5987143|7.842053909|0.0|1.0|2.97|0.17|-7.16|4.51|78.41|0.0|0.0|103.12|3.0|4.0|333.41|1.0|1.0|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|0.0|0.0|2.32e-05|-0.06322|4.4014|2.87|3.7723|560.09|933.62|328.67|419.49|0.39539|0.02800938|-1366.689546|7.7959
4o_a46|0.0|0|0|0|0.0|0.160026534|7.825245291|1|2.138144369|-0.000627744|5.587248657999999|1|-0.2363624889999999|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|-0.376106593|-0.028735607|0.7699448320000001|-0.121466731|0|0.950732618|-0.0648126359999999|0.372146122|0.00972341|-35.54402423|5.332434441|27.01882145|2.9243708|-19.49276784|0.460981009|2195.436986|-576.535307|0.248979351|5.527567399|-316.1788552|15.99310518|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|1.0|3.12|0.32|-7.26|4.77|54.5|1.0|0.0|103.66|2.0|3.0|342.44|1.0|1.0|-4.87|1.23e-05|0.00422|1.34e-05|0.0045899999999999|0.0|0.0|1.88e-05|-0.04627|4.3255|3.76|4.3255|581.59|1022.29|286.64|501.08|0.6843|0.02815574|-1070.276387|6.7905
19j_a38|0.0|1|0|0|3.235947106|0.0|7.412764017000001|2|0.0|-0.007976154|5.351858133|2|0.105682345|-0.438688445|-0.004442319|0.003554228|10.95429182|-0.036248822|1|0.23209815|-0.20848518|0.846765471|-0.001131945|0|0.8071763829999999|-0.0844479869999999|0.625966089|0.0250587|-57.80349365|17.15233756|131.9851314|11.74054073|-39.565701700000005|0.408533267|2969.234865|-1330.722303|0.285630155|7.506210369|-910.8612362|36.5253298|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|1.0|2.34|0.13|-6.92|3.17|105.02|1.0|0.0|130.41|5.0|5.0|426.45|0.0|0.0|-4.12|4.46e-05|19.0|7.55e-05|0.0322|0.0|0.0|5.14e-05|-0.06447|6.0361|3.23|3.6886|686.26|1163.3|336.13|533.97|0.30419|0.03678378|-1424.24494|8.1146
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|7.423568444|1|0.0|-0.015636898|5.351858133|1|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|0.164429684|-0.033765606|0.7462411859999999|-0.08530265|0|0.5940412860000001|-0.126408788|0.210046675|0.033020439|-74.98172333|19.58668728|240.8019609|11.61820782|-44.47680367|0.472443977|2678.82389|-1235.8353619999998|0.2468003389999999|7.52384981|-733.0587287000001|36.46179023|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|2.35|0.05|-7.69|4.04|103.12|1.0|0.0|106.85|4.0|5.0|384.39|0.0|1.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|-0.05971|3.8208|4.57|3295.0|620.23|1048.7|376.27|464.08|0.55409|0.03494548|-1292.414518|6.9031
30_a47|0.0|0|1|1|0.0|0.0|6.842683282|0|1.435022468|-0.0092264759999999|4.727387819|2|0.013114301|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|0.029343834|-0.079370393|0.8485444809999999|-0.1340278869999999|1|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|13.64937081|192.6285289|8.190002019|-38.96726396|0.4680850139999999|2626.927627|-965.7162688|0.320552431|6.886726437999999|-579.456614|33.84108731|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|2.12|0.05|-7.24|2.71|98.72|1.0|0.0|104.25|5.0|5.0|396.81|0.0|1.0|-4.1|6.05e-05|24.0|7.94e-05|0.0315|0.0|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|615.85|1032.35|333.66|478.04|0.6944899999999999|0.0420327|-1695.9887|7.9
12_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|-0.009093383|4.727387819|2|-0.120694579|-0.336455156|-0.006049098|-0.045382017|10.31163031|-0.069857022|1|-0.218774634|0.032450556|0.718481325|-0.039834906|1|0.829399708|-0.092838926|0.101891875|0.011076075|-44.07517037|5.258353635|80.99228663|2.496397166|-20.92463497|0.463780604|2056.502939|-638.9523922000001|0.169581355|5.6343192|-303.3418921|22.63041363|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|2.17|0.0|-6.89|4.34|92.93|1.0|0.0|90.49|2.0|3.0|304.37|0.0|1.0|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|0.0|0.0|3.9500000000000005e-05|-0.06361|3263.0|2.94|3263.0|515.23|847.25|379.97|361.95|0.69784|0.02620998|-1272.058487|5.45
16e_a32|0.0|1|1|1|3.343660084|0.0|7.765993078999999|0|0.0|-0.0154404319999999|5.733341277|0|-0.04474426|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|3|-0.079817994|-0.219947482|0.86370575|0.096017785|1|0.7903051590000001|-0.087117996|0.504569498|0.024145309|-55.957388|15.50894749|134.6906051|9.961663868|-35.94239328|0.458956284|2710.157931|-1130.524639|0.297773438|6.573687662|-726.1554308999999|34.2534974|-259.78720209999994|1609.914378|573.3529948|14.98092934|1.0|1.0|3.36|0.26|-7.38|6.03|149.27|3.0|0.0|111.95|8.0|5.0|413.52|0.0|1.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0074099999999999|0.0|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|3.6214|677.82|1130.95|342.37|552.79|0.7022|0.02792775|-1955.827194|8.1367
12x_a36|0.0|1|0|0|3.494913155|0.0|7.412764017000001|2|0.0|-0.007008724|5.351858133|2|0.021670322|-0.40650598|0.00285431|-0.054184069|10.33556641|-0.023932402|1|0.038200407|-0.133106642|0.828393514|0.056034339|0|0.836402835|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|11.85578416|110.0434027|7.974776509|-33.36962015|0.458792701|2884.428214|-1333.8579550000002|0.223146459|8.770758009|-897.2176739|31.79630645|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|1.0|0.0|0.17|-7.05|3.33|94.5|1.0|0.0|135.47|6.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|0.0|0.0|3.83e-05|-0.05311|3.8776|3.37|3.7364|719.63|1209.23|331.83|569.01|0.6853600000000001|0.03331471|-1670.244307|8.1549
IN1233_a59|0.0|1|0|0|3.463603867|0.0|6.842683282|0|0.0|-0.008841844|4.727387819|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|0.268927191|0.003282792|0.74801464|-0.107446431|1|0.7613246490000001|-0.092761756|0.356444983|0.010831674|-61.73167061|7.208329477|158.8351574|4.79704394|-41.08157616|0.483639625|2809.840422|-1267.269673|0.1892041019999999|8.011984402000001|-843.3505049|29.49046561|-413.6607749|1562.994677|712.1606951|8.961363774|1.0|1.0|2.76|0.08|-10.0|5.54|97.55|2.0|0.0|125.07|5.0|4.0|419.48|0.0|1.0|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|0.0|0.0|4.17e-08|-0.05605|5.2194|5.35|3.5355|703.47|1204.16|350.69|531.14|0.51285|0.02473496|-1352.135303|7.4685
8b_a50|0.0|1|1|1|3.1324050960000003|0.0|7.860570786|1|2.021915391|-0.0045301379999999|5.777652323|1|-0.096039086|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|-0.170496134|-0.116174481|0.809463375|-0.027207307|1|0.845349082|-0.072629787|0.267094693|0.021513107|-34.79187329|10.30543157|74.08248511|4.93661461|-16.66636363|0.428882006|2143.807599|-523.561903|0.328290204|5.292277178|-250.8020475|21.65129387|-164.5084115|779.4465792000001|339.5806858|11.63112165|1.0|1.0|1.69|0.06|-5.94|3.14|59.39|0.0|0.0|89.78|2.0|3.0|299.33|1.0|1.0|-3.81|0.000359|108.0|0.000154|46.0|0.0|0.0|0.000347|-0.02903|4.5256|2.11|4.1804|515.81|857.53|296.58|353.17|0.5533|0.036701907|-967.258772|7.1675
19a_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|1.572240489|-0.009145283|4.727387819|2|-0.020553065|-0.548716971|-0.002607064|-0.011513343|10.9464374|0.016501913|1|-0.03516233|-0.0611158559999999|0.777600172|-0.155892259|1|0.744354735|-0.090145161|0.51561501|0.024839714|-67.26339083|18.53458775|190.7541925|13.82990734|-50.18975739|0.4347718229999999|3167.140147|-1468.267194|0.315293811|8.648671382|-1095.573288|38.29242013|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|2.27|0.08|-8.76|3.08|128.68|1.0|0.0|132.15|7.0|6.0|463.49|0.0|0.0|-4.11|4.16e-05|0.0193|7.69e-05|0.0356|0.0|0.0|8e-07|-0.06398|5.0397|5.69|3.5809|740.07|1277.14|346.24|567.03|0.34556|0.04718381|-1536.823574|7.3188
16f_a32|0.0|1|1|1|3.354832924|0.0|7.765993078999999|0|0.0|-0.014558301|5.733341277|0|0.008658653|-0.77158995|-0.003511776|-0.081644236|10.31100265|-0.000291262|3|0.0151704889999999|-0.211019184|0.852938445|0.085125293|1|0.8072754790000001|-0.08168632|0.522247991|0.024434011|-56.53102601|16.90955989|133.3750236|11.7022626|-39.12230215|0.384656622|2772.212354|-1230.764939|0.30526292|8.79158776|-851.7509977|35.43109972|-269.5356315|1771.554986|636.0251562999999|15.90558963|1.0|1.0|3.4|0.3|-7.77|6.42|149.27|3.0|0.0|116.75|9.0|5.0|427.54|0.0|1.0|-4.97|1.12e-07|4.79e-05|1.07e-05|0.00457|0.0|0.0|7.26e-06|-0.04997|3.6272|4.99|3.6272|722.06|1191.55|341.82|603.12|0.70204|0.02889673|-1995.117771|8041.0
galu_a46|0.0|0|0|0|0.0|0.0|7.535296702|1|2.082220175|-0.00642454|5.4161004020000005|2|-0.090581301|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|-0.150645957|0.0481706809999999|0.81708619|0.044184467|1|0.7637964079999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|6.915480101|132.199522|3.870487977|-28.50774993|0.468241745|2501.785113|-847.2847833999999|0.2167824069999999|6.445819025|-474.2122773|23.01702105|-317.0250717|1081.799989|542.7276591|7.817173532999999|1.0|1.0|2.75|0.18|-7.13|3.69|86.69|1.0|0.0|108.18|3.0|4.0|369.42|0.0|1.0|-3.99|0.0001409999999999|52.0|0.000102|0.0375|0.0|0.0|2.75e-05||||||||||||7.2924
18_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|1.904090136|-0.004533883|5.4161004020000005|1|0.049240675|-0.181355303|0.000379379|-0.200683549|10.94611841|-0.063708832|1|0.108754635|0.015390457|0.793041267|0.102914528|0|0.7755960390000001|-0.094231531|0.269470313|0.017694182|-46.48874223|8.729352711|110.7087804|4.306590617|-22.93503169|0.405586004|2069.649003|-635.0681172000001|0.2305616919999999|6.133421395|-313.3082699|22.30718562|-265.85258480000005|825.3658678999999|337.0066459|8.649897756|1.0|0.0|2.56|0.11|-5.53|3.46|50.94|0.0|0.0|86.22|3.0|4.0|307.32|1.0|1.0|-3.51|0.00113|349.0|0.000312|0.0959|0.0|0.0|0.0009109999999999|-0.03538|4.5152|3.02|4.2045|523.81|870.74|294.88|404.27|0.52475|0.02525528|-1033.398285|5.5817
8b_a32|0.0|1|1|1|3.419952523|0.0|7.765993078999999|0|0.0|-0.009362305|5.733341277|0|-0.008128765|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.014634534|-0.1534110109999999|0.845443342|0.060636167|1|0.788218098|-0.0850068559999999|0.253018806|0.016711528|-53.36442734|10.49093175|132.9495116|6.585851946|-33.50038167|0.458155153|2573.703546|-889.3105078|0.330850796|8.10555784|-558.2790432999999|28.89166873|-212.3722924|1329.016762|557.1050635|13.32443194|1.0|1.0|3.04|0.26|-7.65|6.49|140.04|1.0|0.0|110.47|7.0|4.0|397.52|0.0|1.0|-4.39|1.47e-06|0.000583|4.06e-05|0.0161|0.0|0.0|8.86e-06|-0.05404|3.5442|4.22|3.5442|671.54|1114.24|349.82|558.16|0.70285|0.03602276|-1880.602014|7.9208
12aw_a36|0.0|1|0|0|3.28940051|0.0|7.412764017000001|2|0.0|-0.008293935|5.351858133|2|0.066435701|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|0.169961228|-0.250781298|0.836170906|-0.022464907|0|0.706174871|-0.088516379|0.373775982|0.023038651|-56.73814908|14.76755422|188.3390873|9.4658605|-36.36860892|0.47322369|2901.451841|-1323.400377|0.250947713|7.545677222999999|-848.2869380000001|35.33532702|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|0.0|0.14|-7.12|3.55|69.2|1.0|0.0|123.67|5.0|6.0|417.41|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|0.0201|0.0|0.0|3.17e-05|-0.05513|5.2313|3.66|3.8763|666.09|1120.43|319.85|507.71|0.38905|0.03134789|-1431.239759|8.0458
11d_a5|0.0|1|0|0|2.9590700880000003|0.0|6.605297921|0|0.0|-0.003373937|4.59511985|2|-0.125546291|-0.185566552|0.008307337|-0.138265707|10.94877952|0.01948342|1|-0.202307745|-0.200646773|0.783891527|-0.018747485|0|0.87090286|-0.063028408|0.359644732|0.012828514|-40.04753555|8.151092424|82.02685783|5.179111638|-25.44574968|0.49396568|2540.78984|-969.1808771|0.287694578|8.920296087|-615.8065323|26.16587381|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|3.37|0.17|-8.64|4.41|66.93|1.0|0.0|114.29|7.0|5.0|385.46|1.0|1.0|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|0.0|0.0|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|682.09|1154.67|301.89|594.45|0.66686|0.03371838|-1238.914819|7.8239
3j_a32|0.0|1|1|1|3.564417045|0.0|8.234564993|1|0.0|-0.006580847|6.3044488020000005|0|-0.029763115|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|-0.055211759|-0.097980957|0.824282683|-0.020129489|1|0.865101945|-0.070289671|0.27811778|0.013773753|-37.33051857|7.315176208|71.64373163|3.885056172|-19.82606536|0.4482615029999999|2282.569698|-605.5327007000001|0.251226|5.900829539|-321.5956102|21.85672669|-264.245436|808.6988876|398.2788055|8.126647477|1.0|1.0|3.0|0.24|-6.69|6.68|110.94|1.0|0.0|95.74|3.0|3.0|338.45|0.0|1.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|0.00533|0.0|0.0|6.86e-05|-0.05361|3.4982|3.02|3.4982|564.55|934.19|354.42|405.19|0.7028|0.02833407|-1671.402462|8.0969
19e_a38|0.0|1|0|0|3.376977671|0.0|7.412764017000001|2|0.0|-0.007550899|5.351858133|2|0.021678225|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.045449529|-0.191751024|0.839953955|0.04818471|0|0.776562593|-0.083623427|0.552393659|0.02118651|-56.34606212|14.27562164|150.553721|9.619015829|-37.96637911|0.4655978389999999|2920.436229|-1376.50781|0.250809026|6.596408983|-927.5007945|34.02454948|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|1.0|3.08|0.12|-7.28|4.03|81.23|2.0|0.0|135.78|6.0|4.0|427.48|0.0|1.0|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|0.0|0.0|2.25e-05|-0.05139|5.2322|4.08|3.8587|685.34|1183.12|321.31|532.67|0.41961|0.03483011|-1409.37733|8.0083
14e_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|1.5926486519999998|-0.008591251|4.727387819|2|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|0.010976703|0.025802692|0.776960216|-0.144369439|1|0.7240504329999999|-0.1011107469999999|0.448918026|0.015024526|-73.99302943|10.99497534|201.94039730000003|8.046143033|-54.14823405|0.491527882|3126.080106|-1617.294379|0.1935531039999999|8.459867391|-1183.53898|35.18345194|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|2.72|0.07|-9.14|3.65|115.79|1.0|0.0|134.35|7.0|5.0|462.5|0.0|0.0|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|0.0|0.0|3.38e-07|-0.0538|5.8431|6.51|3.9613|760.96|1300.08|312.99|596.96|0.31019|0.04875868|-1520.767443|7.1249
20_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.017439295|-0.003103385|5.4161004020000005|1|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|-0.098992154|-0.103098674|0.7797803109999999|0.246357638|0|0.918147288|-0.060595472|0.210083785|0.022933651|-29.16642156|11.03865532|39.3981702|5.313236547|-14.03867522|0.421704107|1982.961908|-486.4496111|0.356414753|5.543543957000001|-234.1428169|20.4281979|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|3.06|0.11|-5.55|3.2|39.94|0.0|0.0|86.62|3.0|3.0|289.33|1.0|1.0|-3.87|0.000346|0.1|0.000134|0.0388|0.0|0.0|0.000806|-0.03048|5.1778|2.73|4.0419|517.72|861.05|306.74|402.27|0.5152|0.022349042|-934.150871|6.1898
