molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WPSA3|WNSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomRadius|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12k_a36|0.0|1|0|0|3.483171769|0.0|7.412764017000001|2|0.0|-0.0071232019999999|5.351858133|2|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|-0.058284869|1|0.163804836|-0.1619981409999999|0.811903388|-0.09344781|0|0.8427704640000001|-0.075717305|0.367754573|0.018067063|-49.87227128|11.90012613|103.5614526|7.838185977999999|-32.84907515|0.478908312|2792.202559|-1342.974009|0.219318299|7.241602627000001|-884.5687799000001|31.85663123|-369.7499256|1720.258086|698.847203|11.0965905|1.0|0.0|0.0|0.12|-7.01|3.62|69.2|1.0|0.0|133.84|6.0|4.0|407.47|1.0|0.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|0.0|0.0|3.94e-05|-0.0497|5053.0|3.83|3.6631|697.92|1186.08|338.46|530.51|0.5249199999999999|0.03274587|-1310.134752|7.8539
19i_a38|0.0|1|0|0|3.169368622|0.0|7.412764017000001|2|0.0|-0.008447598|5.351858133|2|0.08414367|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|0.215263198|-0.250781298|0.836170906|-0.040954326|0|0.747158407|-0.08347616|0.4748744179999999|0.022576308|-51.15830416|13.83587388|154.953787|8.479305267|-31.35232957|0.444551315|2896.470706|-1249.2965869999998|0.258076158|6.690507557999999|-765.6305068|33.67721904|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|2.88|0.14|-7.12|3.55|81.23|1.0|0.0|125.65|5.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|641.31|1101.03|343.17|457.26|0.4342|0.03110827|-1431.239177|7.9031
13h_a6|0.0|1|0|0|3.464247528|0.0|6.842683282|0|0.0|-0.006619944|4.727387819|2|0.060987639|-0.3839567379999999|-0.002407131|-0.01698365|10.95053423|-0.090944829|1|0.105918119|-0.215607882|0.780222427|-0.0256002129999999|1|0.867910741|-0.074151997|0.300800177|0.017441348|-51.85624128|12.1971464|92.37313621|8.529752344|-36.26429338|0.461667017|2926.745635|-1222.112956|0.263081412|9.11292243|-854.6524332|30.71129129|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|3.03|0.12|-10.57|5.41|103.17|2.0|0.0|128.63|6.0|5.0|431.49|0.0|1.0|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|1.15e-08|-0.07435|4.8701|3.83|3392.0|738.61|1253.92|365.52|591.53|0.50716|0.04469058|-1386.3651|7.3279
13b_a6|0.0|1|0|0|3.423777636|0.0|7.412764017000001|1|0.0|-0.011206134|5.351858133|1|0.060593678|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|0.100281317|-0.180339002|0.7788169070000001|-0.029988734|0|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|21.00828557|147.0772097|13.77653618|-40.04664055|0.408780634|2821.72831|-1332.835801|0.2427663219999999|9.087172635|-874.0294667999999|35.20276076|-337.3706117|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|2.85|0.12|-9.01|4.98|95.85|2.0|0.0|116.79|5.0|5.0|409.44|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|694.33|1167.21|341.35|574.07|0.58026|0.02920955|-1349.898848|6.7595
3c_a12|0.0|0|0|0|0.0|0.0|6.555356892000001|1|0.0|-0.009252756|4.59511985|2|-0.14679559|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|-0.267255164|-0.211367878|0.826033688|-0.0461654159999999|0|0.843855494|-0.071719601|0.242114395|0.013219706|-36.28720467|6.688634392000001|79.00277721|3.384177297|-18.35985151|0.427357986|2186.344105|-653.3253118|0.2944757839999999|6.231995392999999|-330.5560685|24.36878988|-207.9738085|926.0140155|380.2468615|10.90754815|0.0|1.0|2.78|0.12|-6.78|4.01|78.41|0.0|0.0|98.16|3.0|4.0|319.38|0.0|1.0|-4.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|0.0|0.0|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|544.65|894.36|345.72|399.38|0.43415|0.02665687|-1327.4004710000002|7699.0
7_a47|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.008206422|0.0|2|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.262805289|-0.04311702|0.817389583|-0.04402021|1|0.8473227320000001|-0.081264417|0.427432212|0.008915606|-45.82735481|5.027768049|86.09912617|2.8353037860000003|-25.84337052|0.405265781|2491.885862|-919.9254234|0.1830206469999999|6.485224033|-518.7725468|25.02240371|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|3.14|0.09|-9.45|5.63|58.04|2.0|0.0|111.28|4.0|4.0|393.84|0.0|1.0|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|0.0|0.0|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|604.84|1043.33|333.26|455.81|0.69314|0.03348545|-1647.841533|7.6
12c_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.006900253|5.351858133|2|-0.0983590219999999|-0.3657134279999999|0.00372838|0.019094532|10.31162888|-0.072247675|1|-0.172653074|-0.090173435|0.824373792|-0.031986012|0|0.8439327120000001|-0.076777688|0.39541773|0.01588025|-50.12643041|10.36785909|101.8928318|6.768942632999999|-32.72642202|0.452966315|2860.640481|-1196.830808|0.193871231|7.652098812999999|-781.3839879|30.29927658|-399.7292126|1484.664552|652.8825454|9.594458155|1.0|0.0|0.0|0.14|-7.22|4.47|81.65|2.0|0.0|132.29|5.0|4.0|432.93|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|2.61e-05|-0.0542299999999999|5.0582|4.45|3.5286|695.96|1168.62|351.37|541.39|0.32037|0.03433522|-2035.202565|7.9914
3_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.147369615|-0.001141383|5.4161004020000005|2|-0.07806942|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|0.050638298|1|-0.129930078|-0.08121207|0.773786787|-0.0862461019999999|1|0.919804716|-0.052578183|0.462670692|0.010568144|-25.5405205|5.133610255|38.95587796|2.493716402|-12.40663231|0.430553837|2159.04913|-478.8760237|0.280312336|4.832514477|-232.6201124|16.63485592|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|2.86|0.15|-7.19|4.02|43.6|0.0|0.0|95.12|2.0|3.0|312.37|1.0|1.0|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|0.0|0.0|2.03e-05|-0.04964|4.9088|2.66|4.0639|535.44|905.23|305.09|350.36|0.58445|0.024645265|-990.514888|6983.0
3k_a32|0.0|1|1|1|3.644417045|0.0|7.97831097|1|0.0|-0.005745086|5.973809612|0|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|-0.084055305|-0.090775221|0.779649252|-0.127713677|1|0.8777482409999999|-0.0711378679999999|0.31016741|0.0123637989999999|-40.10830541|6.970844822|68.92687468|3.930238317|-22.61349991|0.472646737|2392.3436100000004|-717.0314235000001|0.21942773|6.153598893|-404.2701347|21.36272325|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|3.48|0.32|-7.23|7.12|110.94|2.0|0.0|105.36|3.0|3.0|366.5|0.0|1.0|-5.61|9.16e-08|3.3600000000000004e-05|2.47e-06|0.000904|0.0|0.0|2.15e-05|-0.05321|3.5363|3.81|3.5363|611.65|1022.89|350.6|452.36|0.70268|0.02654958|-1750.0122420000002|8.0605
47j_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|-0.007807275|4.844187086|0|-0.048528478|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|-0.073551529|-0.331885553|0.7444236670000001|-0.002262399|0|0.80651845|-0.073041469|0.476575952|0.015967126|-56.816779|12.42035127|150.5035248|9.661420661|-44.19607713|0.481373558|3172.831382|-1842.467041|0.235574938|9.597380968|-1433.2001369999998|34.43235841|-411.3767328|2410.265089|1081.726154|12.6177344|1.0|1.0|0.0|0.28|-8.79|2.43|97.76|3.0|2.0|149.96|11.0|4.0|499.6|0.0|0.0|-5.14|1.49e-06|0.000743|7.32e-06|0.00366|1.0|0.0|8.159999999999999e-07|-0.04423|3.1054|8.09|3.1054|839.37|1459.55|399.25|776.31|0.6983600000000001|0.03246539|1625.053346|7.4559
6b_a40|0.0|0|0|0|0.0|0.0|8.421342866|2|1.710647518|-0.014861289|6.401917197|0|-0.137534783|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|-0.248560671|-0.033583055|0.842573207|0.003163118|1|0.753431574|-0.107699967|0.417254814|0.014588568|-72.13527644|9.771129787|165.1465831|6.544506614|-48.31476032|0.442509019|3214.047452|-1428.503435|0.1218592019999999|6.976123351|-956.7829293|37.83107469|-506.5422338|1626.736212|618.8882797|7.929311055|0.0|1.0|3.36|0.21|-5.21|5.67|173.43|2.0|2.0|130.16|5.0|5.0|511.42|0.0|1.0|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|1.0|1.0|0.00318|-0.09533|3.1026|8.98|3.1026|687.2|1183.07|399.62|552.01|0.69429|0.03026498|-3290.648012|7.5229
9a_a31|0.0|1|0|0|3.348289714|0.0|7.765993078999999|1|0.0|-0.01391798|5.733341277|0|-0.05057805|-0.723734943|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|-0.084652799|-0.15653721|0.782715368|0.045292529|0|0.691768132|-0.100906991|0.235442032|0.033245595|-64.75697831|21.33533299|197.8075471|13.69193237|-41.55773748|0.484502446|2855.751316|-1337.8230119999998|0.262241245|7.812278516|-858.5468158|37.77835579999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|2.78|0.14|-8.13|5.51|117.37|1.0|0.0|113.64|6.0|5.0|418.47|0.0|1.0|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|0.0|0.0|3.07e-06|-0.04275|3.7892|5.27|3.7892|680.72|1145.99|327.21|540.01|0.7028|0.03885662|-1691.7777600000002|6.8239
4S4l_a46|0.0|0|0|0|0.0|0.171853072|7.825245291|1|2.155247543|-0.004736212|5.587248657999999|1|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|-0.1012114369999999|0.010799648|0.726535412|-0.001318857|0|0.894782107|-0.090807851|0.213675946|0.007140583|-49.45536962|3.888872426|57.30330315|2.117940478|-26.93416438|0.469439238|2166.052483|-829.959026|0.1220608659999999|5.668394116|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|3.19|0.36|-7.0|4.64|50.94|1.0|0.0|105.77|3.0|3.0|347.45|1.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|0.0|0.0|3.47e-05|-0.02015|5.2929|4.99|4.1414|583.76|1040.96|299.38|500.66|0.57885|0.02696794|-1092.543641|6.5834
19_a31|0.0|1|0|0|3.2411335510000003|0.0|7.401841579|0|0.0|-0.01001901|5.351858133|0|-0.044625452|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.095997335|-0.1751017789999999|0.8558149140000001|0.019858798|0|0.7312647940000001|-0.0909201569999999|0.279690511|0.014675044|-53.25742146|8.596058678|157.414423|5.035230173|-31.1960848|0.446100738|2265.6917350000003|-929.4091898|0.223788196|7.0760696020000005|-544.4110343|27.21285095|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|2.62|0.28|-7.39|5.8|98.91|1.0|0.0|97.25|7.0|4.0|358.43|0.0|1.0|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|0.0|0.0|1.46e-05|-0.04308|5.0344|5.24|3.9477|625.93|1028.58|314.06|537.66|0.5385300000000001|0.03702801|-1489.382077|5.7447
12e_a31|0.0|1|0|0|3.483599061|0.0|7.765993078999999|1|0.0|-0.011519192|5.733341277|0|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|0.01824365|-0.142921555|0.7761616020000001|-0.039273975|0|0.721526766|-0.0939597569999999|0.2642991189999999|0.02665413|-68.32948993|19.38343763|202.5115275|14.09603901|-49.6906263|0.474858042|3040.353774|-1519.288866|0.274879568|10.24381236|-1104.858464|36.75829484|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|1.0|3.72|0.24|-9.31|6.69|117.37|3.0|0.0|129.38|9.0|5.0|460.55|0.0|1.0|-5.42|2.16e-07|9.96e-05|3.83e-06|0.00176|0.0|0.0|2.27e-07|-0.03445|5.3264|6.33|3.8391|781.61|1308.13|322.95|640.03|0.55114|0.04614662|-1809.650069|6.7696
12an_a36|0.0|1|0|0|3.489959714|0.0|7.412764017000001|2|0.0|-0.0070293469999999|5.351858133|2|0.0966393909999999|-0.407702102|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.170355752|-0.133106642|0.8344566859999999|-0.009636347|0|0.836440154|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|11.69727417|110.5140393|7.903608682000001|-33.56484523|0.44576647|2881.978785|-1349.848937|0.216487385|8.773001855|-912.0652916|31.9040205|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|1.0|0.0|0.17|-7.05|3.33|94.5|1.0|0.0|135.47|6.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|0.0|0.0|3.83e-05|-0.05561|5.1771|3.37|3.7872|718.98|1215.98|327.38|571.76|0.44822|0.0345115999999999|-1670.244686|7.3979
1e_a5|0.0|1|0|0|2.953259375|0.0|6.605297921|0|0.0|-0.001975193|4.59511985|2|-0.080321049|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|-0.133677441|0.0578378779999999|0.771487328|0.045376705|0|0.8805795|-0.06795194|0.373935381|0.008587563|-35.30075748|4.461204261000001|62.03846573|2.317577542|-18.33860051|0.482579989|2107.092939|-579.5524467|0.2526063739999999|6.41473183|-301.0751483|19.38578369|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|2.17|0.05|-8.41|4.99|54.46|0.0|0.0|95.45|3.0|3.0|312.37|1.0|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|-0.04186|4746.0|3.17|4.4292|560.58|935.47|279.92|427.87|0.56258|0.0313740589999999|-990.522307|6719.0
8f_a8|0.0|1|0|0|2.939511291|0.0|7.05012252|0|1.241306689|-0.01032134|4.844187086|0|0.0587545909999999|-0.485102985|-0.007796225|-0.08540947|10.94343488|0.007079485|1|0.152294451|0.254819201|0.6971223040000001|-0.016217844|0|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|7.91086576|235.1097364|4.613060521|-41.53091131|0.456995667|2622.044457|-1241.2005|0.09422952|7.504290616|-723.7808349999999|31.14376424|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|2.85|0.0|-7.95|4.69|80.88|2.0|0.0|105.27|4.0|4.0|391.37|0.0|0.0|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|0.0|0.0|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|602.63|1022.89|355.5|477.92|0.55661|0.03173623|-1361.510739|4.6428
13_a47|0.0|1|1|1|2.920663104|0.0|6.605297921|0|0.0|-0.0049262279999999|4.59511985|2|-0.047120094|-0.20197533|-0.00105415|0.003874205|10.9452934|0.038682232|1|-0.108780879|-0.0233277889999999|0.794037882|0.030290722|1|0.781675563|-0.081148294|0.244975411|0.017736598|-41.79730418|9.13564442|112.453046|4.705524762|-21.52866736|0.472007922|2190.316257|-635.4998528|0.311738758|7.038683428|-327.3288841|24.29844849|-193.936606|923.3410426|359.12161539999994|11.99338291|1.0|1.0|1.75|0.06|-7.9|4.06|66.49|0.0|0.0|91.59|3.0|4.0|319.34|1.0|1.0|-4.27|5.79e-05|0.0185|5.41e-05|0.0173|0.0|0.0|4.04e-06|-0.05465|4.0302|2.7|4.0302|542.62|895.21|307.63|404.73|0.67466|0.03639189|-1067.71601|7.8
8_a20 (IN-1130)|0.0|1|0|0|3.443195704|0.0|6.842683282|0|0.0|-0.009430196|4.727387819|2|0.1728459339999999|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|0.293415753|-0.083481481|0.760688473|-0.1221465319999999|1|0.7274271309999999|-0.09623672|0.354945501|0.0158089389999999|-63.72828772|10.46873389|180.4986934|6.93243166|-42.20109173|0.4824986429999999|2849.395895|-1230.3809789999998|0.251893628|8.005662608|-814.7625241000001|31.628086|-328.593789|1644.660472|684.5377542|12.55392404|1.0|1.0|2.43|0.08|-9.63|4.97|110.44|1.0|0.0|122.86|5.0|5.0|420.47|0.0|1.0|-4.55|1.42e-05|0.00596|2.82e-05|0.0119|0.0|0.0|9.86e-08|-0.07014|4.9797|4.53|3.2329|696.06|1192.01|383.5|517.94|0.4377|0.04004011|-1368.180121|7.4437
7l_a46|0.0|0|0|0|0.0|0.256706467|7.727094485|1|2.1525548|-0.00090473|5.533389489|2|-0.203375108|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|-0.331246137|-0.143129469|0.7746144629999999|-0.1237456669999999|0|0.907148114|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|5.5935102720000005|44.79605077|2.698568452|-13.17144326|0.46327253|1920.310099|-424.8156159|0.32532919|5.273701985|-204.9507309|15.74158869|-168.5385796|629.6635476|375.721552|7.878766604|1.0|1.0|2.64|0.28|-6.29|3.59|43.6|0.0|0.0|86.96|2.0|3.0|290.36|1.0|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|0.0|0.0|0.000151|-0.03324|4.5464|2.42|4.5464|517.29|879.87|272.71|414.82|0.68834|0.025086919|-915.493986|5.7122
3_a47|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.008740449|0.0|2|-0.013350303|-0.367098851|-0.008828261|0.103847816|10.93671092|0.013073797|0|-0.021029826|-0.024240921|0.720319618|0.104873188|1|0.854727481|-0.083129079|0.4661246329999999|0.008609292|-43.59237092|4.514659074|76.18000386|2.367459086|-22.85956767|0.403777634|2243.894237|-745.6887227000001|0.2150305089999999|6.46319354|-391.0345195|24.35791949|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|1.0|2.89|0.0|-8.42|4.32|58.04|1.0|0.0|101.55|3.0|3.0|347.8|1.0|1.0|-5.35|2.86e-06|0.000995|4.49e-06|0.00156|0.0|0.0|1.33e-06|-0.05717|5.6998|4.12|3.7284|556.65|941.44|332.54|402.58|0.52977|0.03619487|-1470.0192869999998|6.5
5b_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|4.190114953|-0.00141071|5.82008293|1|-0.052494624|-0.062071259|0.012641727|-0.137595558|10.9325725|-0.113846154|2|-0.0873662269999999|-0.175158017|0.791163321|0.019856551|1|0.958606481|-0.041157676|0.271653991|0.012204641|-20.90908698|6.200250541|21.02890062|3.149876031|-10.62231784|0.4462435279999999|2183.545404|-435.0258302|0.411250953|5.543302677000001|-221.0035589|18.47246431|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|2.91|0.1|-5.86|3.15|35.64|0.0|0.0|96.89|2.0|2.0|312.37|1.0|1.0|-4.19|0.000335|105.0|6.47e-05|0.0202|0.0|0.0|0.0004269999999999|-0.0256899999999999|5.6332|2.81|4.0222|547.35|922.49|308.25|411.9|0.4270899999999999|0.02651535|-990.487545|4.9126
7s_a46|0.0|0|0|0|0.0|0.218897825|7.727094485|1|2.117265684|-0.005351046|5.533389489|1|-0.210750635|-0.240797051|0.0060802|-0.005405515|10.94651358|-0.020953253|1|-0.327656845|0.018964141|0.770312275|-0.036284605|0|0.858788462|-0.096723151|0.249893305|0.008871171|-48.61321955|4.458665639|70.97315818|2.240932895|-24.43308641|0.433822088|1982.695462|-667.5503351|0.1801125439999999|5.565371272|-335.5119279|19.38565529|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|1.0|1.0|2.33|0.26|-6.08|3.65|50.94|0.0|0.0|91.19|2.0|3.0|305.37|1.0|1.0|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0176|0.0|0.0|0.000256|-0.02024|5.2972|3.54|4293.0|539.99|916.7|288.81|446.63|0.44692|0.036050328|-974.664103|5.7022
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|7.412764017000001|2|0.0|-0.009925128|5.351858133|2|0.06882889|-0.605432791|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|0.1168328169999999|-0.213993335|0.8076780109999999|-0.018133027|0|0.752447733|-0.082283524|0.277834652|0.021666882|-57.31621925|15.09249582|172.4374372|10.51297704|-39.92474833|0.491188387|3011.024457|-1397.506828|0.328083083|8.975655204|-973.4610746|36.48912989|-239.5042702|2079.880404|757.7532208|17.95719936|1.0|0.0|0.0|0.17|-6.93|2.38|98.3|1.0|0.0|138.06|7.0|5.0|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|0.0997|0.0|0.0|5.18e-05|-0.05307|4.8408|4.5|3.4402|733.21|1247.28|360.39|588.31|0.43212|0.04308001|-1440.738332|7.4089
16g_a32|0.0|1|1|1|3.363965155|0.0|7.765993078999999|0|0.0|-0.013775701|5.733341277|0|-0.049658216|-0.771439265|-0.002456725|-0.029193403|10.31100263|0.004735761|3|-0.085591073|-0.202656848|0.83902731|-0.026098259|1|0.8206422409999999|-0.078387439|0.542303725|0.023959586|-57.77542509|17.659402|132.1955522|13.01585399|-42.58335004|0.3972359179999999|2833.521937|-1321.90553|0.313667656|9.3963701|-974.3098525|36.34043182|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|3.42|0.33|-8.16|6.81|149.27|3.0|0.0|121.56|10.0|5.0|441.57|0.0|1.0|-5.32|3.08e-08|1.36e-05|4.83e-06|0.00213|0.0|0.0|3.04e-06|-0.05|3.6161|5.38|3.6161|752.29|1245.25|342.86|639.49|0.70222|0.02895494|-2034.408165|7.9586
1d_a5|0.0|1|0|0|2.79978458|-4.455320158|6.605297921|0|0.0|-0.006252818|4.59511985|2|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.389011185|0.004923698|0.7595197290000001|-0.058872605|0|0.8965037640000001|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|4.288788702|55.92018945|2.317281143|-25.80622135|0.471074204|2481.822293|-791.897671|0.229495885|6.116537519|-427.8712868|25.69414151|-292.3128788|1027.76566|403.396385|10.25512997|1.0|1.0|2.19|0.05|-8.88|5.48|54.46|2.0|0.0|95.49|4.0|6.0|366.34|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|0.0|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|567.04|951.63|268.88|414.59|0.41781|0.03392008|-1288.253849|5.03
8a_a12|0.0|0|0|0|0.0|0.0|0.0|1|0.0|-0.00771093|0.0|3|-0.205012437|-0.362413703|-0.001510006|-0.050603335|10.95472846|-0.084035283|0|-0.3422915179999999|-0.226106307|0.763500863|-0.1261547959999999|0|0.892656426|-0.05926895|0.221703535|0.010336879|-30.69873711|5.354053791|55.59930083|2.773166902|-15.90061008|0.46777503|2212.38965|-771.1359521|0.208569274|5.113243051|-399.41487|22.14447395|-301.89687089999995|974.3568539|464.1781753|7.257889351|0.0|1.0|3.06|0.15|-7.89|3.87|50.17|0.0|0.0|105.24|3.0|4.0|327.38|1.0|1.0|-4.21|0.000125|0.0408|6.19e-05|0.0203|0.0|0.0|4.2e-06|-0.06246|3.9091|3.41|3.9091|556.3|952.71|317.17|424.14|0.6309100000000001|0.02180654|-1045.902509|6.7011
24_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|1.225600378|-0.010774404|4.727387819|2|0.0251322929999999|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|0.071506228|1|0.056234624|-0.2494728939999999|0.812650394|-0.005097239|1|0.7839491009999999|-0.075894947|0.214985826|0.021522987|-42.71324947|12.11301576|121.5922303|6.81713713|-24.03877652|0.479188295|2642.775318|-768.1729327|0.388396422|7.024694045|-432.3234052|29.90471672|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|3.12|0.05|-7.63|2.78|84.73|1.0|0.0|104.73|5.0|5.0|396.81|0.0|1.0|-4.52|2.46e-05|0.00975|3.05e-05|0.0121|0.0|0.0|9.22e-06|-0.06517|3.9675|4.46|3.9675|578.94|1002.04|312.5|450.98|0.6835|0.03414611|-1695.98597|8.5
13a_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.011002918|5.351858133|2|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|-0.065043716|0.006103754|0.8303425640000001|0.019603815|0|0.6963945559999999|-0.109682335|0.478381813|0.01856512|-74.02777574|12.53013554|204.9120824|8.456950359|-49.96348386|0.4661332179999999|3002.811441|-1532.183327|0.2001375339999999|8.066980235|-1034.114779|36.14261279|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|0.0|0.13|-6.19|3.04|124.74|1.0|0.0|135.37|6.0|5.0|441.51|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|0.0|0.0|0.000288|-0.0555|5.0535|4.54|3.5288|721.66|1211.54|351.35|541.59|0.26119|0.04590378|-1744.281248|7.8665
