molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|RASA|PBF|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
11b_a5|1|0|0|2.943854668|0.0|0|6.605297921|1.277648917|0.0|-0.003900104|0.008093965|0.023988604|-0.067519041|-0.118167947|-0.0536971829999999|1|0.005685558|-0.017658026|-0.252164213|2|-0.0497097529999999|-0.106187688|0.682032125|0.8737310509999999|0.378154801|0.016373566|-45.82509318|9.829471091|0.126268949|75.80248447|-0.029332646|-29.07084703|5.900883275|0.66824472|-1.290636432|-17.60913884|55.65456427|0.456131351|524.5231302|-774.8021092|-10.5712171|0.33175528|8.936258446|0.83867925|5107.577902|199.1611925|0.0228838029999999|-202.0032297|1159.458633|13.73773299|1.0|1.0|1.0|1.0|2.99|0.1|5.38|4.82|63.69|1.0|106.58|0.0|6.0|-6.03|376.84|0.0|1.0|2.26e-05|2.04e-05|0.00767|3.62|0.0|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|3.31|4.1982|-1564.761898|-1564.72614|635.55|1063.35|0.5806|0.61027|0.6284|-1564.56504|0.2013|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212|7.7212
7_a27|0|0|0|0.0|0.0|2|6.842683282|1.40247849|3.330197625|-0.00601016|-0.050197188|0.049625|-0.133453335|-0.096754293|-0.056500475|1|0.010596392|-0.323631281|-0.500327496|2|0.147753647|-0.08694032|0.62067794|0.85111414|0.358145768|0.015099075|-34.09779211|8.475438874|0.14888586|83.57286704|-0.0300556429999999|-26.6343589|4.757447929|0.763564713|-1.352503929|-16.87088515|42.57323098|0.466714317|477.7488532|-759.1898319000001|-9.469994277|0.236435287|6.446345598|0.875167537|5082.120742|132.7162621|0.014441323|-295.8891961|994.2704516|8.106228264|1.0|1.0|1.0|0.0|3.24|0.2|3.32|3.05|65.6|0.0|102.36|0.0|3.0|-6.26|345.4|0.0|1.0|8.66e-05|5.2e-05|18.0|3.02|0.0|0.0|2.43e-07|8.4e-05|-0.04887|5.37|4.1205|-1122.455548|-1122.433757|606.74|1016.96|0.4179|0.61278|0.61278|-1122.249324|0.4179|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0|9.0
14s_a23|0|1|1|0.0|0.0|2|7.423568444|1.197958333|3.336763335|-0.005854379|-0.022580082|0.045277778|0.049317519|-0.044305947|-0.064006338|2|0.009263715|-0.13187015|-0.457212212|2|0.096014944|-0.1050445769999999|0.659570836|0.92763624|0.2387634619999999|0.019970955|-35.30692476|12.81151517|0.07236376|46.42188642|-0.034255504|-33.12848261|8.218681552|0.7748161659999999|-1.610008704|-21.9751589|48.11843993|0.470919749|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|7.548546899|0.890072438|6938.271179|144.457092|0.017330177|-352.5931977|1333.003252|11.11743642|0.0|1.0|1.0|1.0|3.45|0.05|4.0|4.67|105.02|1.0|125.29|0.0|5.0|-6.03|445.93|0.0|0.0|7.49e-07|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.07783|4.1|3.6828|-2089.521231|-2089.500101|668.66|1164.32|0.3669|0.60323|0.60323|-2089.2914530000003|0.3669|-0.22933|0.02112956|-2089.352478|6.4428|3.0|8.5482|8.5482
15b_a10|0|0|0|0.0|0.0|1|7.535296702|1.3438370730000002|2.145379897|-0.002413027|0.024214591|0.033219955|-0.111812184|-0.082365722|-0.058911857|1|0.011928706|-0.27395395|-0.195505087|2|-0.058258414|-0.104250125|0.7199249390000001|0.921918974|0.697099355|0.015973068|-31.76194123|10.94939968|0.078081026|53.52386591|-0.024105015|-34.57687319|7.505718446|0.670236374|-1.398090862|-16.52377848|42.7113409|0.414077981|631.9674549|-958.3791518|-11.32690674|0.329763626|6.6940006620000005|0.706711759|6105.426726|226.0501037|0.017637846|-233.3911134|1429.912176|12.09059037|0.0|1.0|1.0|0.0|3.61|0.32|4.34|4.44|56.07|0.0|123.73|0.0|7.0|-6.34|413.51|0.0|1.0|4.46e-05|2.28e-05|0.00943|3.49|0.0|0.0|6.609999999999999e-09|2.73e-06|-0.04734|2.74|3.7625|-1317.766641|-1317.736865|721.17|1231.3|0.3575|0.46711|0.68906|-1317.429772|0.1595|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
14b_a23|0|1|1|0.0|0.0|2|7.423568444|1.197963628|3.2475997860000003|-0.006248709|-0.071396109|0.043538647|0.0519489729999999|-0.0644978|-0.047410593|2|0.0075222369999999|-0.17267308|-0.4557487779999999|2|-0.00399443|-0.077808321|0.5935522360000001|0.8462596590000001|0.228282196|0.020454632|-41.01458464|13.26014776|0.153740341|99.66542762|-0.03508139|-34.64639496|8.596171261|0.774359705|-1.64882535|-22.74225338|54.274732400000005|0.450973737|548.6057241000001|-1068.885909|-14.74314679|0.225640295|7.833620016|0.821406493|6622.129837|146.2760938|0.01779446|-355.71896410000005|1380.34805|11.53563485|0.0|1.0|1.0|1.0|3.42|0.05|3.78|4.58|105.02|1.0|120.24|0.0|5.0|-6.31|429.47|0.0|0.0|2.66e-06|7.73e-06|0.00332|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.07803|3.72|3706.0|-1729.161608|-1729.139722|673.05|1142.37|0.3603|0.58097|0.58097|-1728.9300010000002|0.3603|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
1n_a5|1|0|0|2.91912867|0.0|0|6.605297921|1.427557749|0.0|-0.007315978|-0.0533837329999999|0.024388889|0.002508727|-0.150600424|-0.047910067|1|0.004754079|-0.015850084|-0.393928416|2|-0.013686011|-0.087019366|0.656280207|0.785210014|0.428980979|0.023129277|-47.1725036|13.27640087|0.214789986|123.2912732|-0.030493391|-27.00168194|7.620766672|0.627751746|-1.311215832|-17.50346525|60.44890447|0.483868192|450.71720610000006|-752.6490056|-10.04713747|0.372248254|7.881746117|0.937489579|5101.31614|213.67365440000003|0.028797525|-146.6611704|1198.959638|16.53002342|1.0|1.0|1.0|1.0|2.88|0.05|4.41|3.99|80.76|0.0|101.77|0.0|5.0|-6.41|356.38|0.0|0.0|5.41e-05|6.56e-05|0.0234|2.91|0.0|0.0|8.43e-09|3.01e-06|-0.06186|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|0.3789|0.44786|0.44786|-1179.018429|0.3789|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
12aw_a36|1|0|0|3.28940051|0.0|0|7.412764017000001|1.297044239|0.0|-0.008293935|-0.115864198|0.043383838|0.066435701|-0.1066959869999999|-0.034663063|1|-0.004358975|-0.250781298|-0.4191703539999999|1|-0.022464907|-0.056676035|0.632625562|0.706174871|0.373775982|0.023038651|-56.73814908|14.76755422|0.2938251289999999|188.3390873|-0.041292362|-47.12705211|9.4658605|0.749052287|-2.06461809|-26.46800754|71.5057033|0.47322369|452.6513136|-1323.400377|-16.96573876|0.250947713|7.545677222999999|0.898338973|6370.06138|160.8550748|0.02161528|-319.2802512|1766.7663510000002|13.8551867|1.0|0.0|0.0|2.0|4.73|0.14|3.55|3.0|69.2|0.0|123.67|0.0|5.0|-6.8|417.41|0.0|1.0|0.000102|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.05513|3.66|3.8763|-1431.404673|-1431.373326|666.09|1120.43|0.4088|0.38905|0.69109|-1431.180191|0.3892|-0.21201|0.03134789|-1431.239759|6.5278|9.0|8.0458|8.0458
27b_a34|0|0|0|0.0|0.0|1|7.412764017000001|1.4335271040000002|2.013418486|-0.010183855|-0.016803292|0.042739018|-0.106245942|-0.029622037|-0.027175221|1|0.001228116|-0.322091086|-0.463926296|1|0.00102838|-0.047542374|0.770240631|0.783431788|0.3307451819999999|0.031021066|-57.66200309|20.42417736|0.2165682119999999|142.58786569999998|-0.037292511|-47.54648562|13.44721755|0.712312759|-1.864625537|-24.553278|78.08618045|0.4072752529999999|515.8091561000001|-1227.6639|-16.16580511|0.287687241|9.124440695|0.687123753|6032.666081|189.4124225|0.022820627|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|3.54|0.12|3.94|4.11|84.99|0.0|116.33|0.0|5.0|-6.14|409.44|0.0|0.0|5.92e-06|1.1e-05|0.00449|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.33|4.0935|-1350.055377|-1350.018975|691.97|1174.68|0.3621|0.47412|0.70001|-1349.811401|0.0252|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
12bc_a36|1|0|0|3.43846811|0.0|0|7.412764017000001|1.284647662|0.0|-0.007661816|-0.042515909|0.04625323|0.068351685|-0.079009683|-0.027636036|1|-0.00097037|-0.1716508239999999|-0.442519304|1|0.006621918|-0.045186455|0.771220556|0.834305498|0.326764696|0.01824287|-51.87437401|12.2593899|0.165694502|111.3483497|-0.038558877|-48.36968394|8.238431664|0.77146807|-1.927943855|-25.91194805|64.13376391|0.467645467|560.6615736|-1295.597402|-17.41308622|0.22853193|8.273766079|0.878447423|6587.689277|153.57572439999998|0.017847333|-364.8584744|1679.392125|11.99358509|1.0|1.0|0.0|2.0|4.73|0.14|3.99|3.19|69.2|0.0|133.77|0.0|5.0|-6.26|450.32|0.0|1.0|8.27e-06|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05828|4.42|3.8696|-2152.134749|-2152.100551|705.12|1188.37|0.7456|0.35775|0.69094|-2151.9100780000003|0.3478|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
15_a4|0|0|0|0.0|0.0|1|7.535296702|1.399867493|1.956386054|-0.001986535|-0.061469545|0.044357639|0.0432718859999999|-0.1979518539999999|0.022446689|1|0.00918585|-0.038707204|-0.226703465|1|0.095534883|0.036363636|0.509447294|0.867716376|0.2517542889999999|0.010893057|-29.80513879|5.223809291|0.132283624|63.43714456|-0.030724393|-16.95780525|2.505098786|0.8438913020000001|-1.106078158|-14.73400655|35.02894809|0.437696617|416.1168833|-530.4242358|-7.065752187|0.156108698|5.459799482|0.7783994009999999|4134.603400999999|74.8625551|0.009743323|-329.8289177|628.5456843999999|4.672449937|1.0|0.0|0.0|0.0|3.28|0.11|4.09|4.4|30.71|0.0|85.06|0.0|2.0|-5.6|291.32|0.0|1.0|0.000152|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|3.8|4.2148|-958.270023|-958.251931|512.65|848.47|0.1996|0.4778699999999999|0.56413|-958.147682|0.0969999999999999|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
21_a12|0|0|0|0.0|0.0|0|6.605297921|0.609915045|0.0|-0.008833375|-0.058516436|0.037992832|-0.213225401|-0.01367083|-0.0546514309999999|1|-0.001825446|-0.211367878|-0.522951134|2|-0.061915124|-0.099516604|0.859899236|0.84827776|0.192026642|0.012230115|-34.60932333|6.154473157000001|0.15172224|76.35009799|-0.036878492|-25.34833425|3.097071518|0.770818357|-1.401382713|-18.55810005|40.76379649|0.473492395|426.8727514|-705.2078018999999|-9.338859985|0.229181643|5.891343219|0.8993077970000001|4652.242111|115.3294396|0.017360942|-272.5639702|914.8819508|8.736422872|1.0|1.0|1.0|1.0|4.05|0.12|4.01|2.25|78.41|0.0|98.16|0.0|3.0|-6.45|319.38|0.0|0.0|0.00015|0.000173|0.0551|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|-1327.451966|539.67|893.17|0.3665|0.59386|0.57644|-1327.347724|0.1668|-0.22253|0.02758166|-1327.397348|3.2551|22.0|7.6576|7.6576
12aa_a30|0|0|0|0.0|0.0|0|7.412764017000001|0.604983643|0.0|-0.008848121|-0.028524865|0.043854875|-0.014017531|0.059360681|-0.007369513|1|0.005111479|-0.207153446|-0.394520145|1|0.024991407|-0.012535889|0.794193541|0.8126513129999999|0.418522684|0.030906491|-54.50378741|21.58471858|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|15.0745057|0.630759573|-1.925999268|-23.59814969|76.08850600000001|0.4659424379999999|567.5458219999999|-1345.094532|-16.48066156|0.369240427|8.65813938|0.872457337|6944.511023|257.8730361|0.029670025|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|1.0|4.86|0.21|3.94|2.63|100.11|0.0|140.26|0.0|7.0|-6.39|458.54|0.0|0.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|0.1667|0.30341|0.68642|-1804.516348|0.1506|-0.19687|0.03443621|-1804.582558|6.4878|8.0|8.1135|8.1135
12ac_a36|1|0|0|3.4419617660000004|0.0|0|7.412764017000001|1.297043188|0.0|-0.007639626|-0.073735973|0.042560386|0.03586247|-0.046730704|-0.0121300989999999|1|0.0018565629999999|-0.166354116|-0.433636165|1|0.135371136|-0.020272679|0.770400825|0.779673368|0.4712820929999999|0.021508835|-55.68500110000001|14.93372351|0.220326632|152.9742102|-0.036062573|-50.32319912|10.36858115|0.7316461470000001|-1.98344149|-25.03847816|70.61872461|0.44477577|541.3322795|-1377.116299|-17.38437788|0.268353853|8.126831024|0.801074136|6378.288017|186.3198219|0.020208014|-321.66684580000003|1882.216294|14.03055543|1.0|0.0|0.0|2.0|4.86|0.17|3.16|2.09|86.27|0.0|133.95|0.0|6.0|-7.21|423.47|0.0|0.0|0.000154|0.000112|0.0476|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|0.3302|0.56186|0.56357|-1385.3211789999998|0.0249|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
17a_a6|1|0|0|3.3685510360000004|0.0|0|7.412764017000001|1.424257628|0.0|-0.012704951|-0.0265090529999999|0.041767677|0.04129257|0.078798543|-0.060774312|1|-0.00194781|-0.180339002|-0.5624663560000001|1|0.08716369|-0.106323149|0.8013954109999999|0.753082653|0.350977745|0.031147305|-63.02857512|20.43213226|0.2469173469999999|161.9738174|-0.041567592|-47.07146289|13.40315088|0.77193498|-2.078379577|-27.26767299|83.46070738|0.483320982|494.010135|-1363.383649|-17.887155899999996|0.22806502|8.337470517|0.935437602|5996.580489|149.60699319999998|0.019808023|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|2.0|3.52|0.12|4.98|4.32|95.85|0.0|116.79|0.0|5.0|-5.89|409.44|0.0|0.0|1.56e-06|6.69e-06|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|-0.05753|4.04|2.9753|-1350.102634|-1350.078838|696.96|1167.16|0.3933|0.69627|0.7024|-1349.830672|0.0101|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
19_a31|1|0|0|3.2411335510000003|0.0|0|7.401841579|0.61013725|0.0|-0.01001901|-0.086654127|0.0427124179999999|-0.044625452|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.1751017789999999|-0.615878515|0|0.019858798|-0.138769819|0.6427749970000001|0.7312647940000001|0.279690511|0.014675044|-53.25742146|8.596058678|0.268735206|157.414423|-0.036060715|-38.88650245|5.035230173|0.776211804|-1.586671445|-21.12293613|61.85348014|0.446100738|428.3459076|-929.4091898|-12.37297805|0.223788196|7.0760696020000005|0.805382437|4917.329034|131.0862475|0.0152483439999999|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|2.0|3.44|0.28|5.8|4.33|98.91|0.0|97.25|0.0|7.0|-6.41|358.43|0.0|0.0|2.14e-05|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|1.46e-05|-0.04308|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|1028.58|0.3205|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
4_a4|0|0|0|0.0|0.0|1|7.535296702|1.343865392|2.156628874|-0.001234337|0.0159331539999999|0.036775068|-0.0214610589999999|-0.110597574|-0.037623601|1|0.0112367389999999|-0.078747188|-0.157959343|2|-0.168712277|-0.063012715|0.636572383|0.933276024|0.456474074|0.008570112|-25.64211031|4.4155367960000005|0.0667239759999999|34.37786704|-0.0255766729999999|-18.24679326|2.274995377|0.793717973|-1.099796957|-13.17774406|30.05764711|0.398500394|480.8472306|-566.6429946000001|-6.78950447|0.2062820269999999|5.326452915|0.66251148|4878.070704|106.2816773|0.010586293|-302.661743|713.9097433|5.454324025|1.0|0.0|1.0|0.0|3.15|0.19|4.52|4.41|43.6|0.0|100.08|0.0|2.0|-5.79|326.39|0.0|1.0|7.59e-05|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|-0.04865|3.24|4.0261|-1029.960398|-1029.93716|566.84|960.45|0.1106|0.55032|0.6010800000000001|-1029.763465|67.0|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079|7.1079
4q_a46|0|0|0|0.0|0.09591943|1|7.832410927000001|1.131262631|2.151582577|-0.001250008|0.004704245|0.0462962959999999|-0.012611536|-0.155661124|-0.081623022|1|0.012222698|-0.187559576|-0.125840557|2|-0.15266708|-0.121752717|0.703627625|0.913550004|0.258420996|0.014510206|-29.12008262|8.099124333999999|0.086449996|48.25357162|-0.021010627|-21.81959712|4.520667361|0.61955726|-1.050531344|-11.72744747|37.21920695|0.487775649|509.9138517|-586.3723734|-6.545879136|0.38044274|6.038093227999999|0.952269544|4992.497361|212.350744|0.018430997|-133.46593529999998|946.4377411|10.28758193|1.0|1.0|1.0|0.0|3.95|0.38|4.09|4.09|52.83|0.0|102.63|0.0|4.0|-6.54|348.44|0.0|1.0|0.000389|0.000129|0.0449|2.65|0.0|0.0|1.14e-07|3.97e-05|-0.03042|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|0.1432|0.69002|0.69002|-1108.511662|0.1432|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0|6129.0
3h_a32|1|1|1|3.579396967|0.0|0|7.765993078999999|0.609420752|0.0|-0.005281944|-0.008243901|0.037731481|0.014517903|-0.003152613|-0.111111111|3|0.003284804|-0.122769653|-0.531669815|0|-0.169197453|-0.2|0.8030743229999999|0.87880263|0.30907784|0.0111539339999999|-44.97387528|6.98327435|0.12119737|75.87946135|-0.027590124|-34.60714056|4.372100625|0.7734940029999999|-1.324325944|-17.27367301|51.95714963|0.4089962629999999|550.2022886|-829.1363044|-10.81473143|0.226505997|8.107034244|0.692036677|5187.525619|141.8112711|0.011751781|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|3.65|0.35|8.11|6.24|110.94|0.0|112.28|0.0|7.0|-4.29|382.55|1.0|0.0|5.8700000000000014e-09|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|1.29e-06|-0.05318|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|0.2926|0.70257|0.70257|-1790.440663|0.2926|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
3_a20 (SB-525334)|1|0|0|3.502142227|-0.08980269|0|6.880384082000001|1.183765089|0.0|-0.005492814|-0.053897691|0.0526353279999999|0.001821898|-0.175513234|-0.119584218|1|0.0033523629999999|-0.277724429|-0.500412918|2|0.087932573|-0.17447922|0.7835436240000001|0.8756647679999999|0.246005838|0.0123308269999999|-34.52869143|6.965173618|0.1243352319999999|70.23182172|-0.029269046|-29.26136697|3.934338039|0.784910502|-1.375645142|-16.53287135|41.49386505|0.457398769|494.6267525|-777.0449536|-9.33873414|0.215089498|5.943823875|0.8429740729999999|4905.195832|121.495147|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|3.37|0.24|5.2|4.69|67.35|0.0|104.59|0.0|3.0|-5.74|343.42|0.0|1.0|1.42e-05|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|1.4e-06|-0.0671399999999999|3.9|3.1728|-1086.585811|-1086.56485|605.71|1030.31|367.0|0.49443|0.70168|-1086.329436|0.1171|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
3_a4|0|0|0|0.0|0.0|1|7.535296702|1.343866299|2.147369615|-0.001141383|0.03287721|0.033760684|-0.07806942|-0.010537082|0.050638298|1|0.011276682|-0.08121207|-0.133874898|2|-0.0862461019999999|0.0904255319999999|0.623172012|0.919804716|0.462670692|0.010568144|-25.5405205|5.133610255|0.080195284|38.95587796|-0.024645574|-15.5080075|2.493716402|0.7196876640000001|-0.985822953|-11.97190059|30.67413075|0.430553837|446.8068266|-478.8760237|-5.815502811|0.280312336|4.832514477|0.7560922609999999|4677.30755|136.1652785|0.015358792|-213.4321476|665.3942366|7.460728516|1.0|0.0|1.0|0.0|2.99|0.15|4.02|4.11|43.6|0.0|95.12|0.0|2.0|-5.99|312.37|0.0|1.0|0.000198|5.520000000000001e-05|0.0173|3.12|0.0|0.0|6.49e-08|2.03e-05|-0.04964|2.66|4.0639|-990.6395508|-990.6149055|535.44|905.23|0.1415|0.58445|0.58615|-990.467184|0.0871|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0|6983.0
9g_a40|0|0|0|0.0|0.0|1|7.515889085|0.604992427|1.849105962|-0.0054957819999999|-0.0220464379999999|0.043730159|0.07954859|0.139758613|-0.145879501|2|0.0115573539999999|-0.062672355|-0.383703998|0|-0.384131901|-0.242405063|0.665414608|0.90454157|0.002717414|0.021367335|-33.47455057|11.25704374|0.09545843|50.29077056|-0.031197254|-21.93596333|5.930596229|0.740240206|-1.185495647|-16.43578193|44.73159432|0.476386801|476.5434822|-624.5597134|-8.658932892000001|0.259759794|8.180261533|0.909806709|4435.743087|136.8503571|0.018087202|-253.1335385|843.7257374|9.528957565|0.0|0.0|1.0|1.0|2.8|0.06|2.91|2.93|72.28|0.0|87.53|0.0|3.0|-7.17|302.33|0.0|1.0|0.00323|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.83|3.0778|-1332.487689|-1332.476347|559.04|923.42|0.3563|0.70233|0.70233|-1332.31775|0.3563|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
A8301_a51|0|0|0|0.0|0.0|1|6.86171134|1.197963627|1.700610355|-0.00449765|-0.028789626|0.039058957|0.078523314|-0.012770742|-0.1227504419999999|1|0.007083041|-0.0618359079999999|-0.4354420879999999|2|-0.013846396|-0.21474885|0.7234449559999999|0.934739895|0.339244706|0.008152073|-35.90764428|5.293803823|0.065260105|42.37868986|-0.032775831|-32.90818536|3.437697042|0.854959635|-1.6387915469999998|-21.28401067|41.20144811|0.4799553379999999|607.0025787000001|-1064.200534|-13.82143785|0.145040365|6.890532887999999|0.922911768|6401.6494600000005|94.18649643|0.009586697|-461.0082758|1244.737752|6.225421319|1.0|1.0|1.0|1.0|3.49|0.04|5.5|5.52|87.72|1.0|129.04|0.0|5.0|-5.31|421.52|0.0|0.0|2.5e-07|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|1.74e-07|||||||||||||||||12.0|7.9208|7.9208
11a_a5|1|0|0|2.9781886010000003|0.0|0|6.605297921|1.212363224|0.0|-0.002894726|0.052217882|0.021060606|-0.052944925|-0.1301505359999999|-0.02394636|1|0.007955512|0.006120569|-0.254944026|2|-0.037220974|-0.0489811909999999|0.7410766209999999|0.89343434|0.369563711|0.011860803|-46.13206353|8.474559367000001|0.10656566|76.14130253|-0.026223112|-36.51058972|6.055083705|0.740865275|-1.573386716|-18.73644762|54.60662289|0.466436596|638.3599998999999|-1124.186857|-13.38721623|0.259134725|9.740948724|0.874191508|5756.783268|185.1520983|0.014482324|-344.1971057|1517.39715|10.34763929|0.0|0.0|1.0|1.0|3.53|0.3|6.38|6.55|63.69|0.0|128.51|0.0|7.0|-4.54|424.54|1.0|0.0|5.63e-08|3.95e-07|0.000167|6.13|0.0|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|1272.7|0.5473|0.6735|0.65363|-1339.493223|0.1838|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
13_a47|1|1|1|2.920663104|0.0|0|6.605297921|1.417757826|0.0|-0.0049262279999999|-0.0777650159999999|0.036632997|-0.047120094|0.003874205|0.038682232|1|-0.000211465|-0.0233277889999999|-0.316563793|2|0.030290722|0.065869272|0.626280497|0.781675563|0.244975411|0.017736598|-41.79730418|9.13564442|0.2183244369999999|112.453046|-0.032468557|-23.38063458|4.705524762|0.688261242|-1.23380515|-16.72368034|50.9329486|0.472007922|402.6200617|-635.4998528|-8.613918003|0.311738758|7.038683428|0.8939678120000001|4542.479565|160.5682509|0.023284817|-193.936606|923.3410426|11.99338291|1.0|0.0|1.0|2.0|2.9|0.06|4.06|4.63|66.49|0.0|91.59|0.0|3.0|-6.0|319.34|0.0|1.0|5.79e-05|5.41e-05|0.0173|3.17|0.0|0.0|1.26e-08|4.04e-06|-0.05465|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|0.3382|0.67466|0.67466|-1067.665127|0.3382|-0.22065|0.03639189|-1067.71601|4.8308|16.0|7.8|7.8
