molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
12e_a40|0|0|0.0|1|0|0|0.604990524|0.061944605|5.4161004020000005|-0.262526337|0|0.174870826|-0.556620974|0.130516751|10.31197242|-0.192362496|0.172778196|0|0.889386453|0.788800541|0.858770467|1|-0.132226452|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|-36.19867792|0.790818822|-1.596791495|78.14505956|0.491465612|2391.0322170000004|-866.8463724999999|694.2415706|-14.26008524|0.209181178|8.014314957|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|-315.75223450000004|348.3847394|11.46456937|0.0|0.0|0.0|3.27|20.0|-6.04|4.84|98.89|2.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|-5.26|0.0|0.0|1.0|2.98e-07|0.000113|2.27e-06|0.00086|0.0|0.0|0.000346|4.3236|3.0253|-2248.244231|918.38|286.76|445.12|-2248.154966|284.0|-0.12616|2.5946|-0.19912|1.17|5.9318|5.9318
8a_a12|0|0|0.0|0|1|1|1.283813597|0.082323047|0.0|-0.052287869|3|-0.205012437|-0.362413703|-0.050603335|10.95472846|-0.084035283|-0.226106307|2|0.913877696|0.763500863|0.8157289759999999|0|-0.05926895|-0.093050281|0.221703535|0.010336879|-30.69873711|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|0.791430726|-1.4888045019999998|55.45388635|0.46777503|2212.38965|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|0.878904705|4806.044707999999|108.02980890000002|-399.41487|22.14447395|-301.89687089999995|464.1781753|7.257889351|1.0|0.0|1.0|4.06|18.0|-7.89|2.5|50.17|0.0|105.24|0.0|1.0|3.0|-3.9|25.0|4.0|-6.04|0.0|1.0|1.0|0.000125|0.0408|6.19e-05|0.0203|0.0|0.0|4.2e-06|3.9091|3.9091|-1046.0210880000002|952.71|317.17|424.14|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|199.0|6.7011|6.7011
3t_a32|1|1|3.4477303|0|0|0|0.609420752|0.028840888|5.733341277|-0.0338714389999999|0|0.028527045|-0.304466646|0.012069208|10.31100267|-0.086478322|-0.122301673|0|0.710773544|0.822076702|0.870628579|1|-0.080203824|-0.0974995|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|108.2086749|-0.026967947|-38.89478416|0.684474482|-1.267493496|72.43498782|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|0.315525518|8.107111779|0.929482453|5525.861115|199.2870037|-505.632194|24.88485469|-233.0294362|582.0730423|10.85396804|1.0|1.0|1.0|3.58|19.0|-8.01|5.42|128.01|2.0|112.48|0.0|1.0|7.0|-6.48|27.0|4.0|-5.81|0.0|0.0|1.0|3.28e-07|0.00013|1.16e-05|0.00462|0.0|0.0|3.91e-06|3.5487|3.5487|-1864.678788|1129.24|349.38|575.45|-1864.472646|0.2906|-0.14739|1.2641|-0.20246|9.0|8.0458|8.0458
7_a3|0|0|0.0|0|0|0|0.60501656|0.198126776|4.727387819|-0.106234254|2|-0.047419994|-0.327648836|0.054347129|10.3116226|0.030246987|0.036673175|2|0.881253042|0.790667152|0.8632654590000001|1|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-47.72824381|4.804535747|230.9407974|107.7330046|-0.036877402|-23.61864737|0.7992146109999999|-1.253831681|55.15105143|0.3987206729999999|2196.07224|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|5.198046584|0.663120542|5055.700186|99.36002106|-307.0424158|22.83370969|-296.13678660000005|353.7528308|7.422807617|1.0|1.0|1.0|3.02|21.0|-7.48|4.66|92.93|1.0|95.5|0.0|1.0|2.0|-5.44|23.0|3.0|-5.68|0.0|0.0|1.0|3.67e-06|0.00124|1.34e-05|0.00455|0.0|0.0|1.11e-05|5.8849|3.4435|-1731.703107|883.88|210.68|362.61|-1731.602893|0.1262|-0.14816|3.1299|-0.21219|1023.0|5.9901|5.9901
19c_a38|0|0|3.332128134|0|2|2|1.297043851|-0.085545751|5.351858133|-0.04575843|2|0.02192428|-0.449745181|-0.0725602509999999|10.95429182|-0.0431896509999999|-0.20848518|1|0.7163622890000001|0.846765471|0.908721232|0|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-57.79749770000001|-68.18641054|15.30924906|139.1570837|151.612258|-0.038224114|-42.92996714|0.7187071909999999|-1.949429829|82.74311399|0.477803802|2967.98627|-1227.35539|2660.812979|-15.15175311|0.281292809|6.97753104|0.914989047|6618.350708|177.10114030000005|-772.7394084|33.48483537|-275.39483110000003|640.025745|14.55670345|0.0|1.0|1.0|4.84|17.0|-6.92|2.42|105.02|1.0|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|-7.13|0.0|0.0|0.0|4.46e-05|19.0|7.55e-05|0.0322|0.0|0.0|5.14e-05|5.8832|3.8322|-1424.3899310000002|1138.6|210.74|517.28|-1424.1880119999998|0.1417|-0.15612|2495.0|-0.21303|9.0|8.0348|8.0348
8_a1 (SB-202620)|0|0|3.296085365|0|0|0|1.4323973840000002|0.106916453|4.727387819|-0.226277123|1|-0.0443137679999999|-0.606562911|-0.1402198369999999|10.94957568|0.037553634|-0.042643966|1|0.674381582|0.743088715|0.805476065|0|-0.117682533|-0.105271458|0.174628594|0.015526845|-66.76765693|-59.72618401|8.809217494|208.2071465|199.1596945|-0.041081545|-33.88588996|0.7742395870000001|-1.684343335|70.8721358|0.4564697679999999|2431.842132|-955.6189441|1736.664204|-13.22376193|0.225760413|7.432247389|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|-311.18185800000003|433.2550452|11.1459518|1.0|1.0|0.0|2.74|23.0|-8.02|5.06|78.87|2.0|99.61|0.0|1.0|4.0|-4.94|27.0|5.0|-5.94|0.0|0.0|1.0|1.14e-05|0.0041|1.98e-05|0.00713|0.0|0.0|3.42e-06|3.4052|3.4052|-1223.117248|977.87|364.11|460.4|-1222.9606720000002|0.5339|-0.13683|3.4563|-0.2105199999999999|0.4|6.3979|6.3979
22_a10|0|0|0.0|1|1|1|1.343837143|-0.067641834|5.4161004020000005|-0.017163935|2|-0.026750502|-0.332316729|0.01204992|10.92966136|-0.020475007|-0.208132084|2|0.670763832|0.747363443|0.79665945|1|-0.053881447|-0.0649866779999999|0.775071808|0.016720696|-41.96631248|-50.61577509|13.023146|75.58376652|101.3847763|-0.022372463|-39.42279832|0.564323334|-1.3647202319999998|71.13124588|0.422182297|3241.833491|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|0.730649641|7414.102179|339.3328129|-827.8787647|30.87787063|-100.1982412|916.8601445|20.51547079|1.0|1.0|1.0|3.74|27.0|-9.37|5.6|73.14|2.0|139.53|0.0|1.0|6.0|-5.34|36.0|5.0|-6.29|0.0|0.0|0.0|4.55e-06|0.00217|2.95e-06|0.0014|0.0|0.0|2.03e-07|4.8251|3.8517|-1544.203968|1339.48|256.95|602.93|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|1.1|5.9586|5.9586
12w_a30|0|0|0.0|0|2|2|0.604983445|0.063514061|5.351858133|-0.0316452179999999|2|-0.0999572419999999|-0.372029919|0.028815747|10.31162873|-0.04950715|-0.0857954809999999|1|0.8149999040000001|0.83236194|0.889479916|0|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|-65.85056003|10.59162334|82.06520565|101.3366249|-0.037237182|-45.15435649|0.8077976990000001|-1.824621925|75.77366969|0.451478593|2999.810425|-1251.160641|2783.769563|-17.50883211|0.192202301|8.063690539|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|-422.1196298|685.6665849999999|9.923109661|0.0|1.0|0.0|4.63|17.0|-7.8|3.92|81.65|2.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|0.0|0.0|1.0|2.64e-07|0.000123|9.14e-07|0.0004269999999999|0.0|0.0|7.39e-06|5.0632|3.5585|-2494.932002|1211.28|244.87|577.06|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|15.0|7821.0|7821.0
47a_a18|0|0|0.0|0|1|1|0.403918489|0.018016478|4.844187086|-0.18843247|0|0.043161338|-0.464122017|-0.025401815|10.35082811|0.052572636|-0.358939392|0|0.842412605|0.766261502|0.7991211029999999|0|-0.082855697|-0.099310031|0.371382587|0.014124484|-67.93456546|-81.42570819|11.58086543|100.7293848|181.3725215|-0.036234741|-66.76209701|0.7936193709999999|-2.681370849|93.5899242|0.483193636|3612.105567|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|0.934960691|8405.670404|169.2144153|-1802.576619|37.435301|-481.4854016|1225.939287|12.16421601|1.0|1.0|1.0|4.97|18.0|-8.27|3.35|123.06|3.0|158.24|1.0|1.0|12.0|-6.74|39.0|5.0|-6.49|0.0|0.0|0.0|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|0.0|1.0|2.95e-06|3.1947|3.1947|-2098.773074|1536.87|388.09|813.01|2098.280307|0.6094|-131.0|2.6271|-0.18291|1.0|9.0|9.0
8_a20 (IN-1130)|0|0|3.443195704|0|0|0|1.400923668|0.063195236|4.727387819|-0.124997065|2|0.1728459339999999|-0.528090969|-0.019554464|10.94899447|-0.0574882679999999|-0.083481481|2|0.811128636|0.760688473|0.817914963|1|-0.09623672|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|-64.75689362|10.46873389|336.574332|180.4986934|-0.035730972|-42.88223811|0.7481063720000001|-1.858010535|77.31081766|0.4824986429999999|2849.395895|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|-328.593789|684.5377542|12.55392404|1.0|1.0|1.0|3.49|27.0|-9.63|4.08|110.44|1.0|122.86|0.0|1.0|5.0|-4.85|32.0|5.0|-6.83|0.0|0.0|1.0|1.42e-05|0.00596|2.82e-05|0.0119|0.0|0.0|9.86e-08|4.9797|3.2329|-1368.372708|1192.01|248.98|517.94|-1368.118751|0.1361|-0.13622|3803.0|-0.20636|36.0|7.4437|7.4437
14i_a23|1|1|0.0|2|0|0|1.197963212|0.142566578|5.351858133|-0.130330047|2|0.040408197|-0.558153376|-0.018541856|10.31321758|-0.026731172|-0.033435987|2|0.77007911|0.8025091329999999|0.864206467|1|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|151.83084580000002|-0.039760909|-45.14777443|0.7780956840000001|-2.027806362|79.20815775|0.478050606|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|0.221904316|8.107659819|0.915894552|7030.347905|151.7330992|-948.103263|34.94120504|-380.3109456|693.3423458|13.18112713|0.0|1.0|0.0|3.56|26.0|-6.96|3.12|148.11|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|-7.33|1.0|0.0|0.0|6.11e-06|0.00278|4.03e-05|0.0183|0.0|0.0|5.03e-05|3.6931|3.6931|-1798.608335|1224.02|335.72|580.74|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|3.0|8.4622|8.4622
17b_a6|0|0|3.375166525|0|1|1|1.425925343|0.1012747369999999|5.351858133|-0.0265090529999999|1|0.139594234|-0.6869226490000001|-0.0385646|10.949638|-0.0791229359999999|-0.180339002|1|0.850080948|0.7788169070000001|0.8370824240000001|0|-0.095450984|-0.109195656|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|161.4509401|-0.041494349|-47.0150166|0.7706671740000001|-2.074717455|84.71888279|0.4548818979999999|2816.0632920000003|-1361.36499|2207.972178|-17.86570631|0.229332826|8.974770742|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|-355.2067434|627.4287311|13.06809384|1.0|1.0|1.0|3.53|23.0|-9.01|4.32|95.85|2.0|116.79|0.0|1.0|5.0|-5.81|31.0|5.0|-5.89|0.0|0.0|1.0|1.56e-06|0.000637|6.69e-06|0.00274|0.0|0.0|4e-07|3.5444|2.9964|-1350.078181|1168.62|349.8|575.2|-1349.830814|0.0033|-0.12545|5.3385|-0.18281|153.0|6.8153|6.8153
28_a47|1|1|0.0|1|0|0|1.4201653580000002|-0.053792245|4.727387819|-0.23494583|2|0.023813594|-0.436042548|-0.00496711|10.95058275|0.0467853809999999|-0.126992366|2|0.635684951|0.832144916|0.896193695|1|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-67.33744077|-63.47150284|15.50250691|365.2310214|234.5873429|-0.038135461|-37.72858603|0.65225927|-1.601689367|82.27079846|0.472690874|2616.1598940000003|-952.0725426|1337.037733|-13.47449501|0.34774073|7.864990866|0.8964208090000001|5633.990508|206.7032519|-565.9287905|34.75365534|-181.0112167|428.5826478|18.79929562|1.0|1.0|1.0|3.08|21.0|-6.92|3.84|98.72|1.0|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|-7.22|0.0|0.0|1.0|0.000214|0.0816|0.000217|0.0824|0.0|0.0|4.59e-05|3675.0|3675.0|-1335.722248|995.5|337.37|461.73|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|25.0|7.6|7.6
16g_a32|1|1|3.363965155|0|0|0|0.609420729|0.1739995319999999|5.733341277|-0.0429252429999999|0|-0.049658216|-0.771439265|-0.029193403|10.31100263|0.004735761|-0.202656848|0|0.79965447|0.83902731|0.8821580379999999|1|-0.078387439|-0.105500574|0.542303725|0.023959586|-57.77542509|-77.75914881|17.659402|90.88837862|132.1955522|-0.033839807|-57.31234426|0.6863323440000001|-1.79350976|94.54074206|0.3972359179999999|2833.521937|-1321.90553|3497.469035|-18.38320476|0.313667656|9.3963701|0.65902387|6372.261243999999|231.1885989|-974.3098525|36.34043182|-274.67233460000006|701.9321161|16.78159325|1.0|1.0|1.0|3.87|19.0|-8.16|5.38|149.27|3.0|121.56|1.0|1.0|10.0|-7.51|30.0|5.0|-5.69|1.0|0.0|1.0|3.08e-08|1.36e-05|4.83e-06|0.00213|0.0|0.0|3.04e-06|3.6161|3.6161|-2034.593036|1245.25|342.86|639.49|-2034.342619|0.2879|-0.14968|3.7346|-0.19968|11.0|7.9586|7.9586
14b_a3|0|0|0.0|0|0|0|0.605016869|0.143500839|4.727387819|-0.1160619169999999|3|-0.1551678719999999|-0.356087317|-0.008040839|10.31162234|-0.102362298|-0.094863591|3|0.882394075|0.7809478329999999|0.848135222|1|-0.090994113|-0.100993354|0.379746504|0.012828558|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|-0.036469822|-24.15156108|0.766915433|-1.312913604|57.87172082|0.487615651|2160.565755|-642.0403962|1289.104749|-8.721397057|0.233084567|4.989782639|0.951659927|4803.535505|113.9829058|-313.9702941|23.25478753|-261.0537205|358.3503513|8.483998032|1.0|1.0|1.0|3.18|21.0|-6.89|3.71|105.82|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|4.0|-6.42|0.0|0.0|1.0|3.54e-05|0.0113|0.000103|0.0327|0.0|0.0|4.08e-05|3.0724|3.0724|-1327.4859310000002|879.19|403.54|368.39|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|0.38|6.4202|6.4202
12b_a50|1|1|0.0|2|1|1|1.397986833|-0.19841119|5.82008293|-0.0016330379999999|1|-0.08032584|-0.125985651|-0.101728189|10.94501743|-0.115659308|-0.291865836|1|0.699597776|0.804535572|0.8718949979999999|1|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|-33.25880166|10.80329197|8.07905572|37.24447201|-0.0237482779999999|-16.72031641|0.5731907470000001|-0.926182858|47.12729492|0.430791247|2224.116359|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|-73.59089223|388.171611|13.86849326|1.0|1.0|1.0|3.31|20.0|-5.49|3.42|48.53|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|0.0|1.0|1.0|0.000685|215.0|0.000144|45.0|0.0|0.0|0.00101|4.7089|3.9305|-1006.641541|909.8|263.3|401.64|-1006.501585|0.0777|-0.16451|4.0567|-0.19425|4.74|5.3242|5.3242
6_a47|0|0|0.0|0|0|0|1.304328257|0.011739916|0.0|-0.1738997619999999|2|-0.14404966|-0.392537045|0.051455447|10.93671042|0.0402365489999999|-0.04324355|2|0.701994505|0.786041178|0.84654143|1|-0.080118846|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|5.323543706000001|101.7290544|85.6917678|-0.036834143|-28.411587800000003|0.7943908059999999|-1.547034008|60.76103606|0.4059072379999999|2431.668154|-838.6054381|1577.98246|-10.82346202|0.205609194|6.480620646|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|-319.1626428|469.7495559|8.348196185|1.0|1.0|1.0|2.82|22.0|-9.06|6.27|58.04|2.0|106.47|0.0|1.0|3.0|-6.02|27.0|4.0|-5.02|1.0|0.0|1.0|9.53e-07|0.000362|1.63e-06|0.000619|0.0|0.0|3.310000000000001e-07|5.5188|3.7196|-1608.652005|990.85|224.66|422.9|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|13.0|7.9|7.9
18_a3|0|0|2.897754472|0|0|0|1.43179288|-0.256375952|4.59511985|-0.021283637|3|0.08269134|-0.122072724|0.042606196|10.96965878|-0.025890816|-0.064953613|3|0.7226687409999999|0.714658751|0.784960175|1|-0.069839069|-0.0846755|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|70.31739201|-0.031753312|-16.76239841|0.682492203|-1.016105994|48.19055867|0.483376636|1938.093995|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|0.935646099|3928.183499|141.2679329|-201.1487809|20.70048575|-162.3915791|270.539096|10.51610501|1.0|1.0|1.0|2.62|21.0|-6.83|3.08|67.35|0.0|80.35|0.0|1.0|2.0|-2.82|21.0|4.0|-6.7|0.0|1.0|1.0|0.0015|411.0|0.000537|147.0|0.0|0.0|4.07e-05|3.9765|3.9765|-889.9402005000001|784.04|311.79|330.54|-889.850598|0.3326|-0.1641099999999999|2.6366|-0.2218|0.03|7.5229|7.5229
14a_a10|0|0|0.0|1|2|2|1.3438495730000002|-0.2090476269999999|5.4161004020000005|0.0437538159999999|3|0.027446544|-0.147427016|-0.045759336|10.92970798|-0.00421565|-0.344811314|2|0.76857495|0.7348225290000001|0.770129205|1|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-0.018970051|-37.18086445|0.542015878|-1.270993412|67.14248252|0.469029865|3075.550631|-922.2903058|1774.8853399999998|-9.988888957|0.457984122|10.0292632|0.8833450959999999|6754.660977|332.3339934|-669.2555601|25.39690722|-60.97724212|1003.968547|15.9041322|1.0|1.0|1.0|3.98|21.0|-8.18|3.36|59.31|1.0|146.76|0.0|1.0|7.0|-4.21|35.0|6.0|-6.82|0.0|1.0|0.0|6.159999999999999e-05|0.0288|1.58e-05|0.00743|0.0|0.0|3.07e-06|5.5808|3802.0|-1489.803158|1380.89|222.16|645.26|-1489.42155|0.0005|0.2422099999999999|3.1205|0.19621|74.0|7.1308|7.1308
1c_a5|0|0|2.955525321|0|0|0|1.424607938|-0.268536978|4.59511985|-0.006491037|2|-0.080321049|-0.085301064|-0.228971551|10.9433337|-0.058823529|0.0578378779999999|2|0.71274658|0.7595197290000001|0.821309592|0|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|0.753027268|-1.12554131|43.86175561|0.476413155|2105.8969850000003|-575.8739559999999|873.709445|-7.366029352999999|0.246972732|6.063350238|0.909902834|4387.398857|126.3615674|-294.64117410000006|19.11862892|-258.918642|409.0289917|7.869633359|1.0|1.0|1.0|2.78|23.0|-8.41|4.51|54.46|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|0.0|1.0|1.0|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|4.8783|4.5088|-990.5931502|929.31|254.15|410.52|-990.467026|0.1076|-0.18719|1.7105|-0.22684|3981.0|5.4|5.4
19_a20|0|0|3.423603867|0|0|0|1.4009239059999998|0.071176085|4.727387819|-0.130949446|3|0.103271147|-0.539158264|0.077469518|10.94899558|-0.063133522|-0.083481481|3|0.811128636|0.7619768840000001|0.8193003000000001|1|-0.091725453|-0.099685049|0.25624423|0.013643765|-60.26825633|-65.49811346|8.964643162|339.8339889|161.33709|-0.038340404|-43.03556944|0.796070588|-1.993700989|75.98477124|0.483310517|2849.084477|-1309.962269|1818.518838|-16.55214209|0.203929412|7.950138729|0.935398401|6325.747732|133.9919257|-860.7113887|31.64490997|-389.0666676|684.5377542|10.48665779|1.0|1.0|1.0|3.49|27.0|-9.63|4.08|110.44|1.0|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|-6.8|0.0|0.0|1.0|1.29e-05|0.00541|2.6600000000000003e-05|0.0112|0.0|0.0|9.86e-08|3.3616|3.3616|-1368.378274|1190.68|368.83|519.34|-1368.129074|0.2998|-0.13903|4.2507|-0.2067|2.6|5585.0|5585.0
16_a47|1|1|2.890539668|0|0|0|1.417579067|-0.134455235|4.59511985|-0.1246612469999999|2|-0.08282926|-0.23280014|0.001426202|10.95023129|0.0506476009999999|-0.0574194159999999|2|0.591929006|0.812131575|0.87782381|1|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|-48.19609034|9.676588112|63.13219447|159.6978638|-0.034261359|-24.97833451|0.697929921|-1.301931629|60.36423869|0.473257697|2315.178558|-674.7452647999999|833.8646097|-9.202544293|0.302070079|6.855429069|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|357.35851410000004|12.16814835|1.0|1.0|1.0|2.93|21.0|-8.17|5.19|66.49|0.0|91.55|0.0|1.0|3.0|-4.34|25.0|5.0|-6.04|0.0|0.0|1.0|4.56e-05|0.0154|3.84e-05|13.0|0.0|0.0|2.3e-06|4.4393|4.0806|-1167.0124560000002|894.43|279.29|395.28|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|1.0|9.0|9.0
11c_a31|0|0|3.336985072|0|1|1|0.6101368770000001|0.069254998|5.733341277|-0.141329185|0|-0.031640011|-0.847114804|-0.137912959|10.31169916|-0.085216451|-0.16065803|0|0.825336018|0.839810365|0.8906705429999999|0|-0.138002689|-0.14043574|0.3608415239999999|0.034256743|-80.82023592|-82.24513417|20.06220362|264.7428792|255.2562173|-0.042457317|-48.16624372|0.676089232|-1.825664624|99.31985763|0.47997061|2470.585429|-1069.186744|1770.045716|-14.56188764|0.323910768|7.259183801|0.922968238|5329.481371|189.6959033|-626.1611682999999|36.77740577|-206.2506659|449.7512005|17.07472346|0.0|1.0|1.0|3.51|16.0|-5.84|3.64|125.57|1.0|97.32|0.0|2.0|6.0|-5.11|26.0|6.0|-6.56|0.0|0.0|1.0|7.68e-06|0.00285|0.000105|39.0|0.0|0.0|0.000537|3.8551|3.8551|-1559.353434|1022.77|321.61|512.9|-1559.194237|0.2627|-0.15994|5289.0|-0.19526|0.13|6.8861|6.8861
11b_a5|0|0|2.943854668|0|0|0|1.277648917|-0.2023158669999999|4.59511985|0.008093965|2|-0.067519041|-0.1833048739999999|-0.118167947|10.94877958|-0.0536971829999999|-0.017658026|2|0.735954089|0.805760343|0.8645824520000001|0|-0.07633373|-0.080664777|0.378154801|0.016373566|-45.82509318|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|0.66824472|-1.290636432|62.16286481|0.456131351|2434.505303|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|-202.0032297|504.9898148|13.73773299|1.0|1.0|1.0|2.99|23.0|-9.15|4.82|63.69|2.0|106.58|0.0|1.0|6.0|-4.65|27.0|4.0|-6.03|0.0|1.0|1.0|2.26e-05|0.00853|2.04e-05|0.00767|0.0|0.0|2.68e-07|4.4995|4.1982|-1564.72614|1063.35|275.55|511.28|-1564.56504|0.2013|-0.17107|1.9569|-0.21291|19.0|7.7212|7.7212
2_a33|1|1|3.396444161|0|0|0|0.609420748|0.047294725|5.733341277|-0.064926835|0|-0.049900189|-0.476784502|0.070526947|10.31100266|-0.05997501|-0.148024156|0|0.787714775|0.833090592|0.8799816220000001|1|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|110.28338390000002|-0.031851158|-38.84811555|0.702597735|-1.56070672|75.44970552|0.4699986339999999|2632.195388|-953.6549298|3245.244678|-11.89228027|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|-247.5908207|618.9134881|11.8727102|0.0|1.0|1.0|3.57|19.0|-7.67|4.63|140.04|2.0|115.28|1.0|1.0|7.0|-6.35|28.0|4.0|-6.17|1.0|0.0|1.0|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|0.0|0.0|8.78e-06|3.6281|3.6281|-1920.049452|1128.98|341.74|525.38|-1919.830424|0.2911|-0.15012|4.2519|-0.19979|6.0|8.2596|8.2596
