molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
10_a32|1|1|3.294952523|0|0|0|0.6094207629999999|0.153272514|5.733341277|-0.087497559|0|-0.020186906|-0.771023817|-0.028431775|10.31100271|-0.047619048|-0.229450999|0|0.809370315|0.8607827790000001|0.915639476|1|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|-54.55170955|-75.59866726|15.91131724|57.97512956|146.8439966|-0.038939628|-46.69945835|0.6946347429999999|-1.7133436169999998|91.10767604|0.449853016|2649.882742|-1058.381342|2980.525719|-14.85891856|0.305365257|7.079344111|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|-240.4628923|513.9156315|15.50900878|0.0|1.0|1.0|3.56|19.0|-6.99|4.21|149.27|1.0|107.14|1.0|1.0|7.0|-6.04|27.0|5.0|-6.44|1.0|0.0|1.0|9.17e-07|0.000366|3.89e-05|0.0155|0.0|0.0|4.13e-05|3.6441|3.6441|-1916.631761|1086.09|340.24|533.89|-1916.460049|0.2983|-0.15088|2.4919|-0.2052199999999999|7.0|8.1427|8.1427
25_a12|0|0|0.0|0|0|0|1.404967476|0.00700113|0.0|-0.045725323|2|-0.089297664|-0.180562493|-0.025245046|10.93676625|-0.11195017|-0.0861945369999999|2|0.8472746290000001|0.638255008|0.688743998|1|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|27.12578432|-0.03323193|-21.75703145|0.917298637|-1.362509125|44.42528172|0.448858246|2067.69985|-709.8947922|1907.027255|-9.021208163|0.082701363|5.34703037|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|-434.8420476|430.4348528|2.666764531|1.0|1.0|1.0|2.81|22.0|-8.78|5.35|37.81|1.0|99.48|0.0|1.0|3.0|-5.28|24.0|2.0|-4.82|0.0|1.0|1.0|5.19e-06|0.00162|5.63e-06|0.00175|0.0|0.0|5.12e-07|4.2653|3.4532|-974.6328337|945.73|290.68|442.64|-974.458128|0.1897|-0.14303|1.2494|-0.19655|22.0|7.6576|7.6576
22_a20|0|0|0.0|1|0|0|1.4170330269999998|-0.238401323|4.727387819|0.023539095|2|0.09301076|-0.079707783|-0.066832578|10.93106272|-0.038668966|-0.060582944|2|0.616352201|0.7478675859999999|0.809440795|1|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|9.022387025|34.8271111|-0.027118811|-28.7463017|0.77063827|-1.3559405430000002|52.90592556|0.477376285|2738.108259|-882.9300756000001|2396.806062|-11.49852068|0.22936173|7.408914181|0.913422548|5924.626340999999|149.350479|-574.9260339|22.91425458|-352.4559681|664.4562602999999|8.759421782|1.0|1.0|1.0|3.36|27.0|-9.69|5.39|67.39|2.0|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|0.0|0.0|1.0|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|8.199999999999999e-08|5.5591|3.9732|-1275.816275|1181.95|223.03|563.43|-1275.598059|0.0015|-0.16176|4.8308|-0.21856|231.0|6.6364|6.6364
13f_a6|0|0|3.440154557|0|0|0|1.429020649|-0.088329567|4.727387819|-0.008507023|2|0.04505613|-0.381170169|-0.071478789|10.95053349|-0.049928822|-0.223618825|2|0.841211811|0.77199166|0.834167942|1|-0.073352505|-0.092939631|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|91.85971442|-0.032802223|-41.92004677|0.720711855|-1.672913351|75.61173794|0.401838426|2869.925064|-1123.527884|3253.287533|-14.79531062|0.279288145|9.050440345|0.6717890999999999|6128.208571|187.5697972|-754.5608419|30.56694343|-296.4599736|676.2770877|13.19352214|1.0|1.0|1.0|3.56|27.0|-10.18|4.53|103.17|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|4.8413|3139.0|-1347.266914|1202.78|256.1|568.41|-1347.018087|0.0048|-0.12805|10.8469|-0.2059099999999999|42.0|7.3768|7.3768
8a_a50|1|1|3.139870661|1|1|1|1.39826105|-0.0737162059999999|5.777652323|-0.021959577|1|-0.0224366579999999|-0.188998337|-0.150515325|10.94501357|-0.058014797|-0.11385159|1|0.75162266|0.804535572|0.8718949979999999|1|-0.069208148|-0.08230347|0.278028663|0.018809422|-34.88425666|-41.48493288|9.480859015|133.8183888|70.12485884|-0.031655181|-20.91041439|0.751415713|-1.234552044|50.06249379|0.46183401|2206.356773|-622.2739931|1503.563342|-8.042467074|0.248584287|5.754657432|0.858162757|4638.284496|125.2985144|-313.6562159|21.23424244|-253.4513797|388.171611|8.577560914|1.0|1.0|1.0|3.34|20.0|-6.32|3.71|59.39|0.0|94.75|0.0|1.0|2.0|-3.86|24.0|3.0|-6.12|0.0|1.0|1.0|0.000138|0.0433|7.48e-05|0.0234|0.0|0.0|0.000151|5.622000000000001|4.1738|-1006.637067|912.7|220.53|396.63|-1006.508913|0.1217|-0.17244|3.5509|-0.20051|47.0|7.3279|7.3279
24_a47|1|1|0.0|1|0|0|1.304328602|0.0453435129999999|4.727387819|-0.1160443999999999|2|0.0251322929999999|-0.484848181|-0.063708635|10.95005721|0.071506228|-0.2494728939999999|2|0.662080166|0.812650394|0.875198713|1|-0.075894947|-0.090995097|0.214985826|0.021522987|-42.71324947|-51.21152885|12.11301576|41.72753688|121.5922303|-0.032498249|-28.82156035|0.611603578|-1.364926459|69.27912772|0.479188295|2642.775318|-768.1729327|1239.381181|-10.29341441|0.388396422|7.024694045|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|-125.6197312|457.1122177|18.06759887|1.0|0.0|1.0|3.14|21.0|-7.63|4.64|84.73|1.0|104.73|0.0|1.0|5.0|-4.61|28.0|5.0|-6.48|0.0|0.0|1.0|2.46e-05|0.00975|3.05e-05|0.0121|0.0|0.0|9.22e-06|3.9675|3.9675|-1696.071577|1002.04|312.5|450.98|-1695.93106|0.2618|-0.16333|2.6517|-0.2285|3.0|8.5|8.5
17_a3|0|0|0.0|0|0|0|0.605019885|0.188373421|4.727387819|-0.118246266|2|-0.015463451|-0.349676046|-0.041723219|10.31163036|-0.0510707059999999|0.036673175|2|0.881253042|0.767641592|0.838125715|1|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|100.2028184|-0.039557272|-24.87357062|0.840062179|-1.344947254|55.39769571|0.4383349039999999|2196.728425|-684.3617224|1667.279771|-10.24205849|0.159937821|6.2477303310000005|0.780420408|4839.543958|81.38261354|-348.2299886|23.96047156|-346.0738521|353.7528308|6.514715538|1.0|1.0|1.0|3.13|21.0|-7.48|4.66|92.93|1.0|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|-5.61|0.0|0.0|1.0|2.96e-06|1.0|1.18e-05|0.00399|0.0|0.0|1.11e-05|3.2102|3.2102|-1731.72355|891.3|386.22|393.58|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|23.0|7.6383|7.6383
4_a38 (LY-2157299)|0|0|0.0|1|1|1|1.343847059|0.050460026|5.4161004020000005|-0.080432741|2|-0.0501467259999999|-0.325515636|-0.159241692|10.9277672|-0.020954339|0.0481706809999999|2|0.702976795|0.8099394329999999|0.868207983|1|-0.092570349|-0.089446059|0.459041332|0.01243241|-52.90108631|-51.11565158|7.104736984|260.7739337|140.40206619999998|-0.03235283|-29.21101111|0.7861170609999999|-1.520583011|58.99645489|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|0.213882939|6.54753874|0.949475478|5566.495502000001|122.2274724|-496.5871888|23.51893991|-327.0140711|542.7276591|7.880803302999999|1.0|1.0|1.0|3.27|21.0|-7.13|3.51|86.69|1.0|108.18|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|0.0|0.0|1.0|0.0001409999999999|52.0|0.000102|0.0375|0.0|0.0|2.75e-05|4.65|3.78|-1198.64695|1048.31|266.68|449.44|-1198.442536|0.06|-0.16|5.9043|-0.22|69.0|7.1586|7.1586
12e_a36|0|0|3.490984269|0|2|2|1.29704412|-0.064019914|5.351858133|-0.043085717|2|0.144415507|-0.404736007|-0.0586405829999999|10.95346131|-0.084051264|-0.1763783589999999|1|0.90414347|0.7975411790000001|0.847602953|0|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|12.12502373|65.27404529|102.9838531|-0.036203518|-40.85494129999999|0.7610764190000001|-1.918786459|75.50154216|0.466721981|2709.877204|-1220.428718|2309.239105|-14.64611103|0.238923581|6.767371321000001|0.875194483|5929.071389|151.9654247|-776.2438847|30.25577504|-332.11111980000004|662.0530478999999|11.26845175|0.0|1.0|0.0|4.85|17.0|-6.97|2.19|69.2|1.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|0.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|3.8364|3.6699|-1272.23645|1142.19|323.18|507.03|-1271.999945|0.0006|-0.15189|6.5974|-0.20151|14.0|7.8539|7.8539
10_a4|0|0|0.0|1|1|1|1.343863662|-0.180140166|5.4161004020000005|0.005483539|2|0.00941601|-0.159792527|-0.122141977|10.92992762|-0.090413559|-0.132895939|2|0.6990620390000001|0.810105167|0.861225169|1|-0.051015897|-0.079432495|0.43000216|0.014582852|-29.52653193|-45.97324097|8.440134933|39.48408698|45.34497624|-0.027007048|-26.60798798|0.744529685|-1.350352423|54.09964719|0.4858700179999999|2480.063587|-781.5450965|2064.276654|-9.046715915|0.255470315|5.759414166|0.945033425|5598.949417|147.85886159999998|-452.3357957|20.99433004|-283.0534799|594.7358385|8.126406226|1.0|1.0|1.0|3.46|21.0|-8.07|4.81|52.83|2.0|111.38|0.0|1.0|4.0|-4.66|28.0|4.0|-5.83|0.0|1.0|1.0|2.21e-05|0.00818|1.4e-05|0.00519|0.0|0.0|3.15e-06|4.9674|3.6465|-1183.790554|1083.65|249.6|470.02|-1183.54701|0.0176|-0.15561|1.4517|-0.2025|88.0|7.0555|7.0555
17b_a25|0|0|0.0|1|0|0|1.3732004619999998|0.001256821|4.727387819|-0.002108117|2|-0.026412432|-0.266456625|-0.100018134|10.93106294|0.016982601|-0.073994564|2|0.653180996|0.780221059|0.838260077|1|-0.068207754|-0.079392561|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|-0.029249891|-45.64634114|0.724866184|-1.6672437880000002|73.52844745|0.476276266|3100.8813760000003|-1264.189524|2514.295488|-16.81707305|0.275133816|9.700133933|0.909403632|6674.061446|208.6205329|-958.573164|30.59704545|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|3.56|27.0|-10.04|5.18|96.49|2.0|135.78|0.0|0.0|7.0|-5.32|35.0|5.0|-6.53|0.0|0.0|1.0|4.75e-06|0.00218|8.59e-06|0.00394|0.0|0.0|4.16e-08|5.4236|3961.0|-1483.830524|1329.35|228.6|654.18|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|101.0|6.9957|6.9957
12a_a32|1|1|3.442930603|0|0|0|0.609420757|0.087371302|5.733341277|-0.057200812|0|-0.0134169989999999|-0.463563696|-0.031249617|10.31100269|-0.074344282|-0.1534110109999999|0|0.788133615|0.845443342|0.8966299409999999|1|-0.085324121|-0.109151429|0.288267255|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|131.7691491|-0.0308471429999999|-42.44899997|0.667706375|-1.4189685719999998|81.41372467|0.456641145|2572.916338|-884.8951120999999|3030.946307|-11.99645651|0.332293625|7.083688576|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|-209.1696096|557.1050635|13.34486989|1.0|1.0|1.0|3.45|19.0|-7.65|4.19|140.04|1.0|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|-6.32|1.0|0.0|1.0|9.78e-07|0.000389|3.17e-05|0.0126|0.0|0.0|8.86e-06|3576.0|3576.0|-1880.734215|1114.3|346.71|548.66|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|25.0|7.6021|7.6021
17c_a50|1|1|0.0|2|2|2|1.347835869|-0.212075666|5.82008293|0.024219848|2|0.021572081|-0.1766179239999999|-0.144763835|10.94500663|-0.120904775|-0.373205592|1|0.762883243|0.774994313|0.816442883|1|-0.051905615|-0.073693343|0.446454378|0.021675174|-35.70979598|-50.69922125|14.91199042|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|0.569750429|-1.32648017|66.7258111|0.49503436|2951.495914|-912.5859825|2014.72331|-10.29240792|0.430249571|8.310163601000001|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|-95.97318605|849.1345426000001|16.02658985|1.0|1.0|1.0|4.12|20.0|-6.79|3.53|61.0|1.0|134.28|0.0|1.0|6.0|-3.8|33.0|5.0|-6.96|0.0|1.0|0.0|0.000158|0.0698|3.75e-05|0.0165|0.0|0.0|7.08e-05|4.2397|4.0432|-1411.157813|1289.05|292.44|596.23|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|69.0|7.1612|7.1612
14p_a23|1|1|0.0|2|0|0|1.197963748|0.044380583|5.351858133|0.006191846|2|0.041987653|-0.310730878|-0.060144819|10.31321773|-0.053921569|-0.131709531|2|0.708395022|0.799506006|0.8683808959999999|1|-0.063033628|-0.080784473|0.223758613|0.0221104079999999|-42.52653933|-54.50240143|14.91710363|40.58186569|51.64167457|-0.033660197|-36.77082544|0.751638299|-1.615689464|67.36602512|0.464933687|3010.721939|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|9.014073839|0.868927227|6696.264498|167.5607773|-735.4165088|30.21311441|-339.5427625|646.2584547|12.86362369|0.0|1.0|1.0|3.48|26.0|-7.47|3.89|128.81|1.0|125.0|0.0|1.0|5.0|-5.68|32.0|5.0|-6.62|0.0|0.0|0.0|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|3.5752|3.5752|-1722.152257|1191.08|346.79|573.24|-1721.933314|0.3802|-0.14774|7.4033|-0.2382|3.0|8.5302|8.5302
18d_a30|0|0|0.0|0|2|2|0.6049874|0.041146136|5.351858133|-0.064217094|2|-0.071608958|-0.385441836|-0.053728319|10.31163881|-0.087019298|-0.120380857|1|0.669561738|0.815003426|0.870930234|0|-0.07812727|-0.103191184|0.346980269|0.017843227|-49.44608411|-65.3088221|11.29282624|78.23108693|124.5022473|-0.037906966|-41.33339749|0.783284395|-1.85744132|75.80070349|0.443774287|2848.574353|-1175.558798|2894.162522|-15.18369704|0.216715605|7.063141946|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|-358.5765637|618.6004214|10.49188139|0.0|1.0|0.0|4.75|17.0|-6.9|3.18|81.65|2.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|0.00405|0.0|0.0|5.260000000000001e-05|5.0125|3.4682|-1674.987709|1129.46|247.35|508.7|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|21.0|7.6737|7.6737
12e_a31|0|0|3.483599061|0|1|1|0.610134116|0.052663358|5.733341277|-0.044316064|0|0.0113193469999999|-0.70267073|-0.107630327|10.3116965|-0.015755876|-0.142921555|0|0.7968154940000001|0.7761616020000001|0.82100963|0|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|202.5115275|-0.036652129|-58.15044546|0.725120432|-2.089171358|95.1187282|0.474858042|3040.353774|-1519.288866|1899.851187|-19.38348182|0.274879568|10.24381236|0.904247004|6557.418968999999|199.8981394|-1104.858464|36.75829484|-327.4245209|798.7285626|15.15615632|1.0|1.0|1.0|3.87|22.0|-9.31|5.4|117.37|3.0|129.38|0.0|1.0|9.0|-6.66|33.0|5.0|-5.93|0.0|0.0|1.0|2.16e-07|9.96e-05|3.83e-06|0.00176|0.0|0.0|2.27e-07|5.3264|3.8391|-1809.85374|1308.13|232.77|640.03|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|0.17|6.7696|6.7696
LY580276_a4|0|0|0.0|1|1|1|1.344599701|-0.156842923|5.4161004020000005|-0.020236527|1|0.0295482979999999|-0.063298854|-0.172607392|10.94681614|0.011772853|-0.042912895|1|0.5162208110000001|0.7921620090000001|0.847526918|0|-0.057317455|-0.071023484|0.243350596|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|-16.49563923|0.8478469959999999|-1.065352257|38.23432817|0.437093506|1948.220005|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|-335.2755182|345.4102548|4.0060099860000005|1.0|1.0|1.0|3.01|17.0|-6.56|4.43|30.71|0.0|84.74|0.0|1.0|2.0|-3.67|22.0|3.0|-5.71|0.0|1.0|1.0|0.000213|0.0624|6.18e-05|0.0181|0.0|0.0|8.08e-05|5.2983|4.4918|-959.4723321|865.23|234.01|402.99|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|175.0|6757.0|6757.0
11_a4|0|0|0.0|1|1|1|0.626711769|-0.20567828|5.4161004020000005|0.032861655|2|-0.017835936|-0.056016567|-0.073554945|10.33765061|-0.0043410079999999|-0.046906237|2|0.6575743310000001|0.820318166|0.875868891|1|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|40.38918044|-0.023620625|-21.81135655|0.7560913159999999|-1.110169356|44.63993001|0.480360734|2452.527871|-641.5941818|1640.559148|-7.889214068999999|0.243908684|6.850305797000001|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|-296.0029432|575.2252237|6.89909579|1.0|1.0|1.0|3.31|21.0|-8.05|5.22|68.9|2.0|111.64|0.0|1.0|4.0|-5.14|27.0|3.0|-5.74|0.0|0.0|1.0|7.27e-06|0.00271|1.06e-05|0.00395|0.0|0.0|3.31e-06|4907.0|3.78|-1467.440475|1071.03|252.67|479.99|-1467.20045|0.0403|-0.15885|4187.0|-0.2146699999999999|0.11|6.9586|6.9586
9_a15|0|0|0.0|0|0|0|1.419941378|-0.217598467|0.0|-0.042227775|1|0.096418279|-0.506073953|0.05688176|10.95880687|0.005692073|-0.295062413|1|0.85357243|0.7059441040000001|0.742680335|0|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|0.51257747|-1.400201879|85.14415759|0.4517825079999999|2392.3164920000004|-780.8954896|1689.926339|-8.88789863|0.48742253|5.485176331|0.8240935659999999|5375.400861|271.83655510000006|-435.5070329|31.09118831|-14.02896218|532.0914339999999|20.06953345|1.0|0.0|1.0|3.16|18.0|-7.57|4.95|61.84|2.0|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|0.0|1.0|1.0|5.63e-06|0.00206|1.53e-05|0.00562|0.0|0.0|9.86e-06|4.3447|3.7487|-1223.687392|1042.17|285.37|507.33|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|107.0|6.9706|6.9706
15b_a10|0|0|0.0|1|1|1|1.3438370730000002|-0.197213588|5.4161004020000005|0.024214591|2|-0.111812184|-0.149607679|-0.082365722|10.92966694|-0.058911857|-0.27395395|2|0.744213612|0.791078367|0.83320417|1|-0.046334564|-0.07358373|0.697099355|0.015973068|-31.76194123|-50.44100799|10.94939968|43.96642219|53.52386591|-0.024105015|-34.57687319|0.670236374|-1.398090862|62.53159836|0.414077981|2716.468606|-958.3791518|2603.829652|-11.32690674|0.329763626|6.6940006620000005|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|-233.3911134|766.4127559|12.09059037|1.0|1.0|1.0|3.61|21.0|-8.18|4.44|56.07|1.0|123.73|0.0|1.0|7.0|-4.35|31.0|5.0|-6.34|0.0|1.0|0.0|4.46e-05|0.0185|2.28e-05|0.00943|0.0|0.0|2.73e-06|5.7620000000000005|3.7625|-1317.736865|1231.3|215.17|587.53|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|85.0|7.0706|7.0706
IN1166_a11|0|0|3.433539068|0|0|0|1.429020445|-0.089778965|4.727387819|-0.008507023|2|0.018376555|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|-0.223618825|2|0.841211811|0.765593573|0.827254552|1|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|94.40543077|-0.031642539|-42.74230509|0.694302821|-1.6137695069999998|76.76995134|0.463497159|2865.055175|-1114.258549|2953.475057|-15.08551944|0.305697179|6.777827685|0.8639230290000001|6310.825439|211.0745642|-769.3614916|31.46783535|-268.3203251|676.2770877|14.86669859|1.0|1.0|1.0|3.51|27.0|-10.18|4.53|103.17|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|4.9857|3.2827|-1347.256659|1198.36|248.68|554.63|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|12.0|7.9318|7.9318
13e_a6|0|0|3.433539068|0|0|0|1.429020445|-0.089778965|4.727387819|-0.008507023|2|0.018376555|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|-0.223618825|2|0.841211811|0.765593573|0.827254552|1|-0.074242826|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|66.59852278|92.4587065|-0.032929004|-41.68507499|0.722530518|-1.679379203|75.42629799|0.4442079679999999|2868.489025|-1122.537689|3457.565879|-14.71237941|0.277469482|7.973429837999999|0.799234143|6147.8097210000005|185.4673146|-750.3313497|30.46313253|-297.4895642|676.2770877|13.06309302|1.0|1.0|1.0|3.51|27.0|-10.18|4.53|103.17|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|5.9885|3.2475|-1347.25954|1202.5|207.04|567.24|-1347.014564|0.0104|-0.1327|10.1884|-0.20804|12.0|7.9208|7.9208
18c_a22|0|0|0.0|1|0|0|1.194229067|-0.191807441|4.727387819|0.013131848|2|-0.044828537|-0.213698903|0.009519672|10.31286086|0.006275578|-0.143402172|2|0.7290394929999999|0.7669483559999999|0.8287956870000001|1|-0.057956428|-0.076388478|0.5003904610000001|0.019843706|-40.094865000000006|-52.84635017|13.72808419|30.63947336|47.68404831|-0.028825841|-36.55965924|0.682690024|-1.52776956|67.73280290000001|0.4777430589999999|3090.601885|-1056.927003|2574.178324|-13.79609783|0.317309976|7.332936064|0.914766316|7101.057047|219.5183688|-731.1931848999999|29.21094233|-252.7737494|779.8043336000001|14.88645273|1.0|1.0|1.0|3.56|27.0|-9.46|4.98|124.4|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|5.0|-6.63|0.0|0.0|1.0|1.6e-06|0.000739|7.98e-06|0.0036799999999999|0.0|0.0|1.58e-07|5655.0|3.7222|-1783.5397829999995|1249.84|219.25|583.88|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|26.0|7585.0|7585.0
9o_a24|0|0|2.9340792330000003|0|1|1|1.294229152|-0.064667223|4.59511985|-0.044044637|3|-0.087807028|-0.387865233|-0.097596429|10.94506726|-0.000236595|0.00294424|2|0.738419215|0.785672769|0.846075714|0|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|10.7072496|32.50178358|133.0106596|-0.032911684|-29.61546471|0.668046377|-1.678495905|66.24061038|0.4861134689999999|2892.333138|-971.8432428|1906.512273|-11.03321234|0.331953623|6.080741586|0.945954873|6697.297449000001|192.1999837|-562.6938294|28.52459128|-194.5965258|663.2688909|15.09096602|0.0|1.0|1.0|3.96|23.0|-7.91|4.36|92.79|1.0|120.73|0.0|1.0|6.0|-4.49|32.0|5.0|-6.83|0.0|0.0|0.0|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|0.0|0.0|5.23e-06|5.8802|4.2643|-1388.094657|1126.94|210.85|432.84|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|446.0|6.3507|6.3507
21_a12|0|0|0.0|0|1|1|0.609915045|0.04375233|4.59511985|-0.058516436|3|-0.213225401|-0.362168355|-0.01367083|10.31140747|-0.0546514309999999|-0.211367878|2|0.923855679|0.835359152|0.89838263|0|-0.068775342|-0.100098765|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|0.770818357|-1.401382713|59.10840872|0.473492395|2185.835701|-705.2078018999999|1080.052791|-9.338859985|0.229181643|5.891343219|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|-272.5639702|380.2468615|8.736422872|1.0|0.0|1.0|4.05|17.0|-6.78|2.25|78.41|0.0|98.16|0.0|1.0|3.0|-3.82|23.0|4.0|-6.45|0.0|0.0|1.0|0.00015|48.0|0.000173|0.0551|0.0|0.0|5.3200000000000006e-05|4.6851|3.9971|-1327.451966|893.17|264.64|397.31|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|22.0|7.6576|7.6576
