molecula|SddssS|SaaNH|NaasN|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|FPSA5|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
4f_a46|0.0|0.0|1|1|1.134637108|-0.2265364489999999|-0.001035775|5.587248657999999|2|0.045958333|-0.099507167|-0.053860324|0.012332859|-0.056114865|-0.115631645|1|-0.154986658|-0.079238184|-0.123416853|-0.150189733|2|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|0.008734825|-30.29079362|-36.60887321|7.730129301|0.065026794|35.27635517|-0.022035297|-19.85993046|2.570614463|56.50645576|0.759842275|-1.079729539|42.21890747|35.0293449|2103.214727|507.213176|-585.7419712999999|1563.375755|0.240157725|5.654067072999999|0.7382488140000001|130.2830519|0.010341277|538.4165208|1.0|1.0|1.0|3.88|17.0|-7.21|4.71|43.6|2.58|1.0|0.0|101.54|1.0|3.0|-4.38|-5.65|332.44|0.0|1.0|-4.58|0.0139|2.62e-05|3.77|2.04e-05|-0.02947|3.87|4548.0|-1033.528421|1020.33|272.61|0.1719|-1033.315821|0.1719|-0.19079|3.2783|0.02238723|3.7419|183.0|6.7375
3_a4|0.0|0.0|1|1|1.343866299|-0.241609351|-0.001141383|5.4161004020000005|2|0.033760684|-0.07806942|-0.0502208409999999|0.011825591|-0.010537082|0.050638298|1|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|0.010568144|-25.5405205|-31.92506825|12.23442244|0.080195284|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-0.985822953|39.38579676|30.67413075|2159.04913|446.8068266|-478.8760237|1602.411021|0.280312336|4.832514477|0.7560922609999999|136.1652785|0.015358792|409.0289917|1.0|1.0|1.0|2.99|21.0|-7.19|4.11|43.6|2.44|0.0|0.0|95.12|1.0|2.0|-3.7|-5.99|312.37|0.0|1.0|-4.26|0.0617|5.520000000000001e-05|3.12|2.03e-05|-0.04964|2.66|4.0639|-990.6149055|905.23|305.09|0.1415|-990.467184|0.0871|-0.17005|2681.0|0.024645265|3205.0|104.0|6983.0
4a_a46|0.0|0.0|1|1|1.13463711|-0.214093513|-0.001042349|5.587248657999999|2|0.0473245609999999|-0.137420119|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|1|-0.216904465|-0.082000707|-0.129430244|-0.143806973|2|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0.00935578|-28.50561609|-35.24319509|6.579492736000001|0.076041983|39.49069232|-0.022129285|-18.30276019|2.523263761|55.05332552|0.742626378|-1.017947119|41.15334508|33.36433008|2042.529911|479.8368017|-528.6479264|1427.844961|0.2573736219999999|5.613813876|0.751302315|133.66119809999998|0.011380391|480.9500663|1.0|1.0|1.0|3.76|17.0|-6.82|4.46|43.6|2.35|0.0|0.0|96.74|1.0|2.0|-3.93|-5.87|318.42|0.0|1.0|-4.31|0.0372|4.89e-05|3.34|4.86e-05|-0.02921|3.4|4.5454|-994.2146342|967.0|272.77|0.1694|-994.028172|0.1694|-0.19067|3.1825|0.022810825|3.7138|181.0|6.7423
9_a3|0.0|0.0|0|0|0.605017128|0.187952252|-0.007847313|4.727387819|1|0.034166667|-0.126542538|-0.298197887|-0.004918099|0.065373003|0.023606557|1|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0.007377805|-44.74600478|-39.28853824|223.4501605|0.15350225|72.17854599|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-1.336880133|43.50933802|48.21513485|2017.0704920000005|398.0331029|-628.6166118|1383.145159|0.1131403219999999|5.004834198999999|0.704792493|53.19989715|0.008976383|349.6957191|1.0|1.0|1.0|3.1|21.0|-7.26|4.62|80.04|2.42|1.0|0.0|92.69|1.0|2.0|-5.53|-5.21|303.38|0.0|0.0|-4.9|0.000899|1.25e-05|4.14|1.67e-05|-0.03999|3.28|3.7356|-1256.0634710000002|857.36|331.9|0.2069|-1255.9558029999998|0.1127|-0.15834|2.0863|0.0242342|2.6661|10965.0|4.96
11b_a31|0.0|3.248213341|0|1|0.610137403|0.078614731|-0.01950528|5.733341277|0|0.043380952|-0.078907688|-0.838727032|-0.014385937|-0.1488994619999999|-0.046362952|2|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0|0.834596039|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0.037758271|-80.0942166|-82.80602396|286.7721447|0.454541246|253.1028809|-0.044612791|-46.10900197|11.70737909|87.78853803|0.669723835|-1.784511651|100.3071755|101.1192111|2410.572158|303.7286124|-993.6722875|1756.711832|0.330276165|6.83089364|0.8986339170000001|183.9081702|0.0314298879999999|397.3137532|1.0|1.0|1.0|3.41|16.0|-5.45|3.25|125.57|0.79|1.0|0.0|92.51|2.0|5.0|-4.74|-6.73|357.38|0.0|0.0|-3.75|0.00649|0.000178|2.46|0.00128|-0.03574|4.07|3.8437|-1520.0430279999998|969.71|322.57|0.2634|-1519.909742|0.2634|-0.15936|3.2104|0.04215313|4.7518|0.53|6.2757
17d_a50|0.0|0.0|2|2|1.338814635|-0.152030219|-0.002166617|6.042632834|1|0.031990741|0.006071856|-0.140830095|0.012079|-0.136180713|-0.125540541|2|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|0.0152123589999999|-30.63468215|-48.40178147|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|7.31681784|86.38197811|0.75405703|-1.535398758|57.5414543|41.18485076|2824.70142|644.9008302|-1064.839192|2950.99157|0.24594297|6.996105516|0.8041037459999999|170.5678813|0.013178555|829.3813984|0.0|1.0|1.0|4.07|20.0|-7.07|4.29|51.77|2.71|2.0|0.0|133.19|1.0|6.0|-4.5|-6.25|424.54|0.0|1.0|-4.88|0.0135|1.31e-05|3.72|3.63e-05|-0.03251|3.41|4.0506|-1335.962757|1263.22|306.09|0.1819|-1335.649722|0.1819|-0.16716|5.6557|0.02625058|7.9942|74.0|7.1308
13e_a6|0.0|3.433539068|0|0|1.429020445|-0.089778965|-0.006882528|4.727387819|2|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|0.0183790889999999|-49.62570093|-62.36320497|66.59852278|0.138323399|92.4587065|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|-1.679379203|75.42629799|61.91072885|2868.489025|575.965487|-1122.537689|3457.565879|0.277469482|7.973429837999999|0.799234143|185.4673146|0.019543118|676.2770877|1.0|1.0|1.0|3.51|27.0|-10.18|4.53|103.17|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|-6.52|417.47|0.0|0.0|-4.78|0.00323|1.65e-05|3.27|2.75e-08|-0.07534|3.36|3.2475|-1347.25954|1202.5|381.78|0.8312|-1347.014564|0.0104|-0.1327|10.1884|0.03809808|13.2999|12.0|7.9208
16h_a32|0.0|3.340888605|0|0|0.609420754|0.217139852|-0.015656019|5.733341277|0|0.039958333|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|-0.022634676|3|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|0.02096013|-51.56009529|-77.17316899|70.02855767|0.200808492|127.5843068|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|0.7359051059999999|-1.821974989|90.15529448|64.87717961|2709.44587|507.7688359|-1157.597535|3282.554439|0.2640948939999999|6.710057805|0.850995852|167.7935207|0.020432929|573.3529948|1.0|1.0|1.0|3.61|19.0|-7.0|4.6|149.27|1.12|2.0|0.0|111.95|1.0|7.0|-6.48|-6.22|413.52|1.0|0.0|-4.75|0.000136|1.7800000000000002e-05|3.66|4.09e-05|-0.05028|4.54|3.6182|-1955.970762|1130.4|342.67|0.2914|-1955.772465|0.2914|-0.14972|3516.0|0.02818755|4.2275|9.0|8.0655
12ap_a36|0.0|3.4417292610000003|0|2|1.2970441659999998|-0.06398791|-0.007719624|5.351858133|2|0.042739018|0.066185994|-0.424579308|-0.000143196|-0.105824575|-0.042675894|1|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|-0.074596774|0.893689741|0.8212311840000001|0.0217479329999999|-54.21070432|-69.6632787|82.56761031|0.1694125169999999|111.1558165|-0.037473093|-45.7078307|9.36249036|0.0|0.737851886|-1.91112774|83.16347311|68.48007054|2843.18721|544.9693552|-1253.939017|2328.307856|0.262148114|8.766216204|0.86772056|172.00197649999998|0.020575639|642.3830552000001|1.0|1.0|0.0|4.78|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|1.0|5.0|-3.99|-7.08|406.44|0.0|0.0|-3.95|0.0412|0.000113|2.4|8.97e-05|-0.06084|2.98|3.8801|-1325.159466|1160.79|319.54|0.8819|-1324.95298|0.3982|-0.15704|7.0249|0.04039655|9.6512|32.0|7.4949
3b_a49|0.0|0.0|1|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|2|0.034155556|-0.090939066|-0.322592863|0.000607064|-0.010613212|0.00361222|1|-0.151131362|0.000511959|0.000850823|-0.405529602|2|0.794997634|0.021506499|0.006213385|0.845992028|0.749565191|0.013576151|-54.04959517|-51.77986692|325.6896751|0.250895642|153.4719941|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|0.656865946|-1.439043207|64.91785551|62.35407961|2660.339607|458.224537|-880.2577376|1796.6760370000002|0.3431340539999999|7.236413572000001|0.914182753|209.89391040000004|0.021477952|641.1445234|1.0|1.0|1.0|3.37|21.0|-7.58|3.2|98.72|1.25|1.0|0.0|116.94|1.0|6.0|-3.53|-7.42|398.46|0.0|0.0|-3.59|0.1169999999999999|0.000256|1.84|1.05e-05|-0.06115|3.4|3.8418|-1293.291817|1132.92|322.72|0.1978|-1293.048179|0.0759|-0.1587|3.0055|0.0368692|3.1637|25.0|7.6021
3t_a32|0.0|3.4477303|0|0|0.609420752|0.028840888|-0.006089333|5.733341277|0|0.03995614|0.028527045|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|0.049606573|-0.070331512|-0.122301673|-0.496165036|0|0.822076702|0.0466380209999999|-0.146047869|0.870628579|0.687253845|0.014242899|-50.65701113|-61.58101978|97.01046154|0.171323757|108.2086749|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|72.43498782|59.65287508|2530.60497|523.3947687|-800.5532571|2241.507646|0.315525518|8.107111779|0.929482453|199.2870037|0.017184783|582.0730423|1.0|1.0|1.0|3.58|19.0|-8.01|5.42|128.01|1.74|2.0|0.0|112.48|1.0|7.0|-6.48|-5.81|396.53|0.0|0.0|-4.93|0.00013|1.16e-05|4.09|3.91e-06|-0.05507|5.5|3.5487|-1864.678788|1129.24|349.38|0.2906|-1864.472646|0.2906|-0.14739|1.2641|0.03020622|2.7003|9.0|8.0458
4_a3|0.0|0.0|0|0|0.60501714|0.2122551539999999|-0.008561428|4.727387819|1|0.035345345|-0.08769805|-0.325334256|-0.008407895|0.057349653|0.0248526079999999|1|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.721302096|-0.028924747|0.041477445|0.785381728|0.628171026|0.008006786|-52.4583525|-46.9200748|235.6982345|0.25946603|123.350856|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|-1.381735991|51.71950126|56.26480013|2142.972568|352.05186289999995|-656.8810472|1548.626215|0.133023729|5.05182773|0.711897153|63.23984222|0.0100954959999999|347.9532383|1.0|1.0|1.0|2.94|21.0|-7.53|5.17|80.04|3.07|1.0|0.0|92.65|1.0|2.0|-5.69|-5.21|321.37|0.0|0.0|-5.09|0.00065|8.22e-06|4.3|9.48e-06|-0.0584299999999999|3.53|3.4771|-1355.303098|858.45|356.58|0.1776|-1355.192416|119.0|-0.14983|2.3542|0.02921941|3.1409|1259.0|5.9
15_a3|0.0|0.0|0|1|0.619596467|0.079167398|-0.006742751|4.727387819|3|0.045993266|-0.182934001|-0.289938297|-0.006419472|0.126641951|0.021805556|0|-0.325227172|-0.022386155|-0.039798975|-0.505519936|3|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|0.007901554|-47.26593592|-55.08588323|315.5421792|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|0.0|0.850327497|-1.50667999|60.30684851|51.31038923|2116.88728|398.6887321|-771.2023653|1433.713715|0.149672503|5.371119692000001|0.85723565|76.61068671|0.010200078|402.781061|1.0|1.0|1.0|4.12|16.0|-5.78|1.56|89.99|0.96|0.0|0.0|94.29|2.0|2.0|-2.77|-7.35|321.4|0.0|0.0|-3.02|547.0|0.000951|1.28|0.000535|-0.06319|2.33|3.7072|-1328.665275|916.07|334.44|0.4107|-1328.531138|0.0173|-0.1576|1.9539|0.0228507|2.3271|25.0|7.6021
14b_a23|0.0|0.0|2|0|1.197963628|0.065240838|-0.006248709|5.351858133|2|0.043538647|0.0519489729999999|-0.318684138|0.007671236|-0.0644978|-0.047410593|2|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|2|0.793551289|-0.00399443|-0.077808321|0.857184548|0.5935522360000001|0.020454632|-41.01458464|-53.44429544|40.76245006|0.153740341|99.66542762|-0.03508139|-34.64639496|8.596171261|84.36242964|0.774359705|-1.64882535|64.97993029|54.274732400000005|2943.803333|548.6057241000001|-1068.885909|2280.830615|0.225640295|7.833620016|0.821406493|146.2760938|0.01779446|599.5697147999999|0.0|1.0|1.0|3.42|26.0|-7.67|4.58|105.02|3.4|2.0|1.0|120.24|1.0|5.0|-5.58|-6.31|429.47|0.0|0.0|-5.11|0.00114|7.73e-06|3.68|9.18e-06|-0.07803|3.72|3706.0|-1729.139722|1142.37|334.55|0.3603|-1728.9300010000002|0.3603|-0.15064|6.8752|0.02188578|9.7544|4.0|8.3536
12x_a30|0.0|0.0|0|2|0.604984021|0.044575215|-0.006008579|5.351858133|2|0.043383838|-0.0606216429999999|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|1|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0.803183654|0.014757946|-47.48669555|-60.57208434|74.51844582|0.151155723|99.81775209|-0.035022402|-39.99960559|6.435648079|0.0|0.824674971|-1.926232129|68.52587215|57.2323071|2845.417984|560.5459455|-1272.013771|2374.777496|0.175325029|7.794822643|0.815160907|115.7782842|0.012044556|754.3941655|1.0|1.0|0.0|4.86|17.0|-7.38|3.23|81.65|3.25|2.0|0.0|137.21|1.0|5.0|-6.04|-5.64|426.54|0.0|0.0|-5.46|0.00039|3.48e-06|4.6|1.76e-05|-0.05093|4.45|3.4831|-1654.3784|1211.79|355.95|0.1517|-1654.1207|0.1517|-0.14783|4.3702|0.03136007|4.8197|22.0|7.6556
12b_a40|0.0|0.0|1|0|0.604989475|0.084915315|-0.004650218|5.4161004020000005|0|0.04020202|0.1744506639999999|-0.158107422|0.00779293|0.107454819|-0.1537981269999999|2|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|0.522580798|0.010845303|-37.05091872|-42.67442006|80.72126798|0.044352844|25.26281742|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|-1.048903063|48.54667776|43.22826564|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|0.979579799|81.54797734|0.010309671|370.3261123|0.0|1.0|0.0|3.26|20.0|-8.39|6.74|58.43|5.07|2.0|0.0|101.78|1.0|2.0|-7.71|-4.09|415.12|1.0|0.0|-7.11|8.09e-06|7.82e-08|6.68|1.7e-06|-0.08279|6.27|3407.0|-3016.9868100000003|960.94|363.91|306.0|-3016.927883|306.0|-0.14267|4.5528|0.01251873|6.3131|0.04|7.3979
15_a31|0.0|3.155574452|0|1|0.610137926|0.1893807519999999|-0.018913735|5.733341277|0|0.038809524|-0.0302581979999999|-0.775463115|-0.011797858|-0.070065105|-0.074455342|2|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0.038524836|-61.76522754|-70.00513464|141.1489667|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|10.88541717|514.6215199|0.641533577|-1.58037081|88.05886218|82.24348203|2351.566145|301.452236|-840.0616157|1675.977147|0.358466423|6.148947296|0.873235738|190.5463457|0.03396368|363.593507|0.0|1.0|1.0|3.31|16.0|-5.66|3.0|117.37|0.41|0.0|0.0|90.47|2.0|4.0|-4.28|-6.84|342.37|0.0|0.0|-3.57|18.0|0.000272|2.18|0.000749|-0.04192|3.9|4569.0|-1460.861851|925.93|271.36|348.0|-1460.736142|348.0|-0.15202|5.5793|0.03843988|7.5831|1.1|5.9586
12ba_a36|0.0|3.389685532|0|2|1.297043659|-0.090865777|-0.0075620109999999|5.351858133|2|0.040566449|0.087201747|-0.423472625|-0.002123045|0.003750685|-0.011949092|1|0.159880159|-0.091676619|-0.168084618|-0.410941182|1|0.8256014690000001|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0.0246090489999999|-56.0578808|-73.03464847|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-1.951382748|89.06670390000001|72.63670824|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|0.293104216|7.409667253999999|0.969665341|197.4608731|0.023797439|688.1986357999999|1.0|1.0|0.0|4.8|17.0|-6.72|1.63|116.78|0.74|1.0|0.0|133.18|1.0|5.0|-4.77|-7.04|431.45|0.0|0.0|-4.25|0.0072599999999999|5.65e-05|2.67|8.240000000000001e-05|-0.08446|2.79|3.0114|-1417.426327|1187.56|411.71|0.7436|-1417.187763|0.0009|-0.12587|3.1996|0.02839417|4.5448|21.0|7.6778
12ah_a36|0.0|3.456839001|0|2|1.297013411|-0.050415481|-0.007648622|5.351858133|2|0.043848238|0.078459408|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|0.133939811|-0.103922055|-0.177407665|-0.444563583|1|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0.0184777819999999|-49.0084977|-68.45222166|82.70705743|0.171594725|110.8777131|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|-1.906864035|80.02464883|60.9481085|2786.56479|535.2826672|-1232.13999|2334.380591|0.231093575|8.26712637|0.8802726820000001|149.3235124|0.017909528|629.5017194000001|1.0|1.0|0.0|4.73|17.0|-7.18|2.54|69.2|2.51|1.0|0.0|128.76|1.0|5.0|-4.44|-6.49|415.88|0.0|1.0|-4.59|0.0151|2.55e-05|3.31|2.77e-05|-0.05637|3.79|3.7792|-1692.512868|1148.39|328.07|0.6729|-1692.3109559999998|0.0485|-0.15434|5.4979|0.03300341|7.6265|11.0|7.9586
22_a4|0.0|0.0|1|1|1.399866564|-0.043165663|-0.006436201|5.4161004020000005|1|0.044357639|0.004808337|-0.257448045|0.004765062|-0.2078428719999999|-0.023072107|1|0.00771584|0.021636871|0.034720243|-0.3877007|1|0.7797803109999999|0.086940934|-0.037423832|0.8404413829999999|0.755510052|0.010702353|-45.61565825|-43.23011833|162.9809584|0.138796849|66.70156956|-0.036468635|-20.77508795|2.47167963|0.0|0.8444670409999999|-1.349339509|48.65880447|50.75888571|1950.173729|413.8681986|-648.451775|1477.437886|0.155532959|5.495481464|0.772804341|74.7444381|0.011296354|338.71903330000004|1.0|1.0|0.0|3.3|17.0|-5.24|3.54|50.94|2.09|0.0|0.0|87.12|2.0|2.0|-3.77|-5.91|289.33|0.0|1.0|-3.98|0.0497|0.000104|3.03|0.0016699999999999|-0.03046|3.38|4.0537|-934.240411|860.77|305.85|0.1675|-934.12356|0.1293|-0.16754|3.5548|0.030263407|5.4110000000000005|47.0|7.3279
12ay_a36|0.0|3.50559949|0|2|1.2970434|-0.05976542|-0.006733838|5.351858133|2|0.043383838|0.1012005419999999|-0.404030255|0.003676818|0.012286423|-0.06756661|1|0.1689021819999999|-0.101854847|-0.169994208|-0.438622276|1|0.78699829|-0.109624825|-0.111814717|0.833398429|0.857993338|0.018016934|-48.12939044|-64.13591431|126.7858133|0.170593592|110.578217|-0.035337546|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|74.29343346|59.80790901|2766.899844|537.618563|-1282.718286|3238.138932|0.221835195|6.466730436000001|0.828201506|143.79285900000002|0.015670425|729.1873176|1.0|1.0|0.0|4.96|17.0|-7.34|2.5|69.2|2.45|1.0|0.0|133.68|1.0|5.0|-4.54|-6.38|409.49|0.0|1.0|-4.6|0.0117|2.5e-05|3.41|1.86e-05|-0.0526|3.79|3.6561|-1311.547668|1184.45|339.12|0.2939|-1311.282556|0.1464|-0.15056|6.2579|0.02880431|9.1844|18.0|7.7447
4c_a49|0.0|0.0|1|1|1.343847672|-0.048954892|-0.0057600559999999|5.4161004020000005|2|0.03583878|-0.099764463|-0.339843311|0.001379959|-0.102999091|0.006194124|1|-0.163476035|-0.001005604|-0.001647802|-0.412652341|2|0.7796063109999999|-0.052237757|0.010868461|0.826523164|0.752601535|0.012079228|-56.5385923|-55.59622798|82.02101639|0.23840176|153.60017230000005|-0.029809452|-35.82016427|5.014223225|59.70585149|0.724053828|-1.639519861|66.77901229|64.32113331|2719.702873|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|0.898629005|177.78970959999998|0.0173567219999999|707.2397315000001|1.0|1.0|1.0|3.49|21.0|-7.97|3.19|98.72|1.47|1.0|0.0|120.43|1.0|7.0|-3.5|-7.53|412.49|0.0|0.0|-3.58|0.13|0.000265|1.81|4.4e-06|-0.0623299999999999|3.04|3.8067|-1332.607539|1199.04|325.7|0.2411|-1332.336755|0.0821|-0.15925|3.4931|0.03969431|4.9358|255.0|6.5935
14e_a25|0.0|0.0|1|0|1.4200152069999998|0.039261746|-0.008591251|4.727387819|2|0.0389622639999999|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|0.011176663|1|0.010976703|0.015497482|0.025802692|-0.50909623|2|0.776960216|-0.144369439|0.018432983|0.8322445820000001|0.6954126970000001|0.015024526|-73.99302943|-73.51338088|372.1805977|0.275949567|201.94039730000003|-0.038772226|-53.79722636|8.046143033|97.78313402|0.806446896|-2.2100168680000003|84.60373462|84.98800478|3126.080106|529.8614286999999|-1617.294379|2620.6698690000003|0.1935531039999999|8.459867391|0.966676175|141.642515|0.015154859|811.3237836|1.0|1.0|1.0|3.62|27.0|-9.14|4.02|115.79|1.69|1.0|0.0|134.35|1.0|7.0|-5.14|-6.96|462.5|0.0|0.0|-4.73|0.00337|1.86e-05|3.04|3.38e-07|-0.0538|6.51|3.9613|-1520.964156|1300.08|312.99|0.2409|-1520.701142|0.0007|-0.15787|5.3651|0.04875868|7.2625|75.0|7.1249
1i_a5|0.0|2.843224727|0|0|1.219028472|-0.145964178|-0.006494891|4.59511985|2|0.0253888889999999|0.018196138|-0.279280326|-0.0012491689999999|-0.174016111|-0.003198529|1|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0.513260607|0.008291428|-50.81756452|-46.82694838|201.1526326|0.112394438|62.64191946|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|-1.428316788|57.78921354|55.43870932|2482.831286|494.6981114|-796.0581225|942.1618767|0.240540403|7.314842247|0.8858245220000001|134.0627959|0.0196689|403.396385|1.0|1.0|1.0|2.83|23.0|-8.88|6.37|54.46|2.73|2.0|0.0|95.49|1.0|4.0|-4.79|-5.73|366.34|1.0|0.0|-4.97|0.00589|1.0800000000000002e-05|3.95|4.86e-07|-0.05729|3.58|4.3799|-1288.322373|957.58|283.08|0.7585|-1288.210207|0.0207|-0.17945|2.6336|0.03383899|2.8939|24.0|7.6198
12b_a5|0.0|0.0|0|2|1.189701783|-0.297319874|-0.001991527|4.59511985|3|0.0252713179999999|-0.021265946|-0.1214831359999999|0.0068803119999999|-0.119503073|-0.016614746|0|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|2|0.779793078|0.066588785|-0.033036296|0.819417554|0.8121510009999999|0.016556707|-41.76622313|-43.25430513|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|-1.165974822|59.53145615|52.20772716|2602.046823|521.9354031|-735.3231872|1071.500538|0.4696203889999999|8.398709622|0.924627734|296.16656780000005|0.025810077|727.8586176|0.0|1.0|1.0|4.05|18.0|-7.67|0.72|50.28|1.54|1.0|0.0|123.46|1.0|5.0|-2.3|-7.57|397.47|0.0|1.0|-3.45|2.0|0.000359|1.63|8.5e-06|-0.10395|2.24|1.4454|-1276.8943800000002|1149.51|857.76|0.2345|-1276.940335|0.0001|-0.06212|5.7174|0.03447919|8.2868|42.0|7.3768
12e_a30|0.0|0.0|0|2|0.604984231|-0.0026669809999999|-0.0077937519999999|5.351858133|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|-0.055954785|1|-0.018475151|-0.089279071|-0.154412059|-0.417089226|1|0.8246767140000001|0.002248768|-0.097868612|0.876441789|0.7933543279999999|0.024254701|-52.50202674|-65.04681137|106.2790684|0.183296295|121.5880081|-0.035153347|-43.14823836|10.6725953|0.0|0.7071208529999999|-1.863127413|80.10232244|68.59117243|2920.484542|541.7533217|-1235.889416|2392.685958|0.292879147|8.069355055|0.8767337279999999|194.2788429|0.022696477|704.0353382000001|1.0|1.0|1.0|4.72|17.0|-6.74|2.63|90.88|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|-6.19|428.51|0.0|0.0|-4.93|0.00154|1.19e-05|3.84|7.87e-05|-0.05044|3.58|3.4747|-1690.2687170000002|1201.05|356.82|0.2055|-1690.030824|151.0|-0.1476|5551.0|0.03344515|6.1598|11.0|7.9431
