molecula|SddssS|SaaNH|NaasN|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|FPSA5|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
18a_a22|0.0|0.0|1|0|1.194229718|-0.197348157|-0.003488994|4.727387819|2|0.038167849|0.033735832|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.722009212|0.01713283|-34.36220678|-51.6464295|29.59800426|0.073464296|49.84469832|-0.029276847|-35.04152115|7.887046626|18.5219848|0.710467198|-1.5223960559999998|64.80092090000001|45.98663929|2898.068989|628.6440468999999|-1032.92859|2213.859172|0.289532802|7.037677899|0.950859191|196.4447473|0.0193879289999999|730.9420477000001|1.0|1.0|1.0|3.49|27.0|-9.4|5.11|100.61|2.13|2.0|1.0|131.64|1.0|6.0|-5.59|-6.28|436.53|0.0|0.0|-5.16|0.00113|6.98e-06|3.78|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.2957760000002|1211.84|355.95|0.3174|-1691.036502|0.0354|-0.1408|3851.0|0.01932946|5.3946|13.0|7.8861
12a_a40|0.0|0.0|1|0|0.604990853|0.021610099|-0.00431394|5.4161004020000005|0|0.036587302|0.17758258|-0.14667395|0.01039129|0.100414476|-0.226763788|2|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|0.011766311|-32.81611621|-38.17175304|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|43.65970865|38.81741016|2185.594734|479.8867095|-534.4045424999999|600.1247016|0.14863036|7.563170499|0.908597808|75.8074911|0.010759845|323.26151960000004|1.0|0.0|0.0|3.2|20.0|-7.21|5.43|58.43|4.34|1.0|0.0|91.76|1.0|2.0|-6.41|-4.56|346.23|0.0|1.0|-5.95|0.000134|1.13e-06|5.43|2.13e-05|-0.08015|5.01|3.0966|-2097.8163050000003|875.15|400.39|0.3701|-2097.7296100000003|0.3701|-0.12895|2491.0|0.0104658999999999|3.8054|1778.0|5.7501
8g_a12|0.0|2.897921027|0|1|1.28383574|0.10205033|-0.0084227909999999|4.59511985|2|0.038347953|-0.038463841|-0.40429396|0.005898773|-0.094550033|-0.040257632|1|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|0.008910823|-42.39297373|-57.6443411|84.95000993|0.142374631|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|61.99654413|47.30807670000001|2506.427441|473.055878|-1037.59814|1356.883205|0.09833304|6.882798206|0.864880588|54.23932676|0.007890315|480.0590283|0.0|1.0|1.0|4.07|21.0|-8.0|2.07|78.85|2.89|1.0|0.0|109.93|1.0|3.0|-4.38|-6.28|353.38|0.0|0.0|-4.34|0.0146|4.61e-05|3.06|3.53e-06|-0.06432|3.68|3731.0|-1154.281986|989.66|332.31|0.3786|-1154.121362|0.1601|-0.1520099999999999|2.9986|0.03954539|4.2131|3715.0|5.43
1d_a5|0.0|2.79978458|0|0|1.217311475|-0.133500214|-0.006252818|4.59511985|2|0.030074074|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.513260607|0.007937625|-47.76176205|-46.58221594|204.4506579|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|2.317281143|0.0|0.770504115|-1.465632167|56.83734591|52.05055075|2481.822293|484.3911442|-791.897671|1172.890724|0.229495885|6.116537519|0.89062437|123.9992274|0.018980039|403.396385|1.0|1.0|1.0|2.92|23.0|-8.88|6.37|54.46|2.73|2.0|0.0|95.49|1.0|4.0|-4.79|-5.73|366.34|1.0|0.0|-4.97|0.00589|1.0800000000000002e-05|3.95|4.86e-07|-0.04528|3.58|4.6112|-1288.306458|951.63|268.88|0.2805|-1288.201219|0.0982|-0.18991|3.7798|0.03392008|5.3765|9333.0|5.03
9_a4|0.0|0.0|1|1|1.300485838|-0.211556011|-0.00136737|5.4161004020000005|2|0.040449735|-0.019160308|-0.064266379|0.010709527|-0.091393763|-0.0454860859999999|1|-0.030976753|-0.0475186259999999|-0.076824065|-0.172904817|2|0.801082857|-0.151437311|-0.072130166|0.861113198|0.58669472|0.009037784|-28.63837014|-37.85762102|13.6577411|0.062897208|34.22811902|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|43.71760622|33.55665428|2359.945586|509.9632679|-605.7219363|2012.840082|0.207109566|5.744374392999999|0.777625327|112.7072422|0.010768243|489.7528555|1.0|1.0|1.0|3.18|21.0|-8.16|5.07|43.6|3.15|2.0|0.0|105.09|1.0|2.0|-4.76|-5.56|360.84|0.0|1.0|-5.15|0.0062299999999999|7.06e-06|4.14|2.49e-06|-0.05256|3.87|4.0137|-1489.533032|999.93|308.91|0.1217|-1489.36688|0.0584|-0.16948|4.4343|0.02116575|5.4739|48.0|7.3188
12_a1|0.0|3.3894574360000003|0|1|1.430936075|-0.0455890429999999|-0.011221829|5.351858133|1|0.036382114|0.076867966|-0.516204114|-0.0038943009999999|-0.0811332759999999|-0.051772288|1|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.749817035|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0.033770552|-55.99493147|-60.78517756|133.6600817|0.234878615|136.3310784|-0.039894864|-35.28166588|11.37734536|477.1158679|0.724666653|-1.675584287|74.99749378|75.59644237|2592.245875|444.1009824|-972.562841|1825.150911|0.275333347|7.679719277999999|0.867391557|159.81230209999998|0.024485753|473.040639|1.0|1.0|1.0|3.29|23.0|-8.2|4.41|83.82|1.67|2.0|0.0|103.47|1.0|3.0|-4.98|-6.02|366.37|0.0|0.0|-4.75|0.00379|1.77e-05|3.54|2.3e-06|-0.07042|3.67|3.1744|-1216.099134|1018.84|390.57|0.5867|-1215.922313|0.2821|-0.12874|7.7454|0.0296752|10.1801|2.95|5.5302
15b_a50|0.0|0.0|2|1|1.353059441|-0.144363623|-0.0045393|5.82008293|1|0.032843915|-0.103807905|-0.22696498|0.004641091|-0.06083723|-0.124047802|2|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|0.764606364|0.020083792|-47.20879251|-46.13641893|274.85729960000003|0.179086516|102.3838797|-0.028069672|-26.37622116|6.564219549|0.0|0.639017342|-1.291204916|60.03646705|58.69070955|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|0.3609826579999999|6.89125222|0.919348867|206.3740238|0.024313507|510.3677388|1.0|1.0|1.0|3.56|20.0|-5.72|3.26|68.76|1.66|1.0|0.0|105.46|2.0|5.0|-3.18|-6.98|357.41|0.0|1.0|-3.6|0.2339999999999999|0.000249|2.11|0.000687|-0.0333399999999999|2.08|4.0561|-1160.463663|1035.3|305.67|0.1796|-1160.275856|0.1796|-0.16737|6.9054|0.03528279|9.3788|79.0|7.1024
12e_a31|0.0|3.483599061|0|1|0.610134116|0.052663358|-0.011519192|5.733341277|0|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|-0.015755876|2|0.01824365|-0.08867626|-0.142921555|-0.543945776|0|0.7761616020000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0.02665413|-68.32948993|-79.96257188|166.1479229|0.2784732339999999|202.5115275|-0.036652129|-58.15044546|14.09603901|595.9853231000001|0.725120432|-2.089171358|95.1187282|87.71292755|3040.353774|524.7092721|-1519.288866|1899.851187|0.274879568|10.24381236|0.904247004|199.8981394|0.020841203|798.7285626|1.0|1.0|1.0|3.87|22.0|-9.31|5.4|117.37|2.21|3.0|0.0|129.38|1.0|9.0|-6.66|-5.93|460.55|0.0|0.0|-5.42|9.96e-05|3.83e-06|4.48|2.27e-07|-0.03445|6.33|3.8391|-1809.85374|1308.13|322.95|0.3831|-1809.581226|0.2627|-0.15934|2.6024|0.04614662|3.4818|0.17|6.7696
8j_a46|0.0|0.0|1|1|1.160371125|-0.13040237|-0.0017688329999999|5.533389489|2|0.043903904|-0.129276363|-0.081366324|0.011852046|-0.174853546|-0.053618988|1|-0.204674804|-0.084266433|-0.133413527|-0.229679821|2|0.789844634|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0.008672342|-29.38737046|-37.04976799|7.723448142|0.065351579|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|64.83187221|0.822112519|-1.103544698|41.80044861|34.04593326|2121.846387|502.0694817|-592.7962878|1888.679875|0.177887481|5.617748211|0.747636856|95.55665364|0.008843828|453.1959065|1.0|1.0|1.0|3.23|17.0|-7.26|4.55|43.6|2.62|1.0|1.0|96.94|1.0|2.0|-4.59|-5.55|338.83|0.0|1.0|-4.83|0.00878|1.47e-05|3.97|1.85e-05|-0.04068|3.78|4.4107|-1414.50743|978.4|281.1|0.1728|-1414.349865|0.1427|-0.18531|5.2361|0.02408052|6.4463|1228.0|5.9108
14o_a23|0.0|0.0|2|0|1.197958066|0.18835477|-0.014680137|5.351858133|2|0.046090147|0.135737344|-0.807407518|-0.002390707|-0.029012777|-0.049105045|2|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.802854174|0.000891427|-0.072078004|0.861597051|0.575188253|0.018054548|-51.49843925|-66.92857564|110.3941788|0.0959220569999999|68.19627862|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|0.800301554|-2.165196042|80.64694246|64.33441296|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|0.958697036|141.97663490000002|0.019295686|676.4530574|0.0|0.0|1.0|3.55|26.0|-7.95|6.18|114.25|3.04|2.0|1.0|126.97|1.0|7.0|-6.89|-5.94|495.48|1.0|0.0|-6.0|6.38e-05|1e-06|4.76|5.57e-06|-0.08059|5.17|3.6989|-2042.161288|1236.72|335.19|385.0|-2041.934645|385.0|-0.1517|5.9294|0.02299729|8.3591|3.0|8.4815
14n_a23|0.0|0.0|2|0|1.197963531|0.009802461|-0.0068536419999999|5.351858133|2|0.045165485|0.079559363|-0.376950283|0.010561248|-0.049694913|-0.059870135|2|0.144230149|-0.110069159|-0.199540201|-0.404569286|2|0.802854174|0.219354173|-0.099694124|0.861597051|0.71381683|0.027028617|-39.82324087|-55.70499288|97.93357279|0.10672565|72.12361433|-0.032325501|-37.64460956|12.34358104|97.39429807|0.6868205409999999|-1.648600566|72.09248208|58.08878013|3014.591033|603.6615822000001|-1114.099858|2195.877777|0.313179459|8.662092555|0.885393105|211.642042|0.0242495529999999|683.7405759|0.0|1.0|1.0|3.53|26.0|-7.51|4.03|114.25|2.72|2.0|1.0|126.78|1.0|6.0|-5.63|-6.47|441.51|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|3.55|1.3699999999999998e-05|-0.06951|3.23|3.4217|-1744.42791|1209.95|362.35|0.4229|-1744.1828670000002|0.4229|-0.1382|5.2196|0.02300614|7.2975|1.0|9.2441
3e_a32|0.0|3.501917045|0|0|0.609420788|0.015619823|-0.006553709|5.733341277|0|0.044949495|-0.057366352|-0.275255791|0.000655875|-0.114649277|-0.080731823|3|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.77923808|0.0124235339999999|-39.56206964|-53.92151824|47.09895162|0.131830389|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|60.86894767|46.25723848|2212.661182|467.865447|-647.0582188|1732.3689949999998|0.224744634|5.863649531|0.822602107|121.1171726|0.012891628|421.3548777|1.0|1.0|1.0|3.33|19.0|-6.92|5.24|110.94|1.94|1.0|0.0|97.86|1.0|3.0|-6.52|-5.2|340.47|0.0|0.0|-5.18|0.000103|6.6e-06|4.47|4.13e-05|-0.0534399999999999|3.52|3.5589|-1672.722302|956.67|348.38|0.2914|-1672.576776|0.2914|-0.14754|3.4537|0.02588637|5.6928|8.0|8.0862
19k_a38|0.0|3.218103741|0|2|1.297042875|0.0100827|-0.011877064|5.351858133|2|0.0445691609999999|0.098947776|-0.6888696990000001|-0.011156837|0.016990252|-0.0184136539999999|1|0.208892195|-0.060668296|-0.128079012|-0.51857087|1|0.853092207|0.04833864|-0.029357143|0.908591797|0.730686013|0.0232707939999999|-71.54314527|-80.54577161|157.4834779|0.341299943|216.567059|-0.044662847|-51.10918191|9.369654226|116.0039747|0.75964689|-2.411793744|94.38036132|86.30929885|3055.355167|417.968819|-1530.369661|2929.493496|0.24035311|6.744851799999999|0.911726848|152.51267140000002|0.021802691|686.8472757999999|0.0|1.0|0.0|4.89|17.0|-6.41|1.65|124.32|1.65|1.0|0.0|133.79|1.0|6.0|-3.87|-7.84|444.46|0.0|0.0|-3.62|0.0594|0.0002399999999999|1.65|0.000175|-0.05534|4.13|3.5378|-1500.852284|1172.22|350.45|0.2038|-1500.618667|0.1156|-0.14568|9.1508|0.04615409|12.5022|11.0|7.9666
18d_a30|0.0|0.0|0|2|0.6049874|0.041146136|-0.0072724869999999|5.351858133|2|0.040899471|-0.071608958|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.815003426|-0.001699165|-0.149451598|0.870930234|0.64876559|0.017843227|-49.44608411|-65.3088221|78.23108693|0.196719738|124.5022473|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|75.80070349|60.73891035|2848.574353|508.389239|-1175.558798|2894.162522|0.216715605|7.063141946|0.797831306|137.15746130000002|0.016577694|618.6004214|1.0|1.0|0.0|4.75|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|-6.02|416.47|0.0|0.0|-5.01|0.00171|9.71e-06|3.97|5.260000000000001e-05|-0.05506|4.07|3.4682|-1674.987709|1129.46|357.49|0.3856|-1674.785879|0.3788|-0.14167|5.0115|0.03258724|6.2946|21.0|7.6737
12q_a30|0.0|0.0|0|2|0.60498366|0.144208934|-0.015322396|5.351858133|2|0.0438779959999999|-0.016509571|-0.873376576|-0.00695299|0.004165554|-0.021542639|1|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.816138015|0.01661722|-0.032887649|0.867367115|0.593245722|0.014790072|-59.52322773|-78.7683329|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|90.06607753|69.60189582|3305.289025|576.3319634|-1654.134991|2844.418547|0.179359278|7.346842839|0.900207238|122.2240555|0.016579022|696.6414817000001|1.0|1.0|0.0|4.73|17.0|-7.18|4.78|90.88|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|-5.66|482.48|0.0|0.0|-5.92|9.63e-05|1.2e-06|5.05|3.19e-05|-0.05105|5.52|3.4834|-1987.999444|1214.92|355.93|0.1817|-1987.781386|0.1515|-0.14792|5.5755|0.03408298|6.821000000000001|36.0|7.4449
7a_a8|0.0|3.1730222510000003|1|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|1|0.041123188|-0.017706371|-0.482688615|0.000736369|0.004607684|-0.019054799|1|-0.02923588|-0.019499132|-0.032195997|-0.412963751|1|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0.035405618|-60.00793116|-59.83546383|145.3710976|0.281589625|165.38046830000002|-0.042647654|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|75.4573633|80.80201312|2715.360649|421.9297638000001|-1077.038349|1702.719465|0.266115601|7.699041907000001|0.914283468|156.2924154|0.0265990589999999|488.0169522|0.0|1.0|1.0|3.34|23.0|-7.27|3.49|92.93|2.01|1.0|0.0|105.83|1.0|3.0|-4.86|-6.33|382.37|0.0|0.0|-4.64|0.00522|2.29e-05|3.24|2.05e-05|-0.07616|5.2|3.0704|-1291.287017|1031.61|403.8|315.0|-1291.10235|0.1575|-0.12889|9.9646|0.0269461|12.8748|24.73|4.6068
21b_a23|0.0|0.0|2|0|1.197963051|0.094654108|-0.005936474|5.4161004020000005|2|0.042455556|0.057405955|-0.326506055|0.01055698|-0.103470358|-0.0490623259999999|2|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7717839409999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|0.014481931|-41.81114831|-58.25915868|41.6766724|0.0692712809999999|48.56114386|-0.034219814|-40.84133198|7.117014296|86.65837165|0.812334718|-1.745210489|67.68046598|51.9633947|3074.083057|652.4673795|-1223.442332|2531.041828|0.187665282|8.773746105|0.846591917|131.5587155|0.013439264|712.6737861|0.0|1.0|1.0|3.59|26.0|-7.84|4.2|128.81|2.6|2.0|1.0|129.97|1.0|5.0|-6.1|-6.42|450.52|0.0|0.0|-5.22|0.000361|6.06e-06|3.7|6.45e-06|-0.08401|3.57|3.6237|-1761.4722969999998|1247.38|342.15|0.2607|-1761.230923|0.2333|-0.15033|9.5312|0.02657688|13.2567|85.0|7.0691
5_a15|0.0|0.0|0|0|1.419941043|-0.222657379|-0.008878343|0.0|2|0.035982906|0.0729170329999999|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.704479781|0.092692253|0.020920163|0.74438723|0.7950674740000001|0.032616864|-45.57134103|-73.61131563|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|0.5089899720000001|-1.583914356|100.6631306|69.82487767|2940.77098|649.9369163|-1177.78105|2179.757502|0.491010028|7.795174584|0.946094849|365.1095806|0.036380071|779.0599798999999|1.0|1.0|1.0|3.79|24.0|-9.65|6.01|74.73|2.0|3.0|0.0|127.97|1.0|8.0|-6.16|-5.55|443.49|1.0|0.0|-5.66|0.000304|2.18e-06|4.86|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.779775|1272.84|341.96|291.0|-1470.487858|0.0199|-0.14839|4.3576|0.03640044|6.35|13.0|7.8861
8_a20 (IN-1130)|0.0|3.443195704|0|0|1.400923668|0.063195236|-0.009430196|4.727387819|2|0.0396875|0.1728459339999999|-0.528090969|-0.006620594|-0.019554464|-0.0574882679999999|1|0.293415753|-0.049177437|-0.083481481|-0.573278819|2|0.760688473|-0.1221465319999999|-0.0957193819999999|0.817914963|0.7741509329999999|0.0158089389999999|-63.72828772|-64.75689362|336.574332|0.272572869|180.4986934|-0.035730972|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-1.858010535|77.31081766|74.19702161|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|0.251893628|8.005662608|0.932362084|166.8048285|0.018957805|684.5377542|1.0|1.0|1.0|3.49|27.0|-9.63|4.08|110.44|1.33|1.0|0.0|122.86|1.0|5.0|-4.85|-6.83|420.47|0.0|0.0|-4.55|0.00596|2.82e-05|2.87|9.86e-08|-0.07014|4.53|3.2329|-1368.372708|1192.01|383.5|0.3782|-1368.118751|0.1361|-0.13622|3803.0|0.04004011|5.4751|36.0|7.4437
16c_a32|0.0|3.329674745|0|0|0.6094207629999999|0.191088217|-0.01639019|5.733341277|0|0.03995614|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.764217655|0.025791147|-53.00702241|-71.59058881|102.2022233|0.226956794|135.41296|-0.038178095|-42.71426897|9.181311842|37.0285246|0.6846367059999999|-1.679836163|86.97970500000001|68.39521789|2649.168528|461.2334662|-1002.268243|3143.196853|0.3153632939999999|6.313526111|0.8653137670000001|188.1603823|0.02579269|513.9156315|1.0|1.0|1.0|3.5|19.0|-6.99|4.21|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|-6.44|399.49|1.0|0.0|-4.41|0.000366|3.89e-05|3.23|4.13e-05|-0.0505|4.12|3.6264|-1916.651132|1069.28|341.89|0.2955|-1916.478107|0.2955|-0.14997|4.0551|0.02806787|5.3459|5.0|8.3468
16i_a32|0.0|3.352437091|0|0|0.6094207429999999|0.175604846|-0.0146198339999999|5.733341277|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.003511776|-0.104899053|0.006037736|3|-0.098841478|-0.120440534|-0.211019184|-0.700853898|0|0.836966894|0.134577711|0.009897928|0.8829894|0.761506727|0.022335011|-56.03343427|-75.01027196|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|9.540239197|32.3175507|0.718964113|-1.836344582|88.80827938|70.6307405|2770.767996|523.8261846|-1200.164351|3450.514629|0.281035887|6.848009314|0.836873682|183.6742715|0.021112022|636.0251562999999|1.0|1.0|1.0|3.75|19.0|-7.4|4.85|149.27|1.34|3.0|0.0|116.75|1.0|8.0|-7.03|-5.93|427.54|1.0|0.0|-5.09|3.96e-05|8.18e-06|4.19|1.7100000000000002e-05|-0.05044|4.99|3.6176|-1995.279632|1175.51|342.72|0.2857|-1995.055356|0.2857|-0.14976|3353.0|0.02810109|4.0568|6.0|8.2596
7_a1|0.0|0.0|1|2|1.348826331|-0.055291895|-0.010040172|5.777652323|1|0.035718954|-0.048878707|-0.421687222|0.0021597079999999|-0.07233584|-0.024096172|1|-0.077833285|-0.245732751|-0.391298966|-0.441054548|1|0.801577133|-0.048198584|-0.042175602|0.862051935|0.729621031|0.035937867|-40.16416679|-47.35863598|111.9204437|0.289040847|139.2595474|-0.031040669|-22.81733634|8.342261787|404.7836105|0.603382856|-1.179545431|61.72628137|57.47898976|2150.215999|342.53930230000003|-568.3036318|1466.924404|0.396617144|5.07667644|0.827584457|191.0896839|0.029820838|351.4191817|0.0|1.0|1.0|3.09|17.0|-5.64|3.29|49.17|1.6|0.0|0.0|85.88|2.0|2.0|-3.16|-6.4|305.33|0.0|1.0|-3.71|213.0|0.000195|2.48|0.000698|-0.02433|2.76|4.0504|-1009.48087|864.85|306.1|0.2961|-1009.350293|0.2961|-0.16734|4575.0|0.02860499|6.5936|0.46|6.3372
4n_a46|0.0|0.0|1|1|1.13463699|-0.061148449|-0.004696854|5.587248657999999|0|0.045335917|-0.2264394139999999|-0.234842682|0.004988019|-0.144852516|-0.064683066|1|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|0.008424451|-56.80797266|-47.16810275|172.8490949|0.096854593|53.22165035|-0.031047837|-25.91889741|2.543769935|0.0|0.863203663|-1.459248362|51.4039205|61.43721285|2195.786424|496.2788787|-801.8577467|2116.313581|0.136796337|5.666371466|0.750996215|75.1696593|0.0077084869999999|525.8291956999999|1.0|1.0|1.0|3.75|17.0|-6.67|4.94|61.84|2.99|1.0|0.0|102.92|1.0|2.0|-5.43|-5.26|343.42|0.0|1.0|-5.1|0.00129|7.95e-06|4.41|7.340000000000001e-05|-0.04044|4.57|3953.0|-1090.302556|1011.66|313.65|253.0|-1090.098769|0.0711|-0.16641|6.2318|0.04131598|8773.0|5194.0|5.2845
11g_a5|0.0|2.9590700880000003|1|0|1.388236041|-0.204002571|-0.004593347|5.209486153|2|0.020943152|-0.083337229|-0.252634073|0.00599982|-0.137618073|-0.007175378|2|-0.14133011|-0.137739838|-0.233590516|-0.267507083|2|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0.73551511|0.023215707|-44.19305139|-50.16001519|68.77977167|0.1620562619999999|106.4990972|-0.025442296|-32.96383785|10.02633335|0.0|0.543581314|-1.297557078|71.21847290000001|59.4498014|2823.738452|550.6745046|-852.7202582999998|935.4227938|0.456418686|9.342496899|0.944734523|299.94631180000005|0.03204398|648.1198739|1.0|1.0|1.0|3.17|28.0|-9.04|4.48|81.51|1.06|1.0|0.0|118.35|1.0|7.0|-4.12|-6.84|408.46|0.0|0.0|-4.31|0.0312|4.88e-05|2.75|3.770000000000001e-07|-0.04322|2.3|4.2083|-1330.144218|1180.25|294.62|0.4609|-1329.927772|0.2403|-0.1714|3.2282|0.04557484|4314.0|0.03|7.5229
14a_a10|0.0|0.0|1|2|1.3438495730000002|-0.2090476269999999|-0.002047597|5.4161004020000005|3|0.035660377|0.027446544|-0.147427016|0.011509975|-0.045759336|-0.00421565|1|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.740051323|0.0135610389999999|-32.23041637|-51.23835032|67.52851799|0.088450549|64.18371923|-0.018970051|-37.18086445|7.140714112|134.15514270000003|0.542015878|-1.270993412|67.14248252|42.07091945|3075.550631|661.4615097|-922.2903058|1774.8853399999998|0.457984122|10.0292632|0.8833450959999999|332.3339934|0.0219172279999999|1003.968547|0.0|1.0|1.0|3.98|21.0|-8.18|3.36|59.31|1.94|1.0|0.0|146.76|1.0|7.0|-4.21|-6.82|468.59|0.0|1.0|-4.8|0.0288|1.58e-05|3.29|3.07e-06|-46.0|2.25|3802.0|-1489.803158|1380.89|326.1|0.2835|-1489.42155|0.0005|0.2422099999999999|3.1205|-0.14757681|4.8004|74.0|7.1308
12k_a36|0.0|3.483171769|0|2|1.297043952|-0.076124222|-0.0071232019999999|5.351858133|2|0.039061728|0.096315593|-0.413145744|0.002782748|0.003690005|-0.058284869|1|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|0.018067063|-49.87227128|-67.14870046|46.79001927|0.157229536|103.5614526|-0.037758075|-44.22843899|7.838185977999999|0.0|0.7806817009999999|-2.038936068|78.24529096|61.7723974|2792.202559|555.1026569|-1342.974009|2294.707886|0.219318299|7.241602627000001|0.919048073|144.457092|0.016847116|698.847203|1.0|1.0|0.0|4.89|17.0|-7.01|2.42|69.2|2.38|1.0|0.0|133.84|1.0|6.0|-4.58|-6.34|407.47|0.0|1.0|-4.55|0.0106|2.82e-05|3.45|3.94e-05|-0.0497|3.83|3.6631|-1310.312649|1186.08|338.46|0.3116|-1310.072976|0.0908|-0.15053|5.7818|0.03274587|7.3988|14.0|7.8539
