molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|MATS7i|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
3b_a32|0.0|1|1|3.3653429710000005|0|7.758333467000001|0.609420808|0.0|0.046791596|-0.007388108|-0.0411430079999999|-0.1113575119999999|0.10614163|3|0.00020567|-0.078754696|-0.536470812|0|0.833920105|0.800396027|0.167519182|0.866250192|0.7725667079999999|1|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|-49.22963237|74.63320519|0.159260619|-17.58323784|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|0.0154889019999999|708.6845618|323.0421997|1.0|1.0|1.0|1.0|1.0|2.57|0.13|-6.5|6.25|4.43|1.45|1.0|0.0|88.24|0.0|1.0|2.0|-5.73|21.0|3.0|312.41|0.0|0.0|1.0|3.68|-4.65|0.0005809999999999|2.23e-05|3.71|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|3.5545|348.81|0.2905|348.81|396.83|0.70257|0.70257|-1594.0008779999998|-0.1474099999999999|3.5719|-0.20137|-1594.049677|8.2366
14ab_a23|0.0|0|1|0.0|2|7.423568444|1.197962873|3.4171257980000003|0.065530542|-0.0050415|0.021287386|0.010803172|-0.03821899|2|0.012103325|0.038241896|-0.449699921|2|0.725358161|0.75434493|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|-0.051974369|-0.076243539|0.20155691|-52.21744789|40.23721489|0.07577767|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|2332.352369|-14.84482393|0.202162933|7.83369055|14.76864227|6654.62616|138.4567483|0.013710439|1439.872753|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.82|0.12|-8.16|4.4|4.63|3.45|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|439.54|0.0|0.0|0.0|4.12|-5.55|0.000259|2.81e-06|4.31|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|338.88|0.3893|338.88|595.23|0.66532|0.66532|-1708.277193|-0.14778|5.9624|-0.21924|-1708.3414239999995|8.4012
12ah_a36|0.0|1|0|3.456839001|0|7.412764017000001|1.297013411|0.0|-0.050415481|-0.007648622|0.078459408|-0.083956827|-0.050147748|1|0.0010871589999999|0.133939811|-0.444563583|1|0.8941919290000001|0.835013502|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|-68.45222166|82.70705743|0.171594725|-31.66734951|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|-15.92320089|0.231093575|8.26712637|15.54445187|6015.129321|149.3235124|0.017909528|1602.457659|629.5017194000001|0.0|0.0|1.0|0.0|2.0|0.0|0.14|-7.18|3.35|2.54|2.51|1.0|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|415.88|0.0|1.0|1.0|2.34|-4.59|0.0151|2.55e-05|3.31|0.0|6.65e-08|2.77e-05|-0.05637|5.2259|3.79|3.7792|328.07|0.6729|237.25|532.36|0.40051|0.6970000000000001|-1692.3109559999998|-0.15434|5.4979|-0.2107099999999999|-1692.369929|7.9586
16_a47|0.0|1|1|2.890539668|0|6.605297921|1.417579067|0.0|-0.134455235|-0.0056780519999999|-0.08282926|0.001426202|0.0506476009999999|1|-0.004153659|-0.236994128|-0.3379683979999999|2|0.591929006|0.812131575|0.081171071|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|-48.19609034|63.13219447|0.308139547|-25.03540372|-17.75645434|57.9827944|0.473257697|2315.178558|358.566882|-674.7452647999999|833.8646097|-9.202544293|0.302070079|6.855429069|13.01476838|4952.972679|156.55227280000005|0.0234786339999999|966.7808252999998|357.35851410000004|1.0|0.0|1.0|1.0|2.0|1.95|0.06|-8.17|4.47|5.19|2.72|0.0|0.0|91.55|0.0|1.0|3.0|-4.34|25.0|5.0|337.33|0.0|0.0|1.0|3.52|-4.42|0.0154|3.84e-05|3.27|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|2.95|4.0806|303.84|0.3182|279.29|395.28|0.59209|0.6743899999999999|-1166.901251|-0.16851|2.3795|-0.22568|-1166.951551|9.0
12as_a36|0.0|1|0|3.447017327|0|7.412764017000001|1.297043209|0.0|-0.051208473|-0.007672841|0.096454203|-0.114290948|-0.025398105|1|0.0018565629999999|0.162571317|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.04244711|0.869455765|0.770400825|0|0.77043791|-0.082748367|-0.109492809|0.291030086|-73.78005999|88.17694537|0.22956209|-37.57216725|-25.48765709|68.71652969|0.454761514|2904.092809|519.1478419|-1401.82114|2365.632846|-17.17446921|0.231874606|8.768282531|16.08155469|6224.698969|156.2451686|0.017444469|1824.98997|716.9974499|0.0|0.0|1.0|0.0|2.0|0.0|0.17|-6.89|3.16|2.09|1.59|1.0|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|423.47|0.0|0.0|0.0|1.84|-3.95|0.0653|0.000112|2.36|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|321.96|0.5902|274.29|568.52|0.53815|0.68211|-1385.322633|-0.1563|4.8580000000000005|-0.21419|-1385.384524|7.2291
19_a31|0.0|1|0|3.2411335510000003|0|7.401841579|0.61013725|0.0|0.062492295|-0.01001901|-0.044625452|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.615878515|0|0.656654981|0.8558149140000001|-0.138769819|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|-66.3863707|75.32978176|0.268735206|-31.1960848|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|-12.37297805|0.223788196|7.0760696020000005|12.77501178|4917.329034|131.0862475|0.0152483439999999|1197.365442|460.3754405|1.0|1.0|1.0|1.0|2.0|2.62|0.28|-7.39|5.8|4.33|1.68|1.0|0.0|97.25|0.0|1.0|7.0|-4.67|25.0|4.0|358.43|0.0|0.0|1.0|3.47|-3.92|0.0076799999999999|0.0001199999999999|2.93|0.0|4.08e-08|1.46e-05|-0.04308|5.0344|5.24|3.9477|314.06|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|-0.16367|1.7076|-0.20675|-1489.382077|5.7447
14l_a23|0.0|0|1|0.0|2|7.423568444|1.1979636809999998|3.402752757|0.060717916|-0.005344736|0.042748013|-0.060692376|-0.061788679|2|0.01180744|0.07815878|-0.448622017|2|0.725800261|0.778602826|-0.1010279259999999|0.836852328|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|0.215920645|-51.59307331|40.34135162|0.078732333|-23.306234600000003|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|-14.29549842|0.210373806|8.006380163|15.78926563|6444.7098240000005|138.7874759|0.01508774|1372.110688|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.52|0.09|-7.78|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|425.51|0.0|0.0|0.0|3.78|-5.25|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|-0.14639|6.0563|-0.2183|-1669.04569|8.1798
3a_a49|0.0|0|0|0.0|1|7.535296702|1.343850114|2.09865947|-0.05210989|-0.006374689|-0.044367345|-0.060613765|0.00497674|1|0.000521532|-0.074886415|-0.421478185|2|0.775818577|0.8145214209999999|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.526915193|-51.82200998|107.4001347|0.27109473|-32.39206742|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|0.021141449|1277.19098|578.2841135|1.0|0.0|1.0|1.0|2.0|2.11|0.18|-7.19|2.77|2.81|1.04|1.0|0.0|112.14|0.0|1.0|5.0|-3.06|29.0|5.0|384.43|0.0|0.0|1.0|2.02|-3.3|0.3379999999999999|0.000503|1.38|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|320.04|0.3467|240.06|449.68|0.53794|0.66614|-1253.756918|-0.15978|3801.0|-0.2171|-1253.8126619999998|7.1938
5b_a40|0.0|0|0|0.0|1|8.149890544|0.604912077|1.616656116|-0.067567502|-0.0049439079999999|-0.096549823|0.179058252|0.020344828|2|0.006372485|-0.164084255|-0.389789991|0|0.537115914|0.817071232|0.029485257|0.88618123|0.503365018|1|0.881264402|-0.077031845|-0.091267779|0.313503463|-45.78637031|169.18694230000003|0.118735598|-19.38687321|-18.31454812|48.2348504|0.477304896|2126.9310920000003|442.1045286|-549.4364437|764.9528181|-9.187872156|0.1709818139999999|6.521443259|12.47657231|4813.179854|85.77656597|0.012549086|662.7555978999999|285.9136384|0.0|1.0|0.0|0.0|0.0|2.82|0.21|-5.25|4.93|4.39|2.89|1.0|1.0|84.17|0.0|2.0|3.0|-5.43|21.0|3.0|338.21|0.0|0.0|1.0|3.83|-4.84|0.00125|1.44e-05|4.14|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|3.9759|311.84|0.3005|311.84|411.1|0.59928|0.59928|-2096.707754|-0.15999|7.2947|-0.23068|-2096.757832|7.1938
47j_a18|0.0|0|0|0.0|0|7.03438793|1.251176464|0.0|0.070097424|-0.007807275|-0.048528478|-0.006923502|0.0033281|0|0.002317206|-0.073551529|-0.48833504|0|0.783538352|0.7444236670000001|0.005740124|0.77844379|0.757001264|0|0.80651845|-0.073041469|-0.094744194|0.476575952|-73.69868165|95.57657747|0.19348155|-44.19607713|-26.32095773|69.23713027|0.481373558|3172.831382|627.366638|-1842.467041|2064.803327|-20.47428768|0.235574938|9.597380968|18.50538303|7316.123159000001|183.246715|0.016220875|2410.265089|1081.726154|1.0|0.0|1.0|1.0|3.0|0.0|0.28|-8.79|2.43|2.82|2.63|3.0|2.0|149.96|1.0|1.0|11.0|-5.83|37.0|4.0|499.6|0.0|0.0|0.0|2.39|-5.14|0.000743|7.32e-06|4.07|1.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|3.1054|399.25|0.5439|399.25|776.31|0.6983600000000001|0.6983600000000001|-1624.9784550000002|-0.1285|4.1619|-0.17273|1625.053346|7.4559
9h_a40|0.0|0|0|0.0|1|7.515889085|0.604992856|1.7679629630000002|0.014753178|-0.009041931|0.157606277|0.133376308|-185.0|2|0.003099029|0.270048551|-0.503000695|0|0.778613709|0.740778143|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|-47.93581245|132.6583116|0.135689851|-23.03722449|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|418.2915223|-10.27931468|0.136115065|6.922257828999999|13.366649|4322.734135|68.10626265|0.011321157|832.3298135|336.23227030000004|1.0|1.0|0.0|1.0|0.0|3.55|0.11|-6.51|4.59|4.44|3.22|1.0|0.0|93.19|0.0|1.0|3.0|-5.65|23.0|3.0|321.4|0.0|1.0|1.0|4.06|-5.12|0.000716|7.6e-06|4.51|0.0|3.09e-07|9.93e-05|-0.05991|4.2372|3.9|3.3675|368.18|0.3851|292.61|410.18|0.64952|0.69809|-1293.033723|-0.14047|2.1413|-0.20038|-1293.083512|5.4001
3i_a32|0.0|1|1|2.417426304|0|7.78113851|0.6094207970000001|0.0|-0.157360524|-0.012358668|-0.21362765|-0.26785886|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.537667101|0|0.565740817|0.833699527|0.030060554|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|-59.72706743|60.99385995|0.106172013|-25.92886531|-23.52884474|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|5.826629089|10.09193014|5656.349227000001|120.8809386|0.021905206|1007.432506|318.0257595|0.0|1.0|1.0|1.0|1.0|2.49|0.13|-6.96|6.76|6.29|2.09|2.0|0.0|88.28|0.0|1.0|3.0|-6.27|24.0|6.0|366.38|1.0|0.0|1.0|4.37|-5.16|0.000197|6.85e-06|4.23|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|3.38|3642.0|340.43|0.4765|340.43|418.24|0.70322|0.70322|-1891.738614|-0.1476|2494.0|-0.21278|-1891.790935|8.2366
4_a27|0.0|0|0|0.0|2|6.823286122000001|1.4008954130000002|3.294369174|0.082486268|-0.006181204|-0.273119343|0.13397347|-0.01660383|1|0.010329671|-0.459570857|-0.480852615|2|0.639413469|0.7853766809999999|-0.024800302|0.842039655|0.614205449|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|-40.79296366|8.590238252999999|0.1473956619999999|-15.48073439|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|0.317514326|6.01592535|10.82331334|4988.6278600000005|164.3952417|0.020363697|896.5674718|424.8821143|0.0|1.0|0.0|1.0|0.0|3.08|0.16|-6.22|2.94|2.8|2.66|0.0|0.0|97.55|0.0|1.0|2.0|-3.57|25.0|4.0|331.37|0.0|1.0|1.0|2.8|-3.99|0.0882|0.000102|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|300.29|0.2002|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|-0.17034|2.7371|-0.21533|-1083.01571|8.3979
12_a4|-3.2834578760000004|0|0|0.0|1|7.535296702|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|-0.0334644329999999|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.220286906|2|0.5687812560000001|0.8157155359999999|0.04172421|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|-0.074699711|0.636722126|-44.33087544|15.80191019|0.194761903|-24.74343259|-15.38009964|48.6306683|0.470780296|2927.48584|477.8721263000001|-753.6248824|1962.933988|-9.127388465|0.282227427|6.223583758999999|11.7599245|6390.233612|167.4891205|0.015603795|1049.9494|608.4548423|0.0|1.0|1.0|1.0|0.0|2.94|0.23|-7.84|3.69|4.98|2.17|1.0|0.0|113.02|0.0|1.0|4.0|-4.18|29.0|5.0|404.48|0.0|0.0|1.0|3.3|-4.33|0.0266|4.64e-05|2.72|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|3.8083|325.57|0.1194|255.16|503.28|0.63967|0.68825|-1617.57796|-0.16224|7.8701|-0.2312199999999999|-1617.634733|5032.0
3a_a32|0.0|1|1|3.226454082|0|7.678326357|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|-0.014365682|0.102212031|0.125185185|3|-0.001223394|-0.028290955|-0.491457345|0|0.84134255|0.844272053|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|-44.92473442|87.55216606|0.182929032|-17.261046399999998|-14.97491147|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|0.0236593529999999|668.2146761|278.73805810000005|1.0|1.0|1.0|1.0|1.0|2.21|0.07|-6.12|5.77|4.12|1.19|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|20.0|3.0|298.39|0.0|0.0|1.0|3.32|-4.35|0.00144|4.51e-05|3.31|0.0|7.66e-07|0.0002279999999999|-0.0558|3.6308|2.17|3.6308|341.48|0.2719|341.48|355.48|0.70229|0.70229|-1554.7020630000002|-0.15058|3.6178|-0.20638|-1554.748543|8.5686
12ba_a36|0.0|1|0|3.389685532|0|7.412764017000001|1.297043659|0.0|-0.090865777|-0.0075620109999999|0.087201747|0.003750685|-0.011949092|1|-0.000621302|0.159880159|-0.410941182|1|0.844641715|0.8256014690000001|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|-73.03464847|100.798163|0.150261874|-37.76553687|-25.28122447|72.63670824|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|14.59456478|6722.60947|197.4608731|0.023797439|1859.713557|688.1986357999999|0.0|1.0|1.0|0.0|2.0|0.0|0.12|-6.72|2.79|1.63|0.74|1.0|0.0|133.18|0.0|1.0|5.0|-4.77|33.0|6.0|431.45|0.0|0.0|0.0|1.57|-4.25|0.0072599999999999|5.65e-05|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|3.0114|411.71|0.7436|236.13|547.82|0.3989999999999999|0.70432|-1417.187763|-0.12587|3.1996|-0.21033|-1417.249741|7.6778
14f_a23|0.0|0|1|0.0|2|7.423568444|1.197963246|3.366063739|-0.002304087|-0.006791105|0.056215377|-0.0555907109999999|-0.041351617|2|0.010508236|0.101910723|-0.399688849|2|0.756252127|0.796412133|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-57.07376861|96.47955427|0.105837608|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|0.334221706|8.124287407|15.58565565|6768.918745|225.9578225|0.025162423|1628.77284|683.7405759|0.0|1.0|1.0|1.0|1.0|3.61|0.09|-7.51|3.42|4.03|2.72|2.0|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|441.51|0.0|0.0|0.0|3.46|-5.02|0.0010199999999999|9.57e-06|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|346.78|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|-0.1458|6.3534|-0.21743|-1744.2443850000002|8.6459
17a_a10|0.0|0|0|0.0|1|7.535296702|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|-0.082914437|-0.093735748|0.031632653|1|0.01029375|-0.132166258|-0.275154041|2|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|0.673253555|1|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|-58.46202420000001|51.96456548|0.146175016|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|1855.293376|-11.80945728|0.4352739579999999|8.621193279|16.96492079|7078.918870999999|307.7420338|0.0254938|1863.410498|911.2106544|1.0|1.0|1.0|1.0|0.0|3.66|0.33|-7.32|3.31|2.5|1.29|1.0|0.0|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|468.55|0.0|1.0|0.0|2.64|-4.32|0.0986|4.74e-05|2.43|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|3.9887|310.84|0.2142|224.26|603.73|0.32889|0.67671|-1524.187115|-0.16562|4.1012|-0.21203|-1524.252023|7.3098
12bc_a36|0.0|1|0|3.43846811|0|7.412764017000001|1.284647662|0.0|-0.058020733|-0.007661816|0.068351685|-0.079009683|-0.027636036|1|-0.00097037|0.115647623|-0.442519304|1|0.884841888|0.836170906|-0.045186455|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|-71.97763346|83.35308244|0.165694502|-34.8600941|-25.91194805|64.13376391|0.467645467|2927.476132|560.6615736|-1295.597402|2623.395239|-17.41308622|0.22853193|8.273766079|15.54183457|6587.689277|153.57572439999998|0.017847333|1679.392125|661.6709012|0.0|1.0|1.0|0.0|2.0|0.0|0.14|-7.76|3.99|3.19|2.99|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|6.55e-06|3.93|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|3.8696|320.4|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|-0.15671|6.5854|-0.21499|-2151.971485|8.0969
4g_a49|0.0|0|0|0.0|2|8.228176896|1.343847279|4.107873566|-0.087219006|-0.003686314|-0.085731041|0.003456679|0.08591712|2|0.007845545|-0.146265064|-0.311927917|4|0.651833607|0.7559263270000001|0.144740607|0.81242269|0.626581708|2|0.8601878270000001|-0.061465364|-0.0666753309999999|0.736530693|-66.44036383|151.0705543|0.139812173|-61.03291321|-24.91513644|80.12633309|0.48934952|4706.348867000001|857.1564845|-1993.210915|4747.967275999999|-24.82733433|0.372642776|9.28937554|18.19125978|11516.07629|371.3295653|0.023762615|3177.154639|1714.878736|0.0|0.0|1.0|0.0|1.0|4.36|0.1|-13.67|6.09|7.56|2.87|2.0|0.0|198.32|0.0|0.0|7.0|-7.47|51.0|7.0|663.73|1.0|0.0|0.0|5.23|-7.43|2.24e-05|3.72e-08|5.28|0.0|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|3.6269|341.84|0.1389|287.56|662.84|0.33449|0.69238|-2147.217543|-0.15087|3.4099|-0.21545|-2147.295787|6.9747
7_a3|0.0|0|0|0.0|0|6.823286122000001|0.60501656|0.0|0.198126776|-0.008855374|-0.047419994|0.054347129|0.030246987|1|-0.006696449|-0.084462575|-0.592753801|2|0.881253042|0.790667152|0.0507482109999999|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|-47.72824381|230.9407974|0.217705402|-25.32764885|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|5.198046584|8.644978051|5055.700186|99.36002106|0.0149999089999999|776.3461295|353.7528308|1.0|1.0|1.0|1.0|1.0|2.61|0.0|-7.48|4.96|4.66|2.11|1.0|0.0|95.5|0.0|1.0|2.0|-5.44|23.0|3.0|338.81|0.0|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|360.06|0.1926|210.68|362.61|0.3456|0.69224|-1731.602893|-0.14816|3.1299|-0.21219|-1731.651178|5.9901
22_a20|0.0|0|0|0.0|1|6.842683282|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|0.09301076|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.177976478|2|0.616352201|0.7478675859999999|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|0.425968568|-44.14650378|9.022387025|0.053484974|-25.39523478|-17.65860151|47.00134116|0.477376285|2738.108259|616.3298149|-882.9300756000001|2396.806062|-11.49852068|0.22936173|7.408914181|14.17638345|5924.626340999999|149.350479|0.01345209|1145.712729|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.41|0.08|-9.69|5.33|5.39|2.61|2.0|0.0|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|401.46|0.0|0.0|1.0|4.24|-5.53|0.000997|2.98e-06|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|-0.16176|4.8308|-0.21856|-1275.657902|6.6364
12j_a36|0.0|1|0|3.502198129|0|7.412764017000001|0.6293514410000001|0.0|-0.084183025|-0.007086381|0.091496219|0.039869055|-0.051080247|1|0.003710345|0.161289379|-0.436310965|1|0.906423012|0.820041835|-0.089459459|0.87043328|0.855081905|0|0.852586292|-0.069970795|-0.105480639|0.362692602|-69.66341599|26.39145693|0.147413708|-30.5197407|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|-16.18812775|0.224187058|7.483427579|13.78874575|6352.018345|148.06163930000002|0.016546717|1706.0876829999995|725.9470896|0.0|1.0|1.0|1.0|2.0|0.0|0.17|-7.05|3.33|2.61|2.51|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|427.52|0.0|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|3.19|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|3.7807|327.94|0.4981|238.1|536.01|0.37116|0.69967|-1670.184251|-0.15495|6.4451|-0.20593|-1670.245584|8.0
4i_a46|0.0|0|0|0.0|1|7.825245291|1.1346370959999998|2.184105962|-0.167244168|-0.002360192|-0.088884176|-0.160741899|-0.125773054|1|0.011931187|-0.133434195|-0.22302552|1|0.7204791309999999|0.749522825|-0.17856753|0.786754478|0.7172344890000001|0|0.940780437|-0.058565229|-0.075208437|0.263514985|-42.48203383|67.51603424|0.0592195629999999|-18.68604171|-14.16067794|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|0.2361682219999999|6.218233741000001|10.47951666|4893.587424|133.40134070000002|0.011626803|945.4890404|579.2365607|0.0|1.0|1.0|1.0|0.0|3.5|0.36|-7.3|4.79|5.07|3.06|1.0|0.0|105.43|0.0|1.0|3.0|-4.94|26.0|3.0|347.45|0.0|1.0|1.0|4.16|-5.04|0.00403|9.13e-06|4.38|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|4.4232|280.31|0.2805|229.66|546.24|0.41877|0.69035|-1092.473422|-0.18438|2.8538|-0.20084|-1092.528145|6.2132
