molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|MATS7i|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
1b_a5|0.0|1|0|2.881451247|0|6.605297921|1.4258024619999998|0.0|-0.250420203|-0.00279809|-0.095857885|0.001241264|-0.028797464|1|0.003708988|-0.220946861|-0.231956531|2|0.567806811|0.759794937|-0.054153474|0.827319059|0.558485747|0|0.808828623|-0.07823203|-0.077221824|0.341795323|-38.87394276|168.30518769999998|0.191171377|-19.82538668|-15.75970652|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|919.9167129|-7.933533473|0.267518749|6.11909445|11.64312636|4577.125071|134.6705884|0.019229427|796.0738116|357.34245360000006|1.0|0.0|1.0|1.0|1.0|1.81|0.0|-8.3|4.88|4.76|2.29|0.0|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|3.16|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|4.6481|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|-0.1892|2891.0|-0.23055|-1050.462425|7.2291
16a_a23|0.0|0|1|0.0|2|7.423568444|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|0.062601621|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.380779155|2|0.765869487|0.8323974470000001|-0.116894582|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|-0.07288672|0.181301571|-47.06687604|9.922436905|0.0651629059999999|-17.13669862|-16.6118386|40.34319246|0.49525751|2924.629647|603.6746046|-847.2037686000001|1801.957216|-10.72715788|0.414079278|8.024409307|15.89802615|6552.801739|267.3932664|0.02809646|1445.935835|668.3493171|0.0|0.0|1.0|0.0|1.0|0.0|0.14|-5.27|2.03|2.52|2.04|1.0|1.0|125.79|0.0|2.0|5.0|-4.58|31.0|4.0|427.5|0.0|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|2.66|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|1.6239|763.49|0.2066|763.49|555.21|0.96307|0.96307|-1685.580443|-0.07625|11.6254|-0.12645|-1685.6419010000002|7.4037
1i_a5|0.0|1|0|2.843224727|0|6.605297921|1.219028472|0.0|-0.145964178|-0.006494891|0.018196138|-0.174016111|-0.003198529|1|-0.000700145|0.059972925|-0.403861432|2|0.525406088|0.780175595|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|-46.82694838|201.1526326|0.112394438|-28.32266298|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|0.240540403|7.314842247|13.79450888|5432.586961|134.0627959|0.0196689|1048.190221|403.396385|1.0|0.0|1.0|1.0|1.0|2.04|0.05|-8.88|5.48|6.37|2.73|2.0|0.0|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|366.34|1.0|0.0|1.0|4.12|-4.97|0.00589|1.0800000000000002e-05|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|4.3799|283.08|0.7585|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|-0.17945|2.6336|-0.23674|-1288.264271|7.6198
25b_a34|0.0|0|0|0.0|1|7.412764017000001|1.290860233|1.94553288|0.133975789|-0.015658012|-0.150946163|-0.112970844|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.623853334|1|0.832166825|0.7969500890000001|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|-86.13394472|165.2408865|0.343426892|-40.19997818|-26.50275222|83.19266998|0.419904835|2611.55928|410.0313565|-1378.143115|2671.608537|-16.55102732|0.23725451|6.383564979|11.00434095|5786.015654|148.1659658|0.019067452|1806.819095|595.8522372|1.0|1.0|1.0|1.0|2.0|3.39|0.29|-6.42|2.63|3.03|1.56|1.0|0.0|108.21|0.0|1.0|7.0|-3.82|29.0|5.0|393.44|0.0|0.0|0.0|2.58|-3.69|59.0|0.000202|2.29|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|4.2253|293.43|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|-0.17564|7.0586|-0.21103|-1313.194808|5.6819
12i_a36|0.0|1|0|3.27619957|0|7.412764017000001|1.2401347459999998|0.0|0.043792895|-0.016027043|0.048138468|0.128325344|-0.009876543|1|-0.007897954|0.135587069|-0.608318386|1|0.647732719|0.820041835|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|-75.66036485|108.3973956|0.169035768|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|-18.95842684|0.230870141|7.549683919|13.98728916|7707.634338|148.7565508|0.022430221|2065.79896|672.4630346|0.0|1.0|1.0|0.0|2.0|0.0|0.17|-7.14|3.31|4.04|2.04|2.0|0.0|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|465.43|0.0|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|3.86|0.0|7.24e-08|3.37e-05|-0.05065|5.2297|4.86|3.7496|330.66|0.5402|237.08|504.47|0.34255|0.70134|-1644.954647|-0.1541|5.1836|-0.20475|-1645.017702|7.9208
41_a18|0.0|0|0|0.0|0|7.03438793|1.251176562|0.0|0.115127295|-0.007587553|-0.089781154|0.022493846|0.0212700929999999|0|-0.002136837|-0.137860739|-0.5421253970000001|0|0.759941674|0.733589101|0.037097204|0.774395455|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|-61.10986894|347.42621339999994|0.2650611539999999|-47.95199341|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|0.0967605159999999|8.787657952|17.13823195|6605.095612|66.33450764|0.006896617|1759.064589|897.5188662|1.0|0.0|1.0|1.0|3.0|0.0|0.25|-8.38|3.26|2.7|2.94|2.0|1.0|141.34|0.0|1.0|6.0|-5.56|34.0|3.0|452.55|0.0|0.0|1.0|2.53|-5.02|0.00125|9.49e-06|3.78|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|3.2123|385.97|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|-0.1319|2.0934|-0.1814599999999999|-1454.045308|6433.0
7_a15|0.0|0|0|0.0|0|0.0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.145944639|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.335491052|1|0.857287135|0.70084115|0.00364345|0.740089344|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|-61.50761094|103.8062879|0.158599673|-22.92132733|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|0.042799094|1507.995102|474.9756287|1.0|1.0|0.0|1.0|1.0|3.14|0.15|-7.19|3.38|4.64|1.74|2.0|0.0|99.77|0.0|1.0|7.0|-4.83|26.0|5.0|352.38|0.0|1.0|1.0|3.35|-4.49|0.00516|3.2e-05|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|330.67|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|-0.15605|1.1115|-0.18454|-1184.224637|6644.0
18c_a25|0.0|0|0|0.0|1|6.842683282|1.193723817|1.959418462|-0.087958541|-0.002704524|0.007241543|-0.038865826|0.006360768|1|0.007488918|0.01222181|-0.282103688|2|0.7644072209999999|0.748718056|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|-47.27625541|26.54367263|0.05198276|-21.00757374|-17.72859578|38.26446885|0.484730247|2917.369488|623.0528232|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|6736.25597|165.67090530000002|0.014546814|1327.415719|831.3429628|1.0|1.0|1.0|1.0|1.0|3.89|0.11|-10.17|6.29|6.11|3.08|2.0|1.0|138.65|0.0|0.0|7.0|-6.05|33.0|3.0|449.57|1.0|0.0|1.0|4.77|-5.6|0.000398|2.51e-06|4.49|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|4.75|3.3396|371.26|0.3558|226.01|547.87|0.31993|0.70516|-1714.280779|-0.13312|6.1775|-0.19532|-1714.342386|7.0555
12t_a30|0.0|0|0|0.0|0|7.412764017000001|0.60498454|0.0|0.073057637|-0.007755575|-0.0596036729999999|-0.0682882559999999|-0.04950715|1|-0.001131023|-0.158448053|-0.464720444|1|0.609043558|0.83236194|-0.080971844|0.889479916|0.591758164|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|-65.79920855|88.42093081|0.303586418|-38.30686627|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|2479.787504|-15.72263361|0.254294117|7.957774504|14.358001500000002|6617.834146|165.4110479|0.020029588|1588.274656|616.2856203|0.0|1.0|1.0|0.0|1.0|0.0|0.14|-7.16|4.67|3.74|3.58|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|0.0|3.21|-5.17|0.00141|6.71e-06|4.07|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|3.5457|349.67|0.2094|244.58|527.87|0.33647|0.6842600000000001|-1774.0165149999998|-0.15029|2.6784|-0.20571|-1774.077985|8.0496
27b_a34|0.0|0|0|0.0|1|7.412764017000001|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|-0.106245942|-0.029622037|-0.027175221|1|0.001228116|-0.175834895|-0.463926296|1|0.820914556|0.7722228729999999|-0.047542374|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|-72.21552354|150.83624440000003|0.2165682119999999|-37.9644911|-24.553278|78.08618045|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|2431.595232|-16.16580511|0.287687241|9.124440695|15.39406063|6032.666081|189.4124225|0.022820627|1723.489976|627.4287311|1.0|1.0|1.0|1.0|1.0|3.66|0.12|-8.19|3.94|4.11|1.83|2.0|0.0|116.33|0.0|1.0|5.0|-5.23|31.0|5.0|409.44|0.0|0.0|1.0|3.46|-4.96|0.00243|1.1e-05|3.75|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|4.0935|302.88|0.3621|257.4|577.39|0.47412|0.70001|-1349.811401|-0.1652799999999999|11.8546|-0.20649|-1349.873325|6.1871
13_a4|0.0|0|0|0.0|1|7.535296702|1.399843898|2.050136054|-0.210975191|-0.000990136|-0.059300584|-0.14818661|-0.0963182119999999|1|0.012019888|-0.094404255|-0.143303992|1|0.645708528|0.744134785|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|-33.41617993|11.85953992|0.029972995|-11.99053523|-13.70920202|28.77218157|0.4289448289999999|1910.137758|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|0.137460473|5.663493161|9.917593683|3983.972795|67.30306705|0.007566425|619.8659446|373.9073307|0.0|0.0|1.0|0.0|0.0|2.87|0.16|-6.2|4.18|4.15|2.9|1.0|0.0|90.06|0.0|1.0|2.0|-4.09|22.0|2.0|287.36|0.0|1.0|1.0|3.57|-4.42|0.0235|3.77e-05|3.75|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|297.09|0.2133|276.68|429.36|0.53815|0.59537|-898.2009630000001|-0.17204|2471.0|-0.20372|-898.2503529999999|5.3979
16_a4|0.0|0|0|0.0|1|7.535296702|1.398650725|1.843196334|-0.219944434|-0.00228637|0.007101649|-0.148022089|0.019290123|1|0.006466406|0.020218035|-0.214481956|1|0.490768328|0.774455255|0.0293772029999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|-39.44800181|13.51923899|0.210153891|-17.789707500000002|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|1522.164774|-8.095443438|0.167538305|5.548106463|10.19502391|4520.2597670000005|82.51653675|0.0115138339999999|710.807513|322.8922084|0.0|0.0|1.0|0.0|0.0|3.08|0.11|-6.36|4.49|4.96|3.44|1.0|0.0|85.02|0.0|1.0|2.0|-3.92|23.0|4.0|309.31|0.0|1.0|1.0|3.91|-4.43|0.0371|3.68e-05|3.59|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.05|4.2257|293.41|0.2213|274.85|407.99|0.51149|0.54061|-1057.3808390000002|-0.17375|1863.0|-0.2134|-1057.429593|6.4647
14d_a23|0.0|0|1|0.0|2|7.423568444|1.197963465|3.405551724|0.058368697|-0.005343003|0.03253552|-0.019307114|-0.054430189|2|0.01180744|0.059486662|-0.4483522929999999|2|0.725800261|0.772008792|-0.088996384|0.829764975|0.6906097959999999|1|0.921694462|-0.053736319|-0.078282292|0.213597535|-51.58357156|39.26987634|0.078305538|-23.33262837|-21.66510006|47.66288948|0.454495683|2878.955374|607.3441532|-1083.255003|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|6459.554383|138.1496441|0.015037275|1370.607518|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.62|0.09|-7.78|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|425.51|0.0|0.0|0.0|3.8|-5.25|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|3688.0|0.3807|336.18|554.84|8.1555|8.1555|-1668.983743|-0.14894|5.6156|-0.22152|-1669.045136|8.4001
6d_a40|0.0|0|0|0.0|1|8.421342866|0.604893491|1.695192271|0.12627602|-0.015362927|-0.104206961|0.086704068|-0.205140551|2|-0.00448098|-0.249967637|-0.624951805|0|0.6224555620000001|0.8361555479999999|-0.289988439|0.8988141140000001|0.604211552|1|0.663670372|-0.115007564|-0.119563634|0.372705643|-76.51205671|192.5638526|0.336329628|-47.09642482|-32.02830281|84.70509846|0.428134701|3063.227702|424.7009165|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|6.908972922999999|12.08146906|7436.576348|89.55631|0.01400787|1601.317552|555.2010623|0.0|1.0|0.0|1.0|1.0|2.84|0.21|-4.31|4.8|3.63|2.01|2.0|2.0|120.09|1.0|2.0|5.0|-7.21|30.0|6.0|460.52|1.0|0.0|1.0|3.43|-5.15|2.85e-05|7.1e-06|3.87|1.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|2.9559|419.45|0.3518|419.45|511.88|0.6624800000000001|0.6624800000000001|-2470.62267|-0.11938|7.8884|-214.0|-2470.684323|8.9208
12m_a36|0.0|1|0|3.40403699|0|7.412764017000001|1.297043522|0.0|0.013543656|-0.011502861|0.14264424|-0.025127218|-0.038386106|1|-0.004569485|0.245908938|-0.52644768|1|0.892815402|0.825587924|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|-81.19927925|42.78660249|0.288038572|-45.120107|-28.57011677|82.51872026|0.465323422|2925.315028|477.48014630000006|-1542.786306|2637.948424|-19.16067782|0.252881876|7.312794835|13.67704354|6434.374756|169.596372|0.0222467879999999|2064.983108|689.2886595|0.0|0.0|1.0|0.0|3.0|0.0|0.13|-6.14|1.92|0.98|1.28|1.0|0.0|131.85|0.0|1.0|6.0|-4.1|32.0|5.0|424.46|0.0|0.0|0.0|1.26|-3.8|0.0338|0.000159|2.11|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|320.72|0.4718|320.72|505.51|0.69382|0.69382|-1401.385923|-0.15879|6.5789|-0.20993|-1401.446557|7.5229
4p_a46|0.0|0|0|0.0|1|7.825245291|1.134636977|2.102855253|-0.060700883|-0.004413243|-0.164311513|-0.205494852|-0.120823841|1|0.004453195|-0.251219946|-0.369670745|0|0.7471162309999999|0.747019097|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-47.22779946|175.10295019999998|0.094033511|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|-850.1003902999998|2219.4587530000003|-9.642472876|0.12579435|5.828038618|10.10955243|5167.091582|71.34266847|0.006740305|972.4260993|585.8536976|0.0|1.0|1.0|0.0|1.0|3.2|0.3|-7.05|4.85|5.25|3.2|2.0|0.0|107.89|0.0|1.0|2.0|-5.8|27.0|3.0|357.45|0.0|1.0|1.0|4.25|-5.4|0.000567|4.03e-06|4.77|0.0|8.95e-08|3.2e-05|-0.0393|5.4796|4.89|3.9958|310.28|0.2363|226.26|537.47|0.43709|0.70138|-1129.3914619999998|-0.16819|3.6961|-0.20749|-1129.4459470000002|6.4672
12w_a36|0.0|1|0|3.3131307480000003|0|7.412764017000001|1.24014105|0.0|0.081390556|-0.015825416|0.041058884|-0.041402825|-0.010726574|1|-0.007897954|0.115646674|-0.604676196|1|0.647732719|0.828393514|-0.016393443|0.8792981679999999|0.624142499|0|0.828363244|-0.086826396|-0.111267166|0.532980165|-79.88912835|112.947763|0.171636756|-44.76031023|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|-21.24440511|0.29463721|8.365472166|15.701847400000002|7418.252264|211.5476713|0.0273396629999999|2265.1925920000003|672.4630346|0.0|1.0|1.0|0.0|2.0|0.0|0.17|-7.14|3.31|4.04|2.04|2.0|0.0|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|465.43|0.0|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|3.86|0.0|7.24e-08|3.37e-05|-0.05326|3.8881|4.86|3.8881|318.88|0.4508|318.88|552.55|0.69466|0.69466|-1644.953222|-0.15708|5043.0|-0.21034|-1645.017691|7.6383
1e_a5|0.0|1|0|2.953259375|0|6.605297921|1.427503886|0.0|-0.260066152|-0.001975193|-0.080321049|-0.1197834419999999|-0.040441176|1|0.007357977|-0.133677441|-0.201027861|2|0.71274658|0.771487328|-0.075239398|0.834250802|0.6977404359999999|0|0.8805795|-0.06795194|-0.069725333|0.373935381|-36.22202792|159.537038|0.1194205|-18.33860051|-14.48881117|39.76196174|0.482579989|2107.092939|457.4574833|-579.5524467|827.4861275000001|-7.526878708|0.2526063739999999|6.41473183|12.39753333|4342.827698|131.2279879|0.0157106539999999|775.4313476|409.0289917|1.0|0.0|1.0|1.0|1.0|2.17|0.05|-8.41|4.99|4.51|2.13|0.0|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|312.37|0.0|1.0|1.0|3.44|-4.45|0.0174|3.5600000000000005e-05|3.43|0.0|3.87e-09|1.21e-06|-0.04186|4746.0|3.17|4.4292|279.92|0.5156|261.24|427.87|0.56258|0.51802|-990.471803|-0.18105|1916.0|-0.22291|-990.522307|6719.0
9_a1|0.0|1|0|3.358585365|0|6.86171134|1.432397289|0.0|0.020428974|-0.00614716|-0.110185988|-0.079063236|0.016589221|1|-0.0018191779999999|-0.232860777|-0.483335578|1|0.582499378|0.737794643|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.166794384|-49.42275468|63.73880199|0.244723542|-26.88743664|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|13.91191974|5063.330971|125.865476|0.014186995|1011.608611|472.9447227|1.0|1.0|1.0|1.0|1.0|2.66|0.05|-8.98|5.86|5.57|2.74|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|357.38|0.0|0.0|1.0|4.12|-4.79|0.00739|1.62e-05|3.76|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|370.88|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|-0.13413|4.1623|-0.21015|-1187.065335|5.2218
13n_a6|0.0|1|0|3.425442623|0|6.842683282|1.4290206230000002|0.0|0.030890422|-0.010884884|0.058267173|-0.06507689|-0.033224059|1|-0.00687003|0.100294804|-0.57091314|2|0.870730542|0.7767360059999999|-0.056293641|0.832753533|0.82642394|1|0.70890216|-0.100363599|-0.109392959|0.307384948|-75.07706271|90.97854097|0.29109784|-47.27287681|-26.41600355|81.06784641|0.47066442|2952.259627|486.5239262|-1426.464192|2535.307313|-18.12946621|0.251032943|8.872063579|16.76075427|6386.381394|172.28545730000002|0.019904118|1904.575345|724.3873672999999|1.0|1.0|1.0|1.0|3.0|1.9|0.08|-9.67|4.19|3.76|0.81|1.0|0.0|127.2|0.0|1.0|6.0|-4.64|33.0|5.0|435.48|0.0|0.0|1.0|2.62|-4.28|0.00987|5.24e-05|2.43|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|369.99|0.9117|257.31|548.09|0.55028|0.64027|-1423.451366|-0.13863|7.1946|-0.20994|-1423.514154|7.1249
12v_a30|0.0|0|0|0.0|0|7.412764017000001|0.604983445|0.0|0.037440652|-0.006974714|-0.099831334|0.020607357|-0.04950715|1|0.001805829|-0.173424818|-0.471153275|1|0.8149999040000001|0.83236194|-0.080971844|0.889479916|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.404950755|-65.72041011|82.09302037|0.1498787969999999|-35.30820865|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|-17.2408622|0.193930933|8.114588039|15.56114504|6952.110426|131.2043645|0.014801518|1549.107692|685.6665849999999|0.0|1.0|1.0|0.0|1.0|0.0|0.14|-7.8|5.11|3.92|3.79|2.0|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|5.12|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|349.18|0.1601|349.18|573.82|0.68405|0.68405|-2494.739831|-0.1505099999999999|2.9171|-0.20681|-2494.802821|7.6596
15c_a22|0.0|0|0|0.0|1|6.842683282|1.42291727|1.596256692|-0.134137693|-0.005236206|-0.026986769|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.364626967|2|0.667111824|0.773044788|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|-57.66130245|36.22825261|0.133414786|-34.97658951|-21.75898206|66.26407672|0.462157867|3079.491787|623.9175171|-1153.226049|2092.620825|-15.66586856|0.338224886|8.626398368|16.03890406|6882.442370999999|243.5126145|0.0248073129999999|1742.625289|731.8178649|1.0|1.0|1.0|1.0|1.0|2.85|0.08|-9.28|3.9|4.18|1.08|1.0|0.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|445.48|0.0|0.0|0.0|2.98|-4.62|0.00618|2.4e-05|2.9|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3674.0|337.46|0.5082|216.15|575.8|0.30831|0.69113|-1460.324493|-0.15408|7.382000000000001|-0.22807|-1460.387718|6.1325
12h_a30|0.0|0|0|0.0|0|7.412764017000001|0.604984682|0.0|0.046965756|-0.00737961|-0.074988669|0.001698966|-0.072247675|1|0.002064369|-0.166613751|-0.4708582289999999|1|0.669561738|0.831176513|-0.1240820219999999|0.888213143|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.353607682|-63.03519645|89.66095835|0.236431596|-33.64938551|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|0.202025127|8.066818026|15.1759206|6252.192213|128.5349203|0.015886049|1500.88527|618.6004214|0.0|1.0|1.0|0.0|1.0|0.0|0.14|-6.9|4.25|3.18|3.2|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|353.22|0.1878|246.54|518.06|-0.26697|0.68543|-1674.777786|-0.14889|2.9684|-0.2023599999999999|-1674.838376|8065.0
7_a1|0.0|0|0|0.0|1|7.860570786|1.348826331|2.307091837|-0.055291895|-0.010040172|-0.048878707|-0.07233584|-0.024096172|1|0.004950534|-0.077833285|-0.441054548|1|0.7795049279999999|0.801577133|-0.042175602|0.862051935|0.729621031|0|0.710959153|-0.083362936|-0.098295453|0.289201649|-47.35863598|111.9204437|0.289040847|-19.35104936|-14.95535873|57.47898976|0.452829665|2150.215999|342.53930230000003|-568.3036318|1466.924404|-7.205474633|0.396617144|5.07667644|9.278054953|4519.238270000001|191.0896839|0.029820838|941.8624118|351.4191817|1.0|0.0|1.0|1.0|0.0|2.83|0.22|-5.64|3.43|3.29|1.6|0.0|0.0|85.88|0.0|2.0|2.0|-3.16|23.0|4.0|305.33|0.0|1.0|1.0|2.72|-3.71|213.0|0.000195|2.48|0.0|2.29e-06|0.000698|-0.02433|4.0504|2.76|4.0504|306.1|0.2961|306.1|365.53|0.69902|0.69902|-1009.350293|-0.16734|4575.0|-0.19167|-1009.398029|6.3372
12a_a30|0.0|0|0|0.0|0|7.412764017000001|0.604984824|0.0|0.033691224|-0.006711725|-0.096804291|0.009586623|-0.094932667|1|0.005458948|-0.171649606|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|-60.22802588|85.47365107|0.163785284|-29.59731695|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|2256.680391|-14.47983299|0.194809798|7.362386058999999|13.88603128|5936.682602000001|120.786445|0.014884556|1421.195251|620.9195447000001|0.0|1.0|1.0|0.0|1.0|0.0|0.14|-6.64|3.84|2.62|2.82|2.0|0.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|398.48|0.0|0.0|0.0|2.63|-4.85|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|3.4885|355.41|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|-0.1481|4.1875|-0.19994|-1575.597759|7.9469
