molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|PPSA1|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4p_a46|0.0|0|0|0|0.0|0.122217892|1|1|1|1.134636977|2.102855253|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|1|0.004453195|0.101602982|0|0.7471162309999999|0.747019097|-0.078703563|0.7911509609999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|2.379548177|0.0|51.05047787|60.7522985|513.8073925|-850.1003902999998|2219.4587530000003|71.34266847|19.44852199|-424.4519674|585.8536976|0.0|0.0|1.0|3.89|3.2|0.3|-7.05|4.85|5.25|61.84|3.2|0.0|107.89|1.0|-5.8|27.0|-5.09|0.0|1.0|1.0|0.000567|0.00144|4.77|0.0|8.95e-08|3.2e-05|-0.0393|4.89|3.9958|-1129.65844|-1129.618646|310.28|0.2363|226.26|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|0.03979459|-1129.4459470000002|5.3996|6.4672|6.4672
8_a1 (SB-202620)|0.0|1|0|0|3.296085365|0.0|0|0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|-0.226277123|-0.606562911|-0.012672753|-0.1402198369999999|0.037553634|1|1|-0.0106277489999999|-0.042643966|1|0.674381582|0.743088715|-0.042789124|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|-66.76765693|-59.72618401|8.809217494|208.2071465|0.351032497|199.1596945|-0.041081545|4.997944864|64.70432539|70.8721358|75.57687443|368.1943149|-955.6189441|1736.664204|128.0860757|30.104091200000003|-311.18185800000003|433.2550452|1.0|0.0|2.0|2.74|2.21|0.0|-8.02|4.86|5.06|78.87|2.78|0.0|99.61|1.0|-4.94|27.0|-5.94|0.0|0.0|1.0|0.0041|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|5.32|3.4052|-1223.279021|-1223.117248|364.11|0.5339|364.11|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|0.16177304|-1223.014114|5.5005|6.3979|6.3979
25_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.30432753|1.234859637|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|-0.486951604|-0.003963349|-0.035030495|0.002716049|1|1|-0.00269275|-0.235822787|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.906449648|0.622598899|1|0.786958319|-0.073339312|-0.08797211|0.574771479|-44.52300552|-53.40631957|12.27779881|11.20142696|0.213041681|129.3338553|-0.031278972|7.453635586|51.5831002|71.17072517|56.80080434|477.748546|-854.5011131000001|1514.111398|228.3393366|30.43708613|-150.4037281|513.2159236|1.0|1.0|2.0|3.26|3.27|0.1|-8.01|3.29|4.95|84.73|3.08|0.0|109.7|1.0|-4.99|29.0|-6.3|0.0|0.0|1.0|0.00417|0.00626|3.53|0.0|9.79e-09|4.02e-06|-0.06331|4.78|3.9878|-1735.414386|-1735.385814|310.91|287.0|258.29|0.53663|0.68761|-1735.2218059999998|0.0702|-0.16588|0.0285712999999999|-1735.279715|5.1625|7.8|7.8
12ah_a36|0.0|1|0|0|3.456839001|0.0|0|2|2|1.297013411|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|1|0.0010871589999999|-0.177407665|1|0.8941919290000001|0.835013502|0.011674455|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|-49.0084977|-68.45222166|11.93961081|82.70705743|0.171594725|110.8777131|-0.038137281|7.714903458999999|0.0|80.02464883|60.9481085|535.2826672|-1232.13999|2334.380591|149.3235124|32.04915319|-347.5133554|629.5017194000001|0.0|0.0|2.0|4.73|0.0|0.14|-7.18|3.35|2.54|69.2|2.51|0.0|128.76|1.0|-4.44|30.0|-6.49|0.0|1.0|1.0|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.05637|3.79|3.7792|-1692.545871|-1692.512868|328.07|0.6729|237.25|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|0.03300341|-1692.369929|7.6265|7.9586|7.9586
15_a4|0.0|0|0|0|0.0|0.0|1|1|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|1|1|0.00918585|-0.038707204|1|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|-29.80513879|-35.36161572|5.223809291|12.70877085|0.132283624|63.43714456|-0.030724393|2.505098786|86.01453643|40.03406565|35.02894809|416.1168833|-530.4242358|1495.715718|74.8625551|17.45960235|-329.8289177|324.5687005|0.0|0.0|0.0|3.28|3.01|0.11|-6.09|4.09|4.4|30.71|3.05|0.0|85.06|1.0|-3.82|22.0|-5.6|0.0|1.0|1.0|0.0443|0.0151|3.49|0.0|8.070000000000001e-07|0.000235|-0.03539|3.8|4.2148|-958.270023|-958.251931|294.16|0.1996|275.22|0.4778699999999999|0.56413|-958.147682|0.0969999999999999|-0.17373|0.018092091|-958.195344|3.0091|6757.0|6757.0
9b_a36|0.0|1|0|0|3.513187594|0.0|0|2|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|-0.308862918|0.005050384|-0.077361324|-0.06502499|1|1|0.005458948|-0.094526372|1|0.8421237309999999|0.7885597609999999|-0.034830997|0.842671963|0.7961424690000001|0|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|-46.58565720000001|-61.73294817|10.68084402|67.12293326|0.154620539|97.10089515|-0.036110824|6.707514535|0.0|71.70079424|57.26650122|530.8939077|-1111.193067|2464.2160510000003|136.63774650000002|28.98359786|-354.7193098|620.9195447000001|0.0|0.0|1.0|4.73|0.0|0.14|-6.64|3.6|2.76|82.47|2.82|0.0|126.17|1.0|-4.6|29.0|-6.46|0.0|0.0|0.0|0.00992|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.82|3.8535|-1575.7800140000002|-1575.751975|321.74|0.5392|321.74|0.69763|0.69763|-1575.557248|0.5392|-0.15833|0.02803905|-1575.616432|8.4288|7.6778|7.6778
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|1|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|5.587248657999999|-0.370202917|-0.4017151029999999|-0.001404912|-0.058626723|-0.05803828|1|1|0.002688298|-0.049530834|2|0.738134189|0.77019676|0.075271624|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|-0.030951758|6.145520557|20.27041189|73.87174786|71.49283399|571.9794684|-1479.78675|3129.575458|155.48860530000002|29.54149986|-447.9030518999999|942.2127953|0.0|1.0|2.0|4.5|2.68|0.27|-8.81|3.05|5.93|124.17|2.06|0.0|137.28|1.0|-6.08|35.0|-6.6|1.0|0.0|0.0|0.000405|0.00191|3.78|0.0|1.56e-09|7.64e-07|-0.03893|8.03|4.1773|-1884.613031|-1884.564974|296.81|0.4814|292.1|0.5745600000000001|0.56481|-1884.255802|0.3109|-0.17112|0.04805633|-1884.324182|3.2466|6.8125|6.8125
18d_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.6049874|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|1|0.002064369|-0.120380857|1|0.669561738|0.815003426|-0.001699165|0.870930234|0.64876559|0|0.803280262|-0.07812727|-0.103191184|0.346980269|-49.44608411|-65.3088221|11.29282624|78.23108693|0.196719738|124.5022473|-0.037906966|7.147133584|0.0|75.80070349|60.73891035|508.389239|-1175.558798|2894.162522|137.15746130000002|30.62871675|-358.5765637|618.6004214|0.0|0.0|1.0|4.75|0.0|0.14|-6.9|4.25|3.18|81.65|3.2|0.0|127.24|1.0|-5.39|30.0|-6.02|0.0|0.0|0.0|0.00171|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05506|4.07|3.4682|-1675.020297|-1674.987709|357.49|0.3856|247.35|0.4325|0.69017|-1674.785879|0.3788|-0.14167|0.03258724|-1674.8453470000002|6.2946|7.6737|7.6737
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|1|1|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|-0.387865233|0.0012214139999999|-0.097596429|-0.000236595|1|1|0.002019902|0.00294424|2|0.738419215|0.785672769|-0.0062180169999999|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|-0.032911684|6.1994599720000005|44.8382925|66.24061038|61.99847688|445.9858336|-971.8432428|1906.512273|192.1999837|28.52459128|-194.5965258|663.2688909|0.0|1.0|2.0|3.96|2.84|0.04|-7.91|3.75|4.36|92.79|1.23|0.0|120.73|1.0|-4.49|32.0|-6.83|0.0|0.0|0.0|0.0137|0.0167|2.88|0.0|1.24e-08|5.23e-06|-0.04527|4.41|4.2643|-1388.147972|-1388.094657|290.75|0.1409|210.85|0.41688|0.65292|-1387.887227|0.0288|-0.17826|0.0533144|-1387.945865|5.9089|6.3507|6.3507
22_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|-0.507802654|-0.006808306|-0.075111395|0.002716049|1|1|-0.004332497|-0.277479519|2|0.612295986|0.831122912|-0.077787113|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.573087958|-47.64347429|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|-0.031744149|7.713126784|54.21581266|71.28682035|60.71546178|412.2379505|-842.8786448999999|1494.441201|230.3045281|30.72175314|-129.440987|482.9384172|1.0|1.0|2.0|3.31|3.16|0.1|-7.69|3.07|4.85|84.73|2.97|0.0|104.64|1.0|-4.44|29.0|-6.58|0.0|0.0|1.0|0.0142|0.0164|3.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.4|4017.0|-1375.05033|-1375.021925|308.65|0.3367|258.55|0.50316|0.68312|-1374.857521|0.0799|-0.16704|0.02840507|-1374.914437|5.7009|9.0|9.0
10_a4|0.0|0|0|0|0.0|0.0|1|1|1|1.343863662|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|-0.159792527|0.01107733|-0.122141977|-0.090413559|1|1|0.011142889|-0.132895939|2|0.6990620390000001|0.810105167|-0.120059574|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|0.43000216|-29.52653193|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|-0.027007048|4.884907049|64.26218096|54.09964719|37.96666686|533.4262268|-781.5450965|2064.276654|147.85886159999998|20.99433004|-283.0534799|594.7358385|1.0|1.0|0.0|3.46|3.38|0.26|-8.07|4.93|4.81|52.83|2.53|0.0|111.38|1.0|-4.66|28.0|-5.83|0.0|1.0|1.0|0.00818|0.00519|3.85|0.0|8.51e-09|3.15e-06|-0.04689|3.34|3.6465|-1183.812875|-1183.790554|340.01|0.1792|249.6|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|0.02232068|-1183.602045|2.2386|7.0555|7.0555
12ae_a36|-3.3501500230000003|1|0|0|3.412870974|0.0|0|2|2|0.299253957|0.0|0.069118289|-0.009867085|5.351858133|-0.351827031|-0.611759277|-0.006862238|-0.083959343|0.006615826|1|1|-0.001160331|-0.261631709|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|-63.96145017|-78.71102033|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|13.25108213|19.97715962|97.76153993|81.74750345|533.6188092|-1574.220407|2634.745208|234.6851816|39.62310606|-275.6561988|805.2286932|0.0|0.0|3.0|5.03|0.0|0.17|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|1.0|-3.85|34.0|-8.03|0.0|0.0|0.0|0.0668|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|6.24|3.8664|-1876.203168|-1876.152311|320.67|0.4832|236.84|0.40141|0.68591|-1875.897072|0.3366|-0.1566|0.0508577|-1875.963244|8.9297|7.8239|7.8239
15a_a22|0.0|0|0|0|0.0|0.0|1|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|1|0.005757758|-0.165471815|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|0.410151945|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|90.52525878|-0.031425179|9.799599501|65.53409434|70.12529157|56.35672103|588.2800507999999|-1109.242072|2169.226845|201.7850124|30.3550786|-275.2352849|684.5377542|1.0|1.0|1.0|3.42|2.86|0.08|-9.21|3.87|4.31|85.59|1.73|0.0|124.05|1.0|-4.65|32.0|-6.61|0.0|0.0|1.0|0.00945|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.35331|-1368.321775|339.72|312.0|245.14|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|0.03153544|-1368.1368730000002|6.8666|6.8447|6.8447
1_a15|0.0|0|0|0|0.0|0.0|0|0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|-0.541427319|0.001244652|-0.068297833|-0.000905902|0|0|0.003816011|-0.270248221|2|0.836466114|0.705825714|0.101406325|0.74357498|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|10.95802135|63.14412039|90.40184737|60.96303497|566.1848585|-1228.210985|2855.495631|254.7811976|33.22939752|-136.9714493|851.7423982|1.0|1.0|1.0|3.91|4.18|0.19|-10.02|5.46|6.32|74.73|2.2|0.0|132.94|0.0|-6.55|34.0|-5.38|1.0|0.0|0.0|0.00013|0.000495|5.23|0.0|9.53e-11|4.36e-08|-0.04142|4.68|3.2188|-1510.136281|-1510.117336|385.18|0.2464|282.85|0.64662|0.70553|-1509.785098|0.0061|-0.1365|0.01894559|-1509.851127|2.3261|7.3565|7.3565
8a_a8|0.0|1|0|0|3.150966553|0.0|1|1|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|-0.732911106|-0.0075336219999999|0.010118884|-0.0298924089999999|1|1|-0.005306541|0.089375589|1|0.76592324|0.762577159|0.089031731|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|0.22299265|-78.93428863|-71.12928513|20.58762475|170.9592896|0.449170525|269.0155755|-0.049054408|12.33026525|84.91322996|86.57328508|99.52191337|329.9007832|-1351.456417|1746.6927010000002|141.2206861|38.44444383|-316.4749864|529.053307|0.0|0.0|2.0|3.37|2.64|0.05|-6.76|3.13|2.72|112.23|1.9|0.0|109.21|1.0|-4.4|30.0|-7.04|0.0|0.0|0.0|16.0|0.0292|2.4|0.0|1.74e-07|6.96e-05|-0.06922|6.1|3.1039|-1367.776863|-1367.744724|399.45|0.2035|269.43|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|0.03213899|-1367.595683|6.8427|4.9454|4.9454
13_a47|0.0|1|1|1|2.920663104|0.0|0|0|0|1.417757826|0.0|-0.174238791|-0.0049262279999999|4.59511985|-0.0777650159999999|-0.20197533|-0.00105415|0.003874205|0.038682232|1|1|-0.000211465|-0.0233277889999999|2|0.6427334020000001|0.794037882|0.030290722|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.244975411|-41.79730418|-45.39284663|9.13564442|63.12660940000001|0.2183244369999999|112.453046|-0.032468557|4.705524762|0.0|57.38622954|50.9329486|402.6200617|-635.4998528|669.2729199|160.5682509|24.29844849|-193.936606|359.12161539999994|1.0|1.0|2.0|2.9|1.75|0.06|-7.9|4.06|4.63|66.49|2.34|0.0|91.59|1.0|-4.24|24.0|-6.0|0.0|1.0|1.0|0.0185|0.0173|3.17|0.0|1.26e-08|4.04e-06|-0.05465|2.7|4.0302|-1067.820961|-1067.78457|307.63|0.3382|307.63|0.67466|0.67466|-1067.665127|0.3382|-166.0|0.03639189|-1067.71601|4.8308|7.8|7.8
14_a47|0.0|1|1|1|2.871076328|0.0|0|0|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|-0.2306964|-0.008212621|-0.01670074|0.0295267039999999|1|1|-0.006335783|-0.061837113|2|0.5975877820000001|0.777675668|-0.085385518|0.8467634620000001|0.579833096|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|160.57883|-0.034963476|5.113919242|0.0|61.62381153|57.32194098|343.7492333|-617.1571777|670.2518865000001|169.0962983|26.52746264|-166.1354667|310.8026328|1.0|1.0|2.0|2.78|1.53|0.0|-7.79|3.97|4.88|66.49|2.49|0.0|86.58|1.0|-3.97|24.0|-6.21|0.0|1.0|1.0|0.0349|0.0241|2.91|0.0|1.63e-08|5.27e-06|-0.06057|2.64|3.9671|-1127.737484|-1127.700693|312.53|0.2452|312.53|0.68345|0.68345|-1127.610422|0.2452|-0.16377|0.03679054|-1127.6593779999998|3665.0|8.1|8.1
9i_a40|0.0|0|0|0|0.0|0.0|1|0|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|5.4161004020000005|-0.105556952|-0.279092262|0.004532692|0.201624407|-0.1788455119999999|2|2|0.004019925|0.187399127|0|0.831946443|0.762774506|-0.154977678|0.824009442|0.7947633409999999|1|0.830980762|-0.092881258|-0.088485615|0.006324687|-46.80087537|-44.58600513|5.548036224|213.7117392|0.169019238|85.16517222|-0.036869006|2.795536563|62.68854553|49.81256531|52.34891159|418.7133986|-668.7900768999999|335.9672843|71.03556427|21.62632891|-361.8074422|351.4600612|1.0|1.0|1.0|3.25|2.9|0.06|-6.03|3.84|4.02|84.45|2.99|1.0|91.11|1.0|-5.32|22.0|-5.44|0.0|0.0|1.0|0.00147|0.00603|3.85|0.0|9.31e-07|0.000285|-0.05989|3.2|2.8936|-1273.334714|-1273.31399|428.48|0.5012|284.3|0.56118|0.70339|-1273.167389|0.3362|-0.11967|0.02072395|-1273.217301|2.7887|5.9031|5.9031
14c_a22|0.0|0|0|0|0.0|0.0|1|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|-0.298463715|0.003784292|-0.023927419|0.006275578|1|1|0.004362505|-0.160566657|2|0.667111824|0.773044788|-0.096749121|0.8353837409999999|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|96.05497587|-0.030217952|12.73426132|78.22334636|75.5139152|66.26540251|623.8702703|-1152.997336|2092.7515510000003|243.5598613|32.87756477|-232.8055235|731.8178649|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|3.9|4.18|109.38|1.08|0.0|128.77|1.0|-4.86|34.0|-6.96|0.0|0.0|0.0|0.00618|0.0107|2.9|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3.6741|-1460.602657|-1460.571156|337.45|0.5079|216.15|0.3078|0.69113|-1460.324494|0.0694|-0.15408|0.03150011|-1460.38772|9.04|6.8153|6.8153
10_a47|0.0|0|0|0|0.0|0.0|0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|-0.384667159|-0.008120645|0.0814897|0.007193585|0|0|-0.0065562469999999|-0.045289209|2|0.7027461220000001|0.754096463|-0.138304661|0.8077565520000001|0.6913602740000001|1|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|-40.80144983|-50.08559665|5.088920549|103.41137940000002|0.158929034|84.97451737|-0.035388634|2.720890925|0.0|57.59863288|45.89037038|449.6950454|-851.455143|1567.859561|105.9273263|23.5960035|-322.8149102|498.0016816|1.0|1.0|2.0|3.02|2.97|0.09|-8.85|5.12|5.92|58.04|3.21|0.0|106.43|1.0|-5.75|27.0|-5.08|1.0|0.0|1.0|0.000638|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|4.37|3.7236|-1188.405988|-1188.3744|332.97|231.0|214.9|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|0.03158831|-1188.244739|2.8795|7.9|7.9
12an_a36|0.0|1|0|0|3.489959714|0.0|0|2|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|-0.407702102|0.00285431|-0.131674913|-0.031635802|1|1|0.003710345|-0.133106642|1|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0.855081905|0|0.836440154|-0.073519599|-0.105145528|0.270501913|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|7.903608682000001|0.0|81.70091433|61.37296195|565.1654879|-1349.848937|2399.367452|146.2760938|31.9040205|-383.1273396|725.9470896|0.0|1.0|2.0|4.85|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|1.0|-4.85|31.0|-6.64|0.0|0.0|0.0|0.0061|0.0132|3.19|0.0|8.95e-08|3.83e-05|-0.05561|3.37|3.7872|-1670.452238|-1670.417726|327.38|0.6702|239.49|0.44822|0.69094|-1670.182102|0.0644|-0.15474|0.0345115999999999|-1670.244686|6.2182|7.3979|7.3979
12bb_a36|0.0|1|0|0|3.3296932480000003|0.0|0|2|2|1.29704416|0.0|-0.07834963|-0.008239316|5.351858133|-0.117921811|-0.444923056|-0.006877664|-0.018516159|-0.027636036|1|1|-0.004358975|-0.250781298|1|0.653741315|0.836170906|0.0534307559999999|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|-58.19935506|-73.39466247|14.16769093|88.91215764|0.311151789|199.7440352|-0.038872447|9.094955748|0.0|88.14984373|72.36704599|442.2064275|-1247.709262|2458.790147|180.1992964|34.69260487|-281.5518699|593.6088758|0.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.55|3.0|69.2|2.78|0.0|123.67|1.0|-3.99|31.0|-6.8|0.0|1.0|0.0|0.0424|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|3.66|3.8001|-1431.4091|-1431.374881|326.27|0.4172|236.69|0.38838|688.0|-1431.178978|0.0736|-0.15507|0.03421884|-1431.238418|8657.0|8.0|8.0
3h_a32|0.0|1|1|1|3.579396967|0.0|0|0|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|-0.008243901|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|3|0.003284804|-0.122769653|0|0.84279263|0.7926338540000001|-0.169197453|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|75.87946135|-0.027590124|4.372100625|0.0|62.63332945|51.95714963|550.2022886|-829.1363044|2911.160989|141.8112711|22.33200639|-342.4592076|593.0848817000001|1.0|1.0|1.0|3.65|3.88|0.35|-8.47|8.11|6.24|110.94|2.64|0.0|112.28|1.0|-8.23|26.0|-4.29|1.0|0.0|1.0|2.24e-06|0.000273|6.12|0.0|3.37e-09|1.29e-06|-0.05318|4.61|3.5552|-1790.6908030000002|-1790.663897|348.74|0.2926|348.74|0.70257|0.70257|-1790.440663|0.2926|-0.1474099999999999|0.02690554|-1790.5004850000005|5.8749|8.1549|8.1549
4q_a46|0.0|0|0|0|0.0|0.09591943|1|1|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|-0.066250447|0.012173202|-0.155661124|-0.081623022|1|1|0.012222698|-0.187559576|2|0.716317772|0.807871283|-0.15266708|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|48.25357162|-0.021010627|4.520667361|72.14599138|49.37907349|37.21920695|509.9138517|-586.3723734|1491.412605|212.350744|18.92875482|-133.46593529999998|554.3688216|1.0|1.0|0.0|3.95|3.16|0.38|-6.94|4.09|4.09|52.83|1.75|0.0|102.63|1.0|-3.41|26.0|-6.54|0.0|1.0|0.0|135.0|0.0449|2.65|0.0|1.14e-07|3.97e-05|-0.03042|2.57|4.5296|-1108.751283|-1108.729426|273.72|0.1432|273.72|0.69002|0.69002|-1108.511662|0.1432|-0.1903|0.02185677|-1108.566571|3.2968|6129.0|6129.0
12z_a36|0.0|1|0|0|3.435113772|0.0|0|2|2|1.297044126|0.0|-0.065211069|-0.007671785|5.351858133|-0.010732275|-0.421948174|-0.000143196|-0.010881947|-0.030529442|1|1|0.001194592|-0.175397741|1|0.8707354620000001|0.826316772|0.103551178|0.886776351|0.8212311840000001|0|0.834790405|-0.081592361|-0.102674964|0.492335362|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|109.572766|-0.036238222|10.28066212|15.59091678|83.07227002|69.61568586|553.6621150000001|-1225.757112|2451.657399|190.5590792|33.72393432|-282.1167226|642.3830552000001|0.0|0.0|2.0|4.76|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|0.0|128.47|1.0|-3.99|31.0|-7.08|0.0|0.0|0.0|0.0412|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.05642|2.98|3.8969|-1325.195958|-1325.157504|318.16|0.4423|318.16|0.69397|0.69397|-1324.951498|0.4423|-0.1575|0.03845474|-1325.010808|6.5892|8301.0|8301.0
