molecula|molecula|Contribution (HOMO-LUMO transition)|NaasN|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|nAHRing|Log Kp (cm/s)|FNSA5|Zero Point Energy|PNSA3|Consensus Log P|pIC50|RNCS|TPSA_x|FNSA4|CYP3A4 inhibitor|Synthetic Accessibility|FNSA1|Log Po/w WLOGP|pIC50
5_a15|5_a15|0.70244|0|6.0|0|-5.55|-0.0989946469999999|-1470.487858|-45.57134103|4.29|7.8861|119.95308020000002|93.65193084|-0.0273088679999999|1.0|3.79|0.5089899720000001|6.01|7.8861
12b_a30|12b_a30|0.68496|0|5.0|2|-6.02|-0.09915679|-1674.7778119999998|-53.05077947|2.92|8.1543|86.84905288|149.39744040000002|-0.038448551|0.0|4.63|0.798520682|3.18|8.1543
26_a20|26_a20|0.68167|1|4.0|0|-6.28|-0.082729415|-1352.036122|-58.21621279|3.66|6.8827|299.8332395|139.417676|-0.0327795789999999|1.0|3.42|0.7848887259999999|4.62|6.8827
19h_a38|19h_a38|0.69012|0|4.0|2|-6.77|-0.109986804|-1331.941646|-48.43313101|2.66|8.0348|136.81322659999998|132.7728693|-0.03959525|1.0|4.8|0.75379331|2.55|8.0348
4g_a49|4g_a49|0.69238|2|7.0|2|-6.6|-0.0666753309999999|-2147.217543|-61.24875669|5.23|6.9747|151.0705543|139.3194688|-0.0250032489999999|0.0|4.83|0.6273572239999999|7.56|6.9747
47s_a18|47s_a18|0.6926800000000001|0|3.0|1|-5.96|-0.08106112|-1533.737579|-53.18668656|3.19|6.2104|10.92659868|117.0051929|-0.030108416|1.0|4.41|0.820470855|3.93|6.2104
8_a47|8_a47|0.6877800000000001|0|4.0|0|-4.79|-0.091482011|-1685.8518170000002|-44.09728708|5.03|7.3|90.32612351|87.2263982|-0.035797309|1.0|3.02|0.819702033|6.77|7.3
16_a31|16_a31|0.70108|0|4.0|1|-6.48|-0.150315165|-1308.113026|-66.9420327|2.33|7.0458|130.369865|213.694252|-0.050105055|1.0|3.2|0.73080436|2.83|7.0458
6f_a40|6f_a40|0.69911|1|5.0|1|-6.9|-0.130571562|-2426.725129|-86.21963207|2.61|7.3768|207.7174501|221.1408856|-0.052228625|1.0|4.05|0.8628087240000001|2.66|7.3768
10_a47|10_a47|0.69212|0|4.0|0|-5.08|-0.0936757959999999|-1188.1907199999998|-40.80144983|4.41|7.9|103.41137940000002|84.97451737|-0.035388634|1.0|3.02|0.801882632|5.92|7.9
14a_a23|14a_a23|0.6289100000000001|2|4.0|0|-6.27|-0.08032517|-1629.690316|-35.20994211|3.37|8.5498|38.57988954|51.42774883|-0.0341809229999999|1.0|3.41|0.7807587890000001|4.02|8.5498
18a_a25|18a_a25|0.5274399999999999|1|3.0|0|-5.58|-0.078181889|-1674.982248|-37.07961488|4.53|7.0269|75.74077952|45.33086513|-0.03097773|1.0|3.5|0.817072039|5.72|7.0269
4c_a49|4c_a49|0.67789|1|5.0|1|-7.53|-0.086290519|-1332.336755|-56.5385923|2.6|6.5935|82.02101639|153.60017230000005|-0.029809452|1.0|3.49|0.724053828|3.19|6.5935
25d_a34|25d_a34|0.6764600000000001|1|5.0|1|-6.74|-0.124111479|-1426.243341|-66.52770588|3.21|6.0223|174.9700398|215.4372954|-0.044492794|1.0|3.58|0.7772035959999999|3.95|6.0223
12g_a31|12g_a31|0.70068|0|5.0|1|-6.86|-0.131126805|-1578.605452|-78.87508829|2.9|6.9586|152.7424573|256.26669530000004|-0.039059048|1.0|3.61|0.6886488690000001|3.44|6.9586
8a_a32|8a_a32|0.70316|0|4.0|0|-5.76|-0.109412858|-1880.536478|-52.34893512|4.07|7.3468|73.64907732|116.298071|-0.035678106|1.0|3.48|0.7490845290000001|4.65|7.3468
32_a47|32_a47|0.68986|1|5.0|1|-6.34|-0.0726950079999999|-1777.843462|-41.57905445|3.94|7.0|28.55112477|106.9180086|-0.026060474|1.0|3.35|0.64116122|5.07|7.0
5g_a40|5g_a40|0.6563|1|5.0|0|-6.6|-0.14338431|-1327.9345529999998|-72.93994279|2.01|6.9101|216.425542|152.9506864|-0.049288357|0.0|3.13|0.745349319|2.5|6.9101
12e_a40|12e_a40|0.70157|1|4.0|0|-5.26|-0.122830115|-2248.154966|-71.78145688|3.98|5.9318|206.0119599|119.4966772|-0.048387621|0.0|3.27|0.790818822|4.84|5.9318
3b_a49|3b_a49|0.6632|1|5.0|1|-7.42|-0.0846496|-1293.048179|-54.04959517|2.38|7.6021|325.6896751|153.4719941|-0.0276739079999999|1.0|3.37|0.656865946|3.2|7.6021
1_a3|1_a3|0.68912|0|4.0|1|-6.87|-0.0925710269999999|-1273.1763970000002|-45.44133321|1.5|6.1403|289.8942564|102.8341051|-0.034105115|1.0|3.83|0.7920857179999999|1.85|6.1403
8a_a31|8a_a31|0.7027100000000001|0|5.0|1|-7.11|-0.136459435|-1347.3959220000002|-60.46233433|2.13|6.1024|131.2406629|200.6591816|-0.0416959379999999|1.0|3.34|0.666437359|2.54|6.1024
12_a47|12_a47|0.68557|0|4.0|0|-5.94|-0.091853238|-1487.974738|-44.18983348|3.37|8.2|63.89392714|112.4599133|-0.034116917|1.0|2.73|0.680723821|4.98|8.2
14ab_a23|14ab_a23|0.66532|2|4.0|0|-5.92|-0.076243539|-1708.277193|-35.59605095|4.12|8.4012|40.23721489|51.89838547|-0.031648261|1.0|3.63|0.797837067|4.63|8.4012
21a_a23|21a_a23|0.60824|2|4.0|0|-6.07|-0.082341001|-1668.989671|-34.01266735|3.78|6.9914|39.56172507|48.49696614|-0.03458322|1.0|3.53|0.842121383|4.33|6.9914
1o_a5|1o_a5|0.5492100000000001|0|4.0|0|-6.3|-0.072886362|-1043.422345|-42.63505279|2.95|7.4559|167.3051756|62.16682117|-0.028770932|1.0|2.81|0.699913551|4.07|7.4559
19b_a38|19b_a38|0.69411|0|5.0|2|-6.81|-0.11557289|-1431.18309|-53.38447032|2.94|7.9172|120.3048789|168.00390359999997|-0.041606241|0.0|4.82|0.7596369590000001|3.11|7.9172
19a_a38|19a_a38|0.68835|0|4.0|2|-6.77|-0.108300308|-1331.94466|-51.36166266|2.68|8.0106|137.2318698|151.1278869|-0.038988111|1.0|4.83|0.744796537|2.55|8.0106
13h_a6|13h_a6|0.69001|0|5.0|0|-6.31|-0.091977068|-1386.302668|-51.85624128|3.61|7.3279|77.20799814|92.37313621|-0.032362302|1.0|3.64|0.736918588|4.79|7.3279
12bh_a36|12bh_a36|0.7039|0|4.0|2|-6.38|-0.09959401|-1311.293683|-47.04367494|2.42|7.8539|83.08294358|110.81353529999998|-0.035569289|0.0|4.95|0.783294222|2.5|7.8539
14j_a23|14j_a23|0.65128|2|5.0|0|-6.31|-0.082226482|-1728.9293280000002|-40.35191855|3.77|8.3883|40.38957571|100.2571987|-0.034989992|1.0|3.39|0.7739671709999999|4.58|8.3883
22_a47|22_a47|0.68312|1|6.0|0|-6.58|-0.089280419|-1374.857521|-47.64347429|3.41|9.0|12.19999546|177.81209280000002|-0.031744149|1.0|3.31|0.6096864479999999|4.85|9.0
17_a12|17_a12|0.62783|0|4.0|1|-6.07|-0.096209886|-1366.638303|-36.25249721|3.14|7.7959|69.36398419|73.93273708|-0.035198739|1.0|4.13|0.786701219|2.56|7.7959
4n_a46|4n_a46|0.7025|1|3.0|1|-5.26|-0.085838139|-1090.098769|-56.80797266|3.9|5.2845|172.8490949|53.22165035|-0.031047837|1.0|3.75|0.863203663|4.94|5.2845
1m_a5|1m_a5|0.45426|0|3.0|0|-5.71|-0.071478865|-1410.783167|-37.380714700000006|3.63|7.3665|154.6334216|61.95289543|-0.028977918|1.0|2.69|0.73847373|4.85|7.3665
9a_a40|9a_a40|0.69958|1|2.0|0|-4.85|-0.072887601|-1217.825264|-29.02567082|4.08|6.6696|109.9916614|30.17155594|-0.032156295|1.0|3.26|0.868476591|4.43|6.6696
12s_a36|12s_a36|0.6928|0|4.0|2|-6.55|-0.1000534719999999|-1272.00109|-46.58030248|2.14|8.0458|110.6090028|109.5085883|-0.035868226|0.0|4.85|0.754198383|2.19|8.0458
18a_a22|18a_a22|0.68577|1|4.0|0|-6.28|-0.076119803|-1691.036502|-34.36220678|3.9|7.8861|29.59800426|49.84469832|-0.029276847|1.0|3.49|0.710467198|5.11|7.8861
9d_a31|9d_a31|0.7006899999999999|0|5.0|1|-6.36|-0.11958484|-1657.1791449999998|-66.96024848|3.65|6.2218|154.8767865|208.401866|-0.033844766|1.0|3.8|0.6636195229999999|4.09|6.2218
17a_a6|17a_a6|0.7024|0|5.0|1|-5.89|-0.109388399|-1349.830672|-63.02857512|3.59|7.6198|157.13173490000003|161.9738174|-0.041567592|1.0|3.52|0.77193498|4.32|7.6198
3i_a32|3i_a32|0.70322|0|6.0|0|-5.53|-0.1132851459999999|-1891.738614|-49.17963359|4.37|8.2366|60.99385995|55.97682661|-0.044627482|1.0|3.1|0.77072347|6.29|8.2366
GW6604_a52|GW6604_a52||0|3.0|0|-5.95|-0.072069252||-35.51891876|3.08|6.9706|157.2481263|62.55188751|-0.029217264|1.0|2.68|0.73529506|4.2|6.9706
7c_a8|7c_a8|0.70321|1|5.0|0|-6.34|-0.089778346|-1331.567632|-50.34151168|3.26|4.7307|49.43944876|94.73836511|-0.03366688|1.0|3.44|0.626902145|3.78|4.7307
11_a47|11_a47|0.6915399999999999|0|5.0|0|-5.28|-0.096486559|-1395.922861|-50.01659041|4.69|7.4|119.4035378|124.4421556|-0.035945973|1.0|3.28|0.816608795|6.68|7.4
11a_a5|11a_a5|0.65363|0|4.0|0|-4.54|-0.071517578|-1339.493223|-46.13206353|5.16|7.0915|61.32301293|76.14130253|-0.026223112|1.0|3.53|0.740865275|6.55|7.0915
12bg_a36|12bg_a36|0.69395|0|4.0|2|-6.26|-0.102664465|-2151.914954|-51.74990566|2.82|7.8239|107.3347739|109.3374477|-0.036959207|0.0|4.75|0.747867728|3.19|7.8239
47u_a18|47u_a18|0.69143|0|4.0|1|-6.31|-0.092271172|-1509.771642|-62.99873374|2.6|5.7055|86.37253771|180.5187465|-0.0344062|0.0|3.98|0.721837463|3.02|5.7055
7a_a8|7a_a8|0.70367|1|5.0|1|-6.33|-0.101880506|-1291.10235|-60.00793116|3.15|4.6068|145.3710976|165.38046830000002|-0.042647654|1.0|3.34|0.733884399|3.49|4.6068
12ax_a36|12ax_a36|0.69348|0|4.0|2|-6.26|-0.107815607|-2151.910753|-49.32384393|2.82|7.9208|36.17982162|102.4490387|-0.038813619|0.0|4.74|0.7648530440000001|3.19|7.9208
15a_a10|15a_a10|0.68863|1|5.0|1|-6.52|-0.076864276|-1278.141052|-29.50952422|3.33|7.6198|42.41151044|54.61835033|-0.025155581|1.0|3.5|0.676473201|4.05|7.6198
16_a4|16_a4|0.54061|1|4.0|1|-5.64|-0.080093659|-1057.3808390000002|-36.11951685|3.91|6.4647|13.51923899|103.5057102|-0.033372358|0.0|3.26|0.832461695|4.96|6.4647
14a_a25|14a_a25|0.6714|1|4.0|0|-5.91|-0.084207356|-1352.024616|-45.72658614|3.81|6.684|107.22698590000002|98.18816423|-0.033365179|1.0|3.43|0.8067529940000001|4.92|6.684
15_a15|15_a15|0.70572|0|4.0|1|-5.26|-0.091075463|-1450.398033|-41.11675625|4.64|6.9626|142.8140301|68.29723829999999|-0.031405332|0.0|4.04|0.702544178|6.69|6.9626
21_a12|21_a12|0.57644|0|4.0|1|-6.45|-0.100098765|-1327.347724|-34.60932333|2.68|7.6576|75.46830038|76.35009799|-0.036878492|1.0|4.05|0.770818357|2.25|7.6576
14c_a23|14c_a23|0.56781|2|4.0|0|-6.03|-0.0800086929999999|-2089.293299|-37.73933093|4.0|8.6253|38.43627129|51.21382308|-0.034046252|1.0|3.4|0.7834075309999999|4.67|8.6253
25b_a34|25b_a34|0.6925600000000001|1|5.0|1|-7.07|-0.137924163|-1313.132261|-64.37123451|2.58|5.6819|165.2408865|214.470853|-0.042438204|1.0|3.53|0.76274549|3.03|5.6819
14i_a23|14i_a23|0.55606|2|5.0|0|-7.33|-0.096562208|-1798.371346|-60.8283953|2.61|8.4622|324.811841|151.83084580000002|-0.039760909|0.0|3.56|0.7780956840000001|3.12|8.4622
16e_a32|16e_a32|0.7022|0|5.0|0|-6.15|-0.117338144|-1955.766505|-55.957388|3.77|8.1367|105.4021155|134.6906051|-0.037448344|1.0|3.64|0.702226562|4.6|8.1367
8a_a12|8a_a12|0.6309100000000001|0|4.0|1|-6.04|-0.093050281|-1045.851982|-30.69873711|3.1|6.7011|46.32568673|55.59930083|-0.033836466|1.0|4.06|0.791430726|2.5|6.7011
14d_a23|14d_a23|8.1555|2|4.0|0|-6.1|-0.078282292|-1668.983743|-35.40917327|3.8|8.4001|39.26987634|51.59888942|-0.032878563|1.0|3.52|0.790346608|4.33|8.4001
14a_a10|14a_a10|0.7047100000000001|1|6.0|2|-6.82|-0.070610745|-1489.42155|-32.23041637|3.43|7.1308|67.52851799|64.18371923|-0.018970051|1.0|3.98|0.542015878|3.36|7.1308
14ae_a23|14ae_a23|0.58144|2|6.0|0|-6.68|-0.087074783|-1858.675325|-46.69131269|3.44|8.6038|111.4422142|91.4475768|-0.0269140239999999|1.0|3.74|0.53040766|4.03|8.6038
8f_a12|8f_a12|0.65098|0|4.0|1|-5.47|-0.098932601|-1480.955408|-41.27611074|3.82|6.1898|83.13642146|73.97552223|-0.03822396|1.0|4.09|0.8381234340000001|3.41|6.1898
6_a4|6_a4|0.5877|1|3.0|1|-5.42|-0.0670158929999999|-1108.338577|-29.18838891|4.23|5.8861|14.1731579|30.33467048|-0.024618083|1.0|3.38|0.814470803|5.23|5.8861
14q_a23|14q_a23|0.5949|2|5.0|0|-7.33|-0.096370719|-1798.3704079999998|-61.51997721|2.62|7.8069|350.836102|155.7136729|-0.039682061|0.0|3.52|0.777340899|3.12|7.8069
13d_a6|13d_a6|0.7007399999999999|0|5.0|1|-5.88|-0.110731261|-1389.125098|-63.04181168|3.74|6.4437|156.67194009999997|143.9350986|-0.039696112|1.0|3.64|0.769432845|4.57|6.4437
3c_a12|3c_a12|0.68067|0|4.0|1|-6.18|-0.099327724|-1327.351991|-36.28720467|2.76|7.699|73.9854678|79.00277721|-0.033980537|1.0|3.94|0.7055242159999999|2.25|7.699
4p_a46|4p_a46|0.70138|1|3.0|1|-5.09|-0.083274013|-1129.3914619999998|-56.55658053|4.25|6.4672|175.10295019999998|53.32991189|-0.029978645|0.0|3.89|0.87420565|5.25|6.4672
12a_a5|12a_a5|0.67169|0|4.0|1|-6.23|-0.067680123|-1201.750315|-36.01436435|3.58|7.7212|13.74268646|64.77671525|-0.026030816|1.0|3.06|0.746785093|4.26|7.7212
34_a20|34_a20|0.68845|1|4.0|0|-6.28|-0.085459595|-1352.041015|-57.31821177|3.63|7.2147|297.5548445|136.81360859999998|-0.032248904|1.0|3.43|0.776414086|4.62|7.2147
11_a3|11_a3|0.6966600000000001|0|4.0|0|-6.59|-0.099420732|-1288.058926|-45.19136777|2.46|7.3979|253.1353625|105.101718|-0.0391657429999999|1.0|3.19|0.752484736|3.41|7.3979
12k_a30|12k_a30|0.6864899999999999|0|5.0|2|-6.19|-0.098188266|-1690.031103|-52.35426525|2.57|7.6144|106.8195439|122.5057244|-0.035199567|1.0|4.72|0.7081361979999999|2.63|7.6144
3t_a32|3t_a32|0.70286|0|4.0|0|-5.81|-0.0974995|-1864.472646|-50.65701113|4.46|8.0458|97.01046154|108.2086749|-0.026967947|1.0|3.58|0.684474482|5.42|8.0458
3p_a32|3p_a32|0.7017100000000001|0|4.0|1|-6.8|-0.098773656|-1879.350471|-41.73212799|3.23|7.585|40.28175307|106.1908248|-0.029183126|1.0|3.38|0.6199678829999999|3.71|7.585
13c_a6|13c_a6|0.7008800000000001|0|5.0|1|-5.88|-0.111231609|-1389.122252|-63.73961873|3.64|7.1367|157.60887419999997|145.12291069999998|-0.039875482|1.0|3.61|0.772032541|4.57|7.1367
8k_a46|8k_a46|0.5577300000000001|1|6.0|1|-6.75|-0.0863473759999999|-1844.970617|-61.98124174|3.29|6.8327|104.0919365|187.86239430000003|-0.033099828|1.0|3.94|0.8265691140000001|5.37|6.8327
46_a18|46_a18|0.69181|0|3.0|2|-6.14|-0.076485888|-1532.493789|-49.54738918|2.93|6.7305|0.946462387|123.2289237|-0.029244604|1.0|4.27|0.782232748|3.3|6.7305
6_a3|6_a3|0.69323|0|3.0|0|-5.68|-0.098669224|-1731.602363|-52.01903278|3.63|5.7501|236.2008316|108.118071|-0.037726468|1.0|3.05|0.80281499|4.66|5.7501
9i_a24|9i_a24|0.6755800000000001|1|4.0|0|-7.01|-0.069812876|-945.174716|-30.56504777|1.73|7.0555|10.13249376|82.21166337|-0.024639839|1.0|2.76|0.499238289|2.72|7.0555
1d_a5|1d_a5|0.5764600000000001|0|6.0|0|-5.73|-0.086213657|-1288.201219|-47.76176205|4.15|5.03|204.4506579|55.92018945|-0.036640804|1.0|2.92|0.770504115|6.37|5.03
19_a15|19_a15|0.68945|0|5.0|0|-6.22|-0.112106433|-1523.196562|-54.70558911|2.88|7.1427|61.63983265|178.5363184|-0.042351319|1.0|2.99|0.922135562|4.96|7.1427
12am_a36|12am_a36|0.6805100000000001|0|8.0|2|-6.4|-0.118101664|-1644.952145|-63.19394154|2.65|7.2218|128.69607109999998|127.81651770000002|-0.045928425|0.0|4.81|0.788334835|4.04|7.2218
12av_a36|12av_a36|0.70455|0|5.0|2|-7.66|-0.105593135|-1440.67411|-57.31621925|1.47|7.4089|99.2415672|172.4374372|-0.035197712|0.0|4.96|0.671916917|1.65|7.4089
17f_a50|17f_a50|0.6573899999999999|2|4.0|1|-6.64|-0.074859564|-1218.966516|-29.10566644|2.92|6.4001|6.382846132999999|54.44410182|-0.026836447|1.0|3.81|0.721122105|3.83|6.4001
5_a47|5_a47|0.69291|0|4.0|0|-5.19|-0.1001981959999999|-1569.20723|-46.33853208|4.29|7.7|104.9032216|101.3974575|-0.038537768|1.0|2.67|0.781571204|5.96|7.7
7l_a46|7l_a46|0.68834|1|3.0|1|-6.22|-0.06289606|-915.446686|-27.30136533|2.86|5.7122|8.13531199|44.79605077|-0.022013621|1.0|3.04|0.67467081|3.59|5.7122
12h_a30|12h_a30|0.68543|0|5.0|2|-6.02|-0.09907575|-1674.777786|-52.88851758|2.92|8.065|89.66095835|150.42542849999998|-0.038417127|0.0|4.63|0.7979748729999999|3.18|8.065
8b_a12|8b_a12|0.57773|0|4.0|1|-6.51|-0.116554734|-1159.188228|-60.97837482|2.51|6.58|319.0086845|149.9096134|-0.045608374|1.0|4.11|0.888936354|1.9|6.58
9a_a31|9a_a31|0.7028|0|5.0|1|-6.39|-0.122626525|-1691.716118|-64.75697831|3.47|6.8239|163.6011874|197.8075471|-0.043430228|1.0|3.6|0.737758755|4.02|6.8239
12i _a30|12i _a30|0.68497|0|4.0|2|-5.75|-0.096489393|-2035.141693|-50.00086637|3.11|7.8013|84.78576301|102.235113|-0.037414255|0.0|4.62|0.806299097|3.27|7.8013
12ba_a36|12ba_a36|0.70432|0|6.0|2|-7.04|-0.108410153|-1417.187763|-56.0578808|1.57|7.6778|100.798163|101.229662|-0.037526591|0.0|4.8|0.7068957840000001|1.63|7.6778
3d_a32|3d_a32|0.7035100000000001|0|3.0|0|-5.18|-0.093187219|-1672.585902|-37.19367587|4.32|8.0915|62.43434632|58.01666174|-0.02867299|1.0|3.34|0.720540286|5.07|8.0915
12_a4|12_a4|0.68825|1|5.0|1|-6.84|-0.074699711|-1617.57796|-41.69390404|3.3|5.032|15.80191019|115.5823166|-0.025916226|1.0|3.41|0.717772573|4.98|5.032
47n_a18|47n_a18|0.6914600000000001|0|4.0|1|-6.68|-0.091185806|-1740.5852670000002|-65.43887366|2.76|7.1938|61.29571241|171.2889916|-0.031974244|1.0|4.69|0.783921929|3.31|7.1938
11c_a31|11c_a31|0.7005899999999999|0|6.0|1|-6.56|-0.14043574|-1559.194237|-80.82023592|3.04|6.8861|264.7428792|255.2562173|-0.042457317|1.0|3.51|0.676089232|3.64|6.8861
12g_a40|12g_a40|0.6988|1|3.0|0|-4.91|-0.099521372|-2172.9382|-49.94706785|4.4|6.1403|130.7472028|68.1355805|-0.0435406|0.0|3.24|0.852031227|5.14|6.1403
18_a10|18_a10|0.6866300000000001|1|5.0|2|-6.34|-0.076052353|-1336.126835|-36.52271591|3.67|6.8861|40.99617452|72.64119073|-0.024889861|1.0|4.07|0.641615544|4.66|6.8861
5a_a40|5a_a40|0.69499|1|3.0|0|-5.9|-0.090991462|-1177.51016|-34.5789643|2.8|7.0915|174.99981530000002|64.97877226|-0.036396585|1.0|3.04|0.8224652720000001|3.08|7.0915
5b_a50|5b_a50|0.66968|2|2.0|1|-6.03|-0.061164973|-990.43875|-20.90908698|3.11|4.9126|6.656963127999999|21.02890062|-0.02140774|1.0|3.37|0.5887490470000001|4.02|4.9126
16a_a10|16a_a10|0.6852199999999999|1|5.0|1|-5.91|-0.076950669|-1394.797092|-36.408063|4.24|7.3279|77.68598956|58.06685151|-0.026063936|1.0|4.11|0.7270593190000001|5.19|7.3279
9b_a36|9b_a36|0.69763|0|4.0|2|-6.46|-0.098301686|-1575.557248|-46.58565720000001|2.48|7.6778|67.12293326|97.10089515|-0.036110824|0.0|4.73|0.78242217|2.76|7.6778
13k_a6|13k_a6|0.70536|0|5.0|1|-6.59|-0.127178105|-1465.557346|-82.8774254|3.18|7.3372|183.1261118|249.215618|-0.045420752|1.0|3.68|0.7971316940000001|3.8|7.3372
21c _a23|21c _a23|0.5885699999999999|2|5.0|0|-7.13|-0.098699133|-1837.67081|-59.46209153|3.0|7.1752|323.3651097|148.8448086|-0.040210758|1.0|3.68|0.834557275|3.42|7.1752
12d_a31|12d_a31|0.7006600000000001|0|5.0|1|-6.36|-0.11498416|-1657.1792779999998|-66.58534562|3.76|6.2924|157.30671669999998|208.9297871|-0.032542687|1.0|3.76|0.6383648510000001|4.09|6.2924
3e_a32|3e_a32|0.7025399999999999|0|3.0|0|-5.2|-0.100056595|-1672.576776|-39.56206964|4.3|8.0862|47.09895162|71.04473954|-0.030786645|1.0|3.33|0.7752553659999999|5.24|8.0862
14y_a23|14y_a23|0.61338|2|4.0|0|-5.8|-0.080613242|-2548.8917260000003|-39.9727336|4.45|8.4225|39.66769923|51.68445972|-0.034303507|1.0|3.41|0.78322549|5.32|8.4225
8_a27|8_a27|0.64893|1|4.0|0|-6.73|-0.092265073|-1004.385302|-37.50265703|2.38|8.2218|122.0597403|106.5457267|-0.035880862|0.0|2.79|0.751701834|2.48|8.2218
13_a1|13_a1|0.69782|0|5.0|1|-6.48|-0.10668313|-1238.174491|-64.94184903|3.23|6.585|148.7311076|186.4137189|-0.040302516|1.0|3.35|0.7082629840000001|3.87|6.585
10_a4|10_a4|0.7038399999999999|1|4.0|1|-5.83|-0.079432495|-1183.54701|-29.52653193|3.9|7.0555|39.48408698|45.34497624|-0.027007048|1.0|3.46|0.744529685|4.81|7.0555
15_a3|15_a3|0.67902|0|5.0|1|-7.35|-0.107619999|-1328.531138|-47.26593592|1.2|7.6021|315.5421792|113.1667185|-0.037667|1.0|4.12|0.850327497|1.56|7.6021
12ak_a36|12ak_a36|0.7034699999999999|0|4.0|2|-6.19|-0.091761476|-1350.57563|-49.87483724|2.66|7.3372|113.186508|109.0807368|-0.032660864|1.0|5.05|0.737439195|3.01|7.3372
8a_a8|8a_a8|0.7036899999999999|1|5.0|1|-7.04|-0.118763303|-1367.539526|-78.93428863|2.56|4.9454|170.9592896|269.0155755|-0.049054408|0.0|3.37|0.76420633|2.72|4.9454
3c_a32|3c_a32|0.7034600000000001|0|3.0|0|-5.35|-0.0943910459999999|-1633.297494|-34.91603827|4.02|8.0458|59.72163595|57.18235134|-0.0288417079999999|1.0|3.22|0.693952122|4.68|8.0458
4r_a46|4r_a46|0.69085|1|4.0|1|-6.83|-0.081339886|-1069.231407|-42.06465252|2.7|5.8499|176.18445569999997|80.72661483|-0.0259595379999999|1.0|3.82|0.7146312779999999|3.43|5.8499
LY364947_a10|LY364947_a10||0|3.0|0|-6.02|-0.075303751||-34.01613475|2.8|7.2291|144.7228349|69.31194102|-0.029665114|1.0|2.46|0.7234846559999999|3.69|7.2291
14ac_a23|14ac_a23|0.69962|2|10.0|0|-5.84|-0.097100967|-2303.749331|-66.72452104|5.43|8.3851|57.45545019|51.99287907|-0.043970249|1.0|3.69|0.8077820920000001|8.36|8.3851
47l_a18|47l_a18|0.69291|0|3.0|1|-6.39|-0.083884237|-1455.165122|-57.15119372|2.72|7.4949|11.54768766|139.7861865|-0.031456589|1.0|4.17|0.796109347|3.19|7.4949
18b_a30|18b_a30|0.67715|0|5.0|2|-6.33|-0.09536285|-1667.788575|-52.09100293|2.42|7.6003|77.65678625|86.42600053|-0.036237883|0.0|4.78|0.759715688|2.49|7.6003
4f_a46|4f_a46|0.69208|1|3.0|1|-5.65|-0.0674830959999999|-1033.315821|-30.29079362|3.76|6.7375|7.730129301|35.27635517|-0.022035297|1.0|3.88|0.759842275|4.71|6.7375
13g_a6|13g_a6|0.7034100000000001|0|5.0|0|-6.31|-0.091949419|-1386.3020800000002|-51.67543048|3.47|6.9245|68.57626488|89.14285747|-0.0323525729999999|1.0|3.61|0.7357333540000001|4.79|6.9245
18c_a22|18c_a22|0.60449|1|5.0|0|-6.63|-0.076388478|-1783.277296|-40.094865000000006|3.72|7.585|30.63947336|47.68404831|-0.028825841|1.0|3.56|0.682690024|4.98|7.585
21_a47|21_a47|0.68296|1|6.0|0|-6.58|-0.095249919|-1374.858663|-46.63227351|3.43|8.3|34.75044485|166.049938|-0.033866638|1.0|3.29|0.6448452960000001|4.93|8.3
8b_a32|8b_a32|0.70285|0|4.0|0|-6.44|-0.108971309|-1880.539698|-53.36442734|3.61|7.9208|102.4297669|132.9495116|-0.03079624|1.0|3.46|0.669149204|4.19|7.9208
8b_a31|8b_a31|0.70036|0|5.0|1|-6.87|-0.132574249|-1386.681003|-63.04219151|2.52|5.6576|129.8921115|204.9365822|-0.040792077|1.0|3.4|0.703469355|2.74|5.6576
25_a12|25_a12|0.69029|0|2.0|0|-4.82|-0.080147596|-974.458128|-28.517955|4.29|7.6576|37.96125329|27.12578432|-0.03323193|1.0|2.81|0.917298637|5.35|7.6576
8c_a32|8c_a32|0.70135|0|4.0|0|-6.45|-0.097480366|-1880.537558|-46.47597924|3.56|7.4318|126.6561213|119.85432240000002|-0.027548799|1.0|3.46|0.600684883|4.19|7.4318
17_a20|17_a20|0.69839|0|5.0|0|-6.09|-0.081404237|-1291.692325|-41.75129828|3.74|5.6478|66.47074027|57.67438055|-0.0315649079999999|1.0|3.5|0.75430388|4.85|5.6478
18_a3|18_a3|0.6671699999999999|0|4.0|0|-6.7|-0.0846755|-889.850598|-31.07331853|2.21|7.5229|160.9514039|70.31739201|-0.031753312|1.0|2.62|0.682492203|3.08|7.5229
17_a3|17_a3|0.69481|0|3.0|0|-5.61|-0.096067661|-1731.6147670000005|-50.20132919|3.71|7.6383|234.4907116|100.2028184|-0.039557272|1.0|3.13|0.840062179|4.66|7.6383
13a_a6|13a_a6|0.70072|0|5.0|1|-6.1|-0.113446379|-1349.834826|-61.52313164|3.52|7.3372|154.9639272|147.4582473|-0.040840697|1.0|3.53|0.759912392|4.32|7.3372
12ar_a36|12ar_a36|0.67174|0|5.0|2|-7.21|-0.098732471|-1364.235126|-54.80317647|1.8|7.6021|86.85924228|110.9204982|-0.0347392029999999|0.0|4.86|0.705591187|1.95|7.6021
4b_a46|4b_a46|0.68682|1|3.0|1|-5.67|-0.070236212|-1033.3243619999998|-28.58477842|3.76|6.2612|7.986637869|35.31914031|-0.0229342729999999|1.0|3.9|0.8104680259999999|4.77|6.2612
