molecula|molecula|Contribution (HOMO-LUMO transition)|NaasN|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|nAHRing|Log Kp (cm/s)|FNSA5|Zero Point Energy|PNSA3|Consensus Log P|pIC50|RNCS|TPSA_x|FNSA4|CYP3A4 inhibitor|Synthetic Accessibility|FNSA1|Log Po/w WLOGP|pIC50
30_a47|30_a47|0.6944899999999999|1|5.0|0|-6.95|-0.107296835|-1695.931037|-64.94243028|2.61|7.9|350.5257774|192.6285289|-0.0383202979999999|1.0|3.03|0.679447569|3.93|7.9
12e_a31|12e_a31|0.7006600000000001|0|5.0|1|-5.93|-0.1099563869999999|-1809.581226|-68.32948993|4.5|6.7696|166.1479229|202.5115275|-0.036652129|1.0|3.87|0.725120432|5.4|6.7696
19j_a38|19j_a38|0.69435|0|5.0|2|-7.13|-0.108006563|-1424.183388|-57.80349365|2.44|8.1146|131.29876370000002|131.9851314|-0.038119963|1.0|4.81|0.714369845|2.42|8.1146
4d_a46|4d_a46|0.69884|1|3.0|1|-5.4|-0.070772596|-1453.635434|-30.95621863|4.11|6.2865|8.241078584|35.10521457|-0.024616555|1.0|3.78|0.813427965|5.11|6.2865
6e_a31|6e_a31|0.70391|0|5.0|1|-6.5|-0.130898441|-1652.445002|-74.99224589|3.27|6.4318|159.9587946|229.6732654|-0.046541668|1.0|3.55|0.7604979040000001|4.0|6.4318
12r_a30|12r_a30|0.68476|0|6.0|2|-6.06|-0.109990462|-1774.009422|-58.32042638|3.21|7.5317|90.4724548|180.5098625|-0.040404659|0.0|4.66|0.790065337|3.74|7.5317
12bd_a36|12bd_a36|0.7044100000000001|0|4.0|2|-6.38|-0.099460046|-1311.291779|-46.92083391|2.42|7.7696|83.92365468|110.578217|-0.035521445|0.0|4.95|0.78244124|2.5|7.7696
17a_a25|17a_a25|0.6722|1|4.0|0|-6.18|-0.079378741|-1391.321455|-44.46905084|4.04|7.6021|93.75234138|89.44809639|-0.0297670279999999|1.0|3.48|0.755980502|5.31|7.6021
16_a47|16_a47|0.6743899999999999|0|5.0|0|-6.04|-0.092995116|-1166.901251|-48.30620628|3.52|9.0|63.13219447|159.6978638|-0.034261359|1.0|2.93|0.697929921|5.19|9.0
11a_a50|11a_a50|0.65485|2|3.0|1|-6.24|-0.071180382|-1045.794689|-25.48858279|2.95|7.2291|7.53108119|43.81199235|-0.025421565|1.0|3.44|0.6543614329999999|3.73|7.2291
6_a15|6_a15|0.70554|0|5.0|0|-5.33|-0.123000073|-1262.75978|-41.14459066|4.11|7.4559|105.4415725|82.0880213|-0.0307500179999999|1.0|3.29|0.581974721|5.26|7.4559
12n_a30|12n_a30|0.6854|0|5.0|2|-6.02|-0.10528124|-1674.777231|-52.4873066|2.92|7.983|85.87072848|140.0890685|-0.038674741|0.0|4.66|0.799403208|3.18|7.983
3n_a32|3n_a32|0.7028399999999999|0|4.0|1|-5.98|-0.092745182|-1825.163542|-42.83673428|4.07|7.6778|121.6040686|91.96452611|-0.027401986|1.0|3.51|0.648933114|5.01|7.6778
16g_a32|16g_a32|0.70222|0|5.0|0|-5.69|-0.105500574|-2034.342619|-57.77542509|4.37|7.9586|90.88837862|132.1955522|-0.033839807|1.0|3.87|0.6863323440000001|5.38|7.9586
43_a18|43_a18|0.6926800000000001|0|3.0|2|-5.78|-0.0822489459999999|-1611.126246|-54.49271386|3.48|6.2041|0.66443384|114.6724699|-0.0311212229999999|1.0|4.54|0.8743733490000001|4.08|6.2041
4q_a46|4q_a46|0.69002|1|4.0|1|-6.54|-0.070035423|-1108.511662|-29.12008262|3.15|6.129|38.31894407|48.25357162|-0.021010627|1.0|3.95|0.61955726|4.09|6.129
18_a31|18_a31|0.70058|0|4.0|0|-6.72|-0.129469649|-1465.300904|-69.19879619|2.89|6.8861|238.9516432|160.8952371|-0.040279446|1.0|3.41|0.7774768320000001|3.48|6.8861
16h_a32|16h_a32|0.70219|0|5.0|0|-6.22|-0.121464999|-1955.772465|-51.56009529|3.74|8.0655|70.02855767|127.5843068|-0.038765425|1.0|3.61|0.7359051059999999|4.6|8.0655
13d_a5 (GW788388)|13d_a5 (GW788388)|0.48848|0|5.0|1|-6.94|-0.0844793|-1390.294368|-57.42492153|3.11|7.7447|151.3669372|149.40573999999998|-0.0291837579999999|1.0|3.21|0.669182121|4.11|7.7447
3o_a32|3o_a32|0.70216|0|4.0|1|-6.17|-0.095457829|-1805.277864|-42.51640563|3.74|6.6198|62.67187821|93.52833522|-0.031819276|1.0|3.47|0.7850948190000001|4.2|6.6198
14ad_a23|14ad_a23|0.6956600000000001|2|6.0|0|-6.68|-0.085840335|-1858.668058|-42.29008971|3.39|8.3595|52.63180108|80.67170209999999|-0.029653934|1.0|3.73|0.575880959|4.03|8.3595
LY580276_a4|LY580276_a4|0.68002|1|3.0|1|-5.71|-0.071023484|-959.356125|-27.6229776|3.69|6.757|11.22286434|63.36073061|-0.028035586|1.0|3.01|0.8478469959999999|4.43|6.757
33_a47|33_a47|0.67508|1|5.0|0|-6.78|-0.083739854|-1122.992964|-32.1568697|2.69|8.4|30.94680001|96.50148984|-0.0272154529999999|1.0|3.08|0.57681348|4.04|8.4
15_a31|15_a31|0.5241899999999999|0|5.0|1|-6.84|-0.131697567|-1460.736142|-61.76522754|2.27|5.9586|141.1489667|230.1075793|-0.041588706|1.0|3.31|0.641533577|3.0|5.9586
7f_a8|7f_a8|0.6987399999999999|1|4.0|0|-5.27|-0.08790841|-1285.017838|-52.28313554|4.63|4.4479|53.09327646|130.7330978|-0.040738044|0.0|3.14|0.880922225|5.49|4.4479
6a_a31|6a_a31|0.70416|0|5.0|1|-6.69|-0.126430958|-1613.1416|-77.60012959|2.96|5.9586|157.9971748|251.216265|-0.045153913|1.0|3.42|0.6927462990000001|3.69|5.9586
12be_a36|12be_a36|0.70465|0|6.0|2|-7.13|-0.108962668|-1461.68274|-54.15309606|1.75|7.3565|63.31681179|140.1361326|-0.031937334|1.0|4.96|0.5660743979999999|1.9|7.3565
16b_a23|16b_a23|0.95419|2|4.0|1|-6.3|-0.07920267|-1877.270284|-37.52431601|2.9|7.0191|7.971529518|52.92522904|-0.031407956|0.0|4.19|0.738977|4.1|7.0191
5_a27|5_a27|0.64548|2|4.0|0|-6.49|-0.085078576|-1082.967639|-29.50048722|2.82|8.5229|10.48961936|77.37301579999999|-0.030385206|1.0|3.07|0.741481472|2.8|8.5229
12af_a36|12af_a36|0.70508|0|5.0|2|-7.66|-0.1054605669999999|-1440.675702|-57.32748365|1.47|7.8239|89.56100543|169.9519197|-0.035153522|0.0|4.98|0.6702409189999999|1.65|7.8239
20_a47|20_a47|0.68219|1|6.0|0|-6.75|-0.092005493|-1335.566785|-45.68149289|3.09|8.6|43.63174229999999|169.6050003|-0.032859105|1.0|3.19|0.595234209|4.54|8.6
18d_a25|18d_a25|0.6823899999999999|1|4.0|0|-6.21|-0.076328248|-1806.514606|-46.31109519|4.5|6.6345|70.58850837|46.80695276|-0.0281209329999999|1.0|3.66|0.75793699|5.98|6.6345
3d_a49|3d_a49|0.67215|1|5.0|1|-6.58|-0.094384452|-1594.380348|-57.52001036|1.85|5.6308|137.78978830000003|154.6267696|-0.036147237|1.0|3.29|0.756622045|4.46|5.6308
12q_a30|12q_a30|0.68516|0|8.0|2|-5.66|-0.115589613|-1987.781386|-59.52322773|3.42|7.4449|82.72757145|105.1162273|-0.045799658|0.0|4.73|0.820640722|4.78|7.4449
12m_a30|12m_a30|0.68404|0|6.0|2|-6.22|-0.103359773|-1742.965888|-57.96147772|2.36|7.5114|133.774348|147.06395700000002|-0.0405332439999999|0.0|4.66|0.773732767|2.48|7.5114
8b_a8|8b_a8|0.70195|1|5.0|1|-6.87|-0.11627069|-1406.829227|-79.74587194|2.9|5.2941|172.84152849999998|270.5854753|-0.047457424|0.0|3.52|0.781454722|3.03|5.2941
14n_a23|14n_a23|0.6955|2|5.0|0|-6.47|-0.082430028|-1744.1828670000002|-39.82324087|3.48|9.2441|97.93357279|72.12361433|-0.032325501|1.0|3.53|0.6868205409999999|4.03|9.2441
2_a33|2_a33|0.70205|0|4.0|0|-6.17|-0.104047115|-1919.830424|-49.13901703|3.98|8.2596|103.5201191|110.28338390000002|-0.031851158|1.0|3.57|0.702597735|4.63|8.2596
9g_a40|9g_a40|0.70233|1|4.0|0|-7.17|-0.079033043|-1332.31775|-33.47455057|1.93|5.45|65.74631496|50.29077056|-0.031197254|1.0|2.8|0.740240206|2.93|5.45
13j_a6|13j_a6|0.7045100000000001|0|5.0|1|-6.81|-0.129511589|-1426.272674|-80.33128667|2.82|6.5817|180.6709018|251.937353|-0.046428683|1.0|3.56|0.7841668409999999|3.54|6.5817
11b_a50|11b_a50|0.64477|2|3.0|1|-6.24|-0.069841183|-1045.798634|-23.23499995|2.96|5.7696|7.949039772000001|35.832562100000004|-0.02494328|1.0|3.44|0.642051995|3.73|5.7696
16j_a32|16j_a32|0.70207|0|5.0|0|-5.73|-0.106897203|-2034.344833|-54.71915795|4.25|8.0315|34.66998636|124.4493461|-0.034287782|1.0|3.86|0.699790508|5.24|8.0315
14x_a23|14x_a23|0.62836|2|6.0|0|-6.35|-0.084244058|-1828.168422|-46.97594633|4.06|8.4949|42.44114495|147.90081730000003|-0.034056109|0.0|3.42|0.722211323|5.14|8.4949
18_a34|18_a34|0.60488|1|6.0|1|-6.26|-0.129784908|-1199.101028|-49.86847383|2.89|5.6144|66.6880793|171.24705480000003|-0.0422555509999999|1.0|3.28|0.695849945|3.15|5.6144
6a_a40|6a_a40|0.6782699999999999|1|5.0|1|-6.32|-0.117413572|-2371.3827|-68.11170799|3.17|7.3979|185.06174|166.2999483|-0.049149867|1.0|3.99|0.8678518190000001|3.07|7.3979
34_a47|34_a47|0.69314|1|5.0|0|-6.66|-0.090141168|-1162.283641|-34.3104683|3.02|8.7|31.17423189|96.32577107|-0.029348287|1.0|3.19|0.653993216|4.52|8.7
3b_a12|3b_a12|0.6654800000000001|0|3.0|1|-5.65|-0.088443201|-1410.826913|-33.57216667|3.59|7.3098|41.13468455|50.46508298|-0.034016616|1.0|3.82|0.7688221909999999|3.14|7.3098
4l_a46|4l_a46|0.68584|1|3.0|1|-5.23|-0.085194597|-1092.484863|-51.45056667|4.08|7.0088|177.7681018|61.00681586|-0.030068681|1.0|3.92|0.883450801|5.02|7.0088
19e_a38|19e_a38|0.58509|0|4.0|2|-6.39|-0.10214405|-1409.315831|-56.34606212|3.3|8.0083|118.734325|150.553721|-0.03783113|1.0|4.96|0.749190974|3.09|8.0083
12ab_a30|12ab_a30|0.68324|0|6.0|2|-6.39|-0.1008879709999999|-1804.523449|-58.23149599999999|2.52|7.7825|119.79740259999998|140.93076580000002|-0.031859359|1.0|4.87|0.603952976|2.63|7.7825
15b_a50|15b_a50|0.65917|2|4.0|1|-6.98|-0.080700307|-1160.275856|-47.20879251|2.37|7.1024|274.85729960000003|102.3838797|-0.028069672|1.0|3.56|0.639017342|3.26|7.1024
7s_a46|7s_a46|0.69976|1|3.0|1|-5.81|-0.083011849|-974.615216|-48.61321955|3.12|5.7022|166.3052939|70.97315818|-0.031623562|1.0|3.08|0.8198874559999999|3.9|5.7022
19l_a38|19l_a38|0.7044|0|4.0|2|-6.39|-0.100870929|-1409.309206|-51.6277901|3.22|7.8633|133.9992534|129.8367176|-0.037359603|1.0|4.94|0.7374102309999999|3.09|7.8633
17b_a50|17b_a50|0.66195|2|4.0|1|-6.09|-0.07555585|-1336.833957|-33.25475672|3.87|6.9136|9.9094658|47.42733742|-0.02681014|1.0|4.17|0.803386523|4.92|6.9136
18c_a30|18c_a30|0.69123|0|5.0|2|-7.05|-0.1115683|-1744.2261030000002|-71.31647561|1.91|7.9208|384.391404|191.0545887|-0.042101245|0.0|4.85|0.7859920029999999|1.72|7.9208
19i_a38|19i_a38|0.69267|0|5.0|2|-6.81|-0.113250303|-1431.181148|-51.15830416|3.04|7.9031|137.7658863|154.953787|-0.040770109|1.0|4.8|0.7419238420000001|3.11|7.9031
19_a4|19_a4|0.67535|1|4.0|1|-6.58|-0.0759826109999999|-1446.760398|-38.9063534|2.92|4.71|15.411502800000004|98.66465411|-0.028945757|1.0|3.46|0.764880253|4.32|4.71
13l_a6|13l_a6|0.70515|0|5.0|1|-6.59|-0.126521431|-1465.560303|-82.24617981|3.07|6.4145|182.8275745|248.6104661|-0.0451862259999999|1.0|3.64|0.793671137|3.8|6.4145
24_a47|24_a47|0.6835|1|5.0|0|-6.48|-0.090995097|-1695.93106|-42.71324947|3.31|8.5|41.72753688|121.5922303|-0.032498249|1.0|3.14|0.611603578|4.64|8.5
7f_a10|7f_a10|0.6833600000000001|1|7.0|1|-5.47|-0.095196098|-1442.001311|-35.78096407|4.39|6.8508|15.96885516|38.0022453|-0.03645808|1.0|3.37|0.8217865520000001|6.57|6.8508
12d_a30|12d_a30|0.68608|0|4.0|2|-5.81|-0.094239701|-1614.831682|-47.69710881|2.91|7.9508|85.1932288|101.4221952|-0.036246039|0.0|4.75|0.8143892140000001|2.93|7.9508
14f_a23|14f_a23|0.6733399999999999|2|5.0|0|-6.47|-0.084419703|-1744.182678|-40.51498423|3.46|8.6459|96.47955427|71.55380685|-0.031450478|1.0|3.57|0.665778294|4.03|8.6459
11c_a5|11c_a5|0.6267699999999999|0|5.0|0|-6.59|-0.0873419269999999|-1218.278135|-47.99592739|3.0|7.6021|31.61751609|118.7750305|-0.0322785379999999|1.0|2.96|0.707039635|4.17|7.6021
8g_a8|8g_a8|0.69221|1|5.0|1|-6.34|-0.129695841|-1450.728709|-83.78686741|3.5|5.3768|171.26571059999998|285.5736014|-0.052430233|0.0|3.31|0.8330608209999999|3.89|5.3768
11f_a5|11f_a5|0.64937|0|6.0|1|-6.99|-0.074612137|-1391.444853|-47.57801621|2.95|7.9208|70.39517801|106.23633909999998|-0.022252743|1.0|3.35|0.5109475960000001|3.53|7.9208
7b_a10|7b_a10|0.66228|0|3.0|2|-5.09|-0.0720417159999999|-1450.075119|-30.71062112|3.02|4.7033|13.37827368|39.29815915|-0.027444463|0.0|3.9|0.781045839|3.03|4.7033
10_a32|10_a32|0.70228|0|5.0|0|-6.44|-0.1223816869999999|-1916.460049|-54.55170955|3.42|8.1427|57.97512956|146.8439966|-0.038939628|1.0|3.56|0.6946347429999999|4.21|8.1427
IN1166_a11|IN1166_a11|0.6998300000000001|0|5.0|0|-6.52|-0.0896538619999999|-1347.012407|-51.07061499|3.31|7.9318|112.0066065|94.40543077|-0.031642539|1.0|3.51|0.694302821|4.53|7.9318
16f_a32|16f_a32|0.70204|0|5.0|0|-5.99|-0.111152081|-1995.054457|-56.53102601|4.05|8.041|89.03402347|133.3750236|-0.035568666|1.0|3.76|0.69473708|4.99|8.041
9_a1|9_a1|0.70296|0|4.0|0|-5.81|-0.085722429|-1187.011122|-46.63553015|4.12|5.2218|63.73880199|141.093898|-0.031896718|1.0|2.78|0.7816897429999999|5.57|5.2218
47p_a18|47p_a18|0.6937800000000001|0|3.0|1|-6.07|-0.082580968|-1493.338659|-51.14496913|2.9|7.1938|10.25627035|123.6411353|-0.030813794|1.0|4.29|0.818459442|3.34|7.1938
19_a47|19_a47|0.68924|1|6.0|0|-7.22|-0.104459947|-1335.580357|-58.28861174|2.34|7.3|335.10989930000005|199.6541807|-0.037307124|1.0|3.13|0.637832605|3.84|7.3
13_a12|13_a12|0.64974|0|3.0|0|-5.49|-0.092483398|-876.209109|-28.51381164|3.22|7.0315|64.74666684|48.98899535|-0.034993718|1.0|2.7|0.8829921740000001|3.9|7.0315
18a_a30|18a_a30|0.69033|0|4.0|2|-5.98|-0.095397479|-1575.54671|-45.11907802|2.63|7.6108|79.18861306|87.66676984|-0.036990859|0.0|4.75|0.7904991659999999|2.62|7.6108
17a_a22|17a_a22|0.71303|1|5.0|0|-6.39|-0.08790445|-1407.8711|-49.30541729|2.25|7.0862|286.3611391|96.01444244|-0.030843667|1.0|4.02|0.710958975|4.93|7.0862
8d_a32|8d_a32|0.7026100000000001|0|4.0|0|-6.47|-0.109968322|-1880.540067|-68.88621406|3.57|8.0809|321.2496412|181.8092016|-0.03346862|1.0|3.5|0.708567136|4.32|8.0809
12g_a36|12g_a36|0.70097|0|4.0|2|-6.19|-0.097067302|-1350.571683|-47.63457647|2.66|7.8539|24.29006276|100.2028184|-0.034549379|1.0|5.06|0.779745318|3.01|7.8539
16_a3|16_a3|0.6944100000000001|0|4.0|0|-5.89|-0.100138414|-1371.250459|-53.7971544|3.5|7.3768|248.6415425|149.4199775|-0.041233465|1.0|3.13|0.8296818009999999|4.57|7.3768
4_a47|4_a47|0.69157|0|3.0|0|-4.99|-0.092556319|-1509.262887|-42.46254967|4.32|7.5|96.20929041|68.44214684|-0.03525955|1.0|2.75|0.806604393|5.71|7.5
galu_a46|galu_a46||1|4.0|1|-6.86|-0.089050651||-50.93538037|2.84|7.2924|261.2602893|132.199522|-0.03220981|1.0|3.27|0.7832175929999999|3.51|7.2924
12w_a30|12w_a30|0.68423|0|4.0|2|-5.52|-0.096032733|-2494.743475|-52.53307388|3.59|7.821|82.06520565|101.3366249|-0.037237182|0.0|4.63|0.8077976990000001|3.92|7.821
12j_a30|12j_a30|0.68625|0|4.0|2|-5.81|-0.094132698|-1614.831741|-47.76354083|2.91|8.058|88.51817261|101.9784021|-0.036204884|0.0|4.76|0.8134611009999999|2.93|8.058
4b_a49|4b_a49|0.68242|1|6.0|1|-7.12|-0.090284437|-1332.800229|-56.45224362|2.8|7.1024|41.97072627|148.84640819999998|-0.030696709|1.0|3.37|0.645330839|3.26|7.1024
38_a18|38_a18|0.69235|0|3.0|2|-5.55|-0.082256123|-1611.133158|-61.25359673|3.64|7.041|100.7046282|134.4282836|-0.0322355079999999|1.0|4.53|0.880927895|4.13|7.041
4S4l_a46|4S4l_a46|0.6763600000000001|1|3.0|1|-5.23|-0.084663086|-1092.489558|-49.45536962|4.08|6.5834|178.19783940000002|57.30330315|-0.029881089|1.0|3.92|0.877939134|5.02|6.5834
28_a20|28_a20|0.4701899999999999|1|5.0|0|-6.96|-0.091179288|-1368.085242|-57.59898971|3.04|6.5935|318.7453661|145.66665480000003|-0.035068957|1.0|3.45|0.773641727|4.01|6.5935
17_a47|17_a47|0.6844100000000001|0|4.0|0|-5.83|-0.082994667|-1254.737546|-43.82821253|3.85|8.3|68.64478326|90.10552332|-0.02987808|1.0|3.44|0.7457517659999999|5.44|8.3
12x_a30|12x_a30|0.68589|0|4.0|2|-5.64|-0.091725339|-1654.1207|-47.48669555|3.19|7.6556|74.51844582|99.81775209|-0.035022402|0.0|4.86|0.824674971|3.23|7.6556
12h_a36|12h_a36|0.7014600000000001|0|5.0|2|-6.93|-0.10720355|-1347.199963|-48.17643878|1.81|7.8539|82.11195464|118.1187282|-0.035734517|0.0|4.8|0.665254541|1.89|7.8539
12c_a36|12c_a36|0.68913|0|4.0|2|-6.49|-0.105624703|-1692.312906|-47.12722334|2.34|8.0458|60.79111287|102.2992907|-0.038024893|0.0|4.74|0.75500974|2.54|8.0458
17c_a50|17c_a50|0.66213|2|5.0|2|-6.96|-0.073693343|-1410.838844|-35.70979598|3.1|7.1612|133.46240020000002|70.72462009999998|-0.021745577|1.0|4.12|0.569750429|3.53|7.1612
1i_a5|1i_a5|0.50107|0|6.0|0|-5.73|-0.084018635|-1288.210207|-50.81756452|4.12|7.6198|201.1526326|62.64191946|-0.03570792|1.0|2.83|0.759459597|6.37|7.6198
6b_a31|6b_a31|0.7013199999999999|0|5.0|1|-6.5|-0.1284626569999999|-1652.44739|-73.70779766|3.3|7.2676|159.79549319999998|227.0509355|-0.045675611|1.0|3.55|0.7459204140000001|4.0|7.2676
3_a3|3_a3|0.69206|0|3.0|0|-5.88|-0.098797066|-1592.792349|-48.91675544|3.23|5.93|228.5396864|112.2682304|-0.035057023|1.0|3.11|0.7000038270000001|4.07|5.93
7_a4|7_a4|0.59702|1|4.0|1|-6.03|-0.071288428|-1089705.0|-32.72992462|3.56|6.821|14.01468959|87.67070691|-0.026733161|1.0|3.05|0.7179916670000001|4.67|6.821
12as_a36|12as_a36|0.68211|0|5.0|2|-7.21|-0.109492809|-1385.322633|-55.75872553|1.84|7.2291|88.17694537|154.6869148|-0.037824788|0.0|4.86|0.768125394|2.09|7.2291
4_a38 (LY-2157299)|4_a38 (LY-2157299)|0.68|1|4.0|1|-6.86|-0.089446059|-1198.442536|-52.90108631|2.81|7.1586|260.7739337|140.40206619999998|-0.03235283|1.0|3.27|0.7861170609999999|3.51|7.1586
24_a20|24_a20|0.44916|1|5.0|0|-6.26|-0.067869875|-1291.647083|-38.76683848|3.63|6.4976|12.83518119|30.27049276|-0.02714795|1.0|3.4|0.771032243|4.78|6.4976
11e_a5|11e_a5|0.6505|0|5.0|1|-6.28|-0.0790189759999999|-1316.239803|-41.64560703|3.63|7.3979|62.84782002|81.64179149|-0.0282210629999999|1.0|3.22|0.72163516|4.29|7.3979
12h_a40|12h_a40|0.7041|1|2.0|0|-5.13|-0.091448888|-2153.072091|-50.45378559|4.22|6.0846|208.6717565|84.86252967|-0.038796498|1.0|3.19|0.844008584|5.02|6.0846
12aa_a30|12aa_a30|0.68642|0|6.0|2|-6.39|-0.101368383|-1804.516348|-54.50378741|2.52|8.1135|55.0567406|130.84205079999998|-0.033789461|1.0|4.86|0.630759573|2.63|8.1135
18d_a30|18d_a30|0.69017|0|5.0|2|-6.02|-0.103191184|-1674.785879|-49.44608411|2.92|7.6737|78.23108693|124.5022473|-0.037906966|0.0|4.75|0.783284395|3.18|7.6737
41_a47|41_a47|0.68638|1|5.0|0|-6.66|-0.0899793719999999|-1162.288187|-34.50740631|3.06|8.0|54.15850042|99.86584673|-0.02929561|1.0|3.18|0.653147815|4.52|8.0
14m_a23|14m_a23|0.65552|2|7.0|0|-6.06|-0.089285878|-1966.721362|-50.63012925|4.41|8.5171|47.23604193|51.59888942|-0.039285786|1.0|3.51|0.7958339090000001|6.19|8.5171
3k_a32|3k_a32|0.70268|0|3.0|0|-5.01|-0.090839907|-1749.957584|-40.10830541|4.75|8.0605|80.0971996|68.92687468|-0.029575784|1.0|3.47|0.78057227|5.78|8.0605
7_a15|7_a15|0.70497|0|5.0|0|-5.72|-0.110819329|-1184.168094|-41.29775265|3.35|6.644|103.8062879|88.02694557|-0.026500274|1.0|3.16|0.448664402|4.64|6.644
8c_a31|8c_a31|0.7005|0|5.0|1|-6.7|-0.128067781|-1425.968408|-64.57121646|2.83|6.0915|133.3100368|206.2599245|-0.039640027|1.0|3.51|0.72308253|3.13|6.0915
13b_a50|13b_a50|0.63872|2|5.0|2|-6.3|-0.080785633|-1470.039226|-36.81915624|3.99|5.7375|104.0753113|67.07377798|-0.026928544|1.0|4.78|0.700410304|5.12|5.7375
6_a27|6_a27|0.61083|1|4.0|0|-6.55|-0.090025109|-1043.678244|-38.92545695|2.71|9.0|125.8234721|106.4156743|-0.034625042|0.0|3.0|0.774820398|2.79|9.0
3l_a32|3l_a32|0.70282|0|3.0|0|-4.71|-0.088417589|-1789.242839|-40.30321333|5.04|7.9208|61.72183119|66.55229892|-0.028831823|1.0|3.58|0.788236719|6.17|7.9208
9s_a24|9s_a24|0.6907300000000001|0|4.0|1|-7.2|-0.063587778|-1270.738032|-30.93968263|2.63|7.4949|33.24649431|72.43525688|-0.019465646|1.0|3.43|0.445160769|4.29|7.4949
12_a1|12_a1|0.69763|0|5.0|1|-6.02|-0.104724018|-1215.922313|-55.99493147|3.44|5.5302|133.6600817|136.3310784|-0.039894864|1.0|3.29|0.724666653|4.41|5.5302
4_a18 (SD-208)|4_a18 (SD-208)|0.69028|0|6.0|2|-6.31|-0.099573708|-1542.15786|-40.10670787|3.11|7.0969|103.6318511|113.7529353|-0.034985357|1.0|2.77|0.602029021|4.44|7.0969
13p_a6|13p_a6|0.7056600000000001|0|5.0|0|-7.01|-0.107371897|-1462.740542|-70.52421289|2.96|7.0362|80.30786544|194.0233618|-0.03767435|1.0|3.64|0.76005742|4.01|7.0362
IN1233_a59|IN1233_a59|0.6953699999999999|0|4.0|0|-6.13|-0.095213818|-1352.073755|-61.73167061|3.78|7.4685|318.5587088|158.8351574|-0.035929742|1.0|3.48|0.810795898|4.69|7.4685
1f_a5|1f_a5|0.42446|0|6.0|0|-5.73|-0.083857856|-1288.209882|-50.98614411|4.23|6.6198|201.7057715|62.42799372|-0.035639589|1.0|2.9|0.757522389|6.37|6.6198
19_a31|19_a31|0.7005600000000001|0|4.0|0|-6.41|-0.113333675|-1489.323855|-53.25742146|3.47|5.7447|75.32978176|157.414423|-0.036060715|1.0|3.44|0.776211804|4.33|5.7447
8e_a8|8e_a8|0.7013|1|4.0|0|-6.14|-0.105450888|-1376.708067|-70.49962428|3.71|4.7014|106.0087621|206.4920729|-0.04393787|0.0|3.2|0.803307236|4.17|4.7014
8h_a8|8h_a8|0.69844|1|4.0|0|-5.98|-0.11302328|-1361.455676|-72.14530885|4.01|4.9359|316.4918269|233.7669182|-0.048805507|0.0|3.11|0.918315905|4.72|4.9359
12y_a36|12y_a36|0.66796|0|4.0|2|-6.34|-0.098532865|-1310.077567|-51.48548385|2.37|7.9208|114.430624|109.55137340000002|-0.036493654|0.0|4.88|0.755735734|2.42|7.9208
8e_a46|8e_a46|0.6967|1|3.0|1|-6.02|-0.065982313|-954.743261|-27.16690715|3.21|6.3915|7.389496216|40.04689925|-0.023017086|1.0|3.21|0.7492419109999999|3.9|6.3915
14b_a50|14b_a50|0.64303|2|5.0|2|-6.5|-0.076674952|-1430.72987|-33.02344264|3.6|5.1818|25.31245624|62.89861413|-0.025558317|1.0|4.64|0.637281054|4.81|5.1818
13b_a5|13b_a5|0.57482|0|4.0|1|-6.58|-0.074710354|-1275.806761|-44.93506461|3.26|6.9586|14.41650822|108.9128108|-0.02636836|1.0|2.97|0.654076389|4.06|6.9586
9_a4|9_a4|0.6464|1|3.0|1|-5.56|-0.069566741|-1489.36688|-28.63837014|4.17|7.3188|13.6577411|34.22811902|-0.025885299|1.0|3.18|0.792890434|5.07|7.3188
14t_a23|14t_a23|0.68886|2|4.0|0|-6.1|-0.079253435|-1668.980578|-36.09926385|3.78|8.3979|36.6149406|51.51331913|-0.033286443|1.0|3.52|0.799945841|4.33|8.3979
11_a33|11_a33|0.70381|0|4.0|0|-5.97|-0.104881435|-1669.202327|-34.4118011|3.28|8.3188|45.43139569|69.3240686|-0.030847481|1.0|3.19|0.552878386|4.13|8.3188
4S4k_a46|4S4k_a46|0.67893|1|3.0|1|-5.46|-0.0860536609999999|-1053.202208|-47.49082053|3.79|6.7055|172.7607401|57.39060501|-0.030477338|1.0|3.8|0.8679099640000001|4.77|6.7055
17a_a50|17a_a50|0.66046|2|4.0|1|-6.44|-0.078525868|-1258.260865|-29.57096251|3.27|7.0706|10.03717565|50.14419437|-0.0280449529999999|1.0|3.95|0.7899109000000001|4.14|7.0706
21_a4|21_a4|0.66476|1|3.0|1|-5.76|-0.076470465|-973.400097|-28.99048719|3.23|6.9172|63.37635587|34.4171635|-0.028676424|1.0|3.37|0.7231676229999999|3.85|6.9172
1_a15|1_a15|0.70553|0|6.0|0|-5.38|-0.1117462069999999|-1509.785098|-44.01415991|4.68|7.3565|121.3844816|80.34898605|-0.031142386|1.0|3.91|0.605927517|6.32|7.3565
14b_a23|14b_a23|0.58097|2|5.0|0|-6.31|-0.082441268|-1728.9300010000002|-41.01458464|3.78|8.3536|40.76245006|99.66542762|-0.03508139|1.0|3.42|0.774359705|4.58|8.3536
12x_a36|12x_a36|0.68112|0|4.0|2|-6.64|-0.104368092|-1670.182026|-49.60929169|2.33|8.1549|81.81168174|110.0434027|-0.036722107|1.0|4.87|0.7768535409999999|2.61|8.1549
