molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
7l_a46|0.0|0|0.256706467|1|1|1|1.160371354|2.1525548|-0.00090473|5.533389489|0.017668261|2|-0.203375108|-0.074511843|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0|0.907148114|-0.0565894359999999|0.253138137|0.011594057|-30.34397256|5.5935102720000005|8.13531199|44.79605077|-0.022013621|-14.63933792|2.698568452|-0.880544835|-13.17144326|-10.620390400000002|32.8948756|437.65027010000006|0.32532919|5.273701985|9.825660656|0.863142947|4046.614178|15.74158869|-168.5385796|629.6635476|375.721552|1.0|0.0|1.0|0.0|3.59|3.59|0.0|86.96|0.0|1.0|2.0|-6.22|290.36|0.0|1.0|-3.72|0.000668|0.1939999999999999|0.0548|0.0|0.0|5.19e-07|2.42|-915.6081232|517.29|879.87|272.71|0.2024|414.82|0.68834|0.2024|3.3119|-0.2231699999999999|0.025086919|-915.493986|1.94|5.7122
2_a3|0.0|0|0.0|0|0|0|0.605017347|0.0|-0.008422099|4.727387819|-0.09743592|2|-0.103423993|0.09933632|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.017902469|0.032450556|-0.568019422|2|0.769486995|-0.192034735|0.065162907|0.8401405609999999|1|0.750206578|-0.104577702|0.4551292289999999|0.011938463|-44.07280196|5.601853871|228.178656|117.2099151|-0.033150466|-20.68016573|2.628543258|-1.127115845|-23.02532673|-15.55510657|54.67257594|352.0174726|0.272015731|4.88513521|9.016533738|0.845708123|4446.904467|21.36736636|-213.9529255|726.4904564|330.4083896|1.0|1.0|1.0|1.0|4.34|4.01|0.0|90.49|0.0|1.0|2.0|-5.93|304.37|0.0|1.0|-4.27|1.7800000000000002e-05|0.0054|0.0162|0.0|0.0|1.3e-07|1.97|-1272.143337|503.34|841.85|371.73|0.1824|340.69|0.37284|0.0962|4.0121|-0.21028|0.02925101|-1272.04778|3981.0|5.4
7_a27|0.0|0|0.0|2|0|0|1.40247849|3.330197625|-0.00601016|4.727387819|-0.050197188|2|-0.133453335|-0.096754293|-0.056500475|1|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|-0.500327496|2|0.801251575|0.147753647|-0.08694032|0.8546689820000001|1|0.85111414|-0.060745542|0.358145768|0.015099075|-47.44936449|8.475438874|10.66993367|83.57286704|-0.0300556429999999|-26.6343589|4.757447929|-1.352503929|-19.13983132|-16.87088515|42.57323098|477.7488532|0.236435287|6.446345598|12.087978|0.875167537|5082.120742|22.09489892|-295.8891961|994.2704516|479.0078184|0.0|1.0|1.0|0.0|3.32|3.05|0.0|102.36|0.0|1.0|3.0|-6.26|345.4|0.0|1.0|-4.28|8.66e-05|0.0299|18.0|0.0|0.0|2.43e-07|5.37|-1122.455548|606.74|1016.96|300.9|0.4179|505.5|0.61278|0.4179|4.2487|-0.2162099999999999|0.02179141|-1122.304359|1.0|9.0
12au_a36|-3.3109381210000004|0|0.0|0|2|2|0.2992539489999999|0.0|-0.009897048|5.351858133|-0.351827031|2|0.075815782|-0.023640632|-0.03802163|1|1|-0.001160331|0.1320241419999999|-0.15024383|-0.261631709|-0.515924985|1|0.825565083|-0.021932444|-0.058671909|0.877827228|0|0.698996981|-0.090166553|0.284342092|0.021569487|-79.35600767|15.51748637|102.3999102|216.5471227|-0.038036474|-57.09017539|11.16356587|-2.206115469|-46.66686194|-27.36414058|80.38496714|502.8713191000001|0.283941389|8.963940512999999|17.67586495|0.97188557|7239.100414|38.21494522|-310.873098|2216.466823|805.2286932|0.0|0.0|0.0|3.0|1.28|2.15|1.0|142.02|0.0|1.0|7.0|-8.03|474.54|0.0|0.0|-3.72|0.0001409999999999|0.0668|0.0897|0.0|0.0|1.36e-07|6.24|-1876.207937|752.27|1283.4|334.15|809.0|618.65|0.58518|0.0158|6.1367|-0.2087099999999999|0.05174058|-1875.960827|47.0|7.3279
20_a47|0.0|1|0.0|1|0|0|1.408721455|1.1934608|-0.011237762|4.727387819|-0.161476442|2|0.031814023|-0.052370531|0.071506228|1|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|0.7962508290000001|-0.069674604|0.113432542|0.8575369009999999|1|0.6888286020000001|-0.083811055|0.213977589|0.023587109|-50.14789824|12.85623208|43.63174229999999|169.6050003|-0.032859105|-27.33327788|7.00733184|-1.38008239|-24.89884887|-17.90996366|58.53772498|375.4483088|0.404765791|7.022502229|13.10815891|0.86659377|5896.060936|30.08893541|-103.815441|1263.735287|428.5826478|1.0|1.0|1.0|2.0|2.56|4.54|1.0|99.68|0.0|1.0|5.0|-6.75|380.35|0.0|1.0|-4.08|8.72e-05|0.0332|0.0316|0.0|0.0|4.89e-08|4.08|-1335.742176|557.84|964.94|311.45|0.2807|426.08|0.68219|0.2807|3.1747|-0.22734|0.03389691|-1335.620783|3.0|8.6
19a_a38|0.0|0|0.0|0|2|2|1.297044508|0.0|-0.007986407|5.351858133|-0.082283951|2|0.054257043|-0.122385526|-0.077535135|1|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0|0.747152898|-0.08593151|0.298938581|0.022142322|-64.73159672|13.23456869|137.2318698|151.1278869|-0.038988111|-38.69037594|7.910363161|-1.949405536|-30.69910427|-23.30337482|64.59623135|446.57675660000007|0.255203463|6.923156054|12.96056449|0.872060139|6115.030149|31.28824271|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|3.13|2.55|1.0|125.69|0.0|1.0|5.0|-6.77|401.44|0.0|1.0|-4.17|7.209999999999999e-05|29.0|0.0272|0.0|0.0|1.4e-07|3.41|-1332.186327|628.65|1092.25|339.65|0.2668|466.55|0.6329100000000001|0.0721|4.7986|-0.20379|0.03338983|-1332.002093|0.01|8.0106
47n_a18|0.0|0|0.0|0|1|1|1.251175627|0.0|-0.007614955|4.844187086|-0.057061805|0|0.017491759|-0.003276575|-0.048404296|0|0|0.001705837|0.026244774|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|-0.083719099|0.726888951|0|0.792429396|-0.079299822|0.288989992|0.0106152389999999|-75.24728669|8.759783644|61.29571241|171.2889916|-0.031974244|-62.09468789|7.228646444|-2.4620167580000003|-54.00070374|-26.38541222|74.19865731|653.9193397999999|0.216078071|10.43689152|20.17045476|0.932611327|7909.580851999999|33.65821422|-468.58948260000005|2591.682495|1306.125688|1.0|0.0|1.0|3.0|3.67|3.31|3.0|162.18|1.0|1.0|13.0|-6.68|539.67|0.0|0.0|-5.24|9.48e-07|0.000511|0.00308|0.0|1.0|1.7500000000000002e-10|9.78|-1743.3283440000002|879.92|1565.37|387.11|0.5056|799.02|0.6914600000000001|0.5056|2.4754|-0.18391|0.02839695|-1740.663577|64.0|7.1938
25b_a34|0.0|0|0.0|1|1|1|1.290860233|1.94553288|-0.015658012|5.351858133|-0.0929479709999999|1|-0.150946163|-0.112970844|-0.061390533|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0|0.656573108|-0.1030760719999999|0.5020264870000001|0.030138301|-86.13394472|18.82143547|165.2408865|214.470853|-0.042438204|-53.79083879|11.75402804|-2.206786613|-40.19997818|-26.50275222|83.19266998|410.0313565|0.23725451|6.383564979|11.00434095|0.723855085|5786.015654|34.74652105|-328.1702779|1806.819095|595.8522372|1.0|1.0|1.0|2.0|2.63|3.03|1.0|108.21|0.0|1.0|7.0|-7.07|393.44|0.0|0.0|-3.69|0.00015|59.0|0.0796|0.0|0.0|3.8100000000000004e-07|5.06|-1313.388114|668.48|1136.16|293.43|0.2259|562.84|0.6925600000000001|0.2259|7.0586|-0.21103|0.02655501|-1313.194808|2.08|5.6819
47k_a18|0.0|0|0.0|0|1|1|1.25117623|0.0|-0.0067578909999999|4.844187086|-0.0605329409999999|0|-0.017736343|-0.02822032|-0.008576013|0|0|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0|0.721697829|0.022512501|-0.014398731|0.753132457|0|0.8309354040000001|-0.065324278|0.3533268229999999|0.015080484|-69.77479556|11.91029894|20.66242736|133.5242222|-0.030255779|-55.10689702|9.406543039|-2.208671853|-40.74641317|-23.89547793|63.50225571|656.2580564|0.284695579|9.777177947|18.35217454|0.877042091|7575.637462000001|33.40602576|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|2.0|2.39|3.17|3.0|154.86|1.0|1.0|11.0|-6.41|513.63|0.0|0.0|-5.33|1.44e-06|0.000742|0.0023899999999999|1.0|1.0|3.6099999999999997e-09|8.45|-1664.756029|842.29|1492.36|400.63|0.5920000000000001|793.48|0.69823|0.5920000000000001|4.1818|-0.17135|0.02802749|-1664.341238|29.0|7.5376
17_a12|0.0|0|0.0|0|1|1|0.610029543|0.0|-0.00864055|4.727387819|-0.058347964|3|-0.210594127|-0.072956553|-0.070249784|1|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|2|0.8198617429999999|-0.043392747|-0.11976662|0.87653892|0|0.858119365|-0.069570363|0.318309599|0.011226177|-50.13411606|5.849860887999999|69.36398419|73.93273708|-0.035198739|-26.12444199|3.048310481|-1.443148294|-18.89085387|-18.34174978|42.10235809|447.1583691000001|0.213298781|5.669161963|10.61752641|0.8728564259999999|4866.339908|23.31475957|-298.7949107|955.9051425|431.5987143|1.0|1.0|1.0|1.0|4.51|2.56|0.0|103.12|0.0|1.0|3.0|-6.07|333.41|0.0|1.0|-4.24|3.1e-05|0.0103|0.0191|0.0|0.0|6.97e-08|2.87|-1366.804178|560.09|933.62|328.67|0.2213|419.49|0.39539|148.0|2128.0|-0.21781|0.02800938|-1366.689546|16.0|7.7959
3p_a32|0.0|1|0.0|0|1|1|0.609420752|0.0|-0.008735261|6.008813185|-0.028895521|0|-0.050639647|-0.111150118|-0.074544773|3|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|-0.120768771|0.918782026|1|0.8195708759999999|-0.070907174|0.366898545|0.021264377|-58.13283248|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|7.365688817|-1.28405753|-24.56127372|-17.1756096|54.24719019|482.3550967|0.380032117|6.243062200000001|10.69458635|0.713035367|5960.446219|27.70403125|-141.21321609999998|1218.977375|530.5658569|0.0|1.0|1.0|1.0|6.06|3.71|1.0|112.37|0.0|1.0|4.0|-6.8|395.5|0.0|1.0|-4.25|7.78e-06|0.00308|0.0222|0.0|0.0|1.62e-07|4.26|-1879.554272|626.32|1057.58|340.28|0.3083|471.04|0.7017100000000001|0.3083|4.3094|-0.20018|0.02642856|-1879.406962|26.0|7585.0
12z_a30|0.0|0|0.0|0|2|2|0.604983642|0.0|-0.008819424|5.351858133|-0.026703371|2|0.034848862|0.018796341|-0.045463448|1|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0.855880335|0|0.832920077|-0.071429418|0.315493739|0.030875938|-74.96232552|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|14.93669572|-1.939984979|-34.55504699|-23.67231332|71.1566605|579.3226647000001|0.3691601439999999|8.071510779|15.74641625|0.950863559|7074.004131999999|37.52507564|-182.00664430000003|2138.929312|792.3440337000001|0.0|1.0|1.0|1.0|3.94|2.63|2.0|140.26|0.0|1.0|7.0|-6.39|458.54|0.0|0.0|-5.0|2.47e-06|0.00113|0.00456|0.0|0.0|1.47e-07|3.34|-1804.814868|739.33|1266.9|360.02|0.1855|580.6|0.5513100000000001|0.1441|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615
8c_a31|0.0|0|0.0|0|1|1|0.610137334|0.0|-0.01275867|5.733341277|-0.104377029|0|-0.106461724|-0.1903992189999999|-0.1029580369999999|2|2|-0.004832959|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0|0.626072761|-0.1170607269999999|0.280934088|0.029669107|-70.64275621|16.3656112|133.3100368|206.2599245|-0.039640027|-38.96685783|9.027343766|-1.66488115|-35.61776956|-21.86561502|80.93682766|345.3445134|0.27691747|6.820988495|12.99457133|0.90508624|4835.748065|30.23944586|-246.1066271|1270.056726|423.1367008|1.0|1.0|1.0|2.0|4.89|3.13|0.0|93.45|0.0|1.0|5.0|-6.7|342.42|0.0|1.0|-3.63|3.79e-05|13.0|0.0811|0.0|0.0|7.45e-07|1.83|-1426.166503|595.67|981.89|322.11|0.2597|475.72|0.7005|0.2597|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915
25_a47|0.0|1|0.0|1|0|0|1.30432753|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|2|-0.055724653|-0.035030495|0.002716049|1|1|-0.00269275|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.8462332770000001|-0.077710529|0.004104478|0.906449648|1|0.786958319|-0.073339312|0.574771479|0.020224271|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|7.453635586|-1.407553754|-27.0291331|-18.98891362|56.80080434|477.748546|0.376125772|6.951055196|13.26689626|0.908616158|6236.813862|30.43708613|-150.4037281|1369.668876|513.2159236|1.0|1.0|1.0|2.0|3.29|4.95|2.0|109.7|0.0|1.0|5.0|-6.3|410.83|0.0|1.0|-4.82|1.01e-05|0.00417|0.00626|0.0|0.0|9.79e-09|4.78|-1735.414386|626.55|1062.81|310.91|287.0|491.7|0.53663|0.0702|3.8832|-0.22919|0.0285712999999999|-1735.279715|16.0|7.8
14b_a23|0.0|1|0.0|2|0|0|1.197963628|3.2475997860000003|-0.006248709|5.351858133|-0.071396109|2|0.0519489729999999|-0.0644978|-0.047410593|2|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|2|0.793551289|-0.00399443|-0.077808321|0.857184548|1|0.8462596590000001|-0.063267638|0.228282196|0.020454632|-53.44429544|13.26014776|40.76245006|99.66542762|-0.03508139|-34.64639496|8.596171261|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|548.6057241000001|0.225640295|7.833620016|14.26820636|0.821406493|6622.129837|29.36910744|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|3.78|4.58|2.0|120.24|0.0|1.0|5.0|-6.31|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|0.00332|0.0|0.0|2.14e-08|3.72|-1729.161608|673.05|1142.37|334.55|0.3603|525.66|0.58097|0.3603|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|4.0|8.3536
14k_a23|0.0|1|0.0|2|0|0|1.1979621459999998|3.358995671|-0.005866159|5.351858133|-0.024758731|2|0.04479394|-0.055500851|-0.055708465|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.800643488|0.140087361|-0.091426449|0.864845456|1|0.922397728|-0.0562483359999999|0.226547411|0.018829201|-53.17069631|12.53019305|38.76597615|51.64167457|-0.033999976|-35.38329134|8.338417622|-1.597998852|-24.9092952|-22.62582822|49.96154892|613.8243395|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|28.87559227|-377.4022725|1357.152837|633.3278634|0.0|1.0|1.0|1.0|4.0|4.67|2.0|125.29|0.0|1.0|5.0|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|0.00126|0.0|0.0|1.02e-08|4.1|-2089.524497|691.9|1179.17|340.42|0.4694|552.65|0.63765|0.4694|5.8718|-0.2271699999999999|0.02271117|-2089.354026|4.0|8.4123
12q_a30|0.0|0|-4.76444841|0|2|2|0.60498366|0.0|-0.015322396|5.351858133|-0.27228842|2|-0.016509571|0.004165554|-0.021542639|1|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.816138015|0.01661722|-0.032887649|0.867367115|0|0.845745827|-0.087348134|0.596557166|0.014790072|-78.7683329|10.07866809|82.72757145|105.1162273|-0.045799658|-53.67653794|6.868090132000001|-2.427381881|-40.56199584|-31.21009417|69.60189582|576.3319634|0.179359278|7.346842839|13.96052394|0.900207238|7990.060758|38.03137394|-437.0000797|2015.662819|696.6414817000001|0.0|1.0|0.0|1.0|4.43|4.78|2.0|133.96|0.0|1.0|7.0|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|0.000579|0.0|0.0|6.61e-08|5.52|-1988.033527|713.16|1214.92|355.93|0.1817|537.96|0.34138|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|36.0|7.4449
5b_a49|0.0|0|0.0|1|2|2|1.343848745|2.119588967|-0.007610481|5.777652323|0.006327273|2|-0.072128552|-0.0695402359999999|0.059834711|1|1|0.006696215|-0.12209302|-0.13632743|-0.230763367|-0.515894968|2|0.7843021|-0.006962617|0.099724518|0.839963111|1|0.7969332440000001|-0.0698098759999999|0.615864196|0.020319986|-44.96093486|11.94347454|170.0796998|119.3565117|-0.026008|-26.42668087|7.020013952999999|-1.300400018|-24.11745318|-15.28671785|52.97561349|468.4133145|0.3913052589999999|6.270195553|11.94760614|0.905459892|6225.302624|25.1139312|-127.7749783|1255.69656|612.7019937000001|1.0|1.0|1.0|1.0|2.98|2.87|1.0|122.26|0.0|1.0|3.0|-7.24|396.44|0.0|1.0|-3.93|0.000496|0.1969999999999999|0.0468|0.0|0.0|5.79e-08|3.92|-1292.139616|633.92|1093.32|316.21|0.4653|451.32|0.39241|0.0747|4.3767|-0.20701|0.03937634|-1291.929428|28.0|7.5528
10_a3|0.0|0|0.0|0|0|0|0.605017375|0.0|-0.010609861|4.727387819|-0.1152010919999999|3|0.017396832|0.018484177|0.043342516|1|1|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.743072638|-0.140523767|0.078405316|0.8136572320000001|1|0.747406318|-0.1007256719999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|116.9745968|-0.0359752729999999|-21.21655855|3.134330682|-1.187184014|-21.60122201|-16.65993003|53.41368558|346.1193167|0.293370676|5.031169383|8.559361451000001|0.701266803|4600.496436|23.57661855|-191.3775649|778.0284121000001|311.6695405|1.0|0.0|1.0|1.0|3.79|3.41|0.0|88.28|0.0|1.0|2.0|-6.44|305.36|0.0|1.0|-3.84|5.07e-05|0.0155|0.0443|0.0|0.0|3.06e-07|1.64|-1288.190838|498.67|830.63|362.35|0.2124|323.26|0.41894|0.0463|6.7458|-0.21249|0.04080931|-1288.097561|7943.0|5.1
5a_a40|0.0|0|0.0|1|0|1|0.604913477|1.688148148|-0.004609716|6.167516491000001|0.059258947|0|-0.108428634|0.180125135|-0.02394636|2|2|0.010425818|-0.191663433|0.004130836|0.007301856|-0.363338726|0|0.756882266|-0.442215721|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.078132307|0.04987082|0.020641204|-40.27003217|9.135164355|174.99981530000002|64.97877226|-0.036396585|-17.82228195|4.042943749|-1.091897544|-15.30358975|-16.10801287|43.71412865|377.5905776|0.177534728|5.507689573|10.7779923|0.956899016|3736.248815|19.58503709|-285.426492|587.5511127|244.8873477|0.0|1.0|1.0|0.0|3.68|3.08|0.0|74.15|0.0|2.0|3.0|-5.9|269.32|0.0|1.0|-3.67|7.49e-05|0.0202|0.0574|0.0|0.0|8.950000000000001e-05|4.36|-1177.598691|466.79|757.45|326.96|0.4461|353.51|0.69499|0.4461|5.7163|-0.21644|0.01514427|-1177.555706|81.0|7.0915
12aq_a36|0.0|0|0.0|0|2|2|1.297043497|0.0|-0.0116333169999999|5.351858133|-0.135770278|2|0.076517478|-0.1031859869999999|-0.028591187|1|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0|0.681470612|-0.1093001919999999|0.162384515|0.021389734|-81.56528598|14.29132551|86.6958382|212.8220574|-0.042953452|-54.49698711|9.548598682|-2.319486422|-48.79273723|-28.69889692|87.31909781|455.31741460000006|0.238023252|8.596645087999999|14.98931431|0.743623723|6296.75201|37.66374367|-350.0740123|2033.842158|689.2886595|0.0|0.0|0.0|3.0|1.92|0.98|1.0|131.85|0.0|1.0|6.0|-7.79|424.46|0.0|0.0|-3.45|0.000304|129.0|152.0|0.0|0.0|7.19e-07|3.88|-1401.669694|703.04|1190.22|367.26|0.4988|534.96|0.6933199999999999|0.0059|6.7649|-0.19967|0.03228003|-1401.452487|55.0|7.2596
14b_a3|0.0|0|0.0|0|0|0|0.605016869|0.0|-0.009130444|4.727387819|-0.1160619169999999|3|-0.1551678719999999|-0.008040839|-0.102362298|1|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|3|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|1|0.786476513|-0.090994113|0.379746504|0.012828558|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|-0.036469822|-24.15156108|3.067822725|-1.312913604|-21.76034149|-17.83445545|50.77131401|384.6023764|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|23.25478753|-261.0537205|837.1723509999999|358.3503513|1.0|1.0|1.0|1.0|4.28|3.71|0.0|93.25|0.0|1.0|2.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.0327|0.0|0.0|1.28e-07|2.22|-1327.514377|524.27|879.19|403.54|0.2276|368.39|0.70123|0.2276|2.8743|-0.19618|0.02844675|-1327.398177|0.38|6.4202
25d_a34|0.0|0|0.0|1|1|1|1.433689841|1.940324546|-0.015046463|5.351858133|-0.089654563|1|-0.163072107|-0.1266965|0.00670464|1|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|1|0.7498681140000001|0.14554928|0.011919831|0.799694715|0|0.674282353|-0.100582621|0.631894475|0.0292772039999999|-82.09024497|19.36462983|174.9700398|215.4372954|-0.044492794|-54.29641443|12.8082206|-2.358118108|-44.00298587|-29.42857839|85.89233572|445.9861716|0.2227964039999999|6.933980884|13.29135354|0.916843118|6513.063805|37.86469665|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|2.0|3.05|3.95|1.0|119.81|0.0|1.0|7.0|-6.74|427.46|0.0|1.0|-4.48|2.44e-05|0.0104|0.0141|0.0|0.0|8.26e-09|6.05|-1426.496796|706.21|1198.19|290.15|0.2106|554.05|0.6764600000000001|0.2106|6.1995|-0.21234|0.02807001|-1426.307095|0.95|6.0223
1c_a5|0.0|0|0.0|0|0|0|1.424607938|0.0|-0.001983746|4.59511985|-0.006491037|2|-0.080321049|-0.228971551|-0.058823529|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0|0.88631419|-0.068062282|0.436308619|0.008349498|-35.99212225|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|-1.12554131|-17.81716094|-14.3968489|39.09545876|453.4753671|0.246972732|6.063350238|11.580409800000002|0.909902834|4387.398857|19.11862892|-258.918642|764.7451566000001|409.0289917|1.0|0.0|1.0|1.0|4.99|4.51|0.0|95.45|0.0|1.0|3.0|-5.77|312.37|0.0|1.0|-4.45|5.5700000000000005e-05|0.0174|0.0111|0.0|0.0|3.87e-09|3.17|-990.6223073|556.84|929.31|274.99|271.0|410.52|0.4444899999999999|0.1076|1.7105|-0.22684|0.029157178|-990.516371|3981.0|5.4
2_a47|0.0|0|0.0|0|0|0|1.381899691|0.0|-0.008527649|0.0|-0.13117284|2|-0.004557357|0.107297513|-0.013580367|0|0|-0.006079384|-0.007299676|-0.017113434|-0.0274111779999999|-0.444853768|2|0.671819147|0.115527282|-0.0253134039999999|0.728066943|1|0.847324011|-0.083455669|0.482748996|0.008511123|-47.65477123|4.240150185|99.5619537|76.06154148|-0.036790752|-23.74109633|2.112397382|-1.4348393119999998|-20.71307621|-18.32875817|45.81686991|422.1277419|0.215021885|5.308758149|9.369924133|0.764993595|4559.060763|23.34938746|-283.9460863|910.626111|392.6099255|1.0|0.0|1.0|2.0|3.7|4.75|1.0|96.54|0.0|1.0|3.0|-5.0|313.35|0.0|1.0|-5.11|3.46e-06|0.00109|0.00243|0.0|0.0|1.51e-08|3.49|-1010.540464|536.13|902.07|333.46|0.2143|371.19|0.69102|0.2143|2.1266|-0.20731|0.03544055|-1010.412694|631.0|6.2
5_a15|0.0|0|0.0|0|0|0|1.419941043|0.0|-0.008878343|0.0|-0.044921287|2|0.0729170329999999|-0.0156037999999999|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.704479781|0.092692253|0.020920163|0.74438723|0|0.8740541479999999|-0.06128567|0.743577162|0.032616864|-73.61131563|24.25353664|119.95308020000002|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|-1.583914356|-33.88634094|-20.30656983|69.82487767|649.9369163|0.491010028|7.795174584|15.1701491|0.946094849|6656.720346|39.89581513|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|4.92|6.01|3.0|127.97|0.0|1.0|8.0|-5.55|443.49|1.0|1.0|-5.66|6.86e-07|0.000304|0.000967|0.0|0.0|2.25e-10|4.36|-1470.816175|737.16|1272.84|341.96|291.0|629.67|0.62664|0.0199|4.3576|-0.18553|0.03640044|-1470.55517|13.0|7.8861
