molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|WNSA4|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7f_a8|0.0|1|0|0|2.961566988|0|1.394802504|-0.005338193|4.844187086|-0.073219554|0|0.034392285|0.00112124|-0.087673259|0.0260356679999999|1|1|0.00084936|0.09329746|0.052081992|0.141285105|0|0.515235986|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|0.0138113419999999|-50.01741803|53.09327646|130.7330978|-0.040738044|-28.45850692|55.49953831|-1.670259798|-29.74763659|55.85651025|-23.17880348|60.14140162|438.23883319999993|-950.3309426|-13.18808857|14.04331892|5662.145174|67.75191165|26.31197491|0.010262531|-433.4681077|1078.790971|446.5544107|0.0|1.0|0.0|1.0|0.0|23.0|5.49|61.58|2.0|101.89|0.0|3.0|-5.68|28.0|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|4.66|0.0|1.0|3.5e-09|6.81|3.4810000000000003|-1285.196168|0.3536|495.55|0.6987399999999999|-0.14506|-0.21998|-1285.071664|11.6137|35.65|4.4479|4.4479
4c_a46|0.0|0|0|0|0.0|1|1.134637091|-0.005085922|5.587248657999999|-0.048990529|1|-0.111750026|0.010177371|-0.051150771|-0.068256579|1|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|1|0.649753668|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|0.013924723|-55.2981278|35.22734468|69.02325225|-0.029688832|-34.9456654|53.13410852|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|562.9269925|-1050.664428|-11.85656505|13.06174141|5571.088357|100.6356847|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|0.0|1.0|1.0|0.0|0.38|17.0|5.24|57.01|2.0|115.03|0.0|5.0|-5.55|29.0|1.0|0.0|4.44|2.8e-06|0.00109|5.3e-06|4.63|0.0|0.0|2.39e-08|6.38|4.1026|-1245.4159619999998|0.2296|617.56|0.6986600000000001|-0.17085|-0.21466|-1245.176359|5.4491|2008.0|5.6972|5.6972
19_a20|0.0|1|0|0|3.423603867|0|1.4009239059999998|-0.0096278259999999|4.727387819|-0.130949446|3|0.103271147|-0.006620594|0.077469518|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|3|0.811128636|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|0.754452534|-0.091725453|0.013643765|-65.49811346|339.8339889|161.33709|-0.038340404|-43.03556944|88.19441661|-1.993700989|-39.5992891|75.98477124|-25.1915821|69.23289949|495.7134289|-1309.962269|-16.55214209|15.38668579|6325.747732|133.9919257|31.64490997|0.0159602|-389.0666676|1645.535318|684.5377542|1.0|1.0|1.0|2.0|0.08|27.0|4.08|110.44|1.0|122.86|0.0|5.0|-4.89|32.0|0.0|1.0|3.16|1.29e-05|0.00541|2.6600000000000003e-05|2.91|0.0|0.0|2.34e-10|5.01|3.3616|-1368.413151|0.2998|519.34|0.6987399999999999|-0.13903|-0.2067|-1368.190746|6.3327|2.6|5585.0|5585.0
19d_a38|0.0|1|0|0|3.314284769|2|1.297043205|-0.0120676969999999|5.351858133|-0.17467835|2|0.019858574|-0.011156837|-0.0555594909999999|-0.024688524|1|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|1|0.7581164340000001|0.111104525|-0.039361255|0.908591797|0.730686013|0|0.63167949|-0.116424545|0.024158903|-80.2776536|158.6487879|236.7675313|-0.04393982|-51.60489663|115.6739235|-2.372750256|-48.11018574|94.84426896|-28.24584108|90.37127996|406.0626253|-1525.275418|-18.15727844|13.52121974|6934.7619620000005|161.0407189|37.68716585|0.022660131|-320.7487188|2035.106956|686.8472757999999|0.0|0.0|1.0|4.0|0.13|17.0|1.65|124.32|1.0|133.79|0.0|6.0|-3.87|33.0|0.0|0.0|1.94|0.000134|0.0594|0.0002399999999999|1.65|0.0|0.0|3.94e-07|4.13|3.6586|-1500.898316|0.3167|517.77|0.6957800000000001|-0.15054|-0.20145|-1500.683599|10.6621|11.0|7.9586|7.9586
11_a47|0.0|0|0|0|0.0|0|1.381898438|-0.007767503|0.0|-0.156077888|3|-0.0586047379999999|-0.007419345|0.081235787|0.046339015|0|0|-0.00580273|-0.120383371|-0.038723054|-0.079543257|3|0.702719047|-0.058523885|0.07716247|0.770028429|0.686454722|1|0.796863393|-0.08164597|0.008462682|-59.10798423|119.4035378|124.4421556|-0.035945973|-36.20974614|1.882633323|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|488.1611434|-1123.0517|-13.48990542|11.22841564|6736.717611|112.34605729999998|26.96593732|0.0128657439999999|-387.9111844|1375.2628029999998|670.2339441|1.0|0.0|1.0|2.0|0.04|28.0|6.68|70.93|2.0|124.7|0.0|4.0|-6.29|32.0|0.0|1.0|4.69|5.110000000000001e-07|0.000216|9.32e-07|5.06|0.0|0.0|2.81e-11|4.84|3.7253|-1396.184699|0.2321|549.52|0.6915399999999999|-0.1546|-0.20554|-1395.980918|4.6111|0.04|7.4|7.4
14y_a23|0.0|0|1|1|0.0|0|1.197960595|-0.005875443|5.351858133|-0.022719307|2|0.041892637|0.009174505|-0.051539811|-0.031435038|2|2|0.007229683|0.07646106|-0.069023218|-0.125978901|2|0.719722236|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|0.018804822|-55.74067298|39.66769923|51.68445972|-0.034303507|-38.54233552|82.29531392|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|639.7735629|-1114.8134599999998|-16.40099384|16.00209862|7320.809595999999|149.890474|30.28429949|0.016527|-391.6770747|1423.362076|665.6233736|0.0|1.0|0.0|1.0|0.05|26.0|5.32|105.02|2.0|130.3|0.0|5.0|-6.77|32.0|0.0|0.0|4.45|1.7e-07|8.18e-05|7.37e-07|4.83|0.0|0.0|2.6899999999999996e-09|4.73|3.6413|-2549.104894|444.0|585.2|0.61338|-0.14942|-0.2331599999999999|-2548.953933|6.5205|4.0|8.4225|8.4225
3_a47|0.0|0|0|0|0.0|0|1.304465159|-0.008740449|0.0|-0.130414103|2|-0.013350303|-0.008828261|0.103847816|0.013073797|0|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|2|0.900251233|0.104873188|0.022804181|0.780628097|0.815682427|1|0.854727481|-0.083129079|0.008609292|-49.71258151|98.29790989|76.18000386|-0.036461577|-26.06896797|1.139378223|-1.422001494|-22.85956767|58.22383723|-19.12022366|48.10703|448.2137648|-745.6887227000001|-10.02652614|10.84023999|5022.029588|112.7606591|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|1.0|0.0|1.0|2.0|0.0|22.0|5.4|58.04|1.0|101.55|0.0|3.0|-5.54|25.0|1.0|1.0|4.02|2.86e-06|0.000995|4.49e-06|4.6|0.0|0.0|3.829999999999999e-09|4.12|3.7284|-1470.137664|0.2342|402.58|0.69138|-0.15473|-0.2119|-1470.0192869999998|5.3274|316.0|6.5|6.5
12aa_a36|0.0|1|0|0|3.4172704080000003|2|1.297043479|-0.011588438|5.351858133|-0.135770278|2|0.03597264|-0.006653538|0.010538281|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|1|0.892815402|0.156337925|-0.023185884|0.888163057|0.849217847|0|0.688945241|-0.1066659309999999|0.023617545|-80.19356964|132.3194611|212.7097172|-0.04126187|-54.83906299|109.0001157|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|471.12395210000005|-1523.677823|-19.29522587|14.60824604|6438.603019|183.7216658|38.58180913|0.023386634|-316.3903377|2083.417693|689.2886595|0.0|0.0|1.0|3.0|0.13|17.0|0.98|112.29|1.0|131.85|0.0|6.0|-3.52|32.0|0.0|0.0|1.15|0.000304|129.0|0.000359|1.55|0.0|0.0|7.19e-07|3.88|3.8899|-1401.662677|0.4446|520.19|0.6931|-0.15718|-0.20829|-1401.45065|4.7433|9.0|8.0458|8.0458
12y_a36|0.0|1|0|0|3.479963309|2|1.29704385|-0.00707164|5.351858133|-0.065314765|2|0.036174187|0.002782748|-0.049845887|-0.028440975|1|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|1|0.90500247|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|0.83704133|-0.076585128|0.019404665|-66.24017399|114.430624|109.55137340000002|-0.036493654|-44.53093547|14.40618351|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|562.7133986|-1324.80348|-16.49293906|14.80236899|6082.16777|164.2102614|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|0.0|0.0|1.0|2.0|0.12|17.0|2.42|69.2|1.0|133.84|0.0|6.0|-4.58|31.0|1.0|0.0|2.37|2.6e-05|0.0106|2.82e-05|3.45|0.0|0.0|9.66e-08|3.83|3.8794|-1310.350902|0.4358|532.91|0.66796|-0.15671|-0.20673|-1310.137888|8249.0|12.0|7.9208|7.9208
16a_a23|0.0|0|1|1|0.0|1|1.197962324|-0.0054940769999999|5.351858133|-0.013055633|3|0.062601621|0.012426121|-0.088255625|-0.071458049|2|2|0.01226642|0.115499047|-0.181609054|-0.335065967|2|0.765869487|0.154144584|-0.116894582|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|0.021379172|-47.06687604|9.922436905|42.07919382|-0.025724725|-30.39361398|91.92609822|-1.311960953|-17.13669862|65.21027197|-16.6118386|40.34319246|603.6746046|-847.2037686000001|-10.72715788|15.89802615|6552.801739|267.3932664|28.35168303|0.02809646|-110.9672657|1445.935835|668.3493171|0.0|0.0|1.0|1.0|0.14|20.0|2.52|108.26|1.0|125.79|0.0|5.0|-4.58|31.0|0.0|0.0|1.85|2.6e-05|0.0111|4.86e-05|2.66|0.0|0.0|5.38e-06|2.49|1.6239|-1685.913359|0.2066|555.21|0.96307|-0.07625|-0.12645|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
47p_a18|0.0|0|0|0|0.0|1|1.25117677|-0.005394244|4.844187086|-0.04760181|0|0.025217016|0.00235332|-0.015960677|-0.049428094|0|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|0|0.72025564|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|0.007989903|-61.12351185|10.25627035|123.6411353|-0.030813794|-45.24146169|48.48855261|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|616.5234972999999|-1528.087796|-16.88114242|19.41290064|6726.61969|134.3699001|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|1.0|0.0|1.0|2.0|0.28|18.0|3.34|76.5|3.0|144.53|0.0|9.0|-5.67|35.0|1.0|0.0|2.9|2.13e-06|0.000998|5.34e-06|4.35|0.0|0.0|9.35e-10|7.98|3.2036|-1493.759811|595.0|732.84|0.6937800000000001|-0.13118|-0.18746|-1493.407248|4.6652|64.0|7.1938|7.1938
14ae_a23|0.0|0|1|1|0.0|0|1.1979624290000002|-0.007539122|5.351858133|-0.029948314|2|0.026913008|0.008996289|-0.0174992419999999|0.0289586779999999|2|2|0.009675528|0.047563299|-0.143336826|-0.253318853|2|0.7763406840000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|0.03467374|-62.38566188|111.4422142|91.4475768|-0.0269140239999999|-44.69687612|110.5716332|-1.480271319|-33.45249142|87.09501229|-19.28284095|71.53368511|625.0131414|-1060.556252|-13.81539807|15.59484379|7308.981869|336.444465|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|1.0|1.0|0.12|26.0|4.03|123.48|2.0|133.27|0.0|7.0|-5.8|34.0|0.0|0.0|3.44|1.6e-06|0.000753|8.22e-06|3.52|0.0|0.0|2.49e-08|2.99|3.6036|-1858.967022|0.3205|627.57|0.58144|-0.14537|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
18c_a25|0.0|0|0|0|0.0|0|1.193723817|-0.002704524|4.727387819|-0.008080236|2|0.007241543|0.007804726|-0.038865826|0.006360768|1|1|0.007488918|0.01222181|-0.038006869|-0.064145547|2|0.7644072209999999|0.084188427|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|0.009585904|-47.27625541|26.54367263|34.1639413|-0.026975264|-31.07074762|0.0|-1.510614788|-21.00757374|56.83666555|-17.72859578|38.26446885|623.0528232|-992.8013635|-11.65153036|14.65844196|6736.25597|165.67090530000002|23.70385212|0.014546814|-325.8749539|1327.415719|831.3429628|1.0|1.0|1.0|1.0|0.11|27.0|6.11|87.72|2.0|138.65|0.0|7.0|-6.05|33.0|0.0|1.0|4.77|8.86e-07|0.000398|2.51e-06|4.49|0.0|0.0|6.79e-11|4.75|3.3396|-1714.597797|0.3558|547.87|0.70516|-0.13312|-0.19532|-1714.342386|7.9283|88.0|7.0555|7.0555
27a_a34|-3.727789|0|0|0|0.0|1|0.300206665|-0.012620846|5.351858133|-0.456594848|1|-0.082271189|-0.012495918|-0.026428049|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|1|0.8186389829999999|-0.07177581|-0.012251785|0.832753533|0.749941528|0|0.600964267|-0.106669294|0.026573385|-86.36649751|176.4623026|279.75296960000003|-0.043345322|-60.54917431|22.69787432|-2.340647376|-52.42823715|100.7752505|-30.38821209|93.41277507|421.319507|-1640.9634529999998|-21.30433911|15.91204178|7104.26596|164.80691819999998|39.72721867|0.020552444|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|2.0|0.13|23.0|3.97|129.74|1.0|122.61|0.0|6.0|-4.96|33.0|0.0|0.0|2.44|1.09e-05|0.00504|3.43e-05|2.59|0.0|0.0|2.44e-08|7.38|4.1228|-1861.741982|0.2896|598.18|0.69818|-0.16691|-0.20615|-1861.534743|13.9023|0.24|6.6198|6.6198
8b_a8|0.0|1|0|0|3.191799887|1|1.395658149|-0.013834266|5.4161004020000005|-0.182065125|1|0.019958073|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|1|-0.003593429|0.031896755|0.049587543|0.079250224|1|0.758899977|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|0|0.558354653|-0.130159955|0.032440348|-71.23625346|172.84152849999998|270.5854753|-0.047457424|-43.64473805|89.09854311|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|342.0904577|-1424.7250689999998|-17.8141788|14.53652808|6471.7604200000005|133.8974321|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|0.0|1.0|1.0|2.0|0.09|23.0|3.03|112.23|1.0|114.18|0.0|4.0|-4.77|31.0|0.0|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|2.76|0.0|0.0|7.33e-08|6.41|3.2992|-1407.0843|0.2618|488.56|0.70195|-0.13807|-0.19921|-1406.887058|7.4497|5.08|5.2941|5.2941
17b_a50|0.0|0|1|1|0.0|1|1.348984601|-0.002181823|5.82008293|0.013050204|1|0.035558152|0.012409091|-0.152660972|-0.15040528|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|1|0.7715057479999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|0.0128994089999999|-52.58062823|9.9094658|47.42733742|-0.02681014|-36.59177249|86.9549829|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|648.4900322000001|-1156.773821|-12.98417734|16.11918162|6059.076348|136.82673369999998|23.22374317|0.010169967|-422.2639022|1439.872076|862.3868512|1.0|1.0|1.0|0.0|0.35|20.0|4.92|51.77|3.0|131.39|0.0|8.0|-4.75|32.0|1.0|0.0|3.87|1.7899999999999998e-05|0.00763|1.22e-05|3.96|0.0|0.0|2.87e-08|3.77|4.0418|-1337.1910779999998|0.1817|647.75|0.66195|-0.16699|-0.19879|-1336.899093|8.4096|122.0|6.9136|6.9136
13_a4|0.0|0|0|0|0.0|1|1.399843898|-0.000990136|5.4161004020000005|-0.019846488|1|-0.059300584|0.012994083|-0.14818661|-0.0963182119999999|1|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|1|0.645708528|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|0.008746805|-33.41617993|11.85953992|14.67530603|-0.0279998139999999|-16.36114989|54.71349575|-1.091992764|-11.99053523|37.12083496|-13.70920202|28.77218157|474.9422962|-534.6588788|-6.7122666220000005|9.917593683|3983.972795|67.30306705|15.89399858|0.007566425|-355.01146810000006|619.8659446|373.9073307|0.0|0.0|1.0|0.0|0.16|17.0|4.15|30.71|1.0|90.06|0.0|2.0|-4.09|22.0|1.0|1.0|3.57|8.18e-05|0.0235|3.77e-05|3.75|0.0|0.0|6.28e-07|3.87|4.1733|-898.3562912999998|0.2133|429.36|0.59537|-0.17204|-0.20372|-898.2503529999999|3.7228|4.0|5.3979|5.3979
4a_a46|0.0|0|0|0|0.0|1|1.13463711|-0.001042349|5.587248657999999|-0.008364558|2|-0.137420119|0.012632881|-0.11172225|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|2|0.679741138|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0|0.923958017|-0.05488948|0.00935578|-35.24319509|6.579492736000001|39.49069232|-0.022129285|-18.30276019|55.05332552|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|479.8368017|-528.6479264|-5.968291366|9.831485239|4481.754309|133.66119809999998|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|0.0|0.35|17.0|4.46|43.6|0.0|96.74|0.0|2.0|-3.93|24.0|1.0|1.0|3.43|0.000117|0.0372|4.89e-05|3.34|0.0|0.0|1.53e-07|3.4|4.5454|-994.237445|0.1694|467.4|0.6893600000000001|-0.19067|-0.21988|-994.079365|3.7138|181.0|6.7423|6.7423
12ao_a36|0.0|1|0|0|3.477902101|2|1.297043885|-0.007081548|5.351858133|-0.065314765|2|0.0895536619999999|0.002782748|-0.113963585|-0.033032344|1|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|1|0.90500247|0.040831815|-0.05785124|0.8800240009999999|0.856135378|0|0.832582759|-0.077866573|0.017784426|-67.45579866|85.17634667|110.7707502|-0.03775988|-44.63177966|0.0|-2.039033535|-34.08795068|78.51108393|-24.98362913|63.28698809|550.8740683|-1349.115973|-16.53028876|16.33039817|5943.227395|144.1736112|31.9443643|0.016708791|-373.2975961|1724.9956719999998|698.847203|0.0|0.0|1.0|2.0|0.12|17.0|2.42|69.2|1.0|133.84|0.0|6.0|-4.58|31.0|1.0|0.0|2.37|2.6e-05|0.0106|2.82e-05|3.45|0.0|0.0|9.66e-08|3.83|3.4743|-1310.361099|0.6249|548.59|0.7045|-0.14207|-0.19662|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
A7701_a51|0.0|1|0|0|2.9690728930000003|0|1.390164251|-0.002377784|4.59511985|-0.0162614089999999|2|0.070581466|0.008062393|0.058290286|-0.0299823629999999|1|1|0.00740235|0.119725261|0.036217274|0.061434294|2|0.7078647990000001|0.00552665|-0.0533751959999999|0.8092075540000001|0.688876851|1|0.865114773|-0.071384149|0.007404204|-36.09660744|146.2104641|62.31656919|-0.030384547|-16.67652408|0.0|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|399.6804233|-505.3525041|-6.485314917999999|8.863149921|4153.310077|92.83996262|17.56790307|0.012504214|-276.3170672|632.4445105000001|332.8814548|1.0|0.0|1.0|1.0|0.06|21.0|4.0|54.46|0.0|87.52|0.0|2.0|-3.95|22.0|1.0|1.0|3.12|0.000111|0.0319|6.790000000000001e-05|3.14|0.0|0.0|2.62e-08|||||||||||25.0|7.6021|7.6021
7_a3|0.0|0|0|0|0.0|0|0.60501656|-0.008855374|4.727387819|-0.106234254|2|-0.047419994|-0.007540435|0.054347129|0.030246987|1|1|-0.006696449|-0.084462575|0.020589494|0.036673175|2|0.881253042|-0.224253635|0.0507482109999999|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|0.009708941|-47.72824381|230.9407974|107.7330046|-0.036877402|-23.61864737|76.07607751|-1.253831681|-25.32764885|55.15105143|-18.2490344|55.98630667|387.1238241|-620.4671695000001|-9.030659289|8.644978051|5055.700186|99.36002106|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|1.0|1.0|0.0|21.0|4.66|92.93|1.0|95.5|0.0|2.0|-5.44|23.0|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|3.79|0.0|0.0|3.28e-08|3.09|3.4435|-1731.7341420000002|0.1926|362.61|0.69224|-0.14816|-0.21219|-1731.651178|3.9813|1023.0|5.9901|5.9901
14b_a23|0.0|0|1|1|0.0|0|1.197963628|-0.006248709|5.351858133|-0.071396109|2|0.0519489729999999|0.007671236|-0.0644978|-0.047410593|2|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|2|0.616699629|-0.00399443|-0.077808321|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|0.020454632|-53.44429544|40.76245006|99.66542762|-0.03508139|-34.64639496|84.36242964|-1.64882535|-26.58857202|64.97993029|-22.74225338|54.274732400000005|548.6057241000001|-1068.885909|-14.74314679|14.26820636|6622.129837|146.2760938|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|0.05|26.0|4.58|105.02|2.0|120.24|0.0|5.0|-5.58|31.0|0.0|0.0|3.78|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|3.72|3706.0|-1729.161608|0.3603|525.66|0.58097|-0.15064|-0.2286699999999999|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
6a_a40|0.0|0|0|0|0.0|2|0.604893625|-0.014623575|6.401917197|-0.077397672|0|-0.146542353|-0.001347823|0.104332675|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|0|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|0.016399125|-73.33687786|185.06174|166.2999483|-0.049149867|-45.80643937|36.84483305|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|458.303126|-1320.063801|-19.17478857|11.8691482|7059.617542|82.54016015|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|0.0|1.0|0.0|1.0|0.21|14.0|3.07|173.43|2.0|120.14|1.0|5.0|-7.11|29.0|0.0|1.0|3.17|7.85e-08|3.47e-05|1.03e-05|3.77|1.0|0.0|8.950000000000001e-05|7.73|2.9836|-2371.579899|0.4015|497.78|0.6782699999999999|-0.11995|-0.21255|-2371.443161|9.3893|0.04|7.3979|7.3979
12ac_a36|0.0|1|0|0|3.4419617660000004|2|1.297043188|-0.007639626|5.351858133|-0.073735973|2|0.03586247|0.000584134|-0.046730704|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|1|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.080202334|0.021508835|-72.4798052|118.0445703|152.9742102|-0.036062573|-50.32319912|20.70356046|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|541.3322795|-1377.116299|-17.38437788|14.63702516|6378.288017|186.3198219|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|0.0|0.0|1.0|2.0|0.17|17.0|2.09|86.27|1.0|133.95|0.0|6.0|-3.81|32.0|0.0|0.0|1.84|0.000154|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|4.84|3.8594|-1385.606133|0.3302|554.84|0.56357|-0.15675|-0.20949|-1385.382927|5.4387|13.0|7.8861|7.8861
9n_a24|0.0|1|0|0|2.961528903|0|1.388847168|-0.003323852|4.59511985|0.001099755|2|-0.141205159|0.008307337|-0.036651001|-0.03088354|1|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|2|0.786587307|0.048359202|-0.058520736|0.804201677|0.755793189|0|0.904556598|-0.052106597|0.017608478|-52.53031811|48.691073|64.50319929|-0.026905672|-35.50139138|24.72120326|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|611.3234977000001|-945.545726|-12.28894317|14.52410167|5356.5828|235.1021924|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|0.17|23.0|4.14|66.93|1.0|114.29|0.0|7.0|-4.14|29.0|1.0|0.0|3.13|7.2e-05|0.0278|5.14e-05|3.07|0.0|0.0|2.31e-09|2.59|4.1028|-1239.1274939999998|0.2522|587.05|0.63085|-0.1658099999999999|-0.20399|-1238.917278|4.8123|19.0|7.7212|7.7212
11a_a31|0.0|1|0|0|2.856083711|1|0.610138462|-0.02376325|5.733341277|-0.259732443|0|-0.087576474|-0.022093578|-0.1217573119999999|-0.019865299|2|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|0|0.861302755|0.022073976|-0.030335912|0.910334509|0.819138461|0|0.486754956|-0.151872243|0.041435152|-81.26889906|258.8577775|259.0291941|-0.056833284|-41.01552988|71.03772901|-1.932331673|-38.68354874|97.23036756|-28.68314085|97.560141|245.6599349|-975.2267888|-14.47606937|10.5643234|4940.657452|133.6139513|39.01114987|0.031626337|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|0.0|2.0|0.13|16.0|2.94|125.57|0.0|83.12|0.0|3.0|-4.81|23.0|0.0|1.0|2.42|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|0.0|2.22e-05|3.97|3.8042|-1441.452616|0.2797|407.76|0.69222|-0.15515|-0.20589|-1441.37897|8.9667|0.19|6.7212|6.7212
